"","col_GC_c1.which.mclass....6...1."
"1","AT1G01020"
"2","AT1G01070"
"3","AT1G01110"
"4","AT1G01210"
"5","AT1G01240"
"6","AT1G01290"
"7","AT1G01350"
"8","AT1G01360"
"9","AT1G01540"
"10","AT1G01640"
"11","AT1G01650"
"12","AT1G01725"
"13","AT1G01750"
"14","AT1G01770"
"15","AT1G01920"
"16","AT1G01990"
"17","AT1G02080"
"18","AT1G02110"
"19","AT1G02120"
"20","AT1G02145"
"21","AT1G02150"
"22","AT1G02170"
"23","AT1G02280"
"24","AT1G02410"
"25","AT1G02520"
"26","AT1G02680"
"27","AT1G02690"
"28","AT1G02750"
"29","AT1G02880"
"30","AT1G02950"
"31","AT1G03030"
"32","AT1G03040"
"33","AT1G03060"
"34","AT1G03080"
"35","AT1G03090"
"36","AT1G03110"
"37","AT1G03250"
"38","AT1G03280"
"39","AT1G03290"
"40","AT1G03350"
"41","AT1G03360"
"42","AT1G03380"
"43","AT1G03430"
"44","AT1G03530"
"45","AT1G03590"
"46","AT1G03680"
"47","AT1G03687"
"48","AT1G03730"
"49","AT1G03780"
"50","AT1G03840"
"51","AT1G04030"
"52","AT1G04070"
"53","AT1G04120"
"54","AT1G04210"
"55","AT1G04240"
"56","AT1G04300"
"57","AT1G04400"
"58","AT1G04440"
"59","AT1G04520"
"60","AT1G04530"
"61","AT1G04537"
"62","AT1G04610"
"63","AT1G04770"
"64","AT1G04780"
"65","AT1G04810"
"66","AT1G04860"
"67","AT1G04910"
"68","AT1G04950"
"69","AT1G04960"
"70","AT1G04970"
"71","AT1G04980"
"72","AT1G05000"
"73","AT1G05070"
"74","AT1G05147"
"75","AT1G05150"
"76","AT1G05170"
"77","AT1G05180"
"78","AT1G05190"
"79","AT1G05213"
"80","AT1G05220"
"81","AT1G05270"
"82","AT1G05340"
"83","AT1G05350"
"84","AT1G05380"
"85","AT1G05410"
"86","AT1G05430"
"87","AT1G05500"
"88","AT1G05520"
"89","AT1G05523"
"90","AT1G05570"
"91","AT1G05575"
"92","AT1G05660"
"93","AT1G05805"
"94","AT1G05810"
"95","AT1G05840"
"96","AT1G05870"
"97","AT1G05890"
"98","AT1G05910"
"99","AT1G05940"
"100","AT1G05960"
"101","AT1G05970"
"102","AT1G06010"
"103","AT1G06060"
"104","AT1G06070"
"105","AT1G06090"
"106","AT1G06130"
"107","AT1G06190"
"108","AT1G06210"
"109","AT1G06290"
"110","AT1G06470"
"111","AT1G06620"
"112","AT1G06630"
"113","AT1G06720"
"114","AT1G06790"
"115","AT1G06850"
"116","AT1G06870"
"117","AT1G06930"
"118","AT1G06950"
"119","AT1G07250"
"120","AT1G07260"
"121","AT1G07323"
"122","AT1G07350"
"123","AT1G07480"
"124","AT1G07510"
"125","AT1G07530"
"126","AT1G07640"
"127","AT1G07700"
"128","AT1G07810"
"129","AT1G07840"
"130","AT1G07950"
"131","AT1G07970"
"132","AT1G07985"
"133","AT1G07990"
"134","AT1G08010"
"135","AT1G08125"
"136","AT1G08130"
"137","AT1G08190"
"138","AT1G08210"
"139","AT1G08230"
"140","AT1G08260"
"141","AT1G08283"
"142","AT1G08350"
"143","AT1G08410"
"144","AT1G08450"
"145","AT1G08460"
"146","AT1G08477"
"147","AT1G08550"
"148","AT1G08600"
"149","AT1G08620"
"150","AT1G08640"
"151","AT1G08657"
"152","AT1G08670"
"153","AT1G08680"
"154","AT1G08700"
"155","AT1G08930"
"156","AT1G08970"
"157","AT1G09020"
"158","AT1G09070"
"159","AT1G09100"
"160","AT1G09130"
"161","AT1G09290"
"162","AT1G09490"
"163","AT1G09870"
"164","AT1G09927"
"165","AT1G09932"
"166","AT1G09980"
"167","AT1G10130"
"168","AT1G10180"
"169","AT1G10310"
"170","AT1G10390"
"171","AT1G10410"
"172","AT1G10430"
"173","AT1G10490"
"174","AT1G10580"
"175","AT1G10600"
"176","AT1G10660"
"177","AT1G10690"
"178","AT1G10700"
"179","AT1G10720"
"180","AT1G10740"
"181","AT1G10760"
"182","AT1G10820"
"183","AT1G10850"
"184","AT1G10900"
"185","AT1G10940"
"186","AT1G10990"
"187","AT1G11000"
"188","AT1G11020"
"189","AT1G11175"
"190","AT1G11200"
"191","AT1G11380"
"192","AT1G11430"
"193","AT1G11530"
"194","AT1G11592"
"195","AT1G11740"
"196","AT1G11905"
"197","AT1G11930"
"198","AT1G12050"
"199","AT1G12240"
"200","AT1G12350"
"201","AT1G12360"
"202","AT1G12500"
"203","AT1G12520"
"204","AT1G12530"
"205","AT1G12760"
"206","AT1G12820"
"207","AT1G12830"
"208","AT1G12845"
"209","AT1G13120"
"210","AT1G13160"
"211","AT1G13195"
"212","AT1G13220"
"213","AT1G13245"
"214","AT1G13300"
"215","AT1G13390"
"216","AT1G13570"
"217","AT1G13580"
"218","AT1G13620"
"219","AT1G13635"
"220","AT1G13640"
"221","AT1G13690"
"222","AT1G13880"
"223","AT1G13980"
"224","AT1G13990"
"225","AT1G14000"
"226","AT1G14080"
"227","AT1G14160"
"228","AT1G14230"
"229","AT1G14330"
"230","AT1G14360"
"231","AT1G14380"
"232","AT1G14410"
"233","AT1G14690"
"234","AT1G14710"
"235","AT1G14850"
"236","AT1G14920"
"237","AT1G14990"
"238","AT1G15020"
"239","AT1G15030"
"240","AT1G15110"
"241","AT1G15130"
"242","AT1G15140"
"243","AT1G15240"
"244","AT1G15280"
"245","AT1G15405"
"246","AT1G15440"
"247","AT1G15550"
"248","AT1G15570"
"249","AT1G15740"
"250","AT1G15800"
"251","AT1G15810"
"252","AT1G15910"
"253","AT1G15940"
"254","AT1G15970"
"255","AT1G16010"
"256","AT1G16190"
