"","X","col_GC_c1.which.mclass....1...1."
"2259",2259,"AT3G58380"
"1037",1037,"AT1G80970"
"2816",2816,"AT4G33180"
"2450",2450,"AT4G09770"
"2448",2448,"AT4G09680"
"497",497,"AT1G34260"
"3496",3496,"AT5G49840"
"770",770,"AT1G65380"
"1497",1497,"AT2G40860"
"1723",1723,"AT3G07080"
"1019",1019,"AT1G79540"
"2591",2591,"AT4G18520"
"3174",3174,"AT5G18840"
"3707",3707,"AT5G62820"
"2626",2626,"AT4G20930"
"3294",3294,"AT5G34930"
"1294",1294,"AT2G28320"
"876",876,"AT1G70890"
"2366",2366,"AT4G01037"
"2483",2483,"AT4G12010"
"3785",3785,"ATCG00660"
"2078",2078,"AT3G47070"
"3326",3326,"AT5G38290"
"2342",2342,"AT4G00030"
"1850",1850,"AT3G16220"
"2476",2476,"AT4G11660"
"247",247,"AT1G13940"
"2419",2419,"AT4G04460"
"425",425,"AT1G28050"
"304",304,"AT1G18010"
"2098",2098,"AT3G48080"
"691",691,"AT1G60790"
"1771",1771,"AT3G10310"
"3410",3410,"AT5G43950"
"758",758,"AT1G64572"
"3116",3116,"AT5G14770"
"921",921,"AT1G73340"
"1608",1608,"AT2G47310"
"1498",1498,"AT2G40880"
"399",399,"AT1G26330"
"3226",3226,"AT5G23170"
"255",255,"AT1G14530"
"1457",1457,"AT2G37930"
"2013",2013,"AT3G28770"
"1342",1342,"AT2G31340"
"3015",3015,"AT5G06810"
"2670",2670,"AT4G23515"
"3649",3649,"AT5G59070"
"57",57,"AT1G04220"
"2923",2923,"AT5G01640"
"2517",2517,"AT4G14070"
"1133",1133,"AT2G15310"
"457",457,"AT1G30475"
"2744",2744,"AT4G28280"
"1947",1947,"AT3G23930"
"3104",3104,"AT5G13690"
"797",797,"AT1G67110"
"2958",2958,"AT5G02860"
"3720",3720,"AT5G63630"
"2314",2314,"AT3G61470"
"1430",1430,"AT2G36810"
"1922",1922,"AT3G20960"
"160",160,"AT1G08910"
"125",125,"AT1G07290"
"2552",2552,"AT4G16008"
"710",710,"AT1G61520"
"2891",2891,"AT4G39210"
"942",942,"AT1G74170"
"3398",3398,"AT5G43170"
"3251",3251,"AT5G24870"
"2557",2557,"AT4G16350"
"2273",2273,"AT3G59040"
"206",206,"AT1G11180"
"1010",1010,"AT1G78930"
"3321",3321,"AT5G38070"
"2879",2879,"AT4G38170"
"139",139,"AT1G07847"
"3629",3629,"AT5G57780"
"3257",3257,"AT5G25010"
"1899",1899,"AT3G19280"
"1289",1289,"AT2G27920"
"1593",1593,"AT2G46535"
"3490",3490,"AT5G49215"
"3282",3282,"AT5G27390"
"3613",3613,"AT5G56930"
"2854",2854,"AT4G36240"
"306",306,"AT1G18060"
"461",461,"AT1G30640"
"460",460,"AT1G30610"
"1354",1354,"AT2G32030"
"974",974,"AT1G76780"
"827",827,"AT1G68620"
"310",310,"AT1G18200"
"2704",2704,"AT4G25650"
"435",435,"AT1G28715"
"2736",2736,"AT4G27710"
"2514",2514,"AT4G13990"
"3012",3012,"AT5G06730"
"382",382,"AT1G24290"
"340",340,"AT1G20065"
"1840",1840,"AT3G15620"
"1924",1924,"AT3G21295"
"2950",2950,"AT5G02520"
"2715",2715,"AT4G26270"
"2421",2421,"AT4G04695"
"3082",3082,"AT5G10900"
"3260",3260,"AT5G25240"
"109",109,"AT1G06580"
"3662",3662,"AT5G59980"
"1449",1449,"AT2G37650"
"3367",3367,"AT5G41120"
"630",630,"AT1G54450"
"1543",1543,"AT2G43310"
"2925",2925,"AT5G01670"
"1408",1408,"AT2G35382"
"670",670,"AT1G58684"
"1510",1510,"AT2G41870"
"3776",3776,"ATCG00150"
"1307",1307,"AT2G29180"
"2274",2274,"AT3G59068"
"2081",2081,"AT3G47380"
"1119",1119,"AT2G12462"
"376",376,"AT1G23830"
"2255",2255,"AT3G57965"
"1787",1787,"AT3G11591"
"2792",2792,"AT4G31390"
"2138",2138,"AT3G49920"
"3298",3298,"AT5G35370"
"2809",2809,"AT4G32780"
"1050",1050,"AT2G02080"
"1429",1429,"AT2G36730"
"1894",1894,"AT3G18900"
"2046",2046,"AT3G44670"
"2434",2434,"AT4G06746"
"1266",1266,"AT2G25735"
"2757",2757,"AT4G29340"
"2405",2405,"AT4G03440"
"1166",1166,"AT2G18950"
"2254",2254,"AT3G57920"
"1515",1515,"AT2G42247"
"641",641,"AT1G55280"
"3335",3335,"AT5G39450"
"1719",1719,"AT3G06950"
"326",326,"AT1G19010"
"1957",1957,"AT3G24495"
"1566",1566,"AT2G44900"
"1586",1586,"AT2G46192"
"1884",1884,"AT3G18660"
"665",665,"AT1G58007"
"18",18,"AT1G02010"
"2681",2681,"AT4G24110"
"1721",1721,"AT3G06990"
"2979",2979,"AT5G04375"
"3147",3147,"AT5G17250"
"773",773,"AT1G65570"
"2817",2817,"AT4G33330"
"1181",1181,"AT2G20180"
"2230",2230,"AT3G55890"
"757",757,"AT1G64570"
"3149",3149,"AT5G17360"
"1098",1098,"AT2G07665"
"3376",3376,"AT5G41590"
"1211",1211,"AT2G22100"
"1962",1962,"AT3G25030"
"680",680,"AT1G60000"
"2085",2085,"AT3G47530"
"2368",2368,"AT4G01110"
"264",264,"AT1G15385"
"929",929,"AT1G73690"
"2642",2642,"AT4G21700"
"515",515,"AT1G43765"
"2206",2206,"AT3G54090"
"2623",2623,"AT4G20820"
"709",709,"AT1G61500"
"67",67,"AT1G04707"
"3537",3537,"AT5G52230"
"2609",2609,"AT4G19830"
"2392",2392,"AT4G02710"
"1940",1940,"AT3G23210"
"1228",1228,"AT2G23140"
"2176",2176,"AT3G51970"
"877",877,"AT1G70895"
"528",528,"AT1G45180"
"2457",2457,"AT4G10420"
"2093",2093,"AT3G47820"
"2003",2003,"AT3G28040"
"981",981,"AT1G77320"
"1356",1356,"AT2G32180"
"2788",2788,"AT4G31240"
"2913",2913,"AT5G01200"
"2199",2199,"AT3G53760"
"1692",1692,"AT3G05190"
"3520",3520,"AT5G51380"
"2154",2154,"AT3G50750"
"2104",2104,"AT3G48260"
"2202",2202,"AT3G53840"
"502",502,"AT1G35460"
"271",271,"AT1G15870"
"1116",1116,"AT2G09660"
"2205",2205,"AT3G53930"
"2128",2128,"AT3G49410"
"3052",3052,"AT5G08835"
"1610",1610,"AT2G47410"
"2159",2159,"AT3G50930"
"3307",3307,"AT5G36180"
"3521",3521,"AT5G51390"
"3727",3727,"AT5G64480"
"2914",2914,"AT5G01255"
"367",367,"AT1G22990"
"2311",2311,"AT3G61380"
"3553",3553,"AT5G53150"
"1269",1269,"AT2G26030"
"2218",2218,"AT3G55180"
"3288",3288,"AT5G28442"
"3233",3233,"AT5G23770"
"3217",3217,"AT5G22660"
"2401",2401,"AT4G03330"
"3084",3084,"AT5G10990"
"2300",2300,"AT3G60550"
"2048",2048,"AT3G44730"
"2538",2538,"AT4G15290"
"2713",2713,"AT4G26095"
"3577",3577,"AT5G54530"
"1876",1876,"AT3G18200"
"1680",1680,"AT3G04380"
"552",552,"AT1G48840"
"953",953,"AT1G74750"
"3804",3804,"ATMG00960"
"1033",1033,"AT1G80820"
"3545",3545,"AT5G52810"
"1239",1239,"AT2G23755"
"2806",2806,"AT4G32670"
"1105",1105,"AT2G07773"
"3278",3278,"AT5G27030"
"2991",2991,"AT5G05320"
"2121",2121,"AT3G49060"
"2181",2181,"AT3G52440"
"2796",2796,"AT4G32050"
"2431",2431,"AT4G06534"
"615",615,"AT1G53430"
"2520",2520,"AT4G14190"
"3266",3266,"AT5G25620"
"2076",2076,"AT3G47010"
"1531",1531,"AT2G42920"
"3018",3018,"AT5G06940"
"3688",3688,"AT5G61420"
"1818",1818,"AT3G14330"
"541",541,"AT1G48355"
"3405",3405,"AT5G43500"
"1679",1679,"AT3G04360"
"2706",2706,"AT4G25760"
"838",838,"AT1G69020"
"397",397,"AT1G26190"
"1106",1106,"AT2G07777"
"2174",2174,"AT3G51930"
"3681",3681,"AT5G61200"
"659",659,"AT1G56320"
"3357",3357,"AT5G40520"
"576",576,"AT1G50700"
"3703",3703,"AT5G62360"
"3183",3183,"AT5G19310"
"535",535,"AT1G47580"
"1882",1882,"AT3G18440"
"1853",1853,"AT3G16320"
"1528",1528,"AT2G42720"
"3114",3114,"AT5G14580"
"740",740,"AT1G63130"
"3806",3806,"ATMG00990"
"1512",1512,"AT2G41990"
"2124",2124,"AT3G49210"
"2611",2611,"AT4G19870"
"2751",2751,"AT4G28890"
"228",228,"AT1G12730"
"3420",3420,"AT5G44740"
"3657",3657,"AT5G59800"
"3810",3810,"ATMG01200"
"1857",1857,"AT3G16720"
"3735",3735,"AT5G64860"
"303",303,"AT1G17940"
"3003",3003,"AT5G05965"
"2416",2416,"AT4G04221"
"1488",1488,"AT2G40120"
"1987",1987,"AT3G26782"
"837",837,"AT1G68980"
"294",294,"AT1G17450"
"2339",2339,"AT3G63480"
"1242",1242,"AT2G24140"
"1699",1699,"AT3G05750"
"2604",2604,"AT4G19460"
"263",263,"AT1G15290"
"852",852,"AT1G69890"
"2880",2880,"AT4G38180"
"1463",1463,"AT2G38185"
"3313",3313,"AT5G37190"
"563",563,"AT1G49560"
"3140",3140,"AT5G16520"
"448",448,"AT1G29910"
"173",173,"AT1G09530"
"373",373,"AT1G23360"
"117",117,"AT1G06923"
"1916",1916,"AT3G20860"
"289",289,"AT1G17040"
"1809",1809,"AT3G13782"
"200",200,"AT1G10810"
"1351",1351,"AT2G32000"
"1071",1071,"AT2G03925"
"483",483,"AT1G32740"
"1767",1767,"AT3G09920"
"2251",2251,"AT3G57720"
"134",134,"AT1G07733"
"1603",1603,"AT2G46950"
"578",578,"AT1G50840"
"906",906,"AT1G72890"
"2759",2759,"AT4G29440"
"2605",2605,"AT4G19500"
"938",938,"AT1G74055"
"1215",1215,"AT2G22410"
"159",159,"AT1G08840"
"251",251,"AT1G14260"
"2789",2789,"AT4G31248"
"1823",1823,"AT3G14550"
"818",818,"AT1G67900"
"1191",1191,"AT2G20680"
"3019",3019,"AT5G07000"
"2477",2477,"AT4G11670"
"908",908,"AT1G72930"
"3068",3068,"AT5G09820"
"3205",3205,"AT5G21140"
"2322",2322,"AT3G62050"
"249",249,"AT1G14040"
"3632",3632,"AT5G57920"
"3323",3323,"AT5G38140"
"534",534,"AT1G47510"
"1726",1726,"AT3G07500"
"2216",2216,"AT3G54980"
"1134",1134,"AT2G15370"
"933",933,"AT1G73770"
"473",473,"AT1G31650"
"1046",1046,"AT2G01900"
"1846",1846,"AT3G16000"
"3267",3267,"AT5G25930"
"225",225,"AT1G12600"
"1221",1221,"AT2G22850"
"987",987,"AT1G77530"
"3143",3143,"AT5G16970"
"3113",3113,"AT5G14570"
"484",484,"AT1G32870"
"931",931,"AT1G73740"
"3083",3083,"AT5G10946"
"2956",2956,"AT5G02780"
"86",86,"AT1G05553"
"1963",1963,"AT3G25410"
"2987",2987,"AT5G04980"
"83",83,"AT1G05440"
"1638",1638,"AT3G01920"
"3604",3604,"AT5G56370"
"759",759,"AT1G64580"
"994",994,"AT1G77850"
"2210",2210,"AT3G54390"
"3142",3142,"AT5G16715"
"1795",1795,"AT3G12510"
"3540",3540,"AT5G52450"
"1951",1951,"AT3G24255"
"2415",2415,"AT4G04220"
"2847",2847,"AT4G36010"
"44",44,"AT1G03830"
"2409",2409,"AT4G03895"
"409",409,"AT1G27120"
"589",589,"AT1G51470"
"2708",2708,"AT4G25800"
"612",612,"AT1G53130"
"1793",1793,"AT3G12145"
"2221",2221,"AT3G55320"
"1917",1917,"AT3G20880"
"1519",1519,"AT2G42290"
"1234",1234,"AT2G23520"
"3250",3250,"AT5G24750"
"3538",3538,"AT5G52260"
"2162",2162,"AT3G51150"
"107",107,"AT1G06473"
"3110",3110,"AT5G14100"
"1703",1703,"AT3G05936"
"622",622,"AT1G53940"
"3502",3502,"AT5G50330"
"2682",2682,"AT4G24140"
"302",302,"AT1G17840"
"419",419,"AT1G27620"
"751",751,"AT1G63855"
"1420",1420,"AT2G36010"
"1611",1611,"AT2G47460"
"3594",3594,"AT5G55650"
"2452",2452,"AT4G10000"
"2051",2051,"AT3G44880"
"3219",3219,"AT5G22750"
"2717",2717,"AT4G26370"
"3055",3055,"AT5G09175"
"229",229,"AT1G12770"
"3040",3040,"AT5G07995"
"586",586,"AT1G51355"
"3462",3462,"AT5G47910"
"2279",2279,"AT3G59410"
"3101",3101,"AT5G12920"
"3165",3165,"AT5G18270"
"3536",3536,"AT5G52220"
"230",230,"AT1G12775"
"43",43,"AT1G03750"
"1875",1875,"AT3G18110"
"320",320,"AT1G18570"
"985",985,"AT1G77490"
"3712",3712,"AT5G63270"
"835",835,"AT1G68850"
"3028",3028,"AT5G07400"
"145",145,"AT1G08087"
"1406",1406,"AT2G35350"
"2186",2186,"AT3G52680"
"2541",2541,"AT4G15370"
"2601",2601,"AT4G19370"
"224",224,"AT1G12460"
"851",851,"AT1G69880"
"453",453,"AT1G30290"
"2346",2346,"AT4G00330"
"3194",3194,"AT5G20150"
"2695",2695,"AT4G25120"
"1942",1942,"AT3G23400"
"1447",1447,"AT2G37590"
"3108",3108,"AT5G13830"
"436",436,"AT1G28760"
"3600",3600,"AT5G55950"
"707",707,"AT1G61420"
"830",830,"AT1G68725"
"389",389,"AT1G24800"
"3179",3179,"AT5G19040"
"1866",1866,"AT3G17640"
"3354",3354,"AT5G40400"
"3017",3017,"AT5G06930"
"2248",2248,"AT3G57540"
"558",558,"AT1G49160"
"1132",1132,"AT2G15300"
"2071",2071,"AT3G46810"
"3087",3087,"AT5G11100"
"3683",3683,"AT5G61300"
"3383",3383,"AT5G42030"
"3660",3660,"AT5G59930"
"189",189,"AT1G10090"
"2507",2507,"AT4G13300"
"3461",3461,"AT5G47635"
"2873",2873,"AT4G37700"
"1648",1648,"AT3G02505"
"1775",1775,"AT3G10525"
"3230",3230,"AT5G23580"
"3008",3008,"AT5G06580"
"2645",2645,"AT4G21880"
"2896",2896,"AT4G39620"
"24",24,"AT1G02340"
"890",890,"AT1G71810"
"2883",2883,"AT4G38410"
"2771",2771,"AT4G30180"
"2850",2850,"AT4G36052"
"761",761,"AT1G64690"
"1016",1016,"AT1G79420"
"2779",2779,"AT4G30680"
"3312",3312,"AT5G37180"
"1146",1146,"AT2G16970"
"285",285,"AT1G16635"
"1934",1934,"AT3G22550"
"1522",1522,"AT2G42365"
"3522",3522,"AT5G51450"
"1715",1715,"AT3G06690"
"657",657,"AT1G56170"
"467",467,"AT1G31190"
"1616",1616,"AT2G47820"
"2622",2622,"AT4G20760"
"165",165,"AT1G09027"
"3775",3775,"ATCG00120"
"614",614,"AT1G53350"
"2838",2838,"AT4G35110"
"679",679,"AT1G59910"
"84",84,"AT1G05460"
"3222",3222,"AT5G22870"
"2500",2500,"AT4G12740"
"3423",3423,"AT5G44930"
"627",627,"AT1G54330"
"2963",2963,"AT5G03310"
"2239",2239,"AT3G56440"
"1718",1718,"AT3G06920"
"2603",2603,"AT4G19440"
"2592",2592,"AT4G18550"
"3167",3167,"AT5G18460"
"2160",2160,"AT3G50950"
"128",128,"AT1G07490"
"2075",2075,"AT3G46990"
"3171",3171,"AT5G18760"
"25",25,"AT1G02370"
"549",549,"AT1G48690"
"2667",2667,"AT4G23493"
"3618",3618,"AT5G57160"
"3687",3687,"AT5G61400"
"1210",1210,"AT2G21940"
"2161",2161,"AT3G51060"
"1554",1554,"AT2G44110"
"1434",1434,"AT2G37150"
"105",105,"AT1G06430"
"2616",2616,"AT4G20040"
"1832",1832,"AT3G15140"
"2403",2403,"AT4G03400"
"2849",2849,"AT4G36032"
"1658",1658,"AT3G03300"
"1668",1668,"AT3G03700"
"2072",2072,"AT3G46920"
"2108",2108,"AT3G48450"
"3289",3289,"AT5G28530"
"3190",3190,"AT5G19830"
"1943",1943,"AT3G23530"
"3487",3487,"AT5G48950"
"3071",3071,"AT5G10180"
"1421",1421,"AT2G36050"
"1808",1808,"AT3G13600"
"2080",2080,"AT3G47180"
"2529",2529,"AT4G14830"
"706",706,"AT1G61380"
"2930",2930,"AT5G01880"
"716",716,"AT1G61960"
"1731",1731,"AT3G07600"
"219",219,"AT1G12250"
"2315",2315,"AT3G61520"
"2566",2566,"AT4G16957"
"486",486,"AT1G33102"
"2388",2388,"AT4G02390"
"3133",3133,"AT5G16023"
"1113",1113,"AT2G09250"
"3188",3188,"AT5G19730"
"3224",3224,"AT5G23070"
"2302",2302,"AT3G60680"
"3069",3069,"AT5G09840"
"3517",3517,"AT5G51310"
"3039",3039,"AT5G07980"
"1613",1613,"AT2G47550"
"3081",3081,"AT5G10770"
"789",789,"AT1G66660"
"68",68,"AT1G04710"
"1148",1148,"AT2G17442"
"1994",1994,"AT3G27500"
"3043",3043,"AT5G08139"
"2359",2359,"AT4G00850"
"1966",1966,"AT3G25560"
"1841",1841,"AT3G15650"
"1790",1790,"AT3G11850"
"1275",1275,"AT2G26530"
"1104",1104,"AT2G07739"
"2375",2375,"AT4G01800"
"1700",1700,"AT3G05800"
"3166",3166,"AT5G18390"
"2974",2974,"AT5G03985"
"1869",1869,"AT3G17790"
"1288",1288,"AT2G27800"
"494",494,"AT1G34040"
"2353",2353,"AT4G00670"
"430",430,"AT1G28530"
"301",301,"AT1G17750"
"799",799,"AT1G67180"
"2284",2284,"AT3G59780"
"508",508,"AT1G37150"
"3615",3615,"AT5G56985"
"3622",3622,"AT5G57450"
"573",573,"AT1G50260"
"2921",2921,"AT5G01560"
"3710",3710,"AT5G63060"
"1092",1092,"AT2G06465"
"596",596,"AT1G51860"
"2627",2627,"AT4G21060"
"2742",2742,"AT4G28150"
"2745",2745,"AT4G28320"
"2130",2130,"AT3G49600"
"282",282,"AT1G16510"
"1623",1623,"AT3G01202"
"283",283,"AT1G16540"
"2132",2132,"AT3G49690"
"3192",3192,"AT5G19940"
"2432",2432,"AT4G06598"
"2546",2546,"AT4G15450"
"3169",3169,"AT5G18610"
"2211",2211,"AT3G54460"
"3187",3187,"AT5G19670"
"990",990,"AT1G77620"
"3358",3358,"AT5G40570"
"813",813,"AT1G67792"
"977",977,"AT1G77170"
"2508",2508,"AT4G13370"
"2308",2308,"AT3G61210"
"277",277,"AT1G16250"
"1325",1325,"AT2G30505"
"3119",3119,"AT5G15022"
"3247",3247,"AT5G24390"
"753",753,"AT1G64110"
"1582",1582,"AT2G45970"
"2837",2837,"AT4G34990"
"2607",2607,"AT4G19650"
"76",76,"AT1G05163"
"959",959,"AT1G75030"
"1324",1324,"AT2G30480"
"2754",2754,"AT4G29060"
"256",256,"AT1G14580"
"1780",1780,"AT3G11240"
"846",846,"AT1G69588"
"3672",3672,"AT5G60630"
"1480",1480,"AT2G39290"
"3638",3638,"AT5G58280"
"3601",3601,"AT5G56230"
"798",798,"AT1G67150"
"2257",2257,"AT3G58090"
"3758",3758,"AT5G66470"
"2478",2478,"AT4G11840"
"386",386,"AT1G24530"
"1727",1727,"AT3G07525"
"2413",2413,"AT4G03985"
"1752",1752,"AT3G09032"
"2493",2493,"AT4G12470"
"1615",1615,"AT2G47800"
"3363",3363,"AT5G41000"
"2347",2347,"AT4G00360"
"1464",1464,"AT2G38210"
"2694",2694,"AT4G25110"
"2639",2639,"AT4G21500"
"1897",1897,"AT3G19210"
"2402",2402,"AT4G03340"
"1572",1572,"AT2G45270"
"993",993,"AT1G77765"
"85",85,"AT1G05467"
"345",345,"AT1G20550"
"1315",1315,"AT2G29970"
"2222",2222,"AT3G55330"
"1319",1319,"AT2G30140"
"810",810,"AT1G67690"
"3757",3757,"AT5G66460"
"1989",1989,"AT3G27110"
"1059",1059,"AT2G02955"
"2054",2054,"AT3G45160"
"767",767,"AT1G65070"
"3602",3602,"AT5G56250"
"3394",3394,"AT5G42710"
"1617",1617,"AT2G47910"
"3625",3625,"AT5G57610"
"38",38,"AT1G03470"
"1397",1397,"AT2G34910"
"2594",2594,"AT4G18770"
"1120",1120,"AT2G12550"
"1314",1314,"AT2G29760"
"3232",3232,"AT5G23730"
"1437",1437,"AT2G37300"
"1656",1656,"AT3G03020"
"2261",2261,"AT3G58540"
"594",594,"AT1G51790"
"3244",3244,"AT5G24320"
"1969",1969,"AT3G25700"
"2957",2957,"AT5G02830"
"3059",3059,"AT5G09350"
"123",123,"AT1G07270"
"1459",1459,"AT2G37960"
"2169",2169,"AT3G51480"
"897",897,"AT1G72250"
"3506",3506,"AT5G50580"
"2192",2192,"AT3G53230"
"23",23,"AT1G02290"
"3051",3051,"AT5G08720"
"868",868,"AT1G70610"
"3279",3279,"AT5G27100"
"3091",3091,"AT5G11380"
"2044",2044,"AT3G44550"
"1829",1829,"AT3G14900"
"1622",1622,"AT3G01142"
"2481",2481,"AT4G11990"
"2019",2019,"AT3G29330"
"2029",2029,"AT3G42640"
"2244",2244,"AT3G57020"
"967",967,"AT1G75820"
"620",620,"AT1G53800"
"2427",2427,"AT4G05525"
"1359",1359,"AT2G32400"
"3274",3274,"AT5G26730"
"1609",1609,"AT2G47350"
"129",129,"AT1G07560"
"971",971,"AT1G76450"
"3196",3196,"AT5G20300"
"875",875,"AT1G70880"
"2953",2953,"AT5G02630"
"2825",2825,"AT4G33990"
"2666",2666,"AT4G23450"
"1411",1411,"AT2G35540"
"656",656,"AT1G56130"
"3699",3699,"AT5G61990"
"3413",3413,"AT5G44210"
"3316",3316,"AT5G37360"
"1936",1936,"AT3G22760"
"1913",1913,"AT3G20480"
"2686",2686,"AT4G24380"
"792",792,"AT1G66800"
"3543",3543,"AT5G52640"
"547",547,"AT1G48580"
"2531",2531,"AT4G14870"
"314",314,"AT1G18320"
"1653",1653,"AT3G02680"
"3585",3585,"AT5G55050"
"1749",1749,"AT3G08840"
"471",471,"AT1G31480"
"2967",2967,"AT5G03552"
"3665",3665,"AT5G60050"
"3669",3669,"AT5G60335"
"3076",3076,"AT5G10470"
"3678",3678,"AT5G61010"
"674",674,"AT1G59590"
"1761",1761,"AT3G09650"
"2215",2215,"AT3G54930"
"693",693,"AT1G60890"
"3464",3464,"AT5G47960"
"821",821,"AT1G68120"
"609",609,"AT1G52700"
"3264",3264,"AT5G25500"
"1660",1660,"AT3G03440"
"3551",3551,"AT5G53080"
"524",524,"AT1G45110"
"3207",3207,"AT5G21900"
"516",516,"AT1G43770"
"642",642,"AT1G55320"
"1012",1012,"AT1G79110"
"1935",1935,"AT3G22670"
"3271",3271,"AT5G26200"
"3716",3716,"AT5G63520"
"2068",2068,"AT3G46700"
"3322",3322,"AT5G38100"
"232",232,"AT1G12800"
"2320",2320,"AT3G61898"
"1284",1284,"AT2G27490"
"3408",3408,"AT5G43870"
"727",727,"AT1G62440"
"826",826,"AT1G68540"
"2394",2394,"AT4G02900"
"3782",3782,"ATCG00520"
"1584",1584,"AT2G46110"
"3318",3318,"AT5G37590"
"2600",2600,"AT4G19100"
"3390",3390,"AT5G42440"
"3589",3589,"AT5G55380"
"3631",3631,"AT5G57800"
"3317",3317,"AT5G37530"
"1863",1863,"AT3G17380"
"781",781,"AT1G66050"
"1382",1382,"AT2G33735"
"3639",3639,"AT5G58550"
"3800",3800,"ATMG00516"
"1153",1153,"AT2G17830"
"3558",3558,"AT5G53500"
"595",595,"AT1G51840"
"3654",3654,"AT5G59540"
"1478",1478,"AT2G39190"
"3725",3725,"AT5G64050"
"606",606,"AT1G52565"
"2073",2073,"AT3G46930"
"3206",3206,"AT5G21482"
"1292",1292,"AT2G28105"
"3459",3459,"AT5G47550"
"2356",2356,"AT4G00750"
"349",349,"AT1G20810"
"2208",2208,"AT3G54120"
"2224",2224,"AT3G55515"
"1797",1797,"AT3G12580"
"2022",2022,"AT3G29810"
"1945",1945,"AT3G23630"
"766",766,"AT1G64960"
"207",207,"AT1G11320"
"2294",2294,"AT3G60310"
"661",661,"AT1G56350"
"2929",2929,"AT5G01780"
"2802",2802,"AT4G32320"
"2369",2369,"AT4G01220"
"2711",2711,"AT4G26055"
"33",33,"AT1G03160"
"2488",2488,"AT4G12250"
"1540",1540,"AT2G43180"
"874",874,"AT1G70860"
"2707",2707,"AT4G25790"
"1849",1849,"AT3G16170"
"2343",2343,"AT4G00040"
"653",653,"AT1G55915"
"1214",1214,"AT2G22360"
"1433",1433,"AT2G37035"
"1906",1906,"AT3G19830"
"329",329,"AT1G19115"
"414",414,"AT1G27370"
"3450",3450,"AT5G46650"
"446",446,"AT1G29750"
"3528",3528,"AT5G51585"
"3621",3621,"AT5G57250"
"2962",2962,"AT5G03180"
"1694",1694,"AT3G05410"
"986",986,"AT1G77500"
"3137",3137,"AT5G16200"
"2113",2113,"AT3G48550"
"2328",2328,"AT3G62200"
"1299",1299,"AT2G28590"
"391",391,"AT1G25250"
"1357",1357,"AT2G32210"
"2918",2918,"AT5G01445"
"2393",2393,"AT4G02810"
"2884",2884,"AT4G38620"
"2501",2501,"AT4G12750"
"2482",2482,"AT4G12000"
"702",702,"AT1G61310"
"1310",1310,"AT2G29640"
"1387",1387,"AT2G34090"
"3412",3412,"AT5G44190"
"511",511,"AT1G43020"
"3125",3125,"AT5G15700"
"2228",2228,"AT3G55760"
"1130",1130,"AT2G14620"
"917",917,"AT1G73280"
"3272",3272,"AT5G26690"
"1286",1286,"AT2G27760"
"2653",2653,"AT4G22640"
"3633",3633,"AT5G57960"
"3121",3121,"AT5G15070"
"1691",1691,"AT3G05140"
"3448",3448,"AT5G46580"
"1185",1185,"AT2G20290"
"2690",2690,"AT4G24810"
"1529",1529,"AT2G42730"
"1355",1355,"AT2G32179"
"1452",1452,"AT2G37770"
"2612",2612,"AT4G19960"
"1078",1078,"AT2G04560"
"2127",2127,"AT3G49400"
"1167",1167,"AT2G19060"
"892",892,"AT1G72125"
"2586",2586,"AT4G18335"
"375",375,"AT1G23790"
"3182",3182,"AT5G19260"
"3583",3583,"AT5G54880"
"1758",1758,"AT3G09370"
"1900",1900,"AT3G19300"
"2526",2526,"AT4G14590"
"2407",2407,"AT4G03635"
"1482",1482,"AT2G39650"
"1404",1404,"AT2G35200"
"3453",3453,"AT5G47070"
"1628",1628,"AT3G01480"
"3637",3637,"AT5G58190"
"2125",2125,"AT3G49370"
"551",551,"AT1G48770"
"1087",1087,"AT2G05185"
"81",81,"AT1G05370"
"1009",1009,"AT1G78922"
"2023",2023,"AT3G30841"
"1245",1245,"AT2G24350"
"858",858,"AT1G70140"
"1261",1261,"AT2G25350"
"3524",3524,"AT5G51500"
"1193",1193,"AT2G20770"
"2105",2105,"AT3G48420"
"2377",2377,"AT4G01883"
"705",705,"AT1G61370"
"1043",1043,"AT2G01620"
"2426",2426,"AT4G05210"
"754",754,"AT1G64160"
"3124",3124,"AT5G15280"
"2165",2165,"AT3G51340"
"1711",1711,"AT3G06455"
"2540",2540,"AT4G15350"
"886",886,"AT1G71520"
"1956",1956,"AT3G24480"
"1684",1684,"AT3G04620"
"2910",2910,"AT5G01095"
"2203",2203,"AT3G53860"
"318",318,"AT1G18550"
"725",725,"AT1G62310"
"78",78,"AT1G05230"
"1822",1822,"AT3G14470"
"676",676,"AT1G59700"
"1537",1537,"AT2G43100"
"3086",3086,"AT5G11070"
"3063",3063,"AT5G09580"
"2818",2818,"AT4G33490"
"3610",3610,"AT5G56720"
"1412",1412,"AT2G35658"
"3351",3351,"AT5G40270"
"368",368,"AT1G23010"
"1028",1028,"AT1G80200"
"2543",2543,"AT4G15400"
"2857",2857,"AT4G36580"
"3623",3623,"AT5G57500"
"3089",3089,"AT5G11310"
"59",59,"AT1G04295"
"3698",3698,"AT5G61980"
"1287",1287,"AT2G27790"
"1432",1432,"AT2G36990"
"2646",2646,"AT4G21890"
"1479",1479,"AT2G39220"
"966",966,"AT1G75720"
"352",352,"AT1G21350"
"45",45,"AT1G03920"
"2995",2995,"AT5G05410"
"1186",1186,"AT2G20362"
"584",584,"AT1G51310"
"7",7,"AT1G01200"
