"","WS_c1.which.mclass....7...1."
"1","AT1G01080"
"2","AT1G01140"
"3","AT1G02910"
"4","AT1G03160"
"5","AT1G03310"
"6","AT1G03630"
"7","AT1G03680"
"8","AT1G04420"
"9","AT1G04530"
"10","AT1G04940"
"11","AT1G05560"
"12","AT1G05562"
"13","AT1G06190"
"14","AT1G06430"
"15","AT1G06460"
"16","AT1G06570"
"17","AT1G07010"
"18","AT1G07180"
"19","AT1G07650"
"20","AT1G08477"
"21","AT1G08520"
"22","AT1G08540"
"23","AT1G08640"
"24","AT1G09795"
"25","AT1G09927"
"26","AT1G10500"
"27","AT1G10510"
"28","AT1G11430"
"29","AT1G11720"
"30","AT1G11750"
"31","AT1G12250"
"32","AT1G12410"
"33","AT1G12770"
"34","AT1G12800"
"35","AT1G14150"
"36","AT1G14345"
"37","AT1G15140"
"38","AT1G15980"
"39","AT1G16080"
"40","AT1G16410"
"41","AT1G17050"
"42","AT1G17100"
"43","AT1G17840"
"44","AT1G18060"
"45","AT1G18730"
"46","AT1G19150"
"47","AT1G19400"
"48","AT1G19715"
"49","AT1G21065"
"50","AT1G21500"
"51","AT1G21600"
"52","AT1G21680"
"53","AT1G22700"
"54","AT1G22710"
"55","AT1G22850"
"56","AT1G23130"
"57","AT1G23740"
"58","AT1G24020"
"59","AT1G25440"
"60","AT1G25560"
"61","AT1G26150"
"62","AT1G27950"
"63","AT1G28140"
"64","AT1G28600"
"65","AT1G29660"
"66","AT1G30530"
"67","AT1G31800"
"68","AT1G32070"
"69","AT1G32160"
"70","AT1G32200"
"71","AT1G32220"
"72","AT1G32500"
"73","AT1G32900"
"74","AT1G32990"
"75","AT1G33110"
"76","AT1G33810"
"77","AT1G36320"
"78","AT1G42550"
"79","AT1G43670"
"80","AT1G44000"
"81","AT1G44446"
"82","AT1G44920"
"83","AT1G45474"
"84","AT1G48450"
"85","AT1G48520"
"86","AT1G49750"
"87","AT1G50320"
"88","AT1G50840"
"89","AT1G50900"
"90","AT1G51110"
"91","AT1G51400"
"92","AT1G51500"
"93","AT1G52220"
"94","AT1G52510"
"95","AT1G52870"
"96","AT1G53670"
"97","AT1G53800"
"98","AT1G54350"
"99","AT1G54500"
"100","AT1G54520"
"101","AT1G55480"
"102","AT1G55960"
"103","AT1G56500"
"104","AT1G57990"
"105","AT1G60000"
"106","AT1G60550"
"107","AT1G62560"
"108","AT1G62780"
"109","AT1G62960"
"110","AT1G63970"
"111","AT1G64430"
"112","AT1G64500"
"113","AT1G64680"
"114","AT1G64770"
"115","AT1G64860"
"116","AT1G64900"
"117","AT1G65230"
"118","AT1G65260"
"119","AT1G66430"
"120","AT1G66670"
"121","AT1G66970"
"122","AT1G67700"
"123","AT1G68520"
"124","AT1G68530"
"125","AT1G68590"
"126","AT1G68830"
"127","AT1G69870"
"128","AT1G70070"
"129","AT1G70090"
"130","AT1G70200"
"131","AT1G70760"
"132","AT1G70890"
"133","AT1G71500"
"134","AT1G71695"
"135","AT1G72030"
"136","AT1G72430"
"137","AT1G72450"
"138","AT1G72970"
"139","AT1G73060"
"140","AT1G73655"
"141","AT1G74310"
"142","AT1G74640"
"143","AT1G74730"
"144","AT1G74850"
"145","AT1G74970"
"146","AT1G75350"
"147","AT1G75460"
"148","AT1G75690"
"149","AT1G76100"
"150","AT1G76450"
"151","AT1G76520"
"152","AT1G77490"
"153","AT1G77930"
"154","AT1G78140"
"155","AT1G78510"
"156","AT1G78820"
"157","AT1G79850"
"158","AT1G80030"
"159","AT1G80480"
"160","AT1G80640"
"161","AT2G01110"
"162","AT2G01320"
"163","AT2G04700"
"164","AT2G04842"
"165","AT2G05520"
"166","AT2G05620"
"167","AT2G17240"
"168","AT2G18710"
"169","AT2G20570"
"170","AT2G21340"
"171","AT2G21385"
"172","AT2G21960"
"173","AT2G22360"
"174","AT2G22540"
"175","AT2G22990"
"176","AT2G23390"
"177","AT2G23420"
"178","AT2G23670"
"179","AT2G23672"
"180","AT2G24020"
"181","AT2G24060"
"182","AT2G24090"
"183","AT2G24280"
"184","AT2G24820"
"185","AT2G25080"
"186","AT2G25510"
"187","AT2G25830"
"188","AT2G25840"
"189","AT2G26250"
"190","AT2G26330"
"191","AT2G26670"
"192","AT2G26690"
"193","AT2G26910"
"194","AT2G27402"
"195","AT2G27680"
"196","AT2G28900"
"197","AT2G29450"
"198","AT2G29630"
"199","AT2G29650"
"200","AT2G30140"
"201","AT2G30390"
"202","AT2G31040"
"203","AT2G31890"
"204","AT2G32230"
"205","AT2G32480"
"206","AT2G33450"
"207","AT2G34460"
"208","AT2G34640"
"209","AT2G34860"
"210","AT2G35260"
"211","AT2G35390"
"212","AT2G35410"
"213","AT2G35490"
"214","AT2G35500"
"215","AT2G36145"
"216","AT2G36990"
"217","AT2G38140"
"218","AT2G38270"
"219","AT2G38780"
"220","AT2G39010"
"221","AT2G39190"
"222","AT2G39330"
"223","AT2G39470"
"224","AT2G39670"
"225","AT2G40100"
"226","AT2G40300"
"227","AT2G40400"
"228","AT2G40490"
"229","AT2G41090"
"230","AT2G41100"
"231","AT2G41250"
"232","AT2G41680"
"233","AT2G41720"
"234","AT2G42690"
"235","AT2G42750"
"236","AT2G42770"
"237","AT2G43560"
"238","AT2G43945"
"239","AT2G44210"
"240","AT2G44650"
"241","AT2G44870"
"242","AT2G45340"
"243","AT2G45740"
"244","AT2G45770"
"245","AT2G46100"
"246","AT2G46830"
"247","AT2G47240"
"248","AT2G47450"
"249","AT2G47710"
"250","AT3G01060"
"251","AT3G01370"
"252","AT3G01480"
"253","AT3G02380"
"254","AT3G02450"
"255","AT3G02690"
"256","AT3G02730"
"257","AT3G02830"
"258","AT3G03710"
"259","AT3G03770"
"260","AT3G04260"
"261","AT3G04550"
"262","AT3G04870"
"263","AT3G05350"
"264","AT3G05730"
"265","AT3G06483"
"266","AT3G07430"
"267","AT3G07700"
"268","AT3G08740"
"269","AT3G09210"
"270","AT3G09350"
"271","AT3G09860"
"272","AT3G10060"
"273","AT3G10230"
"274","AT3G10420"
"275","AT3G10670"
"276","AT3G10970"
"277","AT3G11670"
"278","AT3G11945"
"279","AT3G12080"
"280","AT3G12345"
