TAIR,SYMBOL,Log2fc_.Col.0_GC_Alight.v.Col.0_GC_dark.,Log2fc_.Col.0_GC_Alight.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Col.0_GC_Alight.v.Col.0.PhyD_FLT_dark.,Log2fc_.Col.0_GC_Alight.v.Col.0.PhyD_GC_Alight.,Log2fc_.Col.0_GC_Alight.v.Col.0.PhyD_GC_dark.,Log2fc_.Col.0_GC_Alight.v.Ws_FLT_Alight.,Log2fc_.Col.0_GC_Alight.v.Ws_FLT_dark.,Log2fc_.Col.0_GC_Alight.v.Ws_GC_Alight.,Log2fc_.Col.0_GC_Alight.v.Ws_GC_dark.,Log2fc_.Col.0_GC_dark.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Col.0_GC_dark.v.Col.0.PhyD_FLT_dark.,Log2fc_.Col.0_GC_dark.v.Col.0.PhyD_GC_Alight.,Log2fc_.Col.0_GC_dark.v.Col.0.PhyD_GC_dark.,Log2fc_.Col.0_GC_dark.v.Ws_FLT_Alight.,Log2fc_.Col.0_GC_dark.v.Ws_FLT_dark.,Log2fc_.Col.0_GC_dark.v.Ws_GC_Alight.,Log2fc_.Col.0_GC_dark.v.Ws_GC_dark.,Log2fc_.Col.0_GC_Alight.v.Col.0_FLT_Alight.,Log2fc_.Col.0_GC_dark.v.Col.0_FLT_Alight.,Log2fc_.Col.0_GC_Alight.v.Col.0_FLT_dark.,Log2fc_.Col.0_GC_dark.v.Col.0_FLT_dark.
AT3G21090,ABCG15,0,0,0,-1.504865,0,0,-4.902058,0,-1.27825,0,0,-1.061108,0,0,-4.458301,0,-0.834493,0,0,0,0
AT3G22860,ATEIF3C-2,0,0,0,0,0,-3.747141,0,0,0,0,0,0,0,-3.303381,0,0,0,-3.655931,-3.212171,-2.099852,-1.656092
AT3G23230,AtERF98,0,-3.071135,0,0,0,-3.167315,0,-3.105204,0,-2.626932,0,0,0,-2.723113,0,-2.661001,0,-1.076736,-0.6325332,0,0
AT3G23635,RTFL13,0,-3.513514,-4.791981,-3.434084,-4.033304,-4.207581,-1.253317,-3.758856,0,-3.069243,-4.34771,-2.989814,-3.589033,-3.76331,-0.8090464,-3.314585,0,-2.857357,-2.413086,-2.014457,-1.570186
AT3G25760,AOC1,0,-2.913511,-1.606903,0,-3.199294,0,0,0,0,-2.469515,-1.162907,0,-2.755297,0,0,0,0,-1.077756,-0.63376,0,0
AT3G26200,CYP71B22,0,-0.9952882,0,0,0,-3.766976,0,-1.431788,-1.277111,-0.5514497,0,0,0,-3.323137,0,-0.9879499,-0.8332723,-2.248237,-1.804399,-0.8510899,-0.4072514
AT3G26230,CYP71B24,0,-0.995406,-4.293939,-1.504594,0,0,0,0,0,-0.5515748,-3.850108,-1.060763,0,0,0,0,0,-1.078345,-0.634514,-0.8511282,-0.4072971
AT3G44660,hda10,0,0,0,0,0,-4.792366,-4.593139,-4.567121,-5.693539,0,0,0,0,-4.347907,-4.14868,-4.122662,-5.24908,0,0,-1.618661,-1.174202
AT3G46230,ATHSP17.4,0,-0.9870469,0,0,0,-2.309161,-2.10586,0,0,-0.5428086,0,0,0,-1.864922,-1.661622,0,0,-3.864595,-3.420357,0,0
AT3G47600,ATMYB94,0,-1.807853,0,-6.511771,0,-4.162708,-7.16961,0,-6.854502,-1.363999,0,-6.067916,0,-3.718853,-6.725756,0,-6.410647,0,0,-3.224368,-2.780513
AT3G47870,ASL29,0,-0.9945635,-3.303413,0,0,0,0,0,0,-0.5506808,-2.85953,0,0,0,0,0,0,0,0,-2.918935,-2.475052
AT3G48280,CYP71A25,0,0,-1.60521,-1.504536,-0.9155898,0,-5.319902,-4.103963,-1.925612,0,-1.161358,-1.060684,-0.4717379,0,-4.87605,-3.660111,-1.48176,0,0,0,0
AT3G50450,HR1,0,0,-3.576712,0,0,-3.902277,0,0,0,0,-3.132596,0,0,-3.458161,0,0,0,0,0,-0.8493501,-0.4052333
AT3G52310,ABCG27,0,0,-1.656112,0,0,0,-3.564019,-3.304888,-1.278241,0,-1.212355,0,0,0,-3.120261,-2.86113,-0.8344834,0,0,-0.8514976,-0.4077399
AT3G53250,SAUR57,0,-3.567406,0,-2.809864,0,0,0,0,0,-3.123182,0,-2.365641,0,0,0,0,0,-1.204279,-0.7600559,-2.543843,-2.09962
AT3G53280,CYP71B5,0,0,0,0,0,-3.580736,-1.910736,-1.433266,-3.952092,0,0,0,0,-3.136879,-1.466879,-0.989409,-3.508235,0,0,0,0
AT3G55210,anac063,0,-0.992203,-3.393988,0,-1.603567,-1.25188,0,0,0,-0.5481867,-2.949971,0,-1.159551,-0.807864,0,0,0,-1.077771,-0.6337545,-4.278633,-3.834616
AT3G55630,ATDFD,0,-1.046129,-4.187846,0,-3.244397,-2.604129,-1.313541,0,-4.603155,-0.6022804,-3.743998,0,-2.800548,-2.16028,-0.8696924,0,-4.159306,0,0,-2.918986,-2.475137
AT3G56380,ARR17,0,0,0,0,-1.642413,-3.453824,-2.685489,0,-1.885921,0,0,0,-1.198027,-3.009439,-2.241104,0,-1.441536,0,0,0,0
AT3G61175,LCR52,0,0,0,0,0,-4.402281,-2.212536,-1.640574,0,0,0,0,0,-3.959665,-1.76992,-1.197957,0,0,0,0,0
AT3G61250,AtMYB17,0,0,0,0,0,-3.282382,0,0,-1.922385,0,0,0,0,-2.83852,0,0,-1.478522,-2.807919,-2.364057,0,0
AT3G61970,NGA2,0,0,0,-3.648507,0,0,-4.072264,0,-4.309757,0,0,-3.20469,0,0,-3.628447,0,-3.86594,0,0,0,0
AT3G62750,BGLU8,0,0,0,0,-4.001323,0,0,0,0,0,0,0,-3.557483,0,0,0,0,-1.826121,-1.382281,-2.218818,-1.774977
AT4G00180,YAB3,0,-4.083823,0,0,-0.9332545,0,0,0,0,-3.639903,0,0,-0.4893335,0,0,0,0,-4.164791,-3.72087,0,0
AT4G01520,anac067,0,0,0,0,0,-1.967454,-3.829859,-3.348543,-3.907667,0,0,0,0,-1.523323,-3.385728,-2.904412,-3.463536,0,0,0,0
AT4G04030,ATOFP9,0,0,0,-1.47044,0,0,0,0,-6.052623,0,0,-1.026325,0,0,0,0,-5.608508,0,0,0,0
AT4G13090,XTH2,0,0,0,0,-3.044046,-5.590968,-4.44133,-6.995845,0,0,0,0,-2.599911,-5.146833,-3.997195,-6.55171,0,0,0,0,0
AT4G13240,ATROPGEF9,0,-1.776833,0,-3.436198,-3.318387,0,0,-1.429885,0,-1.33302,0,-2.992384,-2.874573,0,0,-0.9860712,0,0,0,0,0
AT4G14670,CLPB2,0,0,0,0,0,0,-4.426085,-2.202959,-1.277263,0,0,0,0,0,-3.982257,-1.759131,-0.833435,0,0,0,0
AT4G16820,DALL1,0,0,0,0,-3.611536,-1.253207,0,-1.430466,-1.277357,0,0,0,-3.167715,-0.8093852,0,-0.9866444,-0.8335357,0,0,-4.138554,-3.694732
AT4G19810,ChiC,0,-3.676289,-2.903523,-1.421721,0,-2.612593,0,0,0,-3.232428,-2.459662,-0.9778603,0,-2.168732,0,0,0,-0.9954989,-0.551638,0,0
AT4G20370,TSF,0,0,-1.61016,-4.282274,-1.816269,0,0,0,0,0,-1.16597,-3.838083,-1.372079,0,0,0,0,0,0,0,0
AT4G22210,LCR85,0,0,0,0,-1.943385,-5.642402,-5.377208,-6.894431,-5.122843,0,0,0,-1.499211,-5.198228,-4.933034,-6.450257,-4.678669,0,0,0,0
AT4G23280,CRK20,0,-3.1553,-1.632424,-1.521455,0,-4.510691,-5.157303,-4.085239,-3.092041,-2.711487,-1.188611,-1.077642,0,-4.066878,-4.71349,-3.641425,-2.648228,0,0,-2.26822,-1.824406
AT4G23990,ATCSLG3,0,-2.526191,-2.846573,0,0,0,0,-2.918893,0,-2.082424,-2.402806,0,0,0,0,-2.475126,0,-1.679884,-1.236118,0,0
AT4G24000,ATCSLG2,0,0,0,0,-2.064091,0,-3.666686,0,0,0,0,0,-1.620314,0,-3.222909,0,0,-2.824817,-2.38104,0,0
AT4G24510,CER2,0,-0.9947384,0,-1.504447,0,0,-3.769786,0,-1.27662,-0.5508612,0,-1.06057,0,0,-3.325909,0,-0.8327432,-1.868274,-1.424397,-4.751618,-4.307741
AT4G25850,ORP4B,0,0,0,-6.220165,0,0,-6.228247,0,-4.701192,0,0,-5.776313,0,0,-5.784394,0,-4.257339,0,0,0,0
