TAIR,SYMBOL,Log2fc_.Ws_FLT_Alight.v.Ws_FLT_dark.,Log2fc_.Ws_FLT_Alight.v.Ws_GC_Alight.,Log2fc_.Ws_FLT_Alight.v.Ws_GC_dark.,Log2fc_.Ws_FLT_dark.v.Ws_GC_Alight.,Log2fc_.Ws_FLT_dark.v.Ws_GC_dark.,Log2fc_.Ws_FLT_Alight.v.Col.0_FLT_Alight.,Log2fc_.Ws_FLT_dark.v.Col.0_FLT_Alight.,Log2fc_.Ws_FLT_Alight.v.Col.0_FLT_dark.,Log2fc_.Ws_FLT_dark.v.Col.0_FLT_dark.,Log2fc_.Ws_FLT_Alight.v.Col.0_GC_Alight.,Log2fc_.Ws_FLT_dark.v.Col.0_GC_Alight.,Log2fc_.Ws_FLT_Alight.v.Col.0_GC_dark.,Log2fc_.Ws_FLT_dark.v.Col.0_GC_dark.,Log2fc_.Ws_FLT_Alight.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Ws_FLT_dark.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Ws_FLT_Alight.v.Col.0.PhyD_FLT_dark.,Log2fc_.Ws_FLT_dark.v.Col.0.PhyD_FLT_dark.,Log2fc_.Ws_FLT_Alight.v.Col.0.PhyD_GC_Alight.,Log2fc_.Ws_FLT_dark.v.Col.0.PhyD_GC_Alight.,Log2fc_.Ws_FLT_Alight.v.Col.0.PhyD_GC_dark.,Log2fc_.Ws_FLT_dark.v.Col.0.PhyD_GC_dark.
AT1G74890,ARR15,0,0,0,0,0,0,0,-3.984024,-3.976844,-1.779483,-1.772303,0,0,0,0,-4.961814,-4.954634,-4.165737,-4.158557,-1.521064,-1.513884
AT1G75430,BLH11,0,0,0,0,0,0,0,0,0,-3.86959,-3.861647,-1.154531,-1.146588,0,0,0,0,0,0,0,0
AT1G79400,ATCHX2,0,0,0,0,0,-2.120447,-2.110341,-4.800323,-4.790216,-1.273696,-1.26359,0,0,-0.7046438,-0.6945373,0,0,0,0,0,0
AT1G80330,ATGA3OX4,0,0,0,0,0,-0.7877311,-0.7806122,-2.079052,-2.071933,-2.47451,-2.467391,0,0,-3.380551,-3.373432,0,0,0,0,0,0
AT2G02000,GAD3,0,0,-4.946493,0,-4.937259,-4.643894,-4.63466,-3.166225,-3.156992,-2.569357,-2.560123,-6.247781,-6.238547,-2.356666,-2.347432,-5.18949,-5.180256,-5.754557,-5.745323,-5.766842,-5.757608
AT2G02340,AtPP2-B8,0,0,0,0,0,-2.263936,-2.257463,-3.543593,-3.537119,0,0,-3.462017,-3.455543,-4.665348,-4.658874,-3.314236,-3.307763,-2.924856,-2.918382,-3.845169,-3.838696
AT2G02990,ATRNS1,0,0,0,0,0,0,0,0,0,-5.288552,-5.281157,0,0,0,0,-4.615583,-4.608188,0,0,-1.313218,-1.305823
AT2G21490,LEA,0,0,0,0,0,-2.298933,-2.293297,-2.851075,-2.845439,-2.968959,-2.963324,0,0,0,0,0,0,0,0,0,0
AT2G21770,CESA09,0,0,0,0,0,0,0,-1.892082,-1.881081,-4.603256,-4.592255,0,0,-1.423698,-1.412697,0,0,0,0,0,0
AT2G23096,P4H13,0,-1.932822,0,-1.926863,0,-0.7880985,-0.7821395,-0.560141,-0.554182,0,0,-1.963053,-1.957094,-1.638859,-1.6329,-2.711112,-2.705153,0,0,-0.6299855,-0.6240265
AT2G23190,CYP81D7,0,0,-2.15745,0,-2.148377,-2.872677,-2.863604,0,0,-1.61264,-1.603567,-1.110843,-1.101769,-2.292709,-2.283636,0,0,0,0,-2.033036,-2.023963
AT2G24450,FLA3,0,0,0,0,0,0,0,-2.394265,-2.386542,-3.47083,-3.463107,0,0,-0.7023094,-0.6945864,0,0,0,0,0,0
AT2G24710,ATGLR2.3,0,0,0,0,0,-4.729124,-4.718613,-0.5927383,-0.5822271,0,0,0,0,-4.040677,-4.030166,-4.031968,-4.021457,-1.203362,-1.192851,0,0
AT2G25440,AtRLP20,0,0,0,0,0,-3.369467,-3.359743,-2.228922,-2.219198,0,0,-1.121494,-1.11177,-1.425155,-1.415431,-4.122402,-4.112678,-1.21317,-1.203446,0,0
AT2G25600,AKT6,0,0,0,0,0,-2.879253,-2.868499,0,0,0,0,-2.14369,-2.132936,0,0,-1.365012,-1.354258,-4.407773,-4.397019,0,0
AT2G26820,ATPP2-A3,0,0,0,0,0,-6.242977,-6.23377,-7.594978,-7.585771,-7.519024,-7.509816,-5.612555,-5.603347,-7.930238,-7.92103,-8.845833,-8.836625,-7.804274,-7.795066,-7.956609,-7.947402
AT2G29110,ATGLR2.8,0,0,0,0,0,0,0,0,0,-2.827347,-2.816804,0,0,0,0,0,0,0,0,-2.945805,-2.935262
AT2G31250,HEMA3,0,0,-1.649889,0,-1.640625,-3.328506,-3.319242,-4.300372,-4.291108,-3.836944,-3.82768,0,0,-2.135613,-2.126349,-2.411208,-2.401944,-2.331983,-2.322719,-2.364645,-2.355381
AT2G32530,ATCSLB03,0,-1.132702,0,-1.122368,0,0,0,0,0,-0.6698612,-0.6595269,0,0,-1.486477,-1.476143,0,0,-3.993534,-3.9832,0,0
AT2G32770,ATPAP13,0,-1.138304,-0.9839915,-1.128851,-0.9745386,0,0,-4.072462,-4.063009,-2.738224,-2.728771,-2.629438,-2.619985,0,0,0,0,0,0,-0.7121808,-0.7027278
AT2G33100,ATCSLD1,0,0,0,0,0,-2.143048,-2.132259,-2.874838,-2.86405,0,0,-3.350371,-3.339582,0,0,-3.0936,-3.082811,0,0,-4.125388,-4.114599
AT2G33230,YUC7,0,-2.682493,0,-2.674044,0,-0.7873858,-0.7789377,-3.614663,-3.606215,-1.577189,-1.568741,-1.111683,-1.103235,0,0,0,0,-3.73036,-3.721912,-2.179146,-2.170698
AT2G34925,CLE42,0,-1.960367,0,-1.956116,0,-2.504358,-2.500107,-2.280234,-2.275983,-3.998543,-3.994291,-4.906725,-4.902474,-3.088135,-3.083884,-2.56801,-2.563759,0,0,-3.785506,-3.781255
AT2G35150,EXL7,0,-1.93168,-4.314626,-1.924068,-4.307015,0,0,0,0,-5.056869,-5.049257,-3.200705,-3.193094,-2.868062,-2.860451,-1.98045,-1.972839,-2.143618,-2.136006,-2.47072,-2.463108
AT2G35990,LOG2,0,0,0,0,0,-0.9017899,-0.8946099,-3.142879,-3.135699,-3.374624,-3.367444,-1.23013,-1.22295,-1.8711,-1.86392,-2.726337,-2.719157,0,0,0,0
AT2G39030,NATA1,0,0,0,0,0,-0.7876941,-0.7804226,0,0,0,0,0,0,0,0,-6.131463,-6.124192,-3.679331,-3.672059,0,0
AT2G42830,AGL5,0,-3.774149,-3.107531,-3.766347,-3.099728,-1.925792,-1.917989,-3.377061,-3.369259,-3.560332,-3.552529,-4.415061,-4.407259,-3.588884,-3.581081,-3.825595,-3.817792,-4.439371,-4.431569,-3.43793,-3.430128
AT2G46450,ATCNGC12,0,0,0,0,0,-9.103089,-9.09277,-9.334802,-9.324482,-9.292356,-9.282036,-9.178184,-9.167865,-9.052682,-9.042362,-8.949035,-8.938716,-9.636725,-9.626405,-8.711486,-8.701166
AT2G46480,GAUT2,0,-1.945098,0,-1.935936,0,0,0,0,0,0,0,0,0,-0.7180865,-0.7089245,0,0,-3.794862,-3.785701,-0.6389834,-0.6298215
AT3G06260,GATL4,0,-2.945801,-2.167158,-2.935935,-2.157291,-0.7869468,-0.7770806,0,0,0,0,0,0,0,0,-3.977041,-3.967175,-2.243865,-2.233999,-1.513358,-1.503492
AT3G11980,FAR2,0,0,0,0,0,-1.574306,-1.564453,-1.333796,-1.323943,0,0,-2.456485,-2.446632,-3.998804,-3.988951,-1.36321,-1.353357,-4.52892,-4.519067,-1.512614,-1.502761
AT3G14210,ESM1,0,-1.203146,-2.093932,-1.193825,-2.084611,-3.779759,-3.770437,-2.822966,-2.813645,-1.626246,-1.616924,-3.838778,-3.829457,-1.833582,-1.824261,-3.239306,-3.229985,-3.449763,-3.440442,-3.823049,-3.813727
AT3G14620,CYP72A8,0,0,0,0,0,-7.758272,-7.74849,-8.074465,-8.064683,-5.301578,-5.291796,-5.338952,-5.32917,-8.298217,-8.288434,-7.769555,-7.759773,-6.669926,-6.660144,-5.90228,-5.892498
AT3G14640,CYP72A10,0,0,0,0,0,-3.231742,-3.222579,0,0,-0.6609013,-0.6517387,0,0,-3.507718,-3.498556,0,0,-2.929605,-2.920443,-2.684956,-2.675793
AT3G14950,TTL2,0,0,-0.9865584,0,-0.9762125,-0.7868751,-0.7765292,-3.352542,-3.342196,-2.054389,-2.044043,-4.81666,-4.806314,-3.645982,-3.635636,0,0,0,0,0,0
AT3G16540,DEG11,0,-1.14243,-2.187689,-1.133252,-2.17851,-2.945668,-2.93649,-2.637201,-2.628022,0,0,-3.717269,-3.708091,-2.428369,-2.41919,0,0,-2.110466,-2.101287,-3.947153,-3.937975
AT3G19270,CYP707A4,0,0,0,0,0,0,0,0,0,-3.520668,-3.511688,0,0,-2.563496,-2.554517,0,0,0,0,-4.242555,-4.233576
AT3G20140,CYP705A23,0,0,-2.191825,0,-2.182667,-1.542484,-1.533326,-4.250152,-4.240994,-3.342031,-3.332872,-5.04702,-5.037862,-2.623202,-2.614043,-1.357117,-1.347959,0,0,-5.257243,-5.248084
AT3G20580,COBL10,0,0,-0.9865371,0,-0.9762043,0,0,-3.249644,-3.239312,-1.890713,-1.88038,-1.961209,-1.950876,-1.834424,-1.824091,0,0,-3.14409,-3.133758,0,0
AT3G21560,BRT1,0,-4.758774,0,-4.749174,0,-1.933143,-1.923543,-2.635213,-2.625612,-6.111657,-6.102057,0,0,0,0,0,0,-1.213213,-1.203613,0,0
AT3G21890,BBX31,0,-3.776636,0,-3.769338,0,-2.263577,-2.256279,-0.5600009,-0.5527029,-4.780759,-4.773461,0,0,0,0,-3.234702,-3.227404,-1.213787,-1.206489,-2.04326,-2.035962
AT3G25760,AOC1,0,0,0,0,0,-0.7875039,-0.7797765,0,0,0,0,0,0,-2.623259,-2.615531,-1.316651,-1.308924,0,0,-2.909041,-2.901314
AT3G26180,CYP71B20,0,0,0,0,0,0,0,0,0,0,0,-1.278481,-1.269275,-4.85595,-4.846744,0,0,0,0,0,0
AT3G26230,CYP71B24,0,0,0,0,0,-0.7869714,-0.7774892,-0.5597545,-0.5502723,0,0,0,0,-0.7040322,-0.69455,-4.002565,-3.993083,-1.21322,-1.203738,0,0
AT3G27620,AOX1C,0,0,0,0,0,0,0,0,0,-3.12201,-3.113695,-2.534417,-2.526102,-0.7028934,-0.6945789,0,0,-3.239811,-3.231497,-2.667714,-2.659399
AT3G27660,OLE3,0,0,0,0,0,-5.707478,-5.700001,-4.483347,-4.47587,-4.844765,-4.837288,0,0,-6.062664,-6.055188,-4.838535,-4.831058,-6.832555,-6.825078,-0.769509,-0.7620321
AT3G27940,LBD26,0,0,0,0,0,-6.957615,-6.953212,-7.231634,-7.227231,-7.099923,-7.09552,-6.701089,-6.696686,-4.071911,-4.067507,-6.769188,-6.764785,-5.892028,-5.887625,-6.098569,-6.094166
AT3G30720,QQS,0,-2.642213,0,-2.639953,0,-2.469334,-2.467074,-4.714795,-4.712535,-3.891168,-3.888909,-3.743524,-3.741264,-2.381398,-2.379138,-5.491397,-5.489138,-10.03566,-10.0334,-7.333284,-7.331024
AT3G46660,UGT76E12,0,0,0,0,0,-6.656422,-6.646985,-6.574002,-6.564566,-6.581447,-6.57201,-7.003301,-6.993865,-6.699037,-6.689601,-7.669495,-7.660059,-6.813542,-6.804106,-7.10671,-7.097273
AT3G47870,ASL29,0,0,0,0,0,0,0,-2.627893,-2.618932,0,0,0,0,-0.703521,-0.6945607,-3.01237,-3.00341,0,0,0,0
AT3G50890,AtHB28,0,0,0,0,0,-4.616231,-4.608198,-3.099407,-3.091375,-4.056951,-4.048919,0,0,-3.057451,-3.049419,-3.351096,-3.343064,-4.952913,-4.944881,-3.971007,-3.962975
AT3G53250,SAUR57,0,0,0,0,0,-0.9161692,-0.9116718,-2.255733,-2.251236,0,0,0,0,-3.279296,-3.274798,0,0,-2.521754,-2.517257,0,0
AT3G55090,ABCG16,0,-3.434124,0,-3.423707,0,-4.416422,-4.406006,-5.914065,-5.903649,-3.341883,-3.331467,-4.442192,-4.431776,-6.730467,-6.720051,-5.53851,-5.528094,-5.106793,-5.096377,-6.434086,-6.42367
AT3G55290,SDRd,0,-1.950554,-4.337695,-1.943037,-4.330177,0,0,0,0,-2.398065,-2.390547,-2.193591,-2.186073,-0.7114349,-0.7039172,-4.968305,-4.960788,-3.393856,-3.386338,0,0
AT3G55500,ATEXP16,0,0,0,0,0,0,0,0,0,-3.64636,-3.638385,-3.643661,-3.635686,0,0,0,0,-2.940202,-2.932227,-1.885884,-1.87791
AT3G55800,SBPASE,0,-1.885409,0,-1.876107,0,-4.173717,-4.164416,0,0,-3.989525,-3.980224,-4.149614,-4.140313,-1.555328,-1.546027,0,0,-3.729132,-3.71983,-2.430611,-2.42131
AT3G60100,CSY5,0,0,-3.431974,0,-3.422667,0,0,0,0,-0.6795501,-0.6702436,0,0,-1.995241,-1.985934,0,0,0,0,-3.065332,-3.056026
AT3G60120,BGLU27,0,0,-3.226929,0,-3.217187,0,0,-4.917424,-4.907682,0,0,-5.012662,-5.00292,-3.159257,-3.149515,-1.964844,-1.955102,-4.357724,-4.347982,-5.106769,-5.097027
AT3G60970,ABCC15,0,0,0,0,0,-2.137631,-2.126775,-0.5596165,-0.5487608,-1.831336,-1.82048,-1.119469,-1.108613,-5.072755,-5.061899,0,0,-4.361653,-4.350797,-2.676937,-2.666081
AT3G61510,ACS1,0,0,0,0,0,0,0,-0.559786,-0.5504847,-4.071388,-4.062086,-3.611968,-3.602666,-2.754068,-2.744766,-3.619891,-3.610589,-3.075831,-3.066529,-2.113664,-2.104363
AT3G62750,BGLU8,0,0,0,0,0,-1.534806,-1.525416,-1.927502,-1.918112,0,0,0,0,0,0,0,0,0,0,-3.710008,-3.700617
AT4G00180,YAB3,0,0,0,0,0,-3.874004,-3.865444,0,0,0,0,0,0,-3.793036,-3.784477,0,0,0,0,-0.6424673,-0.6339076
AT4G04030,ATOFP9,0,0,-5.763427,0,-5.757322,0,0,0,0,0,0,0,0,0,0,0,0,-1.181244,-1.175139,0,0
AT4G11460,CRK30,0,-2.492459,-2.783915,-2.482473,-2.773929,0,0,-3.034754,-3.024768,-1.974797,-1.964811,-1.107727,-1.097741,0,0,0,0,0,0,-2.515856,-2.50587
AT4G11470,CRK31,0,0,0,0,0,0,0,0,0,0,0,-4.304666,-4.294709,-1.46759,-1.457633,-1.271985,-1.262028,-3.81752,-3.807563,-2.921681,-2.911724
AT4G11890,ARCK1,0,0,0,0,0,0,0,-2.051928,-2.043592,0,0,-3.350305,-3.341969,-3.022393,-3.014057,-2.881223,-2.872887,-5.216681,-5.208345,-2.285348,-2.277012
AT4G12480,EARLI1,0,0,0,0,0,-4.418034,-4.411829,-0.5601158,-0.5539109,-7.192071,-7.185866,0,0,-6.354085,-6.34788,0,0,-3.684429,-3.678224,-2.32651,-2.320306
AT4G13240,ATROPGEF9,0,-1.138403,0,-1.128749,0,0,0,0,0,0,0,0,0,-1.485351,-1.475698,0,0,-3.144716,-3.135063,-3.026905,-3.017251
AT4G13790,SAUR25,0,-1.949195,0,-1.943607,0,-2.126248,-2.12066,-2.071905,-2.066316,-1.624587,-1.618999,-3.97835,-3.972761,-2.398245,-2.392657,0,0,-2.450616,-2.445028,-4.183747,-4.178158
AT4G15396,CYP702A6,0,-2.746277,0,-2.737433,0,-6.681551,-6.672707,-6.106781,-6.097937,-3.044493,-3.035649,-5.259212,-5.250368,-4.798139,-4.789295,-5.781986,-5.773142,-5.686708,-5.677864,-4.445958,-4.437114
AT4G17980,anac071,0,0,0,0,0,0,0,-3.347124,-3.338873,-2.346944,-2.338693,-5.277565,-5.269315,0,0,0,0,-1.122644,-1.114393,-2.434832,-2.426581
AT4G18190,ATPUP6,0,0,0,0,0,-1.581852,-1.573119,-1.788301,-1.779568,0,0,-4.722659,-4.713927,-3.30973,-3.300998,-5.078518,-5.069786,-1.213425,-1.204693,0,0
AT4G18350,ATNCED2,0,-1.134313,-4.38721,-1.124168,-4.377065,-4.338627,-4.328482,0,0,-3.463264,-3.45312,-3.216948,-3.206803,-0.7046958,-0.6945512,-1.354219,-1.344075,-3.464536,-3.454391,-3.671698,-3.661553
AT4G20370,TSF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.321619,-1.316477,-3.993732,-3.98859,-1.527727,-1.522586
AT4G20990,ACA4,0,0,0,0,0,-0.7882976,-0.7830176,-2.988605,-2.983325,-2.702125,-2.696845,0,0,-1.416774,-1.411494,0,0,-1.860746,-1.855466,0,0
AT4G21490,NDB3,0,0,-5.156154,0,-5.14643,0,0,-2.572631,-2.562907,-3.63179,-3.622066,0,0,0,0,0,0,-2.298317,-2.288593,-9.111878,-9.102154
AT4G22200,AKT2,0,0,-2.83209,0,-2.821381,-1.974409,-1.9637,0,0,-2.625788,-2.615079,-1.117099,-1.10639,0,0,0,0,0,0,0,0
AT4G22620,SAUR34,0,-1.927768,0,-1.921043,0,-3.101626,-3.0949,0,0,-1.26747,-1.260744,0,0,-2.410875,-2.404149,0,0,0,0,-1.522537,-1.515812
AT4G23220,CRK14,0,0,0,0,0,0,0,-0.5597341,-0.5500636,0,0,-3.189351,-3.17968,0,0,0,0,-2.352735,-2.343065,-2.993744,-2.984074
AT4G23990,ATCSLG3,0,-2.627127,0,-2.617022,0,-1.388118,-1.378013,0,0,0,0,0,0,-2.234424,-2.224319,-2.554807,-2.544702,0,0,0,0
AT4G24120,ATYSL1,0,0,0,0,0,-0.7868202,-0.7763951,0,0,-1.279578,-1.269153,-2.578569,-2.568144,-2.006834,-1.996409,-2.391289,-2.380864,0,0,-4.446296,-4.435871
AT4G24972,TPD1,0,-3.09099,0,-3.082689,0,0,0,0,0,-3.399857,-3.391556,0,0,0,0,0,0,0,0,0,0
AT4G25490,ATCBF1,0,-4.717231,0,-4.709393,0,-4.214884,-4.207046,0,0,-3.790517,-3.782679,0,0,0,0,0,0,-6.146682,-6.138844,0,0
AT4G25530,FWA,0,0,0,0,0,-1.548079,-1.537866,-2.814171,-2.803957,-1.785481,-1.775267,-1.121682,-1.111469,-0.7047487,-0.6945352,0,0,0,0,-0.6227923,-0.6125788
