TAIR,SYMBOL,Log2fc_.Col.0.PhyD_FLT_Alight.v.Col.0.PhyD_FLT_dark.,Log2fc_.Col.0.PhyD_FLT_Alight.v.Col.0.PhyD_GC_Alight.,Log2fc_.Col.0.PhyD_FLT_Alight.v.Col.0.PhyD_GC_dark.,Log2fc_.Col.0.PhyD_FLT_Alight.v.Ws_FLT_Alight.,Log2fc_.Col.0.PhyD_FLT_Alight.v.Ws_FLT_dark.,Log2fc_.Col.0.PhyD_FLT_Alight.v.Ws_GC_Alight.,Log2fc_.Col.0.PhyD_FLT_Alight.v.Ws_GC_dark.,Log2fc_.Col.0.PhyD_FLT_dark.v.Col.0.PhyD_GC_Alight.,Log2fc_.Col.0.PhyD_FLT_dark.v.Col.0.PhyD_GC_dark.,Log2fc_.Col.0.PhyD_FLT_dark.v.Ws_FLT_Alight.,Log2fc_.Col.0.PhyD_FLT_dark.v.Ws_FLT_dark.,Log2fc_.Col.0.PhyD_FLT_dark.v.Ws_GC_Alight.,Log2fc_.Col.0.PhyD_FLT_dark.v.Ws_GC_dark.,Log2fc_.Col.0.PhyD_FLT_Alight.v.Col.0_FLT_Alight.,Log2fc_.Col.0.PhyD_FLT_dark.v.Col.0_FLT_Alight.,Log2fc_.Col.0.PhyD_FLT_Alight.v.Col.0_FLT_dark.,Log2fc_.Col.0.PhyD_FLT_dark.v.Col.0_FLT_dark.,Log2fc_.Col.0.PhyD_FLT_Alight.v.Col.0_GC_Alight.,Log2fc_.Col.0.PhyD_FLT_dark.v.Col.0_GC_Alight.,Log2fc_.Col.0.PhyD_FLT_Alight.v.Col.0_GC_dark.,Log2fc_.Col.0.PhyD_FLT_dark.v.Col.0_GC_dark.
AT3G09640,APX1B,0,-3.062198,-1.633226,-1.245806,0,0,0,-2.431233,-1.002261,-0.6148407,0,0,0,0,0,-4.314144,-3.683179,-1.579207,-0.9482415,0,0
AT3G12660,FLA14,0,0,0,-2.59135,0,0,0,0,0,-1.956121,0,0,0,-2.801713,-2.166484,-4.073305,-3.438076,-3.142372,-2.507144,0,0
AT3G13400,sks13,0,-2.607874,-0.8849268,-1.222959,-1.903335,-3.031291,-3.62202,-1.982044,-0.2590967,-0.5971285,-1.277504,-2.405461,-2.99619,-3.318925,-2.693095,-0.8209302,-0.1951,0,0,0,0
AT3G16380,PAB6,0,-4.629129,-0.8812573,0,-4.190132,0,-4.138688,-4.003341,-0.2554689,0,-3.564344,0,-3.512899,0,0,0,0,0,0,0,0
AT3G18485,ILR2,0,0,0,-3.485772,0,-4.714638,-1.243915,0,0,-2.856133,0,-4.084999,-0.6142763,-3.80874,-3.179101,-4.319205,-3.689566,0,0,-3.724156,-3.094517
AT3G20520,GDPDL5,0,0,-2.355406,-3.802081,-3.157004,-2.181249,-6.530378,0,-1.730467,-3.177142,-2.532065,-1.55631,-5.905439,0,0,-3.1944,-2.569461,0,0,-4.126614,-3.501675
AT3G20865,AGP40,0,0,-2.330926,-3.442444,-1.891953,-2.658995,-1.246112,0,-1.681025,-2.792544,-1.242053,-2.009094,-0.5962115,-2.449823,-1.799922,0,0,-2.772038,-2.122138,0,0
AT3G20950,CYP705A32,0,0,0,-6.285354,-3.751557,-5.593854,-5.988514,0,0,-5.658245,-3.124447,-4.966744,-5.361405,0,0,0,0,0,0,0,0
AT3G21090,ABCG15,0,-1.47008,0,0,-4.867273,0,-1.243465,-0.8452524,0,0,-4.242445,0,-0.6186371,0,0,0,0,0,0,0,0
AT3G21560,BRT1,0,-1.470841,0,0,0,-5.016403,0,-0.8449095,0,0,0,-4.390471,0,-2.190772,-1.56484,-2.892841,-2.266909,-6.369285,-5.743354,0,0
AT3G21760,HYR1,0,-1.471296,0,-2.584255,0,-1.400165,-2.308493,-0.8446563,0,-1.957615,0,-0.7735257,-1.681853,0,0,0,0,-3.678376,-3.051737,0,0
AT3G22650,ATSFL61,0,0,0,-2.496349,0,0,0,0,0,-1.866492,0,0,0,-3.869916,-3.240059,-0.8116536,-0.1817961,-4.593041,-3.963183,0,0
AT3G22860,ATEIF3C-2,0,0,0,-3.712402,0,0,0,0,0,-3.087522,0,0,0,-3.621192,-2.996312,-2.065113,-1.440233,0,0,0,0
AT3G23380,RIC5,0,-4.840603,0,-1.287673,-2.954051,-4.341014,0,-4.207831,0,-0.6549008,-2.321279,-3.708242,0,0,0,-3.473471,-2.840699,-4.723801,-4.091029,0,0
AT3G28470,ATMYB35,0,0,-3.143828,-2.518271,-1.228945,0,-2.832716,0,-2.512842,-1.887285,-0.5979591,0,-2.20173,0,0,-0.8203418,-0.189356,-1.530683,-0.8996968,-2.412479,-1.781493
AT3G44660,hda10,0,0,0,-4.782426,-4.583199,-4.55718,-5.683599,0,0,-4.129615,-3.930387,-3.904369,-5.030788,0,0,-1.608721,-0.9559099,0,0,0,0
AT3G47750,ABCA4,0,0,-3.434969,0,-1.229016,0,0,0,-2.810914,0,-0.6049612,0,0,-1.78474,-1.160685,-0.8162539,-0.1921994,-0.9263051,-0.3022506,-1.36577,-0.7417153
AT3G49260,iqd21,0,0,-1.751847,0,-3.392805,0,-1.286088,0,-1.125416,0,-2.766373,0,-0.659656,0,0,-2.110501,-1.484069,-2.271615,-1.645184,0,0
AT3G51200,SAUR18,0,-2.689219,0,0,-3.835468,-1.531293,-1.2465,-2.037142,0,0,-3.183391,-0.8792163,-0.594423,0,0,0,0,-0.9511678,-0.2990909,-2.567216,-1.915139
AT3G53280,CYP71B5,0,0,0,-3.547525,-1.877525,-1.400055,-3.91888,0,0,-2.920906,-1.250907,-0.7734368,-3.292262,0,0,0,0,0,0,0,0
AT3G55500,ATEXP16,0,-3.199417,-2.1451,0,0,0,0,-2.5705,-1.516182,0,0,0,0,0,0,0,0,-3.905575,-3.276658,-3.902876,-3.273959
AT3G56380,ARR17,0,0,-1.623208,-3.43462,-2.666285,0,-1.866717,0,-0.9806397,-2.792051,-2.023716,0,-1.224148,0,0,0,0,0,0,0,0
AT3G59790,ATMPK10,0,0,0,-2.208629,0,-2.863288,-2.115355,0,0,-1.58061,0,-2.23527,-1.487336,-2.792325,-2.164306,-0.8186096,-0.1905909,-2.048397,-1.420378,-1.370206,-0.7421872
AT3G60020,ASK5,0,0,0,-4.682169,0,0,-4.040464,0,0,-4.046407,0,0,-3.404702,0,0,-3.657227,-3.021464,0,0,-1.385379,-0.7496172
AT3G61175,LCR52,0,0,0,-4.433451,-2.243706,-1.671743,0,0,0,-3.747733,-1.557987,-0.986025,0,0,0,0,0,0,0,0,0
AT3G61230,PLIM2c,0,0,-2.958488,-2.518355,-1.228942,-3.500619,-5.021724,0,-2.327265,-1.887132,-0.5977194,-2.869396,-4.390501,0,0,0,0,0,0,-1.382527,-0.7513041
AT3G61250,AtMYB17,0,0,0,-3.249257,0,0,-1.88926,0,0,-2.622541,0,0,-1.262543,-2.774794,-2.148078,0,0,0,0,0,0
AT3G61970,NGA2,0,-3.614648,0,0,-4.038404,0,-4.275897,-2.988768,0,0,-3.412524,0,-3.650017,0,0,0,0,0,0,0,0
AT3G62750,BGLU8,0,0,-3.967837,0,0,0,0,0,-3.341532,0,0,0,0,-1.792635,-1.16633,-2.185331,-1.559027,0,0,0,0
AT3G63088,DVL14,0,-1.490897,-2.341455,-1.23776,-1.230114,-1.558111,-1.247912,-0.8329881,-1.683546,-0.5798508,-0.5722056,-0.9002025,-0.5900034,0,0,-0.8364435,-0.1785347,-3.085285,-2.427377,-3.889295,-3.231386
AT4G01520,anac067,0,0,0,-1.939416,-3.801822,-3.320506,-3.87963,0,0,-1.306881,-3.169286,-2.68797,-3.247094,0,0,0,0,0,0,0,0
AT4G04030,ATOFP9,0,-1.44229,0,0,0,0,-6.024473,-0.80989,0,0,0,0,-5.392073,0,0,0,0,0,0,0,0
AT4G04890,PDF2,0,-5.673286,0,-4.859746,-4.897322,0,-1.930233,-5.049384,0,-4.235844,-4.27342,0,-1.306331,-1.051812,-0.4279098,-2.169959,-1.546057,-2.100266,-1.476364,0,0
AT4G09900,ATMES12,0,-1.471918,0,-3.513239,-4.404989,-3.352581,-4.217911,-0.8443785,0,-2.885699,-3.77745,-2.725042,-3.590372,0,0,-2.617906,-1.990366,-0.9293758,-0.3018366,-3.858438,-3.230899
AT4G11460,CRK30,0,0,-2.77311,0,0,-2.749713,-3.041169,0,-2.147885,0,0,-2.124488,-2.415944,0,0,-3.292008,-2.666783,-2.232051,-1.606825,-1.364981,-0.7397557
AT4G12320,CYP706A6,0,0,-3.003779,-4.102688,-3.854469,0,-3.403845,0,-2.379602,-3.478511,-3.230292,0,-2.779668,0,0,0,0,-2.774951,-2.150774,0,0
AT4G13090,XTH2,0,0,-3.016344,-5.563266,-4.413628,-6.968143,0,0,-2.383429,-4.930351,-3.780713,-6.335228,0,0,0,0,0,0,0,0,0
AT4G13420,ATHAK5,0,-1.469844,0,0,-5.712411,0,-5.486711,-0.8453669,0,0,-5.087934,0,-4.862234,0,0,0,0,-2.77478,-2.150303,0,0
AT4G13570,HTA4,0,0,0,-1.031177,-4.299371,-4.645571,-3.40695,0,0,-0.3893888,-3.657583,-4.003783,-2.765162,0,0,0,0,0,0,-1.19179,-0.550002
AT4G14140,DMT02,0,0,-3.913999,-1.211092,-3.287525,-2.571243,0,0,-3.290956,-0.5880487,-2.664483,-1.9482,0,-1.035937,-0.4128943,-3.492592,-2.869549,-2.880217,-2.257174,-2.20461,-1.581568
AT4G14670,CLPB2,0,0,0,0,-4.392399,-2.169273,-1.243577,0,0,0,-3.766322,-1.543196,-0.6174992,0,0,0,0,0,0,0,0
AT4G16515,CLEL,0,-3.165139,0,-3.031273,0,-1.522677,0,-2.52562,0,-2.391755,0,-0.8831591,0,0,0,-4.236689,-3.597171,-0.9943541,-0.3548357,0,0
AT4G16820,DALL1,0,0,-3.577746,-1.219416,0,-1.396675,-1.243567,0,-2.951787,-0.5934572,0,-0.7707163,-0.6176077,0,0,-4.104763,-3.478804,0,0,0,0
AT4G16990,RLM3,0,0,-5.151325,-3.014712,-5.366937,-3.821604,-6.262329,0,-4.52726,-2.390647,-4.742871,-3.197539,-5.638264,-2.296816,-1.672751,-0.8091814,-0.1851162,-3.074589,-2.450524,-2.374733,-1.750668
AT4G17980,anac071,0,-1.381591,-2.693779,0,0,0,0,-0.7531807,-2.065369,0,0,0,0,0,0,-3.606071,-2.977661,-2.605891,-1.977481,-5.536512,-4.908102
AT4G21380,ARK3,0,0,0,0,-2.286778,-3.602071,-3.833678,0,0,0,-1.662788,-2.978081,-3.209688,-1.802373,-1.178383,-3.125181,-2.501191,0,0,-3.952259,-3.328269
AT4G21490,NDB3,0,-2.555819,-9.36938,0,0,0,-5.413656,-1.930126,-8.743687,0,0,0,-4.787963,0,0,-2.830134,-2.204441,-3.889292,-3.263599,0,0
AT4G22200,AKT2,0,0,0,0,0,0,-3.088627,0,0,0,0,0,-2.464732,-2.230946,-1.607052,0,0,-2.882325,-2.258431,-1.373636,-0.7497418
AT4G22210,LCR85,0,0,-1.947802,-5.646818,-5.381624,-6.898847,-5.127259,0,-1.281174,-4.980191,-4.714997,-6.23222,-4.460632,0,0,0,0,0,0,0,0
AT4G23170,CRK9,0,-4.210211,0,-1.219556,0,0,0,-3.58399,0,-0.5933348,0,0,0,0,0,0,0,0,0,-2.712832,-2.086612
AT4G23220,CRK14,0,-2.61029,-3.251299,0,0,0,0,-1.984499,-2.625508,0,0,0,0,0,0,-0.8172887,-0.1914978,0,0,-3.446905,-2.821114
AT4G23496,SP1L5,0,-1.473851,-4.737134,-2.254112,-3.749333,-4.863945,-2.458891,-0.8433905,-4.106674,-1.623652,-3.118873,-4.233484,-1.828431,0,0,-3.993895,-3.363435,-2.513897,-1.883437,0,0
AT4G24000,ATCSLG2,0,0,-2.029608,0,-3.632203,0,0,0,-1.404437,0,-3.007032,0,0,-2.790334,-2.165163,0,0,0,0,0,0
AT4G24150,AtGRF8,0,-4.790102,-2.071036,-3.694048,-3.084453,-3.831948,-1.286716,-4.163422,-1.444356,-3.067369,-2.457773,-3.205268,-0.6600362,-3.640471,-3.013792,-3.022018,-2.395338,0,0,-3.503729,-2.877049
AT4G24972,TPD1,0,0,0,0,0,-3.349886,0,0,0,0,0,-2.721573,0,0,0,0,0,-3.658753,-3.030441,0,0
AT4G25010,AtSWEET14,0,0,-7.156549,-2.85918,-5.630912,0,-8.421697,0,-6.52783,-2.230461,-5.002193,0,-7.792978,0,0,0,0,-0.9304092,-0.3016899,-6.160429,-5.53171
AT4G25470,ATCBF2,0,-5.314762,0,-1.222346,0,-3.080902,0,-4.683293,0,-0.5908773,0,-2.449434,0,-4.849478,-4.218009,-2.013429,-1.381961,-5.280565,-4.649097,-1.381235,-0.7497665
AT4G25490,ATCBF1,0,-6.406031,0,0,0,-4.976581,0,-5.77686,0,0,0,-4.34741,0,-4.474234,-3.845063,0,0,-4.049867,-3.420696,0,0
AT4G25850,ORP4B,0,-6.186988,0,0,-6.195069,0,-4.668014,-5.560336,0,0,-5.568417,0,-4.041362,0,0,0,0,0,0,0,0
AT4G26150,CGA1,0,0,0,-1.219911,-3.192557,-5.309623,0,0,0,-0.5930232,-2.565669,-4.682735,0,0,0,0,0,0,0,0,0
AT4G26520,AtFBA7,0,0,-2.71802,0,-2.237666,-2.916049,-2.818584,0,-2.09114,0,-1.610786,-2.289169,-2.191703,-3.200059,-2.573178,-0.8170485,-0.1901678,-2.673177,-2.046296,-4.183494,-3.556613
AT4G26530,AtFBA5,0,0,0,-3.438461,0,-3.38587,0,0,0,-2.811723,0,-2.759131,0,0,0,-0.6694185,-0.04267998,-2.291505,-1.664767,0,0
AT4G28560,RIC7,0,0,0,0,-1.228986,-4.528075,-1.897949,0,0,0,-0.6007317,-3.899821,-1.269695,-1.793247,-1.164993,-3.318425,-2.690171,-2.460533,-1.832279,-3.891645,-3.263391
AT4G31805,POLAR,0,-2.607776,-0.8834755,0,-1.228988,-3.280056,0,-1.980457,-0.2561565,0,-0.6016688,-2.652737,0,-3.405564,-2.778245,-0.8181962,-0.1908771,0,0,-2.885946,-2.258627
AT4G34470,ASK12,0,0,0,-2.524046,-1.228893,-1.471783,0,0,0,-1.883676,-0.5885229,-0.8314128,0,-1.823006,-1.182636,-2.6491,-2.008729,-1.713498,-1.073128,-1.383334,-0.7429634
AT4G35010,BGAL11,0,-1.469606,0,-1.218432,0,0,-3.765476,-0.8454813,0,-0.5943078,0,0,-3.141351,0,0,-4.145128,-3.521004,0,0,-2.781549,-2.157425
AT4G36260,SRS2,0,-6.262413,0,0,-5.773434,0,-4.669191,-5.635978,0,0,-5.146999,0,-4.042756,0,0,0,0,0,0,0,0
AT4G36570,ATRL3,0,0,0,-5.262887,-1.228924,0,0,0,0,-4.628705,-0.5947422,0,0,0,0,0,0,-3.252591,-2.618409,0,0
AT4G37750,ANT,0,-1.470474,-2.970877,0,0,-2.173042,-1.243535,-0.8450869,-2.34549,0,0,-1.547655,-0.6181478,-1.044285,-0.4188976,0,0,-2.529874,-1.904487,-4.92542,-4.300033
AT4G39000,AtGH9B17,0,-3.18809,-3.816697,0,0,-2.673732,-3.54316,-2.561293,-3.1899,0,0,-2.046935,-2.916362,-1.045286,-0.4184883,0,0,0,0,-4.086907,-3.460109
AT4G39330,ATCAD9,0,-3.829128,0,0,-4.121144,-3.211174,0,-3.200688,0,0,-3.492703,-2.582734,0,0,0,0,0,0,0,0,0
AT4G39510,CYP96A12,0,0,-0.8811256,-1.219276,0,0,-1.889375,0,-0.2554278,-0.5935785,0,0,-1.263678,-3.148713,-2.523015,0,0,-2.568523,-1.942826,0,0
AT5G02900,CYP96A13,0,0,0,-1.93286,0,-1.405829,0,0,0,-1.305118,0,-0.7780866,0,-3.636212,-3.00847,-3.563553,-2.935811,0,0,-1.3698,-0.7420579
AT5G03790,ATHB51,0,0,-0.9129574,-1.247725,0,0,-1.947234,0,-0.2838588,-0.6186266,0,0,-1.318135,-2.377203,-1.748105,-3.190651,-2.561552,0,0,0,0
AT5G05280,DAF,0,0,0,-4.289665,-3.192575,-2.19103,-4.0815,0,0,-3.657661,-2.560571,-1.559026,-3.449496,0,0,0,0,0,0,-2.410574,-1.77857
AT5G07060,MAC5C,0,0,0,-2.763763,0,-3.120321,-1.259402,0,0,-2.135281,0,-2.491839,-0.6309199,0,0,-0.834549,-0.2060672,-1.563193,-0.9347112,0,0
AT5G07180,ERL2,0,0,0,0,0,-4.642355,0,0,0,0,0,-4.018513,0,0,0,0,0,-3.630728,-3.006886,-3.253609,-2.629767
AT5G08000,E13L3,0,0,-5.905846,0,-1.271482,-1.456921,0,0,-5.277004,0,-0.6426397,-0.8280783,0,0,0,0,0,-4.741739,-4.112897,0,0
AT5G09610,APUM21,0,0,0,-4.23014,0,0,0,0,0,-3.604287,0,0,0,-3.236697,-2.610844,-0.8173291,-0.1914761,-2.869331,-2.243478,0,0
AT5G13930,ATCHS,0,-11.24488,0,0,0,-11.79903,0,-10.61825,0,0,0,-11.1724,0,-1.045431,-0.4188001,0,0,-11.91055,-11.28392,-2.867333,-2.240702
AT5G14400,CYP724A1,0,0,-1.687279,-3.790689,-2.765804,-3.923313,0,0,-1.058689,-3.1621,-2.137214,-3.294724,0,0,0,0,0,0,0,0,0
AT5G15250,ATFTSH6,0,0,0,-1.202053,0,-1.376231,0,0,0,-0.5766435,0,-0.7508207,0,-2.987926,-2.362516,-3.972614,-3.347204,0,0,0,0
AT5G15380,DRM1,0,0,0,0,-1.228996,-2.168254,-4.110798,0,0,0,-0.6031952,-1.542452,-3.484997,-2.41364,-1.787839,-1.590197,-0.9643958,-1.53044,-0.9046388,0,0
AT5G16500,LIP1,0,-1.470105,-2.556004,-2.287273,0,0,0,-0.8452407,-1.931141,-1.662409,0,0,0,0,0,0,0,0,0,-4.489788,-3.864925
AT5G16580,BGLU2,0,0,-0.8869595,0,0,0,-4.16534,0,-0.2572199,0,0,0,-3.5356,0,0,0,0,0,0,-2.715927,-2.086187
AT5G17320,HDG9,0,0,0,-4.751929,0,-1.391327,-1.243473,0,0,-4.127015,0,-0.7664133,-0.618559,0,0,0,0,-0.9270618,-0.3021481,-4.225494,-3.600581
AT5G18560,PUCHI,0,-1.471795,-4.234491,0,0,-2.174047,-1.243693,-0.8444071,-3.607102,0,0,-1.546658,-0.6163049,0,0,0,0,0,0,0,0
