TAIR,SYMBOL,Log2fc_.Col.0.PhyD_GC_Alight.v.Col.0.PhyD_GC_dark.,Log2fc_.Col.0.PhyD_GC_Alight.v.Ws_FLT_Alight.,Log2fc_.Col.0.PhyD_GC_Alight.v.Ws_FLT_dark.,Log2fc_.Col.0.PhyD_GC_Alight.v.Ws_GC_Alight.,Log2fc_.Col.0.PhyD_GC_Alight.v.Ws_GC_dark.,Log2fc_.Col.0.PhyD_GC_dark.v.Ws_FLT_Alight.,Log2fc_.Col.0.PhyD_GC_dark.v.Ws_FLT_dark.,Log2fc_.Col.0.PhyD_GC_dark.v.Ws_GC_Alight.,Log2fc_.Col.0.PhyD_GC_dark.v.Ws_GC_dark.,Log2fc_.Col.0.PhyD_GC_Alight.v.Col.0_FLT_Alight.,Log2fc_.Col.0.PhyD_GC_dark.v.Col.0_FLT_Alight.,Log2fc_.Col.0.PhyD_GC_Alight.v.Col.0_FLT_dark.,Log2fc_.Col.0.PhyD_GC_dark.v.Col.0_FLT_dark.,Log2fc_.Col.0.PhyD_GC_Alight.v.Col.0_GC_Alight.,Log2fc_.Col.0.PhyD_GC_dark.v.Col.0_GC_Alight.,Log2fc_.Col.0.PhyD_GC_Alight.v.Col.0_GC_dark.,Log2fc_.Col.0.PhyD_GC_dark.v.Col.0_GC_dark.,Log2fc_.Col.0.PhyD_GC_Alight.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Col.0.PhyD_GC_dark.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Col.0.PhyD_GC_Alight.v.Col.0.PhyD_FLT_dark.,Log2fc_.Col.0.PhyD_GC_dark.v.Col.0.PhyD_FLT_dark.
AT3G14950,TTL2,0,0,0,0,-0.7353228,0,0,0,-1.325764,-0.5356395,-1.12608,-3.101306,-3.691747,-1.803154,-2.393594,-4.565424,-5.155865,-3.394746,-3.985187,0,0
AT3G17760,GAD5,0,-1.517922,0,0,-1.978891,-2.106733,0,0,-2.567702,0,0,-2.191543,-2.780354,-0.4213892,-1.010201,-0.8556466,-1.444458,-1.165232,-1.754043,0,0
AT3G17980,AtC2,0,-1.439377,-1.743566,0,-3.154136,-2.027593,-2.331781,0,-3.742351,-2.15071,-2.738926,-0.3082138,-0.8964292,0,0,-0.8692199,-1.457435,-1.437199,-2.025415,-3.844141,-4.432356
AT3G18485,ILR2,0,-2.974254,0,-4.20312,-0.7323974,-3.560747,0,-4.789613,-1.318891,-3.297222,-3.883715,-3.807687,-4.394181,0,0,-3.212638,-3.799132,0,0,0,0
AT3G18810,AtPERK6,0,-3.079585,0,-0.8822416,-3.488803,-3.669882,0,-1.472539,-4.0791,-0.5355674,-1.125864,-3.488877,-4.079174,-0.4186697,-1.008967,-0.8678022,-1.458099,-2.384346,-2.974643,0,0
AT3G20400,EMB2743,0,0,-0.7028299,0,0,0,-1.269565,0,0,-0.536807,-1.103542,-2.541845,-3.10858,-1.202853,-1.769587,-1.477313,-2.044048,-1.967974,-2.534708,0,0
AT3G20950,CYP705A32,0,-5.775514,-3.241716,-5.084013,-5.478674,-6.363974,-3.830177,-5.672474,-6.067134,0,0,0,0,0,0,0,0,0,0,0,0
AT3G22650,ATSFL61,0,-1.984689,0,0,0,-2.571002,0,0,0,-3.358255,-3.944569,-0.2999927,-0.886306,-4.08138,-4.667693,0,0,0,0,0,0
AT3G22820,CLL1,0,-0.7086145,0,-2.501085,0,-1.287643,0,-3.080114,0,0,0,-1.08492,-1.663948,-3.272954,-3.851983,0,0,-1.787078,-2.366106,0,0
AT3G22860,ATEIF3C-2,0,-3.204058,0,0,0,-3.794238,0,0,0,-3.112848,-3.703028,-1.556769,-2.146949,0,0,0,0,0,0,0,0
AT3G23230,AtERF98,0,-2.626385,0,-2.564274,0,-3.208867,0,-3.146755,0,-0.5358058,-1.118287,0,0,0,0,0,0,-2.530205,-3.112686,0,0
AT3G25770,AOC2,0,-3.315938,0,-1.669162,0,-3.903236,0,-2.25646,0,-2.295046,-2.882344,-1.082724,-1.670022,-2.747357,-3.334654,0,0,-1.878709,-2.466007,0,0
AT3G26180,CYP71B20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.026964,-1.615764,-4.604433,-5.193233,0,0
AT3G26200,CYP71B22,0,-3.224181,0,-0.888994,-0.7343163,-3.813273,0,-1.478086,-1.323408,-1.705443,-2.294534,-0.3082955,-0.8973873,0,0,0,0,-0.4524937,-1.041586,0,0
AT3G27503,SCRL19,0,-3.161569,-2.724466,0,-0.7242848,-3.736527,-3.299424,0,-1.299243,0,0,0,0,-2.136205,-2.711163,0,0,-0.4407274,-1.015685,-1.078723,-1.653681
AT3G28360,ABCB16,0,-5.014148,0,-5.679473,0,-5.605451,0,-6.270776,0,-2.277711,-2.869014,0,0,-2.936848,-3.528151,-2.949445,-3.540748,-3.120656,-3.711959,-2.789113,-3.380417
AT3G44660,hda10,0,-4.256318,-4.057091,-4.031072,-5.157491,-4.82402,-4.624793,-4.598774,-5.725193,0,0,-1.082613,-1.650315,0,0,0,0,0,0,0,0
AT3G44900,ATCHX4,0,-2.198924,0,0,-2.895773,-2.789405,0,0,-3.486254,0,0,0,0,0,0,-0.8581804,-1.448662,-0.4536857,-1.044167,0,0
AT3G45000,VPS24,0,-4.737792,-5.201696,-5.109091,-5.389124,-5.317201,-5.781106,-5.6885,-5.968533,0,0,-1.963656,-2.543065,-0.4661578,-1.045567,-0.9209885,-1.500398,-1.990214,-2.569623,0,0
AT3G46230,ATHSP17.4,0,-1.768423,-1.565122,0,0,-2.350243,-2.146942,0,0,-3.323858,-3.905678,0,0,0,0,0,0,-0.4463095,-1.028129,0,0
AT3G47870,ASL29,0,0,0,0,0,0,0,0,0,0,0,-2.376314,-2.964761,0,0,0,0,-0.4519422,-1.04039,-2.760791,-3.349239
AT3G50330,HEC2,0,-3.101697,0,0,0,-3.689559,0,0,0,-1.704375,-2.292237,-1.039322,-1.627184,0,0,-2.617422,-3.205284,0,0,-6.109089,-6.696951
AT3G50450,HR1,0,-3.360768,0,0,0,-3.945204,0,0,0,0,0,-0.3078412,-0.8922768,0,0,0,0,0,0,-3.035203,-3.619639
AT3G51420,ATSSL4,0,-2.418786,0,-2.44334,-0.734719,-3.00842,0,-3.032973,-1.324353,0,0,0,0,-1.638531,-2.228164,0,0,-1.583269,-2.172903,0,0
AT3G52310,ABCG27,0,0,-3.020927,-2.761796,-0.7351494,0,-3.61114,-3.352008,-1.325362,0,0,-0.3084059,-0.8986181,0,0,0,0,0,0,-1.113021,-1.703233
AT3G52810,ATPAP21,0,-4.155518,0,0,0,-4.743814,0,0,0,-1.523139,-2.111435,-3.054309,-3.642606,-0.419196,-1.007492,0,0,-0.4518123,-1.040109,0,0
AT3G53232,DVL20,0,-2.868753,0,-0.9320673,-3.526809,-3.450499,0,-1.513814,-4.108555,-0.5358804,-1.117627,0,0,-0.4210684,-1.002815,0,0,0,0,-2.281707,-2.863454
AT3G53280,CYP71B5,0,-3.038014,-1.368015,-0.8905447,-3.40937,-3.626835,-1.956835,-1.479365,-3.99819,0,0,0,0,0,0,0,0,0,0,0,0
AT3G57240,AtBG3,0,-4.147895,0,0,0,-4.735659,0,0,0,-3.818467,-4.406231,-4.02299,-4.610754,-0.4193393,-1.007103,0,0,-0.4513574,-1.039121,0,0
AT3G59030,ATTT12,0,-2.490652,-3.018296,-0.8208951,0,-3.078988,-3.606632,-1.409231,0,-1.167289,-1.755625,-0.9286978,-1.517033,-0.3425057,-0.9308411,-2.308575,-2.89691,-1.089463,-1.677799,-2.819336,-3.407671
AT3G59790,ATMPK10,0,-1.698184,0,-2.352844,-1.60491,-2.285924,0,-2.940584,-2.19265,-2.28188,-2.86962,-0.3081653,-0.8959049,-1.537952,-2.125692,-0.8597616,-1.447501,0,0,0,0
AT3G60020,ASK5,0,-4.166667,0,0,-3.524962,-4.74842,0,0,-4.106715,0,0,-3.141724,-3.723477,0,0,-0.8698767,-1.45163,0,0,0,0
AT3G61175,LCR52,0,-3.889252,-1.699507,-1.127544,0,-4.401939,-2.212194,-1.640231,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G61182,LCR54,0,-2.09047,0,0,0,-2.636627,0,0,0,-0.53947,-1.085627,0,0,-2.732418,-3.278575,0,0,-0.426033,-0.97219,0,0
AT3G61250,AtMYB17,0,-2.739681,0,0,-1.379684,-3.328425,0,0,-1.968427,-2.265218,-2.853962,0,0,0,0,0,0,0,0,0,0
AT3G62230,DAF1,0,-0.7102121,0,0,0,-1.298772,0,0,0,-0.535589,-1.124149,-2.492678,-3.081238,-1.020177,-1.608737,0,0,-2.080027,-2.668587,0,0
AT3G66656,AGL91,0,-2.007588,0,0,-1.373858,-2.582886,0,0,-1.949155,-2.592302,-3.167599,-3.12763,-3.702927,-1.010743,-1.586041,0,0,-3.11599,-3.691287,0,0
AT4G01520,anac067,0,-1.425996,-3.288402,-2.807086,-3.36621,-2.010239,-3.872645,-3.391328,-3.950453,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05110,ATENT6,0,-0.6221014,-5.1691,-1.488658,-0.6462854,-1.211412,-5.758411,-2.077969,-1.235596,-2.032772,-2.622082,-2.16787,-2.75718,-1.775352,-2.364662,-0.9569459,-1.546256,-0.5175852,-1.106895,0,0
AT4G08870,ARGAH2,0,-4.722002,-3.722832,-3.536098,-0.7109827,-5.309818,-4.310649,-4.123915,-1.298799,0,0,0,0,-2.014253,-2.602069,0,0,-0.4291259,-1.016942,-3.563486,-4.151302
AT4G13570,HTA4,0,-0.5118504,-3.780045,-4.126245,-2.887623,-1.087877,-4.356072,-4.702271,-3.46365,0,0,0,0,0,0,-0.6724636,-1.24849,0,0,0,0
AT4G14670,CLPB2,0,0,-3.883251,-1.660125,-0.7344282,0,-4.472493,-2.249367,-1.323671,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15200,AFH3,0,-4.416023,0,0,0,-5.006472,0,0,0,-2.192954,-2.783403,-3.088054,-3.678503,-3.933101,-4.523551,0,0,-3.278275,-3.868724,0,0
AT4G15490,UGT84A3,0,-3.233009,-2.759056,-4.805948,0,-3.822618,-3.348665,-5.395558,0,-3.124676,-3.714285,0,0,-0.4188389,-1.008449,0,0,-4.04969,-4.639299,0,0
AT4G17710,HDG4,0,-0.7104509,0,-2.774516,0,-1.300329,0,-3.364394,0,-1.691029,-2.280908,-3.884072,-4.47395,-2.635168,-3.225047,-3.328454,-3.918333,-1.440403,-2.030281,-2.77775,-3.367629
AT4G21380,ARK3,0,0,-1.779034,-3.094327,-3.325934,0,-2.369918,-3.685211,-3.916818,-1.294629,-1.885513,-2.617437,-3.208321,0,0,-3.444515,-4.035399,0,0,0,0
AT4G22200,AKT2,0,0,0,0,-2.580948,0,0,0,-3.171902,-1.723267,-2.314221,0,0,-2.374646,-2.965601,-0.8659574,-1.456912,0,0,0,0
AT4G23130,CRK5,0,-1.787234,-0.7259618,-2.465239,-0.7404699,-2.377232,-1.31596,-3.055237,-1.330468,-2.303166,-2.893164,0,0,0,0,-4.23305,-4.823048,0,0,-2.158074,-2.748073
AT4G23990,ATCSLG3,0,0,0,-2.375834,0,0,0,-2.965923,0,-1.136825,-1.726915,0,0,0,0,0,0,-1.983131,-2.573221,-2.303514,-2.893603
AT4G24540,AGL24,0,-4.82376,-0.7174271,-4.235122,-3.262412,-5.410214,-1.303882,-4.821577,-3.848867,-2.039062,-2.625517,-0.3080429,-0.8944974,-4.760704,-5.347158,-1.512463,-2.098918,-1.373362,-1.959817,0,0
AT4G24660,ATHB22,0,-3.140584,0,-2.547962,0,-3.726248,0,-3.133626,0,-3.378772,-3.964435,-0.8375006,-1.423164,-1.805644,-2.391307,0,0,-1.711714,-2.297377,0,0
AT4G24890,ATPAP24,0,-2.139172,-4.458294,-4.077299,-0.7346723,-2.728735,-5.047857,-4.666862,-1.324235,0,0,0,0,-1.7047,-2.294263,0,0,0,0,-5.708359,-6.297922
AT4G24972,TPD1,0,0,0,-2.839247,0,0,0,-3.426748,0,0,0,0,0,-3.148115,-3.735615,0,0,0,0,0,0
AT4G26150,CGA1,0,-0.7102207,-2.682866,-4.799932,0,-1.29883,-3.271476,-5.388542,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G26260,MIOX4,0,0,-1.825494,0,0,0,-2.413301,0,0,-1.543671,-2.131478,0,0,-2.445033,-3.03284,0,0,0,0,-6.033396,-6.621203
AT4G26330,ATSBT3.18,0,0,-1.932395,0,0,0,-2.522528,0,0,-1.833365,-2.423498,0,0,-0.412592,-1.002725,0,0,0,0,-3.44631,-4.036443
AT4G26530,AtFBA5,0,-2.92887,0,-2.876279,0,-3.517597,0,-3.465005,0,0,0,-0.1598278,-0.7485541,-1.781915,-2.370641,0,0,0,0,0,0
AT4G27550,ATTPS4,0,0,-2.69273,0,-2.399419,0,-3.282906,0,-2.989594,0,0,0,0,0,0,0,0,0,0,-4.325354,-4.915529
AT4G28560,RIC7,0,0,-0.7183848,-4.017475,-1.387349,0,-1.305946,-4.605035,-1.974909,-1.282646,-1.870207,-2.807824,-3.395385,-1.949932,-2.537493,-3.381044,-3.968605,0,0,0,0
AT4G31710,ATGLR2.4,0,-0.7150931,-0.7254979,0,-0.7399234,-1.305623,-1.316028,0,-1.330454,-3.125152,-3.715683,-2.56752,-3.158051,-0.4231337,-1.013664,-2.12361,-2.71414,-2.918538,-3.509068,0,0
AT4G34470,ASK12,0,-2.005591,-0.7104379,-0.9533277,0,-2.583824,-1.288671,-1.53156,0,-1.304551,-1.882784,-2.130644,-2.708877,-1.195043,-1.773275,-0.8648783,-1.443111,0,0,0,0
AT4G36570,ATRL3,0,-4.748399,-0.7144357,0,0,-5.331362,-1.297399,0,0,0,0,0,0,-2.738103,-3.321066,0,0,0,0,0,0
AT4G38850,ATSAUR15,0,0,0,0,0,0,0,0,0,0,0,-3.880763,-4.463017,-2.057203,-2.639457,0,0,0,0,-1.06987,-1.652125
AT5G02900,CYP96A13,0,-1.422601,0,-0.8955691,0,-2.010545,0,-1.483513,0,-3.125952,-3.713896,-3.053293,-3.641237,0,0,-0.8595404,-1.447485,0,0,0,0
AT5G05280,DAF,0,-3.776597,-2.679507,-1.677962,-3.568432,-4.361244,-3.264153,-2.262609,-4.153079,0,0,0,0,0,0,-1.897506,-2.482153,0,0,0,0
AT5G06070,RAB,0,-2.945318,0,-0.9095446,0,-3.530864,0,-1.495091,0,-2.616148,-3.201695,-0.3079519,-0.8934985,-1.957187,-2.542734,-2.62233,-3.207876,-2.737616,-3.323162,0,0
