TAIR,SYMBOL,Log2fc_.Col.0_FLT_Alight.v.Col.0_FLT_dark.,Log2fc_.Col.0_FLT_Alight.v.Col.0_GC_Alight.,Log2fc_.Col.0_FLT_Alight.v.Col.0_GC_dark.,Log2fc_.Col.0_FLT_Alight.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Col.0_FLT_Alight.v.Col.0.PhyD_FLT_dark.,Log2fc_.Col.0_FLT_Alight.v.Col.0.PhyD_GC_Alight.,Log2fc_.Col.0_FLT_Alight.v.Col.0.PhyD_GC_dark.,Log2fc_.Col.0_FLT_Alight.v.Ws_FLT_Alight.,Log2fc_.Col.0_FLT_Alight.v.Ws_FLT_dark.,Log2fc_.Col.0_FLT_Alight.v.Ws_GC_Alight.,Log2fc_.Col.0_FLT_Alight.v.Ws_GC_dark.,Log2fc_.Col.0_FLT_dark.v.Col.0_GC_Alight.,Log2fc_.Col.0_FLT_dark.v.Col.0_GC_dark.,Log2fc_.Col.0_FLT_dark.v.Col.0.PhyD_FLT_Alight.,Log2fc_.Col.0_FLT_dark.v.Col.0.PhyD_FLT_dark.,Log2fc_.Col.0_FLT_dark.v.Col.0.PhyD_GC_Alight.,Log2fc_.Col.0_FLT_dark.v.Col.0.PhyD_GC_dark.,Log2fc_.Col.0_FLT_dark.v.Ws_FLT_Alight.,Log2fc_.Col.0_FLT_dark.v.Ws_FLT_dark.,Log2fc_.Col.0_FLT_dark.v.Ws_GC_Alight.,Log2fc_.Col.0_FLT_dark.v.Ws_GC_dark.
AT5G46540,ABCB7,0,-2.048498,-3.820572,-0.8805403,0,0,-1.497528,-2.628786,-4.14289,-2.470738,0,-2.275678,-4.047752,-1.107721,0,0,-1.724709,-2.855966,-4.370071,-2.697919,0
AT5G53660,AtGRF7,0,-2.377887,0,-3.198226,-3.794177,-1.387753,0,-1.136244,-1.145494,0,-1.160126,-2.605423,0,-3.425762,-4.021713,-1.615288,0,-1.363779,-1.37303,0,-1.387662
AT5G54060,UF3GT,0,0,0,0,0,0,0,-5.675987,-5.608026,-6.101474,-4.779027,0,0,0,0,0,0,-5.903441,-5.83548,-6.328928,-5.006481
AT5G56300,GAMT2,0,-4.280168,0,-3.797746,0,-2.619212,0,-3.877037,-3.125689,-3.916073,0,-4.507737,0,-4.025315,0,-2.846781,0,-4.104606,-3.353258,-4.143642,0
AT5G57380,VIN3,0,0,0,0,0,0,0,-5.316151,0,0,0,0,0,0,0,0,0,-5.543579,0,0,0
AT5G57520,ATZFP2,0,-0.8456634,-4.341303,0,-5.055075,-2.507135,0,0,-4.246813,-2.561869,-5.440861,-1.073531,-4.56917,0,-5.282943,-2.735003,0,0,-4.47468,-2.789736,-5.668729
AT5G57690,ATDGK4,0,-2.444919,0,-2.600766,0,0,-0.7982211,-4.127414,-1.146258,-2.357551,-4.001731,-2.672287,0,-2.828133,0,0,-1.025589,-4.354781,-1.373626,-2.584919,-4.229098
AT5G58780,AtcPT5,0,-3.168611,0,-3.038231,0,0,-0.8015036,0,0,0,-3.02863,-3.396644,0,-3.266264,0,0,-1.029537,0,0,0,-3.256664
AT5G59320,LTP3,0,0,-2.805813,-0.8722451,-4.22643,-1.387399,0,0,0,0,-1.798779,0,-3.034332,-1.100764,-4.454949,-1.615919,0,0,0,0,-2.027299
AT5G61070,ATHDA18,0,0,-2.135877,-2.009099,0,-1.387636,-1.686426,-2.997487,0,0,-1.160832,0,-2.363403,-2.236624,0,-1.615161,-1.913951,-3.225012,0,0,-1.388357
AT5G62230,ERL1,0,0,0,0,0,0,-0.7781188,0,-4.534724,0,0,0,0,0,0,0,-1.005365,0,-4.76197,0,0
AT5G62470,ATMYB96,0,-0.893431,0,0,0,-3.399837,0,0,-4.886503,-2.10948,-1.91228,-1.121174,0,0,0,-3.627579,0,0,-5.114245,-2.337223,-2.140022
AT5G64667,IDL2,0,-0.8461781,0,0,-4.224052,0,0,-1.135073,0,-3.697665,0,-1.074471,0,0,-4.452346,0,0,-1.363366,0,-3.925958,0
ATMG00760,ORF109B,0,-1.42708,0,0,0,-3.51473,-1.944282,-1.134216,-2.616023,-1.481866,-2.754141,-1.657226,0,0,0,-3.744875,-2.174428,-1.364362,-2.846169,-1.712011,-2.984287
ATMG00910,ORF215A,0,0,0,0,0,0,0,-6.806967,-7.601067,-6.93064,-7.12235,0,0,0,0,0,0,-7.035549,-7.82965,-7.159222,-7.350933
ATMG01030,ORF106E,0,-1.912627,0,-0.849771,0,0,-0.8344262,-2.078835,-2.485266,0,-1.139636,-2.142775,0,-1.079919,0,0,-1.064574,-2.308983,-2.715414,0,-1.369784
ATMG01060,ORF107G,0,-2.35966,-2.281403,0,-1.517455,0,-0.8340579,-3.015959,-3.453399,-3.033404,-2.301585,-2.589604,-2.511347,0,-1.747398,0,-1.064002,-3.245903,-3.683342,-3.263347,-2.531529
ATMG01270,RPS7,0,0,0,0,-2.707628,0,0,0,-4.156487,0,0,0,0,0,-2.937455,0,0,0,-4.386314,0,0
ATMG01310,ORF136B,0,0,-2.727047,-3.101974,0,-1.386572,-1.518136,-2.583824,-1.127175,-2.538792,-3.555372,0,-2.956951,-3.331878,0,-1.616475,-1.748039,-2.813727,-1.357078,-2.768695,-3.785276
