"","WS_c1.which.mclass....1...1."
"1","AT1G01250"
"2","AT1G01380"
"3","AT1G01450"
"4","AT1G01453"
"5","AT1G01590"
"6","AT1G01680"
"7","AT1G01700"
"8","AT1G01715"
"9","AT1G01725"
"10","AT1G01810"
"11","AT1G01840"
"12","AT1G02030"
"13","AT1G02190"
"14","AT1G02230"
"15","AT1G02340"
"16","AT1G02380"
"17","AT1G02390"
"18","AT1G02430"
"19","AT1G02450"
"20","AT1G02460"
"21","AT1G02470"
"22","AT1G02530"
"23","AT1G02570"
"24","AT1G02575"
"25","AT1G02610"
"26","AT1G02630"
"27","AT1G02650"
"28","AT1G02700"
"29","AT1G02770"
"30","AT1G03070"
"31","AT1G03170"
"32","AT1G03340"
"33","AT1G03445"
"34","AT1G03510"
"35","AT1G03540"
"36","AT1G03545"
"37","AT1G03650"
"38","AT1G03660"
"39","AT1G03710"
"40","AT1G03800"
"41","AT1G03980"
"42","AT1G03990"
"43","AT1G03993"
"44","AT1G04053"
"45","AT1G04090"
"46","AT1G04150"
"47","AT1G04163"
"48","AT1G04233"
"49","AT1G04295"
"50","AT1G04330"
"51","AT1G04380"
"52","AT1G04433"
"53","AT1G04490"
"54","AT1G04537"
"55","AT1G04600"
"56","AT1G04707"
"57","AT1G04773"
"58","AT1G04778"
"59","AT1G04840"
"60","AT1G04880"
"61","AT1G04917"
"62","AT1G04933"
"63","AT1G04953"
"64","AT1G04973"
"65","AT1G05047"
"66","AT1G05065"
"67","AT1G05100"
"68","AT1G05147"
"69","AT1G05187"
"70","AT1G05207"
"71","AT1G05220"
"72","AT1G05267"
"73","AT1G05310"
"74","AT1G05327"
"75","AT1G05333"
"76","AT1G05340"
"77","AT1G05400"
"78","AT1G05420"
"79","AT1G05450"
"80","AT1G05490"
"81","AT1G05530"
"82","AT1G05557"
"83","AT1G05575"
"84","AT1G05577"
"85","AT1G05610"
"86","AT1G05730"
"87","AT1G05733"
"88","AT1G05760"
"89","AT1G05770"
"90","AT1G05837"
"91","AT1G05873"
"92","AT1G05894"
"93","AT1G05990"
"94","AT1G06100"
"95","AT1G06140"
"96","AT1G06170"
"97","AT1G06213"
"98","AT1G06250"
"99","AT1G06320"
"100","AT1G06420"
"101","AT1G06440"
"102","AT1G06473"
"103","AT1G06475"
"104","AT1G06520"
"105","AT1G06580"
"106","AT1G06923"
"107","AT1G06930"
"108","AT1G06980"
"109","AT1G07119"
"110","AT1G07120"
"111","AT1G07167"
"112","AT1G07270"
"113","AT1G07485"
"114","AT1G07490"
"115","AT1G07550"
"116","AT1G07667"
"117","AT1G07753"
"118","AT1G07795"
"119","AT1G07803"
"120","AT1G07823"
"121","AT1G07887"
"122","AT1G07900"
"123","AT1G07933"
"124","AT1G08070"
"125","AT1G08090"
"126","AT1G08270"
"127","AT1G08387"
"128","AT1G08597"
"129","AT1G08645"
"130","AT1G08727"
"131","AT1G08730"
"132","AT1G08757"
"133","AT1G08973"
"134","AT1G09155"
"135","AT1G09180"
"136","AT1G09220"
"137","AT1G09253"
"138","AT1G09287"
"139","AT1G09327"
"140","AT1G09350"
"141","AT1G09380"
"142","AT1G09487"
"143","AT1G09500"
"144","AT1G09517"
"145","AT1G09543"
"146","AT1G09610"
"147","AT1G09617"
"148","AT1G09650"
"149","AT1G09673"
"150","AT1G09680"
"151","AT1G09713"
"152","AT1G09812"
"153","AT1G09860"
"154","AT1G09880"
"155","AT1G09950"
"156","AT1G09987"
"157","AT1G10070"
"158","AT1G10220"
"159","AT1G10330"
"160","AT1G10385"
"161","AT1G10417"
"162","AT1G10460"
"163","AT1G10520"
"164","AT1G10540"
"165","AT1G10690"
"166","AT1G10710"
"167","AT1G10790"
"168","AT1G10800"
"169","AT1G10810"
"170","AT1G10980"
"171","AT1G11070"
"172","AT1G11112"
"173","AT1G11125"
"174","AT1G11270"
"175","AT1G11300"
"176","AT1G11340"
"177","AT1G11460"
"178","AT1G11490"
"179","AT1G11570"
"180","AT1G11655"
"181","AT1G11730"
"182","AT1G11740"
"183","AT1G11900"
"184","AT1G11915"
"185","AT1G12030"
"186","AT1G12150"
"187","AT1G12260"
"188","AT1G12400"
"189","AT1G12600"
"190","AT1G12610"
"191","AT1G12620"
"192","AT1G12700"
"193","AT1G12805"
"194","AT1G12880"
"195","AT1G12940"
"196","AT1G13140"
"197","AT1G13150"
"198","AT1G13330"
"199","AT1G13448"
"200","AT1G13480"
"201","AT1G13500"
"202","AT1G13520"
"203","AT1G13530"
"204","AT1G13540"
"205","AT1G13590"
"206","AT1G13620"
"207","AT1G13800"
"208","AT1G13920"
"209","AT1G14100"
"210","AT1G14205"
"211","AT1G14453"
"212","AT1G14470"
"213","AT1G14490"
"214","AT1G14540"
"215","AT1G14680"
"216","AT1G14687"
"217","AT1G15010"
"218","AT1G15160"
"219","AT1G15165"
"220","AT1G15175"
"221","AT1G15190"
"222","AT1G15385"
"223","AT1G15580"
"224","AT1G15720"
"225","AT1G15790"
"226","AT1G15825"
"227","AT1G16090"
"228","AT1G16120"
"229","AT1G16150"
"230","AT1G16160"
"231","AT1G16225"
"232","AT1G16360"
"233","AT1G16420"
"234","AT1G16489"
"235","AT1G16490"
"236","AT1G16510"
"237","AT1G16640"
"238","AT1G16820"
"239","AT1G16850"
"240","AT1G16905"
"241","AT1G17030"
"242","AT1G17260"
"243","AT1G17285"
"244","AT1G17400"
"245","AT1G17960"
"246","AT1G18010"
"247","AT1G18200"
"248","AT1G18265"
"249","AT1G18290"
"250","AT1G18350"
"251","AT1G18382"
"252","AT1G18410"
"253","AT1G18735"
"254","AT1G18830"
"255","AT1G18835"
"256","AT1G19080"
"257","AT1G19210"
"258","AT1G19320"
"259","AT1G19397"
"260","AT1G19565"
"261","AT1G19620"
"262","AT1G19640"
"263","AT1G19790"
"264","AT1G19940"
"265","AT1G20120"
"266","AT1G20310"
"267","AT1G20350"
"268","AT1G20515"
"269","AT1G20530"
"270","AT1G20570"
"271","AT1G20590"
"272","AT1G20690"
"273","AT1G20691"
"274","AT1G20860"
"275","AT1G20990"
"276","AT1G21230"
"277","AT1G21240"
"278","AT1G21326"
"279","AT1G21360"
"280","AT1G21470"
"281","AT1G21510"
"282","AT1G21530"
"283","AT1G21540"
"284","AT1G21550"
"285","AT1G21695"
"286","AT1G21890"
"287","AT1G22250"
"288","AT1G22260"
"289","AT1G22275"
"290","AT1G22340"
"291","AT1G22380"
"292","AT1G22403"
"293","AT1G22460"
"294","AT1G22490"
"295","AT1G22890"
"296","AT1G22900"
"297","AT1G22985"
"298","AT1G22990"
"299","AT1G23050"
"300","AT1G23052"
"301","AT1G23110"
"302","AT1G23140"
"303","AT1G23210"
"304","AT1G23450"
"305","AT1G23540"
"306","AT1G23550"
"307","AT1G23830"
"308","AT1G23840"
"309","AT1G23950"
"310","AT1G24090"
"311","AT1G24140"
"312","AT1G24210"
"313","AT1G24240"
"314","AT1G24270"
"315","AT1G24470"
"316","AT1G24485"
"317","AT1G24540"
"318","AT1G24620"
"319","AT1G24735"
"320","AT1G24793"
"321","AT1G25240"
"322","AT1G25277"
"323","AT1G25425"
"324","AT1G25460"
"325","AT1G26200"
"326","AT1G26240"
"327","AT1G26290"
"328","AT1G26380"
"329","AT1G26420"
"330","AT1G26500"
"331","AT1G26530"
"332","AT1G26590"
"333","AT1G26600"
"334","AT1G26680"
"335","AT1G26700"
"336","AT1G26780"
"337","AT1G26870"
"338","AT1G27110"
"339","AT1G27180"
"340","AT1G27380"
"341","AT1G27565"
"342","AT1G27570"
"343","AT1G27580"
"344","AT1G27720"
"345","AT1G27890"
"346","AT1G27940"
"347","AT1G28070"
"348","AT1G28080"
"349","AT1G28360"
"350","AT1G28480"
"351","AT1G28590"
"352","AT1G28690"
"353","AT1G28715"
"354","AT1G28765"
"355","AT1G28815"
"356","AT1G29000"
"357","AT1G29110"
"358","AT1G29179"
"359","AT1G29180"
"360","AT1G29195"
"361","AT1G29230"
"362","AT1G29355"
"363","AT1G29460"
"364","AT1G29465"
"365","AT1G29535"
"366","AT1G29540"
"367","AT1G29590"
