"","col_GC_c1.which.mclass....5...1."
"1","AT1G01240"
"2","AT1G01290"
"3","AT1G01350"
"4","AT1G01540"
"5","AT1G01640"
"6","AT1G01650"
"7","AT1G01990"
"8","AT1G02110"
"9","AT1G02120"
"10","AT1G02145"
"11","AT1G02150"
"12","AT1G02170"
"13","AT1G02280"
"14","AT1G02520"
"15","AT1G02880"
"16","AT1G02890"
"17","AT1G02950"
"18","AT1G03030"
"19","AT1G03060"
"20","AT1G03280"
"21","AT1G03290"
"22","AT1G03350"
"23","AT1G03380"
"24","AT1G03430"
"25","AT1G03530"
"26","AT1G03687"
"27","AT1G03730"
"28","AT1G03780"
"29","AT1G03840"
"30","AT1G04120"
"31","AT1G04210"
"32","AT1G04300"
"33","AT1G04530"
"34","AT1G04537"
"35","AT1G04550"
"36","AT1G04610"
"37","AT1G04780"
"38","AT1G04860"
"39","AT1G04910"
"40","AT1G04950"
"41","AT1G04970"
"42","AT1G05150"
"43","AT1G05170"
"44","AT1G05180"
"45","AT1G05213"
"46","AT1G05220"
"47","AT1G05270"
"48","AT1G05380"
"49","AT1G05410"
"50","AT1G05430"
"51","AT1G05520"
"52","AT1G05805"
"53","AT1G05910"
"54","AT1G05940"
"55","AT1G06060"
"56","AT1G06070"
"57","AT1G06090"
"58","AT1G06190"
"59","AT1G06620"
"60","AT1G06630"
"61","AT1G06790"
"62","AT1G06850"
"63","AT1G06930"
"64","AT1G06950"
"65","AT1G07250"
"66","AT1G07260"
"67","AT1G07480"
"68","AT1G07510"
"69","AT1G07530"
"70","AT1G07640"
"71","AT1G07810"
"72","AT1G07840"
"73","AT1G07950"
"74","AT1G07970"
"75","AT1G07990"
"76","AT1G08010"
"77","AT1G08125"
"78","AT1G08130"
"79","AT1G08190"
"80","AT1G08230"
"81","AT1G08260"
"82","AT1G08283"
"83","AT1G08350"
"84","AT1G08410"
"85","AT1G08420"
"86","AT1G08460"
"87","AT1G08477"
"88","AT1G08550"
"89","AT1G08600"
"90","AT1G08620"
"91","AT1G08657"
"92","AT1G08680"
"93","AT1G08700"
"94","AT1G09020"
"95","AT1G09100"
"96","AT1G09130"
"97","AT1G09290"
"98","AT1G09730"
"99","AT1G09927"
"100","AT1G09980"
"101","AT1G10130"
"102","AT1G10180"
"103","AT1G10310"
"104","AT1G10390"
"105","AT1G10410"
"106","AT1G10490"
"107","AT1G10580"
"108","AT1G10600"
"109","AT1G10690"
"110","AT1G10700"
"111","AT1G10720"
"112","AT1G10740"
"113","AT1G10820"
"114","AT1G10850"
"115","AT1G10900"
"116","AT1G10990"
"117","AT1G11000"
"118","AT1G11020"
"119","AT1G11185"
"120","AT1G11380"
"121","AT1G11592"
"122","AT1G11740"
"123","AT1G11905"
"124","AT1G11930"
"125","AT1G12050"
"126","AT1G12350"
"127","AT1G12500"
"128","AT1G13000"
"129","AT1G13120"
"130","AT1G13160"
"131","AT1G13170"
"132","AT1G13195"
"133","AT1G13300"
"134","AT1G13390"
"135","AT1G13570"
"136","AT1G13620"
"137","AT1G13640"
"138","AT1G13990"
"139","AT1G14080"
"140","AT1G14230"
"141","AT1G14330"
"142","AT1G14350"
"143","AT1G14360"
"144","AT1G14710"
"145","AT1G14850"
"146","AT1G14920"
"147","AT1G14990"
"148","AT1G15020"
"149","AT1G15110"
"150","AT1G15130"
"151","AT1G15140"
"152","AT1G15240"
"153","AT1G15440"
"154","AT1G15570"
"155","AT1G15800"
"156","AT1G15910"
"157","AT1G15940"
"158","AT1G15970"
"159","AT1G16010"
"160","AT1G16270"
"161","AT1G16300"
"162","AT1G16340"
"163","AT1G16520"
"164","AT1G16710"
"165","AT1G16970"
"166","AT1G17110"
"167","AT1G17120"
"168","AT1G17350"
"169","AT1G17430"
"170","AT1G17490"
"171","AT1G17520"
"172","AT1G17560"
"173","AT1G17970"
"174","AT1G18260"
"175","AT1G18500"
"176","AT1G18580"
"177","AT1G18700"
"178","AT1G18950"
"179","AT1G19110"
"180","AT1G19140"
"181","AT1G19180"
"182","AT1G19240"
"183","AT1G19440"
"184","AT1G19520"
"185","AT1G19730"
"186","AT1G19880"
"187","AT1G19990"
"188","AT1G20490"
"189","AT1G20560"
"190","AT1G20890"
"191","AT1G21380"
"192","AT1G21560"
"193","AT1G21660"
"194","AT1G21680"
"195","AT1G21730"
"196","AT1G21740"
"197","AT1G21760"
"198","AT1G21980"
"199","AT1G22060"
"200","AT1G22230"
"201","AT1G22280"
"202","AT1G22610"
"203","AT1G22740"
"204","AT1G22930"
"205","AT1G23000"
"206","AT1G23220"
"207","AT1G23310"
"208","AT1G23760"
"209","AT1G23780"
"210","AT1G23900"
"211","AT1G24120"
"212","AT1G24160"
