"","col_GC_c1.which.mclass....4...1."
"1","AT1G01080"
"2","AT1G01380"
"3","AT1G01570"
"4","AT1G01670"
"5","AT1G01700"
"6","AT1G01715"
"7","AT1G01840"
"8","AT1G01860"
"9","AT1G01880"
"10","AT1G02010"
"11","AT1G02050"
"12","AT1G02060"
"13","AT1G02180"
"14","AT1G02390"
"15","AT1G02420"
"16","AT1G02460"
"17","AT1G02970"
"18","AT1G03100"
"19","AT1G03190"
"20","AT1G03270"
"21","AT1G03310"
"22","AT1G03470"
"23","AT1G03510"
"24","AT1G03560"
"25","AT1G03830"
"26","AT1G03960"
"27","AT1G03980"
"28","AT1G04050"
"29","AT1G04100"
"30","AT1G04117"
"31","AT1G04150"
"32","AT1G04160"
"33","AT1G04180"
"34","AT1G04193"
"35","AT1G04295"
"36","AT1G04310"
"37","AT1G04330"
"38","AT1G04390"
"39","AT1G04420"
"40","AT1G04425"
"41","AT1G04490"
"42","AT1G04513"
"43","AT1G04540"
"44","AT1G04570"
"45","AT1G04643"
"46","AT1G04650"
"47","AT1G04700"
"48","AT1G04730"
"49","AT1G04840"
"50","AT1G04930"
"51","AT1G05030"
"52","AT1G05087"
"53","AT1G05163"
"54","AT1G05230"
"55","AT1G05280"
"56","AT1G05303"
"57","AT1G05370"
"58","AT1G05385"
"59","AT1G05397"
"60","AT1G05420"
"61","AT1G05467"
"62","AT1G05557"
"63","AT1G05577"
"64","AT1G05600"
"65","AT1G05630"
"66","AT1G05640"
"67","AT1G05670"
"68","AT1G05767"
"69","AT1G05873"
"70","AT1G05900"
"71","AT1G05950"
"72","AT1G06100"
"73","AT1G06140"
"74","AT1G06265"
"75","AT1G06270"
"76","AT1G06287"
"77","AT1G06310"
"78","AT1G06420"
"79","AT1G06440"
"80","AT1G06463"
"81","AT1G06473"
"82","AT1G06580"
"83","AT1G06710"
"84","AT1G06740"
"85","AT1G06787"
"86","AT1G06990"
"87","AT1G07270"
"88","AT1G07290"
"89","AT1G07390"
"90","AT1G07485"
"91","AT1G07490"
"92","AT1G07567"
"93","AT1G07603"
"94","AT1G07607"
"95","AT1G07710"
"96","AT1G07730"
"97","AT1G07743"
"98","AT1G07803"
"99","AT1G07897"
"100","AT1G08003"
"101","AT1G08050"
"102","AT1G08070"
"103","AT1G08165"
"104","AT1G08180"
"105","AT1G08270"
"106","AT1G08540"
"107","AT1G08543"
"108","AT1G08557"
"109","AT1G08643"
"110","AT1G08730"
"111","AT1G08753"
"112","AT1G08840"
"113","AT1G09027"
"114","AT1G09040"
"115","AT1G09050"
"116","AT1G09190"
"117","AT1G09247"
"118","AT1G09297"
"119","AT1G09340"
"120","AT1G09390"
"121","AT1G09443"
"122","AT1G09575"
"123","AT1G09600"
"124","AT1G09627"
"125","AT1G09650"
"126","AT1G09680"
"127","AT1G09710"
"128","AT1G09750"
"129","AT1G09757"
"130","AT1G09783"
"131","AT1G09800"
"132","AT1G09820"
"133","AT1G09863"
"134","AT1G09880"
"135","AT1G09900"
"136","AT1G09987"
"137","AT1G09993"
"138","AT1G10040"
"139","AT1G10270"
"140","AT1G10300"
"141","AT1G10320"
"142","AT1G10330"
"143","AT1G10370"
"144","AT1G10417"
"145","AT1G10460"
"146","AT1G10520"
"147","AT1G10560"
"148","AT1G10610"
"149","AT1G11100"
"150","AT1G11125"
"151","AT1G11160"
"152","AT1G11170"
"153","AT1G11210"
"154","AT1G11320"
"155","AT1G11500"
"156","AT1G11540"
"157","AT1G11591"
"158","AT1G11710"
"159","AT1G11800"
"160","AT1G11900"
"161","AT1G11915"
"162","AT1G11950"
"163","AT1G11960"
"164","AT1G12030"
"165","AT1G12060"
"166","AT1G12130"
"167","AT1G12211"
"168","AT1G12220"
"169","AT1G12244"
"170","AT1G12250"
"171","AT1G12290"
"172","AT1G12300"
"173","AT1G12370"
"174","AT1G12380"
"175","AT1G12600"
"176","AT1G12672"
"177","AT1G12700"
"178","AT1G12730"
"179","AT1G12775"
"180","AT1G12790"
"181","AT1G12800"
"182","AT1G12860"
"183","AT1G13040"
"184","AT1G13050"
"185","AT1G13330"
"186","AT1G13340"
"187","AT1G13410"
"188","AT1G13448"
"189","AT1G13630"
"190","AT1G13680"
"191","AT1G13780"
"192","AT1G13800"
"193","AT1G13910"
"194","AT1G14190"
"195","AT1G14205"
"196","AT1G14260"
"197","AT1G14270"
"198","AT1G14500"
"199","AT1G14590"
"200","AT1G14660"
"201","AT1G14680"
"202","AT1G14790"
"203","AT1G15290"
"204","AT1G15385"
"205","AT1G15490"
"206","AT1G15520"
"207","AT1G15870"
"208","AT1G16030"
"209","AT1G16160"
"210","AT1G16370"
"211","AT1G16390"
"212","AT1G16400"
"213","AT1G16445"
"214","AT1G16480"
"215","AT1G16489"
"216","AT1G16590"
"217","AT1G16635"
"218","AT1G16640"
"219","AT1G16780"
"220","AT1G16820"
"221","AT1G16830"
"222","AT1G17040"
"223","AT1G17230"
"224","AT1G17232"
"225","AT1G17255"
"226","AT1G17400"
"227","AT1G17450"
"228","AT1G17460"
"229","AT1G17640"
"230","AT1G17665"
"231","AT1G17750"
"232","AT1G17840"
"233","AT1G17870"
"234","AT1G18060"
"235","AT1G18170"
"236","AT1G18265"
"237","AT1G18320"
"238","AT1G18440"
"239","AT1G18485"
"240","AT1G18550"
"241","AT1G18560"
"242","AT1G18610"
"243","AT1G18750"
"244","AT1G18773"
"245","AT1G19010"
"246","AT1G19100"
"247","AT1G19115"
"248","AT1G19290"
"249","AT1G19340"
"250","AT1G19397"
"251","AT1G19715"
"252","AT1G20060"
"253","AT1G20230"
"254","AT1G20470"
"255","AT1G20480"
"256","AT1G20515"
"257","AT1G20570"
"258","AT1G20720"
"259","AT1G21060"
"260","AT1G21150"
"261","AT1G21340"
"262","AT1G21390"
"263","AT1G21410"
"264","AT1G21590"
"265","AT1G21651"
"266","AT1G21790"
"267","AT1G22275"
"268","AT1G22460"
"269","AT1G22980"
"270","AT1G23010"
"271","AT1G23180"
"272","AT1G23350"
"273","AT1G23360"
"274","AT1G23790"
"275","AT1G23970"
"276","AT1G24150"
"277","AT1G24210"
"278","AT1G24265"
"279","AT1G24330"
"280","AT1G25250"
"281","AT1G25360"
"282","AT1G26130"
"283","AT1G26190"
"284","AT1G26208"
"285","AT1G26210"
"286","AT1G26530"
"287","AT1G26700"
"288","AT1G26730"
"289","AT1G26810"
"290","AT1G27060"
"291","AT1G27110"
"292","AT1G27120"
"293","AT1G27170"
"294","AT1G27360"
"295","AT1G27410"
"296","AT1G27880"
"297","AT1G28210"
"298","AT1G28530"
"299","AT1G28550"
"300","AT1G28560"
"301","AT1G28670"
"302","AT1G28710"
"303","AT1G29200"
"304","AT1G29270"
"305","AT1G29290"
"306","AT1G29590"
"307","AT1G29700"
"308","AT1G29730"
"309","AT1G29750"
"310","AT1G30010"
"311","AT1G30240"
"312","AT1G30280"
"313","AT1G30282"
"314","AT1G30290"
"315","AT1G30473"
"316","AT1G30520"
"317","AT1G30610"
"318","AT1G30860"
"319","AT1G31040"
"320","AT1G31280"
"321","AT1G31350"
"322","AT1G31490"
"323","AT1G31650"
"324","AT1G31790"
"325","AT1G31835"
"326","AT1G31840"
"327","AT1G31880"
"328","AT1G32220"
"329","AT1G32415"
"330","AT1G32530"
"331","AT1G32550"
"332","AT1G32740"
"333","AT1G32870"
"334","AT1G32900"
"335","AT1G32960"
"336","AT1G33280"
"337","AT1G33340"
"338","AT1G33350"
"339","AT1G33390"
"340","AT1G33475"
"341","AT1G33500"
"342","AT1G33560"
"343","AT1G33890"
"344","AT1G34120"
"345","AT1G34160"
"346","AT1G34260"
"347","AT1G34340"
"348","AT1G34355"
"349","AT1G34380"
"350","AT1G34480"
"351","AT1G34570"
"352","AT1G34844"
"353","AT1G35210"
"354","AT1G35530"
"355","AT1G35710"
"356","AT1G36180"
"357","AT1G37150"
"358","AT1G38065"
"359","AT1G42540"
"360","AT1G43980"
"361","AT1G44130"
"362","AT1G44740"
"363","AT1G45010"
"364","AT1G45110"
"365","AT1G45150"
"366","AT1G45163"
"367","AT1G45165"
"368","AT1G45231"
"369","AT1G45248"
"370","AT1G47340"
"371","AT1G47578"
"372","AT1G47580"
"373","AT1G47600"
"374","AT1G47620"
"375","AT1G47760"
"376","AT1G47870"
"377","AT1G48070"
"378","AT1G48120"
"379","AT1G48355"
"380","AT1G48390"
"381","AT1G48540"
"382","AT1G48580"
"383","AT1G48740"
"384","AT1G48780"
"385","AT1G48820"
"386","AT1G48880"
"387","AT1G49005"
