"","col_GC_c1.which.mclass....7...1."
"1","AT1G01020"
"2","AT1G01060"
"3","AT1G01070"
"4","AT1G01110"
"5","AT1G01170"
"6","AT1G01210"
"7","AT1G01230"
"8","AT1G01360"
"9","AT1G01470"
"10","AT1G01490"
"11","AT1G01520"
"12","AT1G01560"
"13","AT1G01600"
"14","AT1G01630"
"15","AT1G01725"
"16","AT1G01750"
"17","AT1G01820"
"18","AT1G01910"
"19","AT1G01920"
"20","AT1G01940"
"21","AT1G01960"
"22","AT1G02080"
"23","AT1G02090"
"24","AT1G02100"
"25","AT1G02220"
"26","AT1G02330"
"27","AT1G02335"
"28","AT1G02410"
"29","AT1G02470"
"30","AT1G02490"
"31","AT1G02560"
"32","AT1G02650"
"33","AT1G02680"
"34","AT1G02690"
"35","AT1G02710"
"36","AT1G02750"
"37","AT1G02770"
"38","AT1G02930"
"39","AT1G02980"
"40","AT1G03040"
"41","AT1G03080"
"42","AT1G03110"
"43","AT1G03150"
"44","AT1G03360"
"45","AT1G03590"
"46","AT1G03610"
"47","AT1G03680"
"48","AT1G03710"
"49","AT1G03743"
"50","AT1G03850"
"51","AT1G03910"
"52","AT1G03970"
"53","AT1G04030"
"54","AT1G04070"
"55","AT1G04073"
"56","AT1G04090"
"57","AT1G04147"
"58","AT1G04197"
"59","AT1G04240"
"60","AT1G04260"
"61","AT1G04273"
"62","AT1G04277"
"63","AT1G04303"
"64","AT1G04363"
"65","AT1G04400"
"66","AT1G04440"
"67","AT1G04493"
"68","AT1G04520"
"69","AT1G04580"
"70","AT1G04590"
"71","AT1G04625"
"72","AT1G04810"
"73","AT1G04817"
"74","AT1G04853"
"75","AT1G04913"
"76","AT1G04960"
"77","AT1G04980"
"78","AT1G04985"
"79","AT1G04990"
"80","AT1G05010"
"81","AT1G05070"
"82","AT1G05147"
"83","AT1G05153"
"84","AT1G05210"
"85","AT1G05247"
"86","AT1G05250"
"87","AT1G05297"
"88","AT1G05340"
"89","AT1G05350"
"90","AT1G05353"
"91","AT1G05360"
"92","AT1G05423"
"93","AT1G05450"
"94","AT1G05493"
"95","AT1G05500"
"96","AT1G05523"
"97","AT1G05570"
"98","AT1G05575"
"99","AT1G05620"
"100","AT1G05710"
"101","AT1G05723"
"102","AT1G05750"
"103","AT1G05760"
"104","AT1G05783"
"105","AT1G05785"
"106","AT1G05840"
"107","AT1G05870"
"108","AT1G05890"
"109","AT1G05913"
"110","AT1G05917"
"111","AT1G05960"
"112","AT1G06010"
"113","AT1G06017"
"114","AT1G06020"
"115","AT1G06130"
"116","AT1G06170"
"117","AT1G06207"
"118","AT1G06210"
"119","AT1G06233"
"120","AT1G06237"
"121","AT1G06243"
"122","AT1G06250"
"123","AT1G06253"
"124","AT1G06260"
"125","AT1G06283"
"126","AT1G06290"
"127","AT1G06410"
"128","AT1G06467"
"129","AT1G06470"
"130","AT1G06530"
"131","AT1G06540"
"132","AT1G06550"
"133","AT1G06570"
"134","AT1G06583"
"135","AT1G06587"
"136","AT1G06640"
"137","AT1G06670"
"138","AT1G06720"
"139","AT1G06750"
"140","AT1G06757"
"141","AT1G06837"
"142","AT1G06870"
"143","AT1G06900"
"144","AT1G06960"
"145","AT1G06970"
"146","AT1G06977"
"147","AT1G07017"
"148","AT1G07030"
"149","AT1G07200"
"150","AT1G07310"
"151","AT1G07323"
"152","AT1G07350"
"153","AT1G07470"
"154","AT1G07477"
"155","AT1G07587"
"156","AT1G07663"
"157","AT1G07670"
"158","AT1G07720"
"159","AT1G07853"
"160","AT1G07877"
"161","AT1G07900"
"162","AT1G07913"
"163","AT1G07985"
"164","AT1G07987"
"165","AT1G08037"
"166","AT1G08073"
"167","AT1G08103"
"168","AT1G08210"
"169","AT1G08287"
"170","AT1G08370"
"171","AT1G08430"
"172","AT1G08450"
"173","AT1G08500"
"174","AT1G08510"
"175","AT1G08563"
"176","AT1G08570"
"177","AT1G08640"
"178","AT1G08645"
"179","AT1G08660"
"180","AT1G08670"
"181","AT1G08770"
"182","AT1G08820"
"183","AT1G08860"
"184","AT1G08920"
"185","AT1G08930"
"186","AT1G08937"
"187","AT1G08970"
"188","AT1G09003"
"189","AT1G09063"
"190","AT1G09067"
"191","AT1G09070"
"192","AT1G09080"
"193","AT1G09127"
"194","AT1G09157"
"195","AT1G09160"
"196","AT1G09167"
"197","AT1G09250"
"198","AT1G09280"
"199","AT1G09323"
"200","AT1G09423"
"201","AT1G09427"
"202","AT1G09433"
"203","AT1G09453"
"204","AT1G09500"
"205","AT1G09513"
"206","AT1G09520"
"207","AT1G09527"
"208","AT1G09580"
"209","AT1G09645"
"210","AT1G09777"
"211","AT1G09815"
"212","AT1G09867"
"213","AT1G09870"
"214","AT1G09877"
"215","AT1G09907"
"216","AT1G09920"
"217","AT1G09932"
"218","AT1G10010"
"219","AT1G10140"
"220","AT1G10380"
"221","AT1G10430"
"222","AT1G10470"
"223","AT1G10500"
"224","AT1G10530"
"225","AT1G10660"
"226","AT1G10710"
"227","AT1G10760"
"228","AT1G10865"
"229","AT1G10890"
"230","AT1G10940"
"231","AT1G11070"
"232","AT1G11112"
"233","AT1G11175"
"234","AT1G11190"
"235","AT1G11200"
"236","AT1G11240"
"237","AT1G11260"
"238","AT1G11310"
"239","AT1G11350"
"240","AT1G11430"
"241","AT1G11530"
"242","AT1G11890"
"243","AT1G12010"
"244","AT1G12110"
"245","AT1G12120"
"246","AT1G12160"
"247","AT1G12200"
"248","AT1G12240"
"249","AT1G12340"
"250","AT1G12360"
"251","AT1G12400"
"252","AT1G12410"
"253","AT1G12520"
"254","AT1G12530"
"255","AT1G12580"
"256","AT1G12640"
"257","AT1G12650"
"258","AT1G12740"
"259","AT1G12760"
"260","AT1G12780"
"261","AT1G12810"
"262","AT1G12820"
"263","AT1G12830"
"264","AT1G12845"
"265","AT1G12850"
"266","AT1G13150"
"267","AT1G13220"
"268","AT1G13245"
"269","AT1G13260"
"270","AT1G13310"
"271","AT1G13320"
"272","AT1G13360"
"273","AT1G13400"
"274","AT1G13450"
"275","AT1G13635"
"276","AT1G13670"
"277","AT1G13690"
"278","AT1G13730"
"279","AT1G13930"
"280","AT1G13950"
"281","AT1G13980"
"282","AT1G14000"
"283","AT1G14060"
"284","AT1G14071"
"285","AT1G14160"
"286","AT1G14220"
"287","AT1G14240"
"288","AT1G14290"
"289","AT1G14300"
"290","AT1G14380"
"291","AT1G14410"
"292","AT1G14453"
"293","AT1G14650"
"294","AT1G14690"
"295","AT1G14730"
"296","AT1G14740"
"297","AT1G14860"
"298","AT1G15230"
"299","AT1G15280"
"300","AT1G15390"
"301","AT1G15405"
"302","AT1G15550"
"303","AT1G15580"
"304","AT1G15670"
"305","AT1G15740"
"306","AT1G15772"
"307","AT1G15810"
"308","AT1G15830"
"309","AT1G15860"
"310","AT1G15920"
"311","AT1G15960"
"312","AT1G16040"
"313","AT1G16190"
"314","AT1G16210"
"315","AT1G16840"
"316","AT1G16860"
"317","AT1G16870"
"318","AT1G16900"
"319","AT1G16916"
"320","AT1G17090"
"321","AT1G17130"
"322","AT1G17147"
"323","AT1G17190"
"324","AT1G17210"
"325","AT1G17280"
"326","AT1G17300"
"327","AT1G17310"
"328","AT1G17380"
"329","AT1G17455"
"330","AT1G17510"
"331","AT1G17530"
"332","AT1G17600"
"333","AT1G17620"
"334","AT1G17720"
"335","AT1G17730"
"336","AT1G17745"
"337","AT1G17990"
"338","AT1G18150"
"339","AT1G18250"
"340","AT1G18270"
"341","AT1G18460"
"342","AT1G18470"
"343","AT1G18480"
"344","AT1G18490"
"345","AT1G18720"
"346","AT1G18740"
"347","AT1G18840"
"348","AT1G18890"
"349","AT1G18960"
"350","AT1G18975"
"351","AT1G18980"
"352","AT1G19300"
"353","AT1G19310"
"354","AT1G19400"
"355","AT1G19450"
"356","AT1G19530"
