"","col_GC_c1.which.mclass....9...1."
"1","AT1G01130"
"2","AT1G01140"
"3","AT1G01200"
"4","AT1G01340"
"5","AT1G01660"
"6","AT1G01740"
"7","AT1G01810"
"8","AT1G01900"
"9","AT1G02030"
"10","AT1G02230"
"11","AT1G02300"
"12","AT1G02380"
"13","AT1G02530"
"14","AT1G02570"
"15","AT1G02575"
"16","AT1G02660"
"17","AT1G02670"
"18","AT1G02705"
"19","AT1G03070"
"20","AT1G03130"
"21","AT1G03200"
"22","AT1G03240"
"23","AT1G03300"
"24","AT1G03340"
"25","AT1G03400"
"26","AT1G03540"
"27","AT1G03545"
"28","AT1G03600"
"29","AT1G03620"
"30","AT1G03800"
"31","AT1G03940"
"32","AT1G03990"
"33","AT1G03993"
"34","AT1G04007"
"35","AT1G04067"
"36","AT1G04163"
"37","AT1G04233"
"38","AT1G04247"
"39","AT1G04357"
"40","AT1G04477"
"41","AT1G04600"
"42","AT1G04620"
"43","AT1G04733"
"44","AT1G04767"
"45","AT1G04778"
"46","AT1G04823"
"47","AT1G04827"
"48","AT1G04873"
"49","AT1G04880"
"50","AT1G04917"
"51","AT1G05033"
"52","AT1G05065"
"53","AT1G05200"
"54","AT1G05240"
"55","AT1G05267"
"56","AT1G05273"
"57","AT1G05277"
"58","AT1G05287"
"59","AT1G05300"
"60","AT1G05333"
"61","AT1G05400"
"62","AT1G05453"
"63","AT1G05530"
"64","AT1G05610"
"65","AT1G05690"
"66","AT1G05700"
"67","AT1G05753"
"68","AT1G05773"
"69","AT1G05820"
"70","AT1G05843"
"71","AT1G06045"
"72","AT1G06080"
"73","AT1G06083"
"74","AT1G06113"
"75","AT1G06120"
"76","AT1G06143"
"77","AT1G06213"
"78","AT1G06320"
"79","AT1G06330"
"80","AT1G06357"
"81","AT1G06430"
"82","AT1G06643"
"83","AT1G06647"
"84","AT1G06680"
"85","AT1G06690"
"86","AT1G06923"
"87","AT1G07010"
"88","AT1G07119"
"89","AT1G07120"
"90","AT1G07150"
"91","AT1G07400"
"92","AT1G07407"
"93","AT1G07513"
"94","AT1G07560"
"95","AT1G07620"
"96","AT1G07667"
"97","AT1G07733"
"98","AT1G07737"
"99","AT1G07753"
"100","AT1G07795"
"101","AT1G07813"
"102","AT1G07902"
"103","AT1G07903"
"104","AT1G07933"
"105","AT1G07937"
"106","AT1G08035"
"107","AT1G08213"
"108","AT1G08217"
"109","AT1G08290"
"110","AT1G08293"
"111","AT1G08300"
"112","AT1G08310"
"113","AT1G08317"
"114","AT1G08380"
"115","AT1G08387"
"116","AT1G08463"
"117","AT1G08507"
"118","AT1G08723"
"119","AT1G08857"
"120","AT1G08900"
"121","AT1G08973"
"122","AT1G08980"
"123","AT1G09023"
"124","AT1G09155"
"125","AT1G09170"
"126","AT1G09220"
"127","AT1G09327"
"128","AT1G09383"
"129","AT1G09420"
"130","AT1G09480"
"131","AT1G09493"
"132","AT1G09497"
"133","AT1G09523"
"134","AT1G09530"
"135","AT1G09533"
"136","AT1G09543"
"137","AT1G09617"
"138","AT1G09673"
"139","AT1G09697"
"140","AT1G09812"
"141","AT1G09833"
"142","AT1G09860"
"143","AT1G09913"
"144","AT1G09963"
"145","AT1G10000"
"146","AT1G10095"
"147","AT1G10110"
"148","AT1G10220"
"149","AT1G10340"
"150","AT1G10360"
"151","AT1G10657"
"152","AT1G10770"
"153","AT1G10800"
"154","AT1G10920"
"155","AT1G11180"
"156","AT1G11290"
"157","AT1G11460"
"158","AT1G11490"
