"","col_GC_c1.which.mclass....8...1."
"1","AT1G01010"
"2","AT1G01030"
"3","AT1G01040"
"4","AT1G01120"
"5","AT1G01180"
"6","AT1G01220"
"7","AT1G01225"
"8","AT1G01260"
"9","AT1G01300"
"10","AT1G01320"
"11","AT1G01440"
"12","AT1G01450"
"13","AT1G01500"
"14","AT1G01580"
"15","AT1G01610"
"16","AT1G01690"
"17","AT1G01710"
"18","AT1G01730"
"19","AT1G01760"
"20","AT1G01790"
"21","AT1G01830"
"22","AT1G01930"
"23","AT1G01970"
"24","AT1G02020"
"25","AT1G02270"
"26","AT1G02290"
"27","AT1G02340"
"28","AT1G02360"
"29","AT1G02370"
"30","AT1G02400"
"31","AT1G02430"
"32","AT1G02440"
"33","AT1G02475"
"34","AT1G02610"
"35","AT1G02640"
"36","AT1G02740"
"37","AT1G02860"
"38","AT1G02870"
"39","AT1G02910"
"40","AT1G02920"
"41","AT1G03000"
"42","AT1G03010"
"43","AT1G03140"
"44","AT1G03160"
"45","AT1G03180"
"46","AT1G03370"
"47","AT1G03440"
"48","AT1G03520"
"49","AT1G03550"
"50","AT1G03650"
"51","AT1G03660"
"52","AT1G03740"
"53","AT1G03750"
"54","AT1G03760"
"55","AT1G03820"
"56","AT1G03920"
"57","AT1G03930"
"58","AT1G03950"
"59","AT1G04010"
"60","AT1G04047"
"61","AT1G04053"
"62","AT1G04220"
"63","AT1G04230"
"64","AT1G04280"
"65","AT1G04353"
"66","AT1G04360"
"67","AT1G04433"
"68","AT1G04463"
"69","AT1G04555"
"70","AT1G04635"
"71","AT1G04640"
"72","AT1G04647"
"73","AT1G04707"
"74","AT1G04710"
"75","AT1G04760"
"76","AT1G04773"
"77","AT1G04803"
"78","AT1G04833"
"79","AT1G04940"
"80","AT1G04945"
"81","AT1G04977"
"82","AT1G05000"
"83","AT1G05060"
"84","AT1G05090"
"85","AT1G05140"
"86","AT1G05183"
"87","AT1G05187"
"88","AT1G05310"
"89","AT1G05320"
"90","AT1G05440"
"91","AT1G05460"
"92","AT1G05553"
"93","AT1G05590"
"94","AT1G05650"
"95","AT1G05660"
"96","AT1G05687"
"97","AT1G05770"
"98","AT1G05780"
"99","AT1G05790"
"100","AT1G05835"
"101","AT1G05837"
"102","AT1G06000"
"103","AT1G06002"
"104","AT1G06050"
"105","AT1G06220"
"106","AT1G06225"
"107","AT1G06227"
"108","AT1G06230"
"109","AT1G06460"
"110","AT1G06475"
"111","AT1G06490"
"112","AT1G06510"
"113","AT1G06650"
"114","AT1G06660"
"115","AT1G06730"
"116","AT1G06800"
"117","AT1G06840"
"118","AT1G06910"
"119","AT1G06980"
"120","AT1G07000"
"121","AT1G07020"
"122","AT1G07090"
"123","AT1G07128"
"124","AT1G07130"
"125","AT1G07135"
"126","AT1G07175"
"127","AT1G07240"
"128","AT1G07280"
"129","AT1G07300"
"130","AT1G07367"
"131","AT1G07373"
"132","AT1G07380"
"133","AT1G07410"
"134","AT1G07630"
"135","AT1G07650"
"136","AT1G07700"
"137","AT1G07725"
"138","AT1G07740"
"139","AT1G07745"
"140","AT1G07847"
"141","AT1G07870"
"142","AT1G07910"
"143","AT1G08000"
"144","AT1G08043"
"145","AT1G08060"
"146","AT1G08087"
"147","AT1G08160"
"148","AT1G08250"
"149","AT1G08280"
"150","AT1G08315"
"151","AT1G08320"
"152","AT1G08400"
"153","AT1G08470"
"154","AT1G08520"
"155","AT1G08530"
"156","AT1G08610"
"157","AT1G08720"
"158","AT1G08727"
"159","AT1G08800"
"160","AT1G08803"
"161","AT1G08890"
"162","AT1G08910"
"163","AT1G08940"
"164","AT1G08960"
"165","AT1G08990"
"166","AT1G09000"
"167","AT1G09053"
"168","AT1G09090"
"169","AT1G09195"
"170","AT1G09320"
"171","AT1G09363"
"172","AT1G09440"
"173","AT1G09450"
"174","AT1G09540"
"175","AT1G09610"
"176","AT1G09794"
"177","AT1G09810"
"178","AT1G09890"
"179","AT1G09940"
"180","AT1G09960"
"181","AT1G10050"
"182","AT1G10070"
"183","AT1G10090"
