"","col_GC_c1.which.mclass....3...1."
"1","AT1G01160"
"2","AT1G01510"
"3","AT1G01550"
"4","AT1G01720"
"5","AT1G01800"
"6","AT1G02130"
"7","AT1G02160"
"8","AT1G02305"
"9","AT1G02816"
"10","AT1G02840"
"11","AT1G02850"
"12","AT1G02900"
"13","AT1G03210"
"14","AT1G03230"
"15","AT1G03330"
"16","AT1G03410"
"17","AT1G03860"
"18","AT1G03900"
"19","AT1G04080"
"20","AT1G04140"
"21","AT1G04170"
"22","AT1G04183"
"23","AT1G04190"
"24","AT1G04250"
"25","AT1G04340"
"26","AT1G04430"
"27","AT1G04503"
"28","AT1G04510"
"29","AT1G04630"
"30","AT1G04680"
"31","AT1G04850"
"32","AT1G04870"
"33","AT1G05205"
"34","AT1G05347"
"35","AT1G05680"
"36","AT1G05720"
"37","AT1G05927"
"38","AT1G06040"
"39","AT1G06110"
"40","AT1G06200"
"41","AT1G06390"
"42","AT1G06400"
"43","AT1G06515"
"44","AT1G06700"
"45","AT1G06890"
"46","AT1G07070"
"47","AT1G07080"
"48","AT1G07170"
"49","AT1G07210"
"50","AT1G07360"
"51","AT1G07370"
"52","AT1G07420"
"53","AT1G07660"
"54","AT1G07750"
"55","AT1G07790"
"56","AT1G07830"
"57","AT1G07887"
"58","AT1G07960"
"59","AT1G08110"
"60","AT1G08560"
"61","AT1G08580"
"62","AT1G08650"
"63","AT1G08880"
"64","AT1G09140"
"65","AT1G09150"
"66","AT1G09270"
"67","AT1G09330"
"68","AT1G09430"
"69","AT1G09570"
"70","AT1G09620"
"71","AT1G09630"
"72","AT1G09660"
"73","AT1G09740"
"74","AT1G09760"
"75","AT1G09840"
"76","AT1G10030"
"77","AT1G10120"
"78","AT1G10200"
"79","AT1G11360"
"80","AT1G11400"
"81","AT1G11475"
"82","AT1G11480"
"83","AT1G11545"
"84","AT1G11650"
"85","AT1G11670"
"86","AT1G11750"
"87","AT1G11840"
"88","AT1G11860"
"89","AT1G11910"
"90","AT1G12390"
"91","AT1G12440"
"92","AT1G12910"
"93","AT1G13060"
"94","AT1G13280"
"95","AT1G13380"
"96","AT1G13560"
"97","AT1G13590"
"98","AT1G14010"
"99","AT1G14210"
"100","AT1G14510"
"101","AT1G14610"
"102","AT1G14620"
"103","AT1G14670"
"104","AT1G14810"
"105","AT1G14830"
"106","AT1G14870"
"107","AT1G14890"
"108","AT1G14900"
"109","AT1G15040"
"110","AT1G15100"
"111","AT1G15210"
"112","AT1G15250"
"113","AT1G15340"
"114","AT1G15350"
"115","AT1G15370"
"116","AT1G15400"
"117","AT1G15420"
"118","AT1G15500"
"119","AT1G15750"
"120","AT1G15880"
"121","AT1G15950"
"122","AT1G16000"
"123","AT1G16170"
"124","AT1G16240"
"125","AT1G16350"
"126","AT1G16460"
"127","AT1G16470"
"128","AT1G16560"
"129","AT1G16610"
"130","AT1G16740"
"131","AT1G16880"
"132","AT1G17080"
"133","AT1G17170"
"134","AT1G17180"
"135","AT1G17290"
"136","AT1G17370"
"137","AT1G17470"
"138","AT1G17860"
"139","AT1G17890"
"140","AT1G18070"
"141","AT1G18450"
"142","AT1G18640"
"143","AT1G18800"
"144","AT1G18880"
"145","AT1G19120"
"146","AT1G19130"
"147","AT1G19350"
"148","AT1G19360"
"149","AT1G19870"
"150","AT1G19920"
"151","AT1G20100"
"152","AT1G20160"
"153","AT1G20200"
"154","AT1G20220"
"155","AT1G20260"
"156","AT1G20430"
"157","AT1G20450"
"158","AT1G20840"
"159","AT1G20850"
"160","AT1G20950"
"161","AT1G20960"
"162","AT1G21050"
"163","AT1G21090"
"164","AT1G21190"
"165","AT1G21313"
"166","AT1G21770"
"167","AT1G21780"
"168","AT1G21930"
"169","AT1G22190"
"170","AT1G22410"
"171","AT1G22520"
"172","AT1G22530"
"173","AT1G22880"
"174","AT1G23190"
"175","AT1G23280"
"176","AT1G23400"
"177","AT1G23410"
"178","AT1G23440"
"179","AT1G23820"
"180","AT1G23860"
"181","AT1G24180"
"182","AT1G24880"
"183","AT1G24881"
"184","AT1G24996"
"185","AT1G25490"
"186","AT1G25550"
"187","AT1G26110"
"188","AT1G26270"
"189","AT1G26470"
"190","AT1G26550"
"191","AT1G26665"
"192","AT1G26670"
"193","AT1G26740"
"194","AT1G26750"
"195","AT1G26850"
"196","AT1G27090"
"197","AT1G27130"
"198","AT1G27290"
"199","AT1G27300"
"200","AT1G27435"
"201","AT1G27650"
"202","AT1G28110"
"203","AT1G28250"
"204","AT1G28400"
"205","AT1G29150"
"206","AT1G29280"
"207","AT1G29310"
"208","AT1G29350"
"209","AT1G29370"
"210","AT1G29470"
"211","AT1G29520"
"212","AT1G29850"
"213","AT1G29900"
"214","AT1G29950"
"215","AT1G29990"
"216","AT1G30120"
"217","AT1G30270"
"218","AT1G30360"
"219","AT1G30440"
"220","AT1G30510"
"221","AT1G30750"
"222","AT1G30760"
"223","AT1G30820"
"224","AT1G30880"
"225","AT1G30890"
"226","AT1G30970"
"227","AT1G31770"
"228","AT1G31850"
"229","AT1G31860"
"230","AT1G31970"
"231","AT1G32100"
"232","AT1G32170"
"233","AT1G32230"
"234","AT1G32400"
"235","AT1G32580"
"236","AT1G32790"
"237","AT1G32920"
"238","AT1G33040"
"239","AT1G33470"
"240","AT1G34418"
"241","AT1G35516"
"242","AT1G35580"
"243","AT1G36050"
"244","AT1G36060"
"245","AT1G36730"
"246","AT1G37130"
"247","AT1G43130"
"248","AT1G43190"
"249","AT1G43890"
"250","AT1G45000"
"251","AT1G46264"
"252","AT1G47128"
"253","AT1G47200"
"254","AT1G47250"
"255","AT1G47278"
"256","AT1G47490"
"257","AT1G47640"
"258","AT1G47670"
"259","AT1G47830"
"260","AT1G48030"
"261","AT1G48160"
"262","AT1G48200"
"263","AT1G48410"
"264","AT1G48440"
"265","AT1G48850"
"266","AT1G49140"
"267","AT1G49300"
"268","AT1G49310"
"269","AT1G49470"
"270","AT1G49480"
"271","AT1G49500"
"272","AT1G50060"
"273","AT1G50200"
"274","AT1G50370"
"275","AT1G50430"
"276","AT1G50480"
"277","AT1G50670"
"278","AT1G51070"
"279","AT1G51160"
"280","AT1G51690"
"281","AT1G51730"
"282","AT1G51980"
"283","AT1G52200"
"284","AT1G52380"
"285","AT1G52600"
"286","AT1G52670"
"287","AT1G52720"
"288","AT1G52910"
"289","AT1G52930"
"290","AT1G52980"
"291","AT1G53000"
"292","AT1G53210"
"293","AT1G53310"
"294","AT1G53320"
"295","AT1G53480"
"296","AT1G53580"
"297","AT1G53850"
"298","AT1G53910"
"299","AT1G54000"
"300","AT1G54080"
"301","AT1G54270"
"302","AT1G54320"
"303","AT1G54690"
"304","AT1G55160"
"305","AT1G55840"
"306","AT1G55850"
"307","AT1G55920"
"308","AT1G56200"
"309","AT1G56680"
"310","AT1G56700"
"311","AT1G57620"
"312","AT1G57680"
"313","AT1G58235"
"314","AT1G58380"
"315","AT1G59610"
"316","AT1G59900"
"317","AT1G59960"
"318","AT1G60710"
"319","AT1G60780"
"320","AT1G61250"
"321","AT1G61620"
"322","AT1G61780"
"323","AT1G61890"
"324","AT1G62180"
"325","AT1G62790"
"326","AT1G63000"
"327","AT1G63110"
"328","AT1G63180"
"329","AT1G63220"
"330","AT1G63660"
"331","AT1G63770"
"332","AT1G63830"
"333","AT1G63840"
"334","AT1G63940"
"335","AT1G63980"
"336","AT1G64040"
"337","AT1G64190"
"338","AT1G64490"
"339","AT1G64550"
"340","AT1G64640"
"341","AT1G64650"
"342","AT1G64720"
"343","AT1G65010"
"344","AT1G65220"
"345","AT1G65845"
"346","AT1G65960"
"347","AT1G66140"
"348","AT1G66680"
"349","AT1G67730"
"350","AT1G68000"
"351","AT1G68140"
"352","AT1G68490"
"353","AT1G68560"
"354","AT1G68680"
"355","AT1G68790"
"356","AT1G69040"
"357","AT1G69295"
"358","AT1G69460"
"359","AT1G69600"
"360","AT1G69760"
"361","AT1G70190"
"362","AT1G70350"
"363","AT1G70410"
"364","AT1G70660"
"365","AT1G70710"
"366","AT1G70770"
"367","AT1G71010"
"368","AT1G71260"
"369","AT1G71780"
"370","AT1G71860"
"371","AT1G71880"
"372","AT1G71950"
"373","AT1G72170"
"374","AT1G72510"
"375","AT1G72550"
