Gene,TotalEvidenceCounts,EvidenceHit:WS_c1_which_mclass____3___1_,EvidenceGO:WS_c1_which_mclass____3___1_,EvidencePPI:WS_c1_which_mclass____3___1_
838096,3.0,1,1,1
831792,3.0,1,1,1
843058,3.0,1,1,1
819249,3.0,1,1,1
824010,3.0,1,1,1
831327,3.0,1,1,1
834133,3.0,1,1,1
843676,3.0,1,1,1
842120,3.0,1,1,1
842999,3.0,1,1,1
843334,3.0,1,1,1
817593,3.0,1,1,1
842069,3.0,1,1,1
825435,3.0,1,1,1
836762,3.0,1,1,1
842568,3.0,1,1,1
843249,3.0,1,1,1
831202,3.0,1,1,1
819359,3.0,1,1,1
822415,3.0,1,1,1
843524,3.0,1,1,1
824184,3.0,1,1,1
827574,2.0,1,0,1
832723,2.0,1,0,1
821386,2.0,1,0,1
830833,2.0,1,1,0
830575,2.0,1,0,1
843165,2.0,1,0,1
842079,2.0,1,1,0
839747,2.0,1,1,0
824195,2.0,1,0,1
837084,2.0,1,0,1
837217,2.0,1,1,0
28717267,2.0,1,1,0
841761,2.0,1,0,1
839982,2.0,1,0,1
834925,2.0,1,0,1
844412,2.0,1,0,1
840371,2.0,1,0,1
833704,2.0,1,1,0
835626,2.0,1,0,1
839073,2.0,1,0,1
830892,2.0,1,1,0
821106,2.0,1,1,0
822239,2.0,1,0,1
817762,2.0,1,0,1
7922426,2.0,1,1,0
821902,2.0,1,0,1
821725,2.0,1,1,0
819997,2.0,1,1,0
835413,2.0,1,0,1
829521,2.0,1,1,0
841271,2.0,1,0,1
829956,2.0,1,1,0
823681,2.0,1,0,1
826590,2.0,1,1,0
828313,2.0,1,0,1
834818,2.0,1,0,1
843734,2.0,1,1,0
2745895,2.0,1,0,1
819166,2.0,1,0,1
829929,2.0,1,0,1
839887,2.0,1,0,1
829058,2.0,1,0,1
827379,2.0,1,0,1
831060,2.0,1,0,1
830293,2.0,1,0,1
844051,2.0,1,0,1
816317,2.0,1,1,0
842150,2.0,1,1,0
822170,2.0,1,0,1
827631,2.0,1,0,1
819867,2.0,1,1,0
837255,2.0,1,0,1
814898,2.0,1,0,1
818237,2.0,1,0,1
816819,2.0,1,0,1
3768521,2.0,1,1,0
835166,2.0,1,1,0
828364,2.0,1,1,0
824601,2.0,1,0,1
822424,2.0,1,0,1
828084,2.0,1,1,0
827583,2.0,1,1,0
816735,2.0,1,1,0
833978,2.0,1,0,1
837600,2.0,1,0,1
830649,2.0,1,1,0
828206,2.0,1,0,1
830671,2.0,1,1,0
835478,2.0,1,0,1
836044,2.0,1,0,1
843158,2.0,1,1,0
820564,2.0,1,1,0
835040,2.0,1,0,1
815843,2.0,1,0,1
828034,2.0,1,0,1
827785,2.0,1,0,1
816726,2.0,1,0,1
836053,2.0,1,1,0
838374,2.0,1,1,0
843161,2.0,1,0,1
818364,2.0,1,1,0
841749,2.0,1,0,1
817850,2.0,1,1,0
819332,2.0,1,0,1
824181,2.0,1,0,1
821507,2.0,1,0,1
829296,2.0,1,0,1
831683,2.0,1,0,1
843221,2.0,1,0,1
825775,2.0,1,0,1
831317,2.0,1,1,0
823305,2.0,1,0,1
832320,2.0,1,0,1
833573,2.0,1,0,1
817763,2.0,1,0,1
817664,2.0,1,1,0
838855,2.0,1,0,1
822151,2.0,1,1,0
820200,2.0,1,0,1
817944,2.0,1,1,0
817337,2.0,1,0,1
818414,2.0,1,0,1
832726,2.0,1,0,1
844317,2.0,1,0,1
824505,2.0,1,0,1
825238,2.0,1,0,1
843177,2.0,1,1,0
821270,2.0,1,0,1
3770302,2.0,1,0,1
820861,2.0,1,0,1
827450,2.0,1,1,0
835653,2.0,1,1,0
830378,2.0,1,1,0
837800,2.0,1,0,1
841144,2.0,1,1,0
818349,2.0,1,1,0
841143,2.0,1,1,0
828246,2.0,1,1,0
831147,2.0,1,0,1
817936,2.0,1,0,1
841816,2.0,1,0,1
829116,2.0,1,0,1
838453,2.0,1,0,1
818607,2.0,1,0,1
821828,2.0,1,0,1
819150,2.0,1,1,0
843495,2.0,1,1,0
828784,2.0,1,0,1
827587,2.0,1,1,0
827502,2.0,1,0,1
830298,2.0,1,1,0
815880,2.0,1,0,1
833556,2.0,1,0,1
825091,2.0,1,0,1
820815,2.0,1,1,0
5008332,2.0,1,1,0
819130,2.0,1,1,0
842702,2.0,1,1,0
832383,2.0,1,1,0
838928,2.0,1,1,0
830634,2.0,1,1,0
830416,2.0,1,1,0
834105,2.0,1,0,1
843317,2.0,1,0,1
818883,2.0,1,0,1
824516,2.0,1,1,0
839581,2.0,1,0,1
841616,2.0,1,0,1
835207,2.0,1,1,0
822385,2.0,1,1,0
28719283,2.0,1,1,0
838537,2.0,1,0,1
837480,2.0,1,1,0
830835,2.0,1,0,1
823560,2.0,1,0,1
818628,2.0,1,0,1
839541,2.0,1,1,0
831436,2.0,1,0,1
28716239,2.0,1,1,0
817185,2.0,1,1,0
829899,2.0,1,0,1
831256,2.0,1,0,1
815354,2.0,1,0,1
829876,2.0,1,0,1
843244,2.0,1,0,1
836307,2.0,1,0,1
822009,2.0,1,1,0
825171,2.0,1,0,1
828593,2.0,1,1,0
835511,2.0,1,0,1
842932,2.0,1,1,0
843143,2.0,1,0,1
6240987,2.0,1,0,1
826750,2.0,1,0,1
818319,2.0,1,0,1
821554,2.0,1,0,1
843479,2.0,1,0,1
841156,2.0,1,1,0
832146,2.0,1,0,1
817679,2.0,1,0,1
824174,2.0,1,0,1
836003,2.0,1,1,0
825660,2.0,1,0,1
836406,2.0,1,0,1
820464,2.0,1,1,0
820506,2.0,1,1,0
832597,2.0,1,0,1
843954,2.0,1,0,1
818759,2.0,1,0,1
826739,2.0,1,0,1
835666,2.0,1,1,0
3768753,2.0,1,0,1
820227,2.0,1,0,1
818199,2.0,1,0,1
842749,2.0,1,1,0
817362,2.0,1,0,1
829469,2.0,1,1,0
815176,2.0,1,0,1
5007842,2.0,1,1,0
844092,2.0,1,0,1
825004,2.0,1,0,1
825047,2.0,1,0,1
816365,2.0,1,0,1
28721288,2.0,1,1,0
841218,2.0,1,0,1
827114,2.0,1,0,1
836832,2.0,1,0,1
839173,2.0,1,0,1
831128,2.0,1,0,1
818611,2.0,1,0,1
820276,2.0,1,0,1
835898,2.0,1,1,0
819339,2.0,1,0,1
817490,2.0,1,0,1
838004,2.0,1,1,0
819810,2.0,1,0,1
817591,2.0,1,0,1
834385,2.0,1,0,1
819188,2.0,1,0,1
825855,2.0,1,0,1
822401,2.0,1,0,1
819173,2.0,1,0,1
828968,2.0,1,1,0
824969,2.0,1,0,1
817975,2.0,1,0,1
816286,2.0,1,0,1
844307,2.0,1,0,1
838887,2.0,1,0,1
838719,2.0,1,0,1
841559,2.0,1,1,0
827641,2.0,1,0,1
833500,2.0,1,0,1
826148,2.0,1,0,1
836743,2.0,1,0,1
836659,2.0,1,1,0
837270,2.0,1,0,1
817273,2.0,1,1,0
828781,2.0,1,1,0
837227,2.0,1,0,1
819313,2.0,1,0,1
831553,2.0,1,0,1
832204,2.0,1,0,1
828420,2.0,1,0,1
835196,2.0,1,1,0
816895,2.0,1,1,0
830115,2.0,1,1,0
824844,2.0,1,0,1
830379,2.0,1,1,0
828067,2.0,1,1,0
843645,2.0,1,1,0
830432,2.0,1,1,0
841966,2.0,1,0,1
819988,2.0,1,1,0
822187,2.0,1,1,0
6240912,2.0,1,1,0
821026,2.0,1,0,1
824193,2.0,1,0,1
834489,2.0,1,1,0
826752,2.0,1,0,1
835755,2.0,1,0,1
820556,2.0,1,0,1
819728,2.0,1,1,0
829692,2.0,1,0,1
821151,2.0,1,0,1
836455,2.0,1,1,0
836283,2.0,1,1,0
822010,2.0,1,1,0
825780,2.0,1,0,1
835154,2.0,1,0,1
818431,2.0,1,0,1
834279,2.0,1,0,1
831836,2.0,1,1,0
834952,2.0,1,0,1
819368,2.0,1,1,0
817674,2.0,1,0,1
834499,2.0,1,1,0
837614,2.0,1,1,0
831127,2.0,1,1,0
832069,2.0,1,0,1
825703,2.0,1,1,0
838486,2.0,1,0,1
829934,2.0,1,0,1
820316,2.0,1,1,0
841371,2.0,1,0,1
836055,2.0,1,1,0
832061,2.0,1,0,1
834270,2.0,1,0,1
842956,2.0,1,0,1
838831,2.0,1,1,0
819393,2.0,1,0,1
830494,2.0,1,0,1
816778,2.0,1,1,0
834894,2.0,1,1,0
841028,2.0,1,0,1
829534,2.0,1,0,1
834080,2.0,1,1,0
828643,2.0,1,0,1
843208,2.0,1,1,0
836049,2.0,1,1,0
818767,2.0,1,0,1
832587,2.0,1,0,1
837660,2.0,1,1,0
814655,2.0,1,0,1
835041,2.0,1,0,1
826733,2.0,1,0,1
827363,2.0,1,0,1
820748,2.0,1,0,1
832611,2.0,1,0,1
839476,2.0,1,0,1
841406,2.0,1,0,1
835253,2.0,1,0,1
833973,2.0,1,1,0
844350,2.0,1,1,0
843296,2.0,1,0,1
823579,2.0,1,1,0
820823,2.0,1,0,1
829835,2.0,1,0,1
820380,2.0,1,0,1
814879,2.0,1,0,1
834950,2.0,1,1,0
837847,2.0,1,0,1
820475,2.0,1,0,1
817047,2.0,1,0,1
829055,2.0,1,1,0
839893,2.0,1,0,1
839201,2.0,1,0,1
838683,2.0,1,0,1
28717391,2.0,1,1,0
844177,2.0,1,0,1
837353,2.0,1,0,1
825383,2.0,1,0,1
814828,2.0,1,0,1
816334,2.0,1,0,1
829039,2.0,1,0,1
842880,2.0,1,0,1
827917,2.0,1,0,1
841722,2.0,1,0,1
836632,2.0,1,0,1
837488,2.0,1,1,0
835856,2.0,1,1,0
843211,2.0,1,1,0
827523,2.0,1,0,1
31370863,1.0,1,0,0
843554,1.0,1,0,0
839682,1.0,1,0,0
826526,1.0,1,0,0
817243,1.0,1,0,0
840301,1.0,1,0,0
820514,1.0,1,0,0
835285,1.0,1,0,0
819585,1.0,1,0,0
816177,1.0,1,0,0
828739,1.0,1,0,0
829006,1.0,1,0,0
28721017,1.0,1,0,0
821853,1.0,1,0,0
28717633,1.0,1,0,0
28716635,1.0,1,0,0
830592,1.0,1,0,0
820000,1.0,1,0,0
819238,1.0,1,0,0
824443,1.0,1,0,0
843425,1.0,1,0,0
842900,1.0,1,0,0
6241398,1.0,1,0,0
28720392,1.0,1,0,0
834846,1.0,1,0,0
835693,1.0,1,0,0
815398,1.0,1,0,0
839285,1.0,1,0,0
838845,1.0,1,0,0
3770585,1.0,1,0,0
28721016,1.0,1,0,0
829092,1.0,1,0,0
843627,1.0,1,0,0
814682,1.0,1,0,0
828646,1.0,1,0,0
28720356,1.0,1,0,0
6241387,1.0,1,0,0
828433,1.0,1,0,0
834381,1.0,1,0,0
835496,1.0,1,0,0
827646,1.0,1,0,0
821194,1.0,1,0,0
6241460,1.0,1,0,0
28718230,1.0,1,0,0
828286,1.0,1,0,0
834852,1.0,1,0,0
843796,1.0,1,0,0
28716243,1.0,1,0,0
825339,1.0,1,0,0
819165,1.0,1,0,0
828881,1.0,1,0,0
839270,1.0,1,0,0
839258,1.0,1,0,0
820910,1.0,1,0,0
818902,1.0,1,0,0
28721215,1.0,1,0,0
837457,1.0,1,0,0
826498,1.0,1,0,0
826694,1.0,1,0,0
818022,1.0,1,0,0
6240426,1.0,1,0,0
841155,1.0,1,0,0
5008220,1.0,1,0,0
835817,1.0,1,0,0
833661,1.0,1,0,0
28718150,1.0,1,0,0
839492,1.0,1,0,0
826744,1.0,1,0,0
836270,1.0,1,0,0
3769752,1.0,1,0,0
843738,1.0,1,0,0
843329,1.0,1,0,0
838051,1.0,1,0,0
825806,1.0,1,0,0
822393,1.0,1,0,0
822487,1.0,1,0,0
826469,1.0,1,0,0
843976,1.0,1,0,0
824681,1.0,1,0,0
832719,1.0,1,0,0
818017,1.0,1,0,0
830296,1.0,1,0,0
28717426,1.0,1,0,0
831136,1.0,1,0,0
829986,1.0,1,0,0
824966,1.0,1,0,0
814881,1.0,1,0,0
834515,1.0,1,0,0
835686,1.0,1,0,0
818882,1.0,1,0,0
836168,1.0,1,0,0
821590,1.0,1,0,0
843586,1.0,1,0,0
3767425,1.0,1,0,0
820330,1.0,1,0,0
28717137,1.0,1,0,0
822045,1.0,1,0,0
28717258,1.0,1,0,0
816674,1.0,1,0,0
817414,1.0,1,0,0
828500,1.0,1,0,0
844113,1.0,1,0,0
836639,1.0,1,0,0
834353,1.0,1,0,0
841862,1.0,1,0,0
832522,1.0,1,0,0
28717251,1.0,1,0,0
28717247,1.0,1,0,0
819850,1.0,1,0,0
6241165,1.0,1,0,0
821171,1.0,1,0,0
830983,1.0,1,0,0
822097,1.0,1,0,0
28717974,1.0,1,0,0
818306,1.0,1,0,0
839071,1.0,1,0,0
828701,1.0,1,0,0
843753,1.0,1,0,0
816887,1.0,1,0,0
820620,1.0,1,0,0
819562,1.0,1,0,0
829110,1.0,1,0,0
832803,1.0,1,0,0
28718018,1.0,1,0,0
5008109,1.0,1,0,0
28720377,1.0,1,0,0
817497,1.0,1,0,0
838399,1.0,1,0,0
28719340,1.0,1,0,0
821645,1.0,1,0,0
832101,1.0,1,0,0
6241352,1.0,1,0,0
839548,1.0,1,0,0
832364,1.0,1,0,0
820161,1.0,1,0,0
10723092,1.0,1,0,0
824573,1.0,1,0,0
6240256,1.0,1,0,0
830112,1.0,1,0,0
843112,1.0,1,0,0
824261,1.0,1,0,0
829207,1.0,1,0,0
835528,1.0,1,0,0
835420,1.0,1,0,0
28718835,1.0,1,0,0
829068,1.0,1,0,0
844122,1.0,1,0,0
837795,1.0,1,0,0
10723047,1.0,1,0,0
820402,1.0,1,0,0
822421,1.0,1,0,0
