"","phyD_GC_c1.which.mclass....1...1."
"128","AT1G06237"
"129","AT1G06243"
"130","AT1G06253"
"131","AT1G06257"
"132","AT1G06260"
"133","AT1G06273"
"134","AT1G06283"
"135","AT1G06337"
"136","AT1G06350"
"137","AT1G06423"
"138","AT1G06453"
"139","AT1G06457"
"140","AT1G06467"
"141","AT1G06483"
"142","AT1G06547"
"143","AT1G06553"
"144","AT1G06583"
"145","AT1G06607"
"146","AT1G06667"
"147","AT1G06687"
"148","AT1G06717"
"149","AT1G06750"
"150","AT1G06753"
"151","AT1G06757"
"152","AT1G06773"
"153","AT1G06837"
"154","AT1G06970"
"155","AT1G06977"
"156","AT1G07060"
"157","AT1G07143"
"158","AT1G07180"
"159","AT1G07267"
"160","AT1G07287"
"161","AT1G07500"
"162","AT1G07517"
"163","AT1G07563"
"164","AT1G07587"
"165","AT1G07647"
"166","AT1G07653"
"167","AT1G07663"
"168","AT1G07690"
"169","AT1G07693"
"170","AT1G07697"
"171","AT1G07703"
"172","AT1G07823"
"173","AT1G07850"
"174","AT1G07853"
"175","AT1G07880"
"176","AT1G07901"
"177","AT1G07913"
"178","AT1G08005"
"179","AT1G08073"
"180","AT1G08097"
"181","AT1G08103"
"182","AT1G08115"
"183","AT1G08120"
"184","AT1G08147"
"185","AT1G08165"
"186","AT1G08273"
"187","AT1G08287"
"188","AT1G08310"
"189","AT1G08323"
"190","AT1G08393"
"191","AT1G08537"
"192","AT1G08547"
"193","AT1G08557"
"194","AT1G08563"
"195","AT1G08567"
"196","AT1G08573"
"197","AT1G08597"
"198","AT1G08633"
"199","AT1G08667"
"200","AT1G08697"
"201","AT1G08707"
"202","AT1G08713"
"203","AT1G08810"
"204","AT1G08823"
"205","AT1G08827"
"206","AT1G08853"
"207","AT1G08860"
"208","AT1G08903"
"209","AT1G08937"
"210","AT1G08967"
"211","AT1G09003"
"212","AT1G09017"
"213","AT1G09063"
"214","AT1G09067"
"215","AT1G09083"
"216","AT1G09167"
"217","AT1G09176"
"218","AT1G09180"
"219","AT1G09193"
"220","AT1G09233"
"221","AT1G09253"
"222","AT1G09257"
"223","AT1G09267"
"224","AT1G09287"
"225","AT1G09317"
"226","AT1G09323"
"227","AT1G09400"
"228","AT1G09410"
"229","AT1G09421"
"230","AT1G09423"
"231","AT1G09427"
"232","AT1G09433"
"233","AT1G09453"
"234","AT1G09467"
"235","AT1G09473"
"236","AT1G09527"
"237","AT1G09537"
"238","AT1G09553"
"239","AT1G09557"
"240","AT1G09603"
"241","AT1G09607"
"242","AT1G09677"
"243","AT1G09687"
"244","AT1G09753"
"245","AT1G09757"
"246","AT1G09773"
"247","AT1G09777"
"248","AT1G09793"
"249","AT1G09797"
"250","AT1G09803"
"251","AT1G09823"
"252","AT1G09843"
"253","AT1G09877"
"254","AT1G09897"
"255","AT1G09903"
"256","AT1G09907"
"257","AT1G09917"
"258","AT1G09950"
"259","AT1G10550"
"260","AT1G10680"
"261","AT1G10710"
"262","AT1G10747"
"263","AT1G10875"
"264","AT1G11070"
"265","AT1G11112"
"266","AT1G11350"
"267","AT1G11362"
"268","AT1G11410"
"269","AT1G11510"
"270","AT1G11572"
"271","AT1G11590"
"272","AT1G11600"
"273","AT1G11655"
"274","AT1G11920"
"275","AT1G12013"
"276","AT1G12294"
"277","AT1G12340"
"278","AT1G12663"
"279","AT1G13143"
"280","AT1G13230"
"281","AT1G13310"
"282","AT1G13400"
"283","AT1G13490"
"284","AT1G13500"
"285","AT1G13608"
"286","AT1G13790"
"287","AT1G14071"
"288","AT1G14440"
"289","AT1G14630"
"290","AT1G14640"
"291","AT1G15125"
"292","AT1G15260"
"293","AT1G15320"
"294","AT1G15772"
"295","AT1G15830"
"296","AT1G15840"
"297","AT1G16025"
"298","AT1G16225"
"299","AT1G16230"
"300","AT1G16380"
"301","AT1G16420"
"302","AT1G16440"
"303","AT1G16530"
"304","AT1G16750"
"305","AT1G16770"
"306","AT1G16910"
"307","AT1G17260"
"308","AT1G17310"
"309","AT1G17345"
"310","AT1G17600"
"311","AT1G17610"
"312","AT1G17830"
"313","AT1G18193"
"314","AT1G18197"
"315","AT1G18400"
"316","AT1G18410"
"317","AT1G18530"
"318","AT1G18879"
"319","AT1G18990"
"320","AT1G19070"
"321","AT1G19373"
"322","AT1G19390"
"323","AT1G19550"
"324","AT1G19630"
"325","AT1G19750"
"326","AT1G20015"
"327","AT1G20020"
"328","AT1G20120"
"329","AT1G20130"
"330","AT1G20310"
"331","AT1G20400"
"332","AT1G20520"
"333","AT1G20860"
"334","AT1G20923"
"335","AT1G20925"
"336","AT1G20990"
"337","AT1G21500"
"338","AT1G21810"
"339","AT1G21860"
"340","AT1G22000"
"341","AT1G22080"
"342","AT1G22110"
"343","AT1G22160"
"344","AT1G22250"
"345","AT1G22260"
"346","AT1G22290"
"347","AT1G22340"
"348","AT1G22480"
"349","AT1G22590"
"350","AT1G22670"
"351","AT1G22680"
"352","AT1G23110"
"353","AT1G23210"
"354","AT1G23450"
"355","AT1G23510"
"356","AT1G23540"
"357","AT1G23730"
"358","AT1G24000"
"359","AT1G24020"
"360","AT1G24270"
"361","AT1G24420"
"362","AT1G24470"
"363","AT1G24570"
"364","AT1G24577"
"365","AT1G25141"
"366","AT1G25240"
"367","AT1G25277"
"368","AT1G25330"
"369","AT1G25440"
"370","AT1G26230"
"371","AT1G26233"
"372","AT1G26420"
"373","AT1G26510"
"374","AT1G26540"
"375","AT1G26590"
"376","AT1G26710"
"377","AT1G26762"
"378","AT1G26770"
"379","AT1G27080"
"380","AT1G27580"
"381","AT1G27710"
"382","AT1G27820"
"383","AT1G27890"
"384","AT1G28010"
"385","AT1G28170"
"386","AT1G28230"
"387","AT1G28450"
"388","AT1G28570"
"389","AT1G28610"
"390","AT1G28690"
"391","AT1G29540"
"392","AT1G29600"
"393","AT1G29670"
"394","AT1G29775"
"395","AT1G29780"
"396","AT1G30020"
"397","AT1G30210"
"398","AT1G30455"
"399","AT1G30560"
"400","AT1G30780"
"401","AT1G30800"
"402","AT1G30850"
"403","AT1G30920"
"404","AT1G30950"
"405","AT1G31173"
"406","AT1G31243"
"407","AT1G31485"
"408","AT1G31580"
"409","AT1G31750"
"410","AT1G31772"
"411","AT1G31820"
"412","AT1G31990"
"413","AT1G32120"
"414","AT1G32350"
"415","AT1G32385"
"416","AT1G32520"
"417","AT1G32540"
"418","AT1G32570"
"419","AT1G32710"
"420","AT1G32713"
"421","AT1G32850"
"422","AT1G32950"
"423","AT1G33100"
"424","AT1G33430"
"425","AT1G33600"
"426","AT1G33870"
"427","AT1G33890"
"428","AT1G34490"
"429","AT1G34500"
"430","AT1G34510"
"431","AT1G35180"
"432","AT1G35310"
"433","AT1G35515"
"434","AT1G35830"
"435","AT1G36992"
"436","AT1G43000"
"437","AT1G43010"
"438","AT1G44010"
"439","AT1G44414"
"440","AT1G45201"
"441","AT1G45545"
"442","AT1G45616"
"443","AT1G46480"
"444","AT1G47130"
"445","AT1G47610"
"446","AT1G47690"
"447","AT1G47700"
"448","AT1G47790"
"449","AT1G47890"
"450","AT1G48060"
"451","AT1G48180"
"452","AT1G48195"
"453","AT1G48267"
"454","AT1G48400"
"455","AT1G48470"
"456","AT1G48720"
"457","AT1G49130"
"458","AT1G49150"
"459","AT1G49210"
"460","AT1G49225"
"461","AT1G49250"
"462","AT1G49450"
"463","AT1G49530"
"464","AT1G49700"
"465","AT1G49750"
"466","AT1G49790"
"467","AT1G49900"
"468","AT1G49940"
"469","AT1G49952"
"470","AT1G49990"
"471","AT1G50180"
"472","AT1G50190"
"473","AT1G50280"
"474","AT1G50310"
"475","AT1G50390"
"476","AT1G50732"
"477","AT1G50750"
"478","AT1G51000"
"479","AT1G51055"
"480","AT1G51090"
"481","AT1G51460"
"482","AT1G51480"
"483","AT1G51670"
"484","AT1G51770"
"485","AT1G51820"
"486","AT1G51870"
"487","AT1G51880"
"488","AT1G51913"
"489","AT1G51920"
"490","AT1G51960"
"491","AT1G52100"
"492","AT1G52220"
"493","AT1G52270"
"494","AT1G52400"
"495","AT1G52410"
"496","AT1G52430"
"497","AT1G52440"
"498","AT1G52560"
"499","AT1G52570"
"500","AT1G52690"
"501","AT1G52790"
"502","AT1G52800"
"503","AT1G52820"
"504","AT1G52855"
"505","AT1G53540"
"506","AT1G53541"
"507","AT1G53610"
"508","AT1G53620"
"509","AT1G53640"
"510","AT1G53801"
"511","AT1G53935"
"512","AT1G54020"
"513","AT1G54070"
"514","AT1G54215"
"515","AT1G54280"
"516","AT1G54355"
"517","AT1G54560"
"518","AT1G54760"
"519","AT1G54773"
"520","AT1G54820"
"521","AT1G54930"
"522","AT1G54940"
"523","AT1G54970"
"524","AT1G55207"
"525","AT1G55230"
"526","AT1G55525"
"527","AT1G55550"
"528","AT1G55640"
"529","AT1G55770"
"530","AT1G55775"
"531","AT1G55800"
"532","AT1G55803"
"533","AT1G55945"
"534","AT1G56160"
"535","AT1G56242"
"536","AT1G56270"
"537","AT1G56540"
"538","AT1G56555"
"539","AT1G57943"
"540","AT1G57980"
"541","AT1G58215"
"542","AT1G58300"
"543","AT1G58320"
"544","AT1G58808"
"545","AT1G58936"
"546","AT1G59218"
"547","AT1G59620"
"548","AT1G59790"
"549","AT1G59860"
"550","AT1G60270"
"551","AT1G60350"
"552","AT1G60630"
"553","AT1G60720"
"554","AT1G60830"
"555","AT1G60986"
"556","AT1G61160"
"557","AT1G61226"
"558","AT1G61290"
"559","AT1G61300"
"560","AT1G61480"
"561","AT1G61562"
"562","AT1G61566"
"563","AT1G61710"
"564","AT1G61920"
"565","AT1G61950"
"566","AT1G62000"
"567","AT1G62030"
"568","AT1G62240"
"569","AT1G62262"
"570","AT1G62333"
"571","AT1G62360"
"572","AT1G62421"
"573","AT1G62450"
"574","AT1G62490"
"575","AT1G62530"
"576","AT1G62580"
"577","AT1G62690"
"578","AT1G62886"
"579","AT1G62900"
"580","AT1G62915"
"581","AT1G63105"
"582","AT1G63140"
"583","AT1G63330"
"584","AT1G63370"
"585","AT1G63390"
"586","AT1G63522"
"587","AT1G63630"
"588","AT1G63870"
"589","AT1G63930"
"590","AT1G64020"
"591","AT1G64150"
"592","AT1G64195"
"593","AT1G64253"
"594","AT1G64310"
"595","AT1G64405"
"596","AT1G64480"
"597","AT1G64500"
"598","AT1G64540"
"599","AT1G64561"
"600","AT1G64584"
"601","AT1G64618"
"602","AT1G64680"
"603","AT1G64820"
"604","AT1G65140"
"605","AT1G65150"
"606","AT1G65190"
"607","AT1G65200"
"608","AT1G65346"
"609","AT1G65483"
"610","AT1G65484"
"611","AT1G65490"
"612","AT1G65800"
"613","AT1G66030"
"614","AT1G66040"
"615","AT1G66090"
"616","AT1G66130"
"617","AT1G66460"
"618","AT1G66720"
"619","AT1G66870"
"620","AT1G66940"
"621","AT1G66950"
"622","AT1G66960"
"623","AT1G67000"
"624","AT1G67020"
"625","AT1G67100"
"626","AT1G67195"
"627","AT1G67220"
"628","AT1G67270"
"629","AT1G67370"
"630","AT1G67460"
"631","AT1G67481"
"632","AT1G67520"
"633","AT1G67623"
"634","AT1G67670"
"635","AT1G67740"
"636","AT1G67760"
"637","AT1G67770"
"638","AT1G67856"
"639","AT1G67980"
"640","AT1G68190"
"641","AT1G68470"
"642","AT1G68530"
"643","AT1G68568"
"644","AT1G68570"
"645","AT1G68600"
"646","AT1G68700"
"647","AT1G68750"
"648","AT1G68800"
"649","AT1G68877"
"650","AT1G69085"
"651","AT1G69540"
"652","AT1G69990"
"653","AT1G70175"
"654","AT1G70270"
"655","AT1G70450"
"656","AT1G70720"
"657","AT1G70760"
"658","AT1G70830"
"659","AT1G70880"
"660","AT1G71140"
"661","AT1G71250"
"662","AT1G71280"
"663","AT1G71300"
"664","AT1G71690"
"665","AT1G72030"
"666","AT1G72100"
"667","AT1G72270"
"668","AT1G72460"
"669","AT1G72540"
"670","AT1G72590"
"671","AT1G72620"
"672","AT1G72960"
"673","AT1G73110"
"674","AT1G73190"
"675","AT1G73510"
"676","AT1G73550"
"677","AT1G73610"
"678","AT1G73687"
"679","AT1G73700"
"680","AT1G73810"
"681","AT1G74035"
"682","AT1G74130"
"683","AT1G74205"
"684","AT1G74453"
"685","AT1G74456"
"686","AT1G74670"
"687","AT1G74830"
"688","AT1G74870"
"689","AT1G74890"
"690","AT1G75166"
"691","AT1G75240"
"692","AT1G75920"
"693","AT1G76190"
"694","AT1G76480"
"695","AT1G76530"
"696","AT1G76750"
"697","AT1G76892"
"698","AT1G76952"
"699","AT1G76965"
"700","AT1G77090"
"701","AT1G77235"
"702","AT1G77520"
"703","AT1G77730"
"704","AT1G77790"
"705","AT1G77860"
"706","AT1G77932"
"707","AT1G77980"
"708","AT1G78160"
"709","AT1G78206"
"710","AT1G78230"
"711","AT1G78320"
"712","AT1G78390"
"713","AT1G78410"
"714","AT1G78478"
"715","AT1G78500"
"716","AT1G78720"
"717","AT1G78820"
"718","AT1G78840"
"719","AT1G79100"
"720","AT1G79103"
"721","AT1G79170"
"722","AT1G79250"
"723","AT1G79360"
"724","AT1G79485"
"725","AT1G79780"
"726","AT1G80340"
"727","AT1G80390"
"728","AT1G80470"
"729","AT1G80555"
"730","AT1G80625"
"731","AT1G80745"
"732","AT2G01023"
"733","AT2G01280"
"734","AT2G01500"
"735","AT2G01610"
"736","AT2G01755"
"737","AT2G01770"
"738","AT2G01810"
"739","AT2G01960"
"740","AT2G02010"
"741","AT2G02060"
"742","AT2G02147"
"743","AT2G02320"
"744","AT2G02340"
"745","AT2G02490"
"746","AT2G02580"
"747","AT2G02640"
"748","AT2G02720"
"749","AT2G02741"
"750","AT2G02990"
"751","AT2G03020"
"752","AT2G03250"
"753","AT2G03410"
"754","AT2G03460"
"755","AT2G03630"
"756","AT2G03895"
"757","AT2G03980"
"758","AT2G03995"
"759","AT2G04020"
"760","AT2G04039"
"761","AT2G04065"
"762","AT2G04125"
"763","AT2G04145"
"764","AT2G04190"
"765","AT2G04255"
"766","AT2G04265"
"767","AT2G04285"
"768","AT2G04295"
"769","AT2G04375"
"770","AT2G04395"
"771","AT2G04405"
"772","AT2G04435"
"773","AT2G04455"
"774","AT2G04495"
"775","AT2G04515"
"776","AT2G04535"
"777","AT2G04555"
"778","AT2G04715"
"779","AT2G04725"
"780","AT2G04955"
"781","AT2G05095"
"782","AT2G05145"
"783","AT2G05155"
"784","AT2G05365"
"785","AT2G05370"
"786","AT2G05505"
"787","AT2G05665"
"788","AT2G05675"
"789","AT2G05753"
"790","AT2G05765"
"791","AT2G05895"
"792","AT2G05945"
"793","AT2G05965"
"794","AT2G05995"
"795","AT2G06085"
"796","AT2G06225"
"797","AT2G06345"
"798","AT2G06365"
"799","AT2G06525"
"800","AT2G06615"
"801","AT2G06655"
"802","AT2G06865"
"803","AT2G07000"
"804","AT2G07015"
"805","AT2G07335"
"806","AT2G07345"
"807","AT2G07435"
"808","AT2G07485"
"809","AT2G07595"
"810","AT2G07625"
"811","AT2G07629"
"812","AT2G07632"
"813","AT2G07637"
"814","AT2G07643"
"815","AT2G07644"
"816","AT2G07648"
"817","AT2G07652"
"818","AT2G07654"
"819","AT2G07656"
"820","AT2G07659"
"821","AT2G07661"
"822","AT2G07667"
"823","AT2G07669"
"824","AT2G07673"
"825","AT2G07676"
"826","AT2G07681"
"827","AT2G07689"
"828","AT2G07691"
"829","AT2G07692"
"830","AT2G07702"
"831","AT2G07705"
"832","AT2G07721"
"833","AT2G07722"
"834","AT2G07724"
"835","AT2G07732"
"836","AT2G07768"
"837","AT2G07772"
"838","AT2G07774"
"839","AT2G07775"
"840","AT2G07795"
"841","AT2G07805"
"842","AT2G07806"
"843","AT2G07827"
"844","AT2G07950"
"845","AT2G07965"
"846","AT2G08020"
"847","AT2G08025"
"848","AT2G08205"
"849","AT2G08235"
"850","AT2G08315"
"851","AT2G08330"
"852","AT2G08350"
"853","AT2G08420"
"854","AT2G08430"
"855","AT2G08470"
"856","AT2G08475"
"857","AT2G08525"
"858","AT2G08530"
"859","AT2G08575"
"860","AT2G08595"
"861","AT2G08610"
"862","AT2G08640"
"863","AT2G08655"
"864","AT2G08680"
"865","AT2G08700"
"866","AT2G08765"
"867","AT2G08775"
"868","AT2G08815"
"869","AT2G08820"
"870","AT2G08825"
"871","AT2G08850"
"872","AT2G08870"
"873","AT2G08900"
"874","AT2G09000"
"875","AT2G09025"
"876","AT2G09045"
"877","AT2G09165"
"878","AT2G09170"
"879","AT2G09175"
"880","AT2G09195"
"881","AT2G09205"
"882","AT2G09230"
"883","AT2G09300"
"884","AT2G09310"
"885","AT2G09335"
"886","AT2G09365"
"887","AT2G09430"
"888","AT2G09435"
"889","AT2G09455"
"890","AT2G09495"
"891","AT2G09510"
"892","AT2G09525"
"893","AT2G09540"
"894","AT2G09650"
"895","AT2G09685"
"896","AT2G09705"
"897","AT2G09735"
"898","AT2G09745"
"899","AT2G09775"
"900","AT2G09845"
"901","AT2G09905"
"902","AT2G09935"
"903","AT2G10930"
"904","AT2G10940"
"905","AT2G11215"
"906","AT2G11815"
"907","AT2G11891"
"908","AT2G12461"
"909","AT2G13570"
"910","AT2G13610"
"911","AT2G13640"
"912","AT2G14160"
"913","AT2G14510"
"914","AT2G14800"
"915","AT2G14810"
"916","AT2G15090"
"917","AT2G15130"
"918","AT2G15555"
"919","AT2G16910"
"920","AT2G17010"
"921","AT2G17050"
"922","AT2G17060"
"923","AT2G17210"
"924","AT2G17295"
"925","AT2G17470"
"926","AT2G17660"
"927","AT2G17680"
"928","AT2G17890"
"929","AT2G17920"
"930","AT2G18010"
"931","AT2G18350"
"932","AT2G18420"
"933","AT2G18500"
"934","AT2G18640"
"935","AT2G18685"
"936","AT2G18720"
"937","AT2G18970"
"938","AT2G19400"
"939","AT2G19410"
"940","AT2G19650"
"941","AT2G19700"
"942","AT2G20170"
"943","AT2G20250"
"944","AT2G20470"
"945","AT2G20510"
"946","AT2G20520"
"947","AT2G20570"
"948","AT2G20700"
"949","AT2G20720"
"950","AT2G20721"
"951","AT2G20825"
"952","AT2G21237"
"953","AT2G21260"
"954","AT2G21430"
"955","AT2G21480"
"956","AT2G21510"
"957","AT2G21530"
"958","AT2G21650"
"959","AT2G21780"
"960","AT2G22060"
"961","AT2G22121"
"962","AT2G22340"
"963","AT2G22496"
"964","AT2G22750"
"965","AT2G22820"
"966","AT2G23060"
"967","AT2G23110"
"968","AT2G23190"
"969","AT2G23347"
"970","AT2G23400"
"971","AT2G23445"
"972","AT2G23830"
"973","AT2G23970"
"974","AT2G24195"
"975","AT2G24270"
"976","AT2G24535"
"977","AT2G24681"
"978","AT2G24710"
"979","AT2G24850"
"980","AT2G25055"
"981","AT2G25150"
"982","AT2G25215"
"983","AT2G25440"
"984","AT2G25530"
"985","AT2G25600"
"986","AT2G25890"
"987","AT2G26150"
"988","AT2G26330"
"989","AT2G26620"
"990","AT2G26720"
"991","AT2G26750"
"992","AT2G26940"
"993","AT2G27229"
"994","AT2G27300"
"995","AT2G27313"
"996","AT2G27320"
"997","AT2G27385"
"998","AT2G27650"
"999","AT2G27670"
"1000","AT2G27750"
"1001","AT2G28140"
"1002","AT2G28170"
"1003","AT2G28605"
"1004","AT2G28630"
"1005","AT2G28755"
"1006","AT2G28850"
"1007","AT2G29090"
"1008","AT2G29110"
"1009","AT2G29360"
"1010","AT2G29380"
"1011","AT2G29410"
"1012","AT2G29470"
"1013","AT2G29600"
"1014","AT2G29710"
"1015","AT2G30220"
"1016","AT2G30630"
"1017","AT2G30660"
"1018","AT2G30680"
"1019","AT2G30750"
"1020","AT2G30760"
"1021","AT2G30770"
"1022","AT2G30790"
"1023","AT2G30830"
"1024","AT2G31100"
"1025","AT2G31220"
"1026","AT2G31250"
"1027","AT2G31335"
"1028","AT2G31425"
"1029","AT2G31480"
"1030","AT2G31550"
"1031","AT2G31590"
"1032","AT2G31980"
"1033","AT2G32050"
"1034","AT2G32100"
"1035","AT2G32160"
"1036","AT2G32275"
"1037","AT2G32290"
"1038","AT2G32315"
"1039","AT2G32530"
"1040","AT2G32640"
"1041","AT2G32660"
"1042","AT2G32670"
"1043","AT2G32830"
"1044","AT2G32885"
"1045","AT2G33000"
"1046","AT2G33010"
"1047","AT2G33100"
"1048","AT2G33160"
"1049","AT2G33205"
"1050","AT2G33300"
"1051","AT2G33720"
"1052","AT2G33780"
"1053","AT2G33815"
"1054","AT2G34010"
"1055","AT2G34220"
"1056","AT2G34230"
"1057","AT2G34238"
"1058","AT2G34240"
"1059","AT2G34315"
"1060","AT2G34320"
"1061","AT2G34370"
"1062","AT2G34440"
"1063","AT2G34580"
"1064","AT2G34610"
"1065","AT2G34810"
"1066","AT2G34850"
"1067","AT2G34925"
"1068","AT2G34960"
"1069","AT2G34990"
"1070","AT2G35150"
"1071","AT2G35260"
"1072","AT2G35310"
"1073","AT2G35343"
"1074","AT2G35384"
"1075","AT2G35420"
"1076","AT2G35550"
"1077","AT2G35637"
"1078","AT2G35640"
"1079","AT2G35670"
"1080","AT2G35733"
"1081","AT2G35747"
"1082","AT2G35820"
"1083","AT2G35850"
"1084","AT2G35890"
"1085","AT2G36020"
"1086","AT2G36030"
"1087","AT2G36110"
"1088","AT2G36180"
"1089","AT2G36255"
"1090","AT2G36500"
"1091","AT2G36540"
"1092","AT2G36590"
"1093","AT2G36630"
"1094","AT2G36660"
"1095","AT2G36695"
"1096","AT2G36710"
"1097","AT2G36780"
"1098","AT2G36792"
"1099","AT2G36815"
"1100","AT2G36854"
"1101","AT2G36870"
"1102","AT2G37140"
"1103","AT2G37370"
"1104","AT2G37670"
"1105","AT2G37720"
"1106","AT2G37880"
"1107","AT2G38195"
"1108","AT2G38220"
"1109","AT2G38255"
"1110","AT2G38340"
"1111","AT2G38465"
"1112","AT2G38490"
"1113","AT2G38540"
"1114","AT2G38790"
"1115","AT2G38890"
"1116","AT2G38920"
"1117","AT2G39010"
"1118","AT2G39030"
"1119","AT2G39415"
"1120","AT2G39470"
"1121","AT2G39540"
"1122","AT2G39920"
"1123","AT2G39980"
"1124","AT2G40116"
"1125","AT2G40250"
"1126","AT2G40340"
"1127","AT2G40450"
"1128","AT2G40460"
"1129","AT2G40710"
"1130","AT2G40790"
"1131","AT2G41082"
"1132","AT2G41231"
"1133","AT2G41355"
"1134","AT2G41451"
"1135","AT2G41470"
"1136","AT2G41515"
"1137","AT2G41590"
"1138","AT2G42005"
"1139","AT2G42100"
"1140","AT2G42150"
"1141","AT2G42220"
"1142","AT2G42510"
"1143","AT2G42610"
"1144","AT2G42830"
"1145","AT2G42835"
"1146","AT2G42865"
"1147","AT2G42930"
"1148","AT2G42955"
"1149","AT2G42980"
"1150","AT2G43010"
"1151","AT2G43137"
"1152","AT2G43138"
"1153","AT2G43141"
"1154","AT2G43270"
"1155","AT2G43530"
"1156","AT2G43550"
"1157","AT2G43745"
"1158","AT2G44400"
"1159","AT2G44590"
"1160","AT2G44735"
"1161","AT2G44920"
"1162","AT2G45130"
"1163","AT2G45243"
"1164","AT2G45410"
"1165","AT2G45560"
"1166","AT2G45570"
"1167","AT2G45800"
"1168","AT2G45840"
"1169","AT2G45930"
"1170","AT2G45940"
"1171","AT2G46070"
"1172","AT2G46250"
"1173","AT2G46360"
"1174","AT2G46440"
"1175","AT2G46455"
"1176","AT2G46480"
"1177","AT2G46493"
"1178","AT2G46660"
"1179","AT2G46840"
"1180","AT2G46860"
"1181","AT2G47150"
"1182","AT2G47190"
"1183","AT2G47275"
"1184","AT2G47340"
"1185","AT2G47750"
"1186","AT2G47770"
"1187","AT2G47780"
"1188","AT2G47844"
"1189","AT2G47950"
"1190","AT2G48090"
"1191","AT2G48121"
"1192","AT3G00985"
"1193","AT3G01015"
"1194","AT3G01045"
"1195","AT3G01080"
"1196","AT3G01085"
"1197","AT3G01115"
"1198","AT3G01145"
"1199","AT3G01185"
"1200","AT3G01215"
"1201","AT3G01225"
"1202","AT3G01235"
"1203","AT3G01250"
"1204","AT3G01326"
"1205","AT3G01365"
"1206","AT3G01375"
"1207","AT3G01385"
"1208","AT3G01440"
"1209","AT3G01485"
"1210","AT3G01500"
"1211","AT3G01525"
"1212","AT3G01555"
"1213","AT3G01570"
"1214","AT3G01620"
"1215","AT3G01630"
"1216","AT3G01660"
"1217","AT3G01675"
"1218","AT3G01700"
"1219","AT3G01760"
"1220","AT3G01835"
"1221","AT3G01845"
"1222","AT3G01905"
"1223","AT3G01935"
"1224","AT3G02015"
"1225","AT3G02025"
"1226","AT3G02035"
"1227","AT3G02105"
"1228","AT3G02115"
"1229","AT3G02165"
"1230","AT3G02225"
"1231","AT3G02405"
"1232","AT3G02425"
"1233","AT3G02445"
"1234","AT3G02455"
"1235","AT3G02465"
"1236","AT3G02475"
"1237","AT3G02485"
"1238","AT3G02495"
"1239","AT3G02500"
"1240","AT3G02525"
"1241","AT3G02725"
"1242","AT3G02755"
"1243","AT3G02825"
"1244","AT3G02895"
"1245","AT3G02985"
"1246","AT3G03025"
