"","phyD_GC_c1.which.mclass....3...1."
"125","AT1G34140"
"126","AT1G34520"
"127","AT1G34540"
"128","AT1G35617"
"129","AT1G35730"
"130","AT1G36580"
"131","AT1G42560"
"132","AT1G44575"
"133","AT1G45010"
"134","AT1G45191"
"135","AT1G46984"
"136","AT1G47350"
"137","AT1G47920"
"138","AT1G48020"
"139","AT1G48405"
"140","AT1G48800"
"141","AT1G48820"
"142","AT1G49100"
"143","AT1G49610"
"144","AT1G49938"
"145","AT1G50610"
"146","AT1G50830"
"147","AT1G51538"
"148","AT1G51990"
"149","AT1G52580"
"150","AT1G52615"
"151","AT1G52857"
"152","AT1G53480"
"153","AT1G54470"
"154","AT1G54590"
"155","AT1G55175"
"156","AT1G55600"
"157","AT1G55720"
"158","AT1G56510"
"159","AT1G57670"
"160","AT1G57770"
"161","AT1G58684"
"162","AT1G58807"
"163","AT1G59124"
"164","AT1G59359"
"165","AT1G59670"
"166","AT1G60380"
"167","AT1G60760"
"168","AT1G61080"
"169","AT1G61224"
"170","AT1G62190"
"171","AT1G62920"
"172","AT1G63070"
"173","AT1G63320"
"174","AT1G63340"
"175","AT1G63540"
"176","AT1G63550"
"177","AT1G63600"
"178","AT1G64010"
"179","AT1G64100"
"180","AT1G64130"
"181","AT1G64235"
"182","AT1G64260"
"183","AT1G64710"
"184","AT1G65240"
"185","AT1G65480"
"186","AT1G65860"
"187","AT1G66000"
"188","AT1G66235"
"189","AT1G66360"
"190","AT1G66420"
"191","AT1G66910"
"192","AT1G66920"
"193","AT1G66970"
"194","AT1G67540"
"195","AT1G68090"
"196","AT1G68170"
"197","AT1G68935"
"198","AT1G69470"
"199","AT1G69480"
"200","AT1G69630"
"201","AT1G70390"
"202","AT1G70910"
"203","AT1G71370"
"204","AT1G71390"
"205","AT1G72110"
"206","AT1G72645"
"207","AT1G72760"
"208","AT1G72910"
"209","AT1G73050"
"210","AT1G73560"
"211","AT1G74290"
"212","AT1G74810"
"213","AT1G74820"
"214","AT1G74990"
"215","AT1G75160"
"216","AT1G75360"
"217","AT1G75430"
"218","AT1G76062"
"219","AT1G76465"
"220","AT1G77160"
"221","AT1G77210"
"222","AT1G77525"
"223","AT1G78030"
"224","AT1G78710"
"225","AT1G79400"
"226","AT1G79860"
"227","AT1G80330"
"228","AT1G80525"
"229","AT1G80580"
"230","AT1G80590"
"231","AT2G01310"
"232","AT2G01360"
"233","AT2G02061"
"234","AT2G03210"
"235","AT2G03290"
"236","AT2G03310"
"237","AT2G04005"
"238","AT2G04137"
"239","AT2G04220"
"240","AT2G04840"
"241","AT2G05245"
"242","AT2G05270"
"243","AT2G05585"
"244","AT2G05635"
"245","AT2G05642"
"246","AT2G05914"
"247","AT2G05915"
"248","AT2G06002"
"249","AT2G06305"
"250","AT2G06405"
"251","AT2G06765"
"252","AT2G07045"
"253","AT2G07621"
"254","AT2G07628"
"255","AT2G07714"
"256","AT2G07728"
"257","AT2G07738"
"258","AT2G08275"
"259","AT2G08320"
"260","AT2G08375"
"261","AT2G08405"
"262","AT2G08445"
"263","AT2G08450"
"264","AT2G08505"
"265","AT2G08675"
"266","AT2G08740"
"267","AT2G08795"
"268","AT2G08905"
"269","AT2G08910"
"270","AT2G08955"
"271","AT2G09255"
"272","AT2G09295"
"273","AT2G09305"
"274","AT2G09425"
"275","AT2G09440"
"276","AT2G09460"
"277","AT2G09565"
"278","AT2G09575"
"279","AT2G09610"
"280","AT2G09665"
"281","AT2G09695"
"282","AT2G09885"
"283","AT2G09965"
"284","AT2G09970"
"285","AT2G10537"
"286","AT2G10553"
"287","AT2G10615"
"288","AT2G11205"
"289","AT2G11270"
"290","AT2G11271"
"291","AT2G12190"
"292","AT2G12905"
"293","AT2G13680"
"294","AT2G13905"
"295","AT2G13950"
"296","AT2G16005"
"297","AT2G16190"
"298","AT2G17690"
"299","AT2G17850"
"300","AT2G18025"
"301","AT2G18260"
"302","AT2G18340"
"303","AT2G18490"
"304","AT2G19210"
"305","AT2G19900"
"306","AT2G19910"
"307","AT2G19920"
"308","AT2G20380"
"309","AT2G21200"
"310","AT2G21330"
"311","AT2G21490"
"312","AT2G21770"
"313","AT2G22426"
"314","AT2G22590"
"315","AT2G23096"
"316","AT2G23220"
"317","AT2G23270"
"318","AT2G24285"
"319","AT2G24450"
"320","AT2G24692"
"321","AT2G24720"
"322","AT2G25482"
"323","AT2G25820"
"324","AT2G26020"
"325","AT2G26160"
"326","AT2G27160"
"327","AT2G27240"
"328","AT2G27270"
"329","AT2G27402"
"330","AT2G28490"
"331","AT2G29310"
"332","AT2G29630"
"333","AT2G30090"
"334","AT2G30115"
"335","AT2G30690"
"336","AT2G32370"
"337","AT2G32680"
"338","AT2G32770"
"339","AT2G32860"
"340","AT2G32870"
"341","AT2G34186"
"342","AT2G35070"
"343","AT2G35990"
"344","AT2G36440"
"345","AT2G36550"
"346","AT2G36920"
"347","AT2G37805"
"348","AT2G38150"
"349","AT2G39175"
"350","AT2G39640"
"351","AT2G40050"
"352","AT2G40130"
"353","AT2G40580"
"354","AT2G40925"
"355","AT2G40955"
"356","AT2G42200"
"357","AT2G42560"
"358","AT2G42800"
"359","AT2G42885"
"360","AT2G43220"
"361","AT2G43255"
"362","AT2G44195"
"363","AT2G44250"
"364","AT2G45350"
"365","AT2G45600"
"366","AT2G45780"
"367","AT2G47115"
"368","AT2G47870"
"369","AT3G01165"
"370","AT3G01240"
"371","AT3G01313"
"372","AT3G01530"
"373","AT3G01625"
"374","AT3G01635"
"375","AT3G01865"
"376","AT3G02075"
"377","AT3G02100"
"378","AT3G02125"
"379","AT3G02150"
"380","AT3G02255"
"381","AT3G02270"
"382","AT3G02885"
"383","AT3G03135"
"384","AT3G03455"
"385","AT3G03510"
"386","AT3G03635"
"387","AT3G03670"
"388","AT3G03745"
"389","AT3G03820"
"390","AT3G03825"
"391","AT3G03840"
"392","AT3G04035"
"393","AT3G04510"
"394","AT3G04660"
"395","AT3G04985"
"396","AT3G05110"
"397","AT3G05600"
"398","AT3G05790"
"399","AT3G05950"
"400","AT3G05955"
"401","AT3G06025"
"402","AT3G06515"
"403","AT3G06560"
"404","AT3G06925"
"405","AT3G06955"
"406","AT3G07255"
"407","AT3G07265"
"408","AT3G07275"
"409","AT3G07450"
"410","AT3G08075"
"411","AT3G08245"
"412","AT3G08280"
"413","AT3G08350"
"414","AT3G08515"
"415","AT3G08585"
"416","AT3G08605"
"417","AT3G08660"
"418","AT3G08745"
"419","AT3G08750"
"420","AT3G08755"
"421","AT3G08810"
"422","AT3G09120"
"423","AT3G09245"
"424","AT3G09335"
"425","AT3G09340"
"426","AT3G09450"
"427","AT3G09620"
"428","AT3G09645"
"429","AT3G09865"
"430","AT3G09935"
"431","AT3G10195"
"432","AT3G10240"
"433","AT3G10510"
"434","AT3G11350"
"435","AT3G12460"
"436","AT3G12545"
"437","AT3G12660"
"438","AT3G13020"
"439","AT3G13276"
"440","AT3G13390"
"441","AT3G13960"
"442","AT3G14250"
"443","AT3G14700"
"444","AT3G14820"
"445","AT3G14950"
"446","AT3G15490"
"447","AT3G15670"
"448","AT3G15960"
"449","AT3G17130"
"450","AT3G17760"
"451","AT3G17980"
"452","AT3G18460"
"453","AT3G18485"
"454","AT3G18570"
"455","AT3G18810"
"456","AT3G19800"
"457","AT3G19920"
"458","AT3G19940"
"459","AT3G20400"
"460","AT3G20950"
"461","AT3G21090"
"462","AT3G21150"
"463","AT3G21352"
"464","AT3G21570"
"465","AT3G21790"
"466","AT3G22650"
"467","AT3G22770"
"468","AT3G22820"
"469","AT3G22860"
"470","AT3G22940"
"471","AT3G23230"
"472","AT3G24068"
"473","AT3G24230"
"474","AT3G24332"
"475","AT3G24600"
"476","AT3G24790"
"477","AT3G25719"
"478","AT3G25770"
"479","AT3G26180"
"480","AT3G26200"
"481","AT3G26230"
"482","AT3G26250"
"483","AT3G26620"
"484","AT3G26813"
"485","AT3G26930"
"486","AT3G26960"
"487","AT3G27250"
"488","AT3G27503"
"489","AT3G28220"
"490","AT3G28270"
"491","AT3G28320"
"492","AT3G28330"
"493","AT3G28335"
"494","AT3G28360"
"495","AT3G28500"
"496","AT3G28610"
"497","AT3G28780"
"498","AT3G28899"
"499","AT3G29633"
"500","AT3G29690"
"501","AT3G29720"
"502","AT3G29970"
"503","AT3G43950"
"504","AT3G44006"
"505","AT3G44060"
"506","AT3G44240"
"507","AT3G44660"
"508","AT3G44790"
"509","AT3G44900"
"510","AT3G45000"
"511","AT3G46230"
"512","AT3G46614"
"513","AT3G46616"
"514","AT3G46840"
"515","AT3G46910"
"516","AT3G47150"
"517","AT3G47348"
"518","AT3G47870"
"519","AT3G48200"
"520","AT3G48790"
"521","AT3G49230"
"522","AT3G49520"
"523","AT3G50170"
"524","AT3G50330"
"525","AT3G50450"
"526","AT3G50940"
"527","AT3G51190"
"528","AT3G51420"
"529","AT3G51760"
"530","AT3G52130"
"531","AT3G52310"
"532","AT3G52320"
"533","AT3G52810"
"534","AT3G53232"
"535","AT3G53235"
"536","AT3G53280"
"537","AT3G54050"
"538","AT3G54340"
"539","AT3G54730"
"540","AT3G55930"
"541","AT3G57240"
"542","AT3G57310"
"543","AT3G57587"
"544","AT3G57600"
"545","AT3G58360"
"546","AT3G58860"
"547","AT3G58910"
"548","AT3G59030"
"549","AT3G59580"
"550","AT3G59790"
"551","AT3G60020"
"552","AT3G60270"
"553","AT3G60415"
"554","AT3G60420"
"555","AT3G60460"
"556","AT3G60760"
"557","AT3G60950"
"558","AT3G60961"
"559","AT3G61030"
"560","AT3G61035"
"561","AT3G61175"
"562","AT3G61182"
"563","AT3G61250"
"564","AT3G61700"
"565","AT3G62230"
"566","AT3G62380"
"567","AT3G62510"
"568","AT3G62640"
"569","AT3G63320"
"570","AT3G66656"
"571","AT4G00130"
"572","AT4G00180"
"573","AT4G00953"
"574","AT4G01260"
"575","AT4G01520"
"576","AT4G02465"
"577","AT4G03220"
"578","AT4G03290"
"579","AT4G03705"
"580","AT4G03715"
"581","AT4G03805"
"582","AT4G04030"
"583","AT4G04260"
"584","AT4G04345"
"585","AT4G05091"
"586","AT4G05110"
"587","AT4G05785"
"588","AT4G06080"
"589","AT4G06385"
"590","AT4G07090"
"591","AT4G07120"
"592","AT4G07408"
"593","AT4G07545"
"594","AT4G07895"
"595","AT4G07925"
"596","AT4G07975"
"597","AT4G08045"
"598","AT4G08255"
"599","AT4G08315"
"600","AT4G08515"
"601","AT4G08755"
"602","AT4G08870"
"603","AT4G08925"
"604","AT4G09365"
"605","AT4G09525"
"606","AT4G09855"
"607","AT4G09870"
"608","AT4G09900"
"609","AT4G10150"
"610","AT4G10160"
"611","AT4G10530"
"612","AT4G10600"
"613","AT4G10613"
"614","AT4G10910"
"615","AT4G11745"
"616","AT4G12280"
"617","AT4G12310"
"618","AT4G12500"
"619","AT4G12870"
"620","AT4G13420"
"621","AT4G13570"
"622","AT4G13572"
"623","AT4G13575"
"624","AT4G14368"
"625","AT4G14670"
"626","AT4G15096"
"627","AT4G15200"
"628","AT4G15242"
"629","AT4G15245"
"630","AT4G15490"
"631","AT4G16215"
"632","AT4G16892"
"633","AT4G17470"
"634","AT4G17710"
"635","AT4G17780"
"636","AT4G18080"
"637","AT4G18190"
"638","AT4G18310"
"639","AT4G18330"
"640","AT4G18395"
"641","AT4G18970"
"642","AT4G19050"
"643","AT4G19095"
"644","AT4G19240"
"645","AT4G19750"
"646","AT4G19760"
"647","AT4G19770"
"648","AT4G19810"
"649","AT4G21380"
"650","AT4G22060"
"651","AT4G22200"
"652","AT4G22210"
"653","AT4G22390"
"654","AT4G22410"
"655","AT4G23130"
"656","AT4G23720"
"657","AT4G23990"
"658","AT4G24170"
"659","AT4G24510"
"660","AT4G24540"
"661","AT4G24600"
"662","AT4G24660"
"663","AT4G24890"
"664","AT4G24972"
"665","AT4G25040"
"666","AT4G25530"
"667","AT4G25990"
"668","AT4G26150"
"669","AT4G26170"
"670","AT4G26260"
"671","AT4G26290"
"672","AT4G26330"
"673","AT4G26390"
"674","AT4G26466"
"675","AT4G26530"
"676","AT4G26701"
"677","AT4G26830"
"678","AT4G27220"
"679","AT4G27550"
"680","AT4G28340"
"681","AT4G28560"
"682","AT4G28620"
"683","AT4G28811"
"684","AT4G29760"
"685","AT4G29980"
"686","AT4G30972"
"687","AT4G31710"
"688","AT4G31715"
"689","AT4G31740"
"690","AT4G33320"
"691","AT4G33720"
"692","AT4G33885"
"693","AT4G34210"
"694","AT4G34400"
"695","AT4G34470"
"696","AT4G34650"
"697","AT4G35010"
"698","AT4G35370"
"699","AT4G35820"
"700","AT4G36570"
"701","AT4G36600"
"702","AT4G36795"
"703","AT4G36925"
"704","AT4G38560"
"705","AT4G38590"
"706","AT4G38850"
"707","AT4G39130"
"708","AT4G39510"
"709","AT4G39770"
"710","AT5G00750"
"711","AT5G00835"
"712","AT5G00845"
"713","AT5G00865"
"714","AT5G00975"
"715","AT5G02085"
"716","AT5G02155"
"717","AT5G02225"
"718","AT5G02295"
"719","AT5G02330"
"720","AT5G02340"
"721","AT5G02675"
"722","AT5G02900"
"723","AT5G03130"
"724","AT5G03475"
"725","AT5G03515"
"726","AT5G03525"
"727","AT5G03695"
"728","AT5G03715"
"729","AT5G03790"
"730","AT5G03875"
"731","AT5G03955"
"732","AT5G04120"
"733","AT5G04245"
"734","AT5G04425"
"735","AT5G04445"
"736","AT5G04615"
"737","AT5G04815"
"738","AT5G05070"
"739","AT5G05125"
"740","AT5G05280"
"741","AT5G05420"
"742","AT5G06010"
"743","AT5G06070"
"744","AT5G06465"
"745","AT5G06500"
"746","AT5G06615"
"747","AT5G07055"
"748","AT5G07060"
"749","AT5G07180"
"750","AT5G07190"
"751","AT5G08275"
"752","AT5G08830"
"753","AT5G09020"
"754","AT5G09090"
"755","AT5G09215"
"756","AT5G09235"
"757","AT5G09610"
"758","AT5G09640"
"759","AT5G09711"
"760","AT5G09930"
"761","AT5G10420"
"762","AT5G10660"
"763","AT5G11400"
"764","AT5G11820"
"765","AT5G12280"
"766","AT5G13320"
"767","AT5G13940"
"768","AT5G14160"
"769","AT5G14290"
"770","AT5G14565"
"771","AT5G14895"
"772","AT5G15250"
"773","AT5G15360"
"774","AT5G15380"
"775","AT5G15420"
"776","AT5G15800"
"777","AT5G16350"
"778","AT5G16580"
"779","AT5G16980"
"780","AT5G17040"
"781","AT5G17100"
"782","AT5G17320"
"783","AT5G17340"
"784","AT5G17500"
"785","AT5G17780"
"786","AT5G18320"
"787","AT5G18510"
"788","AT5G18720"
"789","AT5G18890"
"790","AT5G19580"
"791","AT5G19675"
"792","AT5G20100"
"793","AT5G20310"
"794","AT5G20690"
"795","AT5G22430"
"796","AT5G23480"
"797","AT5G24080"
"798","AT5G24200"
"799","AT5G24206"
"800","AT5G24540"
"801","AT5G24950"
"802","AT5G25290"
"803","AT5G25320"
"804","AT5G25610"
"805","AT5G26220"
"806","AT5G26673"
"807","AT5G27010"
"808","AT5G27070"
"809","AT5G27910"
"810","AT5G28340"
"811","AT5G28370"
"812","AT5G28520"
"813","AT5G28660"
"814","AT5G32460"
"815","AT5G36000"
"816","AT5G36240"
"817","AT5G36920"
"818","AT5G36970"
"819","AT5G37150"
"820","AT5G37165"
"821","AT5G37450"
"822","AT5G37640"
"823","AT5G37950"
"824","AT5G38240"
"825","AT5G38260"
"826","AT5G38710"
"827","AT5G38800"
"828","AT5G39220"
"829","AT5G39330"
"830","AT5G39750"
"831","AT5G41310"
"832","AT5G41540"
"833","AT5G41890"
"834","AT5G41900"
"835","AT5G41905"
"836","AT5G41908"
"837","AT5G44140"
"838","AT5G44306"
"839","AT5G44316"
"840","AT5G44330"
"841","AT5G44495"
"842","AT5G44567"
"843","AT5G44570"
"844","AT5G44850"
"845","AT5G45113"
"846","AT5G45450"
"847","AT5G45570"
"848","AT5G45680"
"849","AT5G45850"
"850","AT5G45910"
"851","AT5G45960"
"852","AT5G46085"
"853","AT5G46270"
"854","AT5G46500"
"855","AT5G46670"
"856","AT5G46950"
"857","AT5G47260"
"858","AT5G47380"
"859","AT5G47610"
"860","AT5G48550"
"861","AT5G48750"
"862","AT5G50130"
"863","AT5G50190"
"864","AT5G50610"
"865","AT5G50700"
"866","AT5G51030"
"867","AT5G51530"
"868","AT5G52290"
"869","AT5G52300"
"870","AT5G52320"
"871","AT5G52480"
"872","AT5G52490"
"873","AT5G53100"
"874","AT5G53380"
"875","AT5G53660"
"876","AT5G53870"
"877","AT5G54060"
"878","AT5G54610"
"879","AT5G54700"
"880","AT5G54990"
"881","AT5G55135"
"882","AT5G55800"
"883","AT5G55893"
"884","AT5G57200"
"885","AT5G57260"
"886","AT5G57380"
"887","AT5G57550"
"888","AT5G57640"
"889","AT5G57690"
"890","AT5G58080"
"891","AT5G58780"
"892","AT5G59320"
"893","AT5G59340"
"894","AT5G60010"
"895","AT5G60130"
"896","AT5G60215"
"897","AT5G60290"
"898","AT5G60320"
"899","AT5G62230"
"900","AT5G63450"
"901","AT5G63580"
"902","AT5G63750"
"903","AT5G64190"
"904","AT5G64490"
"905","AT5G64667"
"906","AT5G64910"
"907","AT5G65130"
"908","AT5G65158"
"909","AT5G65225"
"910","AT5G65370"
"911","AT5G65730"
"912","AT5G66150"
"913","AT5G66890"
"914","ATCG00320"
"915","ATMG00150"
"916","ATMG00280"
"917","ATMG00550"
"918","ATMG00600"
"919","ATMG00740"
"920","ATMG00750"
"921","ATMG00910"
"922","ATMG01030"
"923","ATMG01060"
"924","ATMG01110"
"925","ATMG01270"
"926","ATMG01290"
"927","ATMG01300"
