"","X","phyD_GC_c1.which.mclass....2...1."
"3417",3417,"AT4G01575"
"2068",2068,"AT2G37930"
"1797",1797,"AT2G24860"
"3662",3662,"AT4G14680"
"1245",1245,"AT1G70500"
"1911",1911,"AT2G31141"
"5033",5033,"AT5G47550"
"5113",5113,"AT5G50630"
"4308",4308,"AT5G03650"
"511",511,"AT1G21650"
"1390",1390,"AT1G77280"
"883",883,"AT1G52630"
"1267",1267,"AT1G71528"
"804",804,"AT1G48880"
"5491",5491,"ATCG00190"
"5016",5016,"AT5G46390"
"1724",1724,"AT2G21960"
"1935",1935,"AT2G32179"
"1995",1995,"AT2G35030"
"4027",4027,"AT4G31010"
"2204",2204,"AT2G43445"
"1644",1644,"AT2G18000"
"5185",5185,"AT5G53730"
"258",258,"AT1G10520"
"2436",2436,"AT3G05980"
"3686",3686,"AT4G15510"
"4827",4827,"AT5G37010"
"4361",4361,"AT5G06100"
"2246",2246,"AT2G45480"
"4446",4446,"AT5G09690"
"2291",2291,"AT2G46990"
"3759",3759,"AT4G18550"
"4200",4200,"AT4G39210"
"5162",5162,"AT5G52520"
"2693",2693,"AT3G17930"
"3223",3223,"AT3G56030"
"2868",2868,"AT3G26710"
"4126",4126,"AT4G36050"
"4135",4135,"AT4G36515"
"2348",2348,"AT3G02280"
"1358",1358,"AT1G75150"
"304",304,"AT1G12620"
"4105",4105,"AT4G35110"
"3842",3842,"AT4G22580"
"3259",3259,"AT3G57750"
"2394",2394,"AT3G04130"
"236",236,"AT1G09783"
"4839",4839,"AT5G37680"
"4994",4994,"AT5G45200"
"3665",3665,"AT4G14830"
"1656",1656,"AT2G18780"
"241",241,"AT1G09863"
"2060",2060,"AT2G37650"
"2638",2638,"AT3G15440"
"5427",5427,"AT5G64620"
"2895",2895,"AT3G28100"
"1821",1821,"AT2G26180"
"134",134,"AT1G06050"
"1414",1414,"AT1G78140"
"271",271,"AT1G11080"
"2887",2887,"AT3G27500"
"692",692,"AT1G31870"
"4705",4705,"AT5G23780"
"2487",2487,"AT3G08620"
"2086",2086,"AT2G38680"
"3313",3313,"AT3G60330"
"130",130,"AT1G05790"
"3518",3518,"AT4G08455"
"4314",4314,"AT5G03940"
"4344",4344,"AT5G05365"
"2669",2669,"AT3G16730"
"367",367,"AT1G15700"
"790",790,"AT1G48280"
"1586",1586,"AT2G13790"
"3452",3452,"AT4G03080"
"421",421,"AT1G17790"
"1974",1974,"AT2G33980"
"4968",4968,"AT5G44040"
"1961",1961,"AT2G33500"
"3780",3780,"AT4G19550"
"5177",5177,"AT5G53060"
"186",186,"AT1G07803"
"5296",5296,"AT5G58940"
"2651",2651,"AT3G15900"
"4205",4205,"AT4G39410"
"5251",5251,"AT5G56930"
"2191",2191,"AT2G43050"
"4913",4913,"AT5G41330"
"5183",5183,"AT5G53320"
"4318",4318,"AT5G04060"
"2062",2062,"AT2G37700"
"4271",4271,"AT5G02130"
"794",794,"AT1G48370"
"1689",1689,"AT2G20260"
"4276",4276,"AT5G02250"
"4958",4958,"AT5G43420"
"1479",1479,"AT2G01330"
"3228",3228,"AT3G56200"
"2962",2962,"AT3G45400"
"1786",1786,"AT2G24530"
"270",270,"AT1G11060"
"495",495,"AT1G20930"
"2252",2252,"AT2G45740"
"1749",1749,"AT2G23100"
"1633",1633,"AT2G17550"
"2853",2853,"AT3G26070"
"963",963,"AT1G55870"
"4154",4154,"AT4G37300"
"2266",2266,"AT2G46210"
"991",991,"AT1G58410"
"5317",5317,"AT5G59930"
"1872",1872,"AT2G29500"
"4022",4022,"AT4G30720"
"2021",2021,"AT2G35840"
"2229",2229,"AT2G44630"
"538",538,"AT1G23140"
"4693",4693,"AT5G23230"
"2199",2199,"AT2G43250"
"2459",2459,"AT3G06990"
"1716",1716,"AT2G21540"
"4251",4251,"AT5G01645"
"982",982,"AT1G57700"
"861",861,"AT1G51640"
"5276",5276,"AT5G57980"
"1526",1526,"AT2G04235"
"3994",3994,"AT4G29560"
"18",18,"AT1G01860"
"789",789,"AT1G48270"
"233",233,"AT1G09610"
"823",823,"AT1G49832"
"3811",3811,"AT4G21070"
"1171",1171,"AT1G67660"
"5046",5046,"AT5G48170"
"3822",3822,"AT4G21520"
"5107",5107,"AT5G50390"
"4468",4468,"AT5G10630"
"2344",2344,"AT3G02130"
"2965",2965,"AT3G45530"
"3243",3243,"AT3G56900"
"371",371,"AT1G15820"
"4856",4856,"AT5G38850"
"4317",4317,"AT5G04020"
"1826",1826,"AT2G26390"
"4061",4061,"AT4G32730"
"2030",2030,"AT2G36490"
"1173",1173,"AT1G67700"
"2413",2413,"AT3G05030"
"2084",2084,"AT2G38570"
"2301",2301,"AT2G47450"
"4651",4651,"AT5G20480"
"2152",2152,"AT2G41770"
"5091",5091,"AT5G49800"
"2429",2429,"AT3G05750"
"3290",3290,"AT3G59080"
"5137",5137,"AT5G51500"
"642",642,"AT1G29380"
"1404",1404,"AT1G77720"
"2488",2488,"AT3G08665"
"2008",2008,"AT2G35500"
"902",902,"AT1G53633"
"855",855,"AT1G51402"
"545",545,"AT1G23360"
"416",416,"AT1G17640"
"2383",2383,"AT3G03640"
"316",316,"AT1G12970"
"3151",3151,"AT3G53010"
"2957",2957,"AT3G44990"
"3285",3285,"AT3G58990"
"3537",3537,"AT4G09680"
"3020",3020,"AT3G48020"
"2710",2710,"AT3G18535"
"46",46,"AT1G03160"
"5398",5398,"AT5G63490"
"845",845,"AT1G51035"
"3979",3979,"AT4G28840"
"3317",3317,"AT3G60410"
"3410",3410,"AT4G01090"
"3185",3185,"AT3G54363"
"3148",3148,"AT3G52770"
"383",383,"AT1G16310"
"1684",1684,"AT2G20110"
"2063",2063,"AT2G37710"
"199",199,"AT1G08380"
"1893",1893,"AT2G30380"
"2130",2130,"AT2G40780"
"4374",4374,"AT5G06630"
"1492",1492,"AT2G02080"
"3661",3661,"AT4G14660"
"1258",1258,"AT1G71030"
"5414",5414,"AT5G64040"
"1758",1758,"AT2G23430"
"1002",1002,"AT1G59730"
"1198",1198,"AT1G68500"
"5208",5208,"AT5G54780"
"5453",5453,"AT5G65840"
"1843",1843,"AT2G27490"
"5050",5050,"AT5G48310"
"4984",4984,"AT5G44670"
"1963",1963,"AT2G33540"
"698",698,"AT1G32340"
"4391",4391,"AT5G07070"
"4964",4964,"AT5G43870"
"5433",5433,"AT5G64860"
"2140",2140,"AT2G41120"
"1511",1511,"AT2G03140"
"1861",1861,"AT2G28590"
"4710",4710,"AT5G23930"
"2871",2871,"AT3G26782"
"3635",3635,"AT4G13990"
"4052",4052,"AT4G32300"
"4844",4844,"AT5G38150"
"3293",3293,"AT3G59150"
"3330",3330,"AT3G61210"
"3649",3649,"AT4G14380"
"1106",1106,"AT1G64510"
"1834",1834,"AT2G26870"
"1717",1717,"AT2G21550"
"2733",2733,"AT3G19615"
"464",464,"AT1G19340"
"1429",1429,"AT1G78955"
"3200",3200,"AT3G55040"
"5509",5509,"ATCG00900"
"1472",1472,"AT1G80970"
"3690",3690,"AT4G15820"
"4213",4213,"AT4G39700"
"2910",2910,"AT3G29185"
"3730",3730,"AT4G17570"
"4806",4806,"AT5G35170"
"1864",1864,"AT2G28870"
"4479",4479,"AT5G11310"
"2525",2525,"AT3G10120"
"655",655,"AT1G29960"
"341",341,"AT1G14310"
"2395",2395,"AT3G04160"
"492",492,"AT1G20816"
"4083",4083,"AT4G33950"
"4458",4458,"AT5G10080"
"5464",5464,"AT5G66470"
"5073",5073,"AT5G48990"
"3535",3535,"AT4G09520"
"3096",3096,"AT3G50650"
"2075",2075,"AT2G38160"
"4141",4141,"AT4G36840"
"417",417,"AT1G17650"
"1987",1987,"AT2G34540"
"1073",1073,"AT1G62680"
"3187",3187,"AT3G54530"
"3874",3874,"AT4G23920"
"4370",4370,"AT5G06480"
"773",773,"AT1G47271"
"924",924,"AT1G54260"
"1046",1046,"AT1G61500"
"1366",1366,"AT1G75730"
"2511",2511,"AT3G09490"
"3205",3205,"AT3G55250"
"4561",4561,"AT5G16630"
"2873",2873,"AT3G26920"
"4544",4544,"AT5G15802"
"3602",3602,"AT4G12460"
"3776",3776,"AT4G19460"
"423",423,"AT1G17840"
"1347",1347,"AT1G74710"
"225",225,"AT1G09363"
"980",980,"AT1G57590"
"4355",4355,"AT5G05730"
"2287",2287,"AT2G46915"
"2967",2967,"AT3G45610"
"5401",5401,"AT5G63590"
"434",434,"AT1G18200"
"1411",1411,"AT1G78010"
"282",282,"AT1G11710"
"3058",3058,"AT3G49550"
"1108",1108,"AT1G64610"
"3340",3340,"AT3G61490"
"4257",4257,"AT5G01780"
"3349",3349,"AT3G61820"
"4447",4447,"AT5G09720"
"4689",4689,"AT5G23100"
"5087",5087,"AT5G49660"
"3472",3472,"AT4G03960"
"3056",3056,"AT3G49410"
"5331",5331,"AT5G60610"
"629",629,"AT1G28530"
"3477",3477,"AT4G04180"
"2882",2882,"AT3G27460"
"834",834,"AT1G50260"
"3043",3043,"AT3G48980"
"3065",3065,"AT3G49670"
"1544",1544,"AT2G05185"
"5240",5240,"AT5G56270"
"1622",1622,"AT2G16970"
"3094",3094,"AT3G50480"
"92",92,"AT1G04707"
"812",812,"AT1G49230"
"1578",1578,"AT2G09975"
"4971",4971,"AT5G44190"
"5359",5359,"AT5G61810"
"1189",1189,"AT1G68050"
"2768",2768,"AT3G21330"
"3568",3568,"AT4G11130"
"4907",4907,"AT5G41140"
"3504",3504,"AT4G06534"
"2136",2136,"AT2G41020"
"3251",3251,"AT3G57420"
"1362",1362,"AT1G75450"
"2955",2955,"AT3G44850"
"255",255,"AT1G10450"
"2570",2570,"AT3G12530"
"5538",5538,"ATMG01320"
"3192",3192,"AT3G54720"
"3932",3932,"AT4G26680"
"5521",5521,"ATMG00270"
"2578",2578,"AT3G12940"
"1264",1264,"AT1G71420"
"4277",4277,"AT5G02360"
"3634",3634,"AT4G13970"
"2577",2577,"AT3G12915"
"5099",5099,"AT5G50210"
"5231",5231,"AT5G55860"
"220",220,"AT1G09060"
"2745",2745,"AT3G20270"
"231",231,"AT1G09575"
"3627",3627,"AT4G13630"
"4527",4527,"AT5G14660"
"4676",4676,"AT5G22620"
"139",139,"AT1G06330"
"3230",3230,"AT3G56260"
"2190",2190,"AT2G43040"
"1871",1871,"AT2G29260"
"1052",1052,"AT1G61960"
"4828",4828,"AT5G37180"
"4323",4323,"AT5G04375"
"2968",2968,"AT3G45710"
"468",468,"AT1G19490"
"2717",2717,"AT3G18750"
"4756",4756,"AT5G25620"
"599",599,"AT1G27120"
"2495",2495,"AT3G08940"
"4195",4195,"AT4G38950"
"1259",1259,"AT1G71230"
"860",860,"AT1G51610"
"3291",3291,"AT3G59120"
"3445",3445,"AT4G02710"
"2818",2818,"AT3G24460"
"2899",2899,"AT3G28210"
"2838",2838,"AT3G25597"
"4043",4043,"AT4G32050"
"688",688,"AT1G31720"
"4467",4467,"AT5G10620"
"2407",2407,"AT3G04650"
"2891",2891,"AT3G27870"
"1303",1303,"AT1G73160"
"4147",4147,"AT4G37110"
"3170",3170,"AT3G53760"
"852",852,"AT1G51355"
"4270",4270,"AT5G02105"
"2356",2356,"AT3G02620"
"5524",5524,"ATMG00500"
"3474",3474,"AT4G03985"
"4812",4812,"AT5G35753"
"571",571,"AT1G25390"
"4219",4219,"AT4G39890"
"3382",3382,"AT4G00165"
"4793",4793,"AT5G28010"
"2260",2260,"AT2G46040"
"772",772,"AT1G47056"
"159",159,"AT1G06910"
"4283",4283,"AT5G02555"
"2913",2913,"AT3G29370"
"147",147,"AT1G06580"
"5406",5406,"AT5G63710"
"5489",5489,"ATCG00120"
"4338",4338,"AT5G05090"
"3577",3577,"AT4G11570"
"1324",1324,"AT1G73740"
"3777",3777,"AT4G19500"
"194",194,"AT1G08087"
"2211",2211,"AT2G43620"
"3666",3666,"AT4G14840"
"1029",1029,"AT1G61050"
"1699",1699,"AT2G20590"
"3962",3962,"AT4G28010"
"1556",1556,"AT2G06200"
"542",542,"AT1G23230"
"5186",5186,"AT5G53750"
"618",618,"AT1G27950"
"558",558,"AT1G24290"
"168",168,"AT1G07290"
"5465",5465,"AT5G66480"
"5066",5066,"AT5G48790"
"516",516,"AT1G22030"
"2687",2687,"AT3G17740"
"2979",2979,"AT3G46330"
"5147",5147,"AT5G51740"
"3695",3695,"AT4G16070"
"5106",5106,"AT5G50350"
"1765",1765,"AT2G23680"
"5328",5328,"AT5G60430"
"1240",1240,"AT1G70140"
"904",904,"AT1G53650"
"2755",2755,"AT3G20780"
"1037",1037,"AT1G61280"
"1564",1564,"AT2G07675"
"2876",2876,"AT3G27010"
"5119",5119,"AT5G50890"
"859",859,"AT1G51580"
"4218",4218,"AT4G39830"
"5337",5337,"AT5G60810"
"3366",3366,"AT3G62780"
"835",835,"AT1G50360"
"2088",2088,"AT2G38780"
"1334",1334,"AT1G74200"
"268",268,"AT1G10960"
"3001",3001,"AT3G47380"
"4889",4889,"AT5G40520"
"995",995,"AT1G59312"
"355",355,"AT1G15060"
"4669",4669,"AT5G22145"
"4071",4071,"AT4G33160"
"4264",4264,"AT5G01940"
"1807",1807,"AT2G25320"
"4690",4690,"AT5G23120"
"3167",3167,"AT3G53560"
"450",450,"AT1G18610"
"648",648,"AT1G29710"
"4146",4146,"AT4G37100"
"5237",5237,"AT5G56080"
"4830",4830,"AT5G37290"
"218",218,"AT1G09050"
"972",972,"AT1G56310"
"1557",1557,"AT2G06465"
"4570",4570,"AT5G16940"
"979",979,"AT1G56670"
"2610",2610,"AT3G14130"
"815",815,"AT1G49390"
"4678",4678,"AT5G22730"
"2634",2634,"AT3G15340"
"1497",1497,"AT2G02250"
"50",50,"AT1G03310"
"3930",3930,"AT4G26590"
"2806",2806,"AT3G23930"
"4586",4586,"AT5G17660"
"235",235,"AT1G09750"
"2998",2998,"AT3G47080"
"2884",2884,"AT3G27473"
"4805",4805,"AT5G35110"
"1017",1017,"AT1G60550"
"1077",1077,"AT1G62830"
"2591",2591,"AT3G13437"
"4661",4661,"AT5G21140"
"2431",2431,"AT3G05850"
"248",248,"AT1G10090"
"1937",1937,"AT2G32295"
"5151",5151,"AT5G51850"
"5507",5507,"ATCG00780"
"1920",1920,"AT2G31380"
"2808",2808,"AT3G24030"
"4838",4838,"AT5G37630"
"425",425,"AT1G17940"
"4765",4765,"AT5G26670"
"1835",1835,"AT2G27035"
"3498",3498,"AT4G05520"
"4054",4054,"AT4G32350"
"3093",3093,"AT3G50460"
"3614",3614,"AT4G12850"
"3315",3315,"AT3G60390"
"942",942,"AT1G55120"
"3227",3227,"AT3G56140"
"1025",1025,"AT1G60870"
"5282",5282,"AT5G58340"
"3879",3879,"AT4G24080"
"3980",3980,"AT4G28890"
"153",153,"AT1G06740"
"4683",4683,"AT5G22820"
"1950",1950,"AT2G32930"
"1341",1341,"AT1G74550"
"1761",1761,"AT2G23520"
"358",358,"AT1G15175"
"4894",4894,"AT5G40700"
"3234",3234,"AT3G56450"
"5232",5232,"AT5G55900"
"906",906,"AT1G53790"
"1658",1658,"AT2G18850"
"3461",3461,"AT4G03280"
"4841",4841,"AT5G38050"
"2401",2401,"AT3G04460"
"3499",3499,"AT4G05631"
"3536",3536,"AT4G09560"
"3224",3224,"AT3G56040"
"4448",4448,"AT5G09730"
"1731",1731,"AT2G22560"
"1795",1795,"AT2G24762"
"5352",5352,"AT5G61540"
"763",763,"AT1G45150"
"5187",5187,"AT5G53890"
"1686",1686,"AT2G20180"
"5517",5517,"ATCG01310"
"2479",2479,"AT3G08010"
"3204",3204,"AT3G55220"
"1326",1326,"AT1G73770"
"3014",3014,"AT3G47700"
"1597",1597,"AT2G15300"
"352",352,"AT1G14840"
"3049",3049,"AT3G49170"
"3762",3762,"AT4G18640"
"2523",2523,"AT3G10060"
"1992",1992,"AT2G34860"
"4496",4496,"AT5G12360"
"4274",4274,"AT5G02195"
"21",21,"AT1G01950"
"1687",1687,"AT2G20210"
"2575",2575,"AT3G12750"
"2343",2343,"AT3G02065"
"4740",4740,"AT5G24930"
"5004",5004,"AT5G45475"
"1602",1602,"AT2G15530"
"4327",4327,"AT5G04780"
"3478",3478,"AT4G04190"
"4809",4809,"AT5G35400"
"5342",5342,"AT5G61190"
"3144",3144,"AT3G52680"
"5407",5407,"AT5G63770"
"1573",1573,"AT2G08635"
"1814",1814,"AT2G25605"
"1159",1159,"AT1G67190"
"1151",1151,"AT1G66800"
"3444",3444,"AT4G02660"
"2616",2616,"AT3G14470"
"3422",3422,"AT4G01740"
"1800",1800,"AT2G25000"
"505",505,"AT1G21340"
"643",643,"AT1G29410"
"4074",4074,"AT4G33460"
"1778",1778,"AT2G24140"
"4249",4249,"AT5G01630"
"1095",1095,"AT1G63680"
"614",614,"AT1G27752"
"4418",4418,"AT5G08400"
"2295",2295,"AT2G47230"
"3062",3062,"AT3G49630"
"4110",4110,"AT4G35480"
"2712",2712,"AT3G18630"
"3882",3882,"AT4G24175"
"407",407,"AT1G17140"
"2274",2274,"AT2G46570"
"4605",4605,"AT5G18590"
"3618",3618,"AT4G13100"
"1667",1667,"AT2G19310"
"3006",3006,"AT3G47480"
"3588",3588,"AT4G11970"
"3152",3152,"AT3G53030"
"4949",4949,"AT5G43080"
"4038",4038,"AT4G31400"
"1255",1255,"AT1G70895"
"1423",1423,"AT1G78600"
"4333",4333,"AT5G04900"
"3894",3894,"AT4G24900"
"1973",1973,"AT2G33860"
"5449",5449,"AT5G65560"
"1679",1679,"AT2G19930"
"2457",2457,"AT3G06950"
"3909",3909,"AT4G25610"
"2886",2886,"AT3G27480"
"5346",5346,"AT5G61360"
"718",718,"AT1G33610"
"1043",1043,"AT1G61430"
"1205",1205,"AT1G68740"
"3219",3219,"AT3G55950"
"2055",2055,"AT2G37530"
"3106",3106,"AT3G51075"
"3057",3057,"AT3G49530"
"1107",1107,"AT1G64580"
"3866",3866,"AT4G23540"
"879",879,"AT1G52550"
"1478",1478,"AT2G01300"
"2041",2041,"AT2G37195"
"1878",1878,"AT2G29680"
"2845",2845,"AT3G25740"
"4084",4084,"AT4G33980"
"1613",1613,"AT2G16390"
"5336",5336,"AT5G60800"
"1270",1270,"AT1G71750"
"694",694,"AT1G32150"
"2335",2335,"AT3G01840"
"3783",3783,"AT4G19870"
"4750",4750,"AT5G25380"
"314",314,"AT1G12880"
"1396",1396,"AT1G77460"
"4610",4610,"AT5G18760"
"4179",4179,"AT4G38180"
"210",210,"AT1G08857"
"3174",3174,"AT3G53860"
"3795",3795,"AT4G20140"
"4628",4628,"AT5G19660"
"1160",1160,"AT1G67210"
"3351",3351,"AT3G61898"
"5199",5199,"AT5G54510"
"2865",2865,"AT3G26612"
"2676",2676,"AT3G17380"
"1408",1408,"AT1G77890"
"5325",5325,"AT5G60270"
"1193",1193,"AT1G68330"
"1723",1723,"AT2G21940"
"4165",4165,"AT4G37550"
"2447",2447,"AT3G06470"
"5434",5434,"AT5G64890"
"2564",2564,"AT3G12170"
"856",856,"AT1G51450"
"1923",1923,"AT2G31580"
"3460",3460,"AT4G03270"
"720",720,"AT1G33770"
"4158",4158,"AT4G37400"
"4006",4006,"AT4G30090"
"3015",3015,"AT3G47780"
"4898",4898,"AT5G40860"
"2248",2248,"AT2G45530"
"115",115,"AT1G05370"
"3189",3189,"AT3G54625"
"552",552,"AT1G23935"
"2790",2790,"AT3G22961"
"742",742,"AT1G36320"
"2922",2922,"AT3G42630"
"4214",4214,"AT4G39720"
"1232",1232,"AT1G69830"
"4070",4070,"AT4G33145"
"5425",5425,"AT5G64580"
"3390",3390,"AT4G00480"
"831",831,"AT1G50090"
"1369",1369,"AT1G76070"
"958",958,"AT1G55630"
"3846",3846,"AT4G22770"
"5055",5055,"AT5G48460"
"4315",4315,"AT5G03960"
"365",365,"AT1G15620"
"4473",4473,"AT5G10970"
"3933",3933,"AT4G26700"
"3526",3526,"AT4G08900"
"4564",4564,"AT5G16770"
"3510",3510,"AT4G07455"
"5000",5000,"AT5G45310"
"3641",3641,"AT4G14210"
"5470",5470,"AT5G66810"
"945",945,"AT1G55250"
"4441",4441,"AT5G09500"
"2960",2960,"AT3G45210"
"3053",3053,"AT3G49370"
"898",898,"AT1G53450"
"853",853,"AT1G51360"
"4",4,"AT1G01120"
"2931",2931,"AT3G43670"
"138",138,"AT1G06310"
"3515",3515,"AT4G08230"
"3142",3142,"AT3G52605"
"2282",2282,"AT2G46760"
"4682",4682,"AT5G22800"
"4311",4311,"AT5G03780"
"3531",3531,"AT4G09170"
"3108",3108,"AT3G51090"
"4059",4059,"AT4G32700"
"1380",1380,"AT1G76720"
"3311",3311,"AT3G60160"
"411",411,"AT1G17400"
"1027",1027,"AT1G61000"
"1461",1461,"AT1G80520"
"1879",1879,"AT2G29740"
"2660",2660,"AT3G16280"
"3402",3402,"AT4G00883"
"3910",3910,"AT4G25650"
"4260",4260,"AT5G01881"
"5495",5495,"ATCG00380"
"4082",4082,"AT4G33905"
"2599",2599,"AT3G13780"
"1157",1157,"AT1G67110"
"3717",3717,"AT4G16807"
"5161",5161,"AT5G52450"
"85",85,"AT1G04420"
"1459",1459,"AT1G80450"
"30",30,"AT1G02340"
"2689",2689,"AT3G17790"
"1580",1580,"AT2G12550"
"5182",5182,"AT5G53220"
"663",663,"AT1G30475"
"4521",4521,"AT5G14340"
"3131",3131,"AT3G51940"
"2548",2548,"AT3G11440"
"990",990,"AT1G58340"
"1912",1912,"AT2G31150"
"2742",2742,"AT3G20120"
"4364",4364,"AT5G06230"
"3203",3203,"AT3G55160"
"2308",2308,"AT2G47800"
"2117",2117,"AT2G40120"
"4653",4653,"AT5G20540"
"4399",4399,"AT5G07250"
"3247",3247,"AT3G57120"
"1817",1817,"AT2G25830"
"5061",5061,"AT5G48650"
"1784",1784,"AT2G24440"
"2448",2448,"AT3G06480"
"2568",2568,"AT3G12510"
"3831",3831,"AT4G21880"
"4734",4734,"AT5G24830"
"3958",3958,"AT4G27780"
"3733",3733,"AT4G17616"
"387",387,"AT1G16489"
"1263",1263,"AT1G71380"
"4286",4286,"AT5G02680"
"1617",1617,"AT2G16660"
"4963",4963,"AT5G43822"
"1889",1889,"AT2G30150"
"3817",3817,"AT4G21310"
"3553",3553,"AT4G10470"
"5435",5435,"AT5G64900"
"5042",5042,"AT5G47940"
"3483",3483,"AT4G04460"
"2890",2890,"AT3G27670"
"1946",1946,"AT2G32590"
"3404",3404,"AT4G00950"
"4081",4081,"AT4G33880"
"4144",4144,"AT4G36970"
"2988",2988,"AT3G46810"
"4414",4414,"AT5G08270"
"4536",4536,"AT5G15390"
"1055",1055,"AT1G62010"
"4382",4382,"AT5G06740"
"4288",4288,"AT5G02755"
"5207",5207,"AT5G54770"
"1136",1136,"AT1G66160"
"2613",2613,"AT3G14340"
"4406",4406,"AT5G07810"
"274",274,"AT1G11180"
"1019",1019,"AT1G60620"
"5357",5357,"AT5G61660"
"970",970,"AT1G56170"
"3613",3613,"AT4G12840"
"1769",1769,"AT2G23755"
"1320",1320,"AT1G73640"
"3858",3858,"AT4G23330"
"4940",4940,"AT5G42700"
"1084",1084,"AT1G62990"
"280",280,"AT1G11540"
"4937",4937,"AT5G42480"
"1970",1970,"AT2G33793"
"3149",3149,"AT3G52840"
"405",405,"AT1G17050"
"2242",2242,"AT2G45270"
"3887",3887,"AT4G24530"
"3143",3143,"AT3G52610"
"2840",2840,"AT3G25640"
"1169",1169,"AT1G67570"
"2316",2316,"AT3G01175"
"2142",2142,"AT2G41330"
"3494",3494,"AT4G05040"
"431",431,"AT1G18170"
"4319",4319,"AT5G04070"
"962",962,"AT1G55830"
"2171",2171,"AT2G42320"
"451",451,"AT1G18620"
"3924",3924,"AT4G26270"
"1842",1842,"AT2G27480"
"3565",3565,"AT4G11050"
"1305",1305,"AT1G73210"
"195",195,"AT1G08180"
"172",172,"AT1G07380"
"5490",5490,"ATCG00160"
"165",165,"AT1G07130"
"1487",1487,"AT2G01620"
"4524",4524,"AT5G14480"
"5176",5176,"AT5G53050"
"4965",4965,"AT5G43920"
"4532",4532,"AT5G15025"
"2102",2102,"AT2G39290"
"479",479,"AT1G20270"
"2518",2518,"AT3G09745"
"4272",4272,"AT5G02140"
"4442",4442,"AT5G09520"
"2209",2209,"AT2G43590"
"3495",3495,"AT4G05090"
"3164",3164,"AT3G53450"
"2752",2752,"AT3G20600"
"1006",1006,"AT1G59940"
"260",260,"AT1G10610"
"3966",3966,"AT4G28150"
"2051",2051,"AT2G37420"
"1110",1110,"AT1G64690"
"1437",1437,"AT1G79310"
"964",964,"AT1G55910"
"597",597,"AT1G27070"
"2153",2153,"AT2G41820"
"3048",3048,"AT3G49140"
"2834",2834,"AT3G25440"
"1016",1016,"AT1G60545"
"588",588,"AT1G26680"
"2019",2019,"AT2G35760"
"2944",2944,"AT3G44480"
"4668",4668,"AT5G22110"
"914",914,"AT1G53950"
"2453",2453,"AT3G06690"
"4874",4874,"AT5G39900"
"347",347,"AT1G14590"
"3210",3210,"AT3G55480"
"3794",3794,"AT4G20130"
"3771",3771,"AT4G19370"
"4357",4357,"AT5G05870"
"1121",1121,"AT1G65080"
"2870",2870,"AT3G26750"
"2114",2114,"AT2G40008"
"2150",2150,"AT2G41670"
"1563",1563,"AT2G07665"
"2722",2722,"AT3G18970"
"1854",1854,"AT2G28120"
"2846",2846,"AT3G25820"
"3070",3070,"AT3G49820"
"2219",2219,"AT2G44000"
"3166",3166,"AT3G53510"
"967",967,"AT1G56000"
"4878",4878,"AT5G40090"
"1470",1470,"AT1G80880"
"3488",3488,"AT4G04710"
"5335",5335,"AT5G60730"
"656",656,"AT1G30010"
"3270",3270,"AT3G58380"
"4831",4831,"AT5G37340"
"2090",2090,"AT2G38830"
"1711",1711,"AT2G21130"
"4009",4009,"AT4G30320"
"5158",5158,"AT5G52230"
"5120",5120,"AT5G50950"
"1736",1736,"AT2G22690"
"4770",4770,"AT5G26760"
"2675",2675,"AT3G17350"
"1260",1260,"AT1G71240"
"4454",4454,"AT5G09820"
"929",929,"AT1G54450"
"3113",3113,"AT3G51290"
"5012",5012,"AT5G45970"
"2589",2589,"AT3G13404"
"1099",1099,"AT1G64065"
"3097",3097,"AT3G50700"
"4184",4184,"AT4G38410"
"5054",5054,"AT5G48450"
"4871",4871,"AT5G39830"
"1468",1468,"AT1G80820"
"1283",1283,"AT1G72450"
"2494",2494,"AT3G08910"
"5236",5236,"AT5G56050"
"1254",1254,"AT1G70810"
"3765",3765,"AT4G18975"
"3729",3729,"AT4G17540"
"3262",3262,"AT3G57810"
"5376",5376,"AT5G62430"
"892",892,"AT1G53270"
"1528",1528,"AT2G04350"
"461",461,"AT1G19250"
"653",653,"AT1G29840"
"3904",3904,"AT4G25450"
"1363",1363,"AT1G75590"
"319",319,"AT1G13090"
"844",844,"AT1G50970"
"1768",1768,"AT2G23740"
"1290",1290,"AT1G72855"
"1236",1236,"AT1G69935"
"5475",5475,"AT5G67210"
"4186",4186,"AT4G38480"
"4026",4026,"AT4G30975"
"4430",4430,"AT5G08820"
"1512",1512,"AT2G03200"
"1450",1450,"AT1G79670"
"252",252,"AT1G10280"
"2557",2557,"AT3G11840"
"4769",4769,"AT5G26749"
"4099",4099,"AT4G34680"
"2728",2728,"AT3G19280"
"539",539,"AT1G23150"
"4376",4376,"AT5G06670"
"4435",4435,"AT5G09230"
"3943",3943,"AT4G27070"
"4487",4487,"AT5G11650"
"2937",2937,"AT3G44050"
"3374",3374,"AT3G63290"
"2232",2232,"AT2G44760"
"2093",2093,"AT2G38970"
"1432",1432,"AT1G79080"
"4789",4789,"AT5G27680"
"3439",3439,"AT4G02410"
"2320",2320,"AT3G01330"
"5370",5370,"AT5G62130"
"5003",5003,"AT5G45440"
"5008",5008,"AT5G45720"
"413",413,"AT1G17460"
"2732",2732,"AT3G19570"
"3327",3327,"AT3G60850"
