"","X","phyD_GC_c1.which.mclass....2...1."
"3558",3558,"AT4G10590"
"504",504,"AT1G21280"
"4427",4427,"AT5G08720"
"4652",4652,"AT5G20510"
"680",680,"AT1G31320"
"3188",3188,"AT3G54610"
"1860",1860,"AT2G28480"
"2179",2179,"AT2G42520"
"3158",3158,"AT3G53240"
"1101",1101,"AT1G64105"
"179",179,"AT1G07725"
"3085",3085,"AT3G50280"
"3083",3083,"AT3G50220"
"4589",4589,"AT5G17800"
"2338",2338,"AT3G01990"
"3647",3647,"AT4G14365"
"2402",2402,"AT3G04485"
"3465",3465,"AT4G03410"
"741",741,"AT1G35910"
"5308",5308,"AT5G59490"
"1801",1801,"AT2G25010"
"1422",1422,"AT1G78580"
"2832",2832,"AT3G25410"
"3884",3884,"AT4G24380"
"2797",2797,"AT3G23250"
"4540",4540,"AT5G15540"
"4206",4206,"AT4G39470"
"376",376,"AT1G16022"
"384",384,"AT1G16330"
"4001",4001,"AT4G29860"
"3458",3458,"AT4G03205"
"4321",4321,"AT5G04270"
"1991",1991,"AT2G34840"
"1310",1310,"AT1G73330"
"2688",2688,"AT3G17750"
"4239",4239,"AT5G01270"
"1357",1357,"AT1G75090"
"1336",1336,"AT1G74300"
"4558",4558,"AT5G16400"
"20",20,"AT1G01930"
"589",589,"AT1G26700"
"2708",2708,"AT3G18450"
"4779",4779,"AT5G27240"
"3302",3302,"AT3G59570"
"2939",2939,"AT3G44290"
"562",562,"AT1G24530"
"3592",3592,"AT4G12020"
"2131",2131,"AT2G40810"
"180",180,"AT1G07730"
"4979",4979,"AT5G44520"
"4778",4778,"AT5G27210"
"5487",5487,"AT5G67640"
"403",403,"AT1G17020"
"3684",3684,"AT4G15430"
"528",528,"AT1G22860"
"2387",2387,"AT3G03750"
"2224",2224,"AT2G44280"
"28",28,"AT1G02290"
"620",620,"AT1G27980"
"5036",5036,"AT5G47650"
"3792",3792,"AT4G20010"
"2489",2489,"AT3G08785"
"3347",3347,"AT3G61780"
"5253",5253,"AT5G57000"
"5410",5410,"AT5G63920"
"1062",1062,"AT1G62170"
"2076",2076,"AT2G38185"
"1584",1584,"AT2G13660"
"1061",1061,"AT1G62150"
"682",682,"AT1G31350"
"3378",3378,"AT3G63470"
"3147",3147,"AT3G52750"
"848",848,"AT1G51220"
"657",657,"AT1G30040"
"4090",4090,"AT4G34140"
"5172",5172,"AT5G52930"
"3030",3030,"AT3G48425"
"724",724,"AT1G34180"
"598",598,"AT1G27110"
"679",679,"AT1G31280"
"771",771,"AT1G45249"
"3920",3920,"AT4G26140"
"1375",1375,"AT1G76360"
"5322",5322,"AT5G60150"
"2195",2195,"AT2G43180"
"1343",1343,"AT1G74600"
"2112",2112,"AT2G39910"
"2089",2089,"AT2G38820"
"3813",3813,"AT4G21180"
"5118",5118,"AT5G50860"
"4309",4309,"AT5G03670"
"4422",4422,"AT5G08550"
"726",726,"AT1G34260"
"4866",4866,"AT5G39550"
"1498",1498,"AT2G02310"
"2529",2529,"AT3G10310"
"5458",5458,"AT5G66270"
"3457",3457,"AT4G03200"
"4329",4329,"AT5G04820"
"5156",5156,"AT5G52110"
"3551",3551,"AT4G10400"
"5117",5117,"AT5G50820"
"5513",5513,"ATCG01050"
"35",35,"AT1G02440"
"5484",5484,"AT5G67450"
"4755",4755,"AT5G25580"
"5241",5241,"AT5G56370"
"2475",2475,"AT3G07870"
"3854",3854,"AT4G23015"
"4974",4974,"AT5G44260"
"2410",2410,"AT3G04850"
"4232",4232,"AT5G01170"
"3636",3636,"AT4G14050"
"2883",2883,"AT3G27470"
"5184",5184,"AT5G53490"
"4092",4092,"AT4G34190"
"867",867,"AT1G51940"
"276",276,"AT1G11220"
"944",944,"AT1G55180"
"4244",4244,"AT5G01445"
"2709",2709,"AT3G18524"
"796",796,"AT1G48560"
"4845",4845,"AT5G38210"
"5288",5288,"AT5G58570"
"3935",3935,"AT4G26860"
"4601",4601,"AT5G18440"
"5070",5070,"AT5G48880"
"888",888,"AT1G53110"
"1734",1734,"AT2G22650"
"1850",1850,"AT2G27930"
"5025",5025,"AT5G46650"
"1504",1504,"AT2G02635"
"3087",3087,"AT3G50300"
"5505",5505,"ATCG00750"
"243",243,"AT1G09900"
"4767",4767,"AT5G26720"
"4772",4772,"AT5G26790"
"3389",3389,"AT4G00460"
"2632",2632,"AT3G15220"
"1571",1571,"AT2G07773"
"4488",4488,"AT5G11780"
"4503",4503,"AT5G13140"
"2300",2300,"AT2G47410"
"749",749,"AT1G43020"
"4335",4335,"AT5G04960"
"2822",2822,"AT3G24500"
"5121",5121,"AT5G50970"
"1596",1596,"AT2G14860"
"1902",1902,"AT2G30720"
"382",382,"AT1G16250"
"1619",1619,"AT2G16770"
"3677",3677,"AT4G15260"
"2414",2414,"AT3G05140"
"546",546,"AT1G23460"
"619",619,"AT1G27960"
"2614",2614,"AT3G14360"
"2349",2349,"AT3G02400"
"5456",5456,"AT5G66005"
"1646",1646,"AT2G18360"
"5093",5093,"AT5G49900"
"2172",2172,"AT2G42330"
"5264",5264,"AT5G57500"
"3827",3827,"AT4G21700"
"1990",1990,"AT2G34830"
"2915",2915,"AT3G29400"
"2804",2804,"AT3G23670"
"5166",5166,"AT5G52680"
"2533",2533,"AT3G10400"
"4096",4096,"AT4G34480"
"4989",4989,"AT5G45050"
"3077",3077,"AT3G50080"
"3017",3017,"AT3G47830"
"4456",4456,"AT5G09855"
"2189",2189,"AT2G42975"
"4199",4199,"AT4G39190"
"75",75,"AT1G04220"
"1541",1541,"AT2G05120"
"4711",4711,"AT5G23940"
"3036",3036,"AT3G48610"
"2411",2411,"AT3G04980"
"4178",4178,"AT4G38170"
"4499",4499,"AT5G12930"
"735",735,"AT1G35350"
"3481",3481,"AT4G04221"
"674",674,"AT1G31150"
"4581",4581,"AT5G17410"
"4415",4415,"AT5G08335"
"5205",5205,"AT5G54660"
"339",339,"AT1G14180"
"2445",2445,"AT3G06370"
"1013",1013,"AT1G60390"
"1718",1718,"AT2G21590"
"3145",3145,"AT3G52740"
"322",322,"AT1G13270"
"5027",5027,"AT5G46920"
"2735",2735,"AT3G19830"
"295",295,"AT1G12211"
"5116",5116,"AT5G50800"
"4942",4942,"AT5G42750"
"1898",1898,"AT2G30550"
"4411",4411,"AT5G08010"
"3275",3275,"AT3G58650"
"968",968,"AT1G56050"
"4752",4752,"AT5G25480"
"1415",1415,"AT1G78190"
"4069",4069,"AT4G33070"
"5533",5533,"ATMG00980"
"1721",1721,"AT2G21830"
"3788",3788,"AT4G19960"
"3597",3597,"AT4G12270"
"1549",1549,"AT2G05620"
"359",359,"AT1G15215"
"3384",3384,"AT4G00220"
"2166",2166,"AT2G42130"
"1262",1262,"AT1G71360"
"3506",3506,"AT4G06685"
"2779",2779,"AT3G22104"
"2277",2277,"AT2G46620"
"4368",4368,"AT5G06430"
"3387",3387,"AT4G00360"
"5134",5134,"AT5G51380"
"3572",3572,"AT4G11300"
"388",388,"AT1G16490"
"4345",4345,"AT5G05380"
"1570",1570,"AT2G07739"
"799",799,"AT1G48698"
"1476",1476,"AT2G01275"
"2549",2549,"AT3G11470"
"630",630,"AT1G28550"
"828",828,"AT1G49960"
"4293",4293,"AT5G03100"
"675",675,"AT1G31175"
"3358",3358,"AT3G62200"
"2987",2987,"AT3G46790"
"3264",3264,"AT3G57910"
"253",253,"AT1G10320"
"5067",5067,"AT5G48820"
"5279",5279,"AT5G58150"
"183",183,"AT1G07743"
"459",459,"AT1G19220"
"1010",1010,"AT1G60130"
"5146",5146,"AT5G51730"
"2723",2723,"AT3G19000"
"5477",5477,"AT5G67245"
"693",693,"AT1G31880"
"66",66,"AT1G03950"
"4137",4137,"AT4G36540"
"2262",2262,"AT2G46110"
"1153",1153,"AT1G66830"
"5223",5223,"AT5G55520"
"2080",2080,"AT2G38370"
"2888",2888,"AT3G27550"
"259",259,"AT1G10560"
"1444",1444,"AT1G79570"
"969",969,"AT1G56090"
"3815",3815,"AT4G21220"
"793",793,"AT1G48360"
"5405",5405,"AT5G63700"
"2010",2010,"AT2G35585"
"1286",1286,"AT1G72560"
"989",989,"AT1G58220"
"5175",5175,"AT5G53010"
"1626",1626,"AT2G17140"
"4582",4582,"AT5G17430"
"5531",5531,"ATMG00730"
"3608",3608,"AT4G12670"
"4810",4810,"AT5G35410"
"1685",1685,"AT2G20142"
"1129",1129,"AT1G65710"
"2129",2129,"AT2G40770"
"3836",3836,"AT4G22160"
"2040",2040,"AT2G37160"
"4387",4387,"AT5G06940"
"4390",4390,"AT5G07025"
"5532",5532,"ATMG00810"
"2837",2837,"AT3G25560"
"4369",4369,"AT5G06470"
"5516",5516,"ATCG01240"
"5380",5380,"AT5G62710"
"2681",2681,"AT3G17668"
"2830",2830,"AT3G25100"
"3890",3890,"AT4G24710"
"2278",2278,"AT2G46650"
"3319",3319,"AT3G60510"
"67",67,"AT1G03960"
"344",344,"AT1G14530"
"3032",3032,"AT3G48450"
"3938",3938,"AT4G26960"
"1072",1072,"AT1G62610"
"2311",2311,"AT2G47910"
"5510",5510,"ATCG00905"
"2354",2354,"AT3G02535"
"3102",3102,"AT3G50850"
"1759",1759,"AT2G23440"
"5338",5338,"AT5G60860"
"1681",1681,"AT2G20010"
"5248",5248,"AT5G56720"
"2751",2751,"AT3G20560"
"3073",3073,"AT3G49920"
"279",279,"AT1G11440"
"3656",3656,"AT4G14590"
"4914",4914,"AT5G41360"
"4044",4044,"AT4G32120"
"3769",3769,"AT4G19070"
"5159",5159,"AT5G52250"
"1804",1804,"AT2G25140"
"1241",1241,"AT1G70200"
"533",533,"AT1G22980"
"3929",3929,"AT4G26582"
"4868",4868,"AT5G39785"
"513",513,"AT1G21670"
"4064",4064,"AT4G32820"
"3091",3091,"AT3G50400"
"5002",5002,"AT5G45370"
"3696",3696,"AT4G16100"
"1306",1306,"AT1G73270"
"900",900,"AT1G53490"
"4848",4848,"AT5G38340"
"3353",3353,"AT3G62050"
"2585",2585,"AT3G13190"
"4440",4440,"AT5G09445"
"4982",4982,"AT5G44569"
"673",673,"AT1G31010"
"1467",1467,"AT1G80810"
"5108",5108,"AT5G50440"
"4118",4118,"AT4G35870"
"5324",5324,"AT5G60250"
"2874",2874,"AT3G26990"
"5014",5014,"AT5G46060"
"5437",5437,"AT5G64940"
"2536",2536,"AT3G10550"
"4429",4429,"AT5G08780"
"5150",5150,"AT5G51820"
"2069",2069,"AT2G37950"
"4824",4824,"AT5G36870"
"3215",3215,"AT3G55730"
"4659",4659,"AT5G20980"
"4895",4895,"AT5G40740"
"837",837,"AT1G50590"
"2683",2683,"AT3G17680"
"3295",3295,"AT3G59290"
"517",517,"AT1G22180"
"2231",2231,"AT2G44690"
"4590",4590,"AT5G17810"
"3923",3923,"AT4G26220"
"1841",1841,"AT2G27430"
"582",582,"AT1G26218"
"923",923,"AT1G54220"
"4715",4715,"AT5G24120"
"3688",3688,"AT4G15563"
"507",507,"AT1G21390"
"5341",5341,"AT5G61040"
"2388",2388,"AT3G03770"
"736",736,"AT1G35460"
"4829",4829,"AT5G37190"
"3426",3426,"AT4G01920"
"4616",4616,"AT5G18980"
"1534",1534,"AT2G04620"
"2222",2222,"AT2G44220"
"1598",1598,"AT2G15310"
"2863",2863,"AT3G26580"
"4129",4129,"AT4G36150"
"110",110,"AT1G05230"
"5446",5446,"AT5G65460"
"5155",5155,"AT5G52030"
"1601",1601,"AT2G15440"
"1403",1403,"AT1G77700"
"211",211,"AT1G08900"
"4086",4086,"AT4G34020"
"4384",4384,"AT5G06810"
"4900",4900,"AT5G41000"
"4207",4207,"AT4G39550"
"2758",2758,"AT3G20860"
"4055",4055,"AT4G32360"
"1033",1033,"AT1G61190"
"5431",5431,"AT5G64830"
"2750",2750,"AT3G20480"
"4563",4563,"AT5G16715"
"1558",1558,"AT2G07325"
"1577",1577,"AT2G09660"
"5102",5102,"AT5G50280"
"2430",2430,"AT3G05800"
"2805",2805,"AT3G23740"
"1574",1574,"AT2G08665"
"5257",5257,"AT5G57130"
"3545",3545,"AT4G10030"
"988",988,"AT1G58210"
"3667",3667,"AT4G14870"
"3804",3804,"AT4G20840"
"654",654,"AT1G29910"
"3853",3853,"AT4G22970"
"51",51,"AT1G03400"
"4016",4016,"AT4G30610"
"974",974,"AT1G56350"
"2157",2157,"AT2G41880"
"4662",4662,"AT5G21900"
"1337",1337,"AT1G74330"
"5202",5202,"AT5G54550"
"4526",4526,"AT5G14570"
"5225",5225,"AT5G55580"
"3580",3580,"AT4G11650"
"5353",5353,"AT5G61560"
"3016",3016,"AT3G47820"
"4800",4800,"AT5G28650"
"585",585,"AT1G26520"
"661",661,"AT1G30410"
"1317",1317,"AT1G73480"
"3405",3405,"AT4G00955"
"4846",4846,"AT5G38212"
"1781",1781,"AT2G24350"
"1069",1069,"AT1G62515"
"185",185,"AT1G07795"
"5216",5216,"AT5G55060"
"2703",2703,"AT3G18350"
"4188",4188,"AT4G38670"
"3522",3522,"AT4G08510"
"1971",1971,"AT2G33820"
"2642",2642,"AT3G15540"
"3713",3713,"AT4G16670"
"3575",3575,"AT4G11440"
"2099",2099,"AT2G39180"
"4095",4095,"AT4G34310"
"1859",1859,"AT2G28440"
"2257",2257,"AT2G45890"
"3168",3168,"AT3G53590"
"3109",3109,"AT3G51110"
"764",764,"AT1G45160"
"1105",1105,"AT1G64450"
"584",584,"AT1G26370"
"4416",4416,"AT5G08360"
"3931",3931,"AT4G26660"
"2213",2213,"AT2G43720"
"477",477,"AT1G20060"
"3415",3415,"AT4G01510"
"2160",2160,"AT2G41970"
"2658",2658,"AT3G16220"
"4729",4729,"AT5G24580"
"1139",1139,"AT1G66345"
"1951",1951,"AT2G32970"
"1853",1853,"AT2G28105"
"8",8,"AT1G01440"
"1180",1180,"AT1G67820"
"745",745,"AT1G36990"
"4872",4872,"AT5G39840"
"776",776,"AT1G47600"
"2095",2095,"AT2G39090"
"1028",1028,"AT1G61030"
"4389",4389,"AT5G07020"
"5083",5083,"AT5G49500"
"1988",1988,"AT2G34650"
"178",178,"AT1G07710"
"1316",1316,"AT1G73470"
"2094",2094,"AT2G39050"
"3550",3550,"AT4G10390"
"3620",3620,"AT4G13290"
"377",377,"AT1G16060"
"1405",1405,"AT1G77765"
"5169",5169,"AT5G52810"
"4932",4932,"AT5G42280"
"632",632,"AT1G28670"
"5007",5007,"AT5G45610"
"2635",2635,"AT3G15356"
"2223",2223,"AT2G44255"
"1148",1148,"AT1G66700"
"426",426,"AT1G17950"
"1581",1581,"AT2G13290"
"4511",4511,"AT5G13690"
"2439",2439,"AT3G06150"
"4663",4663,"AT5G21910"
"1291",1291,"AT1G72860"
"3801",3801,"AT4G20740"
"2936",2936,"AT3G43960"
"1224",1224,"AT1G69570"
"2359",2359,"AT3G02730"
"2946",2946,"AT3G44530"
"550",550,"AT1G23830"
"699",699,"AT1G32530"
"277",277,"AT1G11270"
"4746",4746,"AT5G25220"
"4951",4951,"AT5G43170"
"4867",4867,"AT5G39670"
"2719",2719,"AT3G18773"
"609",609,"AT1G27500"
"3645",3645,"AT4G14330"
"2369",2369,"AT3G03030"
"5013",5013,"AT5G46040"
"3375",3375,"AT3G63350"
"3581",3581,"AT4G11660"
"5488",5488,"ATCG00020"
"4927",4927,"AT5G42030"
"5089",5089,"AT5G49690"
"5314",5314,"AT5G59800"
"868",868,"AT1G51965"
"337",337,"AT1G13970"
"3007",3007,"AT3G47530"
"4297",4297,"AT5G03340"
"1747",1747,"AT2G22980"
"1040",1040,"AT1G61370"
"3816",3816,"AT4G21270"
"361",361,"AT1G15290"
"5480",5480,"AT5G67310"
"3157",3157,"AT3G53230"
"2556",2556,"AT3G11760"
"1104",1104,"AT1G64400"
"2483",2483,"AT3G08490"
"3959",3959,"AT4G27900"
"946",946,"AT1G55265"
"1743",1743,"AT2G22890"
"2731",2731,"AT3G19360"
"605",605,"AT1G27380"
"1693",1693,"AT2G20400"
"2397",2397,"AT3G04260"
"3124",3124,"AT3G51660"
"935",935,"AT1G54790"
"404",404,"AT1G17040"
"5462",5462,"AT5G66450"
"2982",2982,"AT3G46650"
"3960",3960,"AT4G27910"
"2275",2275,"AT2G46572"
"1870",1870,"AT2G29180"
"4916",4916,"AT5G41410"
"197",197,"AT1G08280"
"2159",2159,"AT2G41905"
"4600",4600,"AT5G18390"
"5126",5126,"AT5G51110"
"5476",5476,"AT5G67230"
"4279",4279,"AT5G02400"
"572",572,"AT1G25400"
"3299",3299,"AT3G59420"
"5260",5260,"AT5G57210"
"3965",3965,"AT4G28140"
"3869",3869,"AT4G23730"
"4383",4383,"AT5G06770"
"2869",2869,"AT3G26744"
"2164",2164,"AT2G42065"
"366",366,"AT1G15630"
"3249",3249,"AT3G57360"
"4664",4664,"AT5G21920"
"2419",2419,"AT3G05350"
"2656",2656,"AT3G16110"
"5388",5388,"AT5G63020"
"1131",1131,"AT1G65900"
"4510",4510,"AT5G13660"
"3895",3895,"AT4G25070"
"2106",2106,"AT2G39480"
"4484",4484,"AT5G11460"
"4556",4556,"AT5G16235"
"2952",2952,"AT3G44710"
"1150",1150,"AT1G66730"
"1966",1966,"AT2G33570"
"1024",1024,"AT1G60790"
"5418",5418,"AT5G64320"
"2221",2221,"AT2G44190"
"78",78,"AT1G04240"
"3037",3037,"AT3G48660"
"327",327,"AT1G13448"
"2678",2678,"AT3G17470"
"3718",3718,"AT4G16900"
"636",636,"AT1G29170"
"1115",1115,"AT1G64860"
"1035",1035,"AT1G61215"
"2444",2444,"AT3G06360"
"362",362,"AT1G15310"
"1662",1662,"AT2G19060"
"1703",1703,"AT2G20710"
"1071",1071,"AT1G62590"
"2547",2547,"AT3G11430"
"2437",2437,"AT3G06020"
"3107",3107,"AT3G51080"
"2926",2926,"AT3G42860"
"1949",1949,"AT2G32840"
"3446",3446,"AT4G02730"
"2327",2327,"AT3G01545"
"4287",4287,"AT5G02710"
"4650",4650,"AT5G20450"
"956",956,"AT1G55475"
"2643",2643,"AT3G15550"
"3371",3371,"AT3G63220"
"2304",2304,"AT2G47520"
"4506",4506,"AT5G13360"
"530",530,"AT1G22890"
"389",389,"AT1G16500"
"3557",3557,"AT4G10570"
"1896",1896,"AT2G30480"
"2064",2064,"AT2G37770"
"1737",1737,"AT2G22730"
"2281",2281,"AT2G46750"
"443",443,"AT1G18415"
"2907",2907,"AT3G28956"
"751",751,"AT1G43620"
"3699",3699,"AT4G16270"
"5203",5203,"AT5G54569"
"37",37,"AT1G02640"
"2930",2930,"AT3G43580"
"2775",2775,"AT3G21690"
"4150",4150,"AT4G37200"
"1904",1904,"AT2G30890"
"3266",3266,"AT3G57980"
"5451",5451,"AT5G65710"
"1053",1053,"AT1G61970"
"217",217,"AT1G09040"
"3485",3485,"AT4G04670"
"992",992,"AT1G58520"
"4654",4654,"AT5G20580"
"2408",2408,"AT3G04690"
"118",118,"AT1G05440"
"1190",1190,"AT1G68080"
"5049",5049,"AT5G48250"
"1837",1837,"AT2G27110"
"2831",2831,"AT3G25210"
"227",227,"AT1G09440"
"414",414,"AT1G17580"
"4002",4002,"AT4G29910"
"1340",1340,"AT1G74490"
"2299",2299,"AT2G47350"
"22",22,"AT1G01970"
"2749",2749,"AT3G20440"
"1456",1456,"AT1G80150"
"5064",5064,"AT5G48770"
"2442",2442,"AT3G06250"
"5178",5178,"AT5G53130"
"2620",2620,"AT3G14570"
"338",338,"AT1G14150"
"1824",1824,"AT2G26290"
"2138",2138,"AT2G41050"
"1529",1529,"AT2G04430"
"2385",2385,"AT3G03680"
"2715",2715,"AT3G18680"
"87",87,"AT1G04555"
"1809",1809,"AT2G25420"
"2850",2850,"AT3G25970"
"2104",2104,"AT2G39360"
"5011",5011,"AT5G45790"
"4559",4559,"AT5G16520"
"1123",1123,"AT1G65380"
"4700",4700,"AT5G23570"
"291",291,"AT1G12030"
"2380",2380,"AT3G03505"
"2486",2486,"AT3G08600"
"3393",3393,"AT4G00530"
"3213",3213,"AT3G55660"
"3368",3368,"AT3G63090"
"4685",4685,"AT5G22930"
"3999",3999,"AT4G29800"
"5096",5096,"AT5G50110"
"4721",4721,"AT5G24313"
"5284",5284,"AT5G58480"
"2481",2481,"AT3G08225"
"5504",5504,"ATCG00680"
"4153",4153,"AT4G37270"
"3921",3921,"AT4G26180"
"3764",3764,"AT4G18910"
"1322",1322,"AT1G73710"
"917",917,"AT1G53990"
"4981",4981,"AT5G44562"
"108",108,"AT1G05183"
"4130",4130,"AT4G36160"
"1762",1762,"AT2G23530"
"886",886,"AT1G53025"
"166",166,"AT1G07150"
"3767",3767,"AT4G19020"
"345",345,"AT1G14540"
"4164",4164,"AT4G37510"
"3642",3642,"AT4G14230"
"701",701,"AT1G32583"
"2198",2198,"AT2G43235"
"3768",3768,"AT4G19060"
"3026",3026,"AT3G48250"
"2200",2200,"AT2G43320"
"604",604,"AT1G27370"
"1833",1833,"AT2G26840"
"444",444,"AT1G18440"
"4966",4966,"AT5G43990"
"2724",2724,"AT3G19050"
"5309",5309,"AT5G59540"
"3161",3161,"AT3G53390"
"922",922,"AT1G54217"
"3533",3533,"AT4G09490"
"2467",2467,"AT3G07500"
"4725",4725,"AT5G24350"
"3875",3875,"AT4G23930"
"3429",3429,"AT4G01935"
"4354",4354,"AT5G05630"
"3789",3789,"AT4G19980"
"2161",2161,"AT2G41980"
"4380",4380,"AT5G06720"
"177",177,"AT1G07650"
"2289",2289,"AT2G46950"
"5442",5442,"AT5G65290"
"3484",3484,"AT4G04640"
"4003",4003,"AT4G29920"
"2323",2323,"AT3G01450"
"4231",4231,"AT5G01100"
"5492",5492,"ATCG00280"
"1237",1237,"AT1G69970"
"5222",5222,"AT5G55490"
"2253",2253,"AT2G45750"
"5326",5326,"AT5G60280"
"5381",5381,"AT5G62760"
"4637",4637,"AT5G19940"
"29",29,"AT1G02300"
"4695",4695,"AT5G23330"
"5386",5386,"AT5G62960"
"5114",5114,"AT5G50710"
"3281",3281,"AT3G58875"
"4008",4008,"AT4G30150"
"3115",3115,"AT3G51320"
"3044",3044,"AT3G49000"
"2691",2691,"AT3G17890"
"106",106,"AT1G05140"
"3525",3525,"AT4G08780"
"3256",3256,"AT3G57630"
"2468",2468,"AT3G07525"
"310",310,"AT1G12775"
"2650",2650,"AT3G15890"
"2373",2373,"AT3G03280"
"2801",2801,"AT3G23550"
"4395",4395,"AT5G07150"
"1195",1195,"AT1G68400"
"62",62,"AT1G03780"
"2202",2202,"AT2G43375"
"5320",5320,"AT5G60050"
"4643",4643,"AT5G20230"
"1018",1018,"AT1G60560"
"2598",2598,"AT3G13700"
"775",775,"AT1G47510"
"4639",4639,"AT5G20030"
"1609",1609,"AT2G16230"
"476",476,"AT1G20030"
"4474",4474,"AT5G11020"
"5299",5299,"AT5G59020"
"2604",2604,"AT3G13970"
"3241",3241,"AT3G56830"
"1738",1738,"AT2G22740"
"385",385,"AT1G16370"
"2747",2747,"AT3G20350"
"2679",2679,"AT3G17580"
"4530",4530,"AT5G15010"
"3676",3676,"AT4G15248"
"1932",1932,"AT2G32000"
"2077",2077,"AT2G38210"
"882",882,"AT1G52618"
"2540",2540,"AT3G10730"
"1181",1181,"AT1G67830"
"743",743,"AT1G36640"
"3",3,"AT1G01080"
"1",1,"AT1G01030"
"3704",3704,"AT4G16410"
"1545",1545,"AT2G05320"
"2607",2607,"AT3G14060"
"5355",5355,"AT5G61640"
"755",755,"AT1G44110"
"3845",3845,"AT4G22758"
"1133",1133,"AT1G66020"
"3395",3395,"AT4G00650"
"2103",2103,"AT2G39350"
"3950",3950,"AT4G27460"
"3362",3362,"AT3G62470"
"4275",4275,"AT5G02230"
"1514",1514,"AT2G03280"
"4258",4258,"AT5G01840"
"2725",2725,"AT3G19150"
"65",65,"AT1G03930"
"1213",1213,"AT1G68980"
"90",90,"AT1G04640"
"25",25,"AT1G02180"
"4858",4858,"AT5G38970"
"3972",3972,"AT4G28390"
"3942",3942,"AT4G27030"
"5052",5052,"AT5G48340"
"4462",4462,"AT5G10278"
"4424",4424,"AT5G08650"
"4792",4792,"AT5G27930"
"3749",3749,"AT4G18300"
"2097",2097,"AT2G39120"
"1877",1877,"AT2G29670"
"4235",4235,"AT5G01200"
"1576",1576,"AT2G09640"
"5255",5255,"AT5G57070"
"202",202,"AT1G08520"
"2785",2785,"AT3G22670"
"1273",1273,"AT1G71990"
"667",667,"AT1G30610"
"3679",3679,"AT4G15290"
"3770",3770,"AT4G19230"
"1928",1928,"AT2G31902"
"4657",4657,"AT5G20930"
"4181",4181,"AT4G38225"
"1745",1745,"AT2G22920"
"5062",5062,"AT5G48690"
"913",913,"AT1G53940"
"452",452,"AT1G18650"
"2476",2476,"AT3G07930"
"5092",5092,"AT5G49840"
"3554",3554,"AT4G10500"
"4697",4697,"AT5G23405"
"1155",1155,"AT1G67035"
"5422",5422,"AT5G64530"
"249",249,"AT1G10230"
"2177",2177,"AT2G42450"
"3917",3917,"AT4G26055"
"3307",3307,"AT3G59870"
"1917",1917,"AT2G31300"
"3687",3687,"AT4G15530"
"2600",2600,"AT3G13782"
"2594",2594,"AT3G13600"
"1455",1455,"AT1G80120"
"5135",5135,"AT5G51450"
"5330",5330,"AT5G60600"
"3907",3907,"AT4G25560"
"47",47,"AT1G03180"
"135",135,"AT1G06120"
"3280",3280,"AT3G58850"
"820",820,"AT1G49630"
"1712",1712,"AT2G21230"
"4611",4611,"AT5G18770"
"2762",2762,"AT3G20935"
"3928",3928,"AT4G26580"
"1356",1356,"AT1G75060"
"2070",2070,"AT2G37970"
"3681",3681,"AT4G15350"
"42",42,"AT1G03000"
"4550",4550,"AT5G16040"
"3899",3899,"AT4G25180"
"2554",2554,"AT3G11670"
"4692",4692,"AT5G23190"
"934",934,"AT1G54650"
"3561",3561,"AT4G10720"
"4307",4307,"AT5G03585"
"5228",5228,"AT5G55680"
"3443",3443,"AT4G02530"
"2137",2137,"AT2G41040"
"3075",3075,"AT3G50050"
"460",460,"AT1G19230"
"155",155,"AT1G06787"
"1793",1793,"AT2G24690"
"568",568,"AT1G25290"
"1001",1001,"AT1G59700"
"124",124,"AT1G05650"
"3722",3722,"AT4G17240"
"4224",4224,"AT4G40010"
"1934",1934,"AT2G32120"
"2646",2646,"AT3G15760"
"3566",3566,"AT4G11070"
"2971",2971,"AT3G45840"
"33",33,"AT1G02390"
"1387",1387,"AT1G77230"
"2269",2269,"AT2G46320"
"356",356,"AT1G15080"
"884",884,"AT1G52700"
"3493",3493,"AT4G04960"
"1140",1140,"AT1G66440"
"188",188,"AT1G07870"
"3122",3122,"AT3G51640"
"2748",2748,"AT3G20430"
"818",818,"AT1G49540"
"137",137,"AT1G06270"
"3394",3394,"AT4G00590"
"2244",2244,"AT2G45450"
"1374",1374,"AT1G76320"
"797",797,"AT1G48640"
"2292",2292,"AT2G47015"
"1458",1458,"AT1G80200"
"3824",3824,"AT4G21534"
"690",690,"AT1G31814"
"287",287,"AT1G11880"
"441",441,"AT1G18370"
"706",706,"AT1G32760"
"5193",5193,"AT5G54040"
"2450",2450,"AT3G06600"
"5471",5471,"AT5G67140"
"2551",2551,"AT3G11580"
"4300",4300,"AT5G03420"
"3989",3989,"AT4G29310"
"4312",4312,"AT5G03870"
"4063",4063,"AT4G32790"
"3739",3739,"AT4G17895"
"1371",1371,"AT1G76170"
"952",952,"AT1G55380"
"4093",4093,"AT4G34220"
"3564",3564,"AT4G10960"
"1690",1690,"AT2G20290"
"5174",5174,"AT5G52950"
"4961",4961,"AT5G43750"
"1752",1752,"AT2G23200"
"3671",3671,"AT4G15110"
"3735",3735,"AT4G17740"
"2546",2546,"AT3G11385"
"3802",3802,"AT4G20760"
"2306",2306,"AT2G47670"
"93",93,"AT1G04710"
"4774",4774,"AT5G26920"
"1830",1830,"AT2G26690"
"2350",2350,"AT3G02410"
