"","phyD_GC_c1.which.mclass....7...1."
"1","AT1G01130"
"2","AT1G01140"
"3","AT1G01190"
"4","AT1G01200"
"5","AT1G01310"
"6","AT1G01340"
"7","AT1G01380"
"8","AT1G01480"
"9","AT1G01570"
"10","AT1G01600"
"11","AT1G01660"
"12","AT1G01700"
"13","AT1G01715"
"14","AT1G01740"
"15","AT1G01810"
"16","AT1G01840"
"17","AT1G01880"
"18","AT1G02010"
"19","AT1G02030"
"20","AT1G02050"
"21","AT1G02350"
"22","AT1G02380"
"23","AT1G02400"
"24","AT1G02420"
"25","AT1G02450"
"26","AT1G02530"
"27","AT1G02570"
"28","AT1G02575"
"29","AT1G02660"
"30","AT1G02670"
"31","AT1G02700"
"32","AT1G02705"
"33","AT1G03070"
"34","AT1G03106"
"35","AT1G03200"
"36","AT1G03240"
"37","AT1G03300"
"38","AT1G03340"
"39","AT1G03495"
"40","AT1G03510"
"41","AT1G03540"
"42","AT1G03545"
"43","AT1G03600"
"44","AT1G03700"
"45","AT1G03710"
"46","AT1G03800"
"47","AT1G03820"
"48","AT1G03940"
"49","AT1G03980"
"50","AT1G03990"
"51","AT1G03993"
"52","AT1G04007"
"53","AT1G04017"
"54","AT1G04067"
"55","AT1G04077"
"56","AT1G04090"
"57","AT1G04105"
"58","AT1G04117"
"59","AT1G04150"
"60","AT1G04163"
"61","AT1G04247"
"62","AT1G04330"
"63","AT1G04397"
"64","AT1G04425"
"65","AT1G04433"
"66","AT1G04473"
"67","AT1G04477"
"68","AT1G04487"
"69","AT1G04490"
"70","AT1G04513"
"71","AT1G04540"
"72","AT1G04570"
"73","AT1G04583"
"74","AT1G04620"
"75","AT1G04650"
"76","AT1G04700"
"77","AT1G04733"
"78","AT1G04743"
"79","AT1G04767"
"80","AT1G04778"
"81","AT1G04823"
"82","AT1G04840"
"83","AT1G04873"
"84","AT1G04880"
"85","AT1G04917"
"86","AT1G04973"
"87","AT1G05033"
"88","AT1G05065"
"89","AT1G05087"
"90","AT1G05163"
"91","AT1G05267"
"92","AT1G05273"
"93","AT1G05277"
"94","AT1G05287"
"95","AT1G05317"
"96","AT1G05333"
"97","AT1G05400"
"98","AT1G05420"
"99","AT1G05453"
"100","AT1G05530"
"101","AT1G05557"
"102","AT1G05577"
"103","AT1G05600"
"104","AT1G05610"
"105","AT1G05640"
"106","AT1G05767"
"107","AT1G05773"
"108","AT1G05820"
"109","AT1G05843"
"110","AT1G05873"
"111","AT1G05894"
"112","AT1G05917"
"113","AT1G05937"
"114","AT1G05943"
"115","AT1G05950"
"116","AT1G05973"
"117","AT1G06033"
"118","AT1G06045"
"119","AT1G06083"
"120","AT1G06113"
"121","AT1G06135"
"122","AT1G06140"
"123","AT1G06143"
"124","AT1G06160"
"125","AT1G06163"
"126","AT1G06173"
"127","AT1G06213"
"128","AT1G06250"
"129","AT1G06265"
"130","AT1G06287"
"131","AT1G06320"
"132","AT1G06357"
"133","AT1G06440"
"134","AT1G06463"
"135","AT1G06520"
"136","AT1G06643"
"137","AT1G06647"
"138","AT1G06680"
"139","AT1G06690"
"140","AT1G06983"
"141","AT1G06990"
"142","AT1G07010"
"143","AT1G07017"
"144","AT1G07023"
"145","AT1G07120"
"146","AT1G07160"
"147","AT1G07187"
"148","AT1G07270"
"149","AT1G07280"
"150","AT1G07390"
"151","AT1G07397"
"152","AT1G07400"
"153","AT1G07407"
"154","AT1G07473"
"155","AT1G07477"
"156","AT1G07485"
"157","AT1G07513"
"158","AT1G07547"
