"","phyD_GC_c1.which.mclass....4...1."
"283","AT5G49450"
"284","AT5G53160"
"285","AT5G54940"
"286","AT5G56550"
"287","AT5G56760"
"288","AT5G56870"
"289","AT5G57625"
"290","AT5G57655"
"291","AT5G58740"
"292","AT5G59550"
"293","AT5G59820"
"294","AT5G60680"
"295","AT5G61590"
"296","AT5G64260"
"297","AT5G65480"
"298","AT5G65970"
"299","AT5G66040"
"300","AT5G67490"
"301","ATCG00920"
"302","ATCG01210"
