"","X","phyD_GC_c1.which.mclass....7...1."
"171",171,"AT1G07933"
"2598",2598,"AT4G32430"
"2321",2321,"AT4G12480"
"3018",3018,"AT5G25880"
"2042",2042,"AT3G52440"
"581",581,"AT1G50040"
"1190",1190,"AT2G21080"
"1997",1997,"AT3G48240"
"3158",3158,"AT5G44578"
"1648",1648,"AT3G07520"
"351",351,"AT1G17230"
"1808",1808,"AT3G19320"
"2341",2341,"AT4G13840"
"3251",3251,"AT5G51795"
"632",632,"AT1G54095"
"3219",3219,"AT5G48910"
"1297",1297,"AT2G30985"
"248",248,"AT1G10790"
"1584",1584,"AT3G04040"
"940",940,"AT1G77570"
"1673",1673,"AT3G08920"
"1381",1381,"AT2G36980"
"612",612,"AT1G52650"
"2003",2003,"AT3G48580"
"178",178,"AT1G08270"
"2284",2284,"AT4G09420"
"2081",2081,"AT3G56300"
"1050",1050,"AT2G05520"
"2875",2875,"AT5G11570"
"13",13,"AT1G01715"
"273",273,"AT1G12250"
"603",603,"AT1G52130"
"371",371,"AT1G18750"
"2853",2853,"AT5G10150"
"1468",1468,"AT2G43230"
"1441",1441,"AT2G41300"
"880",880,"AT1G74150"
"465",465,"AT1G29179"
"2525",2525,"AT4G25845"
"694",694,"AT1G61390"
"1618",1618,"AT3G05400"
"3087",3087,"AT5G39610"
"1478",1478,"AT2G43930"
"2150",2150,"AT3G61890"
"3389",3389,"AT5G65140"
"3152",3152,"AT5G44400"
"1074",1074,"AT2G07825"
"94",94,"AT1G05287"
"1323",1323,"AT2G32610"
"2445",2445,"AT4G21230"
"2637",2637,"AT4G35685"
"1721",1721,"AT3G11720"
"336",336,"AT1G16260"
"120",120,"AT1G06113"
"1870",1870,"AT3G24575"
"1403",1403,"AT2G38430"
"3141",3141,"AT5G43570"
"585",585,"AT1G50720"
"919",919,"AT1G76210"
"2087",2087,"AT3G56891"
"478",478,"AT1G30050"
"1637",1637,"AT3G06920"
"2660",2660,"AT4G37810"
"2287",2287,"AT4G09500"
"1606",1606,"AT3G05055"
"1091",1091,"AT2G08685"
"650",650,"AT1G55940"
"3234",3234,"AT5G50100"
"923",923,"AT1G76470"
"2857",2857,"AT5G10410"
"2199",2199,"AT4G01735"
"270",270,"AT1G12130"
"1537",1537,"AT3G01580"
"1133",1133,"AT2G14775"
"396",396,"AT1G21130"
"16",16,"AT1G01840"
"3109",3109,"AT5G41471"
"964",964,"AT1G78990"
"134",134,"AT1G06463"
"2558",2558,"AT4G28490"
"2597",2597,"AT4G32340"
"2170",2170,"AT4G00070"
"1039",1039,"AT2G04860"
"2798",2798,"AT5G06695"
"3239",3239,"AT5G50600"
"2939",2939,"AT5G17540"
"1957",1957,"AT3G45160"
"3261",3261,"AT5G52547"
"2376",2376,"AT4G15890"
"3409",3409,"AT5G66700"
"406",406,"AT1G21530"
"1995",1995,"AT3G48010"
"1164",1164,"AT2G18270"
"342",342,"AT1G16515"
"3179",3179,"AT5G46080"
"1305",1305,"AT2G31540"
"2920",2920,"AT5G15900"
"2652",2652,"AT4G37225"
"2066",2066,"AT3G55090"
"2776",2776,"AT5G05255"
"2306",2306,"AT4G11400"
"2161",2161,"AT3G63050"
"3315",3315,"AT5G57670"
"2410",2410,"AT4G18375"
"1770",1770,"AT3G16210"
"366",366,"AT1G18010"
"104",104,"AT1G05610"
"2880",2880,"AT5G12890"
"2745",2745,"AT5G03250"
"2492",2492,"AT4G24090"
"2914",2914,"AT5G15280"
"671",671,"AT1G58848"
"1631",1631,"AT3G06436"
"889",889,"AT1G74420"
"2123",2123,"AT3G59710"
"1748",1748,"AT3G14620"
"1847",1847,"AT3G22690"
"1202",1202,"AT2G22088"
"275",275,"AT1G12300"
"2629",2629,"AT4G35290"
"2704",2704,"AT5G01435"
"163",163,"AT1G07667"
"2740",2740,"AT5G03020"
"2212",2212,"AT4G03130"
"1025",1025,"AT2G03850"
"232",232,"AT1G09930"
"263",263,"AT1G11700"
"2667",2667,"AT4G38300"
"996",996,"AT2G01990"
"2934",2934,"AT5G17200"
"698",698,"AT1G61440"
"3100",3100,"AT5G40405"
"3170",3170,"AT5G45240"
"2411",2411,"AT4G18422"
"2802",2802,"AT5G07015"
"2065",2065,"AT3G54990"
"1232",1232,"AT2G25160"
"1185",1185,"AT2G20080"
"2469",2469,"AT4G22610"
"1667",1667,"AT3G08500"
"1945",1945,"AT3G43930"
"2921",2921,"AT5G15940"
"1298",1298,"AT2G31070"
"1272",1272,"AT2G28680"
"1581",1581,"AT3G03965"
"3294",3294,"AT5G55620"
"105",105,"AT1G05640"
"32",32,"AT1G02705"
"649",649,"AT1G55865"
"3000",3000,"AT5G24352"
"1796",1796,"AT3G18610"
"3079",3079,"AT5G39090"
"64",64,"AT1G04425"
"2774",2774,"AT5G04700"
"1670",1670,"AT3G08835"
"2131",2131,"AT3G60310"
"2566",2566,"AT4G29180"
"2393",2393,"AT4G16957"
"2666",2666,"AT4G38290"
"58",58,"AT1G04117"
"1843",1843,"AT3G22410"
"2399",2399,"AT4G17440"
"1742",1742,"AT3G14070"
"1767",1767,"AT3G16070"
"3391",3391,"AT5G65230"
"2560",2560,"AT4G28690"
"2663",2663,"AT4G38010"
"2372",2372,"AT4G15630"
"123",123,"AT1G06143"
"2785",2785,"AT5G05850"
"2011",2011,"AT3G49190"
"2056",2056,"AT3G53820"
"1474",1474,"AT2G43690"
"2848",2848,"AT5G09845"
"1963",1963,"AT3G45490"
"2074",2074,"AT3G55710"
"2507",2507,"AT4G25020"
"528",528,"AT1G34844"
"155",155,"AT1G07477"
"2059",2059,"AT3G54160"
"966",966,"AT1G79160"
"1656",1656,"AT3G07835"
"2938",2938,"AT5G17522"
"2305",2305,"AT4G11390"
"3094",3094,"AT5G40153"
"898",898,"AT1G74880"
"523",523,"AT1G34380"
"1453",1453,"AT2G42250"
"2061",2061,"AT3G54510"
"2498",2498,"AT4G24430"
"260",260,"AT1G11490"
"1401",1401,"AT2G38250"
"3089",3089,"AT5G39710"
"2537",2537,"AT4G26790"
"161",161,"AT1G07603"
"3437",3437,"ATCG00890"
"2488",2488,"AT4G23700"
"1665",1665,"AT3G08230"
"3367",3367,"AT5G63100"
"1713",1713,"AT3G11050"
"1465",1465,"AT2G42920"
"341",341,"AT1G16510"
"932",932,"AT1G76870"
"278",278,"AT1G12480"
"2840",2840,"AT5G09430"
"1229",1229,"AT2G24680"
"2034",2034,"AT3G51360"
"1549",1549,"AT3G02330"
"2709",2709,"AT5G01570"
"1167",1167,"AT2G18560"
"3415",3415,"AT5G66900"
"189",189,"AT1G08643"
"3461",3461,"ATMG01330"
"290",290,"AT1G13340"
"1116",1116,"AT2G09895"
"1248",1248,"AT2G26520"
"284",284,"AT1G12950"
"27",27,"AT1G02570"
"2654",2654,"AT4G37370"
"2148",2148,"AT3G61760"
"3459",3459,"ATMG01275"
"2655",2655,"AT4G37380"
"2849",2849,"AT5G09950"
"2877",2877,"AT5G11620"
"106",106,"AT1G05767"
"1479",1479,"AT2G44210"
"3029",3029,"AT5G27110"
"2968",2968,"AT5G20670"
"323",323,"AT1G15190"
"813",813,"AT1G69310"
"819",819,"AT1G69710"
"2194",2194,"AT4G01460"
"2958",2958,"AT5G19600"
"1188",1188,"AT2G20880"
"1660",1660,"AT3G07960"
"2688",2688,"AT5G00780"
"3107",3107,"AT5G41315"
"3355",3355,"AT5G61800"
"846",846,"AT1G71480"
"684",684,"AT1G60460"
"458",458,"AT1G28135"
"863",863,"AT1G73040"
"1283",1283,"AT2G29450"
"2047",2047,"AT3G53150"
"397",397,"AT1G21150"
"172",172,"AT1G07937"
"2213",2213,"AT4G03250"
"2245",2245,"AT4G05650"
"2761",2761,"AT5G03995"
"3153",3153,"AT5G44490"
"2662",2662,"AT4G37900"
"1082",1082,"AT2G08425"
"1488",1488,"AT2G44880"
"2529",2529,"AT4G25940"
"2297",2297,"AT4G10895"
"1338",1338,"AT2G33240"
"1438",1438,"AT2G41210"
"3237",3237,"AT5G50570"
"2845",2845,"AT5G09585"
"1053",1053,"AT2G07042"
"431",431,"AT1G24430"
"2694",2694,"AT5G00980"
"998",998,"AT2G02240"
"946",946,"AT1G78172"
"3317",3317,"AT5G57820"
"706",706,"AT1G61860"
"90",90,"AT1G05163"
"1758",1758,"AT3G15570"
"835",835,"AT1G70650"
"2967",2967,"AT5G20640"
"1703",1703,"AT3G10590"
"112",112,"AT1G05917"
"3435",3435,"ATCG00730"
"1877",1877,"AT3G25020"
"3284",3284,"AT5G54570"
"836",836,"AT1G70680"
"3359",3359,"AT5G62210"
"720",720,"AT1G62870"
"495",495,"AT1G31490"
"213",213,"AT1G09517"
"3169",3169,"AT5G45120"
"310",310,"AT1G14500"
"1851",1851,"AT3G22880"
"3311",3311,"AT5G57400"
"1385",1385,"AT2G37070"
"361",361,"AT1G17700"
"1462",1462,"AT2G42850"
"519",519,"AT1G34060"
"358",358,"AT1G17420"
"1437",1437,"AT2G41190"
"3331",3331,"AT5G59662"
"1799",1799,"AT3G18890"
"1973",1973,"AT3G46530"
"394",394,"AT1G20570"
"267",267,"AT1G12060"
"1650",1650,"AT3G07615"
"3058",3058,"AT5G37570"
"3067",3067,"AT5G38300"
"3136",3136,"AT5G42930"
"1136",1136,"AT2G15080"
"837",837,"AT1G70800"
"2050",2050,"AT3G53360"
"3388",3388,"AT5G65090"
"2461",2461,"AT4G21902"
"2109",2109,"AT3G58540"
"816",816,"AT1G69440"
"3132",3132,"AT5G42680"
"1266",1266,"AT2G28260"
"2809",2809,"AT5G07400"
"3422",3422,"AT5G67410"
"329",329,"AT1G15770"
"1055",1055,"AT2G07495"
"1405",1405,"AT2G38510"
"203",203,"AT1G09340"
"876",876,"AT1G74000"
"3255",3255,"AT5G52045"
"2235",2235,"AT4G04900"
"2323",2323,"AT4G12830"
"2152",2152,"AT3G61900"
"362",362,"AT1G17870"
"1903",1903,"AT3G26650"
"1919",1919,"AT3G28460"
"3024",3024,"AT5G26320"
"35",35,"AT1G03200"
"1782",1782,"AT3G17640"
"288",288,"AT1G13150"
"1553",1553,"AT3G02390"
"1784",1784,"AT3G17660"
"2977",2977,"AT5G21222"
"3272",3272,"AT5G53030"
"866",866,"AT1G73220"
"623",623,"AT1G53330"
"1115",1115,"AT2G09740"
"2819",2819,"AT5G07995"
"43",43,"AT1G03600"
"753",753,"AT1G64625"
"2117",2117,"AT3G59130"
"2136",2136,"AT3G60970"
"545",545,"AT1G43980"
"2209",2209,"AT4G02770"
"2894",2894,"AT5G13790"
"1857",1857,"AT3G23330"
"2821",2821,"AT5G08235"
"1162",1162,"AT2G18060"
"2675",2675,"AT4G39361"
"2673",2673,"AT4G39110"
"400",400,"AT1G21250"
"1177",1177,"AT2G19240"
"1063",1063,"AT2G07674"
"459",459,"AT1G28360"
"2897",2897,"AT5G13990"
"2841",2841,"AT5G09435"
"2185",2185,"AT4G01010"
"937",937,"AT1G77360"
"2417",2417,"AT4G18810"
"2019",2019,"AT3G50180"
"3358",3358,"AT5G62140"
"834",834,"AT1G70640"
"380",380,"AT1G19330"
"717",717,"AT1G62710"
"2214",2214,"AT4G03292"
"2905",2905,"AT5G14740"
"942",942,"AT1G77870"
"2882",2882,"AT5G13170"
"1745",1745,"AT3G14330"
"2422",2422,"AT4G19080"
"2281",2281,"AT4G09012"
"344",344,"AT1G16640"
"512",512,"AT1G33440"
"3441",3441,"ATCG01100"
"3423",3423,"AT5G67550"
"885",885,"AT1G74360"
"2425",2425,"AT4G19130"
"1057",1057,"AT2G07599"
"1314",1314,"AT2G32180"
"51",51,"AT1G03993"
"3137",3137,"AT5G42965"
"1294",1294,"AT2G30820"
"2381",2381,"AT4G16230"
"281",281,"AT1G12805"
"2457",2457,"AT4G21780"
"3308",3308,"AT5G57320"
"3027",3027,"AT5G27020"
"2509",2509,"AT4G25190"
"1624",1624,"AT3G05740"
"1027",1027,"AT2G03880"
"2576",2576,"AT4G29658"
"651",651,"AT1G55970"
"748",748,"AT1G64563"
"2617",2617,"AT4G33990"
"1806",1806,"AT3G19230"
"2206",2206,"AT4G02482"
"795",795,"AT1G68290"
"2077",2077,"AT3G55900"
"703",703,"AT1G61680"
"2408",2408,"AT4G18210"
"1725",1725,"AT3G12540"
"2861",2861,"AT5G10770"
"1827",1827,"AT3G20880"
"1968",1968,"AT3G45920"
"220",220,"AT1G09650"
"2481",2481,"AT4G23170"
"750",750,"AT1G64572"
"2106",2106,"AT3G58200"
"2098",2098,"AT3G57700"
"1086",1086,"AT2G08480"
"812",812,"AT1G69290"
"2519",2519,"AT4G25470"
"174",174,"AT1G08035"
"428",428,"AT1G24210"
"732",732,"AT1G63530"
"2682",2682,"AT4G39590"
"3065",3065,"AT5G38060"
"442",442,"AT1G26220"
"1684",1684,"AT3G09330"
"1835",1835,"AT3G21360"
"3197",3197,"AT5G47360"
"1751",1751,"AT3G14810"
"3046",3046,"AT5G35927"
"503",503,"AT1G32470"
"676",676,"AT1G59840"
"1705",1705,"AT3G10710"
"1925",1925,"AT3G28917"
"2867",2867,"AT5G11180"
"780",780,"AT1G67040"
"3168",3168,"AT5G45095"
"979",979,"AT1G80165"
"141",141,"AT1G06990"
"2866",2866,"AT5G11160"
"871",871,"AT1G73600"
"1254",1254,"AT2G26975"
"235",235,"AT1G09993"
"52",52,"AT1G04007"
"2553",2553,"AT4G27852"
"2028",2028,"AT3G51070"
"425",425,"AT1G24068"
"158",158,"AT1G07547"
"1598",1598,"AT3G04755"
"2546",2546,"AT4G27510"
"2631",2631,"AT4G35520"
"99",99,"AT1G05453"
"477",477,"AT1G29920"
"1204",1204,"AT2G22190"
"1083",1083,"AT2G08435"
"452",452,"AT1G26890"
"2033",2033,"AT3G51350"
"1085",1085,"AT2G08460"
"2268",2268,"AT4G08055"
"257",257,"AT1G11320"
"2494",2494,"AT4G24265"
"3040",3040,"AT5G33280"
"490",490,"AT1G31240"
"900",900,"AT1G75100"
"1393",1393,"AT2G37900"
"2413",2413,"AT4G18490"
"3399",3399,"AT5G66190"
"3393",3393,"AT5G65570"
"1966",1966,"AT3G45760"
"1744",1744,"AT3G14225"
"1869",1869,"AT3G24560"
"2831",2831,"AT5G08865"
"2777",2777,"AT5G05390"
"1569",1569,"AT3G03200"
"1768",1768,"AT3G16140"
"2181",2181,"AT4G00850"
"1487",1487,"AT2G44800"
"2276",2276,"AT4G08815"
"1706",1706,"AT3G10750"
"2647",2647,"AT4G36770"
"2514",2514,"AT4G25350"
"1902",1902,"AT3G26540"
"131",131,"AT1G06320"
"1407",1407,"AT2G38750"
"1146",1146,"AT2G15980"
"3257",3257,"AT5G52120"
"2577",2577,"AT4G29740"
"1203",1203,"AT2G22140"
"767",767,"AT1G65920"
"343",343,"AT1G16635"
"631",631,"AT1G54050"
"988",988,"AT2G01510"
"219",219,"AT1G09627"
"1633",1633,"AT3G06460"
"1325",1325,"AT2G32630"
"3186",3186,"AT5G46450"
"337",337,"AT1G16360"
"146",146,"AT1G07160"
"2863",2863,"AT5G10990"
"2455",2455,"AT4G21750"
"3342",3342,"AT5G60180"
"818",818,"AT1G69610"
"672",672,"AT1G59171"
"905",905,"AT1G75290"
"1923",1923,"AT3G28857"
"2517",2517,"AT4G25430"
"594",594,"AT1G51260"
"3354",3354,"AT5G61550"
"449",449,"AT1G26570"
"3229",3229,"AT5G49730"
"1373",1373,"AT2G35980"
"1864",1864,"AT3G23840"
"185",185,"AT1G08507"
"3114",3114,"AT5G41730"
"93",93,"AT1G05277"
"965",965,"AT1G79130"
"3106",3106,"AT5G41170"
"2835",2835,"AT5G09030"
"2030",2030,"AT3G51180"
"2079",2079,"AT3G56080"
"2713",2713,"AT5G01732"
"1816",1816,"AT3G20140"
"2657",2657,"AT4G37580"
"461",461,"AT1G28600"
"2401",2401,"AT4G17550"
"389",389,"AT1G20150"
"2300",2300,"AT4G11140"
"2535",2535,"AT4G26490"
"2506",2506,"AT4G25010"
"2204",2204,"AT4G02360"
"1045",1045,"AT2G05310"
"1273",1273,"AT2G28690"
"3010",3010,"AT5G25130"
"2581",2581,"AT4G30180"
"225",225,"AT1G09713"
"784",784,"AT1G67470"
"28",28,"AT1G02575"
"1516",1516,"AT2G47560"
"2256",2256,"AT4G06695"
"1962",1962,"AT3G45430"
"207",207,"AT1G09443"
"1201",1201,"AT2G22070"
"2676",2676,"AT4G39363"
"364",364,"AT1G17960"
"3212",3212,"AT5G48485"
"127",127,"AT1G06213"
"2303",2303,"AT4G11320"
"3322",3322,"AT5G58670"
"375",375,"AT1G19025"
"2616",2616,"AT4G33925"
"3091",3091,"AT5G39865"
"1250",1250,"AT2G26692"
"2382",2382,"AT4G16233"
"2340",2340,"AT4G13770"
"2823",2823,"AT5G08305"
"3131",3131,"AT5G42600"
"2621",2621,"AT4G34345"
"1251",1251,"AT2G26740"
"333",333,"AT1G16120"
"1523",1523,"AT3G01005"
"3450",3450,"ATMG00670"
"1716",1716,"AT3G11150"
"2362",2362,"AT4G15165"
"2711",2711,"AT5G01595"
"1490",1490,"AT2G44995"
"2584",2584,"AT4G30825"
"1418",1418,"AT2G39820"
"715",715,"AT1G62620"
"3356",3356,"AT5G61940"
"789",789,"AT1G68030"
"153",153,"AT1G07407"
"2893",2893,"AT5G13720"
"1366",1366,"AT2G35600"
"2373",2373,"AT4G15740"
"1044",1044,"AT2G05255"
"2096",2096,"AT3G57500"
"1009",1009,"AT2G03110"
"1935",1935,"AT3G29680"
"2205",2205,"AT4G02390"
"2398",2398,"AT4G17380"
"1614",1614,"AT3G05327"
"2338",2338,"AT4G13670"
"2345",2345,"AT4G13992"
"1445",1445,"AT2G41370"
"1718",1718,"AT3G11390"
"2279",2279,"AT4G08935"
"1110",1110,"AT2G09470"
"2232",2232,"AT4G04565"
"2407",2407,"AT4G18195"
"1731",1731,"AT3G12880"
"1672",1672,"AT3G08900"
"2583",2583,"AT4G30740"
"1475",1475,"AT2G43700"
"2167",2167,"AT3G63480"
"3270",3270,"AT5G52900"
"1927",1927,"AT3G29140"
"1933",1933,"AT3G29635"
"2692",2692,"AT5G00875"
"2901",2901,"AT5G14410"
"934",934,"AT1G77138"
"2808",2808,"AT5G07390"
"3418",3418,"AT5G67110"
"2890",2890,"AT5G13565"
"3413",3413,"AT5G66830"
"887",887,"AT1G74390"
"1128",1128,"AT2G14095"
"617",617,"AT1G53060"
"723",723,"AT1G62935"
"2336",2336,"AT4G13600"
"2479",2479,"AT4G23030"
"916",916,"AT1G76080"
"2898",2898,"AT5G14090"
"610",610,"AT1G52620"
"960",960,"AT1G78915"
"1547",1547,"AT3G02275"
"2992",2992,"AT5G23770"
"2420",2420,"AT4G18980"
"377",377,"AT1G19160"
"616",616,"AT1G52920"
"98",98,"AT1G05420"
"2060",2060,"AT3G54390"
"2114",2114,"AT3G58980"
"2384",2384,"AT4G16355"
"2759",2759,"AT5G03890"
"821",821,"AT1G69920"
"1620",1620,"AT3G05470"
"2948",2948,"AT5G18710"
"138",138,"AT1G06680"
"1078",1078,"AT2G08000"
"2632",2632,"AT4G35540"
"2899",2899,"AT5G14280"
"2960",2960,"AT5G19840"
"2756",2756,"AT5G03720"
"2586",2586,"AT4G31060"
"1668",1668,"AT3G08675"
"1574",1574,"AT3G03350"
"2039",2039,"AT3G51680"
"1951",1951,"AT3G44700"
"36",36,"AT1G03240"
"3424",3424,"AT5G67620"
"1120",1120,"AT2G11810"
"2414",2414,"AT4G18630"
"55",55,"AT1G04077"
"737",737,"AT1G63910"
"2618",2618,"AT4G34080"
"1918",1918,"AT3G28380"
"286",286,"AT1G13130"
"231",231,"AT1G09913"
"724",724,"AT1G63020"
"1435",1435,"AT2G41178"
"2069",2069,"AT3G55485"
"3059",3059,"AT5G37620"
"2121",2121,"AT3G59450"
"2532",2532,"AT4G26380"
"2063",2063,"AT3G54600"
"1669",1669,"AT3G08820"
"2273",2273,"AT4G08450"
"630",630,"AT1G53900"
"1439",1439,"AT2G41230"
"1755",1755,"AT3G15200"
"2311",2311,"AT4G11880"
"1200",1200,"AT2G21900"
"3077",3077,"AT5G38980"
"991",991,"AT2G01740"
"1040",1040,"AT2G05070"
"3185",3185,"AT5G46370"
"1600",1600,"AT3G04775"
"1261",1261,"AT2G27630"
"92",92,"AT1G05273"
"1286",1286,"AT2G29720"
"1358",1358,"AT2G35140"
"574",574,"AT1G49330"
"1530",1530,"AT3G01142"
"1788",1788,"AT3G18020"
"752",752,"AT1G64590"
"2366",2366,"AT4G15280"
"1380",1380,"AT2G36970"
"1432",1432,"AT2G41090"
"1256",1256,"AT2G27180"
"3184",3184,"AT5G46330"
"1176",1176,"AT2G19190"
"3273",3273,"AT5G53080"
"1094",1094,"AT2G08735"
"2449",2449,"AT4G21480"
"2658",2658,"AT4G37682"
"66",66,"AT1G04473"
"1433",1433,"AT2G41105"
"2606",2606,"AT4G33355"
"2955",2955,"AT5G19473"
"3387",3387,"AT5G65080"
"2526",2526,"AT4G25850"
"861",861,"AT1G72950"
"34",34,"AT1G03106"
"2116",2116,"AT3G59070"
"3348",3348,"AT5G61200"
"787",787,"AT1G67790"
"1891",1891,"AT3G26115"
"2080",2080,"AT3G56290"
"1896",1896,"AT3G26350"
"891",891,"AT1G74540"
"2681",2681,"AT4G39580"
"3159",3159,"AT5G44580"
"2536",2536,"AT4G26770"
"1886",1886,"AT3G25882"
"2456",2456,"AT4G21760"
"2862",2862,"AT5G10800"
"1514",1514,"AT2G47300"
"2007",2007,"AT3G48900"
"2664",2664,"AT4G38070"
"2078",2078,"AT3G55910"
"2160",2160,"AT3G62950"
"2691",2691,"AT5G00870"
"2418",2418,"AT4G18830"
"2326",2326,"AT4G13210"
"3209",3209,"AT5G48190"
"2604",2604,"AT4G33220"
"2128",2128,"AT3G60280"
"1794",1794,"AT3G18300"
"2352",2352,"AT4G14630"
"1363",1363,"AT2G35345"
"1499",1499,"AT2G46050"
"1395",1395,"AT2G37960"
"605",605,"AT1G52290"
"2157",2157,"AT3G62730"
"993",993,"AT2G01860"
"1554",1554,"AT3G02430"
"1800",1800,"AT3G18900"
"994",994,"AT2G01870"
"1",1,"AT1G01130"
"2787",2787,"AT5G06090"
"164",164,"AT1G07733"
"1844",1844,"AT3G22420"
"1592",1592,"AT3G04420"
"2961",2961,"AT5G19850"
"3458",3458,"ATMG01220"
"2243",2243,"AT4G05430"
"2975",2975,"AT5G21080"
"1601",1601,"AT3G04800"
"1915",1915,"AT3G27730"
"854",854,"AT1G72120"
"413",413,"AT1G22650"
"166",166,"AT1G07813"
"3289",3289,"AT5G55360"
"3444",3444,"ATCG01250"
"839",839,"AT1G70890"
"2539",2539,"AT4G26800"
"1571",1571,"AT3G03225"
"1130",1130,"AT2G14560"
"1785",1785,"AT3G17700"
"2555",2555,"AT4G28330"
"1112",1112,"AT2G09605"
"878",878,"AT1G74070"
"696",696,"AT1G61410"
"385",385,"AT1G19715"
"118",118,"AT1G06045"
"1989",1989,"AT3G47420"
"2545",2545,"AT4G27440"
"639",639,"AT1G55200"
"1956",1956,"AT3G45060"
"1627",1627,"AT3G05858"
"479",479,"AT1G30135"
"338",338,"AT1G16400"
"1730",1730,"AT3G12840"
"845",845,"AT1G71460"
"386",386,"AT1G19720"
"1822",1822,"AT3G20475"
"2396",2396,"AT4G16983"
"3274",3274,"AT5G53680"
"1364",1364,"AT2G35370"
"2195",2195,"AT4G01533"
"1089",1089,"AT2G08570"
"526",526,"AT1G34480"
"847",847,"AT1G71490"
"2008",2008,"AT3G48940"
"136",136,"AT1G06643"
"744",744,"AT1G64355"
"677",677,"AT1G59850"
"1397",1397,"AT2G38060"
"2390",2390,"AT4G16890"
"2367",2367,"AT4G15310"
"2176",2176,"AT4G00380"
"1183",1183,"AT2G19960"
"2089",2089,"AT3G57110"
"2760",2760,"AT5G03985"
"2575",2575,"AT4G29640"
"908",908,"AT1G75600"
"3430",3430,"ATCG00270"
"774",774,"AT1G66650"
"771",771,"AT1G66450"
"1929",1929,"AT3G29230"
"959",959,"AT1G78865"
"2623",2623,"AT4G34510"
"1510",1510,"AT2G47010"
"2995",2995,"AT5G24010"
"40",40,"AT1G03510"
"955",955,"AT1G78730"
"242",242,"AT1G10360"
"506",506,"AT1G32900"
"3332",3332,"AT5G59670"
"3299",3299,"AT5G56310"
"2780",2780,"AT5G05635"
"1940",1940,"AT3G43110"
"1304",1304,"AT2G31420"
"1265",1265,"AT2G28050"
"1590",1590,"AT3G04330"
"2747",2747,"AT5G03285"
"2781",2781,"AT5G05675"
"2465",2465,"AT4G22214"
"2766",2766,"AT5G04220"
"1032",1032,"AT2G04205"
"3329",3329,"AT5G59600"
"823",823,"AT1G70170"
"3382",3382,"AT5G64870"
"1556",1556,"AT3G02493"
"1318",1318,"AT2G32390"
"3230",3230,"AT5G49770"
"1577",1577,"AT3G03530"
"3111",3111,"AT5G41590"
"520",520,"AT1G34315"
"165",165,"AT1G07753"
"883",883,"AT1G74310"
"1028",1028,"AT2G03925"
"3460",3460,"ATMG01280"
"3095",3095,"AT5G40170"
"1714",1714,"AT3G11080"
"763",763,"AT1G65310"
"1216",1216,"AT2G23550"
"2416",2416,"AT4G18770"
"983",983,"AT1G80960"
"1371",1371,"AT2G35950"
"652",652,"AT1G55980"
"1985",1985,"AT3G47050"
"254",254,"AT1G11290"
"1946",1946,"AT3G44020"
"1157",1157,"AT2G17695"
"3340",3340,"AT5G60100"
"83",83,"AT1G04873"
"785",785,"AT1G67635"
"2072",2072,"AT3G55646"
"1497",1497,"AT2G45850"
"157",157,"AT1G07513"
"2289",2289,"AT4G09840"
"391",391,"AT1G20340"
"227",227,"AT1G09833"
"2119",2119,"AT3G59435"
"2791",2791,"AT5G06400"
"896",896,"AT1G74730"
"2421",2421,"AT4G18990"
"2530",2530,"AT4G26020"
"1372",1372,"AT2G35960"
"2842",2842,"AT5G09505"
"42",42,"AT1G03545"
"691",691,"AT1G61255"
"280",280,"AT1G12700"
"2888",2888,"AT5G13295"
"3407",3407,"AT5G66658"
"116",116,"AT1G05973"
"539",539,"AT1G37150"
"1056",1056,"AT2G07585"
"1030",1030,"AT2G04040"
"1237",1237,"AT2G25409"
"266",266,"AT1G11960"
"551",551,"AT1G44830"
"46",46,"AT1G03800"
"1890",1890,"AT3G26080"
"1414",1414,"AT2G39520"
"1753",1753,"AT3G15050"
"487",487,"AT1G30860"
"1781",1781,"AT3G17630"
"926",926,"AT1G76705"
"1390",1390,"AT2G37580"
"3023",3023,"AT5G26300"
"638",638,"AT1G55050"
"3419",3419,"AT5G67180"
"3110",3110,"AT5G41550"
"505",505,"AT1G32585"
"1106",1106,"AT2G09350"
"3121",3121,"AT5G42040"
"2609",2609,"AT4G33500"
"3314",3314,"AT5G57570"
"352",352,"AT1G17232"
"1736",1736,"AT3G13640"
"1118",1118,"AT2G11035"
"2611",2611,"AT4G33590"
"17",17,"AT1G01880"
"1561",1561,"AT3G02677"
"3295",3295,"AT5G55770"
"307",307,"AT1G14455"
"873",873,"AT1G73780"
"659",659,"AT1G56250"
"443",443,"AT1G26250"
"2346",2346,"AT4G14090"
"2990",2990,"AT5G23411"
"1941",1941,"AT3G43250"
"1834",1834,"AT3G21340"
"313",313,"AT1G14660"
"2489",2489,"AT4G23770"
"236",236,"AT1G10000"
"741",741,"AT1G64210"
"418",418,"AT1G23465"
"2149",2149,"AT3G61810"
"1065",1065,"AT2G07749"
"19",19,"AT1G02030"
"1383",1383,"AT2G37000"
"2994",2994,"AT5G23950"
"1379",1379,"AT2G36560"
"440",440,"AT1G26200"
"3416",3416,"AT5G66960"
"2671",2671,"AT4G38530"
"2830",2830,"AT5G08640"
"970",970,"AT1G79480"
"3235",3235,"AT5G50335"
"3142",3142,"AT5G43660"
"796",796,"AT1G68350"
"2730",2730,"AT5G02670"
"557",557,"AT1G47560"
"1227",1227,"AT2G24430"
