1,AT1G01070
2,AT1G01230
3,AT1G01470
4,AT1G01490
5,AT1G01510
6,AT1G01730
7,AT1G02100
8,AT1G02160
9,AT1G02816
10,AT1G02850
11,AT1G02920
12,AT1G03080
13,AT1G03090
14,AT1G03140
15,AT1G03210
16,AT1G03230
17,AT1G03330
18,AT1G03410
19,AT1G03610
20,AT1G04080
21,AT1G04140
22,AT1G04170
23,AT1G04183
24,AT1G04190
25,AT1G04250
26,AT1G04340
27,AT1G04430
28,AT1G04440
29,AT1G04510
30,AT1G04630
31,AT1G04680
32,AT1G05147
33,AT1G05205
34,AT1G05250
35,AT1G05340
36,AT1G05575
37,AT1G05720
38,AT1G06040
39,AT1G06110
40,AT1G06220
41,AT1G06230
42,AT1G06400
43,AT1G06700
44,AT1G06890
45,AT1G07020
46,AT1G07070
47,AT1G07135
48,AT1G07210
49,AT1G07310
50,AT1G07350
51,AT1G07360
52,AT1G07370
53,AT1G07470
54,AT1G07750
55,AT1G07960
56,AT1G07985
57,AT1G08110
58,AT1G08370
59,AT1G08430
60,AT1G08570
61,AT1G08580
62,AT1G08650
63,AT1G08770
64,AT1G08803
65,AT1G08930
66,AT1G09140
67,AT1G09270
68,AT1G09330
69,AT1G09570
70,AT1G09620
71,AT1G09660
72,AT1G09760
73,AT1G09840
74,AT1G09932
75,AT1G10070
76,AT1G10120
77,AT1G10140
78,AT1G10290
79,AT1G10500
80,AT1G10865
81,AT1G10890
82,AT1G11260
83,AT1G11310
84,AT1G11360
85,AT1G11400
86,AT1G11480
87,AT1G11530
88,AT1G11545
89,AT1G11750
90,AT1G12110
91,AT1G12390
92,AT1G12410
93,AT1G12780
94,AT1G12810
95,AT1G12850
96,AT1G13060
97,AT1G13245
98,AT1G13360
99,AT1G13380
100,AT1G13450
101,AT1G13950
102,AT1G14010
103,AT1G14210
104,AT1G14510
105,AT1G14570
106,AT1G14610
107,AT1G14620
108,AT1G14685
109,AT1G14690
110,AT1G14740
111,AT1G14810
112,AT1G14830
113,AT1G14860
114,AT1G14890
115,AT1G14900
116,AT1G15010
117,AT1G15100
118,AT1G15200
119,AT1G15210
120,AT1G15230
121,AT1G15250
122,AT1G15340
123,AT1G15420
124,AT1G15740
125,AT1G15750
126,AT1G15880
127,AT1G15920
128,AT1G15960
129,AT1G16000
130,AT1G16350
131,AT1G16460
132,AT1G16470
133,AT1G16560
134,AT1G16740
135,AT1G16840
136,AT1G16880
137,AT1G17190
138,AT1G17280
139,AT1G17290
140,AT1G17370
141,AT1G17455
142,AT1G17470
143,AT1G17530
144,AT1G17720
145,AT1G17890
146,AT1G18070
147,AT1G18270
148,AT1G18300
149,AT1G18450
150,AT1G18470
151,AT1G18640
152,AT1G18720
153,AT1G18740
154,AT1G18800
155,AT1G18880
156,AT1G18980
157,AT1G19120
158,AT1G19130
159,AT1G19310
160,AT1G19350
161,AT1G19570
162,AT1G19600
163,AT1G19660
164,AT1G19770
165,AT1G19835
166,AT1G19870
167,AT1G19920
168,AT1G20110
169,AT1G20190
170,AT1G20200
171,AT1G20220
172,AT1G20225
173,AT1G20430
174,AT1G20450
175,AT1G20630
176,AT1G20900
177,AT1G20920
178,AT1G20950
179,AT1G20960
180,AT1G21050
181,AT1G21065
182,AT1G21080
183,AT1G21090
184,AT1G21190
185,AT1G21450
186,AT1G21630
187,AT1G21760
188,AT1G21900
189,AT1G21920
