"","WS_FLT_c1.which.mclass....9...1."
"1","AT1G01020"
"2","AT1G01040"
"3","AT1G01070"
"4","AT1G01110"
"5","AT1G01290"
"6","AT1G01350"
"7","AT1G01360"
"8","AT1G01430"
"9","AT1G01640"
"10","AT1G01650"
"11","AT1G01725"
"12","AT1G01770"
"13","AT1G01780"
"14","AT1G01960"
"15","AT1G01990"
"16","AT1G02080"
"17","AT1G02110"
"18","AT1G02120"
"19","AT1G02145"
"20","AT1G02680"
"21","AT1G02720"
"22","AT1G02890"
"23","AT1G02930"
"24","AT1G02950"
"25","AT1G02960"
"26","AT1G02990"
"27","AT1G03060"
"28","AT1G03280"
"29","AT1G03290"
"30","AT1G03365"
"31","AT1G03430"
"32","AT1G03475"
"33","AT1G03530"
"34","AT1G03680"
"35","AT1G03687"
"36","AT1G03730"
"37","AT1G03780"
"38","AT1G04070"
"39","AT1G04120"
"40","AT1G04210"
"41","AT1G04260"
"42","AT1G04290"
"43","AT1G04300"
"44","AT1G04400"
"45","AT1G04530"
"46","AT1G04550"
"47","AT1G04590"
"48","AT1G04770"
"49","AT1G04780"
"50","AT1G04860"
"51","AT1G04900"
"52","AT1G04950"
"53","AT1G04960"
"54","AT1G04985"
"55","AT1G05000"
"56","AT1G05120"
"57","AT1G05147"
"58","AT1G05150"
"59","AT1G05180"
"60","AT1G05190"
"61","AT1G05270"
"62","AT1G05380"
"63","AT1G05430"
"64","AT1G05500"
"65","AT1G05520"
"66","AT1G05575"
"67","AT1G05710"
"68","AT1G05760"
"69","AT1G05770"
"70","AT1G05805"
"71","AT1G05810"
"72","AT1G05830"
"73","AT1G05860"
"74","AT1G05870"
"75","AT1G05890"
"76","AT1G05910"
"77","AT1G05940"
"78","AT1G05960"
"79","AT1G05970"
"80","AT1G06010"
"81","AT1G06060"
"82","AT1G06070"
"83","AT1G06190"
"84","AT1G06475"
"85","AT1G06790"
"86","AT1G06850"
"87","AT1G06950"
"88","AT1G07300"
"89","AT1G07510"
"90","AT1G07530"
"91","AT1G07670"
"92","AT1G07780"
"93","AT1G08010"
"94","AT1G08125"
"95","AT1G08130"
"96","AT1G08190"
"97","AT1G08210"
"98","AT1G08220"
"99","AT1G08260"
"100","AT1G08420"
"101","AT1G08550"
"102","AT1G08600"
"103","AT1G08620"
"104","AT1G08680"
"105","AT1G08700"
"106","AT1G08970"
"107","AT1G09090"
"108","AT1G09100"
"109","AT1G09230"
"110","AT1G09420"
"111","AT1G09815"
"112","AT1G09870"
"113","AT1G09927"
"114","AT1G09980"
"115","AT1G10130"
"116","AT1G10170"
"117","AT1G10310"
"118","AT1G10380"
"119","AT1G10390"
"120","AT1G10410"
"121","AT1G10430"
"122","AT1G10490"
"123","AT1G10600"
"124","AT1G10690"
"125","AT1G10720"
"126","AT1G10740"
"127","AT1G10750"
"128","AT1G10850"
"129","AT1G10940"
"130","AT1G11020"
"131","AT1G11175"
"132","AT1G11592"
"133","AT1G11740"
"134","AT1G11760"
"135","AT1G11905"
"136","AT1G12020"
"137","AT1G12040"
"138","AT1G12110"
"139","AT1G12120"
"140","AT1G12200"
"141","AT1G12500"
"142","AT1G12580"
"143","AT1G12820"
"144","AT1G12830"
"145","AT1G13000"
"146","AT1G13160"
"147","AT1G13170"
"148","AT1G13195"
"149","AT1G13350"
"150","AT1G13390"
"151","AT1G13450"
"152","AT1G13600"
"153","AT1G13640"
"154","AT1G13700"
"155","AT1G13920"
"156","AT1G13980"
"157","AT1G14160"
"158","AT1G14200"
"159","AT1G14230"
"160","AT1G14350"
"161","AT1G14360"
"162","AT1G14990"
"163","AT1G15030"
"164","AT1G15110"
"165","AT1G15240"
"166","AT1G15280"
"167","AT1G15405"
"168","AT1G15570"
"169","AT1G15740"
"170","AT1G15780"
"171","AT1G15810"
"172","AT1G15910"
"173","AT1G15940"
"174","AT1G16010"
"175","AT1G16022"
"176","AT1G16430"
"177","AT1G16520"
"178","AT1G16710"
"179","AT1G16800"
"180","AT1G16900"
"181","AT1G16970"
"182","AT1G17110"
"183","AT1G17120"
"184","AT1G17210"
"185","AT1G17300"
"186","AT1G17410"
"187","AT1G17430"
"188","AT1G17490"
"189","AT1G17520"
"190","AT1G17690"
"191","AT1G17730"
"192","AT1G17745"
"193","AT1G18040"
"194","AT1G18100"
"195","AT1G18270"
"196","AT1G18290"
"197","AT1G18470"
"198","AT1G18480"
"199","AT1G18650"
"200","AT1G18660"
"201","AT1G18745"
"202","AT1G18890"
"203","AT1G18970"
"204","AT1G19240"
"205","AT1G19300"
"206","AT1G19430"
"207","AT1G19440"
"208","AT1G19520"
"209","AT1G19680"
"210","AT1G19770"
"211","AT1G19850"
"212","AT1G19880"
"213","AT1G19968"
"214","AT1G19990"
"215","AT1G20380"
"216","AT1G20560"
"217","AT1G20610"
"218","AT1G20760"
"219","AT1G20823"
"220","AT1G20930"
"221","AT1G20980"
"222","AT1G21440"
"223","AT1G21450"
"224","AT1G21480"
"225","AT1G21560"
"226","AT1G21580"
"227","AT1G21660"
"228","AT1G21680"
"229","AT1G21740"
"230","AT1G21760"
"231","AT1G22050"
"232","AT1G22060"
"233","AT1G22065"
"234","AT1G22070"
"235","AT1G22230"
"236","AT1G22280"
"237","AT1G22470"
"238","AT1G22500"
"239","AT1G22510"
"240","AT1G22790"
"241","AT1G23050"
