"","WS_FLT_c1.which.mclass....1...1."
"1","AT1G01230"
"2","AT1G01300"
"3","AT1G01510"
"4","AT1G01730"
"5","AT1G01750"
"6","AT1G01820"
"7","AT1G01910"
"8","AT1G02090"
"9","AT1G02160"
"10","AT1G02305"
"11","AT1G02816"
"12","AT1G02840"
"13","AT1G02870"
"14","AT1G03040"
"15","AT1G03080"
"16","AT1G03150"
"17","AT1G03210"
"18","AT1G03330"
"19","AT1G03850"
"20","AT1G04080"
"21","AT1G04140"
"22","AT1G04170"
"23","AT1G04190"
"24","AT1G04250"
"25","AT1G04430"
"26","AT1G04503"
"27","AT1G04510"
"28","AT1G04520"
"29","AT1G04940"
"30","AT1G04980"
"31","AT1G05205"
"32","AT1G05560"
"33","AT1G05562"
"34","AT1G05570"
"35","AT1G05620"
"36","AT1G06110"
"37","AT1G06230"
"38","AT1G06400"
"39","AT1G06470"
"40","AT1G06550"
"41","AT1G06670"
"42","AT1G06700"
"43","AT1G06890"
"44","AT1G07020"
"45","AT1G07070"
"46","AT1G07210"
"47","AT1G07350"
"48","AT1G07360"
"49","AT1G07370"
"50","AT1G07373"
"51","AT1G07470"
"52","AT1G07640"
"53","AT1G07750"
"54","AT1G07960"
"55","AT1G07985"
"56","AT1G08110"
"57","AT1G08350"
"58","AT1G08500"
"59","AT1G08560"
"60","AT1G08570"
"61","AT1G08650"
"62","AT1G08770"
"63","AT1G08780"
"64","AT1G09140"
"65","AT1G09160"
"66","AT1G09270"
"67","AT1G09330"
"68","AT1G09430"
"69","AT1G09620"
"70","AT1G09630"
"71","AT1G09660"
"72","AT1G09740"
"73","AT1G09750"
"74","AT1G09760"
"75","AT1G09840"
"76","AT1G09970"
"77","AT1G10120"
"78","AT1G10290"
"79","AT1G10530"
"80","AT1G10865"
"81","AT1G10890"
"82","AT1G11310"
"83","AT1G11360"
"84","AT1G11480"
"85","AT1G11670"
"86","AT1G11750"
"87","AT1G11860"
"88","AT1G11890"
"89","AT1G12270"
"90","AT1G12440"
"91","AT1G12520"
"92","AT1G12740"
"93","AT1G12810"
"94","AT1G12910"
"95","AT1G13060"
"96","AT1G13245"
"97","AT1G13300"
"98","AT1G13360"
"99","AT1G13380"
"100","AT1G13730"
"101","AT1G13930"
"102","AT1G14010"
"103","AT1G14080"
"104","AT1G14210"
"105","AT1G14220"
"106","AT1G14290"
"107","AT1G14510"
"108","AT1G14570"
"109","AT1G14610"
"110","AT1G14730"
"111","AT1G14810"
"112","AT1G14830"
"113","AT1G14890"
"114","AT1G14900"
"115","AT1G15100"
"116","AT1G15200"
"117","AT1G15250"
"118","AT1G15340"
"119","AT1G15420"
"120","AT1G15500"
"121","AT1G15625"
"122","AT1G15630"
"123","AT1G15750"
"124","AT1G15950"
"125","AT1G16000"
"126","AT1G16350"
"127","AT1G16560"
"128","AT1G16840"
"129","AT1G16860"
"130","AT1G16880"
"131","AT1G17180"
"132","AT1G17285"
"133","AT1G17370"
"134","AT1G17470"
"135","AT1G17510"
"136","AT1G17970"
"137","AT1G18070"
"138","AT1G18250"
"139","AT1G18450"
"140","AT1G18640"
"141","AT1G18720"
"142","AT1G18800"
"143","AT1G18840"
"144","AT1G18880"
"145","AT1G19120"
"146","AT1G19130"
"147","AT1G19350"
"148","AT1G19600"
"149","AT1G19660"
"150","AT1G19835"
"151","AT1G19870"
"152","AT1G19920"
"153","AT1G20220"
"154","AT1G20630"
"155","AT1G20900"
"156","AT1G20920"
"157","AT1G20950"
"158","AT1G21050"
"159","AT1G21065"
"160","AT1G21080"
"161","AT1G21090"
"162","AT1G21140"
"163","AT1G21630"
"164","AT1G21780"
"165","AT1G21930"
"166","AT1G22190"
"167","AT1G22520"
"168","AT1G22640"
"169","AT1G22885"
"170","AT1G22910"
"171","AT1G22930"
"172","AT1G23190"
"173","AT1G23280"
"174","AT1G23400"
"175","AT1G23410"
"176","AT1G23440"
"177","AT1G23860"
