"","WS_GC_c1.which.mclass....9...1."
"1","AT1G01120"
"2","AT1G01130"
"3","AT1G01310"
"4","AT1G01340"
"5","AT1G01480"
"6","AT1G01600"
"7","AT1G01660"
"8","AT1G01700"
"9","AT1G01900"
"10","AT1G02030"
"11","AT1G02220"
"12","AT1G02230"
"13","AT1G02340"
"14","AT1G02350"
"15","AT1G02380"
"16","AT1G02400"
"17","AT1G02450"
"18","AT1G02490"
"19","AT1G02575"
"20","AT1G02580"
"21","AT1G02650"
"22","AT1G02660"
"23","AT1G02700"
"24","AT1G02705"
"25","AT1G02710"
"26","AT1G02952"
"27","AT1G02980"
"28","AT1G03070"
"29","AT1G03106"
"30","AT1G03120"
"31","AT1G03200"
"32","AT1G03240"
"33","AT1G03340"
"34","AT1G03400"
"35","AT1G03445"
"36","AT1G03495"
"37","AT1G03545"
"38","AT1G03600"
"39","AT1G03630"
"40","AT1G03710"
"41","AT1G03800"
"42","AT1G03940"
"43","AT1G03990"
"44","AT1G04007"
"45","AT1G04017"
"46","AT1G04023"
"47","AT1G04047"
"48","AT1G04077"
"49","AT1G04090"
"50","AT1G04123"
"51","AT1G04163"
"52","AT1G04220"
"53","AT1G04233"
"54","AT1G04240"
"55","AT1G04247"
"56","AT1G04297"
"57","AT1G04347"
"58","AT1G04350"
"59","AT1G04357"
"60","AT1G04380"
"61","AT1G04473"
"62","AT1G04487"
"63","AT1G04560"
"64","AT1G04600"
"65","AT1G04707"
"66","AT1G04713"
"67","AT1G04733"
"68","AT1G04823"
"69","AT1G04827"
"70","AT1G04873"
"71","AT1G04877"
"72","AT1G04880"
"73","AT1G04973"
"74","AT1G05033"
"75","AT1G05043"
"76","AT1G05047"
"77","AT1G05100"
"78","AT1G05143"
"79","AT1G05153"
"80","AT1G05200"
"81","AT1G05240"
"82","AT1G05273"
"83","AT1G05277"
"84","AT1G05300"
"85","AT1G05317"
"86","AT1G05333"
"87","AT1G05397"
"88","AT1G05400"
"89","AT1G05420"
"90","AT1G05453"
"91","AT1G05490"
"92","AT1G05517"
"93","AT1G05540"
"94","AT1G05610"
"95","AT1G05690"
"96","AT1G05753"
"97","AT1G05813"
"98","AT1G05843"
"99","AT1G05894"
"100","AT1G05943"
"101","AT1G05973"
"102","AT1G05977"
"103","AT1G06003"
"104","AT1G06033"
"105","AT1G06083"
"106","AT1G06113"
"107","AT1G06153"
"108","AT1G06173"
"109","AT1G06177"
"110","AT1G06207"
"111","AT1G06213"
"112","AT1G06233"
"113","AT1G06250"
"114","AT1G06257"
"115","AT1G06283"
"116","AT1G06320"
"117","AT1G06350"
"118","AT1G06423"
"119","AT1G06463"
"120","AT1G06483"
"121","AT1G06553"
"122","AT1G06643"
"123","AT1G06647"
"124","AT1G06687"
"125","AT1G06690"
"126","AT1G06963"
"127","AT1G06990"
"128","AT1G07010"
"129","AT1G07017"
"130","AT1G07060"
"131","AT1G07120"
"132","AT1G07143"
"133","AT1G07150"
"134","AT1G07160"
"135","AT1G07187"
"136","AT1G07397"
"137","AT1G07407"
"138","AT1G07477"
"139","AT1G07513"
"140","AT1G07517"
"141","AT1G07560"
"142","AT1G07567"
"143","AT1G07607"
"144","AT1G07620"
"145","AT1G07647"
"146","AT1G07720"
"147","AT1G07813"
"148","AT1G07901"
"149","AT1G07902"
"150","AT1G07913"
"151","AT1G08035"
"152","AT1G08070"
"153","AT1G08073"
"154","AT1G08087"
"155","AT1G08103"
"156","AT1G08173"
"157","AT1G08270"
"158","AT1G08287"
"159","AT1G08290"
"160","AT1G08310"
"161","AT1G08317"
"162","AT1G08380"
"163","AT1G08393"
"164","AT1G08457"
"165","AT1G08507"
"166","AT1G08513"
"167","AT1G08547"
"168","AT1G08597"
"169","AT1G08630"
"170","AT1G08723"
"171","AT1G08860"
"172","AT1G08973"
"173","AT1G08980"
"174","AT1G09027"
"175","AT1G09155"
"176","AT1G09167"
"177","AT1G09170"
"178","AT1G09180"
"179","AT1G09193"
"180","AT1G09253"
"181","AT1G09257"
"182","AT1G09297"
"183","AT1G09310"
"184","AT1G09327"
"185","AT1G09383"
"186","AT1G09400"
"187","AT1G09410"
"188","AT1G09415"
"189","AT1G09421"
"190","AT1G09463"
"191","AT1G09480"
"192","AT1G09493"
"193","AT1G09497"
"194","AT1G09517"
"195","AT1G09617"
"196","AT1G09663"
"197","AT1G09687"
"198","AT1G09697"
"199","AT1G09713"
"200","AT1G09753"
"201","AT1G09797"
"202","AT1G09812"
"203","AT1G09833"
"204","AT1G09860"
"205","AT1G09867"
"206","AT1G09897"
"207","AT1G09913"
"208","AT1G09930"
"209","AT1G09950"
"210","AT1G10095"
"211","AT1G10110"
"212","AT1G10220"
"213","AT1G10340"
"214","AT1G10360"
"215","AT1G10385"
"216","AT1G10540"
"217","AT1G10657"
"218","AT1G10680"
"219","AT1G10710"
"220","AT1G10770"
"221","AT1G10790"
"222","AT1G10800"
"223","AT1G10920"
"224","AT1G11100"
"225","AT1G11170"
"226","AT1G11210"
"227","AT1G11300"
"228","AT1G11303"
"229","AT1G11460"
"230","AT1G11490"
"231","AT1G11730"
"232","AT1G12060"
"233","AT1G12070"
"234","AT1G12100"
"235","AT1G12130"
"236","AT1G12280"
"237","AT1G12330"
"238","AT1G12890"
"239","AT1G12900"
"240","AT1G12950"
"241","AT1G13100"
"242","AT1G13143"
"243","AT1G13150"
"244","AT1G13230"
"245","AT1G13310"
"246","AT1G13340"
"247","AT1G13370"
"248","AT1G13480"
"249","AT1G13510"
"250","AT1G13520"
"251","AT1G13550"
"252","AT1G13680"
"253","AT1G14150"
"254","AT1G14185"
"255","AT1G14345"
"256","AT1G14430"
"257","AT1G14440"
"258","AT1G14470"
"259","AT1G14490"
"260","AT1G14500"
"261","AT1G14550"
"262","AT1G14600"
"263","AT1G14630"
"264","AT1G14640"
"265","AT1G14660"
"266","AT1G14680"
"267","AT1G14686"
"268","AT1G14700"
"269","AT1G14960"
"270","AT1G15050"
"271","AT1G15160"
"272","AT1G15165"
"273","AT1G15190"
"274","AT1G15260"
"275","AT1G15520"
"276","AT1G15530"
"277","AT1G15540"
"278","AT1G15770"
"279","AT1G15772"
"280","AT1G15790"
"281","AT1G15830"
"282","AT1G16025"
"283","AT1G16090"
"284","AT1G16110"
"285","AT1G16120"
"286","AT1G16130"
"287","AT1G16420"
"288","AT1G16510"
"289","AT1G16515"
"290","AT1G16705"
"291","AT1G16750"
"292","AT1G16850"
"293","AT1G17020"
"294","AT1G17030"
"295","AT1G17065"
"296","AT1G17200"
"297","AT1G17235"
"298","AT1G17240"
"299","AT1G17260"
"300","AT1G17380"
"301","AT1G17420"
"302","AT1G17480"
"303","AT1G17700"
"304","AT1G17830"
"305","AT1G17870"
"306","AT1G17950"
"307","AT1G17960"
"308","AT1G18020"
"309","AT1G18075"
"310","AT1G18200"
"311","AT1G18280"
"312","AT1G18320"
"313","AT1G18410"
"314","AT1G18485"
"315","AT1G18750"
"316","AT1G18835"
"317","AT1G18870"
"318","AT1G18940"
"319","AT1G18960"
"320","AT1G19050"
"321","AT1G19160"
"322","AT1G19190"
"323","AT1G19200"
"324","AT1G19230"
"325","AT1G19380"
"326","AT1G19396"
"327","AT1G19650"
"328","AT1G19750"
"329","AT1G19900"
"330","AT1G19940"
"331","AT1G20030"
"332","AT1G20130"
"333","AT1G20515"
"334","AT1G20520"
"335","AT1G20810"
"336","AT1G20870"
"337","AT1G21120"
"338","AT1G21130"
"339","AT1G21210"
"340","AT1G21230"
"341","AT1G21326"
"342","AT1G21400"
"343","AT1G21460"
"344","AT1G21528"
"345","AT1G21695"
"346","AT1G21810"
"347","AT1G21990"
"348","AT1G22160"
"349","AT1G22260"
"350","AT1G22340"
"351","AT1G22370"
"352","AT1G22380"
"353","AT1G22590"
"354","AT1G22810"
"355","AT1G22890"
"356","AT1G22900"
"357","AT1G23110"
"358","AT1G23210"
"359","AT1G23350"
"360","AT1G23450"
"361","AT1G23465"
"362","AT1G23510"
"363","AT1G23550"
"364","AT1G23740"
"365","AT1G23830"
"366","AT1G23985"
"367","AT1G23995"
"368","AT1G24140"
"369","AT1G24260"
"370","AT1G24405"
"371","AT1G24420"
"372","AT1G24530"
"373","AT1G24570"
"374","AT1G24575"
"375","AT1G24735"
"376","AT1G24807"
"377","AT1G24909"
"378","AT1G25155"
"379","AT1G25277"
"380","AT1G25370"
"381","AT1G25400"
"382","AT1G25422"
"383","AT1G25425"
"384","AT1G25988"
"385","AT1G26200"
"386","AT1G26290"
"387","AT1G26540"
"388","AT1G26560"
"389","AT1G26590"
"390","AT1G26610"
"391","AT1G26790"
"392","AT1G27110"
"393","AT1G27580"
"394","AT1G27610"
"395","AT1G27890"
"396","AT1G28010"
"397","AT1G28135"
"398","AT1G28170"
"399","AT1G28230"
"400","AT1G28360"
"401","AT1G28480"
"402","AT1G28570"
"403","AT1G28600"
"404","AT1G28660"
"405","AT1G28690"
"406","AT1G29090"
"407","AT1G29179"
"408","AT1G29180"
"409","AT1G29410"
"410","AT1G29420"
"411","AT1G29540"
"412","AT1G29590"
"413","AT1G29770"
"414","AT1G29780"
"415","AT1G29920"
"416","AT1G30020"
"417","AT1G30040"
"418","AT1G30050"
"419","AT1G30135"
"420","AT1G30370"
"421","AT1G30500"
"422","AT1G30515"
"423","AT1G30530"
"424","AT1G30780"
"425","AT1G30800"
"426","AT1G30860"
"427","AT1G31173"
"428","AT1G31200"
"429","AT1G31240"
"430","AT1G31310"
"431","AT1G31430"
"432","AT1G31485"
"433","AT1G31772"
"434","AT1G31820"
"435","AT1G32270"
"436","AT1G32520"
"437","AT1G32540"
"438","AT1G32713"
"439","AT1G33030"
"440","AT1G33475"
"441","AT1G33560"
"442","AT1G33600"
"443","AT1G33615"
"444","AT1G33670"
"445","AT1G33840"
"446","AT1G34040"
"447","AT1G34315"
"448","AT1G34317"
"449","AT1G34460"
"450","AT1G34480"
"451","AT1G34640"
"452","AT1G34670"
"453","AT1G35140"
"454","AT1G35230"
"455","AT1G35255"
"456","AT1G35320"
"457","AT1G35330"
"458","AT1G35350"
"459","AT1G35545"
"460","AT1G36580"
"461","AT1G36622"
"462","AT1G36992"
"463","AT1G42550"
"464","AT1G42560"
"465","AT1G42970"
"466","AT1G43000"
"467","AT1G43010"
"468","AT1G43040"
"469","AT1G43800"
"470","AT1G44020"
"471","AT1G44050"
"472","AT1G44160"
"473","AT1G44318"
"474","AT1G44414"
"475","AT1G44542"
"476","AT1G45474"
"477","AT1G45545"
"478","AT1G46480"
"479","AT1G47760"
"480","AT1G47790"
"481","AT1G48000"
"482","AT1G48100"
"483","AT1G48180"
"484","AT1G48267"
"485","AT1G48670"
"486","AT1G48690"
"487","AT1G48930"
"488","AT1G49000"
"489","AT1G49010"
"490","AT1G49210"
"491","AT1G49220"
"492","AT1G49405"
"493","AT1G49490"
"494","AT1G49530"
"495","AT1G49610"
"496","AT1G49700"
"497","AT1G49790"
"498","AT1G49940"
"499","AT1G49960"
"500","AT1G50040"
"501","AT1G50180"
"502","AT1G50280"
"503","AT1G50310"
"504","AT1G50390"
"505","AT1G50400"
"506","AT1G50590"
"507","AT1G50830"
"508","AT1G50950"
"509","AT1G50970"
"510","AT1G51030"
"511","AT1G51055"
"512","AT1G51110"
"513","AT1G51260"
"514","AT1G51460"
"515","AT1G51480"
"516","AT1G51538"
"517","AT1G51620"
"518","AT1G51700"
"519","AT1G51770"
"520","AT1G51840"
"521","AT1G51890"
"522","AT1G51990"
"523","AT1G52110"
"524","AT1G52130"
"525","AT1G52220"
"526","AT1G52240"
"527","AT1G52290"
"528","AT1G52415"
"529","AT1G52450"
"530","AT1G52510"
"531","AT1G52570"
"532","AT1G52580"
"533","AT1G52640"
"534","AT1G52650"
"535","AT1G52660"
"536","AT1G52800"
"537","AT1G52880"
"538","AT1G52920"
"539","AT1G53060"
"540","AT1G53230"
"541","AT1G53233"
"542","AT1G53270"
"543","AT1G53330"
"544","AT1G53480"
"545","AT1G53541"
"546","AT1G53633"
"547","AT1G53635"
"548","AT1G53708"
"549","AT1G53790"
"550","AT1G53801"
"551","AT1G53885"
"552","AT1G53903"
"553","AT1G53990"
"554","AT1G54020"
"555","AT1G54050"
"556","AT1G54095"
"557","AT1G54160"
"558","AT1G54260"
"559","AT1G54355"
"560","AT1G54470"
"561","AT1G54540"
"562","AT1G54560"
"563","AT1G54780"
"564","AT1G54940"
"565","AT1G54950"
"566","AT1G54970"
"567","AT1G55240"
"568","AT1G55370"
"569","AT1G55420"
"570","AT1G55600"
"571","AT1G55670"
"572","AT1G55673"
"573","AT1G55720"
"574","AT1G55755"
"575","AT1G55970"
"576","AT1G56165"
"577","AT1G56320"
"578","AT1G56540"
"579","AT1G56555"
"580","AT1G56710"
"581","AT1G57560"
"582","AT1G57570"
"583","AT1G57670"
"584","AT1G57943"
"585","AT1G58037"
"586","AT1G58270"
"587","AT1G58320"
"588","AT1G58420"
"589","AT1G59530"
"590","AT1G59620"
"591","AT1G59670"
"592","AT1G59780"
"593","AT1G59790"
"594","AT1G59850"
"595","AT1G59860"
"596","AT1G60000"
"597","AT1G60095"
"598","AT1G60110"
"599","AT1G60190"
"600","AT1G60270"
"601","AT1G60600"
"602","AT1G60630"
"603","AT1G60830"
"604","AT1G60930"
"605","AT1G61050"
"606","AT1G61180"
"607","AT1G61190"
"608","AT1G61230"
"609","AT1G61300"
"610","AT1G61310"
"611","AT1G61415"
"612","AT1G61470"
"613","AT1G61550"
"614","AT1G61562"
"615","AT1G61600"
"616","AT1G61680"
"617","AT1G61810"
"618","AT1G61860"
"619","AT1G62190"
"620","AT1G62260"
"621","AT1G62320"
"622","AT1G62400"
"623","AT1G62420"
"624","AT1G62515"
"625","AT1G62530"
"626","AT1G62590"
"627","AT1G62720"
"628","AT1G62886"
"629","AT1G62935"
"630","AT1G63070"
"631","AT1G63140"
"632","AT1G63230"
"633","AT1G63320"
"634","AT1G63330"
"635","AT1G63340"
"636","AT1G63370"
"637","AT1G63390"
"638","AT1G63450"
"639","AT1G63530"
