"","WS_FLT_c1.which.mclass....8...1."
"1","AT1G01090"
"2","AT1G01550"
"3","AT1G01720"
"4","AT1G01800"
"5","AT1G02130"
"6","AT1G02850"
"7","AT1G02900"
"8","AT1G03230"
"9","AT1G04340"
"10","AT1G04630"
"11","AT1G04680"
"12","AT1G04870"
"13","AT1G05347"
"14","AT1G05680"
"15","AT1G05720"
"16","AT1G05850"
"17","AT1G06040"
"18","AT1G06200"
"19","AT1G06390"
"20","AT1G07080"
"21","AT1G07170"
"22","AT1G07367"
"23","AT1G07830"
"24","AT1G08160"
"25","AT1G08580"
"26","AT1G08803"
"27","AT1G09150"
"28","AT1G09932"
"29","AT1G10030"
"30","AT1G10200"
"31","AT1G11185"
"32","AT1G11545"
"33","AT1G11840"
"34","AT1G11910"
"35","AT1G13560"
"36","AT1G14620"
"37","AT1G14670"
"38","AT1G15040"
"39","AT1G15210"
"40","AT1G15350"
"41","AT1G15370"
"42","AT1G15400"
"43","AT1G15640"
"44","AT1G16170"
"45","AT1G16240"
"46","AT1G16470"
"47","AT1G16610"
"48","AT1G16740"
"49","AT1G17080"
"50","AT1G17190"
"51","AT1G17290"
"52","AT1G17860"
"53","AT1G17890"
"54","AT1G19360"
"55","AT1G20010"
"56","AT1G20100"
"57","AT1G20160"
"58","AT1G20190"
"59","AT1G20200"
"60","AT1G20260"
"61","AT1G20430"
"62","AT1G20450"
"63","AT1G20840"
"64","AT1G20850"
"65","AT1G20960"
"66","AT1G21190"
"67","AT1G21770"
"68","AT1G21900"
"69","AT1G22530"
"70","AT1G22880"
"71","AT1G23020"
"72","AT1G23750"
"73","AT1G23820"
"74","AT1G24180"
"75","AT1G25550"
"76","AT1G26110"
"77","AT1G26250"
"78","AT1G26255"
"79","AT1G26550"
"80","AT1G26670"
"81","AT1G26850"
"82","AT1G27090"
"83","AT1G27435"
"84","AT1G27650"
"85","AT1G28400"
"86","AT1G29350"
"87","AT1G29470"
"88","AT1G29520"
"89","AT1G29990"
"90","AT1G30120"
"91","AT1G30510"
"92","AT1G30750"
"93","AT1G30760"
"94","AT1G30820"
"95","AT1G30880"
"96","AT1G31770"
"97","AT1G31970"
"98","AT1G32450"
"99","AT1G32580"
"100","AT1G32920"
"101","AT1G33470"
"102","AT1G33800"
"103","AT1G34418"
"104","AT1G35580"
"105","AT1G35720"
"106","AT1G36060"
"107","AT1G36730"
"108","AT1G43190"
"109","AT1G43790"
"110","AT1G44800"
"111","AT1G45000"
"112","AT1G48070"
"113","AT1G48440"
"114","AT1G49310"
"115","AT1G49480"
"116","AT1G49570"
"117","AT1G50050"
"118","AT1G50060"
"119","AT1G50290"
"120","AT1G50370"
"121","AT1G50430"
"122","AT1G51160"
"123","AT1G52050"
"124","AT1G52060"
"125","AT1G52342"
"126","AT1G52600"
"127","AT1G52670"
"128","AT1G52720"
"129","AT1G52910"
"130","AT1G52930"
"131","AT1G53910"
"132","AT1G54000"
"133","AT1G54030"
"134","AT1G54080"
"135","AT1G55360"
"136","AT1G55920"
"137","AT1G56700"
"138","AT1G58235"
"139","AT1G61780"
"140","AT1G61890"
"141","AT1G63000"
"142","AT1G63220"
"143","AT1G63660"
"144","AT1G63940"
"145","AT1G64640"
"146","AT1G64650"
"147","AT1G64720"
"148","AT1G66140"
"149","AT1G67105"
"150","AT1G67328"
"151","AT1G67330"
"152","AT1G67730"
"153","AT1G68000"
"154","AT1G69460"
"155","AT1G69600"
"156","AT1G69760"
"157","AT1G70770"
"158","AT1G72430"
"159","AT1G72680"
"160","AT1G73030"
"161","AT1G73260"
"162","AT1G74458"
"163","AT1G74500"
"164","AT1G74660"
"165","AT1G75270"
"166","AT1G75560"
"167","AT1G75780"
"168","AT1G76410"
"169","AT1G76520"
"170","AT1G76670"
"171","AT1G76810"
"172","AT1G76860"
"173","AT1G77440"
"174","AT1G77885"
"175","AT1G78340"
"176","AT1G78660"
"177","AT1G79340"
"178","AT1G80070"
"179","AT1G80180"
"180","AT1G80230"
"181","AT1G80240"
"182","AT1G80500"
"183","AT2G01530"
"184","AT2G02390"
"185","AT2G03820"
"186","AT2G03870"
"187","AT2G04410"
"188","AT2G04630"
"189","AT2G06850"
