"","WS_GC_c1.which.mclass....5...1."
"1","AT1G01240"
"2","AT1G01448"
"3","AT1G01470"
"4","AT1G01540"
"5","AT1G01580"
"6","AT1G01640"
"7","AT1G01725"
"8","AT1G01750"
"9","AT1G01770"
"10","AT1G01780"
"11","AT1G01990"
"12","AT1G02120"
"13","AT1G02360"
"14","AT1G02610"
"15","AT1G02750"
"16","AT1G02860"
"17","AT1G02890"
"18","AT1G02920"
"19","AT1G02990"
"20","AT1G03030"
"21","AT1G03090"
"22","AT1G03290"
"23","AT1G03430"
"24","AT1G03550"
"25","AT1G03680"
"26","AT1G03740"
"27","AT1G03905"
"28","AT1G03970"
"29","AT1G04030"
"30","AT1G04183"
"31","AT1G04280"
"32","AT1G04400"
"33","AT1G04770"
"34","AT1G04780"
"35","AT1G04803"
"36","AT1G04830"
"37","AT1G04960"
"38","AT1G04970"
"39","AT1G04990"
"40","AT1G05010"
"41","AT1G05120"
"42","AT1G05147"
"43","AT1G05220"
"44","AT1G05310"
"45","AT1G05320"
"46","AT1G05340"
"47","AT1G05470"
"48","AT1G05523"
"49","AT1G05560"
"50","AT1G05562"
"51","AT1G05650"
"52","AT1G05660"
"53","AT1G05710"
"54","AT1G05750"
"55","AT1G05770"
"56","AT1G05790"
"57","AT1G05810"
"58","AT1G05830"
"59","AT1G05835"
"60","AT1G05860"
"61","AT1G05960"
"62","AT1G06000"
"63","AT1G06060"
"64","AT1G06070"
"65","AT1G06180"
"66","AT1G06225"
"67","AT1G06620"
"68","AT1G06630"
"69","AT1G06640"
"70","AT1G06780"
"71","AT1G06850"
"72","AT1G07040"
"73","AT1G07110"
"74","AT1G07128"
"75","AT1G07130"
"76","AT1G07135"
"77","AT1G07175"
"78","AT1G07200"
"79","AT1G07230"
"80","AT1G07250"
"81","AT1G07300"
"82","AT1G07320"
"83","AT1G07373"
"84","AT1G07570"
"85","AT1G07700"
"86","AT1G07950"
"87","AT1G07990"
"88","AT1G08030"
"89","AT1G08040"
"90","AT1G08210"
"91","AT1G08230"
"92","AT1G08340"
"93","AT1G08460"
"94","AT1G08590"
"95","AT1G08592"
"96","AT1G08670"
"97","AT1G08680"
"98","AT1G08800"
"99","AT1G08803"
"100","AT1G08890"
"101","AT1G08910"
"102","AT1G08920"
"103","AT1G09010"
"104","AT1G09090"
"105","AT1G09100"
"106","AT1G09540"
"107","AT1G09730"
"108","AT1G09750"
"109","AT1G09890"
"110","AT1G09980"
"111","AT1G10070"
"112","AT1G10150"
"113","AT1G10155"
"114","AT1G10210"
"115","AT1G10410"
"116","AT1G10450"
"117","AT1G10660"
"118","AT1G10690"
"119","AT1G10700"
"120","AT1G10720"
"121","AT1G10740"
"122","AT1G10750"
"123","AT1G10970"
"124","AT1G10990"
"125","AT1G11020"
"126","AT1G11060"
"127","AT1G11380"
"128","AT1G11440"
"129","AT1G11720"
"130","AT1G11760"
"131","AT1G11870"
"132","AT1G12110"
"133","AT1G12240"
"134","AT1G12260"
"135","AT1G12530"
"136","AT1G12640"
"137","AT1G12740"
"138","AT1G12760"
"139","AT1G12845"
"140","AT1G12990"
"141","AT1G13080"
"142","AT1G13110"
"143","AT1G13195"
"144","AT1G13210"
"145","AT1G13270"
"146","AT1G13350"
"147","AT1G13390"
"148","AT1G13450"
"149","AT1G13460"
"150","AT1G13530"
"151","AT1G13570"
"152","AT1G13600"
"153","AT1G13640"
"154","AT1G13700"
"155","AT1G13770"
"156","AT1G13880"
"157","AT1G13920"
"158","AT1G13950"
"159","AT1G13960"
"160","AT1G13990"
"161","AT1G14080"
"162","AT1G14130"
"163","AT1G14170"
"164","AT1G14200"
"165","AT1G14230"
"166","AT1G14240"
"167","AT1G14370"
"168","AT1G14560"
"169","AT1G14730"
"170","AT1G14910"
"171","AT1G15010"
"172","AT1G15030"
"173","AT1G15110"
"174","AT1G15130"
"175","AT1G15170"
"176","AT1G15240"
"177","AT1G15310"
"178","AT1G15330"
"179","AT1G15385"
"180","AT1G15405"
"181","AT1G15780"
"182","AT1G15800"
"183","AT1G15820"
"184","AT1G15880"
"185","AT1G15970"
"186","AT1G16250"
"187","AT1G16320"
"188","AT1G16710"
"189","AT1G17060"
"190","AT1G17120"
"191","AT1G17360"
"192","AT1G17400"
"193","AT1G17410"
"194","AT1G17455"
"195","AT1G17500"
"196","AT1G17580"
"197","AT1G17680"
"198","AT1G17730"
"199","AT1G17780"
"200","AT1G18150"
"201","AT1G18160"
"202","AT1G18190"
"203","AT1G18300"
"204","AT1G18330"
"205","AT1G18390"
"206","AT1G18660"
"207","AT1G18740"
"208","AT1G18975"
"209","AT1G18980"
"210","AT1G19020"
"211","AT1G19300"
"212","AT1G19310"
"213","AT1G19370"
"214","AT1G19450"
"215","AT1G19730"
"216","AT1G19740"
"217","AT1G19968"
"218","AT1G20225"
"219","AT1G20340"
"220","AT1G20560"
"221","AT1G20620"
"222","AT1G20670"
"223","AT1G20760"
"224","AT1G20823"
"225","AT1G20880"
"226","AT1G20890"
"227","AT1G20930"
"228","AT1G21070"
"229","AT1G21110"
"230","AT1G21140"
"231","AT1G21160"
"232","AT1G21380"
"233","AT1G21410"
"234","AT1G21480"
"235","AT1G21580"
"236","AT1G21600"
"237","AT1G21610"
"238","AT1G21760"
"239","AT1G21840"
"240","AT1G22065"
"241","AT1G22070"
"242","AT1G22230"
"243","AT1G22280"
"244","AT1G22470"
"245","AT1G22500"
"246","AT1G22510"
"247","AT1G22640"
"248","AT1G22740"
"249","AT1G22850"
"250","AT1G22882"
"251","AT1G22885"
"252","AT1G23120"
"253","AT1G23150"
"254","AT1G23205"
"255","AT1G23380"
"256","AT1G23480"
"257","AT1G23530"
"258","AT1G23710"
"259","AT1G24030"
"260","AT1G24130"
"261","AT1G24170"
"262","AT1G24340"
"263","AT1G24440"
"264","AT1G24450"
"265","AT1G24560"
"266","AT1G24600"
"267","AT1G24625"
"268","AT1G25500"
"269","AT1G25520"
"270","AT1G25560"
"271","AT1G26180"
"272","AT1G26440"
"273","AT1G26800"
"274","AT1G26930"
"275","AT1G26960"
"276","AT1G27020"
"277","AT1G27100"
"278","AT1G27150"
"279","AT1G27190"
"280","AT1G27320"
"281","AT1G27380"
"282","AT1G27385"
"283","AT1G27440"
"284","AT1G27565"
"285","AT1G27595"
"286","AT1G27670"
"287","AT1G27700"
"288","AT1G27750"
"289","AT1G27921"
"290","AT1G28100"
"291","AT1G28130"
"292","AT1G28140"
"293","AT1G28150"
"294","AT1G28260"
"295","AT1G28280"
"296","AT1G28380"
"297","AT1G28410"
"298","AT1G28520"
"299","AT1G28540"
"300","AT1G28715"
"301","AT1G28815"
"302","AT1G28960"
"303","AT1G29020"
"304","AT1G29120"
"305","AT1G29160"
"306","AT1G29290"
"307","AT1G29340"
"308","AT1G29357"
"309","AT1G29390"
"310","AT1G29400"
"311","AT1G29640"
"312","AT1G29760"
"313","AT1G29930"
"314","AT1G30000"
"315","AT1G30080"
"316","AT1G30320"
"317","AT1G30490"
"318","AT1G30545"
"319","AT1G30640"
"320","AT1G30650"
"321","AT1G30755"
"322","AT1G30825"
"323","AT1G30840"
"324","AT1G30900"
"325","AT1G30910"
"326","AT1G31120"
"327","AT1G31170"
"328","AT1G31330"
"329","AT1G31540"
"330","AT1G31710"
"331","AT1G32260"
"332","AT1G32410"
"333","AT1G32690"
"334","AT1G32810"
"335","AT1G32928"
"336","AT1G32930"
"337","AT1G33060"
"338","AT1G33270"
"339","AT1G33280"
"340","AT1G33290"
"341","AT1G33415"
"342","AT1G33540"
"343","AT1G33590"
"344","AT1G34000"
"345","AT1G34150"
"346","AT1G34180"
"347","AT1G35190"
"348","AT1G35260"
"349","AT1G35460"
"350","AT1G35670"
"351","AT1G36380"
"352","AT1G42470"
"353","AT1G43020"
"354","AT1G43560"
"355","AT1G43650"
"356","AT1G44000"
"357","AT1G44100"
"358","AT1G44180"
"359","AT1G44446"
"360","AT1G44608"
"361","AT1G44750"
"362","AT1G44820"
"363","AT1G44970"
"364","AT1G45015"
"365","AT1G45050"
"366","AT1G46554"
"367","AT1G46768"
"368","AT1G47310"
"369","AT1G47480"
"370","AT1G48090"
"371","AT1G48210"
"372","AT1G48320"
"373","AT1G48450"
"374","AT1G49170"
"375","AT1G49510"
"376","AT1G49580"
"377","AT1G49660"
"378","AT1G49720"
"379","AT1G49740"
"380","AT1G50030"
"381","AT1G50120"
"382","AT1G50240"
"383","AT1G50320"
"384","AT1G50410"
"385","AT1G50440"
"386","AT1G50510"
"387","AT1G50930"
"388","AT1G50940"
"389","AT1G51035"
"390","AT1G51400"
"391","AT1G51560"
"392","AT1G51740"
"393","AT1G51950"
"394","AT1G52155"
"395","AT1G52245"
"396","AT1G52310"
"397","AT1G52565"
"398","AT1G52630"
"399","AT1G52710"
"400","AT1G52780"
"401","AT1G53030"
"402","AT1G53170"
"403","AT1G53190"
"404","AT1G53290"
"405","AT1G53400"
"406","AT1G53440"
"407","AT1G53510"
"408","AT1G53520"
"409","AT1G53570"
"410","AT1G53590"
"411","AT1G53670"
"412","AT1G53680"
"413","AT1G53730"
"414","AT1G53780"
"415","AT1G53830"
"416","AT1G54060"
"417","AT1G54115"
"418","AT1G54130"
"419","AT1G54140"
"420","AT1G54150"
"421","AT1G54290"
"422","AT1G54440"
"423","AT1G54500"
"424","AT1G54510"
