"","WS_GC_c1.which.mclass....2...1."
"1","AT1G01060"
"2","AT1G01070"
"3","AT1G01170"
"4","AT1G01230"
"5","AT1G01360"
"6","AT1G01490"
"7","AT1G01820"
"8","AT1G01920"
"9","AT1G01960"
"10","AT1G02080"
"11","AT1G02100"
"12","AT1G02280"
"13","AT1G02305"
"14","AT1G02410"
"15","AT1G02560"
"16","AT1G02816"
"17","AT1G02880"
"18","AT1G02950"
"19","AT1G03040"
"20","AT1G03080"
"21","AT1G03150"
"22","AT1G03380"
"23","AT1G03410"
"24","AT1G03590"
"25","AT1G03610"
"26","AT1G03850"
"27","AT1G04120"
"28","AT1G04440"
"29","AT1G04610"
"30","AT1G04810"
"31","AT1G04950"
"32","AT1G05570"
"33","AT1G05575"
"34","AT1G05760"
"35","AT1G05840"
"36","AT1G05890"
"37","AT1G05940"
"38","AT1G06090"
"39","AT1G06130"
"40","AT1G06230"
"41","AT1G06400"
"42","AT1G06550"
"43","AT1G06570"
"44","AT1G06700"
"45","AT1G06870"
"46","AT1G06960"
"47","AT1G07030"
"48","AT1G07260"
"49","AT1G07310"
"50","AT1G07470"
"51","AT1G07480"
"52","AT1G07640"
"53","AT1G07750"
"54","AT1G07985"
"55","AT1G08160"
"56","AT1G08350"
"57","AT1G08370"
"58","AT1G08450"
"59","AT1G08500"
"60","AT1G08510"
"61","AT1G08570"
"62","AT1G08640"
"63","AT1G08650"
"64","AT1G08660"
"65","AT1G08770"
"66","AT1G08820"
"67","AT1G08930"
"68","AT1G09020"
"69","AT1G09070"
"70","AT1G09160"
"71","AT1G09250"
"72","AT1G09280"
"73","AT1G09430"
"74","AT1G09520"
"75","AT1G09580"
"76","AT1G09645"
"77","AT1G09740"
"78","AT1G09870"
"79","AT1G09920"
"80","AT1G09927"
"81","AT1G09970"
"82","AT1G10120"
"83","AT1G10140"
"84","AT1G10380"
"85","AT1G10500"
"86","AT1G10530"
"87","AT1G10600"
"88","AT1G10865"
"89","AT1G11000"
"90","AT1G11175"
"91","AT1G11185"
"92","AT1G11190"
"93","AT1G11260"
"94","AT1G11310"
"95","AT1G11360"
"96","AT1G11400"
"97","AT1G11430"
"98","AT1G11450"
"99","AT1G11530"
"100","AT1G11890"
"101","AT1G11905"
"102","AT1G12050"
"103","AT1G12120"
"104","AT1G12200"
"105","AT1G12340"
"106","AT1G12360"
"107","AT1G12410"
"108","AT1G12520"
"109","AT1G12580"
"110","AT1G12780"
"111","AT1G12810"
"112","AT1G12850"
"113","AT1G13245"
"114","AT1G13260"
"115","AT1G13320"
"116","AT1G13360"
"117","AT1G13620"
"118","AT1G13635"
"119","AT1G13670"
"120","AT1G13690"
"121","AT1G13930"
"122","AT1G13980"
"123","AT1G14000"
"124","AT1G14290"
"125","AT1G14380"
"126","AT1G14510"
"127","AT1G14650"
"128","AT1G14685"
"129","AT1G14690"
"130","AT1G14710"
"131","AT1G14740"
"132","AT1G14860"
"133","AT1G15230"
"134","AT1G15280"
"135","AT1G15400"
"136","AT1G15625"
"137","AT1G15630"
"138","AT1G15640"
"139","AT1G15670"
"140","AT1G15740"
"141","AT1G15910"
"142","AT1G15920"
"143","AT1G15960"
"144","AT1G16170"
"145","AT1G16460"
"146","AT1G16560"
"147","AT1G16840"
"148","AT1G16860"
"149","AT1G16900"
"150","AT1G17190"
"151","AT1G17210"
"152","AT1G17280"
"153","AT1G17300"
"154","AT1G17530"
"155","AT1G17745"
"156","AT1G17970"
"157","AT1G18260"
"158","AT1G18270"
"159","AT1G18470"
"160","AT1G18720"
"161","AT1G18890"
"162","AT1G19400"
"163","AT1G19570"
"164","AT1G19600"
"165","AT1G19660"
"166","AT1G19680"
"167","AT1G19770"
"168","AT1G19800"
"169","AT1G19850"
"170","AT1G19880"
"171","AT1G20110"
"172","AT1G20190"
"173","AT1G20450"
"174","AT1G20575"
"175","AT1G20630"
"176","AT1G20770"
"177","AT1G20900"
"178","AT1G20920"
"179","AT1G20970"
"180","AT1G20980"
"181","AT1G21450"
"182","AT1G21680"
"183","AT1G21770"
"184","AT1G21780"
"185","AT1G21830"
"186","AT1G21920"
"187","AT1G22200"
"188","AT1G22360"
"189","AT1G22440"
"190","AT1G22620"
"191","AT1G22710"
"192","AT1G22750"
"193","AT1G22910"
"194","AT1G22930"
"195","AT1G22970"
"196","AT1G23020"
"197","AT1G23030"
"198","AT1G23040"
"199","AT1G23080"
"200","AT1G23260"
"201","AT1G23310"
"202","AT1G23750"
"203","AT1G23760"
"204","AT1G23800"
"205","AT1G23850"
"206","AT1G23870"
"207","AT1G24267"
"208","AT1G25220"
"209","AT1G25280"
"210","AT1G25550"
"211","AT1G26580"
"212","AT1G26640"
"213","AT1G26665"
"214","AT1G26820"
"215","AT1G26920"
"216","AT1G27130"
"217","AT1G27300"
"218","AT1G27340"
"219","AT1G27520"
"220","AT1G27730"
"221","AT1G27770"
"222","AT1G28110"
"223","AT1G28190"
"224","AT1G28200"
"225","AT1G28310"
"226","AT1G28510"
"227","AT1G28580"
"228","AT1G28680"
"229","AT1G29025"
"230","AT1G29040"
"231","AT1G29050"
"232","AT1G29260"
"233","AT1G29280"
"234","AT1G29330"
"235","AT1G29520"
"236","AT1G29970"
"237","AT1G30110"
"238","AT1G30130"
"239","AT1G30270"
"240","AT1G30360"
"241","AT1G30400"
