"","WS_FLT_c1.which.mclass....5...1."
"1","AT1G01060"
"2","AT1G01080"
"3","AT1G01120"
"4","AT1G01200"
"5","AT1G01340"
"6","AT1G01450"
"7","AT1G01480"
"8","AT1G01570"
"9","AT1G01610"
"10","AT1G01660"
"11","AT1G01700"
"12","AT1G01715"
"13","AT1G01740"
"14","AT1G01840"
"15","AT1G01860"
"16","AT1G01970"
"17","AT1G02010"
"18","AT1G02020"
"19","AT1G02180"
"20","AT1G02220"
"21","AT1G02230"
"22","AT1G02260"
"23","AT1G02300"
"24","AT1G02340"
"25","AT1G02380"
"26","AT1G02390"
"27","AT1G02400"
"28","AT1G02420"
"29","AT1G02475"
"30","AT1G02575"
"31","AT1G02910"
"32","AT1G03100"
"33","AT1G03130"
"34","AT1G03160"
"35","AT1G03200"
"36","AT1G03270"
"37","AT1G03300"
"38","AT1G03310"
"39","AT1G03400"
"40","AT1G03510"
"41","AT1G03520"
"42","AT1G03550"
"43","AT1G03650"
"44","AT1G03920"
"45","AT1G03950"
"46","AT1G03960"
"47","AT1G03980"
"48","AT1G03990"
"49","AT1G03993"
"50","AT1G04047"
"51","AT1G04050"
"52","AT1G04067"
"53","AT1G04100"
"54","AT1G04117"
"55","AT1G04220"
"56","AT1G04233"
"57","AT1G04240"
"58","AT1G04295"
"59","AT1G04310"
"60","AT1G04330"
"61","AT1G04353"
"62","AT1G04360"
"63","AT1G04390"
"64","AT1G04425"
"65","AT1G04433"
"66","AT1G04477"
"67","AT1G04490"
"68","AT1G04513"
"69","AT1G04555"
"70","AT1G04570"
"71","AT1G04620"
"72","AT1G04647"
"73","AT1G04650"
"74","AT1G04700"
"75","AT1G04707"
"76","AT1G04710"
"77","AT1G04773"
"78","AT1G04880"
"79","AT1G04917"
"80","AT1G04977"
"81","AT1G05065"
"82","AT1G05100"
"83","AT1G05140"
"84","AT1G05163"
"85","AT1G05187"
"86","AT1G05230"
"87","AT1G05277"
"88","AT1G05280"
"89","AT1G05300"
"90","AT1G05310"
"91","AT1G05333"
"92","AT1G05370"
"93","AT1G05385"
"94","AT1G05397"
"95","AT1G05440"
"96","AT1G05460"
"97","AT1G05467"
"98","AT1G05530"
"99","AT1G05553"
"100","AT1G05557"
"101","AT1G05600"
"102","AT1G05630"
"103","AT1G05640"
"104","AT1G05690"
"105","AT1G05700"
"106","AT1G05753"
"107","AT1G05767"
"108","AT1G05820"
"109","AT1G05835"
"110","AT1G05837"
"111","AT1G05843"
"112","AT1G05873"
"113","AT1G06140"
"114","AT1G06143"
"115","AT1G06270"
"116","AT1G06287"
"117","AT1G06310"
"118","AT1G06430"
"119","AT1G06440"
"120","AT1G06460"
"121","AT1G06473"
"122","AT1G06607"
"123","AT1G06710"
"124","AT1G06740"
"125","AT1G06787"
"126","AT1G06910"
"127","AT1G06980"
"128","AT1G07000"
"129","AT1G07119"
"130","AT1G07270"
"131","AT1G07280"
"132","AT1G07290"
"133","AT1G07390"
"134","AT1G07400"
"135","AT1G07485"
"136","AT1G07603"
"137","AT1G07620"
"138","AT1G07700"
"139","AT1G07710"
"140","AT1G07733"
"141","AT1G07737"
"142","AT1G07740"
"143","AT1G07897"
"144","AT1G07902"
"145","AT1G07903"
"146","AT1G07937"
"147","AT1G08003"
"148","AT1G08050"
"149","AT1G08087"
"150","AT1G08173"
"151","AT1G08293"
"152","AT1G08310"
"153","AT1G08387"
"154","AT1G08463"
"155","AT1G08470"
"156","AT1G08540"
"157","AT1G08610"
"158","AT1G08727"
"159","AT1G08753"
"160","AT1G08900"
"161","AT1G08910"
"162","AT1G08990"
"163","AT1G09000"
"164","AT1G09023"
"165","AT1G09040"
"166","AT1G09190"
"167","AT1G09195"
"168","AT1G09220"
"169","AT1G09247"
"170","AT1G09320"
"171","AT1G09327"
"172","AT1G09340"
"173","AT1G09390"
"174","AT1G09415"
"175","AT1G09440"
"176","AT1G09543"
"177","AT1G09600"
"178","AT1G09610"
"179","AT1G09627"
"180","AT1G09710"
"181","AT1G09783"
"182","AT1G09794"
"183","AT1G09812"
"184","AT1G09820"
"185","AT1G09860"
"186","AT1G09890"
"187","AT1G09900"
"188","AT1G09910"
"189","AT1G09930"
"190","AT1G09940"
"191","AT1G09987"
"192","AT1G09993"
"193","AT1G10040"
"194","AT1G10050"
"195","AT1G10090"
"196","AT1G10280"
"197","AT1G10300"
"198","AT1G10340"
"199","AT1G10370"
"200","AT1G10417"
"201","AT1G10460"
"202","AT1G10520"
"203","AT1G10610"
"204","AT1G10657"
"205","AT1G10730"
"206","AT1G10800"
"207","AT1G10960"
"208","AT1G11050"
"209","AT1G11100"
"210","AT1G11125"
"211","AT1G11160"
"212","AT1G11170"
"213","AT1G11180"
"214","AT1G11280"
"215","AT1G11320"
"216","AT1G11440"
"217","AT1G11460"
"218","AT1G11540"
"219","AT1G11591"
"220","AT1G11880"
"221","AT1G11900"
"222","AT1G11915"
"223","AT1G11940"
"224","AT1G11950"
"225","AT1G11960"
"226","AT1G12060"
"227","AT1G12210"
"228","AT1G12220"
"229","AT1G12250"
"230","AT1G12290"
"231","AT1G12300"
"232","AT1G12330"
"233","AT1G12380"
"234","AT1G12420"
"235","AT1G12460"
"236","AT1G12550"
"237","AT1G12700"
"238","AT1G12730"
"239","AT1G12775"
"240","AT1G12800"
"241","AT1G12860"
"242","AT1G13040"
"243","AT1G13050"
"244","AT1G13090"
"245","AT1G13100"
"246","AT1G13250"
"247","AT1G13330"
"248","AT1G13410"
"249","AT1G13420"
"250","AT1G13448"
"251","AT1G13550"
"252","AT1G13740"
"253","AT1G13800"
"254","AT1G13820"
"255","AT1G13940"
"256","AT1G13970"
"257","AT1G14030"
"258","AT1G14150"
"259","AT1G14190"
"260","AT1G14260"
"261","AT1G14270"
"262","AT1G14470"
"263","AT1G14480"
"264","AT1G14500"
"265","AT1G14530"
"266","AT1G14540"
"267","AT1G14580"
"268","AT1G14590"
"269","AT1G14660"
"270","AT1G14700"
"271","AT1G14720"
"272","AT1G14750"
"273","AT1G14780"
"274","AT1G14790"
"275","AT1G14840"
"276","AT1G15050"
"277","AT1G15175"
"278","AT1G15290"
"279","AT1G15415"
"280","AT1G15490"
"281","AT1G15510"
"282","AT1G15720"
"283","AT1G15730"
"284","AT1G15790"
"285","AT1G15820"
"286","AT1G15900"
"287","AT1G16030"
"288","AT1G16150"
"289","AT1G16445"
"290","AT1G16480"
"291","AT1G16489"
"292","AT1G16490"
"293","AT1G16500"
"294","AT1G16640"
"295","AT1G16670"
"296","AT1G16780"
"297","AT1G16825"
"298","AT1G16830"
"299","AT1G16930"
"300","AT1G17040"
"301","AT1G17065"
"302","AT1G17100"
"303","AT1G17200"
"304","AT1G17220"
"305","AT1G17232"
"306","AT1G17235"
"307","AT1G17250"
"308","AT1G17255"
"309","AT1G17330"
"310","AT1G17450"
"311","AT1G17460"
"312","AT1G17630"
"313","AT1G17650"
"314","AT1G17665"
"315","AT1G17744"
"316","AT1G17750"
"317","AT1G17820"
"318","AT1G17830"
"319","AT1G17840"
"320","AT1G17920"
"321","AT1G18000"
"322","AT1G18030"
"323","AT1G18060"
"324","AT1G18075"
"325","AT1G18170"
"326","AT1G18200"
"327","AT1G18280"
"328","AT1G18360"
"329","AT1G18382"
"330","AT1G18415"
"331","AT1G18420"
"332","AT1G18440"
"333","AT1G18460"
"334","AT1G18550"
"335","AT1G18560"
"336","AT1G18570"
"337","AT1G18590"
"338","AT1G18610"
"339","AT1G18670"
"340","AT1G18773"
"341","AT1G18940"
"342","AT1G19010"
"343","AT1G19025"
"344","AT1G19080"
"345","AT1G19100"
"346","AT1G19190"
"347","AT1G19250"
"348","AT1G19290"
"349","AT1G19330"
"350","AT1G19340"
"351","AT1G19397"
"352","AT1G19490"
"353","AT1G19540"
"354","AT1G19550"
"355","AT1G19780"
"356","AT1G19900"
"357","AT1G20060"
"358","AT1G20065"
"359","AT1G20230"
"360","AT1G20470"
"361","AT1G20480"
"362","AT1G20515"
"363","AT1G20530"
"364","AT1G20550"
"365","AT1G20570"
"366","AT1G20590"
"367","AT1G20650"
"368","AT1G20691"
"369","AT1G20720"
"370","AT1G20880"
"371","AT1G21060"
"372","AT1G21100"
"373","AT1G21110"
"374","AT1G21150"
"375","AT1G21326"
"376","AT1G21350"
"377","AT1G21390"
"378","AT1G21400"
"379","AT1G21410"
"380","AT1G21460"
"381","AT1G21528"
"382","AT1G21530"
"383","AT1G21640"
"384","AT1G21651"
"385","AT1G21910"
"386","AT1G22030"
"387","AT1G22220"
"388","AT1G22275"
"389","AT1G22403"
"390","AT1G22460"
"391","AT1G22540"
"392","AT1G22550"
"393","AT1G22570"
"394","AT1G22830"
"395","AT1G22985"
"396","AT1G22990"
"397","AT1G23460"
"398","AT1G23560"
"399","AT1G23790"
"400","AT1G23830"
"401","AT1G23840"
"402","AT1G23880"
"403","AT1G24068"
"404","AT1G24090"
"405","AT1G24140"
"406","AT1G24210"
"407","AT1G24330"
"408","AT1G24530"
"409","AT1G24620"
"410","AT1G25145"
"411","AT1G25360"
"412","AT1G25390"
"413","AT1G25400"
"414","AT1G25425"
"415","AT1G26130"
"416","AT1G26200"
"417","AT1G26210"
"418","AT1G26220"
"419","AT1G26290"
"420","AT1G26330"
"421","AT1G26680"
"422","AT1G26700"
"423","AT1G26810"
"424","AT1G26970"
"425","AT1G27060"
"426","AT1G27070"
"427","AT1G27120"
"428","AT1G27410"
"429","AT1G27500"
"430","AT1G27540"
"431","AT1G27570"
"432","AT1G27640"
"433","AT1G27720"
"434","AT1G27880"
"435","AT1G27910"
"436","AT1G28080"
"437","AT1G28270"
"438","AT1G28360"
"439","AT1G28390"
"440","AT1G28470"
"441","AT1G28480"
"442","AT1G28530"
"443","AT1G28550"
"444","AT1G28670"
"445","AT1G28710"
"446","AT1G28765"
"447","AT1G29100"
"448","AT1G29195"
"449","AT1G29200"
"450","AT1G29240"
"451","AT1G29355"
"452","AT1G29700"
"453","AT1G29710"
"454","AT1G29730"
"455","AT1G29740"
"456","AT1G29750"
"457","AT1G29800"
"458","AT1G29960"
"459","AT1G30010"
"460","AT1G30280"
"461","AT1G30290"
"462","AT1G30410"
"463","AT1G30473"
"464","AT1G30500"
"465","AT1G30515"
"466","AT1G30520"
"467","AT1G30610"
"468","AT1G30700"
"469","AT1G30730"
"470","AT1G30757"
"471","AT1G31040"
"472","AT1G31190"
"473","AT1G31200"
"474","AT1G31280"
"475","AT1G31350"
"476","AT1G31490"
"477","AT1G31650"
"478","AT1G31670"
"479","AT1G31790"
"480","AT1G31800"
"481","AT1G32200"
"482","AT1G32220"
"483","AT1G32270"
"484","AT1G32340"
"485","AT1G32415"
"486","AT1G32530"
"487","AT1G32550"
"488","AT1G32610"
"489","AT1G32740"
"490","AT1G32940"
"491","AT1G33340"
"492","AT1G33350"
"493","AT1G33475"
"494","AT1G33500"
"495","AT1G33560"
"496","AT1G33840"
"497","AT1G34000"
"498","AT1G34040"
"499","AT1G34120"
"500","AT1G34210"
"501","AT1G34340"
"502","AT1G34380"
"503","AT1G34480"
"504","AT1G34510"
"505","AT1G34570"
"506","AT1G34640"
"507","AT1G34670"
"508","AT1G35210"
"509","AT1G35230"
"510","AT1G35255"
"511","AT1G35350"
"512","AT1G35530"
"513","AT1G35660"
"514","AT1G35910"
"515","AT1G37150"
"516","AT1G38065"
"517","AT1G43245"
"518","AT1G43620"
"519","AT1G43765"
"520","AT1G43770"
"521","AT1G43980"
"522","AT1G44020"
"523","AT1G44350"
"524","AT1G44446"
"525","AT1G45110"
"526","AT1G45150"
"527","AT1G45180"
"528","AT1G45191"
"529","AT1G45230"
"530","AT1G45231"
"531","AT1G45249"
"532","AT1G47056"
"533","AT1G47560"
"534","AT1G47578"
"535","AT1G47580"
"536","AT1G47603"
"537","AT1G47620"
"538","AT1G47790"
"539","AT1G47870"
"540","AT1G48000"
"541","AT1G48120"
"542","AT1G48280"
"543","AT1G48355"
"544","AT1G48360"
"545","AT1G48390"
"546","AT1G48500"
"547","AT1G48540"
"548","AT1G48560"
"549","AT1G48580"
"550","AT1G48740"
"551","AT1G48770"
"552","AT1G48780"
"553","AT1G48840"
"554","AT1G48880"
"555","AT1G49005"
"556","AT1G49010"
"557","AT1G49110"
"558","AT1G49160"
"559","AT1G49180"
"560","AT1G49205"
"561","AT1G49380"
"562","AT1G49520"
"563","AT1G49560"
"564","AT1G49620"
"565","AT1G49630"
"566","AT1G49650"
"567","AT1G49832"
"568","AT1G50000"
"569","AT1G50260"
"570","AT1G50270"
"571","AT1G50360"
"572","AT1G50450"
"573","AT1G50590"
"574","AT1G50659"
"575","AT1G50700"
"576","AT1G50720"
"577","AT1G50745"
"578","AT1G50790"
"579","AT1G50930"
"580","AT1G50950"
"581","AT1G50970"
"582","AT1G51080"
"583","AT1G51100"
"584","AT1G51140"
"585","AT1G51220"
"586","AT1G51310"
"587","AT1G51340"
"588","AT1G51370"
"589","AT1G51402"
"590","AT1G51450"
"591","AT1G51520"
"592","AT1G51620"
"593","AT1G51640"
"594","AT1G51700"
"595","AT1G51790"
"596","AT1G51965"
"597","AT1G52080"
"598","AT1G52240"
"599","AT1G52260"
"600","AT1G52530"
"601","AT1G52550"
"602","AT1G52565"
"603","AT1G52660"
"604","AT1G52825"
"605","AT1G53025"
"606","AT1G53110"
"607","AT1G53340"
"608","AT1G53350"
"609","AT1G53430"
"610","AT1G53542"
"611","AT1G53700"
"612","AT1G53708"
"613","AT1G53860"
"614","AT1G53885"
"615","AT1G53887"
"616","AT1G53903"
"617","AT1G53990"
"618","AT1G54110"
"619","AT1G54350"
"620","AT1G54500"
"621","AT1G54530"
"622","AT1G54540"
"623","AT1G54570"
"624","AT1G54575"
"625","AT1G54740"
"626","AT1G54780"
"627","AT1G54840"
"628","AT1G55020"
"629","AT1G55040"
"630","AT1G55050"
"631","AT1G55110"
"632","AT1G55180"
"633","AT1G55280"
"634","AT1G55320"
