"","WS_GC_c1.which.mclass....1...1."
"1","AT1G01160"
"2","AT1G01210"
"3","AT1G01300"
"4","AT1G01510"
"5","AT1G01730"
"6","AT1G01910"
"7","AT1G01940"
"8","AT1G02090"
"9","AT1G02160"
"10","AT1G02690"
"11","AT1G02870"
"12","AT1G03110"
"13","AT1G03140"
"14","AT1G03210"
"15","AT1G03330"
"16","AT1G03360"
"17","AT1G03530"
"18","AT1G03910"
"19","AT1G04070"
"20","AT1G04080"
"21","AT1G04140"
"22","AT1G04190"
"23","AT1G04430"
"24","AT1G04503"
"25","AT1G04510"
"26","AT1G04520"
"27","AT1G04590"
"28","AT1G04630"
"29","AT1G04680"
"30","AT1G04940"
"31","AT1G04980"
"32","AT1G05205"
"33","AT1G05620"
"34","AT1G05680"
"35","AT1G05910"
"36","AT1G06110"
"37","AT1G06220"
"38","AT1G06410"
"39","AT1G06470"
"40","AT1G06530"
"41","AT1G06540"
"42","AT1G06670"
"43","AT1G06720"
"44","AT1G06890"
"45","AT1G06900"
"46","AT1G06950"
"47","AT1G07020"
"48","AT1G07080"
"49","AT1G07360"
"50","AT1G07670"
"51","AT1G07840"
"52","AT1G07960"
"53","AT1G08110"
"54","AT1G08130"
"55","AT1G08220"
"56","AT1G08410"
"57","AT1G08560"
"58","AT1G08780"
"59","AT1G09140"
"60","AT1G09270"
"61","AT1G09330"
"62","AT1G09630"
"63","AT1G09660"
"64","AT1G09840"
"65","AT1G10200"
"66","AT1G10290"
"67","AT1G10490"
"68","AT1G10580"
"69","AT1G11240"
"70","AT1G11480"
"71","AT1G11545"
"72","AT1G11670"
"73","AT1G11750"
"74","AT1G11860"
"75","AT1G12270"
"76","AT1G12440"
"77","AT1G12650"
"78","AT1G12830"
"79","AT1G12910"
"80","AT1G13160"
"81","AT1G13220"
"82","AT1G13730"
"83","AT1G14010"
"84","AT1G14060"
"85","AT1G14210"
"86","AT1G14300"
"87","AT1G14410"
"88","AT1G14453"
"89","AT1G14570"
"90","AT1G14610"
"91","AT1G14830"
"92","AT1G14900"
"93","AT1G15200"
"94","AT1G15210"
"95","AT1G15250"
"96","AT1G15340"
"97","AT1G15370"
"98","AT1G15390"
"99","AT1G15440"
"100","AT1G15750"
"101","AT1G15810"
"102","AT1G16190"
"103","AT1G16350"
"104","AT1G16870"
"105","AT1G16880"
"106","AT1G16970"
"107","AT1G17130"
"108","AT1G17180"
"109","AT1G17285"
"110","AT1G17290"
"111","AT1G17470"
"112","AT1G17510"
"113","AT1G17690"
"114","AT1G17720"
"115","AT1G17890"
"116","AT1G18250"
"117","AT1G18450"
"118","AT1G18480"
"119","AT1G18500"
"120","AT1G18640"
"121","AT1G18800"
"122","AT1G18840"
"123","AT1G18850"
"124","AT1G18880"
"125","AT1G19120"
"126","AT1G19130"
"127","AT1G19350"
"128","AT1G19360"
"129","AT1G19520"
"130","AT1G19580"
"131","AT1G19835"
"132","AT1G19870"
"133","AT1G19920"
"134","AT1G20140"
"135","AT1G20260"
"136","AT1G20840"
"137","AT1G21065"
"138","AT1G21080"
"139","AT1G21090"
"140","AT1G21630"
"141","AT1G21690"
"142","AT1G21710"
"143","AT1G21880"
"144","AT1G21900"
"145","AT1G21930"
"146","AT1G22520"
"147","AT1G22530"
"148","AT1G22920"
"149","AT1G23100"
"150","AT1G23160"
"151","AT1G23190"
"152","AT1G23860"
"153","AT1G24280"
"154","AT1G24764"
"155","AT1G25350"
"156","AT1G25490"
"157","AT1G25510"
"158","AT1G26270"
"159","AT1G26340"
"160","AT1G26460"
"161","AT1G26470"
"162","AT1G26740"
"163","AT1G26750"
