"","WS_GC_c1.which.mclass....3...1."
"1","AT1G01010"
"2","AT1G01040"
"3","AT1G01220"
"4","AT1G01225"
"5","AT1G01260"
"6","AT1G01320"
"7","AT1G01440"
"8","AT1G01500"
"9","AT1G01630"
"10","AT1G01670"
"11","AT1G01690"
"12","AT1G01710"
"13","AT1G01760"
"14","AT1G01790"
"15","AT1G01830"
"16","AT1G01930"
"17","AT1G01950"
"18","AT1G01970"
"19","AT1G02000"
"20","AT1G02020"
"21","AT1G02050"
"22","AT1G02060"
"23","AT1G02270"
"24","AT1G02290"
"25","AT1G02430"
"26","AT1G02460"
"27","AT1G02640"
"28","AT1G02730"
"29","AT1G02740"
"30","AT1G02810"
"31","AT1G02910"
"32","AT1G02970"
"33","AT1G03000"
"34","AT1G03160"
"35","AT1G03180"
"36","AT1G03190"
"37","AT1G03260"
"38","AT1G03270"
"39","AT1G03370"
"40","AT1G03440"
"41","AT1G03457"
"42","AT1G03470"
"43","AT1G03520"
"44","AT1G03560"
"45","AT1G03650"
"46","AT1G03760"
"47","AT1G03770"
"48","AT1G03830"
"49","AT1G03930"
"50","AT1G03960"
"51","AT1G04000"
"52","AT1G04010"
"53","AT1G04050"
"54","AT1G04117"
"55","AT1G04200"
"56","AT1G04230"
"57","AT1G04295"
"58","AT1G04360"
"59","AT1G04390"
"60","AT1G04420"
"61","AT1G04463"
"62","AT1G04640"
"63","AT1G04710"
"64","AT1G04730"
"65","AT1G04760"
"66","AT1G04773"
"67","AT1G04833"
"68","AT1G04837"
"69","AT1G04945"
"70","AT1G04977"
"71","AT1G05060"
"72","AT1G05090"
"73","AT1G05160"
"74","AT1G05183"
"75","AT1G05213"
"76","AT1G05250"
"77","AT1G05280"
"78","AT1G05440"
"79","AT1G05460"
"80","AT1G05590"
"81","AT1G05687"
"82","AT1G05780"
"83","AT1G05900"
"84","AT1G06002"
"85","AT1G06240"
"86","AT1G06270"
"87","AT1G06420"
"88","AT1G06490"
"89","AT1G06500"
"90","AT1G06510"
"91","AT1G06590"
"92","AT1G06660"
"93","AT1G06730"
"94","AT1G06770"
"95","AT1G06800"
"96","AT1G06820"
"97","AT1G06840"
"98","AT1G06910"
"99","AT1G07220"
"100","AT1G07240"
"101","AT1G07270"
"102","AT1G07380"
"103","AT1G07410"
"104","AT1G07490"
"105","AT1G07520"
"106","AT1G07603"
"107","AT1G07630"
"108","AT1G07650"
"109","AT1G07710"
"110","AT1G07725"
"111","AT1G07728"
"112","AT1G07740"
"113","AT1G07745"
"114","AT1G07803"
"115","AT1G07870"
"116","AT1G07910"
"117","AT1G08000"
"118","AT1G08043"
"119","AT1G08060"
"120","AT1G08250"
"121","AT1G08280"
"122","AT1G08315"
"123","AT1G08400"
"124","AT1G08470"
"125","AT1G08520"
"126","AT1G08530"
"127","AT1G08610"
"128","AT1G08710"
"129","AT1G08720"
"130","AT1G08760"
"131","AT1G08840"
"132","AT1G08940"
"133","AT1G08960"
"134","AT1G09000"
"135","AT1G09053"
"136","AT1G09060"
"137","AT1G09190"
"138","AT1G09320"
"139","AT1G09363"
"140","AT1G09390"
"141","AT1G09450"
"142","AT1G09575"
"143","AT1G09800"
"144","AT1G09810"
"145","AT1G09820"
"146","AT1G09850"
"147","AT1G09900"
"148","AT1G09960"
"149","AT1G10020"
"150","AT1G10040"
"151","AT1G10240"
"152","AT1G10280"
"153","AT1G10300"
"154","AT1G10320"
"155","AT1G10350"
"156","AT1G10370"
"157","AT1G10510"
"158","AT1G10520"
"159","AT1G10570"
"160","AT1G10650"
"161","AT1G10730"
"162","AT1G10830"
"163","AT1G10870"
"164","AT1G10930"
"165","AT1G11050"
"166","AT1G11090"
"167","AT1G11120"
"168","AT1G11220"
"169","AT1G11420"
"170","AT1G11570"
"171","AT1G11630"
"172","AT1G11740"
"173","AT1G11755"
"174","AT1G11940"
"175","AT1G11950"
"176","AT1G12030"
"177","AT1G12140"
"178","AT1G12210"
"179","AT1G12244"
"180","AT1G12350"
"181","AT1G12380"
"182","AT1G12390"
"183","AT1G12400"
"184","AT1G12420"
"185","AT1G12430"
"186","AT1G12450"
"187","AT1G12460"
"188","AT1G12600"
"189","AT1G12680"
"190","AT1G12730"
"191","AT1G12750"
"192","AT1G12800"
"193","AT1G12880"
"194","AT1G12930"
"195","AT1G12970"
"196","AT1G13180"
"197","AT1G13190"
"198","AT1G13330"
"199","AT1G13410"
"200","AT1G13740"
"201","AT1G13860"
"202","AT1G13870"
"203","AT1G13900"
"204","AT1G13910"
"205","AT1G13940"
"206","AT1G13970"
"207","AT1G14180"
"208","AT1G14310"
"209","AT1G14330"
"210","AT1G14340"
"211","AT1G14390"
"212","AT1G14460"
"213","AT1G14530"
"214","AT1G14590"
"215","AT1G14720"
"216","AT1G14770"
"217","AT1G14840"
"218","AT1G14970"
"219","AT1G15000"
