"","WS_GC_c1.which.mclass....4...1."
"1","AT1G01150"
"2","AT1G01183"
"3","AT1G01190"
"4","AT1G01420"
"5","AT1G01453"
"6","AT1G01520"
"7","AT1G01560"
"8","AT1G01680"
"9","AT1G01695"
"10","AT1G02205"
"11","AT1G02310"
"12","AT1G02470"
"13","AT1G02510"
"14","AT1G02570"
"15","AT1G02770"
"16","AT1G02813"
"17","AT1G02820"
"18","AT1G03170"
"19","AT1G03390"
"20","AT1G03502"
"21","AT1G03506"
"22","AT1G03700"
"23","AT1G03743"
"24","AT1G03746"
"25","AT1G03790"
"26","AT1G04013"
"27","AT1G04037"
"28","AT1G04073"
"29","AT1G04083"
"30","AT1G04103"
"31","AT1G04105"
"32","AT1G04147"
"33","AT1G04187"
"34","AT1G04193"
"35","AT1G04197"
"36","AT1G04217"
"37","AT1G04223"
"38","AT1G04227"
"39","AT1G04237"
"40","AT1G04267"
"41","AT1G04273"
"42","AT1G04277"
"43","AT1G04303"
"44","AT1G04343"
"45","AT1G04363"
"46","AT1G04397"
"47","AT1G04403"
"48","AT1G04427"
"49","AT1G04445"
"50","AT1G04467"
"51","AT1G04493"
"52","AT1G04497"
"53","AT1G04500"
"54","AT1G04507"
"55","AT1G04523"
"56","AT1G04533"
"57","AT1G04563"
"58","AT1G04567"
"59","AT1G04577"
"60","AT1G04583"
"61","AT1G04587"
"62","AT1G04625"
"63","AT1G04643"
"64","AT1G04657"
"65","AT1G04660"
"66","AT1G04670"
"67","AT1G04703"
"68","AT1G04743"
"69","AT1G04767"
"70","AT1G04797"
"71","AT1G04800"
"72","AT1G04817"
"73","AT1G04853"
"74","AT1G04913"
"75","AT1G04933"
"76","AT1G05013"
"77","AT1G05020"
"78","AT1G05023"
"79","AT1G05057"
"80","AT1G05083"
"81","AT1G05103"
"82","AT1G05203"
"83","AT1G05207"
"84","AT1G05243"
"85","AT1G05247"
"86","AT1G05253"
"87","AT1G05283"
"88","AT1G05297"
"89","AT1G05303"
"90","AT1G05327"
"91","AT1G05330"
"92","AT1G05353"
"93","AT1G05357"
"94","AT1G05383"
"95","AT1G05417"
"96","AT1G05423"
"97","AT1G05447"
"98","AT1G05450"
"99","AT1G05463"
"100","AT1G05493"
"101","AT1G05510"
"102","AT1G05550"
"103","AT1G05607"
"104","AT1G05675"
"105","AT1G05693"
"106","AT1G05703"
"107","AT1G05707"
"108","AT1G05723"
"109","AT1G05727"
"110","AT1G05747"
"111","AT1G05757"
"112","AT1G05783"
"113","AT1G05913"
"114","AT1G05917"
"115","AT1G05920"
"116","AT1G05927"
"117","AT1G05933"
"118","AT1G05937"
"119","AT1G05990"
"120","AT1G05993"
"121","AT1G05997"
"122","AT1G06017"
"123","AT1G06020"
"124","AT1G06030"
