"","X","WS_FLT_c1.which.mclass....4...1."
"374",374,"AT1G20120"
"1196",1196,"AT2G24270"
"156",156,"AT1G06837"
"159",159,"AT1G07023"
"1214",1214,"AT2G26160"
"3131",3131,"AT5G49150"
"436",436,"AT1G26233"
"824",824,"AT1G73560"
"542",542,"AT1G47690"
"2506",2506,"AT4G31405"
"551",551,"AT1G48260"
"561",561,"AT1G49250"
"552",552,"AT1G48267"
"328",328,"AT1G15540"
"2878",2878,"AT5G20310"
"2795",2795,"AT5G10220"
"2721",2721,"AT5G07115"
"589",589,"AT1G51880"
"2145",2145,"AT4G04275"
"3011",3011,"AT5G39870"
"2191",2191,"AT4G06335"
"3190",3190,"AT5G54620"
"1880",1880,"AT3G44060"
"3067",3067,"AT5G44400"
"2606",2606,"AT5G00895"
"2207",2207,"AT4G07170"
"2519",2519,"AT4G33290"
"166",166,"AT1G07476"
"1512",1512,"AT3G04165"
"217",217,"AT1G08707"
"2838",2838,"AT5G15745"
"2449",2449,"AT4G26200"
"12",12,"AT1G02820"
"254",254,"AT1G09467"
"3035",3035,"AT5G41905"
"346",346,"AT1G16770"
"2545",2545,"AT4G35660"
"1369",1369,"AT2G43010"
"1343",1343,"AT2G40450"
"2849",2849,"AT5G16980"
"434",434,"AT1G25422"
"848",848,"AT1G76062"
"646",646,"AT1G56160"
"2292",2292,"AT4G12005"
"278",278,"AT1G09843"
"1377",1377,"AT2G43510"
"2924",2924,"AT5G25120"
"2788",2788,"AT5G09610"
"268",268,"AT1G09687"
"2710",2710,"AT5G06615"
"3017",3017,"AT5G40210"
"1232",1232,"AT2G28140"
"294",294,"AT1G10770"
"1533",1533,"AT3G05310"
"276",276,"AT1G09823"
"2770",2770,"AT5G09020"
"2102",2102,"AT4G01190"
"558",558,"AT1G49130"
"3136",3136,"AT5G49870"
"890",890,"AT2G01580"
"544",544,"AT1G47890"
"2915",2915,"AT5G24550"
"3231",3231,"AT5G59340"
"1961",1961,"AT3G50330"
"1475",1475,"AT3G02885"
"1631",1631,"AT3G09655"
"754",754,"AT1G66235"
"1496",1496,"AT3G03595"
"1016",1016,"AT2G08295"
"2488",2488,"AT4G29150"
"1021",1021,"AT2G08375"
"2694",2694,"AT5G06010"
"1394",1394,"AT2G45550"
"2972",2972,"AT5G37410"
"252",252,"AT1G09453"
"2856",2856,"AT5G17500"
"2284",2284,"AT4G11460"
"2847",2847,"AT5G16500"
"1788",1788,"AT3G24540"
"2860",2860,"AT5G17860"
"2946",2946,"AT5G28320"
"125",125,"AT1G06100"
"994",994,"AT2G07676"
"367",367,"AT1G19160"
"1819",1819,"AT3G26620"
"2282",2282,"AT4G11393"
"2054",2054,"AT3G60760"
"1457",1457,"AT3G02075"
"2351",2351,"AT4G17785"
"2231",2231,"AT4G08415"
"488",488,"AT1G32570"
"347",347,"AT1G16910"
"1492",1492,"AT3G03445"
"1973",1973,"AT3G51070"
"391",391,"AT1G22250"
"2134",2134,"AT4G03715"
"2514",2514,"AT4G31940"
"915",915,"AT2G03310"
"1213",1213,"AT2G25820"
"1153",1153,"AT2G19920"
"1588",1588,"AT3G08425"
"1956",1956,"AT3G49520"
"354",354,"AT1G17700"
"690",690,"AT1G61480"
"737",737,"AT1G64710"
"1760",1760,"AT3G21790"
"2559",2559,"AT4G37060"
"1654",1654,"AT3G11370"
"1845",1845,"AT3G28470"
"1875",1875,"AT3G43740"
"936",936,"AT2G04535"
"2641",2641,"AT5G02900"
"1903",1903,"AT3G45443"
"3104",3104,"AT5G46600"
"623",623,"AT1G53970"
"165",165,"AT1G07430"
"825",825,"AT1G73687"
"1517",1517,"AT3G04355"
"297",297,"AT1G11350"
"2523",2523,"AT4G33585"
"1977",1977,"AT3G51240"
"2192",2192,"AT4G06385"
"1773",1773,"AT3G23120"
"2035",2035,"AT3G58550"
"151",151,"AT1G06750"
"3331",3331,"ATMG00760"
"108",108,"AT1G05757"
"3302",3302,"ATCG00630"
"216",216,"AT1G08697"
"244",244,"AT1G09287"
"1029",1029,"AT2G08470"
"2137",2137,"AT4G03805"
"659",659,"AT1G58602"
"1462",1462,"AT3G02255"
"2939",2939,"AT5G27070"
"2689",2689,"AT5G05390"
"158",158,"AT1G06970"
"1509",1509,"AT3G04065"
"1649",1649,"AT3G11010"
"1429",1429,"AT3G01165"
"2586",2586,"AT4G39130"
"486",486,"AT1G32385"
"992",992,"AT2G07669"
"2797",2797,"AT5G10336"
"3168",3168,"AT5G53380"
"2227",2227,"AT4G08255"
"2866",2866,"AT5G18510"
"2620",2620,"AT5G01580"
"3071",3071,"AT5G44569"
"2918",2918,"AT5G24770"
"2745",2745,"AT5G08000"
"601",601,"AT1G52580"
"1980",1980,"AT3G51570"
"1183",1183,"AT2G22750"
"3189",3189,"AT5G54610"
"60",60,"AT1G04657"
"2389",2389,"AT4G20900"
"286",286,"AT1G10000"
"3134",3134,"AT5G49350"
"262",262,"AT1G09557"
"99",99,"AT1G05517"
"1717",1717,"AT3G16712"
"2639",2639,"AT5G02720"
"132",132,"AT1G06207"
"1774",1774,"AT3G23230"
"2398",2398,"AT4G21870"
"666",666,"AT1G59730"
"1218",1218,"AT2G26720"
"2699",2699,"AT5G06155"
"3311",3311,"ATMG00040"
"1058",1058,"AT2G09165"
"114",114,"AT1G05927"
"3132",3132,"AT5G49290"
"327",327,"AT1G15320"
"733",733,"AT1G64500"
"2314",2314,"AT4G13680"
"3033",3033,"AT5G41765"
"373",373,"AT1G20020"
"3296",3296,"ATCG00390"
"545",545,"AT1G47920"
"2019",2019,"AT3G56080"
"2695",2695,"AT5G06070"
"662",662,"AT1G58848"
"2533",2533,"AT4G34550"
"154",154,"AT1G06773"
"596",596,"AT1G52270"
"2831",2831,"AT5G15250"
"1299",1299,"AT2G35850"
"2560",2560,"AT4G37095"
"2208",2208,"AT4G07190"
"2166",2166,"AT4G05315"
"1065",1065,"AT2G09295"
"872",872,"AT1G78750"
"241",241,"AT1G09257"
"2637",2637,"AT5G02675"
"680",680,"AT1G60980"
"2128",2128,"AT4G03480"
"149",149,"AT1G06687"
"2751",2751,"AT5G08235"
"2473",2473,"AT4G28380"
"305",305,"AT1G11920"
"3268",3268,"AT5G63625"
"972",972,"AT2G06655"
"240",240,"AT1G09253"
"316",316,"AT1G13400"
"2285",2285,"AT4G11470"
"2364",2364,"AT4G18250"
"2158",2158,"AT4G04760"
"1136",1136,"AT2G17660"
"3262",3262,"AT5G63350"
"2832",2832,"AT5G15380"
"1699",1699,"AT3G15370"
"1078",1078,"AT2G09525"
"2408",2408,"AT4G23030"
"1576",1576,"AT3G08135"
"2104",2104,"AT4G01260"
"3027",3027,"AT5G41471"
"1850",1850,"AT3G28610"
"1152",1152,"AT2G19700"
"263",263,"AT1G09573"
"25",25,"AT1G04023"
"239",239,"AT1G09233"
"2731",2731,"AT5G07525"
"435",435,"AT1G25440"
"980",980,"AT2G07625"
"785",785,"AT1G68568"
"2262",2262,"AT4G09850"
"2708",2708,"AT5G06475"
"2199",2199,"AT4G06870"
"1625",1625,"AT3G09615"
"2685",2685,"AT5G05220"
"2226",2226,"AT4G08250"
"750",750,"AT1G66000"
"1950",1950,"AT3G49110"
"1978",1978,"AT3G51420"
"371",371,"AT1G19610"
"2530",2530,"AT4G34210"
"2537",2537,"AT4G34850"
"3047",3047,"AT5G43120"
"815",815,"AT1G72590"
"606",606,"AT1G52800"
"1918",1918,"AT3G46658"
"1426",1426,"AT3G01060"
"1710",1710,"AT3G16130"
"796",796,"AT1G70260"
"3254",3254,"AT5G61890"
"2279",2279,"AT4G11070"
"366",366,"AT1G19070"
"2722",2722,"AT5G07125"
"267",267,"AT1G09677"
"2167",2167,"AT4G05335"
"1117",1117,"AT2G14080"
"1525",1525,"AT3G04965"
"3150",3150,"AT5G51530"
"1828",1828,"AT3G27503"
"1052",1052,"AT2G08910"
"2337",2337,"AT4G16530"
"1486",1486,"AT3G03272"
"2573",2573,"AT4G37860"
"1328",1328,"AT2G38920"
"128",128,"AT1G06148"
"1124",1124,"AT2G15128"
"970",970,"AT2G06525"
"2057",2057,"AT3G60920"
"856",856,"AT1G77090"
"1908",1908,"AT3G45760"
"3120",3120,"AT5G48410"
"1147",1147,"AT2G18969"
"1522",1522,"AT3G04755"
"2411",2411,"AT4G23220"
"2799",2799,"AT5G11060"
"2261",2261,"AT4G09785"
"1015",1015,"AT2G08275"
"1133",1133,"AT2G17210"
"103",103,"AT1G05703"
"337",337,"AT1G15885"
"2189",2189,"AT4G06280"
"2237",2237,"AT4G08570"
"770",770,"AT1G67265"
"774",774,"AT1G67540"
"663",663,"AT1G59171"
"3349",3349,"ATMG01290"
"2211",2211,"AT4G07205"
"2305",2305,"AT4G13240"
"2661",2661,"AT5G03965"
"2821",2821,"AT5G14160"
"3282",3282,"AT5G65600"
"3342",3342,"ATMG01100"
"332",332,"AT1G15620"
"1224",1224,"AT2G27240"
"478",478,"AT1G31485"
"329",329,"AT1G15580"
"1935",1935,"AT3G47675"
"1259",1259,"AT2G31480"
"1670",1670,"AT3G13240"
"1590",1590,"AT3G08485"
"1972",1972,"AT3G50940"
"2673",2673,"AT5G04215"
"1619",1619,"AT3G09345"
"2794",2794,"AT5G09930"
"683",683,"AT1G61160"
"716",716,"AT1G63370"
"1582",1582,"AT3G08245"
"2951",2951,"AT5G28919"
"2472",2472,"AT4G28350"
"1283",1283,"AT2G34315"
"1539",1539,"AT3G05780"
"1542",1542,"AT3G05860"
"1553",1553,"AT3G06560"
"2081",2081,"AT3G62550"
"2659",2659,"AT5G03840"
"3180",3180,"AT5G54043"
"2979",2979,"AT5G37640"
"2084",2084,"AT3G62750"
"969",969,"AT2G06405"
"1189",1189,"AT2G23190"
"3276",3276,"AT5G65130"
"804",804,"AT1G71140"
"1040",1040,"AT2G08680"
"409",409,"AT1G24000"
"2029",2029,"AT3G57460"
"3323",3323,"ATMG00470"
"1260",1260,"AT2G31550"
"2436",2436,"AT4G24715"
"2720",2720,"AT5G07060"
"182",182,"AT1G07877"
"32",32,"AT1G04197"
"1284",1284,"AT2G34370"
"2432",2432,"AT4G24510"
"1917",1917,"AT3G46614"
"1984",1984,"AT3G52270"
"1689",1689,"AT3G14395"
"3158",3158,"AT5G52300"
"795",795,"AT1G70175"
"1523",1523,"AT3G04785"
"1022",1022,"AT2G08405"
"3343",3343,"ATMG01110"
"40",40,"AT1G04343"
"2209",2209,"AT4G07195"
"197",197,"AT1G08147"
"2540",2540,"AT4G35165"
"2622",2622,"AT5G01795"
"1705",1705,"AT3G15960"
"2485",2485,"AT4G28940"
"2871",2871,"AT5G19473"
"3326",3326,"ATMG00600"
"1921",1921,"AT3G46680"
"2112",2112,"AT4G01740"
"1646",1646,"AT3G10605"
"2819",2819,"AT5G13930"
"1336",1336,"AT2G39920"
"973",973,"AT2G06765"
"2982",2982,"AT5G37820"
"2548",2548,"AT4G36140"
"2995",2995,"AT5G38800"
"1495",1495,"AT3G03585"
"1779",1779,"AT3G23550"
"990",990,"AT2G07661"
"2381",2381,"AT4G19925"
"502",502,"AT1G34060"
"763",763,"AT1G66920"
"348",348,"AT1G17240"
"2938",2938,"AT5G27060"
"2004",2004,"AT3G54530"
"230",230,"AT1G09017"
"862",862,"AT1G77950"
"18",18,"AT1G03506"
"1118",1118,"AT2G14160"
"2555",2555,"AT4G36820"
"1315",1315,"AT2G36792"
"314",314,"AT1G13230"
"1742",1742,"AT3G19663"
"1849",1849,"AT3G28600"
"2438",2438,"AT4G25020"
"809",809,"AT1G71390"
"1061",1061,"AT2G09195"
"966",966,"AT2G06225"
"1053",1053,"AT2G08915"
"47",47,"AT1G04467"
"2059",2059,"AT3G60970"
"2072",2072,"AT3G61920"
"1564",1564,"AT3G07505"
"2130",2130,"AT4G03540"
"1874",1874,"AT3G43630"
"2914",2914,"AT5G24540"
"372",372,"AT1G20015"
"2536",2536,"AT4G34830"
"2829",2829,"AT5G14670"
"938",938,"AT2G04555"
"2005",2005,"AT3G54550"
"594",594,"AT1G52120"
"2558",2558,"AT4G36950"
"914",914,"AT2G03290"
"195",195,"AT1G08120"
"2508",2508,"AT4G31650"
"2246",2246,"AT4G08925"
"306",306,"AT1G12013"
"2277",2277,"AT4G11000"
"779",779,"AT1G67856"
"1092",1092,"AT2G09795"
"3281",3281,"AT5G65510"
"2730",2730,"AT5G07455"
"1853",1853,"AT3G28635"
"201",201,"AT1G08273"
"170",170,"AT1G07563"
"3166",3166,"AT5G53048"
"2148",2148,"AT4G04445"
"164",164,"AT1G07340"
"1191",1191,"AT2G23347"
"1370",1370,"AT2G43137"
"1431",1431,"AT3G01215"
"1300",1300,"AT2G35980"
"390",390,"AT1G22110"
"667",667,"AT1G60060"
"634",634,"AT1G55230"
"2293",2293,"AT4G12310"
"2669",2669,"AT5G04175"
"1515",1515,"AT3G04275"
"1292",1292,"AT2G35260"
"2082",2082,"AT3G62640"
"713",713,"AT1G63140"
"350",350,"AT1G17310"
"3309",3309,"ATCG01270"
"616",616,"AT1G53541"
"3260",3260,"AT5G63070"
"2701",2701,"AT5G06245"
"447",447,"AT1G28170"
"710",710,"AT1G62920"
"2680",2680,"AT5G04700"
"1682",1682,"AT3G13898"
"2990",2990,"AT5G38430"
"2477",2477,"AT4G28485"
"1863",1863,"AT3G29638"
"2785",2785,"AT5G09360"
"2303",2303,"AT4G13190"
"2363",2363,"AT4G18220"
"3007",3007,"AT5G39493"
"1944",1944,"AT3G48640"
"2848",2848,"AT5G16580"
"2916",2916,"AT5G24655"
"2789",2789,"AT5G09640"
"3227",3227,"AT5G59100"
"820",820,"AT1G73050"
"90",90,"AT1G05357"
"2747",2747,"AT5G08050"
"1767",1767,"AT3G22700"
"2095",2095,"AT4G00780"
"411",411,"AT1G24260"
"790",790,"AT1G68877"
"986",986,"AT2G07648"
"1985",1985,"AT3G52310"
"2941",2941,"AT5G27230"
"1484",1484,"AT3G03230"
"1144",1144,"AT2G18420"
"1485",1485,"AT3G03265"
"818",818,"AT1G72760"
"906",906,"AT2G02741"
"203",203,"AT1G08323"
"960",960,"AT2G05765"
"1920",1920,"AT3G46666"
"245",245,"AT1G09317"
"523",523,"AT1G44030"
"1197",1197,"AT2G24285"
"1570",1570,"AT3G07735"
"1992",1992,"AT3G53280"
"2590",2590,"AT4G39753"
"898",898,"AT2G02060"
"1929",1929,"AT3G47090"
"112",112,"AT1G05917"
"995",995,"AT2G07681"
"2352",2352,"AT4G17788"
"577",577,"AT1G50750"
"344",344,"AT1G16530"
"1027",1027,"AT2G08455"
"2014",2014,"AT3G55800"
"982",982,"AT2G07632"
"1039",1039,"AT2G08675"
"841",841,"AT1G75160"
"2601",2601,"AT5G00845"
"816",816,"AT1G72620"
"1814",1814,"AT3G26450"
"311",311,"AT1G12610"
"2001",2001,"AT3G54340"
"895",895,"AT2G01990"
"1708",1708,"AT3G16040"
"554",554,"AT1G48470"
"784",784,"AT1G68530"
"1255",1255,"AT2G31250"
"1330",1330,"AT2G39175"
"1385",1385,"AT2G44400"
"513",513,"AT1G35560"
"1086",1086,"AT2G09695"
"3037",3037,"AT5G42040"
"1943",1943,"AT3G48200"
"609",609,"AT1G52855"
"2288",2288,"AT4G11745"
"1162",1162,"AT2G20721"
"701",701,"AT1G62400"
"538",538,"AT1G47130"
"807",807,"AT1G71300"
"406",406,"AT1G23950"
"2501",2501,"AT4G30972"
"2391",2391,"AT4G20990"
"205",205,"AT1G08537"
"168",168,"AT1G07517"
"3272",3272,"AT5G64190"
"3171",3171,"AT5G53680"
"873",873,"AT1G78820"
"926",926,"AT2G04065"
"3015",3015,"AT5G40170"
"118",118,"AT1G05990"
"3183",3183,"AT5G54075"
"1291",1291,"AT2G35150"
"778",778,"AT1G67760"
"1942",1942,"AT3G48010"
"2060",2060,"AT3G60990"
"2664",2664,"AT5G04015"
"352",352,"AT1G17600"
"1555",1555,"AT3G06805"
"2843",2843,"AT5G16080"
"1890",1890,"AT3G44755"
"2125",2125,"AT4G03380"
"944",944,"AT2G04955"
"1401",1401,"AT2G45940"
"1877",1877,"AT3G43930"
"2980",2980,"AT5G37690"
"2135",2135,"AT4G03725"
"708",708,"AT1G62900"
"1289",1289,"AT2G34990"
"3030",3030,"AT5G41740"
"104",104,"AT1G05707"
"2644",2644,"AT5G03120"
"1290",1290,"AT2G35070"
"202",202,"AT1G08290"
"1446",1446,"AT3G01630"
"1535",1535,"AT3G05355"
"1269",1269,"AT2G32530"
"1262",1262,"AT2G32050"
"526",526,"AT1G44414"
"1050",1050,"AT2G08900"
"2118",2118,"AT4G02320"
"1352",1352,"AT2G41470"
"1245",1245,"AT2G30650"
"1201",1201,"AT2G24710"
"921",921,"AT2G03821"
"614",614,"AT1G53480"
"1821",1821,"AT3G26813"
"3313",3313,"ATMG00120"
"71",71,"AT1G04913"
"163",163,"AT1G07323"
"300",300,"AT1G11510"
"2392",2392,"AT4G21250"
"1729",1729,"AT3G18530"
"2493",2493,"AT4G29760"
"635",635,"AT1G55240"
"1521",1521,"AT3G04700"
"2765",2765,"AT5G08950"
"1987",1987,"AT3G52680"
"2784",2784,"AT5G09325"
"644",644,"AT1G56060"
"2462",2462,"AT4G27220"
"1615",1615,"AT3G09305"
"1414",1414,"AT2G47245"
"2451",2451,"AT4G26290"
"3138",3138,"AT5G50130"
"426",426,"AT1G25055"
"2358",2358,"AT4G18190"
"2299",2299,"AT4G12860"
"908",908,"AT2G02990"
"1477",1477,"AT3G02940"
"2117",2117,"AT4G02160"
"2043",2043,"AT3G59510"
"1568",1568,"AT3G07655"
"3088",3088,"AT5G45680"
"325",325,"AT1G15015"
"2553",2553,"AT4G36791"
"131",131,"AT1G06170"
"3219",3219,"AT5G58260"
"1982",1982,"AT3G51820"
"2752",2752,"AT5G08250"
"3022",3022,"AT5G41090"
"1686",1686,"AT3G14140"
"2008",2008,"AT3G55090"
"1347",1347,"AT2G40955"
"867",867,"AT1G78390"
"1335",1335,"AT2G39820"
"2331",2331,"AT4G15953"
"1",1,"AT1G01150"
"1229",1229,"AT2G27650"
"3118",3118,"AT5G48350"
"7",7,"AT1G02205"
"838",838,"AT1G74870"
"2803",2803,"AT5G11570"
"759",759,"AT1G66720"
"743",743,"AT1G65346"
"1125",1125,"AT2G15130"
"2569",2569,"AT4G37750"
"3029",3029,"AT5G41570"
"3328",3328,"ATMG00680"
"2091",2091,"AT4G00130"
"2807",2807,"AT5G12270"
"2309",2309,"AT4G13495"
"1411",1411,"AT2G46995"
"27",27,"AT1G04073"
"1605",1605,"AT3G08985"
"2704",2704,"AT5G06285"
"1134",1134,"AT2G17295"
"907",907,"AT2G02850"
"2811",2811,"AT5G13170"
"338",338,"AT1G15890"
"2421",2421,"AT4G23990"
"1805",1805,"AT3G25770"
"714",714,"AT1G63320"
"2624",2624,"AT5G02125"
"480",480,"AT1G31750"
"2994",2994,"AT5G38747"
"1664",1664,"AT3G12833"
"1200",1200,"AT2G24681"
"2362",2362,"AT4G18210"
"3196",3196,"AT5G55010"
"1660",1660,"AT3G12410"
"1424",1424,"AT3G01035"
"739",739,"AT1G65060"
"3082",3082,"AT5G45090"
"3039",3039,"AT5G42325"
"590",590,"AT1G51913"
"2798",2798,"AT5G10420"
"3061",3061,"AT5G44140"
"2079",2079,"AT3G62499"
"2738",2738,"AT5G07745"
"1222",1222,"AT2G27160"
"2777",2777,"AT5G09190"
"521",521,"AT1G43040"
"2151",2151,"AT4G04475"
"49",49,"AT1G04497"
"1807",1807,"AT3G26110"
"2283",2283,"AT4G11402"
"2505",2505,"AT4G31355"
"1843",1843,"AT3G28335"
"206",206,"AT1G08543"
"2016",2016,"AT3G55900"
"420",420,"AT1G24807"
"3110",3110,"AT5G47590"
"1878",1878,"AT3G43970"
"177",177,"AT1G07720"
"1871",1871,"AT3G42725"
"2954",2954,"AT5G35390"
"1001",1001,"AT2G07722"
"2974",2974,"AT5G37450"
"1799",1799,"AT3G25505"
"2470",2470,"AT4G28110"
"269",269,"AT1G09753"
"1603",1603,"AT3G08810"
"717",717,"AT1G63522"
"1030",1030,"AT2G08475"
"882",882,"AT1G80390"
"2970",2970,"AT5G37250"
"3109",3109,"AT5G47470"
"1829",1829,"AT3G27590"
"1680",1680,"AT3G13680"
"2078",2078,"AT3G62460"
"51",51,"AT1G04507"
"2630",2630,"AT5G02305"
"2577",2577,"AT4G38310"
"2119",2119,"AT4G02465"
"1251",1251,"AT2G30830"
"669",669,"AT1G60270"
"2522",2522,"AT4G33450"
"954",954,"AT2G05370"
"355",355,"AT1G17810"
"919",919,"AT2G03630"
"1324",1324,"AT2G38340"
"899",899,"AT2G02061"
"633",633,"AT1G55207"
"1168",1168,"AT2G21237"
"2676",2676,"AT5G04425"
"3351",3351,"ATMG01310"
"2634",2634,"AT5G02595"
"2602",2602,"AT5G00860"
"3144",3144,"AT5G51030"
"1642",1642,"AT3G10240"
"865",865,"AT1G78206"
"864",864,"AT1G78160"
"2250",2250,"AT4G09130"
"2120",2120,"AT4G02540"
"1036",1036,"AT2G08595"
"2495",2495,"AT4G29980"
"1072",1072,"AT2G09440"
"3167",3167,"AT5G53100"
"1886",1886,"AT3G44695"
"2316",2316,"AT4G13800"
"1100",1100,"AT2G10931"
"836",836,"AT1G74810"
"336",336,"AT1G15840"
"2668",2668,"AT5G04140"
"2445",2445,"AT4G26040"
"1998",1998,"AT3G54050"
"2666",2666,"AT5G04065"
"3049",3049,"AT5G43240"
"727",727,"AT1G64160"
"2410",2410,"AT4G23170"
"247",247,"AT1G09410"
"449",449,"AT1G28327"
"3126",3126,"AT5G48780"
"1858",1858,"AT3G29110"
"2499",2499,"AT4G30830"
"1449",1449,"AT3G01700"
"1593",1593,"AT3G08605"
"2628",2628,"AT5G02225"
"1731",1731,"AT3G18570"
"2402",2402,"AT4G22060"
"2407",2407,"AT4G22620"
"3274",3274,"AT5G64540"
"381",381,"AT1G21120"
"1968",1968,"AT3G50610"
"574",574,"AT1G50520"
"3224",3224,"AT5G58780"
"700",700,"AT1G62360"
"2834",2834,"AT5G15500"
"2867",2867,"AT5G18560"
"2534",2534,"AT4G34650"
"3102",3102,"AT5G46510"
"145",145,"AT1G06587"
"2815",2815,"AT5G13400"
"2733",2733,"AT5G07560"
"2142",2142,"AT4G04205"
"207",207,"AT1G08547"
"1668",1668,"AT3G13140"
"1476",1476,"AT3G02895"
"528",528,"AT1G44740"
"573",573,"AT1G50390"
"2051",2051,"AT3G60415"
"364",364,"AT1G18960"
"147",147,"AT1G06645"
"3050",3050,"AT5G43403"
"2107",2107,"AT4G01390"
"2154",2154,"AT4G04565"
"2762",2762,"AT5G08875"
"2460",2460,"AT4G26930"
"2949",2949,"AT5G28390"
"958",958,"AT2G05675"
"3201",3201,"AT5G55450"
"2900",2900,"AT5G23000"
"3203",3203,"AT5G55570"
"3285",3285,"AT5G66110"
"2318",2318,"AT4G14104"
"2179",2179,"AT4G05950"
"2442",2442,"AT4G25530"
"2691",2691,"AT5G05420"
"2076",2076,"AT3G62380"
"2353",2353,"AT4G17860"
"2964",2964,"AT5G36930"
"1547",1547,"AT3G06085"
"1915",1915,"AT3G46520"
"2021",2021,"AT3G56290"
"837",837,"AT1G74820"
"2313",2313,"AT4G13570"
"3229",3229,"AT5G59230"
"3056",3056,"AT5G43840"
"2168",2168,"AT4G05380"
"933",933,"AT2G04405"
"767",767,"AT1G67025"
"2343",2343,"AT4G16955"
"462",462,"AT1G29680"
"1965",1965,"AT3G50450"
"1355",1355,"AT2G42065"
"1695",1695,"AT3G14820"
"1237",1237,"AT2G29110"
"2484",2484,"AT4G28815"
"1238",1238,"AT2G29310"
"3241",3241,"AT5G60220"
"2490",2490,"AT4G29640"
"2926",2926,"AT5G25260"
"66",66,"AT1G04800"
"2435",2435,"AT4G24700"
"2093",2093,"AT4G00390"
"2683",2683,"AT5G05060"
"1207",1207,"AT2G25215"
"2264",2264,"AT4G09870"
"2955",2955,"AT5G35450"
"1418",1418,"AT2G47844"
"1455",1455,"AT3G02015"
"718",718,"AT1G63530"
"461",461,"AT1G29600"
"2385",2385,"AT4G20370"
"13",13,"AT1G02980"
"35",35,"AT1G04227"
"2221",2221,"AT4G08005"
"212",212,"AT1G08597"
"2679",2679,"AT5G04660"
"2614",2614,"AT5G01330"
"3161",3161,"AT5G52350"
"2919",2919,"AT5G24780"
"349",349,"AT1G17260"
"531",531,"AT1G45163"
"3020",3020,"AT5G40382"
"11",11,"AT1G02813"
"2854",2854,"AT5G17305"
"3304",3304,"ATCG00760"
"1410",1410,"AT2G46840"
"1413",1413,"AT2G47150"
"1256",1256,"AT2G31335"
"3292",3292,"ATCG00090"
"2512",2512,"AT4G31805"
"1882",1882,"AT3G44350"
"1226",1226,"AT2G27313"
"1986",1986,"AT3G52526"
"1493",1493,"AT3G03455"
"117",117,"AT1G05977"
"2232",2232,"AT4G08465"
"453",453,"AT1G28610"
"1683",1683,"AT3G13900"
"1453",1453,"AT3G01905"
"2686",2686,"AT5G05295"
"1402",1402,"AT2G46130"
"2482",2482,"AT4G28755"
"1782",1782,"AT3G23860"
"1911",1911,"AT3G46230"
"1326",1326,"AT2G38790"
"1976",1976,"AT3G51200"
"1041",1041,"AT2G08700"
"3324",3324,"ATMG00530"
"566",566,"AT1G49700"
"89",89,"AT1G05353"
"1971",1971,"AT3G50890"
"1132",1132,"AT2G17050"
"283",283,"AT1G09907"
"3053",3053,"AT5G43590"
"1755",1755,"AT3G21352"
"1856",1856,"AT3G28890"
"2735",2735,"AT5G07572"
"34",34,"AT1G04223"
"137",137,"AT1G06257"
"3335",3335,"ATMG00970"
"1376",1376,"AT2G43470"
"1266",1266,"AT2G32290"
"3286",3286,"AT5G66150"
"1489",1489,"AT3G03385"
"2340",2340,"AT4G16835"
"1115",1115,"AT2G13965"
"2324",2324,"AT4G15040"
"1924",1924,"AT3G46730"
"1761",1761,"AT3G21890"
"3197",3197,"AT5G55135"
"597",597,"AT1G52347"
"242",242,"AT1G09260"
"1846",1846,"AT3G28540"
"2741",2741,"AT5G07895"
"100",100,"AT1G05550"
"2215",2215,"AT4G07545"
"803",803,"AT1G70910"
"1281",1281,"AT2G34186"
"1902",1902,"AT3G45440"
"2045",2045,"AT3G59740"
"1297",1297,"AT2G35384"
"812",812,"AT1G72100"
"407",407,"AT1G23960"
"1577",1577,"AT3G08165"
"1066",1066,"AT2G09300"
"3115",3115,"AT5G48010"
"501",501,"AT1G33890"
"2266",2266,"AT4G09940"
"1085",1085,"AT2G09685"
"1368",1368,"AT2G43000"
"1864",1864,"AT3G29644"
"3023",3023,"AT5G41109"
"1317",1317,"AT2G36854"
"1325",1325,"AT2G38540"
"1295",1295,"AT2G35370"
"1732",1732,"AT3G18720"
"1140",1140,"AT2G17920"
"2657",2657,"AT5G03790"
"1567",1567,"AT3G07625"
"369",369,"AT1G19390"
"1883",1883,"AT3G44405"
"2025",2025,"AT3G56920"
"15",15,"AT1G03170"
"612",612,"AT1G52920"
"1505",1505,"AT3G03975"
"1220",1220,"AT2G26820"
"981",981,"AT2G07628"
"726",726,"AT1G64150"
"2610",2610,"AT5G01017"
"2256",2256,"AT4G09385"
"1762",1762,"AT3G22100"
"273",273,"AT1G09793"
"665",665,"AT1G59359"
"2882",2882,"AT5G20690"
"1366",1366,"AT2G42930"
"2672",2672,"AT5G04210"
"1165",1165,"AT2G21030"
"757",757,"AT1G66540"
"638",638,"AT1G55673"
"248",248,"AT1G09423"
"16",16,"AT1G03390"
"1055",1055,"AT2G09000"
"2636",2636,"AT5G02665"
"653",653,"AT1G57943"
"2087",2087,"AT3G63093"
"2302",2302,"AT4G13095"
"977",977,"AT2G07345"
"1862",1862,"AT3G29633"
"1042",1042,"AT2G08740"
"275",275,"AT1G09803"
"3222",3222,"AT5G58680"
"2067",2067,"AT3G61280"
"2202",2202,"AT4G07105"
"694",694,"AT1G62000"
