"","X","WS_FLT_c1.which.mclass....4...1."
"2875",2875,"AT5G19675"
"2927",2927,"AT5G25290"
"425",425,"AT1G25054"
"2034",2034,"AT3G58070"
"129",129,"AT1G06153"
"911",911,"AT2G03210"
"1023",1023,"AT2G08420"
"1054",1054,"AT2G08955"
"2568",2568,"AT4G37700"
"2651",2651,"AT5G03475"
"868",868,"AT1G78460"
"935",935,"AT2G04455"
"136",136,"AT1G06253"
"1286",1286,"AT2G34610"
"2920",2920,"AT5G24860"
"2740",2740,"AT5G07875"
"2300",2300,"AT4G12950"
"3266",3266,"AT5G63560"
"2344",2344,"AT4G16957"
"2643",2643,"AT5G03085"
"1981",1981,"AT3G51760"
"2213",2213,"AT4G07408"
"264",264,"AT1G09603"
"1419",1419,"AT2G47870"
"1697",1697,"AT3G14981"
"3038",3038,"AT5G42120"
"2172",2172,"AT4G05685"
"3194",3194,"AT5G54720"
"1236",1236,"AT2G29090"
"715",715,"AT1G63350"
"160",160,"AT1G07180"
"2159",2159,"AT4G04930"
"2020",2020,"AT3G56180"
"1713",1713,"AT3G16450"
"1258",1258,"AT2G31425"
"2987",2987,"AT5G38320"
"1060",1060,"AT2G09175"
"698",698,"AT1G62262"
"1925",1925,"AT3G46735"
"869",869,"AT1G78470"
"127",127,"AT1G06135"
"1081",1081,"AT2G09575"
"1384",1384,"AT2G44390"
"83",83,"AT1G05247"
"1519",1519,"AT3G04635"
"955",955,"AT2G05420"
"70",70,"AT1G04877"
"742",742,"AT1G65240"
"2478",2478,"AT4G28490"
"1513",1513,"AT3G04175"
"363",363,"AT1G18879"
"500",500,"AT1G33870"
"1302",1302,"AT2G36030"
"1093",1093,"AT2G09845"
"1734",1734,"AT3G18810"
"68",68,"AT1G04827"
"1841",1841,"AT3G28220"
"2582",2582,"AT4G38840"
"2272",2272,"AT4G10507"
"1396",1396,"AT2G45600"
"3084",3084,"AT5G45115"
"413",413,"AT1G24480"
"2711",2711,"AT5G06755"
"1804",1804,"AT3G25760"
"220",220,"AT1G08823"
"1032",1032,"AT2G08505"
"2677",2677,"AT5G04445"
"3002",3002,"AT5G39160"
"2625",2625,"AT5G02155"
"978",978,"AT2G07485"
"97",97,"AT1G05493"
"3243",3243,"AT5G60260"
"3253",3253,"AT5G61430"
"2193",2193,"AT4G06415"
"439",439,"AT1G26540"
"1142",1142,"AT2G18260"
"619",619,"AT1G53640"
"3032",3032,"AT5G41763"
"2249",2249,"AT4G08990"
"1074",1074,"AT2G09460"
"3140",3140,"AT5G50540"
"2922",2922,"AT5G24950"
"3149",3149,"AT5G51480"
"2225",2225,"AT4G08245"
"2773",2773,"AT5G09090"
"769",769,"AT1G67195"
"1679",1679,"AT3G13660"
"1541",1541,"AT3G05858"
"929",929,"AT2G04255"
"141",141,"AT1G06487"
"257",257,"AT1G09510"
"3133",3133,"AT5G49305"
"909",909,"AT2G03020"
"3013",3013,"AT5G40060"
"1482",1482,"AT3G03135"
"2403",2403,"AT4G22200"
"2156",2156,"AT4G04615"
"1176",1176,"AT2G21780"
"514",514,"AT1G35617"
"2330",2330,"AT4G15660"
"971",971,"AT2G06615"
"2086",2086,"AT3G63088"
"1048",1048,"AT2G08850"
"3141",3141,"AT5G50580"
"279",279,"AT1G09853"
"3223",3223,"AT5G58770"
"1139",1139,"AT2G17770"
"2605",2605,"AT5G00880"
"889",889,"AT2G01422"
"2201",2201,"AT4G07100"
"2653",2653,"AT5G03485"
"2706",2706,"AT5G06385"
"744",744,"AT1G65480"
"789",789,"AT1G68800"
"2066",2066,"AT3G61250"
"10",10,"AT1G02770"
"3081",3081,"AT5G45080"
"3142",3142,"AT5G50640"
"2452",2452,"AT4G26330"
"1969",1969,"AT3G50710"
"2786",2786,"AT5G09405"
"2658",2658,"AT5G03835"
"2386",2386,"AT4G20420"
"2423",2423,"AT4G24120"
"2306",2306,"AT4G13245"
"1210",1210,"AT2G25482"
"1530",1530,"AT3G05152"
"1673",1673,"AT3G13400"
"2394",2394,"AT4G21326"
"565",565,"AT1G49610"
"2371",2371,"AT4G18970"
"941",941,"AT2G04800"
"2092",2092,"AT4G00180"
"1046",1046,"AT2G08795"
"2334",2334,"AT4G16160"
"1243",1243,"AT2G30220"
"1073",1073,"AT2G09455"
"1185",1185,"AT2G22821"
"893",893,"AT2G01810"
"2654",2654,"AT5G03515"
"1364",1364,"AT2G42885"
"1249",1249,"AT2G30760"
"2674",2674,"AT5G04238"
"3216",3216,"AT5G57567"
"330",330,"AT1G15600"
"722",722,"AT1G63880"
"1278",1278,"AT2G33720"
"1031",1031,"AT2G08500"
"464",464,"AT1G29780"
"2380",2380,"AT4G19810"
"280",280,"AT1G09877"
"214",214,"AT1G08643"
"2498",2498,"AT4G30740"
"2458",2458,"AT4G26701"
"2690",2690,"AT5G05400"
"1516",1516,"AT3G04285"
"1684",1684,"AT3G13960"
"1813",1813,"AT3G26290"
"1548",1548,"AT3G06100"
"1388",1388,"AT2G44735"
"2805",2805,"AT5G12043"
"2427",2427,"AT4G24260"
"3347",3347,"ATMG01250"
"2037",2037,"AT3G58860"
"2826",2826,"AT5G14545"
"1745",1745,"AT3G19800"
"1629",1629,"AT3G09640"
"2311",2311,"AT4G13554"
"196",196,"AT1G08123"
"861",861,"AT1G77932"
"2447",2447,"AT4G26145"
"102",102,"AT1G05693"
"2783",2783,"AT5G09320"
"2532",2532,"AT4G34470"
"2234",2234,"AT4G08515"
"762",762,"AT1G66870"
"1869",1869,"AT3G30739"
"642",642,"AT1G55940"
"152",152,"AT1G06753"
"2959",2959,"AT5G36100"
"2901",2901,"AT5G23010"
"611",611,"AT1G52905"
"2503",2503,"AT4G31351"
"479",479,"AT1G31580"
"939",939,"AT2G04715"
"1422",1422,"AT3G00985"
"1490",1490,"AT3G03430"
"1000",1000,"AT2G07721"
"356",356,"AT1G17960"
"2235",2235,"AT4G08525"
"2115",2115,"AT4G01970"
"452",452,"AT1G28570"
"1089",1089,"AT2G09710"
"2748",2748,"AT5G08090"
"946",946,"AT2G05100"
"2448",2448,"AT4G26150"
"1460",1460,"AT3G02150"
"1847",1847,"AT3G28560"
"2058",2058,"AT3G60940"
"1077",1077,"AT2G09510"
"1672",1672,"AT3G13390"
"1691",1691,"AT3G14490"
"1852",1852,"AT3G28630"
"562",562,"AT1G49330"
"931",931,"AT2G04378"
"871",871,"AT1G78500"
"2681",2681,"AT5G04815"
"2911",2911,"AT5G24316"
"725",725,"AT1G64130"
"1622",1622,"AT3G09545"
"1552",1552,"AT3G06515"
"746",746,"AT1G65486"
"2278",2278,"AT4G11020"
"2133",2133,"AT4G03705"
"1473",1473,"AT3G02755"
"1888",1888,"AT3G44703"
"630",630,"AT1G54820"
"3277",3277,"AT5G65158"
"2813",2813,"AT5G13225"
"1277",1277,"AT2G33300"
"331",331,"AT1G15610"
"172",172,"AT1G07657"
"3028",3028,"AT5G41540"
"3036",3036,"AT5G41908"
"2513",2513,"AT4G31830"
"2320",2320,"AT4G14368"
"3310",3310,"ATMG00010"
"3207",3207,"AT5G56370"
"1784",1784,"AT3G24060"
"1562",1562,"AT3G07275"
"1047",1047,"AT2G08815"
"2089",2089,"AT3G63320"
"211",211,"AT1G08573"
"2693",2693,"AT5G05545"
"2574",2574,"AT4G37970"
"2754",2754,"AT5G08515"
"1952",1952,"AT3G49160"
"2345",2345,"AT4G17090"
"3265",3265,"AT5G63450"
"466",466,"AT1G30370"
"3128",3128,"AT5G48980"
"2575",2575,"AT4G38092"
"1263",1263,"AT2G32130"
"1612",1612,"AT3G09162"
"3257",3257,"AT5G62490"
"2604",2604,"AT5G00875"
"484",484,"AT1G32120"
"1810",1810,"AT3G26230"
"1897",1897,"AT3G45080"
"213",213,"AT1G08633"
"2491",2491,"AT4G29658"
"113",113,"AT1G05920"
"2510",2510,"AT4G31715"
"3337",3337,"ATMG01030"
"1148",1148,"AT2G18970"
"2873",2873,"AT5G19595"
"1356",1356,"AT2G42200"
"218",218,"AT1G08713"
"707",707,"AT1G62886"
"2406",2406,"AT4G22520"
"1532",1532,"AT3G05265"
"555",555,"AT1G48700"
"2779",2779,"AT5G09215"
"2818",2818,"AT5G13790"
"3234",3234,"AT5G59760"
"1071",1071,"AT2G09425"
"1441",1441,"AT3G01485"
"874",874,"AT1G78840"
"1737",1737,"AT3G19270"
"1528",1528,"AT3G05135"
"3325",3325,"ATMG00550"
"3119",3119,"AT5G48400"
"1738",1738,"AT3G19530"
"1440",1440,"AT3G01440"
"2524",2524,"AT4G33860"
"1520",1520,"AT3G04660"
"2328",2328,"AT4G15480"
"2820",2820,"AT5G13940"
"2370",2370,"AT4G18500"
"810",810,"AT1G71690"
"2973",2973,"AT5G37440"
"2775",2775,"AT5G09125"
"405",405,"AT1G23935"
"787",787,"AT1G68700"
"537",537,"AT1G46984"
"2416",2416,"AT4G23670"
"592",592,"AT1G51960"
"1378",1378,"AT2G43530"
"3245",3245,"AT5G60320"
"1267",1267,"AT2G32315"
"1744",1744,"AT3G19710"
"2997",2997,"AT5G38980"
"1617",1617,"AT3G09335"
"678",678,"AT1G60830"
"1469",1469,"AT3G02495"
"2414",2414,"AT4G23496"
"2265",2265,"AT4G09900"
"1780",1780,"AT3G23635"
"2923",2923,"AT5G25020"
"3247",3247,"AT5G60780"
"1792",1792,"AT3G24890"
"1280",1280,"AT2G34010"
"628",628,"AT1G54760"
"2122",2122,"AT4G02850"
"1803",1803,"AT3G25670"
"2308",2308,"AT4G13480"
"2230",2230,"AT4G08410"
"189",189,"AT1G08005"
"109",109,"AT1G05783"
"1360",1360,"AT2G42800"
"115",115,"AT1G05933"
"1796",1796,"AT3G25011"
"712",712,"AT1G63105"
"629",629,"AT1G54773"
"69",69,"AT1G04853"
"3350",3350,"ATMG01300"
"1083",1083,"AT2G09650"
"3016",3016,"AT5G40180"
"520",520,"AT1G43010"
"1091",1091,"AT2G09775"
"1082",1082,"AT2G09610"
"1466",1466,"AT3G02445"
"231",231,"AT1G09067"
"1342",1342,"AT2G40250"
"1578",1578,"AT3G08170"
"296",296,"AT1G11330"
"1231",1231,"AT2G27780"
"2070",2070,"AT3G61700"
"621",621,"AT1G53935"
"424",424,"AT1G24996"
"1623",1623,"AT3G09550"
"2892",2892,"AT5G22530"
"1389",1389,"AT2G44920"
"1428",1428,"AT3G01145"
"1398",1398,"AT2G45800"
"1991",1991,"AT3G53250"
"339",339,"AT1G15980"
"932",932,"AT2G04380"
"3306",3306,"ATCG00970"
"2269",2269,"AT4G09985"
"641",641,"AT1G55803"
"2039",2039,"AT3G58980"
"3307",3307,"ATCG01060"
"2904",2904,"AT5G23411"
"3072",3072,"AT5G44570"
"1158",1158,"AT2G20470"
"1110",1110,"AT2G12905"
"1706",1706,"AT3G16020"
"1067",1067,"AT2G09305"
"2304",2304,"AT4G13230"
"2446",2446,"AT4G26120"
"3259",3259,"AT5G62750"
"111",111,"AT1G05913"
"2814",2814,"AT5G13320"
"2487",2487,"AT4G29050"
"78",78,"AT1G05083"
"2110",2110,"AT4G01595"
"2700",2700,"AT5G06205"
"2615",2615,"AT5G01505"
"985",985,"AT2G07643"
"445",445,"AT1G27820"
"2983",2983,"AT5G37950"
"1750",1750,"AT3G20580"
"648",648,"AT1G56250"
"2967",2967,"AT5G37165"
"95",95,"AT1G05450"
"2413",2413,"AT4G23260"
"1791",1791,"AT3G24780"
"503",503,"AT1G34140"
"830",830,"AT1G74205"
"3045",3045,"AT5G43040"
"760",760,"AT1G66725"
"265",265,"AT1G09607"
"36",36,"AT1G04267"
"302",302,"AT1G11572"
"272",272,"AT1G09777"
"3228",3228,"AT5G59190"
"1253",1253,"AT2G31100"
"1696",1696,"AT3G14950"
"2592",2592,"AT4G39925"
"1309",1309,"AT2G36560"
"1451",1451,"AT3G01845"
"2437",2437,"AT4G24972"
"1798",1798,"AT3G25020"
"383",383,"AT1G21500"
"859",859,"AT1G77730"
"458",458,"AT1G29420"
"2671",2671,"AT5G04205"
"2833",2833,"AT5G15430"
"2509",2509,"AT4G31710"
"504",504,"AT1G34490"
"2083",2083,"AT3G62695"
"2395",2395,"AT4G21380"
"1859",1859,"AT3G29190"
"2180",2180,"AT4G06010"
"2047",2047,"AT3G59845"
"1785",1785,"AT3G24068"
"1632",1632,"AT3G09725"
"2210",2210,"AT4G07200"
"1012",1012,"AT2G08060"
"647",647,"AT1G56242"
"130",130,"AT1G06163"
"1454",1454,"AT3G01935"
"3291",3291,"ATCG00080"
"482",482,"AT1G31820"
"2233",2233,"AT4G08505"
"539",539,"AT1G47280"
"2335",2335,"AT4G16162"
"2456",2456,"AT4G26520"
"2187",2187,"AT4G06240"
"2258",2258,"AT4G09535"
"1531",1531,"AT3G05260"
"2739",2739,"AT5G07825"
"313",313,"AT1G12900"
"3098",3098,"AT5G46380"
"2196",2196,"AT4G06785"
"878",878,"AT1G79400"
"2968",2968,"AT5G37240"
"469",469,"AT1G30740"
"751",751,"AT1G66030"
"904",904,"AT2G02380"
"2757",2757,"AT5G08760"
"2420",2420,"AT4G23960"
"2917",2917,"AT5G24660"
"1589",1589,"AT3G08475"
"1268",1268,"AT2G32370"
"721",721,"AT1G63870"
"2660",2660,"AT5G03875"
"3308",3308,"ATCG01160"
"1350",1350,"AT2G41440"
"2546",2546,"AT4G35820"
"2613",2613,"AT5G01225"
"2188",2188,"AT4G06265"
"2248",2248,"AT4G08985"
"1405",1405,"AT2G46440"
"489",489,"AT1G32585"
"517",517,"AT1G36580"
"1244",1244,"AT2G30630"
"1506",1506,"AT3G04015"
"1166",1166,"AT2G21200"
"119",119,"AT1G05993"
"3069",3069,"AT5G44565"
"3059",3059,"AT5G44065"
"2147",2147,"AT4G04345"
"2466",2466,"AT4G27657"
"1345",1345,"AT2G40670"
"444",444,"AT1G27710"
"204",204,"AT1G08440"
"2547",2547,"AT4G36100"
"2038",2038,"AT3G58910"
"3093",3093,"AT5G46085"
"2947",2947,"AT5G28340"
"1479",1479,"AT3G03025"
"2571",2571,"AT4G37770"
"2865",2865,"AT5G18340"
"2921",2921,"AT5G24940"
"2367",2367,"AT4G18395"
"490",490,"AT1G32710"
"2476",2476,"AT4G28460"
"2778",2778,"AT5G09195"
"3137",3137,"AT5G49920"
"73",73,"AT1G05013"
"1094",1094,"AT2G09885"
"930",930,"AT2G04285"
"639",639,"AT1G55700"
"840",840,"AT1G74890"
"171",171,"AT1G07653"
"900",900,"AT2G02147"
"1540",1540,"AT3G05790"
"184",184,"AT1G07887"
"431",431,"AT1G25210"
"2341",2341,"AT4G16855"
"2862",2862,"AT5G17890"
"1122",1122,"AT2G14810"
"3124",3124,"AT5G48770"
"1663",1663,"AT3G12720"
"1681",1681,"AT3G13857"
"2194",2194,"AT4G06745"
"422",422,"AT1G24880"
"2864",2864,"AT5G18300"
"852",852,"AT1G76892"
"2100",2100,"AT4G01023"
"2459",2459,"AT4G26830"
"2390",2390,"AT4G20920"
"799",799,"AT1G70440"
"2893",2893,"AT5G22540"
"3113",3113,"AT5G47990"
"1518",1518,"AT3G04510"
"2152",2152,"AT4G04485"
"2121",2121,"AT4G02780"
"756",756,"AT1G66460"
"3240",3240,"AT5G60215"
"1443",1443,"AT3G01530"
"2850",2850,"AT5G17040"
"2810",2810,"AT5G12960"
"942",942,"AT2G04840"
"2737",2737,"AT5G07735"
"92",92,"AT1G05417"
"2339",2339,"AT4G16820"
"797",797,"AT1G70270"
"1216",1216,"AT2G26620"
"1106",1106,"AT2G11815"
"3239",3239,"AT5G60180"
"1090",1090,"AT2G09745"
"1964",1964,"AT3G50410"
"2550",2550,"AT4G36230"
"1640",1640,"AT3G10113"
"2905",2905,"AT5G23480"
"749",749,"AT1G65860"
"3287",3287,"AT5G66520"
"3346",3346,"ATMG01240"
"741",741,"AT1G65190"
"854",854,"AT1G76965"
"2642",2642,"AT5G02905"
"2220",2220,"AT4G07995"
"1620",1620,"AT3G09450"
"1230",1230,"AT2G27750"
"1608",1608,"AT3G09105"
"846",846,"AT1G75920"
"3322",3322,"ATMG00450"
"2766",2766,"AT5G08955"
"3058",3058,"AT5G44050"
"2717",2717,"AT5G06885"
"3008",3008,"AT5G39520"
"2872",2872,"AT5G19580"
"288",288,"AT1G10110"
"2749",2749,"AT5G08135"
"2769",2769,"AT5G09000"
"1435",1435,"AT3G01326"
"2169",2169,"AT4G05405"
"1270",1270,"AT2G32680"
"2617",2617,"AT5G01542"
"191",191,"AT1G08090"
"2535",2535,"AT4G34770"
"1120",1120,"AT2G14775"
"2312",2312,"AT4G13555"
"2755",2755,"AT5G08525"
"2422",2422,"AT4G24000"
"2190",2190,"AT4G06315"
"2240",2240,"AT4G08705"
"2245",2245,"AT4G08874"
"1885",1885,"AT3G44635"
"586",586,"AT1G51670"
"664",664,"AT1G59218"
"414",414,"AT1G24485"
"1816",1816,"AT3G26480"
"2010",2010,"AT3G55290"
"568",568,"AT1G49920"
"782",782,"AT1G68190"
"1145",1145,"AT2G18490"
"1820",1820,"AT3G26742"
"1344",1344,"AT2G40580"
"2000",2000,"AT3G54240"
"334",334,"AT1G15772"
"485",485,"AT1G32350"
"560",560,"AT1G49225"
"2713",2713,"AT5G06790"
"2409",2409,"AT4G23130"
"3100",3100,"AT5G46490"
"1420",1420,"AT2G47950"
"3125",3125,"AT5G48775"
"1795",1795,"AT3G25010"
"2338",2338,"AT4G16810"
"3293",3293,"ATCG00110"
"947",947,"AT2G05145"
"2376",2376,"AT4G19500"
"2884",2884,"AT5G20790"
"559",559,"AT1G49150"
"2809",2809,"AT5G12450"
"397",397,"AT1G22810"
"588",588,"AT1G51870"
"322",322,"AT1G14630"
"2088",2088,"AT3G63140"
"2322",2322,"AT4G14905"
"876",876,"AT1G79100"
"146",146,"AT1G06613"
"645",645,"AT1G56150"
"1966",1966,"AT3G50480"
"1839",1839,"AT3G27990"
"2384",2384,"AT4G20095"
"2241",2241,"AT4G08755"
"1752",1752,"AT3G20978"
"817",817,"AT1G72645"
"536",536,"AT1G46480"
"1546",1546,"AT3G05995"
"1167",1167,"AT2G21210"
"1321",1321,"AT2G37805"
"1233",1233,"AT2G28490"
"649",649,"AT1G56270"
"2217",2217,"AT4G07895"
"3284",3284,"AT5G65890"
"793",793,"AT1G69470"
"1105",1105,"AT2G11271"
"1126",1126,"AT2G15292"
"626",626,"AT1G54470"
"1179",1179,"AT2G22340"
"394",394,"AT1G22480"
"884",884,"AT1G80970"
"3164",3164,"AT5G52930"
"3054",3054,"AT5G43650"
"365",365,"AT1G18990"
"1838",1838,"AT3G27980"
"2412",2412,"AT4G23250"
"2623",2623,"AT5G02085"
"2969",2969,"AT5G37247"
"53",53,"AT1G04533"
"1461",1461,"AT3G02165"
"253",253,"AT1G09463"
"2468",2468,"AT4G27820"
"340",340,"AT1G16120"
"1338",1338,"AT2G40010"
"1205",1205,"AT2G25055"
"564",564,"AT1G49530"
"2031",2031,"AT3G57645"
"2837",2837,"AT5G15720"
"1550",1550,"AT3G06490"
"380",380,"AT1G20990"
"1860",1860,"AT3G29580"
"438",438,"AT1G26510"
"1756",1756,"AT3G21370"
"1034",1034,"AT2G08530"
"2541",2541,"AT4G35295"
"1963",1963,"AT3G50400"
"2640",2640,"AT5G02795"
"3295",3295,"ATCG00330"
"1607",1607,"AT3G09065"
"2902",2902,"AT5G23190"
"1599",1599,"AT3G08750"
"2975",2975,"AT5G37460"
"1657",1657,"AT3G11860"
"1621",1621,"AT3G09525"
"430",430,"AT1G25175"
"1217",1217,"AT2G26692"
"1346",1346,"AT2G40925"
"2295",2295,"AT4G12350"
"1892",1892,"AT3G44798"
"388",388,"AT1G22000"
"2",2,"AT1G01183"
"1331",1331,"AT2G39415"
"63",63,"AT1G04713"
"1595",1595,"AT3G08655"
"2869",2869,"AT5G18910"
"2502",2502,"AT4G31030"
"819",819,"AT1G72960"
"571",571,"AT1G50180"
"2808",2808,"AT5G12280"
"3186",3186,"AT5G54450"
"1437",1437,"AT3G01365"
"625",625,"AT1G54070"
"1498",1498,"AT3G03620"
"186",186,"AT1G07943"
"465",465,"AT1G30220"
"2461",2461,"AT4G26950"
"3251",3251,"AT5G61270"
"1202",1202,"AT2G24720"
"2504",2504,"AT4G31354"
"1765",1765,"AT3G22560"
"233",233,"AT1G09083"
"738",738,"AT1G64795"
"927",927,"AT2G04125"
"2993",2993,"AT5G38710"
"522",522,"AT1G43140"
"1675",1675,"AT3G13405"
"2566",2566,"AT4G37483"
"39",39,"AT1G04303"
"657",657,"AT1G58400"
"2631",2631,"AT5G02325"
"2329",2329,"AT4G15490"
"3106",3106,"AT5G46871"
"21",21,"AT1G03743"
"298",298,"AT1G11362"
"2936",2936,"AT5G26930"
"1808",1808,"AT3G26180"
"1905",1905,"AT3G45540"
"2094",2094,"AT4G00651"
"858",858,"AT1G77520"
"1938",1938,"AT3G47720"
"1365",1365,"AT2G42900"
"1436",1436,"AT3G01345"
"2561",2561,"AT4G37140"
"949",949,"AT2G05185"
"631",631,"AT1G54930"
"2036",2036,"AT3G58795"
"2052",2052,"AT3G60420"
"813",813,"AT1G72110"
"2626",2626,"AT5G02205"
"798",798,"AT1G70390"
"1095",1095,"AT2G09935"
"2200",2200,"AT4G06955"
"1712",1712,"AT3G16175"
"1005",1005,"AT2G07768"
"2141",2141,"AT4G04075"
"1996",1996,"AT3G53690"
"173",173,"AT1G07663"
"3202",3202,"AT5G55460"
"1008",1008,"AT2G07795"
"2028",2028,"AT3G57370"
"2471",2471,"AT4G28340"
"3091",3091,"AT5G45850"
"1700",1700,"AT3G15490"
"1583",1583,"AT3G08280"
"2827",2827,"AT5G14565"
"834",834,"AT1G74456"
"1876",1876,"AT3G43890"
"2764",2764,"AT5G08930"
"3252",3252,"AT5G61290"
"2405",2405,"AT4G22475"
"1380",1380,"AT2G43660"
"885",885,"AT1G80980"
"3096",3096,"AT5G46260"
"532",532,"AT1G45165"
"989",989,"AT2G07656"
"468",468,"AT1G30560"
"3244",3244,"AT5G60290"
"2184",2184,"AT4G06160"
"2562",2562,"AT4G37150"
"2064",2064,"AT3G61182"
"2619",2619,"AT5G01550"
"880",880,"AT1G79915"
"2469",2469,"AT4G27980"
"451",451,"AT1G28450"
"3153",3153,"AT5G51950"
"429",429,"AT1G25150"
"2877",2877,"AT5G20225"
"3195",3195,"AT5G54990"
"584",584,"AT1G51460"
"1704",1704,"AT3G15870"
"618",618,"AT1G53620"
"2883",2883,"AT5G20710"
"2419",2419,"AT4G23882"
"22",22,"AT1G03746"
"1826",1826,"AT3G27416"
"1904",1904,"AT3G45490"
"179",179,"AT1G07823"
"988",988,"AT2G07654"
"2071",2071,"AT3G61870"
"2252",2252,"AT4G09200"
"1250",1250,"AT2G30790"
"515",515,"AT1G35730"
"1019",1019,"AT2G08330"
"1959",1959,"AT3G49668"
"1536",1536,"AT3G05600"
"190",190,"AT1G08073"
"962",962,"AT2G05895"
"423",423,"AT1G24881"
"2463",2463,"AT4G27530"
"198",198,"AT1G08165"
"28",28,"AT1G04083"
"808",808,"AT1G71370"
"1563",1563,"AT3G07490"
"572",572,"AT1G50190"
"85",85,"AT1G05283"
"2511",2511,"AT4G31740"
"1727",1727,"AT3G18460"
"2096",2096,"AT4G00889"
"651",651,"AT1G56555"
"2791",2791,"AT5G09785"
"580",580,"AT1G51010"
"1514",1514,"AT3G04255"
"2375",2375,"AT4G19395"
"918",918,"AT2G03530"
"209",209,"AT1G08563"
"1099",1099,"AT2G10615"
"1600",1600,"AT3G08755"
"1586",1586,"AT3G08360"
"964",964,"AT2G05965"
"2702",2702,"AT5G06255"
"1379",1379,"AT2G43550"
"1199",1199,"AT2G24535"
"2836",2836,"AT5G15620"
"2023",2023,"AT3G56500"
"1109",1109,"AT2G12461"
"3122",3122,"AT5G48575"
"483",483,"AT1G31960"
"1806",1806,"AT3G25795"
"2111",2111,"AT4G01735"
"259",259,"AT1G09527"
"2443",2443,"AT4G25830"
"1323",1323,"AT2G38255"
"3012",3012,"AT5G40040"
"2945",2945,"AT5G28030"
"255",255,"AT1G09473"
"875",875,"AT1G78990"
"1276",1276,"AT2G33230"
"1271",1271,"AT2G32770"
"396",396,"AT1G22680"
"2857",2857,"AT5G17523"
"2453",2453,"AT4G26390"
"150",150,"AT1G06717"
"1722",1722,"AT3G17760"
"1641",1641,"AT3G10195"
"1630",1630,"AT3G09645"
"351",351,"AT1G17420"
"3021",3021,"AT5G40395"
"1995",1995,"AT3G53650"
"913",913,"AT2G03250"
"3213",3213,"AT5G57200"
"674",674,"AT1G60530"
"1174",1174,"AT2G21650"
"1970",1970,"AT3G50825"
"1227",1227,"AT2G27320"
"1676",1676,"AT3G13500"
"3226",3226,"AT5G59060"
"1363",1363,"AT2G42865"
"416",416,"AT1G24570"
"781",781,"AT1G68170"
"632",632,"AT1G55175"
"2957",2957,"AT5G35870"
"3062",3062,"AT5G44286"
"282",282,"AT1G09903"
"1404",1404,"AT2G46420"
"2126",2126,"AT4G03443"
"2275",2275,"AT4G10600"
"734",734,"AT1G64561"
"2185",2185,"AT4G06215"
"2077",2077,"AT3G62410"
"2155",2155,"AT4G04570"
"2342",2342,"AT4G16940"
"271",271,"AT1G09773"
"1781",1781,"AT3G23840"
"2048",2048,"AT3G60100"
"1194",1194,"AT2G24130"
"1933",1933,"AT3G47348"
"1909",1909,"AT3G45860"
"1526",1526,"AT3G04985"
"1953",1953,"AT3G49230"
"3177",3177,"AT5G53905"
"3352",3352,"ATMG01400"
"402",402,"AT1G23520"
"1854",1854,"AT3G28857"
"1310",1310,"AT2G36590"
"1837",1837,"AT3G27940"
"547",547,"AT1G48020"
"2163",2163,"AT4G05100"
"58",58,"AT1G04625"
"534",534,"AT1G45545"
"1602",1602,"AT3G08805"
"1690",1690,"AT3G14420"
"1387",1387,"AT2G44590"
"1121",1121,"AT2G14800"
"379",379,"AT1G20925"
"1866",1866,"AT3G29720"
"2286",2286,"AT4G11521"
"3086",3086,"AT5G45240"
"1993",1993,"AT3G53365"
"578",578,"AT1G50830"
"135",135,"AT1G06243"
"2806",2806,"AT5G12180"
"1946",1946,"AT3G48790"
"1840",1840,"AT3G28155"
"524",524,"AT1G44130"
"984",984,"AT2G07638"
"1529",1529,"AT3G05145"
"2404",2404,"AT4G22370"
"1353",1353,"AT2G41590"
"1990",1990,"AT3G53235"
"613",613,"AT1G53090"
"107",107,"AT1G05747"
"2525",2525,"AT4G33870"
"695",695,"AT1G62030"
"1465",1465,"AT3G02425"
"1151",1151,"AT2G19650"
"228",228,"AT1G08967"
"3000",3000,"AT5G39120"
"773",773,"AT1G67481"
"681",681,"AT1G60986"
"2024",2024,"AT3G56630"
"2426",2426,"AT4G24170"
"2431",2431,"AT4G24415"
"2270",2270,"AT4G10060"
"1736",1736,"AT3G19090"
"602",602,"AT1G52615"
"1926",1926,"AT3G46840"
"1444",1444,"AT3G01555"
"2542",2542,"AT4G35370"
"2576",2576,"AT4G38213"
"2563",2563,"AT4G37230"
"183",183,"AT1G07880"
"174",174,"AT1G07693"
"1635",1635,"AT3G09865"
"3078",3078,"AT5G44870"
"2268",2268,"AT4G09975"
"2774",2774,"AT5G09120"
"1544",1544,"AT3G05950"
"1204",1204,"AT2G24850"
"3329",3329,"ATMG00740"
"1332",1332,"AT2G39470"
"2594",2594,"AT5G00750"
"2475",2475,"AT4G28420"
"1318",1318,"AT2G36920"
"459",459,"AT1G29500"
"75",75,"AT1G05023"
"1881",1881,"AT3G44240"
"1285",1285,"AT2G34440"
"2629",2629,"AT5G02295"
"1580",1580,"AT3G08215"
"2925",2925,"AT5G25180"
"2564",2564,"AT4G37290"
"1442",1442,"AT3G01500"
"2943",2943,"AT5G27980"
"2263",2263,"AT4G09855"
"3321",3321,"ATMG00320"
"591",591,"AT1G51920"
"2357",2357,"AT4G18090"
"1701",1701,"AT3G15670"
"3261",3261,"AT5G63340"
