"","WS_FLT_c1.which.mclass....6...1."
"1","AT1G01130"
"2","AT1G01310"
"3","AT1G01520"
"4","AT1G01560"
"5","AT1G01600"
"6","AT1G01695"
"7","AT1G01810"
"8","AT1G01880"
"9","AT1G01900"
"10","AT1G02030"
"11","AT1G02310"
"12","AT1G02350"
"13","AT1G02490"
"14","AT1G02510"
"15","AT1G02530"
"16","AT1G02570"
"17","AT1G02580"
"18","AT1G02650"
"19","AT1G02660"
"20","AT1G02670"
"21","AT1G02700"
"22","AT1G02705"
"23","AT1G02952"
"24","AT1G03070"
"25","AT1G03106"
"26","AT1G03240"
"27","AT1G03445"
"28","AT1G03495"
"29","AT1G03540"
"30","AT1G03545"
"31","AT1G03600"
"32","AT1G03620"
"33","AT1G03700"
"34","AT1G03800"
"35","AT1G03820"
"36","AT1G03940"
"37","AT1G04007"
"38","AT1G04017"
"39","AT1G04077"
"40","AT1G04090"
"41","AT1G04103"
"42","AT1G04105"
"43","AT1G04123"
"44","AT1G04150"
"45","AT1G04163"
"46","AT1G04180"
"47","AT1G04237"
"48","AT1G04247"
"49","AT1G04297"
"50","AT1G04347"
"51","AT1G04350"
"52","AT1G04445"
"53","AT1G04473"
"54","AT1G04487"
"55","AT1G04540"
"56","AT1G04560"
"57","AT1G04580"
"58","AT1G04587"
"59","AT1G04600"
"60","AT1G04660"
"61","AT1G04733"
"62","AT1G04743"
"63","AT1G04778"
"64","AT1G04823"
"65","AT1G04840"
"66","AT1G04873"
"67","AT1G04973"
"68","AT1G05030"
"69","AT1G05033"
"70","AT1G05043"
"71","AT1G05087"
"72","AT1G05143"
"73","AT1G05153"
"74","AT1G05200"
"75","AT1G05240"
"76","AT1G05267"
"77","AT1G05273"
"78","AT1G05287"
"79","AT1G05317"
"80","AT1G05330"
"81","AT1G05400"
"82","AT1G05420"
"83","AT1G05453"
"84","AT1G05490"
"85","AT1G05540"
"86","AT1G05577"
"87","AT1G05607"
"88","AT1G05610"
"89","AT1G05773"
"90","AT1G05894"
"91","AT1G05943"
"92","AT1G05973"
"93","AT1G06003"
"94","AT1G06033"
"95","AT1G06045"
"96","AT1G06080"
"97","AT1G06083"
"98","AT1G06113"
"99","AT1G06160"
"100","AT1G06173"
"101","AT1G06177"
"102","AT1G06213"
"103","AT1G06233"
"104","AT1G06250"
"105","AT1G06265"
"106","AT1G06273"
"107","AT1G06283"
"108","AT1G06320"
"109","AT1G06350"
"110","AT1G06357"
"111","AT1G06423"
"112","AT1G06453"
"113","AT1G06463"
"114","AT1G06467"
"115","AT1G06483"
"116","AT1G06520"
"117","AT1G06553"
"118","AT1G06580"
"119","AT1G06643"
"120","AT1G06647"
"121","AT1G06680"
"122","AT1G06690"
"123","AT1G06923"
"124","AT1G06977"
"125","AT1G06983"
"126","AT1G06990"
"127","AT1G07010"
"128","AT1G07017"
"129","AT1G07060"
"130","AT1G07120"
"131","AT1G07143"
"132","AT1G07150"
"133","AT1G07160"
"134","AT1G07187"
"135","AT1G07397"
"136","AT1G07407"
"137","AT1G07473"
"138","AT1G07477"
"139","AT1G07493"
"140","AT1G07513"
"141","AT1G07550"
"142","AT1G07567"
"143","AT1G07587"
"144","AT1G07607"
"145","AT1G07647"
"146","AT1G07667"
"147","AT1G07690"
"148","AT1G07753"
"149","AT1G07813"
"150","AT1G07901"
"151","AT1G07913"
"152","AT1G08035"
"153","AT1G08070"
"154","AT1G08103"
"155","AT1G08270"
"156","AT1G08287"
"157","AT1G08300"
"158","AT1G08317"
"159","AT1G08380"
"160","AT1G08393"
"161","AT1G08457"
"162","AT1G08507"
"163","AT1G08513"
"164","AT1G08630"
"165","AT1G08723"
"166","AT1G08730"
"167","AT1G08903"
"168","AT1G08973"
"169","AT1G08980"
"170","AT1G09027"
"171","AT1G09063"
"172","AT1G09155"
"173","AT1G09167"
"174","AT1G09170"
"175","AT1G09193"
"176","AT1G09297"
"177","AT1G09310"
"178","AT1G09383"
"179","AT1G09400"
"180","AT1G09421"
"181","AT1G09443"
"182","AT1G09480"
"183","AT1G09487"
"184","AT1G09493"
"185","AT1G09497"
"186","AT1G09517"
"187","AT1G09523"
"188","AT1G09530"
"189","AT1G09533"
"190","AT1G09617"
"191","AT1G09650"
"192","AT1G09673"
"193","AT1G09680"
"194","AT1G09697"
"195","AT1G09713"
"196","AT1G09720"
"197","AT1G09867"
"198","AT1G09880"
"199","AT1G09913"
"200","AT1G09963"
"201","AT1G10095"
"202","AT1G10220"
"203","AT1G10330"
"204","AT1G10360"
"205","AT1G10540"
"206","AT1G10550"
"207","AT1G10588"
"208","AT1G10710"
"209","AT1G10875"
"210","AT1G10920"
"211","AT1G11070"
"212","AT1G11112"
"213","AT1G11290"
"214","AT1G11300"
"215","AT1G11303"
"216","AT1G11410"
"217","AT1G11490"
"218","AT1G11500"
"219","AT1G11655"
"220","AT1G11700"
"221","AT1G11710"
"222","AT1G11730"
"223","AT1G12100"
"224","AT1G12150"
"225","AT1G12211"
"226","AT1G12280"
"227","AT1G12370"
"228","AT1G12480"
"229","AT1G12620"
"230","AT1G12672"
"231","AT1G12805"
"232","AT1G12890"
"233","AT1G12950"
"234","AT1G13130"
"235","AT1G13140"
"236","AT1G13143"
"237","AT1G13150"
"238","AT1G13200"
"239","AT1G13340"
"240","AT1G13370"
"241","AT1G13480"
"242","AT1G13500"
"243","AT1G13510"
"244","AT1G13520"
"245","AT1G13630"
"246","AT1G13680"
"247","AT1G13780"
"248","AT1G14205"
"249","AT1G14280"
"250","AT1G14345"
"251","AT1G14430"
"252","AT1G14440"
"253","AT1G14455"
"254","AT1G14490"
"255","AT1G14520"
"256","AT1G14600"
"257","AT1G14680"
"258","AT1G14686"
"259","AT1G15160"
"260","AT1G15165"
"261","AT1G15190"
"262","AT1G15260"
"263","AT1G15460"
"264","AT1G15520"
"265","AT1G15530"
"266","AT1G15770"
"267","AT1G16025"
"268","AT1G16090"
"269","AT1G16110"
"270","AT1G16130"
"271","AT1G16225"
"272","AT1G16360"
"273","AT1G16370"
"274","AT1G16390"
"275","AT1G16400"
"276","AT1G16420"
"277","AT1G16440"
"278","AT1G16510"
"279","AT1G16515"
"280","AT1G16720"
"281","AT1G16750"
"282","AT1G16850"
"283","AT1G17020"
"284","AT1G17030"
"285","AT1G17230"
"286","AT1G17345"
"287","AT1G17380"
"288","AT1G17480"
"289","AT1G17870"
"290","AT1G17950"
"291","AT1G18140"
"292","AT1G18320"
"293","AT1G18350"
"294","AT1G18400"
"295","AT1G18410"
"296","AT1G18485"
"297","AT1G18750"
"298","AT1G18835"
"299","AT1G19050"
"300","AT1G19200"
"301","AT1G19210"
"302","AT1G19396"
"303","AT1G19630"
"304","AT1G19650"
"305","AT1G19720"
"306","AT1G19750"
"307","AT1G19890"
"308","AT1G19940"
"309","AT1G20030"
"310","AT1G20080"
"311","AT1G20130"
"312","AT1G20150"
"313","AT1G20490"
"314","AT1G20520"
"315","AT1G20810"
"316","AT1G20860"
"317","AT1G21130"
"318","AT1G21210"
"319","AT1G21250"
"320","AT1G21320"
"321","AT1G21590"
"322","AT1G21695"
"323","AT1G21810"
"324","AT1G21990"
"325","AT1G22160"
"326","AT1G22260"
"327","AT1G22340"
"328","AT1G22370"
"329","AT1G22430"
"330","AT1G22490"
"331","AT1G22650"
"332","AT1G22670"
"333","AT1G22890"
"334","AT1G22900"
"335","AT1G23010"
"336","AT1G23110"
"337","AT1G23210"
"338","AT1G23350"
"339","AT1G23465"
"340","AT1G23540"
"341","AT1G23550"
"342","AT1G23985"
"343","AT1G23995"
"344","AT1G24270"
"345","AT1G24405"
"346","AT1G24420"
"347","AT1G24430"
"348","AT1G24735"
"349","AT1G24909"
"350","AT1G25155"
"351","AT1G25180"
"352","AT1G25240"
"353","AT1G25277"
"354","AT1G25370"
"355","AT1G25988"
"356","AT1G26150"
"357","AT1G26230"
"358","AT1G26360"
"359","AT1G26420"
"360","AT1G26500"
"361","AT1G26560"
"362","AT1G26570"
"363","AT1G26590"
"364","AT1G26610"
"365","AT1G26770"
"366","AT1G26790"
"367","AT1G26890"
"368","AT1G27110"
"369","AT1G27180"
"370","AT1G27580"
"371","AT1G27610"
"372","AT1G27890"
"373","AT1G28010"
"374","AT1G28135"
"375","AT1G28230"
"376","AT1G28600"
"377","AT1G28660"
"378","AT1G28690"
"379","AT1G29090"
"380","AT1G29179"
"381","AT1G29180"
"382","AT1G29230"
"383","AT1G29540"
"384","AT1G29560"
"385","AT1G29670"
"386","AT1G29770"
"387","AT1G29830"
"388","AT1G29860"
"389","AT1G29910"
"390","AT1G29920"
"391","AT1G30020"
"392","AT1G30040"
"393","AT1G30050"
"394","AT1G30135"
"395","AT1G30210"
"396","AT1G30282"
"397","AT1G30380"
"398","AT1G30530"
"399","AT1G30800"
"400","AT1G30850"
"401","AT1G31173"
"402","AT1G31240"
"403","AT1G31310"
"404","AT1G31840"
"405","AT1G31920"
"406","AT1G31990"
"407","AT1G32060"
"408","AT1G32172"
"409","AT1G32470"
"410","AT1G32510"
"411","AT1G32520"
"412","AT1G32540"
"413","AT1G32900"
"414","AT1G33030"
"415","AT1G33102"
"416","AT1G33320"
"417","AT1G33440"
"418","AT1G33615"
"419","AT1G34050"
"420","AT1G34160"
"421","AT1G34315"
"422","AT1G34317"
"423","AT1G34420"
"424","AT1G34460"
"425","AT1G35140"
"426","AT1G35320"
"427","AT1G35330"
"428","AT1G35545"
"429","AT1G35625"
"430","AT1G35710"
"431","AT1G36180"
"432","AT1G36622"
"433","AT1G36992"
"434","AT1G42560"
"435","AT1G43000"
"436","AT1G43800"
"437","AT1G44010"
"438","AT1G44542"
"439","AT1G44830"
"440","AT1G45201"
"441","AT1G45229"
"442","AT1G45474"
"443","AT1G47655"
"444","AT1G47760"
"445","AT1G48100"
"446","AT1G48325"
"447","AT1G48405"
"448","AT1G48670"
"449","AT1G48690"
"450","AT1G48698"
"451","AT1G48800"
"452","AT1G48820"
"453","AT1G49000"
"454","AT1G49210"
"455","AT1G49220"
"456","AT1G49405"
"457","AT1G49430"
"458","AT1G49490"
"459","AT1G49790"
"460","AT1G49900"
"461","AT1G49940"
"462","AT1G49952"
"463","AT1G49960"
"464","AT1G50040"
"465","AT1G50250"
"466","AT1G50280"
