"","WS_GC_c1.which.mclass....8...1."
"1","AT1G01090"
"2","AT1G01550"
"3","AT1G01720"
"4","AT1G01800"
"5","AT1G02130"
"6","AT1G02335"
"7","AT1G02840"
"8","AT1G02850"
"9","AT1G02900"
"10","AT1G03230"
"11","AT1G03900"
"12","AT1G04170"
"13","AT1G04250"
"14","AT1G04340"
"15","AT1G04690"
"16","AT1G04850"
"17","AT1G04870"
"18","AT1G05260"
"19","AT1G05347"
"20","AT1G05720"
"21","AT1G05850"
"22","AT1G06040"
"23","AT1G06200"
"24","AT1G06390"
"25","AT1G06515"
"26","AT1G06573"
"27","AT1G06760"
"28","AT1G07070"
"29","AT1G07170"
"30","AT1G07210"
"31","AT1G07367"
"32","AT1G07370"
"33","AT1G07420"
"34","AT1G07830"
"35","AT1G08200"
"36","AT1G08430"
"37","AT1G08480"
"38","AT1G08580"
"39","AT1G09150"
"40","AT1G09460"
"41","AT1G09570"
"42","AT1G09620"
"43","AT1G09760"
"44","AT1G10030"
"45","AT1G11840"
"46","AT1G11910"
"47","AT1G12010"
"48","AT1G12020"
"49","AT1G13060"
"50","AT1G13280"
"51","AT1G13380"
"52","AT1G13560"
"53","AT1G13590"
"54","AT1G14220"
"55","AT1G14620"
"56","AT1G14670"
"57","AT1G14810"
"58","AT1G14870"
"59","AT1G14890"
"60","AT1G15040"
"61","AT1G15100"
"62","AT1G15350"
"63","AT1G15420"
"64","AT1G15500"
"65","AT1G15950"
"66","AT1G16000"
"67","AT1G16180"
"68","AT1G16240"
"69","AT1G16470"
"70","AT1G16610"
"71","AT1G16700"
"72","AT1G16740"
"73","AT1G16810"
"74","AT1G17080"
"75","AT1G17370"
"76","AT1G17860"
"77","AT1G18070"
"78","AT1G19000"
"79","AT1G19180"
"80","AT1G19530"
"81","AT1G19960"
"82","AT1G20010"
"83","AT1G20090"
"84","AT1G20100"
"85","AT1G20160"
"86","AT1G20200"
"87","AT1G20220"
"88","AT1G20430"
"89","AT1G20693"
"90","AT1G20850"
"91","AT1G20950"
"92","AT1G20960"
"93","AT1G21000"
"94","AT1G21050"
"95","AT1G21190"
"96","AT1G21313"
"97","AT1G21720"
"98","AT1G22190"
"99","AT1G22270"
"100","AT1G22880"
"101","AT1G23280"
"102","AT1G23400"
"103","AT1G23410"
"104","AT1G23440"
"105","AT1G24180"
"106","AT1G25230"
"107","AT1G25530"
"108","AT1G26110"
"109","AT1G26550"
"110","AT1G26670"
"111","AT1G26850"
"112","AT1G26945"
"113","AT1G27290"
"114","AT1G27350"
"115","AT1G27435"
"116","AT1G27950"
"117","AT1G28330"
"118","AT1G29150"
"119","AT1G29350"
"120","AT1G29470"
"121","AT1G29850"
"122","AT1G29880"
"123","AT1G29900"
"124","AT1G29950"
"125","AT1G29965"
"126","AT1G29990"
"127","AT1G30120"
"128","AT1G30510"
"129","AT1G30750"
"130","AT1G30760"
"131","AT1G30880"
"132","AT1G31770"
"133","AT1G31860"
"134","AT1G32100"
"135","AT1G32170"
"136","AT1G32460"
"137","AT1G32580"
"138","AT1G32700"
"139","AT1G32870"
"140","AT1G32920"
"141","AT1G33470"
"142","AT1G33750"
"143","AT1G35580"
"144","AT1G36730"
"145","AT1G36980"
"146","AT1G43130"
"147","AT1G43790"
"148","AT1G44800"
"149","AT1G45000"
"150","AT1G45145"
"151","AT1G47128"
"152","AT1G47200"
"153","AT1G47400"
"154","AT1G47490"
"155","AT1G47530"
"156","AT1G47640"
"157","AT1G47670"
"158","AT1G48440"
"159","AT1G48600"
"160","AT1G49140"
"161","AT1G49310"
"162","AT1G49470"
"163","AT1G49480"
"164","AT1G49570"
"165","AT1G49860"
"166","AT1G50050"
"167","AT1G50060"
"168","AT1G50290"
"169","AT1G50370"
"170","AT1G50430"
"171","AT1G51680"
"172","AT1G51980"
"173","AT1G52050"
"174","AT1G52060"
"175","AT1G52200"
"176","AT1G52600"
"177","AT1G52670"
"178","AT1G52700"
"179","AT1G52930"
"180","AT1G53910"
"181","AT1G54000"
"182","AT1G54010"
"183","AT1G54080"
"184","AT1G55360"
"185","AT1G55840"
"186","AT1G55850"
"187","AT1G55920"
"188","AT1G56220"
"189","AT1G56700"
