"","WS_FLT_c1.which.mclass....2...1."
"1","AT1G01010"
"2","AT1G01030"
"3","AT1G01220"
"4","AT1G01225"
"5","AT1G01260"
"6","AT1G01320"
"7","AT1G01380"
"8","AT1G01440"
"9","AT1G01448"
"10","AT1G01580"
"11","AT1G01670"
"12","AT1G01690"
"13","AT1G01710"
"14","AT1G01760"
"15","AT1G01790"
"16","AT1G01930"
"17","AT1G02050"
"18","AT1G02060"
"19","AT1G02270"
"20","AT1G02290"
"21","AT1G02360"
"22","AT1G02460"
"23","AT1G02610"
"24","AT1G02640"
"25","AT1G02730"
"26","AT1G02740"
"27","AT1G02860"
"28","AT1G02970"
"29","AT1G03000"
"30","AT1G03010"
"31","AT1G03180"
"32","AT1G03340"
"33","AT1G03370"
"34","AT1G03440"
"35","AT1G03457"
"36","AT1G03470"
"37","AT1G03560"
"38","AT1G03660"
"39","AT1G03740"
"40","AT1G03750"
"41","AT1G03760"
"42","AT1G03770"
"43","AT1G03830"
"44","AT1G03930"
"45","AT1G04010"
"46","AT1G04160"
"47","AT1G04230"
"48","AT1G04463"
"49","AT1G04635"
"50","AT1G04640"
"51","AT1G04730"
"52","AT1G04833"
"53","AT1G04837"
"54","AT1G04930"
"55","AT1G04945"
"56","AT1G05060"
"57","AT1G05090"
"58","AT1G05183"
"59","AT1G05470"
"60","AT1G05590"
"61","AT1G05670"
"62","AT1G05687"
"63","AT1G05750"
"64","AT1G05790"
"65","AT1G05900"
"66","AT1G05950"
"67","AT1G06050"
"68","AT1G06150"
"69","AT1G06225"
"70","AT1G06227"
"71","AT1G06420"
"72","AT1G06450"
"73","AT1G06490"
"74","AT1G06500"
"75","AT1G06510"
"76","AT1G06590"
"77","AT1G06660"
"78","AT1G06730"
"79","AT1G06770"
"80","AT1G06800"
"81","AT1G06820"
"82","AT1G06840"
"83","AT1G07090"
"84","AT1G07130"
"85","AT1G07135"
"86","AT1G07200"
"87","AT1G07230"
"88","AT1G07240"
"89","AT1G07380"
"90","AT1G07490"
"91","AT1G07520"
"92","AT1G07560"
"93","AT1G07630"
"94","AT1G07650"
"95","AT1G07725"
"96","AT1G07728"
"97","AT1G07745"
"98","AT1G07803"
"99","AT1G07870"
"100","AT1G07893"
"101","AT1G07910"
"102","AT1G07980"
"103","AT1G08000"
"104","AT1G08030"
"105","AT1G08043"
"106","AT1G08060"
"107","AT1G08180"
"108","AT1G08250"
"109","AT1G08280"
"110","AT1G08283"
"111","AT1G08315"
"112","AT1G08320"
"113","AT1G08400"
"114","AT1G08520"
"115","AT1G08530"
"116","AT1G08645"
"117","AT1G08670"
"118","AT1G08720"
"119","AT1G08760"
"120","AT1G08800"
"121","AT1G08840"
"122","AT1G09050"
"123","AT1G09060"
"124","AT1G09300"
"125","AT1G09363"
"126","AT1G09450"
"127","AT1G09470"
"128","AT1G09540"
"129","AT1G09575"
"130","AT1G09700"
"131","AT1G09800"
"132","AT1G09810"
"133","AT1G09863"
"134","AT1G09960"
"135","AT1G10020"
"136","AT1G10150"
"137","AT1G10210"
"138","AT1G10230"
"139","AT1G10240"
"140","AT1G10270"
"141","AT1G10320"
"142","AT1G10350"
"143","AT1G10450"
"144","AT1G10522"
"145","AT1G10570"
"146","AT1G10650"
"147","AT1G10780"
"148","AT1G10830"
"149","AT1G10870"
"150","AT1G10930"
"151","AT1G10970"
"152","AT1G11060"
"153","AT1G11080"
"154","AT1G11090"
"155","AT1G11120"
"156","AT1G11130"
"157","AT1G11210"
"158","AT1G11220"
"159","AT1G11420"
"160","AT1G11570"
"161","AT1G11630"
"162","AT1G11755"
"163","AT1G12030"
"164","AT1G12140"
"165","AT1G12244"
"166","AT1G12260"
"167","AT1G12390"
"168","AT1G12430"
"169","AT1G12470"
"170","AT1G12560"
"171","AT1G12680"
"172","AT1G12710"
"173","AT1G12750"
"174","AT1G12790"
"175","AT1G12880"
"176","AT1G13030"
"177","AT1G13080"
"178","AT1G13210"
"179","AT1G13430"
"180","AT1G13609"
"181","AT1G13770"
"182","AT1G13830"
"183","AT1G13860"
