"","WS_FLT_c1.which.mclass....3...1."
"1","AT1G01140"
"2","AT1G01180"
"3","AT1G01240"
"4","AT1G01370"
"5","AT1G01500"
"6","AT1G01540"
"7","AT1G01830"
"8","AT1G01950"
"9","AT1G02000"
"10","AT1G02150"
"11","AT1G02370"
"12","AT1G02430"
"13","AT1G02440"
"14","AT1G02450"
"15","AT1G02520"
"16","AT1G02750"
"17","AT1G02810"
"18","AT1G03030"
"19","AT1G03090"
"20","AT1G03190"
"21","AT1G03250"
"22","AT1G03260"
"23","AT1G03380"
"24","AT1G03840"
"25","AT1G03905"
"26","AT1G03970"
"27","AT1G04000"
"28","AT1G04020"
"29","AT1G04053"
"30","AT1G04130"
"31","AT1G04183"
"32","AT1G04200"
"33","AT1G04420"
"34","AT1G04610"
"35","AT1G04760"
"36","AT1G04790"
"37","AT1G04803"
"38","AT1G04830"
"39","AT1G04970"
"40","AT1G04990"
"41","AT1G05010"
"42","AT1G05055"
"43","AT1G05160"
"44","AT1G05213"
"45","AT1G05320"
"46","AT1G05340"
"47","AT1G05523"
"48","AT1G05730"
"49","AT1G05780"
"50","AT1G06000"
"51","AT1G06002"
"52","AT1G06120"
"53","AT1G06180"
"54","AT1G06240"
"55","AT1G06330"
"56","AT1G06380"
"57","AT1G06560"
"58","AT1G06630"
"59","AT1G06640"
"60","AT1G06650"
"61","AT1G06780"
"62","AT1G07110"
"63","AT1G07128"
"64","AT1G07220"
"65","AT1G07250"
"66","AT1G07320"
"67","AT1G07410"
"68","AT1G07570"
"69","AT1G07615"
"70","AT1G07705"
"71","AT1G07730"
"72","AT1G07795"
"73","AT1G07810"
"74","AT1G07847"
"75","AT1G07933"
"76","AT1G07950"
"77","AT1G07970"
"78","AT1G07983"
"79","AT1G07990"
"80","AT1G08040"
"81","AT1G08230"
"82","AT1G08340"
"83","AT1G08390"
"84","AT1G08430"
"85","AT1G08460"
"86","AT1G08477"
"87","AT1G08490"
"88","AT1G08590"
"89","AT1G08592"
"90","AT1G08657"
"91","AT1G08710"
"92","AT1G08750"
"93","AT1G08845"
"94","AT1G08920"
"95","AT1G08940"
"96","AT1G08960"
"97","AT1G09010"
"98","AT1G09053"
"99","AT1G09490"
"100","AT1G09730"
"101","AT1G09795"
"102","AT1G09830"
"103","AT1G09850"
"104","AT1G09995"
"105","AT1G10070"
"106","AT1G10155"
"107","AT1G10180"
"108","AT1G10400"
"109","AT1G10480"
"110","AT1G10510"
"111","AT1G10560"
"112","AT1G10660"
"113","AT1G10810"
"114","AT1G10820"
"115","AT1G10900"
"116","AT1G10910"
"117","AT1G11190"
"118","AT1G11270"
"119","AT1G11380"
"120","AT1G11390"
"121","AT1G11660"
"122","AT1G11720"
"123","AT1G11780"
"124","AT1G11790"
"125","AT1G11800"
"126","AT1G11820"
"127","AT1G11870"
"128","AT1G12350"
"129","AT1G12400"
"130","AT1G12450"
"131","AT1G12530"
"132","AT1G12600"
"133","AT1G12770"
"134","AT1G12930"
"135","AT1G12970"
"136","AT1G12990"
"137","AT1G13020"
"138","AT1G13110"
"139","AT1G13120"
"140","AT1G13180"
"141","AT1G13190"
"142","AT1G13270"
"143","AT1G13460"
"144","AT1G13540"
"145","AT1G13620"
"146","AT1G13635"
"147","AT1G13670"
"148","AT1G13810"
"149","AT1G13880"
"150","AT1G13960"
"151","AT1G14130"
"152","AT1G14140"
"153","AT1G14170"
"154","AT1G14240"
"155","AT1G14310"
"156","AT1G14560"
"157","AT1G14770"
"158","AT1G14820"
"159","AT1G14850"
"160","AT1G14910"
"161","AT1G15002"
"162","AT1G15130"
"163","AT1G15170"
"164","AT1G15180"
"165","AT1G15220"
"166","AT1G15310"
"167","AT1G15330"
"168","AT1G15430"
"169","AT1G15550"
"170","AT1G15660"
"171","AT1G15710"
"172","AT1G15800"
"173","AT1G15870"
"174","AT1G15970"
"175","AT1G16020"
"176","AT1G16070"
"177","AT1G16160"
"178","AT1G16270"
"179","AT1G16280"
