"","col_GC_c1.which.mclass....4...1."
"1","AT1G01550"
"2","AT1G01720"
"3","AT1G01800"
"4","AT1G02130"
"5","AT1G02840"
"6","AT1G03860"
"7","AT1G03900"
"8","AT1G04250"
"9","AT1G04340"
"10","AT1G04850"
"11","AT1G04870"
"12","AT1G05347"
"13","AT1G05720"
"14","AT1G05927"
"15","AT1G06040"
"16","AT1G06200"
"17","AT1G06390"
"18","AT1G06515"
"19","AT1G07170"
"20","AT1G07420"
"21","AT1G07790"
"22","AT1G07830"
"23","AT1G08650"
"24","AT1G08880"
"25","AT1G09150"
"26","AT1G10030"
"27","AT1G11475"
"28","AT1G11650"
"29","AT1G11840"
"30","AT1G11860"
"31","AT1G12910"
"32","AT1G13280"
"33","AT1G13560"
"34","AT1G13590"
"35","AT1G14620"
"36","AT1G14670"
"37","AT1G14870"
"38","AT1G14900"
"39","AT1G15350"
"40","AT1G15370"
"41","AT1G15500"
"42","AT1G15950"
"43","AT1G16000"
"44","AT1G16240"
"45","AT1G16470"
"46","AT1G16610"
"47","AT1G17080"
"48","AT1G17170"
"49","AT1G17860"
"50","AT1G20100"
"51","AT1G20200"
"52","AT1G20260"
"53","AT1G20850"
"54","AT1G21190"
"55","AT1G22410"
"56","AT1G22520"
"57","AT1G23400"
"58","AT1G23410"
"59","AT1G23820"
"60","AT1G24180"
"61","AT1G24880"
"62","AT1G24996"
"63","AT1G26110"
"64","AT1G26550"
"65","AT1G26670"
"66","AT1G26850"
"67","AT1G27130"
"68","AT1G27435"
"69","AT1G27650"
"70","AT1G29150"
"71","AT1G29470"
"72","AT1G29850"
"73","AT1G29990"
"74","AT1G30120"
"75","AT1G30360"
"76","AT1G30510"
"77","AT1G30880"
"78","AT1G31970"
"79","AT1G33470"
"80","AT1G35580"
"81","AT1G36730"
"82","AT1G43890"
"83","AT1G45000"
"84","AT1G47200"
"85","AT1G47640"
"86","AT1G47670"
"87","AT1G48440"
"88","AT1G49140"
"89","AT1G49310"
"90","AT1G49480"
"91","AT1G50370"
"92","AT1G50430"
"93","AT1G51160"
"94","AT1G51980"
"95","AT1G52600"
"96","AT1G52720"
"97","AT1G53320"
"98","AT1G53850"
"99","AT1G54000"
"100","AT1G54080"
"101","AT1G54270"
"102","AT1G54690"
"103","AT1G56700"
"104","AT1G58380"
"105","AT1G61250"
"106","AT1G61780"
"107","AT1G63000"
"108","AT1G63840"
"109","AT1G63980"
"110","AT1G64720"
"111","AT1G65845"
"112","AT1G65960"
"113","AT1G68000"
"114","AT1G69460"
"115","AT1G69600"
"116","AT1G69760"
"117","AT1G70410"
"118","AT1G70710"
"119","AT1G70770"
"120","AT1G72750"
"121","AT1G73490"
"122","AT1G74458"
"123","AT1G74500"
"124","AT1G74690"
"125","AT1G74920"
"126","AT1G75560"
"127","AT1G75800"
"128","AT1G76010"
"129","AT1G76520"
"130","AT1G76810"
"131","AT1G76860"
"132","AT1G77350"
"133","AT1G77440"
"134","AT1G78660"
"135","AT1G78850"
"136","AT1G78860"
"137","AT1G78870"
"138","AT1G79340"
"139","AT1G80230"
"140","AT1G80500"
"141","AT1G80920"
"142","AT2G01490"
"143","AT2G01530"
"144","AT2G02160"
"145","AT2G02510"
"146","AT2G04520"
"147","AT2G04630"
"148","AT2G04780"
"149","AT2G04800"
"150","AT2G15490"
"151","AT2G16586"
"152","AT2G17380"
"153","AT2G17440"
"154","AT2G18160"
"155","AT2G18400"
"156","AT2G18960"
"157","AT2G19790"
"158","AT2G20060"
"159","AT2G20515"
"160","AT2G20990"
"161","AT2G21045"
"162","AT2G21050"
"163","AT2G21060"
"164","AT2G21290"
"165","AT2G21600"
"166","AT2G22425"
"167","AT2G22470"
"168","AT2G22795"
"169","AT2G23120"
"170","AT2G25060"
"171","AT2G25490"
"172","AT2G26240"
"173","AT2G26300"
"174","AT2G27860"
"175","AT2G27960"
"176","AT2G28780"
"177","AT2G29420"
"178","AT2G30050"
"179","AT2G30410"
"180","AT2G30930"
"181","AT2G30980"
"182","AT2G31083"
"183","AT2G31810"
"184","AT2G32240"
"185","AT2G32720"
"186","AT2G33120"
"187","AT2G33220"
"188","AT2G34520"
"189","AT2G34585"
"190","AT2G34590"
"191","AT2G34690"
"192","AT2G35605"
"193","AT2G35635"
"194","AT2G36060"
"195","AT2G36100"
"196","AT2G36930"
"197","AT2G36950"
"198","AT2G37110"
"199","AT2G37130"
"200","AT2G37480"
"201","AT2G38810"
"202","AT2G39530"
"203","AT2G39570"
"204","AT2G39780"
"205","AT2G39870"
"206","AT2G39960"
"207","AT2G40890"
"208","AT2G41530"
"209","AT2G42590"
"210","AT2G43810"
"211","AT2G44060"
"212","AT2G44100"
"213","AT2G45170"
"214","AT2G45430"
"215","AT2G45820"
"216","AT2G46140"
"217","AT2G46540"
"218","AT2G46800"
"219","AT2G47320"
"220","AT2G47510"
"221","AT3G01470"
"222","AT3G01790"
"223","AT3G02180"
"224","AT3G02220"
"225","AT3G02580"
"226","AT3G04730"
"227","AT3G05530"
"228","AT3G05900"
"229","AT3G05905"
"230","AT3G06040"
"231","AT3G07950"
"232","AT3G08030"
"233","AT3G09300"
"234","AT3G09440"
"235","AT3G10770"
"236","AT3G10850"
"237","AT3G10985"
"238","AT3G11130"
"239","AT3G11250"
"240","AT3G11340"
"241","AT3G11660"
"242","AT3G11930"
"243","AT3G12290"
"244","AT3G12630"
"245","AT3G13200"
"246","AT3G13580"
"247","AT3G14280"
"248","AT3G14310"
"249","AT3G15000"
"250","AT3G15580"
"251","AT3G15660"
"252","AT3G16240"
"253","AT3G16780"
