"","col_GC_c1.which.mclass....3...1."
"1","AT1G01150"
"2","AT1G01190"
"3","AT1G01310"
"4","AT1G01420"
"5","AT1G01453"
"6","AT1G01695"
"7","AT1G02205"
"8","AT1G02470"
"9","AT1G02490"
"10","AT1G02510"
"11","AT1G02650"
"12","AT1G02700"
"13","AT1G02710"
"14","AT1G02813"
"15","AT1G03106"
"16","AT1G03120"
"17","AT1G03170"
"18","AT1G03390"
"19","AT1G03630"
"20","AT1G03700"
"21","AT1G03743"
"22","AT1G03746"
"23","AT1G04017"
"24","AT1G04073"
"25","AT1G04077"
"26","AT1G04083"
"27","AT1G04090"
"28","AT1G04103"
"29","AT1G04105"
"30","AT1G04123"
"31","AT1G04197"
"32","AT1G04217"
"33","AT1G04237"
"34","AT1G04273"
"35","AT1G04277"
"36","AT1G04297"
"37","AT1G04303"
"38","AT1G04347"
"39","AT1G04380"
"40","AT1G04445"
"41","AT1G04473"
"42","AT1G04487"
"43","AT1G04533"
"44","AT1G04583"
"45","AT1G04587"
"46","AT1G04660"
"47","AT1G04670"
"48","AT1G04743"
"49","AT1G04797"
"50","AT1G04877"
"51","AT1G04933"
"52","AT1G04973"
"53","AT1G05013"
"54","AT1G05020"
"55","AT1G05023"
"56","AT1G05043"
"57","AT1G05047"
"58","AT1G05057"
"59","AT1G05100"
"60","AT1G05143"
"61","AT1G05153"
"62","AT1G05247"
"63","AT1G05253"
"64","AT1G05283"
"65","AT1G05353"
"66","AT1G05357"
"67","AT1G05447"
"68","AT1G05463"
"69","AT1G05490"
"70","AT1G05517"
"71","AT1G05540"
"72","AT1G05675"
"73","AT1G05690"
"74","AT1G05703"
"75","AT1G05813"
"76","AT1G05894"
"77","AT1G05913"
"78","AT1G05917"
"79","AT1G05920"
"80","AT1G05937"
"81","AT1G05990"
"82","AT1G05997"
"83","AT1G06003"
"84","AT1G06017"
"85","AT1G06030"
"86","AT1G06033"
"87","AT1G06087"
"88","AT1G06153"
"89","AT1G06173"
"90","AT1G06177"
"91","AT1G06207"
"92","AT1G06217"
"93","AT1G06233"
"94","AT1G06237"
"95","AT1G06243"
"96","AT1G06250"
"97","AT1G06253"
"98","AT1G06257"
"99","AT1G06260"
"100","AT1G06283"
"101","AT1G06337"
"102","AT1G06423"
"103","AT1G06453"
"104","AT1G06467"
"105","AT1G06520"
"106","AT1G06607"
"107","AT1G06667"
"108","AT1G06753"
"109","AT1G06773"
"110","AT1G06837"
"111","AT1G06970"
"112","AT1G06977"
"113","AT1G06983"
"114","AT1G07017"
"115","AT1G07060"
"116","AT1G07143"
"117","AT1G07160"
"118","AT1G07180"
"119","AT1G07187"
"120","AT1G07287"
"121","AT1G07473"
"122","AT1G07477"
"123","AT1G07500"
"124","AT1G07517"
"125","AT1G07547"
"126","AT1G07550"
"127","AT1G07563"
"128","AT1G07587"
"129","AT1G07647"
"130","AT1G07657"
"131","AT1G07703"
"132","AT1G07877"
"133","AT1G07901"
"134","AT1G07913"
"135","AT1G08035"
"136","AT1G08073"
"137","AT1G08103"
"138","AT1G08287"
"139","AT1G08513"
"140","AT1G08537"
"141","AT1G08573"
"142","AT1G08597"
"143","AT1G08630"
"144","AT1G08667"
"145","AT1G08697"
"146","AT1G08713"
"147","AT1G08810"
"148","AT1G08823"
"149","AT1G08847"
"150","AT1G08903"
"151","AT1G08967"
"152","AT1G09003"
"153","AT1G09063"
"154","AT1G09083"
"155","AT1G09157"
"156","AT1G09167"
"157","AT1G09176"
"158","AT1G09193"
"159","AT1G09233"
"160","AT1G09253"
"161","AT1G09260"
"162","AT1G09317"
"163","AT1G09323"
"164","AT1G09400"
"165","AT1G09415"
