"","col_GC_c1.which.mclass....7...1."
"1","AT1G01030"
"2","AT1G01080"
"3","AT1G01120"
"4","AT1G01140"
"5","AT1G01180"
"6","AT1G01200"
"7","AT1G01500"
"8","AT1G01570"
"9","AT1G01610"
"10","AT1G01670"
"11","AT1G01700"
"12","AT1G01715"
"13","AT1G01840"
"14","AT1G01860"
"15","AT1G01880"
"16","AT1G01970"
"17","AT1G02010"
"18","AT1G02050"
"19","AT1G02340"
"20","AT1G02360"
"21","AT1G02390"
"22","AT1G02400"
"23","AT1G02420"
"24","AT1G02440"
"25","AT1G02475"
"26","AT1G02660"
"27","AT1G02920"
"28","AT1G02970"
"29","AT1G03100"
"30","AT1G03160"
"31","AT1G03270"
"32","AT1G03300"
"33","AT1G03310"
"34","AT1G03510"
"35","AT1G03550"
"36","AT1G03660"
"37","AT1G03750"
"38","AT1G03820"
"39","AT1G03920"
"40","AT1G03950"
"41","AT1G03960"
"42","AT1G04047"
"43","AT1G04050"
"44","AT1G04053"
"45","AT1G04100"
"46","AT1G04117"
"47","AT1G04150"
"48","AT1G04160"
"49","AT1G04180"
"50","AT1G04220"
"51","AT1G04295"
"52","AT1G04310"
"53","AT1G04330"
"54","AT1G04390"
"55","AT1G04425"
"56","AT1G04477"
"57","AT1G04490"
"58","AT1G04513"
"59","AT1G04540"
"60","AT1G04570"
"61","AT1G04650"
"62","AT1G04707"
"63","AT1G04840"
"64","AT1G05030"
"65","AT1G05060"
"66","AT1G05140"
"67","AT1G05163"
"68","AT1G05230"
"69","AT1G05280"
"70","AT1G05310"
"71","AT1G05333"
"72","AT1G05370"
"73","AT1G05385"
"74","AT1G05397"
"75","AT1G05420"
"76","AT1G05467"
"77","AT1G05530"
"78","AT1G05553"
"79","AT1G05557"
"80","AT1G05577"
"81","AT1G05600"
"82","AT1G05630"
"83","AT1G05640"
"84","AT1G05650"
"85","AT1G05670"
"86","AT1G05700"
"87","AT1G05753"
"88","AT1G05820"
"89","AT1G05837"
"90","AT1G05873"
"91","AT1G05900"
"92","AT1G05950"
"93","AT1G06050"
"94","AT1G06120"
"95","AT1G06140"
"96","AT1G06143"
"97","AT1G06265"
"98","AT1G06270"
"99","AT1G06287"
"100","AT1G06310"
"101","AT1G06430"
"102","AT1G06440"
"103","AT1G06460"
"104","AT1G06463"
"105","AT1G06580"
"106","AT1G06680"
"107","AT1G06710"
"108","AT1G06740"
"109","AT1G06787"
"110","AT1G06923"
"111","AT1G06980"
"112","AT1G06990"
"113","AT1G07000"
"114","AT1G07119"
"115","AT1G07270"
"116","AT1G07280"
"117","AT1G07290"
"118","AT1G07400"
"119","AT1G07485"
"120","AT1G07490"
"121","AT1G07560"
"122","AT1G07603"
"123","AT1G07607"
"124","AT1G07710"
"125","AT1G07730"
"126","AT1G07733"
"127","AT1G07740"
"128","AT1G07743"
"129","AT1G07795"
"130","AT1G07803"
"131","AT1G07902"
"132","AT1G07933"
"133","AT1G07937"
"134","AT1G08003"
"135","AT1G08087"
"136","AT1G08180"
"137","AT1G08270"
"138","AT1G08380"
"139","AT1G08387"
"140","AT1G08540"
"141","AT1G08543"
"142","AT1G08643"
"143","AT1G08727"
"144","AT1G08900"
"145","AT1G08990"
"146","AT1G09023"
"147","AT1G09040"
"148","AT1G09050"
"149","AT1G09190"
"150","AT1G09195"
"151","AT1G09247"
"152","AT1G09297"
"153","AT1G09340"
"154","AT1G09383"
"155","AT1G09390"
"156","AT1G09440"
"157","AT1G09443"
"158","AT1G09530"
"159","AT1G09540"
"160","AT1G09600"
"161","AT1G09610"
"162","AT1G09627"
"163","AT1G09650"
"164","AT1G09710"
"165","AT1G09750"
"166","AT1G09783"
"167","AT1G09820"
"168","AT1G09863"
"169","AT1G09880"
"170","AT1G09890"
"171","AT1G09900"
"172","AT1G09987"
"173","AT1G10050"
"174","AT1G10070"
"175","AT1G10090"
"176","AT1G10300"
"177","AT1G10330"
"178","AT1G10417"
"179","AT1G10460"
"180","AT1G10480"
"181","AT1G10610"
"182","AT1G10810"
"183","AT1G10960"
"184","AT1G11050"
"185","AT1G11125"
"186","AT1G11160"
"187","AT1G11170"
"188","AT1G11180"
"189","AT1G11210"
"190","AT1G11320"
"191","AT1G11440"
"192","AT1G11540"
"193","AT1G11591"
"194","AT1G11700"
"195","AT1G11710"
"196","AT1G11800"
"197","AT1G11900"
"198","AT1G11915"
"199","AT1G11940"
"200","AT1G11950"
"201","AT1G11960"
"202","AT1G12030"
"203","AT1G12060"
"204","AT1G12130"
"205","AT1G12210"
"206","AT1G12211"
"207","AT1G12220"
"208","AT1G12244"
"209","AT1G12250"
"210","AT1G12290"
"211","AT1G12300"
"212","AT1G12370"
"213","AT1G12380"
"214","AT1G12430"
"215","AT1G12460"
"216","AT1G12600"
"217","AT1G12700"
"218","AT1G12710"
"219","AT1G12730"
"220","AT1G12775"
"221","AT1G12790"
"222","AT1G13040"
"223","AT1G13050"
"224","AT1G13090"
"225","AT1G13330"
"226","AT1G13340"
"227","AT1G13410"
"228","AT1G13420"
"229","AT1G13448"
"230","AT1G13540"
"231","AT1G13609"
"232","AT1G13780"
"233","AT1G13800"
"234","AT1G13820"
"235","AT1G13910"
"236","AT1G13970"
"237","AT1G14030"
"238","AT1G14190"
"239","AT1G14205"
"240","AT1G14260"
"241","AT1G14270"
"242","AT1G14280"
"243","AT1G14370"
"244","AT1G14480"
"245","AT1G14500"
"246","AT1G14580"
"247","AT1G14590"
"248","AT1G14660"
"249","AT1G14750"
"250","AT1G14790"
"251","AT1G15010"
"252","AT1G15175"
"253","AT1G15180"
"254","AT1G15415"
"255","AT1G15490"
"256","AT1G15610"
"257","AT1G15620"
"258","AT1G15730"
"259","AT1G15820"
"260","AT1G15870"
"261","AT1G15900"
"262","AT1G16030"
"263","AT1G16150"
"264","AT1G16160"
"265","AT1G16310"
"266","AT1G16370"
"267","AT1G16390"
"268","AT1G16400"
"269","AT1G16445"
"270","AT1G16480"
"271","AT1G16489"
"272","AT1G16490"
"273","AT1G16510"
"274","AT1G16590"
"275","AT1G16635"
"276","AT1G16640"
"277","AT1G16780"
"278","AT1G16830"
"279","AT1G17220"
"280","AT1G17230"
"281","AT1G17232"
"282","AT1G17255"
"283","AT1G17400"
"284","AT1G17460"
"285","AT1G17640"
"286","AT1G17665"
"287","AT1G17744"
"288","AT1G17750"
"289","AT1G17820"
"290","AT1G17840"
"291","AT1G17870"
"292","AT1G18010"
"293","AT1G18140"
"294","AT1G18170"
"295","AT1G18180"
"296","AT1G18200"
"297","AT1G18265"
"298","AT1G18290"
"299","AT1G18320"
"300","AT1G18420"
"301","AT1G18485"
"302","AT1G18570"
"303","AT1G18610"
"304","AT1G18670"
"305","AT1G18750"
"306","AT1G18773"
"307","AT1G18860"
"308","AT1G18940"
"309","AT1G18970"
"310","AT1G19020"
"311","AT1G19100"
"312","AT1G19115"
"313","AT1G19230"
"314","AT1G19340"
"315","AT1G19396"
"316","AT1G19397"
"317","AT1G19540"
"318","AT1G19700"
"319","AT1G19715"
"320","AT1G19780"
"321","AT1G19840"
"322","AT1G20030"
"323","AT1G20340"
"324","AT1G20470"
"325","AT1G20530"
"326","AT1G20720"
"327","AT1G20780"
"328","AT1G20810"
"329","AT1G21060"
"330","AT1G21100"
"331","AT1G21150"
"332","AT1G21340"
"333","AT1G21360"
"334","AT1G21390"
"335","AT1G21410"
"336","AT1G21590"
"337","AT1G21651"
"338","AT1G21670"
"339","AT1G21790"
"340","AT1G21890"
"341","AT1G22030"
"342","AT1G22220"
"343","AT1G22275"
"344","AT1G22460"
"345","AT1G22550"
"346","AT1G22570"
"347","AT1G22830"
"348","AT1G22980"
"349","AT1G22985"
"350","AT1G22990"
"351","AT1G23010"
"352","AT1G23140"
"353","AT1G23180"
"354","AT1G23350"
"355","AT1G23360"
"356","AT1G23550"
"357","AT1G23560"
"358","AT1G23790"
"359","AT1G23830"
"360","AT1G23880"
"361","AT1G24150"
"362","AT1G24330"
"363","AT1G24530"
"364","AT1G24735"
"365","AT1G25250"
"366","AT1G25390"
"367","AT1G25460"
"368","AT1G26130"
"369","AT1G26190"
"370","AT1G26210"
"371","AT1G26530"
"372","AT1G26700"
"373","AT1G26810"
"374","AT1G26900"
"375","AT1G26970"
"376","AT1G27060"
"377","AT1G27110"
"378","AT1G27170"
"379","AT1G27180"
"380","AT1G27410"
"381","AT1G27420"
"382","AT1G27640"
"383","AT1G27740"
"384","AT1G27910"
"385","AT1G27950"
"386","AT1G28210"
"387","AT1G28550"
"388","AT1G28560"
"389","AT1G28670"
"390","AT1G28710"
"391","AT1G29000"
"392","AT1G29195"
"393","AT1G29200"
"394","AT1G29240"
"395","AT1G29290"
"396","AT1G29590"
"397","AT1G29700"
"398","AT1G29730"
"399","AT1G29740"
"400","AT1G29750"
"401","AT1G29910"
"402","AT1G29920"
"403","AT1G30010"
"404","AT1G30040"
"405","AT1G30280"
"406","AT1G30290"
"407","AT1G30473"
"408","AT1G30500"
"409","AT1G30520"
"410","AT1G30610"
"411","AT1G30640"
"412","AT1G30700"
"413","AT1G30720"
"414","AT1G30730"
"415","AT1G30757"
"416","AT1G31040"
"417","AT1G31190"
"418","AT1G31280"
"419","AT1G31350"
"420","AT1G31490"
"421","AT1G31540"
"422","AT1G31670"
"423","AT1G31880"
"424","AT1G31885"
"425","AT1G32220"
"426","AT1G32470"
"427","AT1G32550"
"428","AT1G32740"
"429","AT1G32870"
"430","AT1G32900"
"431","AT1G33260"
"432","AT1G33340"
"433","AT1G33350"
"434","AT1G33475"
"435","AT1G33560"
"436","AT1G33612"
"437","AT1G33970"
"438","AT1G34040"
"439","AT1G34120"
"440","AT1G34160"
"441","AT1G34260"
"442","AT1G34340"
"443","AT1G34380"
"444","AT1G34570"
"445","AT1G34760"
"446","AT1G34844"
"447","AT1G35350"
"448","AT1G35530"
"449","AT1G35560"
"450","AT1G35660"
"451","AT1G35710"
"452","AT1G35910"
"453","AT1G36180"
"454","AT1G36940"
"455","AT1G37150"
"456","AT1G38065"
"457","AT1G42540"
"458","AT1G43160"
"459","AT1G43765"
"460","AT1G43770"
"461","AT1G43980"
"462","AT1G44160"
"463","AT1G44350"
"464","AT1G44446"
"465","AT1G45110"
"466","AT1G45163"
"467","AT1G45165"
"468","AT1G45180"
"469","AT1G45231"
"470","AT1G45248"
"471","AT1G47510"
"472","AT1G47580"
"473","AT1G47600"
"474","AT1G47620"
"475","AT1G47655"
"476","AT1G47870"
"477","AT1G48000"
"478","AT1G48070"
"479","AT1G48280"
"480","AT1G48390"
"481","AT1G48540"
"482","AT1G48580"
"483","AT1G48640"
"484","AT1G48690"
"485","AT1G48698"
"486","AT1G48745"
"487","AT1G48840"
"488","AT1G48880"
"489","AT1G48930"
"490","AT1G49005"
"491","AT1G49160"
"492","AT1G49180"
"493","AT1G49200"
"494","AT1G49205"
"495","AT1G49230"
"496","AT1G49380"
"497","AT1G49520"
"498","AT1G49560"
"499","AT1G49620"
"500","AT1G49730"
"501","AT1G49832"
"502","AT1G49910"
"503","AT1G49960"
"504","AT1G50000"
"505","AT1G50260"
"506","AT1G50450"
"507","AT1G50700"
"508","AT1G50745"
"509","AT1G50790"
"510","AT1G50890"
"511","AT1G51080"
"512","AT1G51220"
"513","AT1G51270"
"514","AT1G51355"
"515","AT1G51370"
"516","AT1G51402"
"517","AT1G51405"
"518","AT1G51470"
"519","AT1G51520"
"520","AT1G51700"
"521","AT1G51790"
"522","AT1G51840"
"523","AT1G51860"
"524","AT1G52080"
"525","AT1G52240"
"526","AT1G52315"
"527","AT1G52343"
"528","AT1G52450"
"529","AT1G52530"
"530","AT1G52550"
"531","AT1G52590"
"532","AT1G52618"
"533","AT1G52700"
"534","AT1G53025"
"535","AT1G53110"
"536","AT1G53130"
"537","AT1G53250"
"538","AT1G53330"
"539","AT1G53345"
"540","AT1G53350"
"541","AT1G53430"
"542","AT1G53542"
"543","AT1G53660"
"544","AT1G53700"
"545","AT1G53887"
"546","AT1G53940"
"547","AT1G53950"
"548","AT1G54050"
"549","AT1G54330"
"550","AT1G54350"
"551","AT1G54400"
"552","AT1G54450"
"553","AT1G54530"
"554","AT1G54570"
"555","AT1G54575"
"556","AT1G54740"
"557","AT1G54790"
"558","AT1G54840"
"559","AT1G54950"
"560","AT1G55020"
"561","AT1G55040"
"562","AT1G55110"
"563","AT1G55265"
"564","AT1G55280"
"565","AT1G55320"
"566","AT1G55365"
"567","AT1G55370"
"568","AT1G55390"
"569","AT1G55420"
"570","AT1G55450"
"571","AT1G55475"
"572","AT1G55480"
"573","AT1G55670"
"574","AT1G55700"
"575","AT1G55970"
"576","AT1G56130"
"577","AT1G56350"
"578","AT1G56500"
"579","AT1G56560"
"580","AT1G56630"
"581","AT1G56670"
"582","AT1G57590"
"583","AT1G57700"
"584","AT1G57790"
"585","AT1G58007"
"586","AT1G58160"
"587","AT1G58170"
"588","AT1G58190"
"589","AT1G58223"
"590","AT1G58520"
"591","AT1G58590"
"592","AT1G58684"
"593","AT1G59359"
"594","AT1G59510"
"595","AT1G59560"
"596","AT1G59590"
"597","AT1G59660"
"598","AT1G59700"
"599","AT1G59730"
"600","AT1G59840"
"601","AT1G59940"
"602","AT1G60000"
"603","AT1G60030"
"604","AT1G60130"
"605","AT1G60160"
"606","AT1G60360"
"607","AT1G60505"
"608","AT1G60530"
"609","AT1G60690"
"610","AT1G60790"
"611","AT1G60870"
"612","AT1G60890"
"613","AT1G60930"
"614","AT1G61050"
"615","AT1G61190"
"616","AT1G61215"
"617","AT1G61310"
"618","AT1G61340"
"619","AT1G61370"
"620","AT1G61380"
"621","AT1G61400"
"622","AT1G61420"
"623","AT1G61430"
"624","AT1G61500"
"625","AT1G61520"
"626","AT1G61560"
"627","AT1G61667"
"628","AT1G61750"
"629","AT1G61960"
"630","AT1G61970"
"631","AT1G62130"
"632","AT1G62200"
"633","AT1G62250"
"634","AT1G62350"
"635","AT1G62500"
"636","AT1G62510"
"637","AT1G62590"
"638","AT1G62620"
"639","AT1G62670"
"640","AT1G62680"
"641","AT1G62700"
"642","AT1G62710"
"643","AT1G62780"
"644","AT1G62840"
"645","AT1G62910"
"646","AT1G62914"
"647","AT1G62930"
"648","AT1G62950"
"649","AT1G62975"
"650","AT1G62981"
"651","AT1G63020"
"652","AT1G63130"
"653","AT1G63150"
"654","AT1G63230"
"655","AT1G63240"
"656","AT1G63245"
"657","AT1G63250"
"658","AT1G63400"
"659","AT1G63450"
"660","AT1G63520"
"661","AT1G63650"
"662","AT1G63670"
"663","AT1G63680"
"664","AT1G63730"
"665","AT1G63740"
"666","AT1G63855"
"667","AT1G63860"
"668","AT1G64160"
"669","AT1G64400"
"670","AT1G64430"
"671","AT1G64455"
"672","AT1G64572"
"673","AT1G64583"
"674","AT1G64610"
"675","AT1G64810"
"676","AT1G64860"
"677","AT1G65080"
"678","AT1G65180"
"679","AT1G65481"
"680","AT1G65610"
"681","AT1G65620"
"682","AT1G65900"
"683","AT1G65910"
"684","AT1G65920"
"685","AT1G66020"
"686","AT1G66080"
"687","AT1G66173"
"688","AT1G66345"
"689","AT1G66350"
"690","AT1G66480"
"691","AT1G66520"
"692","AT1G66725"
"693","AT1G66730"
"694","AT1G66800"
"695","AT1G66810"
"696","AT1G67035"
"697","AT1G67050"
"698","AT1G67110"
"699","AT1G67180"
"700","AT1G67310"
"701","AT1G67400"
"702","AT1G67410"
"703","AT1G67440"
"704","AT1G67710"
"705","AT1G67780"
"706","AT1G67790"
"707","AT1G67830"
"708","AT1G67850"
"709","AT1G67970"
"710","AT1G68030"
"711","AT1G68050"
"712","AT1G68110"
"713","AT1G68120"
"714","AT1G68340"
"715","AT1G68390"
"716","AT1G68450"
"717","AT1G68540"
"718","AT1G68590"
"719","AT1G68620"
"720","AT1G68690"
"721","AT1G68725"
"722","AT1G68740"
"723","AT1G68795"
"724","AT1G68830"
"725","AT1G68850"
"726","AT1G68862"
"727","AT1G68940"
"728","AT1G69020"
"729","AT1G69200"
"730","AT1G69280"
"731","AT1G69290"
"732","AT1G69485"
"733","AT1G69490"
"734","AT1G69550"
"735","AT1G69670"
"736","AT1G69690"
"737","AT1G69830"
"738","AT1G69880"
"739","AT1G69890"
"740","AT1G69935"
"741","AT1G70070"
"742","AT1G70100"
"743","AT1G70140"
"744","AT1G70170"
"745","AT1G70260"
"746","AT1G70360"
"747","AT1G70420"
"748","AT1G70460"
"749","AT1G70470"
"750","AT1G70505"
"751","AT1G70510"
"752","AT1G70518"
"753","AT1G70520"
"754","AT1G70610"
"755","AT1G70630"
"756","AT1G70650"
"757","AT1G70700"
"758","AT1G70810"
"759","AT1G70860"
"760","AT1G70880"
"761","AT1G70890"
"762","AT1G71015"
"763","AT1G71030"
"764","AT1G71050"
"765","AT1G71060"
"766","AT1G71240"
"767","AT1G71360"
"768","AT1G71460"
"769","AT1G71520"
"770","AT1G71710"
"771","AT1G71720"
"772","AT1G71760"
"773","AT1G71810"
"774","AT1G71866"
"775","AT1G71870"
"776","AT1G71930"
"777","AT1G72125"
"778","AT1G72180"
"779","AT1G72220"
"780","AT1G72240"
"781","AT1G72275"
"782","AT1G72280"
"783","AT1G72450"
"784","AT1G72500"
"785","AT1G72530"
"786","AT1G72600"
"787","AT1G72610"
"788","AT1G72640"
"789","AT1G72720"
"790","AT1G72855"
"791","AT1G72860"
"792","AT1G72870"
"793","AT1G72890"
"794","AT1G72920"
"795","AT1G72930"
"796","AT1G72940"
"797","AT1G72970"
"798","AT1G73010"
"799","AT1G73090"
"800","AT1G73130"
"801","AT1G73210"
"802","AT1G73270"
"803","AT1G73280"
"804","AT1G73300"
"805","AT1G73310"
"806","AT1G73410"
"807","AT1G73480"
"808","AT1G73570"
"809","AT1G73580"
"810","AT1G73600"
"811","AT1G73630"
"812","AT1G73640"
"813","AT1G73710"
