"","col_GC_c1.which.mclass....2...1."
"1","AT1G01130"
"2","AT1G01340"
"3","AT1G01380"
"4","AT1G01480"
"5","AT1G01660"
"6","AT1G01740"
"7","AT1G01810"
"8","AT1G01900"
"9","AT1G02030"
"10","AT1G02230"
"11","AT1G02300"
"12","AT1G02310"
"13","AT1G02350"
"14","AT1G02380"
"15","AT1G02450"
"16","AT1G02530"
"17","AT1G02570"
"18","AT1G02575"
"19","AT1G02580"
"20","AT1G02670"
"21","AT1G02705"
"22","AT1G02952"
"23","AT1G03070"
"24","AT1G03130"
"25","AT1G03200"
"26","AT1G03240"
"27","AT1G03340"
"28","AT1G03400"
"29","AT1G03495"
"30","AT1G03540"
"31","AT1G03545"
"32","AT1G03600"
"33","AT1G03620"
"34","AT1G03800"
"35","AT1G03940"
"36","AT1G03980"
"37","AT1G03990"
"38","AT1G03993"
"39","AT1G04007"
"40","AT1G04067"
"41","AT1G04163"
"42","AT1G04233"
"43","AT1G04247"
"44","AT1G04350"
"45","AT1G04357"
"46","AT1G04600"
"47","AT1G04620"
"48","AT1G04700"
"49","AT1G04733"
"50","AT1G04767"
"51","AT1G04778"
"52","AT1G04823"
"53","AT1G04827"
"54","AT1G04873"
"55","AT1G04880"
"56","AT1G04917"
"57","AT1G05033"
"58","AT1G05065"
"59","AT1G05087"
"60","AT1G05200"
"61","AT1G05240"
"62","AT1G05267"
"63","AT1G05273"
"64","AT1G05277"
"65","AT1G05287"
"66","AT1G05300"
"67","AT1G05400"
"68","AT1G05453"
"69","AT1G05607"
"70","AT1G05610"
"71","AT1G05773"
"72","AT1G05843"
"73","AT1G05943"
"74","AT1G05973"
"75","AT1G06045"
"76","AT1G06080"
"77","AT1G06083"
"78","AT1G06113"
"79","AT1G06160"
"80","AT1G06213"
"81","AT1G06320"
"82","AT1G06330"
"83","AT1G06357"
"84","AT1G06483"
"85","AT1G06553"
"86","AT1G06643"
"87","AT1G06647"
"88","AT1G06687"
"89","AT1G06690"
"90","AT1G07010"
"91","AT1G07120"
"92","AT1G07150"
"93","AT1G07390"
"94","AT1G07397"
"95","AT1G07407"
"96","AT1G07513"
"97","AT1G07567"
"98","AT1G07620"
"99","AT1G07667"
"100","AT1G07737"
"101","AT1G07753"
"102","AT1G07813"
"103","AT1G07897"
"104","AT1G07903"
"105","AT1G08050"
"106","AT1G08070"
"107","AT1G08090"
"108","AT1G08173"
"109","AT1G08213"
"110","AT1G08217"
"111","AT1G08290"
"112","AT1G08293"
"113","AT1G08300"
"114","AT1G08310"
"115","AT1G08317"
"116","AT1G08393"
"117","AT1G08463"
"118","AT1G08507"
"119","AT1G08723"
"120","AT1G08730"
"121","AT1G08753"
"122","AT1G08857"
"123","AT1G08973"
"124","AT1G08980"
"125","AT1G09155"
"126","AT1G09170"
"127","AT1G09220"
"128","AT1G09310"
"129","AT1G09327"
"130","AT1G09410"
"131","AT1G09420"
"132","AT1G09473"
"133","AT1G09480"
"134","AT1G09487"
"135","AT1G09493"
"136","AT1G09497"
"137","AT1G09523"
"138","AT1G09533"
"139","AT1G09543"
"140","AT1G09617"
"141","AT1G09673"
"142","AT1G09680"
"143","AT1G09697"
"144","AT1G09812"
"145","AT1G09833"
"146","AT1G09860"
"147","AT1G09913"
"148","AT1G09963"
"149","AT1G09993"
"150","AT1G10000"
"151","AT1G10095"
"152","AT1G10110"
"153","AT1G10220"
"154","AT1G10340"
"155","AT1G10360"
"156","AT1G10370"
"157","AT1G10657"
"158","AT1G10770"
"159","AT1G10800"
"160","AT1G10920"
"161","AT1G11100"
"162","AT1G11290"
"163","AT1G11460"
"164","AT1G11490"
"165","AT1G11500"
"166","AT1G11655"
"167","AT1G11730"
"168","AT1G12100"
"169","AT1G12280"
"170","AT1G12330"
"171","AT1G12480"
"172","AT1G12550"
"173","AT1G12890"
"174","AT1G12950"
"175","AT1G13100"
"176","AT1G13130"
"177","AT1G13140"
"178","AT1G13250"
"179","AT1G13480"
"180","AT1G13510"
"181","AT1G13520"
"182","AT1G13550"
"183","AT1G13630"
"184","AT1G13680"
"185","AT1G14150"
"186","AT1G14185"
"187","AT1G14345"
"188","AT1G14430"
"189","AT1G14470"
"190","AT1G14520"
"191","AT1G14540"
"192","AT1G14640"
"193","AT1G14680"
"194","AT1G14686"
"195","AT1G14687"
"196","AT1G14700"
"197","AT1G14780"
"198","AT1G14960"
"199","AT1G15050"
"200","AT1G15160"
"201","AT1G15190"
"202","AT1G15460"
"203","AT1G15510"
"204","AT1G15520"
"205","AT1G15890"
"206","AT1G16025"
"207","AT1G16090"
"208","AT1G16110"
"209","AT1G16130"
"210","AT1G16225"
"211","AT1G16260"
"212","AT1G16360"
"213","AT1G16440"
"214","AT1G16515"
"215","AT1G16720"
"216","AT1G16850"
"217","AT1G16905"
"218","AT1G17065"
"219","AT1G17100"
"220","AT1G17240"
"221","AT1G17250"
"222","AT1G17480"
"223","AT1G17630"
"224","AT1G17920"
"225","AT1G17950"
"226","AT1G18000"
"227","AT1G18075"
"228","AT1G18280"
"229","AT1G18382"
"230","AT1G19025"
"231","AT1G19190"
"232","AT1G19210"
"233","AT1G19250"
"234","AT1G19330"
"235","AT1G19380"
"236","AT1G19394"
"237","AT1G19650"
"238","AT1G19720"
"239","AT1G19900"
"240","AT1G19940"
"241","AT1G20230"
"242","AT1G20515"
"243","AT1G20570"
"244","AT1G21110"
"245","AT1G21120"
"246","AT1G21210"
"247","AT1G21400"
"248","AT1G21460"
"249","AT1G21510"
"250","AT1G21530"
"251","AT1G21695"
"252","AT1G21910"
"253","AT1G21990"
"254","AT1G22340"
"255","AT1G22370"
"256","AT1G22490"
"257","AT1G22650"
"258","AT1G22890"
"259","AT1G23110"
"260","AT1G23201"
"261","AT1G23210"
"262","AT1G23450"
"263","AT1G23465"
"264","AT1G23840"
"265","AT1G23985"
"266","AT1G24068"
"267","AT1G24140"
"268","AT1G24210"
"269","AT1G24405"
"270","AT1G24480"
"271","AT1G24620"
"272","AT1G24851"
"273","AT1G25180"
"274","AT1G25360"
"275","AT1G25370"
"276","AT1G25400"
"277","AT1G25425"
"278","AT1G26200"
"279","AT1G26220"
"280","AT1G26250"
"281","AT1G26255"
"282","AT1G26290"
"283","AT1G26500"
"284","AT1G26570"
"285","AT1G26590"
"286","AT1G26610"
"287","AT1G26790"
"288","AT1G26890"
"289","AT1G27020"
"290","AT1G27720"
"291","AT1G28135"
"292","AT1G28230"
"293","AT1G28360"
"294","AT1G28450"
"295","AT1G28660"
"296","AT1G28690"
"297","AT1G28765"
"298","AT1G29071"
"299","AT1G29179"
"300","AT1G29180"
"301","AT1G29230"
"302","AT1G29540"
"303","AT1G29600"
"304","AT1G29770"
"305","AT1G29830"
"306","AT1G29860"
"307","AT1G30020"
"308","AT1G30050"
"309","AT1G30282"
"310","AT1G30515"
"311","AT1G30530"
"312","AT1G30860"
"313","AT1G31240"
"314","AT1G31258"
"315","AT1G31310"
"316","AT1G31430"
"317","AT1G31790"
"318","AT1G31800"
"319","AT1G31840"
"320","AT1G31990"
"321","AT1G32270"
"322","AT1G32415"
"323","AT1G32510"
"324","AT1G32940"
"325","AT1G33030"
"326","AT1G33090"
"327","AT1G33320"
"328","AT1G33440"
"329","AT1G33500"
"330","AT1G33615"
"331","AT1G33840"
"332","AT1G34060"
"333","AT1G34180"
"334","AT1G34317"
"335","AT1G34420"
"336","AT1G34460"
"337","AT1G34480"
"338","AT1G34640"
"339","AT1G35140"
"340","AT1G35210"
"341","AT1G35230"
"342","AT1G35250"
"343","AT1G35255"
"344","AT1G35330"
"345","AT1G35545"
"346","AT1G36622"
"347","AT1G36640"
"348","AT1G43040"
"349","AT1G43140"
"350","AT1G44020"
"351","AT1G44318"
"352","AT1G44575"
"353","AT1G44740"
"354","AT1G44830"
"355","AT1G45229"
"356","AT1G47560"
"357","AT1G47578"
"358","AT1G47603"
"359","AT1G47760"
"360","AT1G48260"
"361","AT1G48500"
"362","AT1G48670"
"363","AT1G48740"
"364","AT1G48780"
"365","AT1G49000"
"366","AT1G49405"
"367","AT1G49430"
"368","AT1G49490"
"369","AT1G49650"
"370","AT1G49940"
"371","AT1G50040"
"372","AT1G50090"
"373","AT1G50250"
"374","AT1G50270"
"375","AT1G50400"
"376","AT1G50590"
"377","AT1G50720"
"378","AT1G50950"
"379","AT1G51020"
"380","AT1G51030"
"381","AT1G51035"
"382","AT1G51100"
"383","AT1G51260"
"384","AT1G51340"
"385","AT1G51460"
"386","AT1G51620"
"387","AT1G51770"
"388","AT1G51880"
"389","AT1G51890"
"390","AT1G52100"
"391","AT1G52120"
"392","AT1G52230"
"393","AT1G52290"
"394","AT1G52415"
"395","AT1G52510"
"396","AT1G52620"
"397","AT1G52640"
"398","AT1G52650"
"399","AT1G52660"
"400","AT1G52820"
"401","AT1G52870"
"402","AT1G52880"
"403","AT1G52920"
"404","AT1G53060"
"405","AT1G53090"
"406","AT1G53270"
"407","AT1G53340"
"408","AT1G53420"
"409","AT1G53600"
"410","AT1G53625"
"411","AT1G53708"
"412","AT1G53790"
"413","AT1G53900"
"414","AT1G53970"
"415","AT1G53980"
"416","AT1G54095"
"417","AT1G54160"
"418","AT1G54540"
"419","AT1G54780"
"420","AT1G55050"
"421","AT1G55200"
"422","AT1G55580"
"423","AT1G55640"
"424","AT1G55673"
"425","AT1G55755"
"426","AT1G55865"
"427","AT1G55940"
"428","AT1G55980"
"429","AT1G55990"
"430","AT1G56120"
"431","AT1G56690"
"432","AT1G56710"
"433","AT1G57560"
"434","AT1G57570"
"435","AT1G58037"
"436","AT1G58602"
"437","AT1G59171"
"438","AT1G59720"
"439","AT1G59850"
"440","AT1G60095"
"441","AT1G60460"
"442","AT1G60600"
"443","AT1G61275"
"444","AT1G61390"
"445","AT1G61410"
"446","AT1G61415"
"447","AT1G61440"
"448","AT1G61460"
"449","AT1G61490"
"450","AT1G61550"
"451","AT1G61680"
"452","AT1G61860"
"453","AT1G61930"
"454","AT1G62260"
"455","AT1G62290"
"456","AT1G62320"
"457","AT1G62400"
"458","AT1G62420"
"459","AT1G62515"
"460","AT1G62530"
"461","AT1G62580"
"462","AT1G62720"
"463","AT1G62870"
"464","AT1G62935"
"465","AT1G63080"
"466","AT1G63370"
"467","AT1G63380"
"468","AT1G63750"
"469","AT1G63910"
"470","AT1G64000"
"471","AT1G64065"
"472","AT1G64150"
"473","AT1G64170"
"474","AT1G64180"
"475","AT1G64300"
"476","AT1G64320"
"477","AT1G64355"
"478","AT1G64563"
"479","AT1G64940"
"480","AT1G65120"
"481","AT1G65130"
"482","AT1G65250"
"483","AT1G65310"
"484","AT1G65484"
"485","AT1G65486"
"486","AT1G65850"
"487","AT1G66040"
"488","AT1G66130"
"489","AT1G66160"
"490","AT1G66400"
"491","AT1G66440"
"492","AT1G66450"
"493","AT1G66465"
"494","AT1G66600"
"495","AT1G66650"
"496","AT1G66700"
"497","AT1G66930"
"498","AT1G67040"
"499","AT1G67195"
"500","AT1G67370"
"501","AT1G67470"
"502","AT1G67760"
"503","AT1G68180"
"504","AT1G68200"
"505","AT1G68240"
"506","AT1G68290"
"507","AT1G68350"
"508","AT1G68360"
"509","AT1G68460"
"510","AT1G68470"
"511","AT1G68500"
"512","AT1G68585"
"513","AT1G68630"
"514","AT1G68723"
"515","AT1G68870"
"516","AT1G68890"
"517","AT1G68930"
"518","AT1G69150"
"519","AT1G69240"
"520","AT1G69310"
"521","AT1G69350"
"522","AT1G69430"
"523","AT1G69440"
"524","AT1G69523"
"525","AT1G69610"
"526","AT1G69710"
"527","AT1G69790"
"528","AT1G69900"
"529","AT1G69920"
"530","AT1G70185"
"531","AT1G70250"
"532","AT1G70335"
"533","AT1G70430"
"534","AT1G70475"
"535","AT1G70581"
"536","AT1G70640"
"537","AT1G70680"
"538","AT1G70760"
"539","AT1G70800"
"540","AT1G70920"
"541","AT1G70985"
"542","AT1G71330"
"543","AT1G71420"
"544","AT1G71480"
"545","AT1G71490"
"546","AT1G71910"
"547","AT1G71920"
"548","AT1G72120"
"549","AT1G72520"
"550","AT1G72540"
"551","AT1G72660"
"552","AT1G72950"
"553","AT1G73066"
"554","AT1G73110"
"555","AT1G73140"
"556","AT1G73360"
"557","AT1G73400"
"558","AT1G73550"
"559","AT1G73680"
"560","AT1G74000"
"561","AT1G74010"
"562","AT1G74070"
"563","AT1G74080"
"564","AT1G74200"
"565","AT1G74350"
"566","AT1G74360"
"567","AT1G74385"
"568","AT1G74400"
"569","AT1G74420"
"570","AT1G74430"
"571","AT1G74540"
"572","AT1G74545"
"573","AT1G74580"
"574","AT1G74600"
"575","AT1G74650"
"576","AT1G75000"
"577","AT1G75100"
"578","AT1G75120"
"579","AT1G75125"
"580","AT1G75250"
"581","AT1G75260"
"582","AT1G75290"
"583","AT1G75550"
"584","AT1G75600"
"585","AT1G75620"
"586","AT1G75690"
"587","AT1G75770"
"588","AT1G75960"
"589","AT1G76080"
"590","AT1G76100"
"591","AT1G76190"
"592","AT1G76220"
"593","AT1G76360"
"594","AT1G76480"
"595","AT1G76620"
"596","AT1G76770"
"597","AT1G76952"
"598","AT1G77120"
"599","AT1G77138"
"600","AT1G77145"
"601","AT1G77270"
"602","AT1G77405"
"603","AT1G77730"
"604","AT1G77855"
"605","AT1G77870"
"606","AT1G78070"
"607","AT1G78172"
"608","AT1G78360"
"609","AT1G78460"
"610","AT1G78476"
"611","AT1G78480"
"612","AT1G78530"
"613","AT1G78940"
"614","AT1G78950"
"615","AT1G78990"
"616","AT1G79103"
"617","AT1G79130"
"618","AT1G79160"
"619","AT1G79320"
"620","AT1G79330"
"621","AT1G79360"
"622","AT1G79890"
"623","AT1G79960"
"624","AT1G80080"
"625","AT1G80315"
"626","AT1G80320"
"627","AT1G80745"
"628","AT1G80960"
"629","AT2G01175"
"630","AT2G01320"
"631","AT2G01390"
"632","AT2G01580"
"633","AT2G01590"
"634","AT2G01730"
"635","AT2G01740"
"636","AT2G01760"
"637","AT2G01870"
"638","AT2G02000"
"639","AT2G02250"
"640","AT2G02300"
"641","AT2G02380"
"642","AT2G02540"
"643","AT2G02700"
"644","AT2G02850"
"645","AT2G02930"
"646","AT2G02980"
"647","AT2G03010"
"648","AT2G03110"
"649","AT2G03360"
"650","AT2G03380"
"651","AT2G03420"
"652","AT2G03710"
"653","AT2G03750"
"654","AT2G03770"
"655","AT2G03850"
"656","AT2G03880"
"657","AT2G03895"
"658","AT2G03995"
"659","AT2G04065"
"660","AT2G04090"
"661","AT2G04295"
"662","AT2G04680"
"663","AT2G04790"
"664","AT2G04860"
"665","AT2G05100"
"666","AT2G05205"
"667","AT2G05255"
"668","AT2G05310"
"669","AT2G05350"
"670","AT2G05400"
"671","AT2G05540"
"672","AT2G06085"
"673","AT2G06345"
"674","AT2G06835"
"675","AT2G07275"
"676","AT2G07335"
"677","AT2G07495"
"678","AT2G07599"
"679","AT2G07644"
"680","AT2G07652"
"681","AT2G07658"
"682","AT2G07662"
"683","AT2G07672"
"684","AT2G07689"
"685","AT2G07724"
"686","AT2G07771"
"687","AT2G07776"
"688","AT2G07779"
"689","AT2G07798"
"690","AT2G07806"
"691","AT2G07815"
"692","AT2G07825"
"693","AT2G07835"
"694","AT2G07845"
"695","AT2G08020"
"696","AT2G08480"
"697","AT2G08485"
"698","AT2G08570"
"699","AT2G08730"
"700","AT2G08735"
"701","AT2G08865"
"702","AT2G09010"
"703","AT2G09055"
"704","AT2G09190"
"705","AT2G09200"
"706","AT2G09325"
"707","AT2G09350"
"708","AT2G09370"
"709","AT2G09420"
"710","AT2G09470"
"711","AT2G09745"
"712","AT2G09935"
"713","AT2G11035"
"714","AT2G13810"
"715","AT2G14095"
"716","AT2G14290"
"717","AT2G14800"
"718","AT2G14920"
"719","AT2G14960"
"720","AT2G15128"
"721","AT2G15340"
"722","AT2G15590"
"723","AT2G15630"
"724","AT2G15760"
"725","AT2G16380"
"726","AT2G16870"
"727","AT2G17060"
"728","AT2G17590"
"729","AT2G17600"
"730","AT2G17940"
"731","AT2G18210"
"732","AT2G18270"
"733","AT2G18300"
"734","AT2G18650"
"735","AT2G18680"
"736","AT2G18917"
"737","AT2G18938"
"738","AT2G18970"
"739","AT2G19130"
"740","AT2G19330"
"741","AT2G19550"
"742","AT2G19900"
"743","AT2G19970"
"744","AT2G20080"
"745","AT2G20340"
"746","AT2G20880"
"747","AT2G21030"
"748","AT2G21080"
"749","AT2G21188"
"750","AT2G21280"
"751","AT2G21400"
"752","AT2G21430"
"753","AT2G21595"
"754","AT2G21820"
"755","AT2G21900"
"756","AT2G21960"
"757","AT2G22070"
"758","AT2G22290"
"759","AT2G22460"
"760","AT2G22600"
"761","AT2G22790"
"762","AT2G22821"
"763","AT2G22880"
"764","AT2G22905"
"765","AT2G22980"
"766","AT2G23060"
"767","AT2G23100"
"768","AT2G23130"
"769","AT2G23170"
"770","AT2G23410"
"771","AT2G23630"
"772","AT2G23680"
"773","AT2G23760"
"774","AT2G23770"
"775","AT2G23945"
"776","AT2G23987"
"777","AT2G24130"
"778","AT2G24220"
"779","AT2G24430"
"780","AT2G24560"
"781","AT2G24820"
"782","AT2G25090"
"783","AT2G25240"
"784","AT2G25409"
"785","AT2G25410"
"786","AT2G25510"
"787","AT2G25530"
"788","AT2G25940"
"789","AT2G26250"
"790","AT2G26290"
"791","AT2G26330"
"792","AT2G26380"
"793","AT2G26410"
"794","AT2G26420"
"795","AT2G26500"
"796","AT2G26515"
"797","AT2G26560"
"798","AT2G26740"
"799","AT2G26910"
"800","AT2G26975"
"801","AT2G27180"
"802","AT2G27389"
"803","AT2G27610"
"804","AT2G27690"
"805","AT2G28040"
"806","AT2G28210"
"807","AT2G28270"
"808","AT2G28560"
"809","AT2G28650"
"810","AT2G28710"
"811","AT2G28815"
"812","AT2G28930"
"813","AT2G29120"
"814","AT2G29320"
"815","AT2G29410"
"816","AT2G29430"
"817","AT2G29450"
"818","AT2G29460"
"819","AT2G29620"
"820","AT2G29720"
"821","AT2G29950"
"822","AT2G30230"
"823","AT2G30380"
"824","AT2G30570"
"825","AT2G30820"
"826","AT2G31160"
"827","AT2G31180"
"828","AT2G31380"
"829","AT2G31540"
"830","AT2G31560"
"831","AT2G31865"
"832","AT2G31910"
"833","AT2G31920"
"834","AT2G31980"
"835","AT2G31990"
"836","AT2G32100"
"837","AT2G32235"
"838","AT2G32487"
"839","AT2G32510"
"840","AT2G32610"
"841","AT2G32620"
"842","AT2G32630"
"843","AT2G32640"
"844","AT2G32750"
"845","AT2G32765"
"846","AT2G32795"
"847","AT2G32800"
"848","AT2G32890"
"849","AT2G32940"
"850","AT2G32960"
"851","AT2G33060"
"852","AT2G33130"
"853","AT2G33205"
"854","AT2G33240"
"855","AT2G33260"
"856","AT2G33750"
"857","AT2G33760"
"858","AT2G33855"
"859","AT2G34180"
"860","AT2G34330"
"861","AT2G34350"
"862","AT2G34360"
"863","AT2G34390"
"864","AT2G34400"
"865","AT2G34430"
"866","AT2G34510"
"867","AT2G34540"
"868","AT2G34580"
"869","AT2G34600"
"870","AT2G34850"
"871","AT2G34930"
"872","AT2G35150"
"873","AT2G35155"
"874","AT2G35290"
"875","AT2G35310"
"876","AT2G35340"
"877","AT2G35345"
"878","AT2G35420"
"879","AT2G35550"
"880","AT2G35660"
"881","AT2G35770"
"882","AT2G35935"
"883","AT2G35950"
"884","AT2G35960"
"885","AT2G35980"
"886","AT2G36026"
"887","AT2G36270"
"888","AT2G36295"
"889","AT2G36430"
"890","AT2G36630"
"891","AT2G36710"
"892","AT2G37000"
"893","AT2G37025"
"894","AT2G37290"
"895","AT2G37320"
"896","AT2G37580"
"897","AT2G37610"
"898","AT2G37700"
"899","AT2G38060"
"900","AT2G38250"
"901","AT2G38460"
"902","AT2G38465"
"903","AT2G38490"
"904","AT2G38720"
"905","AT2G38750"
"906","AT2G38823"
"907","AT2G39010"
"908","AT2G39230"
"909","AT2G39360"
"910","AT2G39400"
"911","AT2G39435"
"912","AT2G39620"
"913","AT2G39690"
"914","AT2G40020"
"915","AT2G40100"
"916","AT2G40340"
"917","AT2G40390"
"918","AT2G40460"
"919","AT2G40520"
"920","AT2G40670"
"921","AT2G40711"
"922","AT2G40720"
"923","AT2G40790"
"924","AT2G40850"
"925","AT2G40920"
"926","AT2G41090"
"927","AT2G41105"
"928","AT2G41170"
"929","AT2G41178"
"930","AT2G41180"
"931","AT2G41210"
"932","AT2G41230"
"933","AT2G41231"
"934","AT2G41240"
"935","AT2G41312"
"936","AT2G41370"
"937","AT2G41510"
"938","AT2G41730"
"939","AT2G41905"
"940","AT2G42340"
"941","AT2G42360"
"942","AT2G42440"
"943","AT2G42690"
"944","AT2G42850"
"945","AT2G42860"
"946","AT2G42940"
"947","AT2G42980"
"948","AT2G43230"
"949","AT2G43390"
"950","AT2G43470"
"951","AT2G43620"
"952","AT2G43660"
"953","AT2G43690"
"954","AT2G43745"
"955","AT2G43840"
"956","AT2G43870"
"957","AT2G43890"
"958","AT2G43930"
"959","AT2G44210"
"960","AT2G44230"
"961","AT2G44250"
"962","AT2G44290"
"963","AT2G44340"
"964","AT2G44390"
"965","AT2G44480"
