"","col_GC_c1.which.mclass....8...1."
"1","AT1G01070"
"2","AT1G01170"
"3","AT1G01225"
"4","AT1G01240"
"5","AT1G01290"
"6","AT1G01370"
"7","AT1G01448"
"8","AT1G01540"
"9","AT1G01640"
"10","AT1G01650"
"11","AT1G01770"
"12","AT1G01780"
"13","AT1G01990"
"14","AT1G02110"
"15","AT1G02120"
"16","AT1G02145"
"17","AT1G02150"
"18","AT1G02170"
"19","AT1G02280"
"20","AT1G02520"
"21","AT1G02610"
"22","AT1G02720"
"23","AT1G02730"
"24","AT1G02750"
"25","AT1G02880"
"26","AT1G02890"
"27","AT1G02950"
"28","AT1G02960"
"29","AT1G02990"
"30","AT1G03030"
"31","AT1G03060"
"32","AT1G03090"
"33","AT1G03250"
"34","AT1G03290"
"35","AT1G03365"
"36","AT1G03380"
"37","AT1G03475"
"38","AT1G03530"
"39","AT1G03680"
"40","AT1G03687"
"41","AT1G03730"
"42","AT1G03740"
"43","AT1G03780"
"44","AT1G03840"
"45","AT1G03970"
"46","AT1G04000"
"47","AT1G04020"
"48","AT1G04120"
"49","AT1G04130"
"50","AT1G04210"
"51","AT1G04230"
"52","AT1G04240"
"53","AT1G04280"
"54","AT1G04290"
"55","AT1G04300"
"56","AT1G04400"
"57","AT1G04433"
"58","AT1G04530"
"59","AT1G04550"
"60","AT1G04610"
"61","AT1G04770"
"62","AT1G04790"
"63","AT1G04830"
"64","AT1G04860"
"65","AT1G04900"
"66","AT1G04910"
"67","AT1G04970"
"68","AT1G05000"
"69","AT1G05055"
"70","AT1G05120"
"71","AT1G05170"
"72","AT1G05190"
"73","AT1G05213"
"74","AT1G05220"
"75","AT1G05270"
"76","AT1G05320"
"77","AT1G05340"
"78","AT1G05410"
"79","AT1G05470"
"80","AT1G05520"
"81","AT1G05560"
"82","AT1G05562"
"83","AT1G05575"
"84","AT1G05660"
"85","AT1G05710"
"86","AT1G05730"
"87","AT1G05750"
"88","AT1G05760"
"89","AT1G05805"
"90","AT1G05810"
"91","AT1G05830"
"92","AT1G05835"
"93","AT1G05860"
"94","AT1G05910"
"95","AT1G05970"
"96","AT1G06010"
"97","AT1G06060"
"98","AT1G06070"
"99","AT1G06090"
"100","AT1G06180"
"101","AT1G06190"
"102","AT1G06225"
"103","AT1G06450"
"104","AT1G06500"
"105","AT1G06560"
"106","AT1G06590"
"107","AT1G06620"
"108","AT1G06630"
"109","AT1G06650"
"110","AT1G06780"
"111","AT1G06790"
"112","AT1G06850"
"113","AT1G06930"
"114","AT1G06950"
"115","AT1G07040"
"116","AT1G07090"
"117","AT1G07200"
"118","AT1G07230"
"119","AT1G07250"
"120","AT1G07260"
"121","AT1G07323"
"122","AT1G07410"
"123","AT1G07510"
"124","AT1G07530"
"125","AT1G07570"
"126","AT1G07615"
"127","AT1G07640"
"128","AT1G07700"
"129","AT1G07780"
"130","AT1G07810"
"131","AT1G07970"
"132","AT1G07985"
"133","AT1G07990"
"134","AT1G08010"
"135","AT1G08030"
"136","AT1G08040"
"137","AT1G08043"
"138","AT1G08125"
"139","AT1G08130"
"140","AT1G08190"
"141","AT1G08220"
"142","AT1G08283"
"143","AT1G08320"
"144","AT1G08340"
"145","AT1G08350"
"146","AT1G08410"
"147","AT1G08420"
"148","AT1G08460"
"149","AT1G08477"
"150","AT1G08490"
"151","AT1G08530"
"152","AT1G08550"
"153","AT1G08590"
"154","AT1G08600"
"155","AT1G08620"
"156","AT1G08645"
"157","AT1G08657"
"158","AT1G08670"
"159","AT1G08680"
"160","AT1G08710"
"161","AT1G08750"
"162","AT1G08760"
"163","AT1G08803"
"164","AT1G08920"
"165","AT1G09010"
"166","AT1G09020"
"167","AT1G09290"
"168","AT1G09490"
"169","AT1G09700"
"170","AT1G09730"
"171","AT1G09795"
"172","AT1G09830"
"173","AT1G09850"
"174","AT1G09927"
"175","AT1G09932"
"176","AT1G09980"
"177","AT1G09995"
"178","AT1G10020"
"179","AT1G10130"
"180","AT1G10155"
"181","AT1G10170"
"182","AT1G10180"
"183","AT1G10310"
"184","AT1G10390"
"185","AT1G10410"
"186","AT1G10490"
"187","AT1G10600"
"188","AT1G10650"
"189","AT1G10660"
"190","AT1G10690"
"191","AT1G10700"
"192","AT1G10720"
"193","AT1G10740"
"194","AT1G10750"
"195","AT1G10780"
"196","AT1G10820"
"197","AT1G10850"
"198","AT1G10900"
"199","AT1G10910"
"200","AT1G10990"
"201","AT1G11080"
"202","AT1G11130"
"203","AT1G11185"
"204","AT1G11380"
"205","AT1G11390"
"206","AT1G11450"
"207","AT1G11530"
"208","AT1G11592"
"209","AT1G11660"
"210","AT1G11720"
"211","AT1G11740"
"212","AT1G11760"
"213","AT1G11780"
"214","AT1G11790"
"215","AT1G11820"
"216","AT1G11930"
"217","AT1G12020"
"218","AT1G12040"
"219","AT1G12050"
"220","AT1G12240"
"221","AT1G12350"
"222","AT1G12450"
"223","AT1G12560"
"224","AT1G12680"
"225","AT1G12930"
"226","AT1G12990"
"227","AT1G13000"
"228","AT1G13030"
"229","AT1G13080"
"230","AT1G13120"
"231","AT1G13160"
"232","AT1G13170"
"233","AT1G13195"
"234","AT1G13210"
"235","AT1G13300"
"236","AT1G13430"
"237","AT1G13460"
"238","AT1G13530"
"239","AT1G13570"
"240","AT1G13580"
"241","AT1G13620"
"242","AT1G13670"
"243","AT1G13830"
"244","AT1G13880"
"245","AT1G13900"
"246","AT1G13960"
"247","AT1G13990"
"248","AT1G14020"
"249","AT1G14080"
"250","AT1G14140"
"251","AT1G14160"
"252","AT1G14170"
"253","AT1G14230"
"254","AT1G14330"
"255","AT1G14340"
"256","AT1G14350"
"257","AT1G14360"
"258","AT1G14560"
"259","AT1G14820"
"260","AT1G14850"
"261","AT1G14910"
"262","AT1G14920"
"263","AT1G14990"
"264","AT1G15002"
"265","AT1G15030"
"266","AT1G15110"
"267","AT1G15130"
"268","AT1G15140"
"269","AT1G15220"
"270","AT1G15240"
"271","AT1G15330"
"272","AT1G15410"
"273","AT1G15470"
"274","AT1G15550"
"275","AT1G15570"
"276","AT1G15640"
"277","AT1G15660"
"278","AT1G15760"
"279","AT1G15800"
"280","AT1G15940"
"281","AT1G15970"
"282","AT1G16020"
"283","AT1G16220"
"284","AT1G16270"
"285","AT1G16280"
"286","AT1G16300"
"287","AT1G16320"
"288","AT1G16340"
"289","AT1G16430"
"290","AT1G16500"
"291","AT1G16520"
"292","AT1G16570"
"293","AT1G16710"
"294","AT1G16800"
"295","AT1G16970"
"296","AT1G17060"
"297","AT1G17110"
"298","AT1G17120"
"299","AT1G17160"
"300","AT1G17300"
"301","AT1G17360"
"302","AT1G17410"
"303","AT1G17500"
"304","AT1G17520"
"305","AT1G17550"
"306","AT1G17560"
"307","AT1G17690"
"308","AT1G17760"
"309","AT1G17780"
"310","AT1G17930"
"311","AT1G17980"
"312","AT1G18040"
"313","AT1G18160"
"314","AT1G18260"
"315","AT1G18270"
"316","AT1G18330"
"317","AT1G18340"
"318","AT1G18370"
"319","AT1G18460"
"320","AT1G18490"
"321","AT1G18580"
"322","AT1G18600"
"323","AT1G18630"
"324","AT1G18650"
"325","AT1G18700"
"326","AT1G18740"
"327","AT1G18745"
"328","AT1G18850"
"329","AT1G18950"
"330","AT1G18975"
"331","AT1G19050"
"332","AT1G19080"
"333","AT1G19110"
"334","AT1G19140"
"335","AT1G19170"
"336","AT1G19370"
"337","AT1G19430"
"338","AT1G19440"
"339","AT1G19450"
"340","AT1G19485"
"341","AT1G19520"
"342","AT1G19530"
"343","AT1G19710"
"344","AT1G19730"
"345","AT1G19770"
"346","AT1G19860"
"347","AT1G19968"
"348","AT1G19990"
"349","AT1G20370"
"350","AT1G20380"
"351","AT1G20410"
"352","AT1G20560"
"353","AT1G20620"
"354","AT1G20630"
"355","AT1G20640"
"356","AT1G20650"
"357","AT1G20670"
"358","AT1G20700"
"359","AT1G20760"
"360","AT1G20816"
"361","AT1G20823"
"362","AT1G20930"
"363","AT1G21010"
"364","AT1G21070"
"365","AT1G21160"
"366","AT1G21370"
"367","AT1G21380"
"368","AT1G21440"
"369","AT1G21480"
"370","AT1G21520"
"371","AT1G21560"
"372","AT1G21580"
"373","AT1G21600"
"374","AT1G21610"
"375","AT1G21680"
"376","AT1G21700"
"377","AT1G21730"
"378","AT1G21830"
"379","AT1G21840"
"380","AT1G21980"
"381","AT1G22050"
"382","AT1G22060"
"383","AT1G22070"
"384","AT1G22170"
"385","AT1G22180"
"386","AT1G22230"
"387","AT1G22280"
"388","AT1G22400"
"389","AT1G22470"
"390","AT1G22510"
"391","AT1G22610"
"392","AT1G22730"
"393","AT1G22740"
"394","AT1G22800"
"395","AT1G22850"
"396","AT1G22930"
"397","AT1G22950"
"398","AT1G23000"
"399","AT1G23060"
"400","AT1G23120"
"401","AT1G23380"
"402","AT1G23480"
"403","AT1G23710"
"404","AT1G23760"
"405","AT1G23780"
"406","AT1G23850"
"407","AT1G23890"
"408","AT1G23900"
"409","AT1G24160"
"410","AT1G24170"
"411","AT1G24190"
"412","AT1G24310"
"413","AT1G24440"
"414","AT1G24560"
"415","AT1G24610"
"416","AT1G24625"
"417","AT1G25320"
"418","AT1G25380"
"419","AT1G25500"
"420","AT1G25520"
"421","AT1G25580"
"422","AT1G26100"
"423","AT1G26120"
"424","AT1G26170"
"425","AT1G26180"
"426","AT1G26260"
"427","AT1G26450"
"428","AT1G26650"
"429","AT1G26660"
"430","AT1G26800"
"431","AT1G26820"
"432","AT1G26830"
"433","AT1G26840"
"434","AT1G26910"
"435","AT1G26930"
"436","AT1G26960"
"437","AT1G27030"
"438","AT1G27050"
"439","AT1G27100"
"440","AT1G27190"
"441","AT1G27210"
"442","AT1G27320"
"443","AT1G27380"
"444","AT1G27385"
"445","AT1G27440"
"446","AT1G27470"
"447","AT1G27510"
"448","AT1G27520"
"449","AT1G27565"
"450","AT1G27595"
"451","AT1G27630"
"452","AT1G27660"
"453","AT1G27695"
"454","AT1G27700"
"455","AT1G27730"
"456","AT1G27750"
"457","AT1G27760"
"458","AT1G27770"
"459","AT1G27840"
"460","AT1G27900"
"461","AT1G27921"
"462","AT1G28070"
"463","AT1G28100"
"464","AT1G28130"
"465","AT1G28140"
"466","AT1G28150"
"467","AT1G28190"
"468","AT1G28280"
"469","AT1G28340"
"470","AT1G28350"
"471","AT1G28410"
"472","AT1G28440"
