"","WS_c1.which.mclass....8...1."
"1","AT1G01040"
"2","AT1G01050"
"3","AT1G01120"
"4","AT1G01300"
"5","AT1G01430"
"6","AT1G01490"
"7","AT1G01510"
"8","AT1G01540"
"9","AT1G01610"
"10","AT1G01650"
"11","AT1G01720"
"12","AT1G01800"
"13","AT1G01910"
"14","AT1G02100"
"15","AT1G02120"
"16","AT1G02140"
"17","AT1G02305"
"18","AT1G02690"
"19","AT1G02730"
"20","AT1G02810"
"21","AT1G02900"
"22","AT1G02930"
"23","AT1G03060"
"24","AT1G03140"
"25","AT1G03230"
"26","AT1G03290"
"27","AT1G03350"
"28","AT1G03370"
"29","AT1G03380"
"30","AT1G03820"
"31","AT1G03860"
"32","AT1G03900"
"33","AT1G03910"
"34","AT1G04190"
"35","AT1G04200"
"36","AT1G04210"
"37","AT1G04220"
"38","AT1G04280"
"39","AT1G04300"
"40","AT1G04440"
"41","AT1G04510"
"42","AT1G04690"
"43","AT1G04750"
"44","AT1G04780"
"45","AT1G04790"
"46","AT1G04810"
"47","AT1G04860"
"48","AT1G04870"
"49","AT1G05000"
"50","AT1G05150"
"51","AT1G05180"
"52","AT1G05347"
"53","AT1G05380"
"54","AT1G05500"
"55","AT1G05520"
"56","AT1G05620"
"57","AT1G05830"
"58","AT1G05890"
"59","AT1G05910"
"60","AT1G05940"
"61","AT1G05960"
"62","AT1G06000"
"63","AT1G06002"
"64","AT1G06110"
"65","AT1G06150"
"66","AT1G06200"
"67","AT1G06230"
"68","AT1G06290"
"69","AT1G06390"
"70","AT1G06530"
"71","AT1G06540"
"72","AT1G06670"
"73","AT1G06700"
"74","AT1G06720"
"75","AT1G06780"
"76","AT1G06820"
"77","AT1G06840"
"78","AT1G06890"
"79","AT1G06900"
"80","AT1G07080"
"81","AT1G07200"
"82","AT1G07210"
"83","AT1G07360"
"84","AT1G07420"
"85","AT1G07510"
"86","AT1G07750"
"87","AT1G07780"
"88","AT1G07790"
"89","AT1G07810"
"90","AT1G07820"
"91","AT1G07990"
"92","AT1G08130"
"93","AT1G08260"
"94","AT1G08420"
"95","AT1G08450"
"96","AT1G08480"
"97","AT1G08490"
"98","AT1G08510"
"99","AT1G08570"
"100","AT1G08590"
"101","AT1G08592"
"102","AT1G08600"
"103","AT1G08620"
"104","AT1G08650"
"105","AT1G08680"
"106","AT1G08820"
"107","AT1G08830"
"108","AT1G08880"
"109","AT1G08920"
"110","AT1G08980"
"111","AT1G09010"
"112","AT1G09020"
"113","AT1G09060"
"114","AT1G09140"
"115","AT1G09200"
"116","AT1G09270"
"117","AT1G09330"
"118","AT1G09420"
"119","AT1G09430"
"120","AT1G09560"
"121","AT1G09660"
"122","AT1G09730"
"123","AT1G09740"
"124","AT1G09760"
"125","AT1G09840"
"126","AT1G10130"
"127","AT1G10170"
"128","AT1G10180"
"129","AT1G10200"
"130","AT1G10370"
"131","AT1G10390"
"132","AT1G10410"
"133","AT1G10580"
"134","AT1G10590"
"135","AT1G10630"
"136","AT1G10682"
"137","AT1G10740"
"138","AT1G10900"
"139","AT1G10910"
"140","AT1G10940"
"141","AT1G11260"
"142","AT1G11480"
"143","AT1G11545"
"144","AT1G11660"
"145","AT1G11670"
"146","AT1G11820"
"147","AT1G11870"
"148","AT1G11930"
"149","AT1G12040"
"150","AT1G12050"
"151","AT1G12120"
"152","AT1G12140"
"153","AT1G12200"
"154","AT1G12270"
"155","AT1G12310"
"156","AT1G12320"
"157","AT1G12360"
"158","AT1G12430"
"159","AT1G12440"
"160","AT1G12470"
"161","AT1G12500"
"162","AT1G12580"
"163","AT1G12760"
"164","AT1G12780"
"165","AT1G12820"
"166","AT1G13020"
"167","AT1G13060"
"168","AT1G13080"
"169","AT1G13090"
"170","AT1G13110"
"171","AT1G13160"
"172","AT1G13170"
"173","AT1G13260"
"174","AT1G13280"
"175","AT1G13300"
"176","AT1G13320"
"177","AT1G13360"
"178","AT1G13420"
"179","AT1G13560"
"180","AT1G13640"
"181","AT1G13670"
"182","AT1G13730"
"183","AT1G13980"
"184","AT1G14000"
"185","AT1G14040"
"186","AT1G14210"
"187","AT1G14570"
"188","AT1G14620"
"189","AT1G14650"
"190","AT1G14690"
"191","AT1G14710"
"192","AT1G14720"
"193","AT1G14730"
"194","AT1G14740"
"195","AT1G14850"
"196","AT1G14870"
"197","AT1G14910"
"198","AT1G14920"
"199","AT1G14980"
"200","AT1G15060"
"201","AT1G15100"
"202","AT1G15120"
"203","AT1G15130"
"204","AT1G15200"
"205","AT1G15240"
"206","AT1G15280"
"207","AT1G15340"
"208","AT1G15390"
"209","AT1G15410"
"210","AT1G15440"
"211","AT1G15740"
"212","AT1G15780"
"213","AT1G16010"
"214","AT1G16210"
"215","AT1G16240"
"216","AT1G16270"
"217","AT1G16350"
"218","AT1G16460"
"219","AT1G16470"
"220","AT1G16560"
"221","AT1G16700"
"222","AT1G16710"
"223","AT1G16860"
"224","AT1G16870"
"225","AT1G16890"
"226","AT1G16920"
"227","AT1G17110"
"228","AT1G17140"
"229","AT1G17170"
"230","AT1G17190"
"231","AT1G17210"
"232","AT1G17360"
"233","AT1G17470"
"234","AT1G17500"
"235","AT1G17580"
"236","AT1G17620"
"237","AT1G17720"
"238","AT1G17860"
"239","AT1G17880"
"240","AT1G17890"
"241","AT1G17980"
"242","AT1G18140"
"243","AT1G18150"
"244","AT1G18160"
"245","AT1G18210"
"246","AT1G18250"
"247","AT1G18260"
"248","AT1G18330"
"249","AT1G18450"
"250","AT1G18460"
"251","AT1G18470"
"252","AT1G18500"
"253","AT1G18590"
"254","AT1G18620"
"255","AT1G18640"
"256","AT1G18660"
"257","AT1G18670"
"258","AT1G18720"
"259","AT1G18740"
"260","AT1G18840"
"261","AT1G18870"
"262","AT1G18910"
"263","AT1G18950"
"264","AT1G18980"
"265","AT1G19110"
"266","AT1G19180"
"267","AT1G19360"
"268","AT1G19520"
"269","AT1G19600"
"270","AT1G19800"
"271","AT1G19835"
"272","AT1G19880"
"273","AT1G20050"
"274","AT1G20090"
"275","AT1G20100"
"276","AT1G20110"
"277","AT1G20160"
"278","AT1G20200"
"279","AT1G20220"
"280","AT1G20510"
"281","AT1G20560"
"282","AT1G20693"
"283","AT1G20696"
"284","AT1G20760"
"285","AT1G20850"
"286","AT1G20900"
"287","AT1G20920"
"288","AT1G20970"
"289","AT1G21080"
"290","AT1G21170"
"291","AT1G21380"
"292","AT1G21580"
"293","AT1G21590"
"294","AT1G21640"
"295","AT1G21660"
"296","AT1G21720"
"297","AT1G21900"
"298","AT1G21980"
"299","AT1G22060"
"300","AT1G22190"
"301","AT1G22200"
"302","AT1G22360"
"303","AT1G22440"
"304","AT1G22500"
"305","AT1G22610"
"306","AT1G22750"
"307","AT1G22770"
"308","AT1G23030"
"309","AT1G23180"
"310","AT1G23230"
"311","AT1G23330"
"312","AT1G23390"
"313","AT1G23400"
"314","AT1G23800"
"315","AT1G23870"
"316","AT1G23900"
"317","AT1G24050"
"318","AT1G24100"
"319","AT1G24160"
"320","AT1G24170"
"321","AT1G24190"
"322","AT1G24280"
"323","AT1G24300"
"324","AT1G24340"
"325","AT1G24460"
"326","AT1G24560"
"327","AT1G24610"
"328","AT1G24706"
"329","AT1G24764"
"330","AT1G25260"
"331","AT1G25275"
"332","AT1G25280"
"333","AT1G25350"
"334","AT1G25530"
"335","AT1G25550"
"336","AT1G25570"
"337","AT1G26255"
"338","AT1G26270"
"339","AT1G26460"
"340","AT1G26550"
"341","AT1G26580"
"342","AT1G26670"
"343","AT1G26770"
"344","AT1G26830"
"345","AT1G26880"
"346","AT1G27000"
"347","AT1G27020"
"348","AT1G27100"
"349","AT1G27190"
"350","AT1G27310"
"351","AT1G27320"
"352","AT1G27340"
"353","AT1G27430"
"354","AT1G27470"
"355","AT1G27510"
"356","AT1G27530"
"357","AT1G27595"
"358","AT1G27650"
"359","AT1G27730"
"360","AT1G27760"
"361","AT1G27770"
"362","AT1G27970"
"363","AT1G28130"
"364","AT1G28320"
"365","AT1G28330"
"366","AT1G28340"
"367","AT1G28350"
"368","AT1G28380"
"369","AT1G28390"
"370","AT1G28420"
"371","AT1G28440"
"372","AT1G28580"
"373","AT1G28680"
"374","AT1G29025"
"375","AT1G29050"
"376","AT1G29120"
"377","AT1G29250"
"378","AT1G29280"
"379","AT1G29310"
"380","AT1G29340"
"381","AT1G29370"
"382","AT1G29400"
"383","AT1G29850"
"384","AT1G29940"
"385","AT1G29950"
"386","AT1G29980"
"387","AT1G30130"
"388","AT1G30330"
"389","AT1G30410"
"390","AT1G30420"
"391","AT1G30440"
"392","AT1G30450"
"393","AT1G30470"
"394","AT1G30490"
"395","AT1G30590"
"396","AT1G30630"
"397","AT1G30680"
"398","AT1G30750"
"399","AT1G30820"
"400","AT1G30870"
"401","AT1G30880"
"402","AT1G30900"
"403","AT1G30970"
