"","X","WS_c1.which.mclass....8...1."
"428",428,"AT1G33700"
"2049",2049,"AT4G01450"
"130",130,"AT1G10370"
"918",918,"AT2G17720"
"1030",1030,"AT2G26570"
"1062",1062,"AT2G28510"
"2709",2709,"AT5G12940"
"1173",1173,"AT2G37130"
"875",875,"AT2G09990"
"942",942,"AT2G19880"
"137",137,"AT1G10740"
"2925",2925,"AT5G27330"
"1959",1959,"AT3G58510"
"529",529,"AT1G53510"
"2317",2317,"AT4G26230"
"1193",1193,"AT2G38290"
"3047",3047,"AT5G44750"
"1217",1217,"AT2G39960"
"1995",1995,"AT3G61600"
"2229",2229,"AT4G19006"
"266",266,"AT1G19180"
"1429",1429,"AT3G06050"
"1710",1710,"AT3G25560"
"1521",1521,"AT3G12760"
"2567",2567,"AT5G01810"
"2192",2192,"AT4G15780"
"1245",1245,"AT2G41660"
"720",720,"AT1G73620"
"161",161,"AT1G12500"
"3058",3058,"AT5G45620"
"2035",2035,"AT4G00700"
"1726",1726,"AT3G26720"
"3001",3001,"AT5G42130"
"3005",3005,"AT5G42300"
"2875",2875,"AT5G23190"
"703",703,"AT1G72440"
"1939",1939,"AT3G57300"
"876",876,"AT2G11890"
"128",128,"AT1G10180"
"3010",3010,"AT5G42620"
"2699",2699,"AT5G12200"
"2915",2915,"AT5G26030"
"1530",1530,"AT3G13200"
"962",962,"AT2G21300"
"71",71,"AT1G06540"
"747",747,"AT1G75800"
"144",144,"AT1G11660"
"1524",1524,"AT3G13040"
"2477",2477,"AT4G35350"
"503",503,"AT1G51630"
"3256",3256,"AT5G60620"
"1101",1101,"AT2G31810"
"1747",1747,"AT3G27884"
"69",69,"AT1G06390"
"1855",1855,"AT3G51330"
"2771",2771,"AT5G16390"
"2888",2888,"AT5G24120"
"1406",1406,"AT3G04600"
"3102",3102,"AT5G48960"
"416",416,"AT1G32210"
"836",836,"AT2G01600"
"1818",1818,"AT3G47910"
"222",222,"AT1G16710"
"2916",2916,"AT5G26600"
"908",908,"AT2G17200"
"1032",1032,"AT2G26730"
"1988",1988,"AT3G61010"
"986",986,"AT2G22900"
"2885",2885,"AT5G23890"
"1791",1791,"AT3G45190"
"1394",1394,"AT3G03520"
"2952",2952,"AT5G36180"
"2851",2851,"AT5G20840"
"2541",2541,"AT4G39460"
"624",624,"AT1G64650"
"171",171,"AT1G13160"
"2266",2266,"AT4G22010"
"1082",1082,"AT2G30050"
"2241",2241,"AT4G19860"
"417",417,"AT1G32440"
"886",886,"AT2G14720"
"2842",2842,"AT5G20350"
"2791",2791,"AT5G17530"
"775",775,"AT1G78060"
"1692",1692,"AT3G24050"
"3298",3298,"AT5G63590"
"936",936,"AT2G19520"
"142",142,"AT1G11480"
"259",259,"AT1G18740"
"3011",3011,"AT5G42740"
"916",916,"AT2G17520"
"2710",2710,"AT5G12950"
"1493",1493,"AT3G10985"
"504",504,"AT1G51690"
"2173",2173,"AT4G14420"
"1185",1185,"AT2G37570"
"518",518,"AT1G52980"
"2348",2348,"AT4G28440"
"979",979,"AT2G22500"
"2102",2102,"AT4G08310"
"1056",1056,"AT2G27950"
"1164",1164,"AT2G36490"
"281",281,"AT1G20560"
"2091",2091,"AT4G04950"
"1148",1148,"AT2G35800"
"1284",1284,"AT2G44310"
"895",895,"AT2G16430"
"3348",3348,"AT5G66240"
"512",512,"AT1G52410"
"2724",2724,"AT5G13560"
"2642",2642,"AT5G08080"
"795",795,"AT1G79210"
"2081",2081,"AT4G03415"
"2896",2896,"AT5G24670"
"411",411,"AT1G31810"
"3251",3251,"AT5G60170"
"429",429,"AT1G33750"
"1984",1984,"AT3G60330"
"610",610,"AT1G63640"
"2676",2676,"AT5G10490"
"1989",1989,"AT3G61110"
"2441",2441,"AT4G33260"
"2324",2324,"AT4G26570"
"3046",3046,"AT5G44720"
"1542",1542,"AT3G13610"
"3252",3252,"AT5G60410"
"2985",2985,"AT5G40580"
"569",569,"AT1G58360"
"2243",2243,"AT4G20110"
"949",949,"AT2G20280"
"2109",2109,"AT4G08850"
"1054",1054,"AT2G27840"
"2804",2804,"AT5G18480"
"1252",1252,"AT2G42230"
"2833",2833,"AT5G19900"
"3178",3178,"AT5G55600"
"3349",3349,"AT5G66280"
"1116",1116,"AT2G33210"
"3357",3357,"AT5G67070"
"1259",1259,"AT2G42570"
"2761",2761,"AT5G15680"
"1623",1623,"AT3G18860"
"333",333,"AT1G25350"
"3126",3126,"AT5G51430"
"2489",2489,"AT4G36195"
"2407",2407,"AT4G31880"
"467",467,"AT1G48090"
"3030",3030,"AT5G43810"
"282",282,"AT1G20693"
"215",215,"AT1G16240"
"2516",2516,"AT4G38200"
"2476",2476,"AT4G35300"
"1629",1629,"AT3G19130"
"1528",1528,"AT3G13080"
"1697",1697,"AT3G24550"
"1827",1827,"AT3G48750"
"1560",1560,"AT3G14570"
"1399",1399,"AT3G04080"
"2823",2823,"AT5G19350"
"3354",3354,"AT5G66850"
"436",436,"AT1G34370"
"2683",2683,"AT5G11040"
"1711",1711,"AT3G25585"
"2696",2696,"AT5G12080"
"3168",3168,"AT5G55120"
"2329",2329,"AT4G26840"
"198",198,"AT1G14920"
"868",868,"AT2G05170"
"1063",1063,"AT2G28520"
"103",103,"AT1G08620"
"975",975,"AT2G22300"
"1097",1097,"AT2G31740"
"2714",2714,"AT5G13100"
"768",768,"AT1G77610"
"1884",1884,"AT3G53540"
"2923",2923,"AT5G27120"
"153",153,"AT1G12200"
"904",904,"AT2G16940"
"515",515,"AT1G52740"
"616",616,"AT1G64060"
"2900",2900,"AT5G24770"
"482",482,"AT1G49430"
"947",947,"AT2G20230"
"3206",3206,"AT5G57360"
"1502",1502,"AT3G11590"
"1008",1008,"AT2G24940"
"359",359,"AT1G27730"
"2253",2253,"AT4G20960"
"2132",2132,"AT4G11220"
"455",455,"AT1G45000"
"1098",1098,"AT2G31750"
"2387",2387,"AT4G30670"
"954",954,"AT2G20530"
"2583",2583,"AT5G03520"
"1471",1471,"AT3G09300"
"1862",1862,"AT3G51740"
"2075",2075,"AT4G03020"
"1085",1085,"AT2G30600"
"2345",2345,"AT4G28210"
"1704",1704,"AT3G25190"
"1867",1867,"AT3G52060"
"3286",3286,"AT5G62650"
"938",938,"AT2G19570"
"878",878,"AT2G12400"
"1397",1397,"AT3G03940"
"2929",2929,"AT5G27540"
"730",730,"AT1G74270"
"1635",1635,"AT3G19680"
"3091",3091,"AT5G48360"
"3197",3197,"AT5G56900"
"2296",2296,"AT4G24740"
"2926",2926,"AT5G27350"
"1485",1485,"AT3G10610"
"1903",1903,"AT3G54650"
"635",635,"AT1G65820"
"951",951,"AT2G20330"
"2312",2312,"AT4G25900"
"1287",1287,"AT2G44520"
"334",334,"AT1G25530"
"174",174,"AT1G13280"
"1220",1220,"AT2G40060"
"251",251,"AT1G18470"
"3327",3327,"AT5G65110"
"2352",2352,"AT4G28600"
"1475",1475,"AT3G09810"
"1213",1213,"AT2G39800"
"3029",3029,"AT5G43760"
"1575",1575,"AT3G15610"
"1055",1055,"AT2G27900"
"2488",2488,"AT4G36190"
"212",212,"AT1G15780"
"2564",2564,"AT5G01720"
"2592",2592,"AT5G04130"
"3234",3234,"AT5G58710"
"1968",1968,"AT3G59100"
"3244",3244,"AT5G59732"
"392",392,"AT1G30450"
"469",469,"AT1G48230"
"3113",3113,"AT5G50310"
"2593",2593,"AT5G04170"
"1274",1274,"AT2G43610"
"2618",2618,"AT5G05960"
"3187",3187,"AT5G56220"
"2685",2685,"AT5G11420"
"488",488,"AT1G49960"
"2483",2483,"AT4G35920"
"1913",1913,"AT3G55220"
"214",214,"AT1G16210"
"2509",2509,"AT4G37540"
"114",114,"AT1G09140"
"496",496,"AT1G50500"
"2204",2204,"AT4G16830"
"1157",1157,"AT2G36070"
"1501",1501,"AT3G11540"
"3280",3280,"AT5G62050"
"3300",3300,"AT5G63680"
"3319",3319,"AT5G64430"
"2496",2496,"AT4G36760"
"2694",2694,"AT5G11980"
"560",560,"AT1G56200"
"1687",1687,"AT3G23830"
"2149",2149,"AT4G12610"
"1690",1690,"AT3G23920"
"1080",1080,"AT2G29970"
"1453",1453,"AT3G07560"
"882",882,"AT2G13820"
"1751",1751,"AT3G28345"
"1541",1541,"AT3G13580"
"1512",1512,"AT3G12360"
"3137",3137,"AT5G52560"
"1752",1752,"AT3G28690"
"1452",1452,"AT3G07390"
"420",420,"AT1G32920"
"1532",1532,"AT3G13310"
"1543",1543,"AT3G13690"
"777",777,"AT1G78100"
"2388",2388,"AT4G30760"
"816",816,"AT1G80460"
"1556",1556,"AT3G14290"
"46",46,"AT1G04810"
"408",408,"AT1G31650"
"2698",2698,"AT5G12140"
"542",542,"AT1G54610"
"2974",2974,"AT5G38830"
"3344",3344,"AT5G66140"
"1390",1390,"AT3G03100"
"2401",2401,"AT4G31300"
"1277",1277,"AT2G43790"
"1758",1758,"AT3G29160"
"2553",2553,"AT5G01010"
"1630",1630,"AT3G19190"
"2607",2607,"AT5G04920"
"3360",3360,"AT5G67250"
"2432",2432,"AT4G32850"
"2326",2326,"AT4G26690"
"1795",1795,"AT3G45640"
"1599",1599,"AT3G17210"
"3305",3305,"AT5G63930"
"1807",1807,"AT3G46510"
"2942",2942,"AT5G35460"
"633",633,"AT1G65580"
"2140",2140,"AT4G11960"
"2409",2409,"AT4G32010"
"1289",1289,"AT2G44610"
"2080",2080,"AT4G03390"
"190",190,"AT1G14690"
"110",110,"AT1G08980"
"2518",2518,"AT4G38250"
"116",116,"AT1G09270"
"1811",1811,"AT3G46620"
"718",718,"AT1G73540"
"634",634,"AT1G65720"
"2417",2417,"AT4G32400"
"1612",1612,"AT3G18035"
"1092",1092,"AT2G31280"
"933",933,"AT2G18900"
"525",525,"AT1G53430"
"1100",1100,"AT2G31800"
"1091",1091,"AT2G31170"
"1479",1479,"AT3G10050"
"233",233,"AT1G17470"
"1353",1353,"AT3G01180"
"3057",3057,"AT5G45500"
"299",299,"AT1G22060"
"1241",1241,"AT2G41540"
"3241",3241,"AT5G59550"
"627",627,"AT1G64950"
"2834",2834,"AT5G19990"
"1636",1636,"AT3G19740"
"1712",1712,"AT3G25710"
"3105",3105,"AT5G49680"
"1440",1440,"AT3G06720"
"2749",2749,"AT5G14760"
"2008",2008,"AT3G62720"
"342",342,"AT1G26670"
"940",940,"AT2G19830"
"2645",2645,"AT5G08180"
"2287",2287,"AT4G24140"
"646",646,"AT1G67330"
"3201",3201,"AT5G57090"
"2501",2501,"AT4G37120"
"423",423,"AT1G33170"
"2116",2116,"AT4G09695"
"2609",2609,"AT5G04950"
"1120",1120,"AT2G33620"
"1720",1720,"AT3G26330"
"1076",1076,"AT2G29660"
"2597",2597,"AT5G04440"
"2088",2088,"AT4G04885"
"1673",1673,"AT3G22845"
"112",112,"AT1G09020"
"1117",1117,"AT2G33330"
"382",382,"AT1G29400"
"79",79,"AT1G06900"
"2128",2128,"AT4G10930"
"2874",2874,"AT5G23150"
"2633",2633,"AT5G07370"
"994",994,"AT2G23610"
"2454",2454,"AT4G33740"
"3067",3067,"AT5G46760"
"1765",1765,"AT3G42170"
"3088",3088,"AT5G48110"
"2605",2605,"AT5G04860"
"96",96,"AT1G08480"
"3033",3033,"AT5G43960"
"1806",1806,"AT3G46290"
"507",507,"AT1G51760"
"2578",2578,"AT5G02880"
"2965",2965,"AT5G37830"
"766",766,"AT1G77510"
"267",267,"AT1G19360"
"36",36,"AT1G04210"
"304",304,"AT1G22500"
"275",275,"AT1G20100"
"2429",2429,"AT4G32720"
"1264",1264,"AT2G42790"
"2448",2448,"AT4G33530"
"254",254,"AT1G18620"
"1320",1320,"AT2G46560"
"2546",2546,"AT4G39730"
"3038",3038,"AT5G44110"
"1814",1814,"AT3G46960"
"386",386,"AT1G29980"
"2722",2722,"AT5G13530"
"462",462,"AT1G47670"
"608",608,"AT1G63010"
"444",444,"AT1G36980"
"1350",1350,"AT2G48130"
"508",508,"AT1G51830"
"2101",2101,"AT4G08280"
"2787",2787,"AT5G17010"
"1876",1876,"AT3G52800"
"421",421,"AT1G33040"
"2972",2972,"AT5G38530"
"2668",2668,"AT5G10010"
"3186",3186,"AT5G56140"
"2670",2670,"AT5G10130"
"1021",1021,"AT2G25790"
"652",652,"AT1G67785"
"131",131,"AT1G10390"
"1466",1466,"AT3G08943"
"760",760,"AT1G77030"
"486",486,"AT1G49670"
"173",173,"AT1G13260"
"544",544,"AT1G54690"
"2643",2643,"AT5G08130"
"273",273,"AT1G20050"
"2205",2205,"AT4G17100"
"1473",1473,"AT3G09570"
"1544",1544,"AT3G13772"
"3293",3293,"AT5G63320"
"3194",3194,"AT5G56670"
"3115",3115,"AT5G50460"
"2214",2214,"AT4G17870"
"2390",2390,"AT4G30850"
"106",106,"AT1G08820"
"473",473,"AT1G48540"
"758",758,"AT1G76900"
"912",912,"AT2G17290"
"2912",2912,"AT5G25780"
"1269",1269,"AT2G43360"
"396",396,"AT1G30630"
"1603",1603,"AT3G17465"
"1280",1280,"AT2G44040"
"2327",2327,"AT4G26710"
"25",25,"AT1G03230"
"1908",1908,"AT3G55010"
"3117",3117,"AT5G50900"
"1012",1012,"AT2G25140"
"2221",2221,"AT4G18360"
"1454",1454,"AT3G07660"
"1398",1398,"AT3G03990"
"1417",1417,"AT3G05220"
"493",493,"AT1G50410"
"522",522,"AT1G53280"
"3287",3287,"AT5G62680"
"1520",1520,"AT3G12740"
"3151",3151,"AT5G53850"
"120",120,"AT1G09560"
"937",937,"AT2G19540"
"1802",1802,"AT3G46010"
"191",191,"AT1G14710"
"3255",3255,"AT5G60570"
"1357",1357,"AT3G01340"
"448",448,"AT1G43190"
"206",206,"AT1G15280"
"913",913,"AT2G17340"
"2131",2131,"AT4G11160"
"1689",1689,"AT3G23900"
"1956",1956,"AT3G58050"
"1492",1492,"AT3G10850"
"1743",1743,"AT3G27530"
"2174",2174,"AT4G14440"
"454",454,"AT1G44750"
"1555",1555,"AT3G14270"
"494",494,"AT1G50430"
"1682",1682,"AT3G23640"
"1868",1868,"AT3G52220"
"3213",3213,"AT5G57710"
"74",74,"AT1G06720"
"2728",2728,"AT5G13680"
"2795",2795,"AT5G17910"
"645",645,"AT1G67328"
"3109",3109,"AT5G49890"
"172",172,"AT1G13170"
"2406",2406,"AT4G31810"
"2650",2650,"AT5G08420"
"186",186,"AT1G14210"
"2615",2615,"AT5G05660"
"796",796,"AT1G79270"
"1662",1662,"AT3G21865"
"1132",1132,"AT2G34560"
"1152",1152,"AT2G35860"
"1678",1678,"AT3G23300"
"1696",1696,"AT3G24480"
"1546",1546,"AT3G13882"
"426",426,"AT1G33470"
"829",829,"AT2G01270"
"860",860,"AT2G04160"
"2505",2505,"AT4G37330"
"2422",2422,"AT4G32530"
"2940",2940,"AT5G35200"
"2858",2858,"AT5G21274"
"2025",2025,"AT4G00060"
"1186",1186,"AT2G37630"
"2197",2197,"AT4G16180"
"2984",2984,"AT5G40510"
"3246",3246,"AT5G59820"
"763",763,"AT1G77300"
"3021",3021,"AT5G43330"
"2227",2227,"AT4G18820"
"3077",3077,"AT5G47570"
"1204",1204,"AT2G39080"
"3023",3023,"AT5G43400"
"1495",1495,"AT3G11250"
"3232",3232,"AT5G58560"
"11",11,"AT1G01720"
"804",804,"AT1G79730"
"1227",1227,"AT2G40590"
"2333",2333,"AT4G26940"
"302",302,"AT1G22360"
"2153",2153,"AT4G12980"
"1982",1982,"AT3G60250"
"3147",3147,"AT5G53500"
"1655",1655,"AT3G21070"
"649",649,"AT1G67580"
"3055",3055,"AT5G45480"
"1976",1976,"AT3G59910"
"3370",3370,"AT5G67560"
"748",748,"AT1G75820"
"862",862,"AT2G04350"
"3322",3322,"AT5G64500"
"547",547,"AT1G54970"
"2263",2263,"AT4G21790"
"3258",3258,"AT5G60670"
"2910",2910,"AT5G25754"
"854",854,"AT2G03220"
"240",240,"AT1G17890"
"2508",2508,"AT4G37520"
"1931",1931,"AT3G56490"
"843",843,"AT2G02050"
"2498",2498,"AT4G36860"
"3269",3269,"AT5G61240"
"2647",2647,"AT5G08260"
"3275",3275,"AT5G61530"
"1086",1086,"AT2G30700"
"2751",2751,"AT5G14950"
"3202",3202,"AT5G57120"
"3100",3100,"AT5G48880"
"1835",1835,"AT3G49470"
"2344",2344,"AT4G28200"
"1074",1074,"AT2G29490"
"1130",1130,"AT2G34357"
"1708",1708,"AT3G25530"
"787",787,"AT1G78860"
"1418",1418,"AT3G05280"
"2386",2386,"AT4G30490"
"1486",1486,"AT3G10650"
"1637",1637,"AT3G19830"
"2257",2257,"AT4G21450"
"592",592,"AT1G60900"
"670",670,"AT1G69460"
"418",418,"AT1G32490"
"3233",3233,"AT5G58620"
"3301",3301,"AT5G63780"
"2558",2558,"AT5G01215"
"790",790,"AT1G79000"
"1155",1155,"AT2G35940"
"1838",1838,"AT3G49530"
"1356",1356,"AT3G01320"
"2018",2018,"AT3G63210"
"337",337,"AT1G26255"
"2630",2630,"AT5G07220"
"2269",2269,"AT4G22212"
"2878",2878,"AT5G23450"
"2492",2492,"AT4G36520"
"1457",1457,"AT3G07790"
"2133",2133,"AT4G11240"
"519",519,"AT1G53050"
"2970",2970,"AT5G38150"
"412",412,"AT1G31930"
"2231",2231,"AT4G19030"
"956",956,"AT2G20630"
"880",880,"AT2G13440"
"1332",1332,"AT2G47410"
"564",564,"AT1G56700"
"755",755,"AT1G76850"
"401",401,"AT1G30880"
"594",594,"AT1G60960"
"325",325,"AT1G24460"
"2816",2816,"AT5G19010"
"3036",3036,"AT5G44090"
"885",885,"AT2G14260"
"147",147,"AT1G11870"
"2072",2072,"AT4G02715"
"2353",2353,"AT4G28610"
"1857",1857,"AT3G51460"
"2402",2402,"AT4G31310"
"1480",1480,"AT3G10160"
"1769",1769,"AT3G43520"
"825",825,"AT1G80920"
"541",541,"AT1G54490"
"2314",2314,"AT4G26080"
"3087",3087,"AT5G48070"
"1334",1334,"AT2G47440"
"2444",2444,"AT4G33360"
"2537",2537,"AT4G39260"
"1754",1754,"AT3G28720"
"555",555,"AT1G55690"
"801",801,"AT1G79650"
"3242",3242,"AT5G59690"
"1137",1137,"AT2G34970"
"632",632,"AT1G65540"
"2686",2686,"AT5G11490"
"398",398,"AT1G30750"
"3128",3128,"AT5G51660"
"2638",2638,"AT5G07920"
"2252",2252,"AT4G20860"
"369",369,"AT1G28390"
"1856",1856,"AT3G51370"
"2394",2394,"AT4G31040"
"1251",1251,"AT2G42210"
"1041",1041,"AT2G27040"
"2703",2703,"AT5G12370"
"2717",2717,"AT5G13280"
"255",255,"AT1G18640"
"1291",1291,"AT2G44760"
"343",343,"AT1G26770"
"1351",1351,"AT2G48140"
"2453",2453,"AT4G33670"
"2343",2343,"AT4G27960"
"2999",2999,"AT5G42090"
"2458",2458,"AT4G34030"
"2262",2262,"AT4G21710"
"384",384,"AT1G29940"
"1878",1878,"AT3G53110"
"442",442,"AT1G36060"
"1773",1773,"AT3G43800"
"2585",2585,"AT5G03545"
"2908",2908,"AT5G25520"
"1981",1981,"AT3G60210"
"1467",1467,"AT3G08960"
"1810",1810,"AT3G46600"
"2480",2480,"AT4G35785"
"2901",2901,"AT5G24780"
"1614",1614,"AT3G18130"
"877",877,"AT2G11910"
"2121",2121,"AT4G10430"
"1932",1932,"AT3G56590"
"434",434,"AT1G34190"
"1229",1229,"AT2G40730"
"1359",1359,"AT3G01460"
"3096",3096,"AT5G48580"
"3155",3155,"AT5G54380"
"2234",2234,"AT4G19200"
"2",2,"AT1G01050"
"1344",1344,"AT2G47960"
"64",64,"AT1G06110"
"3312",3312,"AT5G64220"
"2115",2115,"AT4G09670"
"1045",1045,"AT2G27170"
"2742",2742,"AT5G14430"
"577",577,"AT1G59890"
"1615",1615,"AT3G18140"
"2740",2740,"AT5G14270"
"2199",2199,"AT4G16380"
"631",631,"AT1G65280"
"1513",1513,"AT3G12490"
"3294",3294,"AT5G63370"
"2233",2233,"AT4G19160"
"667",667,"AT1G69340"
"858",858,"AT2G03640"
"2765",2765,"AT5G16110"
"2385",2385,"AT4G30460"
"1783",1783,"AT3G44730"
"2572",2572,"AT5G02270"
"746",746,"AT1G75660"
"2031",2031,"AT4G00570"
"1184",1184,"AT2G37550"
"527",527,"AT1G53470"
"2898",2898,"AT5G24740"
"380",380,"AT1G29340"
"39",39,"AT1G04300"
"2746",2746,"AT5G14590"
"2903",2903,"AT5G25220"
"2992",2992,"AT5G41370"
"2160",2160,"AT4G13360"
"21",21,"AT1G02900"
"301",301,"AT1G22200"
"374",374,"AT1G29025"
"1826",1826,"AT3G48680"
"2881",2881,"AT5G23670"
"2503",2503,"AT4G37260"
"867",867,"AT2G04755"
"2606",2606,"AT5G04870"
"1379",1379,"AT3G02540"
"1451",1451,"AT3G07360"
"1830",1830,"AT3G48860"
"3320",3320,"AT5G64440"
"638",638,"AT1G66260"
"2632",2632,"AT5G07340"
"1469",1469,"AT3G09090"
"822",822,"AT1G80780"
"2989",2989,"AT5G41140"
"806",806,"AT1G79940"
"1106",1106,"AT2G32440"
"1160",1160,"AT2G36310"
"1730",1730,"AT3G26890"
"1015",1015,"AT2G25320"
"2256",2256,"AT4G21410"
"3111",3111,"AT5G49980"
"175",175,"AT1G13300"
"1860",1860,"AT3G51720"
"1019",1019,"AT2G25730"
"729",729,"AT1G74230"
"1292",1292,"AT2G44860"
"851",851,"AT2G03140"
"1718",1718,"AT3G26030"
"1920",1920,"AT3G55960"
"1178",1178,"AT2G37340"
"842",842,"AT2G02040"
"3325",3325,"AT5G64860"
"1299",1299,"AT2G45240"
"2462",2462,"AT4G34180"
"1529",1529,"AT3G13110"
"2993",2993,"AT5G41600"
"894",894,"AT2G16365"
"1341",1341,"AT2G47860"
"538",538,"AT1G54030"
"2561",2561,"AT5G01460"
"1790",1790,"AT3G45160"
"2705",2705,"AT5G12420"
"3254",3254,"AT5G60550"
"29",29,"AT1G03380"
"509",509,"AT1G51950"
"1169",1169,"AT2G36950"
"3188",3188,"AT5G56240"
"2487",2487,"AT4G36180"
"456",456,"AT1G45145"
"3145",3145,"AT5G53440"
"1841",1841,"AT3G49960"
"1845",1845,"AT3G50380"
"3076",3076,"AT5G47540"
"3223",3223,"AT5G58230"
"1722",1722,"AT3G26430"
"2396",2396,"AT4G31120"
"484",484,"AT1G49580"
"2437",2437,"AT4G33150"
"2831",2831,"AT5G19750"
"2267",2267,"AT4G22120"
"1403",1403,"AT3G04470"
"180",180,"AT1G13640"
"998",998,"AT2G23980"
"1816",1816,"AT3G47810"
"2039",2039,"AT4G00810"
"1263",1263,"AT2G42710"
"520",520,"AT1G53230"
"2466",2466,"AT4G34480"
"2512",2512,"AT4G37610"
"1817",1817,"AT3G47890"
"192",192,"AT1G14720"
"972",972,"AT2G22230"
"427",427,"AT1G33680"
"963",963,"AT2G21380"
"3191",3191,"AT5G56530"
"3012",3012,"AT5G42790"
"817",817,"AT1G80490"
"1579",1579,"AT3G15880"
"578",578,"AT1G59900"
"2514",2514,"AT4G37680"
"77",77,"AT1G06840"
"1745",1745,"AT3G27740"
"2114",2114,"AT4G09630"
"658",658,"AT1G68570"
"2809",2809,"AT5G18650"
"586",586,"AT1G60420"
"2428",2428,"AT4G32650"
"2628",2628,"AT5G06860"
"3078",3078,"AT5G47620"
"3222",3222,"AT5G58110"
"3024",3024,"AT5G43460"
"2772",2772,"AT5G16440"
"2048",2048,"AT4G01395"
"3296",3296,"AT5G63510"
"1540",1540,"AT3G13530"
"2400",2400,"AT4G31290"
"1212",1212,"AT2G39780"
"2323",2323,"AT4G26540"
"115",115,"AT1G09200"
"1121",1121,"AT2G33630"
"2977",2977,"AT5G39510"
"2226",2226,"AT4G18700"
"2416",2416,"AT4G32390"
"3000",3000,"AT5G42092"
"262",262,"AT1G18910"
"3175",3175,"AT5G55480"
"2748",2748,"AT5G14720"
"2943",2943,"AT5G35590"
"446",446,"AT1G42470"
"258",258,"AT1G18720"
"3230",3230,"AT5G58470"
"2171",2171,"AT4G14360"
"1285",1285,"AT2G44450"
"2890",2890,"AT5G24260"
"2434",2434,"AT4G32910"
"3027",3027,"AT5G43700"
"152",152,"AT1G12140"
"2589",2589,"AT5G03740"
"1658",1658,"AT3G21240"
"2937",2937,"AT5G32440"
"355",355,"AT1G27510"
"1918",1918,"AT3G55460"
"1253",1253,"AT2G42247"
"922",922,"AT2G17980"
"2009",2009,"AT3G62740"
"2222",2222,"AT4G18440"
"2884",2884,"AT5G23860"
"808",808,"AT1G80040"
"1240",1240,"AT2G41530"
"1337",1337,"AT2G47500"
"966",966,"AT2G21470"
"1378",1378,"AT3G02530"
"2531",2531,"AT4G38890"
"789",789,"AT1G78990"
"639",639,"AT1G66680"
"1516",1516,"AT3G12590"
"3146",3146,"AT5G53450"
"285",285,"AT1G20850"
"3358",3358,"AT5G67220"
"628",628,"AT1G65070"
"2695",2695,"AT5G12040"
"742",742,"AT1G75400"
"2061",2061,"AT4G02150"
"1267",1267,"AT2G42910"
"1970",1970,"AT3G59220"
"2261",2261,"AT4G21660"
"274",274,"AT1G20090"
"1158",1158,"AT2G36100"
"2853",2853,"AT5G20920"
"1207",1207,"AT2G39430"
"2953",2953,"AT5G36210"
"1346",1346,"AT2G47980"
"2196",2196,"AT4G16155"
"1118",1118,"AT2G33410"
"2775",2775,"AT5G16540"
"1671",1671,"AT3G22790"
"407",407,"AT1G31540"
"1872",1872,"AT3G52560"
"1324",1324,"AT2G46800"
"2868",2868,"AT5G22780"
"3302",3302,"AT5G63790"
"2272",2272,"AT4G22330"
"2822",2822,"AT5G19330"
"540",540,"AT1G54320"
"1620",1620,"AT3G18600"
"1604",1604,"AT3G17510"
"2690",2690,"AT5G11790"
"1133",1133,"AT2G34630"
"1871",1871,"AT3G52400"
"3198",3198,"AT5G56950"
"2304",2304,"AT4G25500"
"280",280,"AT1G20510"
"2011",2011,"AT3G62900"
"3148",3148,"AT5G53550"
"2460",2460,"AT4G34150"
"1787",1787,"AT3G45030"
"2678",2678,"AT5G10560"
"1640",1640,"AT3G19960"
"2490",2490,"AT4G36210"
"995",995,"AT2G23740"
"2452",2452,"AT4G33650"
"367",367,"AT1G28350"
"1368",1368,"AT3G01930"
"2651",2651,"AT5G08450"
"620",620,"AT1G64520"
"108",108,"AT1G08880"
"3004",3004,"AT5G42220"
"2800",2800,"AT5G18230"
"1481",1481,"AT3G10270"
"2369",2369,"AT4G29390"
"230",230,"AT1G17190"
"1037",1037,"AT2G26990"
"2612",2612,"AT5G05160"
"689",689,"AT1G71110"
"1782",1782,"AT3G44720"
"2534",2534,"AT4G39100"
"1435",1435,"AT3G06430"
"2341",2341,"AT4G27860"
"890",890,"AT2G15555"
"3253",3253,"AT5G60450"
"3121",3121,"AT5G51120"
"1461",1461,"AT3G08550"
"2856",2856,"AT5G21090"
"348",348,"AT1G27100"
"2845",2845,"AT5G20600"
"185",185,"AT1G14040"
"176",176,"AT1G13320"
"2904",2904,"AT5G25265"
"2166",2166,"AT4G14130"
"2731",2731,"AT5G13780"
"2223",2223,"AT4G18570"
"1561",1561,"AT3G14610"
"1218",1218,"AT2G39970"
"288",288,"AT1G20970"
"1347",1347,"AT2G48020"
"786",786,"AT1G78680"
"920",920,"AT2G17820"
"1886",1886,"AT3G53750"
"465",465,"AT1G47840"
"2529",2529,"AT4G38790"
"2927",2927,"AT5G27380"
"1300",1300,"AT2G45430"
"292",292,"AT1G21580"
"1598",1598,"AT3G17205"
"1536",1536,"AT3G13360"
"1011",1011,"AT2G25110"
"3101",3101,"AT5G48940"
"2829",2829,"AT5G19590"
"457",457,"AT1G45160"
"3217",3217,"AT5G58040"
"598",598,"AT1G61560"
"1877",1877,"AT3G52890"
"625",625,"AT1G64740"
"1174",1174,"AT2G37180"
"2584",2584,"AT5G03540"
"3225",3225,"AT5G58300"
"158",158,"AT1G12430"
