"","X","WS_c1.which.mclass....8...1."
"3063",3063,"AT5G46340"
"1228",1228,"AT2G40660"
"1944",1944,"AT3G57490"
"441",441,"AT1G36050"
"3120",3120,"AT5G51060"
"548",548,"AT1G54990"
"3317",3317,"AT5G64370"
"558",558,"AT1G56140"
"567",567,"AT1G58230"
"2445",2445,"AT4G33380"
"332",332,"AT1G25280"
"3363",3363,"AT5G67320"
"246",246,"AT1G18250"
"1129",1129,"AT2G34310"
"596",596,"AT1G61100"
"2934",2934,"AT5G28050"
"1224",1224,"AT2G40480"
"234",234,"AT1G17500"
"2928",2928,"AT5G27470"
"887",887,"AT2G14740"
"3085",3085,"AT5G47910"
"2574",2574,"AT5G02530"
"2783",2783,"AT5G16880"
"657",657,"AT1G68440"
"1850",1850,"AT3G51120"
"1714",1714,"AT3G25800"
"219",219,"AT1G16470"
"2994",2994,"AT5G41770"
"1677",1677,"AT3G23280"
"12",12,"AT1G01800"
"257",257,"AT1G18670"
"568",568,"AT1G58250"
"350",350,"AT1G27310"
"1733",1733,"AT3G27020"
"1385",1385,"AT3G02750"
"2826",2826,"AT5G19450"
"830",830,"AT2G01350"
"439",439,"AT1G35220"
"1819",1819,"AT3G47930"
"2340",2340,"AT4G27720"
"438",438,"AT1G34550"
"2322",2322,"AT4G26510"
"1393",1393,"AT3G03270"
"1298",1298,"AT2G45220"
"1531",1531,"AT3G13235"
"271",271,"AT1G19835"
"2042",2042,"AT4G00900"
"3035",3035,"AT5G44070"
"2641",2641,"AT5G08060"
"2519",2519,"AT4G38350"
"1551",1551,"AT3G14172"
"279",279,"AT1G20220"
"2201",2201,"AT4G16520"
"113",113,"AT1G09060"
"565",565,"AT1G57820"
"1322",1322,"AT2G46690"
"2551",2551,"AT4G40050"
"3342",3342,"AT5G65970"
"2145",2145,"AT4G12400"
"856",856,"AT2G03440"
"450",450,"AT1G43850"
"2378",2378,"AT4G29900"
"1586",1586,"AT3G16500"
"2792",2792,"AT5G17560"
"297",297,"AT1G21900"
"1028",1028,"AT2G26300"
"612",612,"AT1G63680"
"1033",1033,"AT2G26770"
"870",870,"AT2G05840"
"1411",1411,"AT3G04880"
"3199",3199,"AT5G57020"
"1865",1865,"AT3G51850"
"1447",1447,"AT3G07270"
"2824",2824,"AT5G19390"
"373",373,"AT1G28680"
"3072",3072,"AT5G47020"
"351",351,"AT1G27320"
"3075",3075,"AT5G47435"
"126",126,"AT1G10130"
"1006",1006,"AT2G24420"
"2954",2954,"AT5G36290"
"413",413,"AT1G32100"
"2372",2372,"AT4G29590"
"2260",2260,"AT4G21600"
"2246",2246,"AT4G20300"
"1755",1755,"AT3G28730"
"252",252,"AT1G18500"
"2015",2015,"AT3G63130"
"3208",3208,"AT5G57490"
"2120",2120,"AT4G10380"
"2118",2118,"AT4G09830"
"1859",1859,"AT3G51670"
"2550",2550,"AT4G39940"
"3290",3290,"AT5G62810"
"2484",2484,"AT4G35950"
"1562",1562,"AT3G14650"
"2127",2127,"AT4G10790"
"1606",1606,"AT3G17750"
"2357",2357,"AT4G28710"
"358",358,"AT1G27650"
"699",699,"AT1G72130"
"2089",2089,"AT4G04910"
"571",571,"AT1G58983"
"606",606,"AT1G62790"
"1693",1693,"AT3G24080"
"3015",3015,"AT5G42890"
"1893",1893,"AT3G54190"
"3295",3295,"AT5G63420"
"666",666,"AT1G69295"
"1361",1361,"AT3G01680"
"1057",1057,"AT2G28190"
"1824",1824,"AT3G48340"
"167",167,"AT1G13060"
"2410",2410,"AT4G32070"
"1535",1535,"AT3G13340"
"3257",3257,"AT5G60660"
"2835",2835,"AT5G20000"
"1938",1938,"AT3G57050"
"1691",1691,"AT3G24020"
"1666",1666,"AT3G22330"
"2069",2069,"AT4G02640"
"2819",2819,"AT5G19120"
"2844",2844,"AT5G20520"
"2486",2486,"AT4G36080"
"1915",1915,"AT3G55270"
"218",218,"AT1G16460"
"247",247,"AT1G18260"
"2520",2520,"AT4G38360"
"2969",2969,"AT5G38030"
"1820",1820,"AT3G47960"
"1631",1631,"AT3G19390"
"3323",3323,"AT5G64670"
"864",864,"AT2G04400"
"160",160,"AT1G12470"
"831",831,"AT2G01420"
"3173",3173,"AT5G55310"
"1593",1593,"AT3G16850"
"1113",1113,"AT2G32950"
"492",492,"AT1G50370"
"1005",1005,"AT2G24360"
"1905",1905,"AT3G54760"
"303",303,"AT1G22440"
"2347",2347,"AT4G28300"
"2134",2134,"AT4G11260"
"1483",1483,"AT3G10350"
"1505",1505,"AT3G11960"
"1914",1914,"AT3G55230"
"2557",2557,"AT5G01210"
"1601",1601,"AT3G17410"
"2755",2755,"AT5G15470"
"1199",1199,"AT2G38750"
"1732",1732,"AT3G26950"
"2719",2719,"AT5G13390"
"1793",1793,"AT3G45600"
"290",290,"AT1G21170"
"1371",1371,"AT3G02170"
"2450",2450,"AT4G33610"
"101",101,"AT1G08592"
"1266",1266,"AT2G42880"
"2657",2657,"AT5G09400"
"3171",3171,"AT5G55230"
"961",961,"AT2G21270"
"2248",2248,"AT4G20390"
"3328",3328,"AT5G65360"
"1234",1234,"AT2G41140"
"127",127,"AT1G10170"
"2879",2879,"AT5G23570"
"3371",3371,"AT5G67590"
"2162",2162,"AT4G13660"
"802",802,"AT1G79690"
"331",331,"AT1G25275"
"743",743,"AT1G75540"
"1382",1382,"AT3G02600"
"2047",2047,"AT4G01370"
"378",378,"AT1G29280"
"3025",3025,"AT5G43560"
"1847",1847,"AT3G50530"
"2220",2220,"AT4G18130"
"146",146,"AT1G11820"
"671",671,"AT1G69510"
"906",906,"AT2G17130"
"156",156,"AT1G12320"
"2577",2577,"AT5G02840"
"140",140,"AT1G10940"
"1316",1316,"AT2G46500"
"2812",2812,"AT5G18830"
"1949",1949,"AT3G57650"
"2043",2043,"AT4G01000"
"1079",1079,"AT2G29960"
"3167",3167,"AT5G55070"
"2813",2813,"AT5G18840"
"2587",2587,"AT5G03610"
"2895",2895,"AT5G24650"
"2182",2182,"AT4G14800"
"151",151,"AT1G12120"
"1144",1144,"AT2G35510"
"2085",2085,"AT4G04210"
"2737",2737,"AT5G14170"
"1772",1772,"AT3G43670"
"1577",1577,"AT3G15690"
"1373",1373,"AT3G02200"
"2532",2532,"AT4G38950"
"873",873,"AT2G06530"
"260",260,"AT1G18840"
"2459",2459,"AT4G34040"
"2397",2397,"AT4G31160"
"1257",1257,"AT2G42320"
"2038",2038,"AT4G00800"
"2956",2956,"AT5G37020"
"1093",1093,"AT2G31350"
"70",70,"AT1G06530"
"2946",2946,"AT5G35700"
"388",388,"AT1G30330"
"2474",2474,"AT4G35230"
"2138",2138,"AT4G11600"
"1168",1168,"AT2G36870"
"1407",1407,"AT3G04670"
"26",26,"AT1G03290"
"243",243,"AT1G18150"
"1935",1935,"AT3G56950"
"1888",1888,"AT3G53980"
"3014",3014,"AT5G42870"
"2359",2359,"AT4G28770"
"2010",2010,"AT3G62840"
"99",99,"AT1G08570"
"1506",1506,"AT3G11964"
"370",370,"AT1G28420"
"3361",3361,"AT5G67260"
"1656",1656,"AT3G21190"
"1443",1443,"AT3G07050"
"2358",2358,"AT4G28760"
"2494",2494,"AT4G36630"
"377",377,"AT1G29250"
"2784",2784,"AT5G16910"
"619",619,"AT1G64460"
"228",228,"AT1G17140"
"3245",3245,"AT5G59780"
"615",615,"AT1G64040"
"1428",1428,"AT3G06035"
"1444",1444,"AT3G07090"
"2464",2464,"AT4G34430"
"2404",2404,"AT4G31580"
"1413",1413,"AT3G05020"
"2766",2766,"AT5G16210"
"2865",2865,"AT5G22450"
"1430",1430,"AT3G06080"
"270",270,"AT1G19800"
"1396",1396,"AT3G03890"
"1633",1633,"AT3G19490"
"3062",3062,"AT5G46250"
"1211",1211,"AT2G39750"
"1517",1517,"AT3G12600"
"2675",2675,"AT5G10480"
"3219",3219,"AT5G58070"
"1525",1525,"AT3G13060"
"1874",1874,"AT3G52640"
"2966",2966,"AT5G37850"
"2468",2468,"AT4G34610"
"1140",1140,"AT2G35110"
"984",984,"AT2G22795"
"403",403,"AT1G30970"
"2303",2303,"AT4G25340"
"2526",2526,"AT4G38660"
"883",883,"AT2G14120"
"1163",1163,"AT2G36410"
"3216",3216,"AT5G58020"
"3189",3189,"AT5G56260"
"629",629,"AT1G65220"
"779",779,"AT1G78150"
"1029",1029,"AT2G26510"
"1149",1149,"AT2G35810"
"2986",2986,"AT5G40650"
"2136",2136,"AT4G11280"
"1713",1713,"AT3G25780"
"957",957,"AT2G20690"
"780",780,"AT1G78240"
"2773",2773,"AT5G16470"
"2706",2706,"AT5G12430"
"3362",3362,"AT5G67280"
"199",199,"AT1G14980"
"2854",2854,"AT5G20990"
"289",289,"AT1G21080"
"3306",3306,"AT5G63940"
"117",117,"AT1G09330"
"2366",2366,"AT4G29160"
"1919",1919,"AT3G55620"
"2021",2021,"AT3G63310"
"3333",3333,"AT5G65640"
"1873",1873,"AT3G52580"
"241",241,"AT1G17980"
"2183",2183,"AT4G14900"
"2167",2167,"AT4G14230"
"784",784,"AT1G78660"
"2930",2930,"AT5G27700"
"249",249,"AT1G18450"
"2446",2446,"AT4G33420"
"1022",1022,"AT2G25800"
"1909",1909,"AT3G55020"
"726",726,"AT1G74040"
"1059",1059,"AT2G28310"
"2176",2176,"AT4G14500"
"3266",3266,"AT5G61150"
"2679",2679,"AT5G10580"
"1127",1127,"AT2G34020"
"1854",1854,"AT3G51310"
"1583",1583,"AT3G16270"
"3040",3040,"AT5G44240"
"2949",2949,"AT5G35840"
"661",661,"AT1G68790"
"719",719,"AT1G73590"
"307",307,"AT1G22770"
"983",983,"AT2G22780"
"1206",1206,"AT2G39340"
"2839",2839,"AT5G20090"
"2311",2311,"AT4G25890"
"2389",2389,"AT4G30810"
"415",415,"AT1G32170"
"1286",1286,"AT2G44500"
"213",213,"AT1G16010"
"1278",1278,"AT2G43800"
"516",516,"AT1G52820"
"1231",1231,"AT2G40940"
"2941",2941,"AT5G35430"
"32",32,"AT1G03900"
"869",869,"AT2G05830"
"2982",2982,"AT5G40370"
"1509",1509,"AT3G12260"
"437",437,"AT1G34430"
"978",978,"AT2G22480"
"557",557,"AT1G55920"
"3263",3263,"AT5G61060"
"2996",2996,"AT5G41950"
"1038",1038,"AT2G27000"
"1013",1013,"AT2G25160"
"40",40,"AT1G04440"
"701",701,"AT1G72390"
"2767",2767,"AT5G16270"
"579",579,"AT1G59960"
"2104",2104,"AT4G08460"
"1581",1581,"AT3G16060"
"2382",2382,"AT4G30140"
"1070",1070,"AT2G29190"
"1881",1881,"AT3G53500"
"2207",2207,"AT4G17170"
"2794",2794,"AT5G17700"
"1869",1869,"AT3G52250"
"1419",1419,"AT3G05420"
"1094",1094,"AT2G31410"
"988",988,"AT2G22970"
"1728",1728,"AT3G26780"
"3161",3161,"AT5G54680"
"1917",1917,"AT3G55430"
"1823",1823,"AT3G48170"
"3270",3270,"AT5G61340"
"1424",1424,"AT3G05690"
"1423",1423,"AT3G05680"
"1756",1756,"AT3G28900"
"2279",2279,"AT4G23680"
"353",353,"AT1G27430"
"2622",2622,"AT5G06140"
"2026",2026,"AT4G00300"
"2586",2586,"AT5G03555"
"3138",3138,"AT5G52580"
"2790",2790,"AT5G17380"
"1135",1135,"AT2G34750"
"2959",2959,"AT5G37475"
"2475",2475,"AT4G35260"
"319",319,"AT1G24160"
"2051",2051,"AT4G01810"
"54",54,"AT1G05500"
"2438",2438,"AT4G33200"
"821",821,"AT1G80750"
"2777",2777,"AT5G16680"
"2521",2521,"AT4G38460"
"1069",1069,"AT2G29140"
"2793",2793,"AT5G17630"
"207",207,"AT1G15340"
"1202",1202,"AT2G39000"
"2825",2825,"AT5G19440"
"2700",2700,"AT5G12210"
"2711",2711,"AT5G13010"
"2762",2762,"AT5G15740"
"1331",1331,"AT2G47330"
"2990",2990,"AT5G41180"
"2506",2506,"AT4G37440"
"2799",2799,"AT5G18190"
"1875",1875,"AT3G52730"
"2491",2491,"AT4G36430"
"1405",1405,"AT3G04570"
"1926",1926,"AT3G56200"
"2180",2180,"AT4G14716"
"2399",2399,"AT4G31210"
"737",737,"AT1G75180"
"2654",2654,"AT5G08590"
"1896",1896,"AT3G54360"
"1325",1325,"AT2G46890"
"1109",1109,"AT2G32720"
"1088",1088,"AT2G30930"
"2100",2100,"AT4G08180"
"2122",2122,"AT4G10450"
"204",204,"AT1G15200"
"2006",2006,"AT3G62600"
"695",695,"AT1G71860"
"772",772,"AT1G77800"
"1600",1600,"AT3G17340"
"1484",1484,"AT3G10380"
"1966",1966,"AT3G58750"
"925",925,"AT2G18090"
"1563",1563,"AT3G14840"
"1851",1851,"AT3G51238"
"678",678,"AT1G70280"
"3141",3141,"AT5G53120"
"2194",2194,"AT4G15910"
"409",409,"AT1G31660"
"1445",1445,"AT3G07140"
"1310",1310,"AT2G45990"
"269",269,"AT1G19600"
"725",725,"AT1G73990"
"356",356,"AT1G27530"
"2640",2640,"AT5G07990"
"626",626,"AT1G64880"
"687",687,"AT1G71040"
"62",62,"AT1G06000"
"2017",2017,"AT3G63200"
"722",722,"AT1G73920"
"1221",1221,"AT2G40080"
"2998",2998,"AT5G42030"
"1306",1306,"AT2G45810"
"483",483,"AT1G49480"
"1233",1233,"AT2G41110"
"3159",3159,"AT5G54540"
"217",217,"AT1G16350"
"2736",2736,"AT5G14050"
"903",903,"AT2G16920"
"762",762,"AT1G77260"
"393",393,"AT1G30470"
"1766",1766,"AT3G42790"
"1889",1889,"AT3G53990"
"1736",1736,"AT3G27190"
"1559",1559,"AT3G14400"
"92",92,"AT1G08130"
"1343",1343,"AT2G47900"
"1112",1112,"AT2G32920"
"1001",1001,"AT2G24150"
"3177",3177,"AT5G55550"
"803",803,"AT1G79720"
"1002",1002,"AT2G24170"
"187",187,"AT1G14570"
"3196",3196,"AT5G56890"
"2860",2860,"AT5G21940"
"1315",1315,"AT2G46370"
"2939",2939,"AT5G35190"
"2449",2449,"AT4G33580"
"921",921,"AT2G17840"
"1674",1674,"AT3G22970"
"976",976,"AT2G22400"
"1138",1138,"AT2G35020"
"2050",2050,"AT4G01560"
"532",532,"AT1G53590"
"989",989,"AT2G23120"
"1432",1432,"AT3G06170"
"1701",1701,"AT3G25110"
"2691",2691,"AT5G11850"
"3179",3179,"AT5G55660"
"2863",2863,"AT5G22020"
"3182",3182,"AT5G55910"
"2797",2797,"AT5G18140"
"1065",1065,"AT2G28550"
"587",587,"AT1G60490"
"349",349,"AT1G27190"
"1852",1852,"AT3G51260"
"2355",2355,"AT4G28652"
"999",999,"AT2G24050"
"2206",2206,"AT4G17140"
"2379",2379,"AT4G29905"
"1643",1643,"AT3G20250"
"1527",1527,"AT3G13070"
"707",707,"AT1G72550"
"2059",2059,"AT4G02080"
"581",581,"AT1G60140"
"910",910,"AT2G17250"
"202",202,"AT1G15120"
"1208",1208,"AT2G39450"
"798",798,"AT1G79440"
"2325",2325,"AT4G26650"
"1170",1170,"AT2G37050"
"3108",3108,"AT5G49830"
"2036",2036,"AT4G00710"
"1340",1340,"AT2G47840"
"765",765,"AT1G77440"
"754",754,"AT1G76550"
"1962",1962,"AT3G58640"
"2729",2729,"AT5G13690"
"2576",2576,"AT5G02810"
"2057",2057,"AT4G02020"
"2938",2938,"AT5G32450"
"1192",1192,"AT2G38280"
"2608",2608,"AT5G04930"
"1589",1589,"AT3G16780"
"1308",1308,"AT2G45970"
"208",208,"AT1G15390"
"2395",2395,"AT4G31080"
"326",326,"AT1G24560"
"1721",1721,"AT3G26370"
"888",888,"AT2G14835"
"2461",2461,"AT4G34160"
"710",710,"AT1G72770"
"2032",2032,"AT4G00585"
"2365",2365,"AT4G29130"
"2933",2933,"AT5G28020"
"1348",1348,"AT2G48060"
"2674",2674,"AT5G10350"
"2316",2316,"AT4G26190"
"3279",3279,"AT5G61970"
"3315",3315,"AT5G64310"
"314",314,"AT1G23800"
"686",686,"AT1G70980"
"1727",1727,"AT3G26730"
"431",431,"AT1G33980"
"2481",2481,"AT4G35850"
"2716",2716,"AT5G13180"
"2306",2306,"AT4G25620"
"2328",2328,"AT4G26760"
"1849",1849,"AT3G50740"
"3163",3163,"AT5G54830"
"1307",1307,"AT2G45830"
"2988",2988,"AT5G40760"
"2055",2055,"AT4G01950"
"3353",3353,"AT5G66720"
"1281",1281,"AT2G44050"
"2077",2077,"AT4G03110"
"2681",2681,"AT5G10920"
"1275",1275,"AT2G43630"
"788",788,"AT1G78880"
"2185",2185,"AT4G15080"
"535",535,"AT1G53840"
"1558",1558,"AT3G14390"
"2603",2603,"AT5G04750"
"3267",3267,"AT5G61210"
"1608",1608,"AT3G17840"
"997",997,"AT2G23930"
"3240",3240,"AT5G59500"
"2549",2549,"AT4G39850"
"1576",1576,"AT3G15640"
"745",745,"AT1G75630"
"72",72,"AT1G06670"
"166",166,"AT1G13020"
"2798",2798,"AT5G18170"
"1950",1950,"AT3G57660"
"595",595,"AT1G61010"
"734",734,"AT1G74560"
"1983",1983,"AT3G60300"
"169",169,"AT1G13090"
"2666",2666,"AT5G09850"
"2380",2380,"AT4G29950"
"602",602,"AT1G61890"
"1892",1892,"AT3G54140"
"1694",1694,"AT3G24180"
"723",723,"AT1G73940"
"1380",1380,"AT3G02570"
"1584",1584,"AT3G16310"
"2672",2672,"AT5G10290"
"3045",3045,"AT5G44610"
"3090",3090,"AT5G48160"
"2720",2720,"AT5G13490"
"924",924,"AT2G18040"
"1664",1664,"AT3G22290"
"1937",1937,"AT3G57020"
"600",600,"AT1G61770"
"2064",2064,"AT4G02370"
"621",621,"AT1G64530"
"2447",2447,"AT4G33430"
"68",68,"AT1G06290"
"1634",1634,"AT3G19640"
"1078",1078,"AT2G29750"
"3220",3220,"AT5G58090"
"1073",1073,"AT2G29420"
"1596",1596,"AT3G16950"
"1861",1861,"AT3G51730"
"1102",1102,"AT2G31820"
"1925",1925,"AT3G56190"
"1723",1723,"AT3G26440"
"2426",2426,"AT4G32620"
"129",129,"AT1G10200"
"1",1,"AT1G01040"
"2524",2524,"AT4G38552"
"3124",3124,"AT5G51300"
"7",7,"AT1G01510"
"853",853,"AT2G03200"
"452",452,"AT1G43890"
"2931",2931,"AT5G27950"
"2811",2811,"AT5G18800"
"2144",2144,"AT4G12230"
"811",811,"AT1G80260"
"1775",1775,"AT3G44010"
"563",563,"AT1G56450"
"3237",3237,"AT5G59290"
"472",472,"AT1G48490"
"3331",3331,"AT5G65470"
"1450",1450,"AT3G07330"
"27",27,"AT1G03350"
"2313",2313,"AT4G25970"
"2433",2433,"AT4G32880"
"2282",2282,"AT4G23800"
"3235",3235,"AT5G58930"
"2600",2600,"AT5G04600"
"1574",1574,"AT3G15530"
"562",562,"AT1G56230"
"1665",1665,"AT3G22310"
"2684",2684,"AT5G11110"
"1258",1258,"AT2G42500"
"489",489,"AT1G50030"
"1700",1700,"AT3G25040"
"2909",2909,"AT5G25560"
"778",778,"AT1G78120"
"1789",1789,"AT3G45090"
"2802",2802,"AT5G18400"
"2403",2403,"AT4G31570"
"1442",1442,"AT3G06930"
"2827",2827,"AT5G19530"
"1358",1358,"AT3G01390"
"3135",3135,"AT5G52530"
"2780",2780,"AT5G16760"
"1785",1785,"AT3G44990"
"400",400,"AT1G30870"
"277",277,"AT1G20160"
"1891",1891,"AT3G54110"
"33",33,"AT1G03910"
"1175",1175,"AT2G37230"
"3193",3193,"AT5G56650"
"2637",2637,"AT5G07830"
"50",50,"AT1G05150"
"1384",1384,"AT3G02720"
"104",104,"AT1G08650"
"1611",1611,"AT3G17970"
"2591",2591,"AT5G04120"
"210",210,"AT1G15440"
"1717",1717,"AT3G25910"
"2354",2354,"AT4G28650"
"905",905,"AT2G16950"
"2704",2704,"AT5G12400"
"181",181,"AT1G13670"
"2436",2436,"AT4G33080"
"2478",2478,"AT4G35380"
"1462",1462,"AT3G08640"
"2957",2957,"AT5G37310"
"572",572,"AT1G59580"
"1293",1293,"AT2G44940"
"1654",1654,"AT3G20920"
"2265",2265,"AT4G21980"
"732",732,"AT1G74460"
"1048",1048,"AT2G27230"
"2334",2334,"AT4G27080"
"2646",2646,"AT5G08240"
"3347",3347,"AT5G66210"
"1990",1990,"AT3G61140"
"2184",2184,"AT4G14990"
"2096",2096,"AT4G05200"
"3207",3207,"AT5G57460"
"2169",2169,"AT4G14300"
"521",521,"AT1G53233"
"1980",1980,"AT3G60190"
"2249",2249,"AT4G20400"
"1675",1675,"AT3G23030"
"164",164,"AT1G12780"
"1624",1624,"AT3G18990"
"2451",2451,"AT4G33630"
"3259",3259,"AT5G60690"
"2034",2034,"AT4G00660"
"2493",2493,"AT4G36610"
"1354",1354,"AT3G01260"
"235",235,"AT1G17580"
"3318",3318,"AT5G64420"
"1238",1238,"AT2G41475"
"60",60,"AT1G05940"
"770",770,"AT1G77690"
"81",81,"AT1G07200"
"2097",2097,"AT4G05390"
"3119",3119,"AT5G51040"
"3214",3214,"AT5G57940"
"2456",2456,"AT4G33865"
"31",31,"AT1G03860"
"1431",1431,"AT3G06130"
"738",738,"AT1G75210"
"712",712,"AT1G73170"
"90",90,"AT1G07820"
"764",764,"AT1G77330"
"2179",2179,"AT4G14710"
"1134",1134,"AT2G34710"
"2300",2300,"AT4G25170"
"1863",1863,"AT3G51770"
"18",18,"AT1G02690"
"3008",3008,"AT5G42540"
"841",841,"AT2G01910"
"88",88,"AT1G07790"
"3249",3249,"AT5G59950"
"1392",1392,"AT3G03160"
"2350",2350,"AT4G28480"
"3032",3032,"AT5G43900"
"3367",3367,"AT5G67420"
"136",136,"AT1G10682"
"2346",2346,"AT4G28260"
"1645",1645,"AT3G20290"
"3332",3332,"AT5G65480"
"3107",3107,"AT5G49820"
"2037",2037,"AT4G00740"
"2139",2139,"AT4G11850"
"996",996,"AT2G23810"
"2602",2602,"AT5G04720"
"256",256,"AT1G18660"
"2866",2866,"AT5G22760"
"546",546,"AT1G54920"
"1715",1715,"AT3G25820"
"2135",2135,"AT4G11270"
"977",977,"AT2G22470"
"1553",1553,"AT3G14205"
"209",209,"AT1G15410"
"2921",2921,"AT5G26860"
"846",846,"AT2G02180"
"148",148,"AT1G11930"
"433",433,"AT1G34130"
"3053",3053,"AT5G45410"
"2046",2046,"AT4G01320"
"2308",2308,"AT4G25670"
"1107",1107,"AT2G32520"
"1792",1792,"AT3G45310"
"1842",1842,"AT3G49990"
"1774",1774,"AT3G43810"
"2095",2095,"AT4G05160"
"1364",1364,"AT3G01770"
"150",150,"AT1G12050"
"2754",2754,"AT5G15400"
"1327",1327,"AT2G47160"
"1904",1904,"AT3G54670"
"872",872,"AT2G06210"
"336",336,"AT1G25570"
"2045",2045,"AT4G01210"
"3162",3162,"AT5G54800"
"2239",2239,"AT4G19670"
"2473",2473,"AT4G35160"
"1748",1748,"AT3G27890"
"2785",2785,"AT5G16990"
"346",346,"AT1G27000"
"1036",1036,"AT2G26980"
"2849",2849,"AT5G20660"
"3334",3334,"AT5G65650"
"1609",1609,"AT3G17850"
"2538",2538,"AT4G39270"
"3041",3041,"AT5G44290"
"2527",2527,"AT4G38710"
"2098",2098,"AT4G05420"
"3308",3308,"AT5G64030"
"759",759,"AT1G76950"
"1198",1198,"AT2G38670"
"3074",3074,"AT5G47430"
"1273",1273,"AT2G43590"
"2738",2738,"AT5G14210"
"523",523,"AT1G53300"
"1271",1271,"AT2G43420"
"2200",2200,"AT4G16450"
"1670",1670,"AT3G22780"
"2467",2467,"AT4G34490"
"3248",3248,"AT5G59890"
"3299",3299,"AT5G63600"
"2224",2224,"AT4G18640"
"2689",2689,"AT5G11720"
"2899",2899,"AT5G24760"
"2565",2565,"AT5G01750"
"2961",2961,"AT5G37740"
"1370",1370,"AT3G02060"
"2571",2571,"AT5G02250"
"2862",2862,"AT5G22000"
"2141",2141,"AT4G12030"
"352",352,"AT1G27340"
"3292",3292,"AT5G63190"
"111",111,"AT1G09010"
"2547",2547,"AT4G39838"
"691",691,"AT1G71410"
"387",387,"AT1G30130"
"965",965,"AT2G21440"
"1681",1681,"AT3G23620"
"3330",3330,"AT5G65440"
"13",13,"AT1G01910"
"2099",2099,"AT4G07410"
"134",134,"AT1G10590"
"1999",1999,"AT3G61850"
"1707",1707,"AT3G25500"
"1103",1103,"AT2G31900"
"2278",2278,"AT4G23640"
"1095",1095,"AT2G31510"
"357",357,"AT1G27595"
"2066",2066,"AT4G02450"
"2165",2165,"AT4G14060"
"3118",3118,"AT5G50960"
"2852",2852,"AT5G20900"
"2815",2815,"AT5G19000"
"668",668,"AT1G69410"
"1895",1895,"AT3G54280"
"1363",1363,"AT3G01720"
"534",534,"AT1G53730"
"1230",1230,"AT2G40765"
"295",295,"AT1G21660"
"340",340,"AT1G26550"
"1882",1882,"AT3G53510"
"321",321,"AT1G24190"
"119",119,"AT1G09430"
"41",41,"AT1G04510"
"464",464,"AT1G47740"
"2733",2733,"AT5G13810"
"1223",1223,"AT2G40460"
"1672",1672,"AT3G22800"
"3056",3056,"AT5G45490"
"2753",2753,"AT5G15230"
"498",498,"AT1G50660"
"3166",3166,"AT5G55040"
"1761",1761,"AT3G29250"
"432",432,"AT1G34030"
"891",891,"AT2G15860"
"1680",1680,"AT3G23530"
"2320",2320,"AT4G26450"
"91",91,"AT1G07990"
"3065",3065,"AT5G46470"
"1066",1066,"AT2G28780"
"1592",1592,"AT3G16840"
"1131",1131,"AT2G34470"
"1628",1628,"AT3G19100"
"698",698,"AT1G72090"
"3339",3339,"AT5G65780"
"35",35,"AT1G04200"
"2920",2920,"AT5G26850"
"1985",1985,"AT3G60340"
"810",810,"AT1G80240"
"201",201,"AT1G15100"
"2203",2203,"AT4G16650"
"1270",1270,"AT2G43410"
"451",451,"AT1G43860"
"2298",2298,"AT4G24840"
"1018",1018,"AT2G25670"
"1538",1538,"AT3G13510"
"1352",1352,"AT2G48160"
"946",946,"AT2G20140"
"613",613,"AT1G63690"
"2419",2419,"AT4G32460"
"637",637,"AT1G66150"
"2883",2883,"AT5G23830"
"3112",3112,"AT5G50000"
"478",478,"AT1G48900"
"2620",2620,"AT5G06110"
"1317",1317,"AT2G46505"
"761",761,"AT1G77130"
"1815",1815,"AT3G47000"
"1699",1699,"AT3G24880"
"1729",1729,"AT3G26810"
"1928",1928,"AT3G56370"
"3006",3006,"AT5G42420"
"774",774,"AT1G78020"
"814",814,"AT1G80325"
"1249",1249,"AT2G41900"
"2005",2005,"AT3G62580"
"2073",2073,"AT4G02725"
"502",502,"AT1G51590"
"1237",1237,"AT2G41410"
"3144",3144,"AT5G53400"
"306",306,"AT1G22750"
"447",447,"AT1G42540"
"573",573,"AT1G59610"
"440",440,"AT1G35620"
"2250",2250,"AT4G20440"
"1034",1034,"AT2G26780"
"2886",2886,"AT5G23980"
"1813",1813,"AT3G46830"
"992",992,"AT2G23380"
"815",815,"AT1G80360"
"1488",1488,"AT3G10690"
"3131",3131,"AT5G52240"
"2697",2697,"AT5G12120"
"2590",2590,"AT5G03900"
"1900",1900,"AT3G54540"
"2499",2499,"AT4G36980"
"3283",3283,"AT5G62530"
"22",22,"AT1G02930"
"3184",3184,"AT5G55940"
"2368",2368,"AT4G29380"
"3313",3313,"AT5G64250"
"276",276,"AT1G20110"
"3272",3272,"AT5G61420"
"736",736,"AT1G74720"
"1478",1478,"AT3G09940"
"368",368,"AT1G28380"
"2707",2707,"AT5G12480"
"2058",2058,"AT4G02060"
"16",16,"AT1G02140"
"1470",1470,"AT3G09100"
"318",318,"AT1G24100"
"931",931,"AT2G18750"
"2582",2582,"AT5G03430"
"1880",1880,"AT3G53190"
"2975",2975,"AT5G38880"
"1123",1123,"AT2G33790"
"87",87,"AT1G07780"
"2123",2123,"AT4G10610"
"154",154,"AT1G12270"
"2838",2838,"AT5G20080"
"506",506,"AT1G51730"
"2511",2511,"AT4G37590"
"881",881,"AT2G13540"
