"","WS_c1.which.mclass....3...1."
"1","AT1G01150"
"2","AT1G01200"
"3","AT1G01250"
"4","AT1G01310"
"5","AT1G01355"
"6","AT1G01380"
"7","AT1G01453"
"8","AT1G01680"
"9","AT1G01695"
"10","AT1G01700"
"11","AT1G01715"
"12","AT1G01750"
"13","AT1G01810"
"14","AT1G02030"
"15","AT1G02070"
"16","AT1G02190"
"17","AT1G02220"
"18","AT1G02230"
"19","AT1G02350"
"20","AT1G02360"
"21","AT1G02390"
"22","AT1G02405"
"23","AT1G02450"
"24","AT1G02470"
"25","AT1G02520"
"26","AT1G02530"
"27","AT1G02630"
"28","AT1G02700"
"29","AT1G02705"
"30","AT1G02710"
"31","AT1G02770"
"32","AT1G02940"
"33","AT1G03020"
"34","AT1G03070"
"35","AT1G03120"
"36","AT1G03320"
"37","AT1G03390"
"38","AT1G03445"
"39","AT1G03660"
"40","AT1G03800"
"41","AT1G03840"
"42","AT1G03920"
"43","AT1G03980"
"44","AT1G04007"
"45","AT1G04053"
"46","AT1G04067"
"47","AT1G04150"
"48","AT1G04153"
"49","AT1G04180"
"50","AT1G04297"
"51","AT1G04330"
"52","AT1G04343"
"53","AT1G04380"
"54","AT1G04427"
"55","AT1G04467"
"56","AT1G04473"
"57","AT1G04490"
"58","AT1G04500"
"59","AT1G04537"
"60","AT1G04600"
"61","AT1G04610"
"62","AT1G04707"
"63","AT1G04773"
"64","AT1G04778"
"65","AT1G04797"
"66","AT1G04933"
"67","AT1G04953"
"68","AT1G04973"
"69","AT1G05033"
"70","AT1G05043"
"71","AT1G05047"
"72","AT1G05065"
"73","AT1G05083"
"74","AT1G05100"
"75","AT1G05147"
"76","AT1G05163"
"77","AT1G05187"
"78","AT1G05207"
"79","AT1G05220"
"80","AT1G05250"
"81","AT1G05267"
"82","AT1G05277"
"83","AT1G05327"
"84","AT1G05337"
"85","AT1G05340"
"86","AT1G05467"
"87","AT1G05530"
"88","AT1G05553"
"89","AT1G05577"
"90","AT1G05610"
"91","AT1G05730"
"92","AT1G05733"
"93","AT1G05760"
"94","AT1G05770"
"95","AT1G05773"
"96","AT1G05787"
"97","AT1G05833"
"98","AT1G05880"
"99","AT1G05894"
"100","AT1G06003"
"101","AT1G06030"
"102","AT1G06090"
"103","AT1G06148"
"104","AT1G06170"
"105","AT1G06213"
"106","AT1G06250"
"107","AT1G06260"
"108","AT1G06310"
"109","AT1G06473"
"110","AT1G06750"
"111","AT1G06837"
"112","AT1G06970"
"113","AT1G06977"
"114","AT1G07060"
"115","AT1G07120"
"116","AT1G07143"
"117","AT1G07160"
"118","AT1G07187"
"119","AT1G07323"
"120","AT1G07410"
"121","AT1G07430"
"122","AT1G07485"
"123","AT1G07513"
"124","AT1G07560"
"125","AT1G07600"
"126","AT1G07603"
"127","AT1G07607"
"128","AT1G07710"
"129","AT1G07730"
"130","AT1G07803"
"131","AT1G07823"
"132","AT1G07900"
"133","AT1G07983"
"134","AT1G07985"
"135","AT1G08035"
"136","AT1G08073"
"137","AT1G08080"
"138","AT1G08165"
"139","AT1G08270"
"140","AT1G08273"
"141","AT1G08320"
"142","AT1G08387"
"143","AT1G08440"
"144","AT1G08513"
"145","AT1G08543"
"146","AT1G08597"
"147","AT1G08645"
"148","AT1G08723"
"149","AT1G08730"
"150","AT1G08733"
"151","AT1G08973"
"152","AT1G09090"
"153","AT1G09155"
"154","AT1G09157"
"155","AT1G09180"
"156","AT1G09247"
"157","AT1G09327"
"158","AT1G09350"
"159","AT1G09363"
"160","AT1G09400"
"161","AT1G09410"
"162","AT1G09421"
"163","AT1G09443"
"164","AT1G09453"
"165","AT1G09487"
"166","AT1G09513"
"167","AT1G09517"
"168","AT1G09540"
"169","AT1G09610"
"170","AT1G09617"
"171","AT1G09623"
"172","AT1G09650"
"173","AT1G09673"
"174","AT1G09677"
"175","AT1G09680"
"176","AT1G09773"
"177","AT1G09794"
"178","AT1G09797"
"179","AT1G09880"
"180","AT1G09917"
"181","AT1G09930"
"182","AT1G09993"
"183","AT1G10300"
"184","AT1G10400"
"185","AT1G10417"
