"","X","WS_c1.which.mclass....3...1."
"1088",1088,"AT2G29740"
"2144",2144,"AT4G19970"
"975",975,"AT2G18969"
"156",156,"AT1G09247"
"1397",1397,"AT3G05980"
"2900",2900,"AT5G52090"
"1528",1528,"AT3G17600"
"889",889,"AT2G07741"
"556",556,"AT1G58725"
"130",130,"AT1G07803"
"1709",1709,"AT3G45390"
"1834",1834,"AT3G57380"
"128",128,"AT1G07710"
"1639",1639,"AT3G26930"
"2959",2959,"AT5G57520"
"3075",3075,"AT5G67411"
"1862",1862,"AT3G60000"
"2259",2259,"AT4G29470"
"877",877,"AT2G07674"
"934",934,"AT2G13960"
"3012",3012,"AT5G61850"
"2378",2378,"AT5G01015"
"400",400,"AT1G30950"
"1243",1243,"AT2G41610"
"541",541,"AT1G56260"
"1799",1799,"AT3G53690"
"1371",1371,"AT3G04485"
"2523",2523,"AT5G09405"
"104",104,"AT1G06170"
"1530",1530,"AT3G17717"
"718",718,"AT1G71420"
"823",823,"AT2G01275"
"1985",1985,"AT4G08210"
"160",160,"AT1G09400"
"1",1,"AT1G01150"
"1116",1116,"AT2G31550"
"189",189,"AT1G10585"
"289",289,"AT1G19750"
"2678",2678,"AT5G25530"
"2400",2400,"AT5G01900"
"2462",2462,"AT5G05340"
"3037",3037,"AT5G64990"
"2245",2245,"AT4G28380"
"1601",1601,"AT3G24110"
"2698",2698,"AT5G27940"
"2383",2383,"AT5G01175"
"922",922,"AT2G09710"
"3088",3088,"ATCG01040"
"584",584,"AT1G62045"
"438",438,"AT1G45229"
"3084",3084,"ATCG00670"
"1646",1646,"AT3G27510"
"57",57,"AT1G04490"
"1008",1008,"AT2G21990"
"666",666,"AT1G68180"
"1841",1841,"AT3G58000"
"2521",2521,"AT5G09290"
"1144",1144,"AT2G33760"
"2030",2030,"AT4G11400"
"272",272,"AT1G18290"
"1782",1782,"AT3G51171"
"2716",2716,"AT5G36925"
"1553",1553,"AT3G20340"
"1547",1547,"AT3G19500"
"2746",2746,"AT5G39520"
"3073",3073,"AT5G67400"
"1945",1945,"AT4G04030"
"2622",2622,"AT5G19490"
"2647",2647,"AT5G23000"
"2069",2069,"AT4G13992"
"2875",2875,"AT5G50175"
"1923",1923,"AT4G02170"
"2561",2561,"AT5G13150"
"2476",2476,"AT5G06230"
"2406",2406,"AT5G02195"
"852",852,"AT2G04090"
"741",741,"AT1G73410"
"2587",2587,"AT5G15537"
"1885",1885,"AT3G61930"
"1897",1897,"AT4G00220"
"649",649,"AT1G66950"
"2677",2677,"AT5G25470"
"172",172,"AT1G09650"
"547",547,"AT1G57750"
"2209",2209,"AT4G25400"
"1585",1585,"AT3G22800"
"103",103,"AT1G06148"
"388",388,"AT1G30050"
"226",226,"AT1G13680"
"99",99,"AT1G05894"
"1533",1533,"AT3G18260"
"1699",1699,"AT3G44660"
"2281",2281,"AT4G31398"
"2568",2568,"AT5G14070"
"1486",1486,"AT3G13540"
"1427",1427,"AT3G08500"
"830",830,"AT2G02061"
"126",126,"AT1G07603"
"1358",1358,"AT3G03776"
"2210",2210,"AT4G25430"
"3093",3093,"ATMG00070"
"1967",1967,"AT4G05497"
"372",372,"AT1G28690"
"242",242,"AT1G14930"
"43",43,"AT1G03980"
"415",415,"AT1G32950"
"2441",2441,"AT5G03805"
"2897",2897,"AT5G51930"
"274",274,"AT1G18420"
"1429",1429,"AT3G08675"
"2961",2961,"AT5G57640"
"1999",1999,"AT4G09490"
"403",403,"AT1G31290"
"3025",3025,"AT5G63560"
"789",789,"AT1G77880"
"1078",1078,"AT2G28690"
"650",650,"AT1G67000"
"1952",1952,"AT4G04515"
"1673",1673,"AT3G29250"
"2565",2565,"AT5G13830"
"2522",2522,"AT5G09395"
"1928",1928,"AT4G02482"
"110",110,"AT1G06750"
"2318",2318,"AT4G35160"
"1566",1566,"AT3G21305"
"829",829,"AT2G01905"
"529",529,"AT1G55290"
"1338",1338,"AT3G02365"
"278",278,"AT1G19160"
"1447",1447,"AT3G10000"
"2385",2385,"AT5G01295"
"203",203,"AT1G12040"
"232",232,"AT1G14240"
"1139",1139,"AT2G33350"
"1855",1855,"AT3G59440"
"2330",2330,"AT4G36450"
"320",320,"AT1G22980"
"1682",1682,"AT3G30530"
"1922",1922,"AT4G02140"
"1905",1905,"AT4G00883"
"598",598,"AT1G63370"
"2365",2365,"AT4G39580"
"906",906,"AT2G08685"
"3019",3019,"AT5G62310"
"1266",1266,"AT2G44240"
"1219",1219,"AT2G39430"
"2759",2759,"AT5G40800"
"1204",1204,"AT2G37980"
"1883",1883,"AT3G61810"
"1950",1950,"AT4G04450"
"2372",2372,"AT4G40070"
"1719",1719,"AT3G45960"
"631",631,"AT1G65970"
"2643",2643,"AT5G22570"
"1762",1762,"AT3G49980"
"2573",2573,"AT5G14400"
"2938",2938,"AT5G55780"
"325",325,"AT1G23450"
"181",181,"AT1G09930"
"2152",2152,"AT4G20240"
"861",861,"AT2G05215"
"1355",1355,"AT3G03350"
"221",221,"AT1G13420"
"808",808,"AT1G79770"
"2667",2667,"AT5G24920"
"3107",3107,"ATMG00810"
"2819",2819,"AT5G46090"
"2089",2089,"AT4G15417"
"868",868,"AT2G06200"
"169",169,"AT1G09610"
"1663",1663,"AT3G28630"
"1268",1268,"AT2G44480"
"2929",2929,"AT5G55330"
"1579",1579,"AT3G22275"
"2274",2274,"AT4G30830"
"1275",1275,"AT2G45410"
"706",706,"AT1G70475"
"2408",2408,"AT5G02220"
"885",885,"AT2G07718"
"431",431,"AT1G35750"
"2324",2324,"AT4G35685"
"1466",1466,"AT3G11640"
"1896",1896,"AT4G00210"
"3076",3076,"AT5G67430"
"2563",2563,"AT5G13250"
"2712",2712,"AT5G36100"
"2723",2723,"AT5G37640"
"2638",2638,"AT5G21050"
"52",52,"AT1G04343"
"2841",2841,"AT5G47670"
"2364",2364,"AT4G39500"
"1076",1076,"AT2G28580"
"2384",2384,"AT5G01250"
"2285",2285,"AT4G31680"
"716",716,"AT1G71380"
"3083",3083,"ATCG00520"
"2321",2321,"AT4G35430"
"590",590,"AT1G62720"
"698",698,"AT1G69930"
"1210",1210,"AT2G38500"
"1333",1333,"AT3G02000"
"334",334,"AT1G24470"
"1407",1407,"AT3G06690"
"717",717,"AT1G71390"
"2412",2412,"AT5G02425"
"3103",3103,"ATMG00580"
"1964",1964,"AT4G05430"
"1477",1477,"AT3G12820"
"1061",1061,"AT2G27270"
"383",383,"AT1G29535"
"1825",1825,"AT3G56660"
"531",531,"AT1G55390"
"1346",1346,"AT3G02885"
"1465",1465,"AT3G11591"
"831",831,"AT2G02120"
"2631",2631,"AT5G20550"
"1972",1972,"AT4G06265"
"328",328,"AT1G23540"
"324",324,"AT1G23350"
"627",627,"AT1G65630"
"1094",1094,"AT2G30395"
"3098",3098,"ATMG00370"
"2063",2063,"AT4G13580"
"2624",2624,"AT5G19650"
"1694",1694,"AT3G44265"
"1701",1701,"AT3G44770"
"2528",2528,"AT5G09570"
"1524",1524,"AT3G16590"
"2409",2409,"AT5G02390"
"1451",1451,"AT3G10600"
"2780",2780,"AT5G43120"
"1640",1640,"AT3G27025"
"2427",2427,"AT5G03130"
"1718",1718,"AT3G45870"
"2656",2656,"AT5G24040"
"883",883,"AT2G07707"
"2114",2114,"AT4G17480"
"2599",2599,"AT5G17100"
"2006",2006,"AT4G10230"
"658",658,"AT1G67640"
"105",105,"AT1G06213"
"1886",1886,"AT3G62100"
"2792",2792,"AT5G43730"
"647",647,"AT1G66810"
"248",248,"AT1G15460"
"1824",1824,"AT3G56600"
"678",678,"AT1G68795"
"1392",1392,"AT3G05790"
"957",957,"AT2G17770"
"2127",2127,"AT4G18550"
"1278",1278,"AT2G45570"
"1813",1813,"AT3G55180"
"1784",1784,"AT3G51340"
"2686",2686,"AT5G26660"
"132",132,"AT1G07900"
"2354",2354,"AT4G38290"
"2031",2031,"AT4G11470"
"2640",2640,"AT5G22200"
"137",137,"AT1G08080"
"2488",2488,"AT5G06839"
"2774",2774,"AT5G42250"
"490",490,"AT1G52315"
"2093",2093,"AT4G15690"
"2311",2311,"AT4G34332"
"2143",2143,"AT4G19850"
"1840",1840,"AT3G57970"
"903",903,"AT2G08595"
"439",439,"AT1G45545"
"555",555,"AT1G58460"
"2401",2401,"AT5G01935"
"2419",2419,"AT5G02695"
"2727",2727,"AT5G38130"
"177",177,"AT1G09794"
"1173",1173,"AT2G35637"
"1025",1025,"AT2G23945"
"24",24,"AT1G02470"
"2147",2147,"AT4G20040"
"152",152,"AT1G09090"
"993",993,"AT2G20750"
"2068",2068,"AT4G13800"
"72",72,"AT1G05065"
"919",919,"AT2G09420"
"2862",2862,"AT5G49138"
"960",960,"AT2G18050"
"330",330,"AT1G23700"
"2028",2028,"AT4G11310"
"1676",1676,"AT3G29370"
"702",702,"AT1G70335"
"607",607,"AT1G64100"
"1871",1871,"AT3G60940"
"2322",2322,"AT4G35590"
"1678",1678,"AT3G29575"
"2054",2054,"AT4G12917"
"2972",2972,"AT5G58780"
"2530",2530,"AT5G09685"
"505",505,"AT1G52920"
"375",375,"AT1G29200"
"254",254,"AT1G16120"
"807",807,"AT1G79680"
"1583",1583,"AT3G22620"
"2233",2233,"AT4G27570"
"730",730,"AT1G72220"
"2922",2922,"AT5G54370"
"1118",1118,"AT2G31940"
"894",894,"AT2G08330"
"2221",2221,"AT4G26255"
"1163",1163,"AT2G34940"
"1230",1230,"AT2G40370"
"1042",1042,"AT2G25470"
"907",907,"AT2G08730"
"2273",2273,"AT4G30670"
"2411",2411,"AT5G02420"
"704",704,"AT1G70440"
"2317",2317,"AT4G35010"
"1133",1133,"AT2G33000"
"1229",1229,"AT2G40350"
"167",167,"AT1G09517"
"2280",2280,"AT4G31355"
"1201",1201,"AT2G37880"
"2603",2603,"AT5G17590"
"2159",2159,"AT4G21490"
"803",803,"AT1G78990"
"665",665,"AT1G68170"
"2859",2859,"AT5G49070"
"2720",2720,"AT5G37400"
"3047",3047,"AT5G65600"
"2519",2519,"AT5G09210"
"1565",1565,"AT3G21210"
"318",318,"AT1G22670"
"1743",1743,"AT3G48580"
"2151",2151,"AT4G20235"
"2131",2131,"AT4G18770"
"619",619,"AT1G64940"
"1146",1146,"AT2G33880"
"69",69,"AT1G05033"
"692",692,"AT1G69600"
"1478",1478,"AT3G12910"
"2370",2370,"AT4G39810"
"2403",2403,"AT5G02065"
"2342",2342,"AT4G37295"
"1381",1381,"AT3G05080"
"478",478,"AT1G50590"
"819",819,"AT1G80660"
"465",465,"AT1G49475"
"1591",1591,"AT3G22961"
"2692",2692,"AT5G27100"
"467",467,"AT1G49610"
"406",406,"AT1G31720"
"223",223,"AT1G13550"
"239",239,"AT1G14760"
"2653",2653,"AT5G23320"
"776",776,"AT1G76705"
"64",64,"AT1G04778"
"873",873,"AT2G07641"
"1956",1956,"AT4G04865"
"1679",1679,"AT3G29633"
"1730",1730,"AT3G47180"
"2377",2377,"AT5G00920"
"709",709,"AT1G70640"
"1943",1943,"AT4G03940"
"1264",1264,"AT2G43880"
"1014",1014,"AT2G22880"
"1600",1600,"AT3G24065"
"2142",2142,"AT4G19630"
"1085",1085,"AT2G29410"
"3002",3002,"AT5G60780"
"81",81,"AT1G05267"
"1131",1131,"AT2G32790"
"2540",2540,"AT5G10210"
"1746",1746,"AT3G48920"
"67",67,"AT1G04953"
"1159",1159,"AT2G34655"
"2214",2214,"AT4G25580"
"163",163,"AT1G09443"
"1611",1611,"AT3G24929"
"215",215,"AT1G12980"
"636",636,"AT1G66270"
"1642",1642,"AT3G27030"
"196",196,"AT1G11185"
"902",902,"AT2G08575"
"812",812,"AT1G80120"
"2047",2047,"AT4G12270"
"1423",1423,"AT3G08240"
"202",202,"AT1G11990"
"1417",1417,"AT3G07885"
"2458",2458,"AT5G04970"
"96",96,"AT1G05787"
"2562",2562,"AT5G13230"
"1403",1403,"AT3G06390"
"1747",1747,"AT3G48970"
"380",380,"AT1G29410"
"2139",2139,"AT4G19560"
"262",262,"AT1G16850"
"504",504,"AT1G52905"
"2613",2613,"AT5G18710"
"3055",3055,"AT5G66110"
"1480",1480,"AT3G12977"
"1412",1412,"AT3G07205"
"2595",2595,"AT5G16770"
"818",818,"AT1G80625"
"94",94,"AT1G05770"
"736",736,"AT1G72870"
"1626",1626,"AT3G26125"
"1614",1614,"AT3G25020"
"2750",2750,"AT5G39865"
"2967",2967,"AT5G58280"
"2125",2125,"AT4G18510"
"1161",1161,"AT2G34910"
"949",949,"AT2G16580"
"34",34,"AT1G03070"
"1122",1122,"AT2G32140"
"3021",3021,"AT5G62420"
"2598",2598,"AT5G17040"
"1889",1889,"AT3G62680"
"2732",2732,"AT5G38700"
"3079",3079,"ATCG00160"
"146",146,"AT1G08597"
"1509",1509,"AT3G15518"
"2130",2130,"AT4G18690"
"1594",1594,"AT3G23260"
"2586",2586,"AT5G15340"
"2684",2684,"AT5G26190"
"1384",1384,"AT3G05260"
"2050",2050,"AT4G12440"
"2974",2974,"AT5G58860"
"502",502,"AT1G52855"
"1348",1348,"AT3G03095"
"488",488,"AT1G52070"
"2292",2292,"AT4G32810"
"1165",1165,"AT2G35035"
"1573",1573,"AT3G21660"
"199",199,"AT1G11500"
"1618",1618,"AT3G25597"
"397",397,"AT1G30730"
"1869",1869,"AT3G60670"
"1064",1064,"AT2G27430"
"1705",1705,"AT3G45070"
"435",435,"AT1G44130"
"755",755,"AT1G74540"
"893",893,"AT2G07779"
"2509",2509,"AT5G08175"
"2492",2492,"AT5G07040"
"748",748,"AT1G74010"
"1226",1226,"AT2G40180"
"165",165,"AT1G09487"
"31",31,"AT1G02770"
"455",455,"AT1G48605"
"2019",2019,"AT4G10950"
"241",241,"AT1G14860"
"911",911,"AT2G08915"
"74",74,"AT1G05100"
"1671",1671,"AT3G28890"
"1899",1899,"AT4G00530"
"1704",1704,"AT3G45060"
"2366",2366,"AT4G39610"
"1632",1632,"AT3G26470"
"874",874,"AT2G07655"
"1263",1263,"AT2G43745"
"2527",2527,"AT5G09535"
"1410",1410,"AT3G06990"
"3052",3052,"AT5G65790"
"2801",2801,"AT5G44582"
"2239",2239,"AT4G27970"
"2751",2751,"AT5G40153"
"297",297,"AT1G20680"
"2996",2996,"AT5G60310"
"2032",2032,"AT4G11490"
"1977",1977,"AT4G06880"
"1052",1052,"AT2G26450"
"1248",1248,"AT2G42340"
"1288",1288,"AT2G46410"
"5",5,"AT1G01355"
"3040",3040,"AT5G65130"
"1450",1450,"AT3G10590"
"2331",2331,"AT4G36570"
"1436",1436,"AT3G09240"
"2041",2041,"AT4G11910"
"492",492,"AT1G52430"
"2690",2690,"AT5G26865"
"1277",1277,"AT2G45430"
"2091",2091,"AT4G15670"
"1861",1861,"AT3G59830"
"608",608,"AT1G64253"
"1376",1376,"AT3G04800"
"2610",2610,"AT5G18220"
"1523",1523,"AT3G16540"
"2672",2672,"AT5G25260"
"2529",2529,"AT5G09610"
"1228",1228,"AT2G40250"
"2593",2593,"AT5G16160"
"1707",1707,"AT3G45280"
"1172",1172,"AT2G35585"
"1720",1720,"AT3G46020"
"2429",2429,"AT5G03210"
"261",261,"AT1G16770"
"2302",2302,"AT4G33790"
"53",53,"AT1G04380"
"900",900,"AT2G08470"
"1526",1526,"AT3G17280"
"441",441,"AT1G47395"
"2912",2912,"AT5G53390"
"1696",1696,"AT3G44350"
"2989",2989,"AT5G59845"
"2543",2543,"AT5G10435"
"1955",1955,"AT4G04760"
"2950",2950,"AT5G56960"
"1946",1946,"AT4G04075"
"2733",2733,"AT5G38780"
"2650",2650,"AT5G23170"
"1452",1452,"AT3G10680"
"1779",1779,"AT3G50940"
"840",840,"AT2G03110"
"1448",1448,"AT3G10290"
"385",385,"AT1G29740"
"3058",3058,"AT5G66400"
"689",689,"AT1G69500"
"1321",1321,"AT3G01516"
"1046",1046,"AT2G25820"
"2507",2507,"AT5G07880"
"880",880,"AT2G07695"
"258",258,"AT1G16530"
"2368",2368,"AT4G39720"
"2187",2187,"AT4G23420"
"264",264,"AT1G17147"
"690",690,"AT1G69540"
"1976",1976,"AT4G06775"
"2276",2276,"AT4G31020"
"2615",2615,"AT5G18735"
"2701",2701,"AT5G28237"
"2879",2879,"AT5G50760"
"508",508,"AT1G53163"
"1080",1080,"AT2G29060"
"209",209,"AT1G12600"
"402",402,"AT1G31240"
"1502",1502,"AT3G14680"
"3043",3043,"AT5G65340"
"2461",2461,"AT5G05300"
"737",737,"AT1G72960"
"2336",2336,"AT4G36820"
"1142",1142,"AT2G33520"
"1299",1299,"AT2G47360"
"2655",2655,"AT5G23990"
"489",489,"AT1G52240"
"1011",1011,"AT2G22482"
"2978",2978,"AT5G59310"
"1788",1788,"AT3G52525"
"384",384,"AT1G29590"
"92",92,"AT1G05733"
"1764",1764,"AT3G50030"
"2158",2158,"AT4G21250"
"814",814,"AT1G80200"
"1121",1121,"AT2G32130"
"1257",1257,"AT2G42990"
"821",821,"AT1G80820"
"2781",2781,"AT5G43155"
"972",972,"AT2G18680"
"1605",1605,"AT3G24515"
"2786",2786,"AT5G43420"
"1624",1624,"AT3G25990"
"1296",1296,"AT2G47200"
"614",614,"AT1G64563"
"70",70,"AT1G05043"
"1881",1881,"AT3G61450"
"2320",2320,"AT4G35390"
"457",457,"AT1G48700"
"2502",2502,"AT5G07571"
"2515",2515,"AT5G08880"
"1617",1617,"AT3G25510"
"2649",2649,"AT5G23155"
"770",770,"AT1G75891"
"999",999,"AT2G21100"
"1608",1608,"AT3G24600"
"697",697,"AT1G69880"
"1603",1603,"AT3G24230"
"73",73,"AT1G05083"
"1901",1901,"AT4G00670"
"536",536,"AT1G56060"
"259",259,"AT1G16635"
"3049",3049,"AT5G65610"
"910",910,"AT2G08865"
"2520",2520,"AT5G09285"
"1060",1060,"AT2G27240"
"1838",1838,"AT3G57787"
"2703",2703,"AT5G28510"
"377",377,"AT1G29290"
"2459",2459,"AT5G05220"
"754",754,"AT1G74460"
"2473",2473,"AT5G06155"
"1235",1235,"AT2G40740"
"2463",2463,"AT5G05365"
"2538",2538,"AT5G09980"
"1768",1768,"AT3G50170"
"2807",2807,"AT5G44910"
"1919",1919,"AT4G01890"
"738",738,"AT1G73066"
"908",908,"AT2G08740"
"2275",2275,"AT4G30975"
"2936",2936,"AT5G55680"
"711",711,"AT1G70850"
"2564",2564,"AT5G13580"
"468",468,"AT1G49830"
"180",180,"AT1G09917"
"2051",2051,"AT4G12490"
"357",357,"AT1G26762"
"673",673,"AT1G68480"
"2353",2353,"AT4G38280"
"2016",2016,"AT4G10843"
"2425",2425,"AT5G03020"
"2970",2970,"AT5G58630"
"2932",2932,"AT5G55460"
"496",496,"AT1G52565"
"796",796,"AT1G78440"
"1652",1652,"AT3G28007"
"139",139,"AT1G08270"
"1383",1383,"AT3G05240"
"319",319,"AT1G22810"
"2062",2062,"AT4G13577"
"1555",1555,"AT3G20450"
"212",212,"AT1G12740"
"89",89,"AT1G05577"
"204",204,"AT1G12070"
"500",500,"AT1G52810"
"1949",1949,"AT4G04360"
"2501",2501,"AT5G07560"
"695",695,"AT1G69810"
"1848",1848,"AT3G59068"
"3024",3024,"AT5G63350"
"2141",2141,"AT4G19590"
"355",355,"AT1G26610"
"621",621,"AT1G65120"
"2362",2362,"AT4G39340"
"802",802,"AT1G78922"
"1260",1260,"AT2G43310"
"175",175,"AT1G09680"
"1362",1362,"AT3G03910"
"2415",2415,"AT5G02570"
"1356",1356,"AT3G03370"
"332",332,"AT1G24130"
"1904",1904,"AT4G00700"
"246",246,"AT1G15190"
"1508",1508,"AT3G15370"
"2571",2571,"AT5G14180"
"2927",2927,"AT5G55090"
"2350",2350,"AT4G37780"
"2497",2497,"AT5G07322"
"1028",1028,"AT2G24070"
"56",56,"AT1G04473"
"707",707,"AT1G70500"
"2756",2756,"AT5G40510"
"291",291,"AT1G19830"
"2579",2579,"AT5G14890"
"211",211,"AT1G12630"
"1304",1304,"AT2G47780"
"1874",1874,"AT3G61035"
"1421",1421,"AT3G08115"
"1258",1258,"AT2G43000"
"195",195,"AT1G11112"
"3054",3054,"AT5G65980"
"1830",1830,"AT3G57110"
"582",582,"AT1G61860"
"813",813,"AT1G80160"
"2999",2999,"AT5G60630"
"493",493,"AT1G52450"
"1130",1130,"AT2G32740"
"2319",2319,"AT4G35380"
"2254",2254,"AT4G28940"
"2234",2234,"AT4G27590"
"153",153,"AT1G09155"
"2122",2122,"AT4G18422"
"1246",1246,"AT2G41905"
"3094",3094,"ATMG00080"
"1875",1875,"AT3G61090"
"2066",2066,"AT4G13630"
"1166",1166,"AT2G35075"
"1951",1951,"AT4G04500"
"2348",2348,"AT4G37690"
"2300",2300,"AT4G33370"
"1270",1270,"AT2G44800"
"653",653,"AT1G67265"
"944",944,"AT2G15318"
"976",976,"AT2G18970"
"1419",1419,"AT3G07970"
"997",997,"AT2G21045"
"1083",1083,"AT2G29330"
"1738",1738,"AT3G48180"
"1816",1816,"AT3G55700"
"2981",2981,"AT5G59340"
"719",719,"AT1G71450"
"1231",1231,"AT2G40470"
"1715",1715,"AT3G45660"
"358",358,"AT1G26890"
"2539",2539,"AT5G09990"
"1298",1298,"AT2G47340"
"645",645,"AT1G66690"
"1662",1662,"AT3G28620"
"539",539,"AT1G56242"
"2338",2338,"AT4G37030"
"679",679,"AT1G68800"
"1093",1093,"AT2G30380"
"663",663,"AT1G68120"
"1661",1661,"AT3G28610"
"895",895,"AT2G08345"
"1157",1157,"AT2G34540"
"527",527,"AT1G55010"
"28",28,"AT1G02700"
"875",875,"AT2G07669"
"2361",2361,"AT4G39320"
"2766",2766,"AT5G41590"
"1750",1750,"AT3G49130"
"463",463,"AT1G49390"
"62",62,"AT1G04707"
"401",401,"AT1G31050"
"514",514,"AT1G53860"
"2725",2725,"AT5G38020"
"3095",3095,"ATMG00110"
"1271",1271,"AT2G44930"
"1572",1572,"AT3G21620"
"305",305,"AT1G21510"
"1241",1241,"AT2G41451"
"2049",2049,"AT4G12410"
"664",664,"AT1G68150"
"46",46,"AT1G04067"
"2884",2884,"AT5G51270"
"2671",2671,"AT5G25240"
"710",710,"AT1G70800"
"2135",2135,"AT4G19030"
"2307",2307,"AT4G33930"
"1780",1780,"AT3G50970"
"571",571,"AT1G61255"
"1536",1536,"AT3G18550"
"1207",1207,"AT2G38340"
"1115",1115,"AT2G31250"
"652",652,"AT1G67150"
"255",255,"AT1G16290"
"2010",2010,"AT4G10310"
"1877",1877,"AT3G61198"
"1048",1048,"AT2G26010"
"1349",1349,"AT3G03125"
"1472",1472,"AT3G12220"
"948",948,"AT2G16245"
"2048",2048,"AT4G12280"
"675",675,"AT1G68568"
"859",859,"AT2G04515"
"2576",2576,"AT5G14515"
"171",171,"AT1G09623"
"2534",2534,"AT5G09855"
"2391",2391,"AT5G01545"
"2675",2675,"AT5G25380"
"2154",2154,"AT4G20370"
"1518",1518,"AT3G16160"
"630",630,"AT1G65880"
"942",942,"AT2G15080"
"2433",2433,"AT5G03375"
"585",585,"AT1G62240"
"1621",1621,"AT3G25820"
"844",844,"AT2G03505"
"1269",1269,"AT2G44578"
"990",990,"AT2G20562"
"1974",1974,"AT4G06685"
"849",849,"AT2G03895"
"558",558,"AT1G59406"
"1198",1198,"AT2G37720"
"1980",1980,"AT4G07275"
"2431",2431,"AT5G03270"
"151",151,"AT1G08973"
"2356",2356,"AT4G38410"
"1819",1819,"AT3G55820"
"2156",2156,"AT4G20900"
"2715",2715,"AT5G36920"
"1016",1016,"AT2G22920"
"1020",1020,"AT2G23410"
"641",641,"AT1G66465"
"559",559,"AT1G59850"
"2475",2475,"AT5G06200"
"1487",1487,"AT3G13590"
"1503",1503,"AT3G14950"
"125",125,"AT1G07600"
"924",924,"AT2G09895"
"2808",2808,"AT5G44920"
"2995",2995,"AT5G60220"
"1002",1002,"AT2G21400"
"2149",2149,"AT4G20190"
"1110",1110,"AT2G31085"
"1171",1171,"AT2G35550"
"2495",2495,"AT5G07265"
"784",784,"AT1G77570"
"1732",1732,"AT3G47220"
"1104",1104,"AT2G30770"
"97",97,"AT1G05833"
"252",252,"AT1G15900"
"2194",2194,"AT4G24015"
"408",408,"AT1G31885"
"729",729,"AT1G72200"
"2232",2232,"AT4G27460"
"495",495,"AT1G52560"
"1457",1457,"AT3G11050"
"1214",1214,"AT2G39030"
"2742",2742,"AT5G39260"
"2014",2014,"AT4G10640"
"2865",2865,"AT5G49200"
"2992",2992,"AT5G60110"
"1954",1954,"AT4G04745"
"16",16,"AT1G02190"
"115",115,"AT1G07120"
"1224",1224,"AT2G40160"
"1305",1305,"AT2G47810"
"314",314,"AT1G22460"
"2905",2905,"AT5G52740"
"1091",1091,"AT2G29995"
"1102",1102,"AT2G30690"
"853",853,"AT2G04100"
"1453",1453,"AT3G10780"
"2837",2837,"AT5G47170"
"1729",1729,"AT3G47100"
"804",804,"AT1G79480"
"2612",2612,"AT5G18404"
"1406",1406,"AT3G06640"
"1739",1739,"AT3G48300"
"434",434,"AT1G43020"
"270",270,"AT1G18197"
"190",190,"AT1G10710"
"965",965,"AT2G18196"
"779",779,"AT1G77138"
"1870",1870,"AT3G60700"
"986",986,"AT2G19990"
"2916",2916,"AT5G54020"
"1563",1563,"AT3G20960"
"473",473,"AT1G49960"
"1442",1442,"AT3G09680"
"2226",2226,"AT4G26470"
"1609",1609,"AT3G24780"
"2789",2789,"AT5G43660"
"1245",1245,"AT2G41810"
"390",390,"AT1G30100"
"1913",1913,"AT4G01230"
"2310",2310,"AT4G34330"
"2531",2531,"AT5G09730"
"2042",2042,"AT4G11911"
"2536",2536,"AT5G09930"
"2874",2874,"AT5G50120"
"3092",3092,"ATMG00060"
"2444",2444,"AT5G03885"
"54",54,"AT1G04427"
"1388",1388,"AT3G05390"
"2639",2639,"AT5G21150"
"2447",2447,"AT5G03985"
"448",448,"AT1G48000"
"2393",2393,"AT5G01570"
"1089",1089,"AT2G29750"
"304",304,"AT1G21470"
"2623",2623,"AT5G19520"
"1200",1200,"AT2G37870"
"2255",2255,"AT4G29180"
"293",293,"AT1G20130"
"1586",1586,"AT3G22820"
"2272",2272,"AT4G30640"
"1212",1212,"AT2G38823"
"1387",1387,"AT3G05365"
"2744",2744,"AT5G39400"
"639",639,"AT1G66380"
"413",413,"AT1G32375"
"281",281,"AT1G19250"
"1864",1864,"AT3G60140"
"1336",1336,"AT3G02240"
"3089",3089,"ATCG01080"
"538",538,"AT1G56165"
"1182",1182,"AT2G36190"
"2763",2763,"AT5G41160"
"2914",2914,"AT5G53810"
"601",601,"AT1G63530"
"2388",2388,"AT5G01360"
"2288",2288,"AT4G31900"
"3",3,"AT1G01250"
"231",231,"AT1G14185"
"3069",3069,"AT5G67090"
"2423",2423,"AT5G02875"
"1934",1934,"AT4G03130"
"2474",2474,"AT5G06190"
"2838",2838,"AT5G47450"
"1863",1863,"AT3G60010"
"1001",1001,"AT2G21350"
"1498",1498,"AT3G14280"
"1400",1400,"AT3G06260"
"47",47,"AT1G04150"
"2843",2843,"AT5G47850"
"2222",2222,"AT4G26260"
"2800",2800,"AT5G44575"
"925",925,"AT2G09945"
"1925",1925,"AT4G02280"
"411",411,"AT1G32172"
"2572",2572,"AT5G14380"
"2980",2980,"AT5G59330"
"793",793,"AT1G78190"
"444",444,"AT1G47485"
"310",310,"AT1G22120"
"920",920,"AT2G09440"
"1098",1098,"AT2G30505"
"1698",1698,"AT3G44540"
"635",635,"AT1G66173"
"1959",1959,"AT4G05170"
"2036",2036,"AT4G11700"
"1312",1312,"AT3G01065"
"315",315,"AT1G22480"
"2099",2099,"AT4G16350"
"1393",1393,"AT3G05820"
"1300",1300,"AT2G47460"
"3010",3010,"AT5G61730"
"447",447,"AT1G47920"
"1459",1459,"AT3G11260"
"575",575,"AT1G61415"
"2095",2095,"AT4G15990"
"1357",1357,"AT3G03385"
