"","X","WS_c1.which.mclass....7...1."
"3305",3305,"AT5G10520"
"218",218,"AT1G10340"
"3543",3543,"AT5G26980"
"3945",3945,"AT5G61660"
"2699",2699,"AT4G14940"
"3276",3276,"AT5G09030"
"2398",2398,"AT3G56890"
"2539",2539,"AT4G02660"
"2039",2039,"AT3G18610"
"3240",3240,"AT5G07015"
"1453",1453,"AT2G30890"
"1649",1649,"AT2G43050"
"881",881,"AT1G65620"
"2115",2115,"AT3G23870"
"1971",1971,"AT3G14760"
"4012",4012,"AT5G65880"
"114",114,"AT1G05710"
"3096",3096,"AT4G39235"
"2310",2310,"AT3G51060"
"3735",3735,"AT5G47330"
"3679",3679,"AT5G43400"
"169",169,"AT1G08180"
"2475",2475,"AT3G61990"
"1474",1474,"AT2G32470"
"2677",2677,"AT4G14140"
"719",719,"AT1G53870"
"257",257,"AT1G12290"
"945",945,"AT1G69400"
"2257",2257,"AT3G48185"
"148",148,"AT1G07130"
"3461",3461,"AT5G20635"
"922",922,"AT1G68330"
"803",803,"AT1G61560"
"2031",2031,"AT3G18010"
"3361",3361,"AT5G14470"
"2335",2335,"AT3G52520"
"2666",2666,"AT4G13870"
"2877",2877,"AT4G25270"
"492",492,"AT1G26600"
"1918",1918,"AT3G11840"
"1812",1812,"AT3G05937"
"3869",3869,"AT5G57550"
"3519",3519,"AT5G25210"
"2229",2229,"AT3G45880"
"1725",1725,"AT2G47830"
"597",597,"AT1G35180"
"2369",2369,"AT3G55370"
"3859",3859,"AT5G56990"
"2350",2350,"AT3G53440"
"3962",3962,"AT5G63020"
"799",799,"AT1G61420"
"3365",3365,"AT5G14960"
"290",290,"AT1G14100"
"3771",3771,"AT5G50010"
"386",386,"AT1G18940"
"2722",2722,"AT4G16260"
"2808",2808,"AT4G21585"
"244",244,"AT1G11710"
"3420",3420,"AT5G18080"
"103",103,"AT1G05400"
"3252",3252,"AT5G07620"
"2672",2672,"AT4G14010"
"2010",2010,"AT3G16750"
"3473",3473,"AT5G22145"
"840",840,"AT1G62975"
"1609",1609,"AT2G40810"
"2491",2491,"AT3G62890"
"846",846,"AT1G63295"
"3664",3664,"AT5G42450"
"2470",2470,"AT3G61760"
"1457",1457,"AT2G31585"
"2919",2919,"AT4G27740"
"674",674,"AT1G51170"
"1154",1154,"AT2G01390"
"64",64,"AT1G04050"
"966",966,"AT1G70518"
"626",626,"AT1G47510"
"163",163,"AT1G07753"
"2670",2670,"AT4G13950"
"623",623,"AT1G47270"
"2006",2006,"AT3G16610"
"1080",1080,"AT1G76760"
"831",831,"AT1G62690"
"2511",2511,"AT4G00870"
"2175",2175,"AT3G27906"
"2986",2986,"AT4G31620"
"3749",3749,"AT5G48530"
"683",683,"AT1G51538"
"3921",3921,"AT5G60490"
"1420",1420,"AT2G28330"
"2734",2734,"AT4G17310"
"3623",3623,"AT5G40090"
"3216",3216,"AT5G06000"
"2334",2334,"AT3G52480"
"4072",4072,"ATMG01190"
"2382",2382,"AT3G56000"
"3810",3810,"AT5G52850"
"1439",1439,"AT2G29460"
"3254",3254,"AT5G07700"
"3560",3560,"AT5G32460"
"715",715,"AT1G53600"
"3245",3245,"AT5G07130"
"3459",3459,"AT5G20110"
"165",165,"AT1G07887"
"2131",2131,"AT3G25240"
"2375",2375,"AT3G55646"
"2927",2927,"AT4G28085"
"787",787,"AT1G60620"
"3214",3214,"AT5G05960"
"443",443,"AT1G22880"
"2324",2324,"AT3G51760"
"388",388,"AT1G19025"
"864",864,"AT1G64360"
"1731",1731,"AT3G01330"
"3466",3466,"AT5G21140"
"3777",3777,"AT5G50440"
"941",941,"AT1G69290"
"1447",1447,"AT2G30370"
"1228",1228,"AT2G09975"
"2465",2465,"AT3G61280"
"1092",1092,"AT1G77290"
"3438",3438,"AT5G18860"
"890",890,"AT1G66390"
"46",46,"AT1G03340"
"876",876,"AT1G65450"
"377",377,"AT1G18560"
"1286",1286,"AT2G18600"
"2197",2197,"AT3G29770"
"3854",3854,"AT5G56780"
"2957",2957,"AT4G30230"
"2418",2418,"AT3G58200"
"3678",3678,"AT5G43380"
"2467",2467,"AT3G61360"
"3567",3567,"AT5G35525"
"1635",1635,"AT2G42290"
"650",650,"AT1G49210"
"2820",2820,"AT4G22270"
"2064",2064,"AT3G20460"
"1021",1021,"AT1G73550"
"1039",1039,"AT1G74360"
"2740",2740,"AT4G17750"
"1757",1757,"AT3G02990"
"1616",1616,"AT2G41210"
"4060",4060,"ATCG00770"
"341",341,"AT1G16820"
"564",564,"AT1G31790"
"237",237,"AT1G11270"
"1789",1789,"AT3G04510"
"3990",3990,"AT5G64950"
"3653",3653,"AT5G41900"
"3321",3321,"AT5G11230"
"4042",4042,"AT5G67180"
"1719",1719,"AT2G47220"
"3783",3783,"AT5G50665"
"3139",3139,"AT5G01880"
"374",374,"AT1G18382"
"3213",3213,"AT5G05940"
"1920",1920,"AT3G12070"
"2590",2590,"AT4G08330"
"1836",1836,"AT3G07315"
"3918",3918,"AT5G60280"
"3736",3736,"AT5G47360"
"3233",3233,"AT5G06710"
"92",92,"AT1G04840"
"607",607,"AT1G36380"
"2569",2569,"AT4G04700"
"2256",2256,"AT3G48160"
"1501",1501,"AT2G34600"
"1467",1467,"AT2G31990"
"485",485,"AT1G25500"
"3744",3744,"AT5G48040"
"2206",2206,"AT3G43790"
"2363",2363,"AT3G54780"
"3942",3942,"AT5G61400"
"223",223,"AT1G10657"
"4039",4039,"AT5G67060"
"3852",3852,"AT5G56600"
"1375",1375,"AT2G24440"
"1055",1055,"AT1G75060"
"98",98,"AT1G05087"
"1361",1361,"AT2G23470"
"1563",1563,"AT2G38240"
"2406",2406,"AT3G57580"
"278",278,"AT1G13340"
"274",274,"AT1G13150"
"2392",2392,"AT3G56470"
"2026",2026,"AT3G17690"
"2163",2163,"AT3G27400"
"2613",2613,"AT4G10390"
"488",488,"AT1G26330"
"3413",3413,"AT5G17570"
"1956",1956,"AT3G14170"
"1868",1868,"AT3G09040"
"930",930,"AT1G68640"
"3147",3147,"AT5G02110"
"2785",2785,"AT4G20090"
"614",614,"AT1G43800"
"2737",2737,"AT4G17470"
"208",208,"AT1G09950"
"1141",1141,"AT1G80555"
"2221",2221,"AT3G44960"
"2905",2905,"AT4G26800"
"1499",1499,"AT2G34500"
"2154",2154,"AT3G26960"
"2929",2929,"AT4G28280"
"101",101,"AT1G05310"
"3955",3955,"AT5G62520"
"3964",3964,"AT5G63290"
"3827",3827,"AT5G54145"
"2352",2352,"AT3G53510"
"2874",2874,"AT4G25160"
"734",734,"AT1G54840"
"2176",2176,"AT3G27930"
"109",109,"AT1G05557"
"1145",1145,"AT1G80710"
"2994",2994,"AT4G32650"
"1818",1818,"AT3G06220"
"3335",3335,"AT5G11975"
"4021",4021,"AT5G66290"
"2214",2214,"AT3G44716"
"1106",1106,"AT1G78120"
"834",834,"AT1G62840"
"3073",3073,"AT4G38210"
"2908",2908,"AT4G26890"
"1369",1369,"AT2G24190"
"2779",2779,"AT4G19810"
"424",424,"AT1G21390"
"207",207,"AT1G09932"
"3180",3180,"AT5G03830"
"54",54,"AT1G03710"
"1270",1270,"AT2G17525"
"445",445,"AT1G22890"
"233",233,"AT1G11160"
"3172",3172,"AT5G03440"
"1224",1224,"AT2G09225"
"1850",1850,"AT3G07860"
"2166",2166,"AT3G27520"
"3940",3940,"AT5G61370"
"1344",1344,"AT2G22690"
"2976",2976,"AT4G31240"
"2094",2094,"AT3G22470"
"546",546,"AT1G30500"
"2247",2247,"AT3G47600"
"154",154,"AT1G07300"
"2660",2660,"AT4G13540"
"3676",3676,"AT5G43250"
"1681",1681,"AT2G44700"
"1565",1565,"AT2G38320"
"523",523,"AT1G29357"
"3046",3046,"AT4G36270"
"1707",1707,"AT2G46070"
"880",880,"AT1G65520"
"716",716,"AT1G53680"
"359",359,"AT1G17455"
"3126",3126,"AT5G01255"
"3000",3000,"AT4G33170"
"1509",1509,"AT2G35160"
"3269",3269,"AT5G08335"
"3531",3531,"AT5G25770"
"447",447,"AT1G22985"
"2886",2886,"AT4G25707"
"2866",2866,"AT4G24430"
"130",130,"AT1G06270"
"2979",2979,"AT4G31270"
"2667",2667,"AT4G13880"
"861",861,"AT1G64185"
"331",331,"AT1G16420"
"2706",2706,"AT4G15230"
"1740",1740,"AT3G01895"
"507",507,"AT1G27660"
"480",480,"AT1G24793"
"1115",1115,"AT1G78895"
"2673",2673,"AT4G14020"
"1864",1864,"AT3G08980"
"3230",3230,"AT5G06610"
"2741",2741,"AT4G17760"
"2553",2553,"AT4G03490"
"856",856,"AT1G63855"
"2240",2240,"AT3G47090"
"2947",2947,"AT4G29530"
"2145",2145,"AT3G25970"
"3720",3720,"AT5G45940"
"2040",2040,"AT3G18630"
"2413",2413,"AT3G57760"
"1114",1114,"AT1G78865"
"548",548,"AT1G30757"
"354",354,"AT1G17260"
"384",384,"AT1G18835"
"2057",2057,"AT3G19508"
"3209",3209,"AT5G05760"
"1257",1257,"AT2G16530"
"3113",3113,"AT4G39955"
"817",817,"AT1G62350"
"3973",3973,"AT5G63905"
"461",461,"AT1G23550"
"498",498,"AT1G26840"
"3860",3860,"AT5G57060"
"2603",2603,"AT4G09685"
"1869",1869,"AT3G09060"
"1461",1461,"AT2G31865"
"2969",2969,"AT4G30850"
"3600",3600,"AT5G38300"
"219",219,"AT1G10540"
"835",835,"AT1G62870"
"1493",1493,"AT2G34010"
"2451",2451,"AT3G60330"
"1598",1598,"AT2G40120"
"1975",1975,"AT3G15060"
"2983",2983,"AT4G31440"
"561",561,"AT1G31490"
"3599",3599,"AT5G38280"
"2993",2993,"AT4G32430"
"1794",1794,"AT3G04980"
"489",489,"AT1G26380"
"1705",1705,"AT2G45870"
"1067",1067,"AT1G75590"
"2966",2966,"AT4G30680"
"2593",2593,"AT4G08590"
"2773",2773,"AT4G19230"
"294",294,"AT1G14205"
"2434",2434,"AT3G59150"
"1613",1613,"AT2G41080"
"2665",2665,"AT4G13820"
"3856",3856,"AT5G56840"
"3253",3253,"AT5G07680"
"802",802,"AT1G61500"
"3702",3702,"AT5G44930"
"2676",2676,"AT4G14120"
"1245",1245,"AT2G15050"
"3145",3145,"AT5G02090"
"2290",2290,"AT3G49920"
"2433",2433,"AT3G59010"
"1289",1289,"AT2G18670"
"102",102,"AT1G05370"
"7",7,"AT1G01370"
"1788",1788,"AT3G04450"
"591",591,"AT1G34270"
"2507",2507,"AT4G00590"
"2861",2861,"AT4G24250"
"3619",3619,"AT5G39970"
"1827",1827,"AT3G06630"
"174",174,"AT1G08340"
"1696",1696,"AT2G45280"
"3436",3436,"AT5G18810"
"3498",3498,"AT5G24090"
"17",17,"AT1G01690"
"3939",3939,"AT5G61360"
"2838",2838,"AT4G23220"
"1220",1220,"AT2G07850"
"2474",2474,"AT3G61970"
"2403",2403,"AT3G57480"
"2705",2705,"AT4G15200"
"12",12,"AT1G01580"
"1997",1997,"AT3G16280"
"569",569,"AT1G32127"
"3434",3434,"AT5G18730"
"1629",1629,"AT2G41780"
"1861",1861,"AT3G08820"
"3960",3960,"AT5G62960"
"3956",3956,"AT5G62820"
"3226",3226,"AT5G06430"
"3569",3569,"AT5G35670"
"1336",1336,"AT2G22200"
"3389",3389,"AT5G16320"
"1476",1476,"AT2G32630"
"1982",1982,"AT3G15358"
"1028",1028,"AT1G73790"
"4047",4047,"AT5G67460"
"2061",2061,"AT3G20090"
"80",80,"AT1G04487"
"1879",1879,"AT3G09660"
"3325",3325,"AT5G11410"
"3314",3314,"AT5G10890"
"1329",1329,"AT2G21770"
"1791",1791,"AT3G04690"
"764",764,"AT1G56710"
"3986",3986,"AT5G64810"
"1784",1784,"AT3G04060"
"3765",3765,"AT5G49640"
"973",973,"AT1G71015"
"2701",2701,"AT4G15070"
"3350",3350,"AT5G13870"
"484",484,"AT1G25370"
"3656",3656,"AT5G42060"
"621",621,"AT1G46554"
"3959",3959,"AT5G62940"
"3493",3493,"AT5G23770"
"3883",3883,"AT5G58580"
"117",117,"AT1G05780"
"3181",3181,"AT5G03870"
"1005",1005,"AT1G72860"
"1996",1996,"AT3G16175"
"1227",1227,"AT2G09660"
"3611",3611,"AT5G39100"
"2302",2302,"AT3G50760"
"2788",2788,"AT4G20325"
"1955",1955,"AT3G14160"
"552",552,"AT1G30900"
"121",121,"AT1G05873"
"173",173,"AT1G08315"
"1175",1175,"AT2G02765"
"3748",3748,"AT5G48430"
"2396",2396,"AT3G56830"
"2528",2528,"AT4G01600"
"3846",3846,"AT5G56160"
"1548",1548,"AT2G37560"
"2796",2796,"AT4G21170"
"309",309,"AT1G14870"
"2478",2478,"AT3G62050"
"235",235,"AT1G11175"
"968",968,"AT1G70650"
"1633",1633,"AT2G42250"
"3926",3926,"AT5G60820"
"2948",2948,"AT4G29540"
"3081",3081,"AT4G38495"
"1349",1349,"AT2G22810"
"1392",1392,"AT2G26310"
"28",28,"AT1G02380"
"662",662,"AT1G49910"
"389",389,"AT1G19080"
"3549",3549,"AT5G27610"
"939",939,"AT1G69260"
"2295",2295,"AT3G50260"
"581",581,"AT1G33612"
"3506",3506,"AT5G24318"
"30",30,"AT1G02420"
"2936",2936,"AT4G28700"
"3479",3479,"AT5G22860"
"1960",1960,"AT3G14440"
"3689",3689,"AT5G44160"
"904",904,"AT1G67328"
"2065",2065,"AT3G20470"
"3404",3404,"AT5G17030"
"701",701,"AT1G52830"
"885",885,"AT1G65950"
"305",305,"AT1G14660"
"2212",2212,"AT3G44610"
"1963",1963,"AT3G14470"
"2648",2648,"AT4G12970"
"10",10,"AT1G01560"
"3589",3589,"AT5G38000"
"3895",3895,"AT5G59070"
"2199",2199,"AT3G30460"
"728",728,"AT1G54217"
"761",761,"AT1G56600"
"2991",2991,"AT4G32208"
"2824",2824,"AT4G22390"
"1217",1217,"AT2G07698"
"877",877,"AT1G65480"
"1766",1766,"AT3G03450"
"2442",2442,"AT3G59700"
"3746",3746,"AT5G48090"
"3890",3890,"AT5G58790"
"2837",2837,"AT4G23200"
"1678",1678,"AT2G44600"
"58",58,"AT1G03820"
"2798",2798,"AT4G21200"
"4",4,"AT1G01190"
"24",24,"AT1G02180"
"3529",3529,"AT5G25620"
"2571",2571,"AT4G05010"
"3696",3696,"AT5G44490"
"557",557,"AT1G31310"
"1430",1430,"AT2G28940"
"2622",2622,"AT4G11140"
"2186",2186,"AT3G28580"
"3077",3077,"AT4G38330"
"853",853,"AT1G63710"
"4006",4006,"AT5G65520"
"1048",1048,"AT1G74630"
"2777",2777,"AT4G19645"
"3360",3360,"AT5G14410"
"2725",2725,"AT4G16700"
"595",595,"AT1G34760"
"2179",2179,"AT3G28220"
"984",984,"AT1G71528"
"3764",3764,"AT5G49550"
"2850",2850,"AT4G23885"
"2962",2962,"AT4G30500"
"1424",1424,"AT2G28590"
"2455",2455,"AT3G60640"
"3058",3058,"AT4G37370"
"970",970,"AT1G70790"
"3849",3849,"AT5G56450"
"590",590,"AT1G34245"
"3205",3205,"AT5G05435"
"1626",1626,"AT2G41670"
"3429",3429,"AT5G18430"
"943",943,"AT1G69320"
"3416",3416,"AT5G17980"
"3532",3532,"AT5G25790"
"2774",2774,"AT4G19400"
"1658",1658,"AT2G43520"
"1871",1871,"AT3G09190"
"2758",2758,"AT4G18460"
"1482",1482,"AT2G32930"
"2459",2459,"AT3G60840"
"1817",1817,"AT3G06180"
"243",243,"AT1G11592"
"1769",1769,"AT3G03530"
"1679",1679,"AT2G44630"
"2042",2042,"AT3G18730"
"3729",3729,"AT5G46730"
"2286",2286,"AT3G49740"
"3792",3792,"AT5G51370"
"3816",3816,"AT5G53200"
"1038",1038,"AT1G74350"
"1131",1131,"AT1G80060"
"1785",1785,"AT3G04185"
"1411",1411,"AT2G27800"
"1834",1834,"AT3G07260"
"3839",3839,"AT5G55560"
"60",60,"AT1G03905"
"1056",1056,"AT1G75090"
"3299",3299,"AT5G10310"
"2384",2384,"AT3G56030"
"1085",1085,"AT1G76955"
"1894",1894,"AT3G10110"
"1567",1567,"AT2G38420"
"1049",1049,"AT1G74660"
"3204",3204,"AT5G05380"
"1323",1323,"AT2G21260"
"123",123,"AT1G06010"
"3683",3683,"AT5G43820"
"3805",3805,"AT5G52545"
"2595",2595,"AT4G08795"
"1089",1089,"AT1G77120"
"1772",1772,"AT3G03700"
"1930",1930,"AT3G12970"
"77",77,"AT1G04360"
"1808",1808,"AT3G05870"
"1858",1858,"AT3G08660"
"2612",2612,"AT4G10280"
"2791",2791,"AT4G20460"
"2833",2833,"AT4G22980"
"3270",3270,"AT5G08350"
"3486",3486,"AT5G23370"
"3669",3669,"AT5G42860"
"1076",1076,"AT1G76420"
"2698",2698,"AT4G14850"
"2049",2049,"AT3G19210"
"1081",1081,"AT1G76780"
"3563",3563,"AT5G35370"
"245",245,"AT1G11730"
"2148",2148,"AT3G26115"
"66",66,"AT1G04077"
"2306",2306,"AT3G50870"
"3292",3292,"AT5G09805"
"1713",1713,"AT2G46572"
"1758",1758,"AT3G03000"
"1000",1000,"AT1G72690"
"560",560,"AT1G31470"
"2216",2216,"AT3G44740"
"1143",1143,"AT1G80610"
"1947",1947,"AT3G13780"
"1042",1042,"AT1G74420"
"2147",2147,"AT3G26050"
"313",313,"AT1G15175"
"2122",2122,"AT3G24463"
"766",766,"AT1G57560"
"1342",1342,"AT2G22620"
"511",511,"AT1G28070"
"3797",3797,"AT5G51810"
"1837",1837,"AT3G07340"
"3170",3170,"AT5G03355"
"2591",2591,"AT4G08455"
"1359",1359,"AT2G23300"
"455",455,"AT1G23150"
"1346",1346,"AT2G22770"
"1993",1993,"AT3G15990"
"2914",2914,"AT4G27435"
"1478",1478,"AT2G32765"
"75",75,"AT1G04353"
"1881",1881,"AT3G09710"
"1644",1644,"AT2G42730"
"3826",3826,"AT5G54140"
"1407",1407,"AT2G27740"
"645",645,"AT1G48880"
"2766",2766,"AT4G18910"
"1480",1480,"AT2G32795"
"2275",2275,"AT3G49210"
"2407",2407,"AT3G57600"
"4019",4019,"AT5G66270"
"1123",1123,"AT1G79120"
"1007",1007,"AT1G72950"
"1267",1267,"AT2G17270"
"1083",1083,"AT1G76800"
"1537",1537,"AT2G37025"
"694",694,"AT1G52155"
"837",837,"AT1G62910"
"3218",3218,"AT5G06250"
"69",69,"AT1G04117"
"385",385,"AT1G18870"
"3192",3192,"AT5G04680"
"393",393,"AT1G19320"
"865",865,"AT1G64455"
"2971",2971,"AT4G30940"
"2903",2903,"AT4G26790"
"1965",1965,"AT3G14560"
"18",18,"AT1G01725"
"842",842,"AT1G63020"
"368",368,"AT1G17830"
"1674",1674,"AT2G44450"
"1512",1512,"AT2G35310"
"3311",3311,"AT5G10620"
"2515",2515,"AT4G00970"
"949",949,"AT1G69520"
"1579",1579,"AT2G39110"
"3007",3007,"AT4G34131"
"3326",3326,"AT5G11460"
"2032",2032,"AT3G18020"
"3927",3927,"AT5G60880"
"1426",1426,"AT2G28670"
"2318",2318,"AT3G51330"
"2291",2291,"AT3G49950"
"3787",3787,"AT5G51030"
"2601",2601,"AT4G09435"
"2810",2810,"AT4G21610"
"620",620,"AT1G46480"
"1138",1138,"AT1G80315"
"2464",2464,"AT3G61250"
"1919",1919,"AT3G12040"
"157",157,"AT1G07490"
"2161",2161,"AT3G27290"
"3376",3376,"AT5G15710"
"3464",3464,"AT5G20935"
"3310",3310,"AT5G10610"
"2261",2261,"AT3G48410"
"3013",3013,"AT4G34510"
"3257",3257,"AT5G07730"
"3582",3582,"AT5G37540"
"3838",3838,"AT5G55470"
"3578",3578,"AT5G37180"
"551",551,"AT1G30860"
"2462",2462,"AT3G61160"
"458",458,"AT1G23410"
"992",992,"AT1G72210"
"3523",3523,"AT5G25475"
"321",321,"AT1G15760"
"3371",3371,"AT5G15240"
"2763",2763,"AT4G18630"
"867",867,"AT1G64690"
"1577",1577,"AT2G38995"
"2888",2888,"AT4G25760"
"2454",2454,"AT3G60580"
"438",438,"AT1G22403"
"1140",1140,"AT1G80520"
"3951",3951,"AT5G61980"
"3690",3690,"AT5G44230"
"184",184,"AT1G09050"
"1309",1309,"AT2G20515"
"360",360,"AT1G17460"
"299",299,"AT1G14490"
"2909",2909,"AT4G26960"
"441",441,"AT1G22510"
"3938",3938,"AT5G61340"
"692",692,"AT1G52100"
"2429",2429,"AT3G58930"
"1929",1929,"AT3G12890"
"3514",3514,"AT5G24980"
"1543",1543,"AT2G37300"
"1669",1669,"AT2G44070"
"2723",2723,"AT4G16447"
"1327",1327,"AT2G21650"
"481",481,"AT1G25145"
"1311",1311,"AT2G20550"
"3353",3353,"AT5G14090"
"2729",2729,"AT4G16850"
"37",37,"AT1G02900"
"3158",3158,"AT5G02560"
"1065",1065,"AT1G75550"
"767",767,"AT1G57590"
"4066",4066,"ATCG01100"
"1363",1363,"AT2G23560"
"3458",3458,"AT5G20030"
"3950",3950,"AT5G61940"
"301",301,"AT1G14530"
"85",85,"AT1G04580"
"2890",2890,"AT4G25810"
"2053",2053,"AT3G19330"
"2771",2771,"AT4G19191"
"2787",2787,"AT4G20230"
"1972",1972,"AT3G14780"
"4022",4022,"AT5G66330"
"3824",3824,"AT5G53980"
"1305",1305,"AT2G20210"
"319",319,"AT1G15580"
"1274",1274,"AT2G17740"
"3074",3074,"AT4G38215"
"3457",3457,"AT5G19970"
"732",732,"AT1G54650"
"39",39,"AT1G02970"
"782",782,"AT1G59780"
"783",783,"AT1G59970"
"83",83,"AT1G04555"
"1367",1367,"AT2G24030"
"1234",1234,"AT2G13680"
"1149",1149,"AT2G01008"
"1397",1397,"AT2G26750"
"2000",2000,"AT3G16350"
"3166",3166,"AT5G03110"
"1193",1193,"AT2G04240"
"1866",1866,"AT3G09010"
"2023",2023,"AT3G17626"
"2019",2019,"AT3G17380"
"1387",1387,"AT2G25590"
"535",535,"AT1G29710"
"1469",1469,"AT2G32210"
"3723",3723,"AT5G46100"
"2790",2790,"AT4G20390"
"656",656,"AT1G49520"
"4013",4013,"AT5G65925"
"3419",3419,"AT5G18065"
"281",281,"AT1G13600"
"1596",1596,"AT2G40095"
"1264",1264,"AT2G17140"
"409",409,"AT1G20480"
"2654",2654,"AT4G13195"
"1746",1746,"AT3G02215"
"97",97,"AT1G05000"
"633",633,"AT1G48180"
"1723",1723,"AT2G47670"
"2754",2754,"AT4G18372"
"1668",1668,"AT2G43990"
"1429",1429,"AT2G28870"
"2078",2078,"AT3G21330"
"1979",1979,"AT3G15270"
"1253",1253,"AT2G15730"
"1333",1333,"AT2G22070"
"380",380,"AT1G18690"
"1755",1755,"AT3G02850"
"1612",1612,"AT2G41070"
"1576",1576,"AT2G38830"
"1241",1241,"AT2G14660"
"110",110,"AT1G05575"
"931",931,"AT1G68690"
"1218",1218,"AT2G07715"
"2266",2266,"AT3G48540"
"2500",2500,"AT3G63480"
"873",873,"AT1G65180"
"3992",3992,"AT5G65040"
"2557",2557,"AT4G03935"
"3740",3740,"AT5G47590"
"487",487,"AT1G26200"
"1459",1459,"AT2G31725"
"3640",3640,"AT5G40980"
"3575",3575,"AT5G36260"
"2013",2013,"AT3G16990"
"1898",1898,"AT3G10200"
"1388",1388,"AT2G25720"
"628",628,"AT1G47655"
"1805",1805,"AT3G05685"
"183",183,"AT1G09040"
"615",615,"AT1G43980"
"2152",2152,"AT3G26782"
"1174",1174,"AT2G02750"
"1236",1236,"AT2G14247"
"775",775,"AT1G59510"
"3150",3150,"AT5G02400"
"1651",1651,"AT2G43190"
"2700",2700,"AT4G14970"
"158",158,"AT1G07620"
"2775",2775,"AT4G19460"
"2996",2996,"AT4G32890"
"1189",1189,"AT2G04032"
"2341",2341,"AT3G52900"
"1417",1417,"AT2G28210"
"1231",1231,"AT2G12550"
"2508",2508,"AT4G00690"
"4031",4031,"AT5G66640"
"3300",3300,"AT5G10340"
"468",468,"AT1G24030"
"210",210,"AT1G09995"
"2949",2949,"AT4G29560"
"350",350,"AT1G17180"
"951",951,"AT1G69526"
"604",604,"AT1G35830"
"3309",3309,"AT5G10605"
