"","WS_c1.which.mclass....5...1."
"1","AT1G01020"
"2","AT1G01070"
"3","AT1G01160"
"4","AT1G01180"
"5","AT1G01210"
"6","AT1G01240"
"7","AT1G01260"
"8","AT1G01290"
"9","AT1G01350"
"10","AT1G01360"
"11","AT1G01420"
"12","AT1G01440"
"13","AT1G01448"
"14","AT1G01500"
"15","AT1G01600"
"16","AT1G01730"
"17","AT1G01780"
"18","AT1G01830"
"19","AT1G01860"
"20","AT1G01900"
"21","AT1G01920"
"22","AT1G01930"
"23","AT1G01940"
"24","AT1G01990"
"25","AT1G02000"
"26","AT1G02020"
"27","AT1G02060"
"28","AT1G02065"
"29","AT1G02145"
"30","AT1G02160"
"31","AT1G02205"
"32","AT1G02270"
"33","AT1G02290"
"34","AT1G02330"
"35","AT1G02370"
"36","AT1G02720"
"37","AT1G02740"
"38","AT1G02750"
"39","AT1G02800"
"40","AT1G02816"
"41","AT1G02850"
"42","AT1G02860"
"43","AT1G02870"
"44","AT1G02880"
"45","AT1G02960"
"46","AT1G02990"
"47","AT1G03055"
"48","AT1G03110"
"49","AT1G03150"
"50","AT1G03190"
"51","AT1G03210"
"52","AT1G03260"
"53","AT1G03330"
"54","AT1G03360"
"55","AT1G03410"
"56","AT1G03430"
"57","AT1G03457"
"58","AT1G03495"
"59","AT1G03520"
"60","AT1G03560"
"61","AT1G03687"
"62","AT1G03730"
"63","AT1G03780"
"64","AT1G03830"
"65","AT1G03940"
"66","AT1G03950"
"67","AT1G03960"
"68","AT1G04000"
"69","AT1G04010"
"70","AT1G04020"
"71","AT1G04110"
"72","AT1G04130"
"73","AT1G04160"
"74","AT1G04183"
"75","AT1G04230"
"76","AT1G04260"
"77","AT1G04290"
"78","AT1G04310"
"79","AT1G04340"
"80","AT1G04390"
"81","AT1G04503"
"82","AT1G04590"
"83","AT1G04650"
"84","AT1G04730"
"85","AT1G04830"
"86","AT1G04837"
"87","AT1G04900"
"88","AT1G04945"
"89","AT1G04977"
"90","AT1G04990"
"91","AT1G05020"
"92","AT1G05030"
"93","AT1G05055"
"94","AT1G05060"
"95","AT1G05090"
"96","AT1G05160"
"97","AT1G05183"
"98","AT1G05205"
"99","AT1G05253"
"100","AT1G05300"
"101","AT1G05360"
"102","AT1G05460"
"103","AT1G05470"
"104","AT1G05540"
"105","AT1G05600"
"106","AT1G05620"
"107","AT1G05670"
"108","AT1G05690"
"109","AT1G05720"
"110","AT1G05810"
"111","AT1G05835"
"112","AT1G05860"
"113","AT1G05970"
"114","AT1G06060"
"115","AT1G06070"
"116","AT1G06080"
"117","AT1G06160"
"118","AT1G06180"
"119","AT1G06380"
"120","AT1G06500"
"121","AT1G06515"
"122","AT1G06560"
"123","AT1G06573"
"124","AT1G06590"
"125","AT1G06630"
"126","AT1G06640"
"127","AT1G06645"
"128","AT1G06710"
"129","AT1G06730"
"130","AT1G06770"
"131","AT1G06780"
"132","AT1G06790"
"133","AT1G06800"
"134","AT1G06840"
"135","AT1G06850"
"136","AT1G06960"
"137","AT1G07050"
"138","AT1G07070"
"139","AT1G07090"
"140","AT1G07170"
"141","AT1G07380"
"142","AT1G07390"
"143","AT1G07420"
"144","AT1G07450"
"145","AT1G07470"
"146","AT1G07520"
"147","AT1G07615"
"148","AT1G07630"
"149","AT1G07725"
"150","AT1G07728"
"151","AT1G07830"
"152","AT1G07870"
"153","AT1G07950"
"154","AT1G07960"
"155","AT1G07980"
"156","AT1G08000"
"157","AT1G08010"
"158","AT1G08030"
"159","AT1G08037"
"160","AT1G08040"
"161","AT1G08043"
"162","AT1G08125"
"163","AT1G08220"
"164","AT1G08280"
"165","AT1G08350"
"166","AT1G08400"
"167","AT1G08460"
"168","AT1G08465"
"169","AT1G08470"
"170","AT1G08530"
"171","AT1G08590"
"172","AT1G08592"
"173","AT1G08610"
"174","AT1G08650"
"175","AT1G08657"
"176","AT1G08710"
"177","AT1G08720"
"178","AT1G08750"
"179","AT1G08760"
"180","AT1G08770"
"181","AT1G08780"
"182","AT1G08800"
"183","AT1G08810"
"184","AT1G08840"
"185","AT1G08845"
"186","AT1G08900"
"187","AT1G08910"
"188","AT1G08920"
"189","AT1G08960"
"190","AT1G09053"
"191","AT1G09100"
"192","AT1G09240"
"193","AT1G09290"
"194","AT1G09300"
"195","AT1G09320"
"196","AT1G09390"
"197","AT1G09440"
"198","AT1G09470"
"199","AT1G09520"
"200","AT1G09575"
"201","AT1G09580"
"202","AT1G09630"
"203","AT1G09645"
"204","AT1G09700"
"205","AT1G09740"
"206","AT1G09810"
"207","AT1G09815"
"208","AT1G09820"
"209","AT1G09920"
"210","AT1G09960"
"211","AT1G10030"
"212","AT1G10050"
"213","AT1G10060"
"214","AT1G10150"
"215","AT1G10155"
"216","AT1G10240"
"217","AT1G10280"
"218","AT1G10320"
"219","AT1G10350"
"220","AT1G10380"
"221","AT1G10410"
"222","AT1G10570"
"223","AT1G10600"
"224","AT1G10720"
"225","AT1G10730"
"226","AT1G10780"
"227","AT1G10820"
"228","AT1G10920"
"229","AT1G10970"
"230","AT1G11000"
"231","AT1G11020"
"232","AT1G11060"
"233","AT1G11090"
"234","AT1G11180"
"235","AT1G11200"
"236","AT1G11210"
"237","AT1G11290"
"238","AT1G11303"
"239","AT1G11360"
"240","AT1G11380"
"241","AT1G11400"
"242","AT1G11410"
"243","AT1G11440"
"244","AT1G11475"
"245","AT1G11530"
"246","AT1G11630"
"247","AT1G11670"
"248","AT1G11700"
"249","AT1G11755"
"250","AT1G11780"
"251","AT1G11800"
"252","AT1G11905"
"253","AT1G11950"
"254","AT1G11960"
"255","AT1G12020"
"256","AT1G12060"
