"","WS_c1.which.mclass....2...1."
"1","AT1G01170"
"2","AT1G01220"
"3","AT1G01230"
"4","AT1G01430"
"5","AT1G01470"
"6","AT1G01510"
"7","AT1G01520"
"8","AT1G01630"
"9","AT1G01650"
"10","AT1G01710"
"11","AT1G01720"
"12","AT1G01770"
"13","AT1G01820"
"14","AT1G01910"
"15","AT1G01950"
"16","AT1G01970"
"17","AT1G02010"
"18","AT1G02090"
"19","AT1G02100"
"20","AT1G02110"
"21","AT1G02130"
"22","AT1G02170"
"23","AT1G02300"
"24","AT1G02410"
"25","AT1G02640"
"26","AT1G02690"
"27","AT1G02920"
"28","AT1G02930"
"29","AT1G03000"
"30","AT1G03030"
"31","AT1G03040"
"32","AT1G03090"
"33","AT1G03140"
"34","AT1G03230"
"35","AT1G03250"
"36","AT1G03280"
"37","AT1G03290"
"38","AT1G03350"
"39","AT1G03365"
"40","AT1G03370"
"41","AT1G03400"
"42","AT1G03440"
"43","AT1G03530"
"44","AT1G03590"
"45","AT1G03610"
"46","AT1G03740"
"47","AT1G03930"
"48","AT1G03970"
"49","AT1G04190"
"50","AT1G04200"
"51","AT1G04240"
"52","AT1G04250"
"53","AT1G04280"
"54","AT1G04440"
"55","AT1G04520"
"56","AT1G04550"
"57","AT1G04620"
"58","AT1G04630"
"59","AT1G04640"
"60","AT1G04680"
"61","AT1G04710"
"62","AT1G04770"
"63","AT1G04780"
"64","AT1G04833"
"65","AT1G04860"
"66","AT1G04870"
"67","AT1G04910"
"68","AT1G04950"
"69","AT1G04960"
"70","AT1G04970"
"71","AT1G04980"
"72","AT1G04985"
"73","AT1G05070"
"74","AT1G05120"
"75","AT1G05170"
"76","AT1G05180"
"77","AT1G05200"
"78","AT1G05213"
"79","AT1G05230"
"80","AT1G05270"
"81","AT1G05320"
"82","AT1G05347"
"83","AT1G05350"
"84","AT1G05380"
"85","AT1G05385"
"86","AT1G05410"
"87","AT1G05430"
"88","AT1G05500"
"89","AT1G05520"
"90","AT1G05523"
"91","AT1G05590"
"92","AT1G05630"
"93","AT1G05680"
"94","AT1G05767"
"95","AT1G05790"
"96","AT1G05805"
"97","AT1G05830"
"98","AT1G05840"
"99","AT1G05870"
"100","AT1G05890"
"101","AT1G05900"
"102","AT1G05910"
"103","AT1G06110"
"104","AT1G06130"
"105","AT1G06150"
"106","AT1G06200"
"107","AT1G06210"
"108","AT1G06240"
"109","AT1G06360"
"110","AT1G06400"
