"","WS_c1.which.mclass....4...1."
"1","AT1G01040"
"2","AT1G01050"
"3","AT1G01080"
"4","AT1G01120"
"5","AT1G01140"
"6","AT1G01300"
"7","AT1G01490"
"8","AT1G01540"
"9","AT1G01550"
"10","AT1G01610"
"11","AT1G01800"
"12","AT1G01960"
"13","AT1G02080"
"14","AT1G02120"
"15","AT1G02140"
"16","AT1G02280"
"17","AT1G02305"
"18","AT1G02475"
"19","AT1G02660"
"20","AT1G02730"
"21","AT1G02820"
"22","AT1G02840"
"23","AT1G02890"
"24","AT1G02910"
"25","AT1G03060"
"26","AT1G03080"
"27","AT1G03160"
"28","AT1G03220"
"29","AT1G03310"
"30","AT1G03380"
"31","AT1G03860"
"32","AT1G03900"
"33","AT1G03910"
"34","AT1G04080"
"35","AT1G04140"
"36","AT1G04170"
"37","AT1G04210"
"38","AT1G04300"
"39","AT1G04350"
"40","AT1G04400"
"41","AT1G04430"
"42","AT1G04510"
"43","AT1G04530"
"44","AT1G04690"
"45","AT1G04750"
"46","AT1G04790"
"47","AT1G04800"
"48","AT1G04810"
"49","AT1G04850"
"50","AT1G04940"
"51","AT1G05140"
"52","AT1G05150"
"53","AT1G05560"
"54","AT1G05562"
"55","AT1G05570"
"56","AT1G05940"
"57","AT1G05960"
"58","AT1G06000"
"59","AT1G06002"
"60","AT1G06190"
"61","AT1G06220"
"62","AT1G06230"
"63","AT1G06290"
"64","AT1G06390"
"65","AT1G06460"
"66","AT1G06530"
"67","AT1G06540"
"68","AT1G06550"
"69","AT1G06650"
"70","AT1G06670"
"71","AT1G06690"
"72","AT1G06820"
"73","AT1G06900"
"74","AT1G07080"
"75","AT1G07135"
"76","AT1G07280"
"77","AT1G07400"
"78","AT1G07440"
"79","AT1G07510"
"80","AT1G07650"
"81","AT1G07670"
"82","AT1G07700"
"83","AT1G07790"
"84","AT1G08110"
"85","AT1G08130"
"86","AT1G08190"
"87","AT1G08260"
"88","AT1G08420"
"89","AT1G08450"
"90","AT1G08490"
"91","AT1G08510"
"92","AT1G08550"
"93","AT1G08570"
"94","AT1G08640"
"95","AT1G08880"
"96","AT1G08980"
"97","AT1G09010"
"98","AT1G09020"
"99","AT1G09060"
"100","AT1G09140"
"101","AT1G09200"
"102","AT1G09270"
"103","AT1G09420"
"104","AT1G09430"
"105","AT1G09530"
"106","AT1G09570"
"107","AT1G09770"
"108","AT1G09795"
"109","AT1G10170"
"110","AT1G10290"
"111","AT1G10390"
"112","AT1G10470"
"113","AT1G10500"
"114","AT1G10510"
"115","AT1G10590"
"116","AT1G10630"
"117","AT1G10740"
"118","AT1G10840"
"119","AT1G10900"
"120","AT1G10940"
"121","AT1G11260"
"122","AT1G11310"
"123","AT1G11430"
"124","AT1G11580"
"125","AT1G11680"
"126","AT1G11750"
"127","AT1G11820"
"128","AT1G11870"
"129","AT1G11930"
"130","AT1G12000"
"131","AT1G12080"
"132","AT1G12230"
"133","AT1G12250"
"134","AT1G12310"
"135","AT1G12320"
"136","AT1G12430"
"137","AT1G12440"
"138","AT1G12770"
"139","AT1G12920"
"140","AT1G13020"
"141","AT1G13060"
"142","AT1G13110"
"143","AT1G13320"
"144","AT1G13560"
"145","AT1G13640"
"146","AT1G13820"
"147","AT1G13980"
"148","AT1G14000"
"149","AT1G14150"
"150","AT1G14270"
"151","AT1G14400"
"152","AT1G14570"
"153","AT1G14650"
"154","AT1G14670"
"155","AT1G14710"
"156","AT1G14740"
"157","AT1G14810"
"158","AT1G14830"
"159","AT1G14920"
"160","AT1G14980"
"161","AT1G15060"
"162","AT1G15130"
"163","AT1G15140"
"164","AT1G15340"
"165","AT1G15410"
"166","AT1G15730"
"167","AT1G15780"
"168","AT1G16180"
"169","AT1G16320"
"170","AT1G16350"
"171","AT1G17110"
"172","AT1G17170"
"173","AT1G17210"
"174","AT1G17290"
"175","AT1G17370"
"176","AT1G17470"
"177","AT1G17720"
"178","AT1G17745"
"179","AT1G17840"
"180","AT1G17880"
"181","AT1G18000"
"182","AT1G18210"
"183","AT1G18460"
"184","AT1G18500"
"185","AT1G18590"
"186","AT1G18620"
"187","AT1G18660"
"188","AT1G18720"
"189","AT1G18730"
"190","AT1G19110"
"191","AT1G19180"
"192","AT1G19400"
"193","AT1G19570"
"194","AT1G19670"
"195","AT1G19700"
"196","AT1G19715"
"197","AT1G19720"
"198","AT1G19740"
"199","AT1G19835"
"200","AT1G19870"
"201","AT1G19880"
"202","AT1G19910"
"203","AT1G20090"
"204","AT1G20110"
"205","AT1G20200"
"206","AT1G20220"
"207","AT1G20510"
"208","AT1G20560"
"209","AT1G20693"
"210","AT1G20696"
"211","AT1G20920"
"212","AT1G20950"
"213","AT1G20970"
"214","AT1G20980"
"215","AT1G21065"
"216","AT1G21080"
"217","AT1G21130"
"218","AT1G21250"
"219","AT1G21270"
"220","AT1G21350"
"221","AT1G21440"
"222","AT1G21580"
"223","AT1G21600"
"224","AT1G21630"
"225","AT1G21640"
"226","AT1G21680"
"227","AT1G21750"
"228","AT1G21910"
"229","AT1G22060"
"230","AT1G22190"
"231","AT1G22430"
"232","AT1G22450"
"233","AT1G22530"
"234","AT1G22610"
"235","AT1G22620"
"236","AT1G22700"
"237","AT1G22710"
"238","AT1G22770"
"239","AT1G22840"
"240","AT1G23030"
"241","AT1G23090"
"242","AT1G23130"
"243","AT1G23180"
"244","AT1G23205"
"245","AT1G23390"
"246","AT1G23400"
"247","AT1G23710"
"248","AT1G23820"
"249","AT1G24050"
"250","AT1G24100"
"251","AT1G24160"
"252","AT1G24170"
"253","AT1G24180"
"254","AT1G24460"
"255","AT1G24530"
"256","AT1G24706"
"257","AT1G25260"
"258","AT1G25350"
"259","AT1G25490"
"260","AT1G26110"
"261","AT1G26150"
"262","AT1G26270"
"263","AT1G26550"
"264","AT1G26560"
"265","AT1G26580"
"266","AT1G26770"
"267","AT1G26830"
"268","AT1G26880"
"269","AT1G27020"
"270","AT1G27090"
"271","AT1G27100"
"272","AT1G27210"
"273","AT1G27320"
"274","AT1G27430"
"275","AT1G27450"
"276","AT1G27480"
"277","AT1G27510"
"278","AT1G27760"
"279","AT1G27770"
"280","AT1G27950"
"281","AT1G27970"
"282","AT1G28140"
"283","AT1G28420"
"284","AT1G28440"
"285","AT1G28600"
"286","AT1G29150"
"287","AT1G29340"
"288","AT1G29350"
"289","AT1G29400"
"290","AT1G29660"
"291","AT1G29670"
"292","AT1G29700"
"293","AT1G29720"
"294","AT1G29950"
"295","AT1G30070"
"296","AT1G30330"
"297","AT1G30410"
"298","AT1G30440"
"299","AT1G30470"
"300","AT1G30590"
"301","AT1G30630"
"302","AT1G30690"
"303","AT1G30880"
"304","AT1G31130"
"305","AT1G31180"
"306","AT1G31190"
"307","AT1G31540"
"308","AT1G31710"
"309","AT1G31730"
"310","AT1G31850"
"311","AT1G31970"
"312","AT1G32050"
"313","AT1G32070"
"314","AT1G32130"
"315","AT1G32160"
"316","AT1G32200"
"317","AT1G32400"
"318","AT1G32440"
"319","AT1G32450"
"320","AT1G32490"
"321","AT1G32500"
"322","AT1G32750"
"323","AT1G32790"
"324","AT1G32920"
"325","AT1G33040"
"326","AT1G33170"
"327","AT1G33240"
"328","AT1G33290"
"329","AT1G33410"
"330","AT1G33600"
"331","AT1G33680"
"332","AT1G33810"
"333","AT1G33811"
"334","AT1G33980"
"335","AT1G34030"
"336","AT1G34130"
"337","AT1G34370"
"338","AT1G34430"
"339","AT1G35160"
"340","AT1G35340"
"341","AT1G35420"
"342","AT1G35580"
"343","AT1G36320"
"344","AT1G36980"
"345","AT1G41830"
"346","AT1G42440"
"347","AT1G42960"
"348","AT1G43190"
"349","AT1G43560"
"350","AT1G43690"
"351","AT1G43710"
"352","AT1G43850"
"353","AT1G44750"
"354","AT1G44800"
"355","AT1G44920"
"356","AT1G45000"
"357","AT1G45160"
"358","AT1G45230"
"359","AT1G45474"
"360","AT1G45688"
"361","AT1G47260"
"362","AT1G47420"
"363","AT1G47490"
"364","AT1G47500"
"365","AT1G47530"
"366","AT1G47550"
"367","AT1G48090"
"368","AT1G48110"
"369","AT1G48300"
"370","AT1G48420"
"371","AT1G48450"
"372","AT1G48480"
"373","AT1G48520"
"374","AT1G48620"
"375","AT1G48760"
"376","AT1G48850"
"377","AT1G48860"
"378","AT1G48900"
"379","AT1G49040"
"380","AT1G49140"
"381","AT1G49340"
"382","AT1G49380"
"383","AT1G49600"
"384","AT1G49660"
"385","AT1G50020"
"386","AT1G50030"
"387","AT1G50290"
"388","AT1G50430"
"389","AT1G50450"
"390","AT1G50660"
"391","AT1G50840"
"392","AT1G51060"
"393","AT1G51070"
"394","AT1G51350"
"395","AT1G51500"
"396","AT1G51510"
"397","AT1G51650"
"398","AT1G51690"
"399","AT1G51710"
"400","AT1G51805"
"401","AT1G52000"
"402","AT1G52150"
"403","AT1G52190"
