"","WS_c1.which.mclass....1...1."
"1","AT1G01480"
"2","AT1G02250"
"3","AT1G02310"
"4","AT1G02430"
"5","AT1G02440"
"6","AT1G02570"
"7","AT1G02575"
"8","AT1G02620"
"9","AT1G02813"
"10","AT1G02980"
"11","AT1G03106"
"12","AT1G03200"
"13","AT1G03700"
"14","AT1G03790"
"15","AT1G04047"
"16","AT1G04103"
"17","AT1G04307"
"18","AT1G04347"
"19","AT1G04370"
"20","AT1G04445"
"21","AT1G04477"
"22","AT1G04560"
"23","AT1G04643"
"24","AT1G04743"
"25","AT1G04767"
"26","AT1G04803"
"27","AT1G04827"
"28","AT1G05005"
"29","AT1G05240"
"30","AT1G05280"
"31","AT1G05287"
"32","AT1G05330"
"33","AT1G05333"
"34","AT1G05383"
"35","AT1G05397"
"36","AT1G05450"
"37","AT1G05650"
"38","AT1G05660"
"39","AT1G05700"
"40","AT1G05727"
"41","AT1G05783"
"42","AT1G05927"
"43","AT1G05933"
"44","AT1G05937"
"45","AT1G05977"
"46","AT1G05990"
"47","AT1G06045"
"48","AT1G06120"
"49","AT1G06173"
"50","AT1G06320"
"51","AT1G06330"
"52","AT1G06423"
"53","AT1G06753"
"54","AT1G06787"
"55","AT1G06923"
"56","AT1G06930"
"57","AT1G07175"
"58","AT1G07517"
"59","AT1G07550"
"60","AT1G07563"
"61","AT1G07587"
"62","AT1G07707"
"63","AT1G07795"
"64","AT1G07813"
"65","AT1G07877"
"66","AT1G07933"
"67","AT1G08003"
"68","AT1G08087"
"69","AT1G08090"
"70","AT1G08120"
"71","AT1G08173"
"72","AT1G08283"
"73","AT1G08287"
"74","AT1G08317"
"75","AT1G08633"
"76","AT1G08670"
"77","AT1G08753"
"78","AT1G08803"
"79","AT1G08857"
"80","AT1G08860"
"81","AT1G08990"
"82","AT1G09176"
"83","AT1G09257"
"84","AT1G09297"
"85","AT1G09370"
"86","AT1G09380"
"87","AT1G09383"
"88","AT1G09427"
"89","AT1G09447"
"90","AT1G09480"
"91","AT1G09493"
"92","AT1G09523"
"93","AT1G09537"
"94","AT1G09847"
"95","AT1G09853"
"96","AT1G09860"
"97","AT1G09897"
"98","AT1G09963"
"99","AT1G10010"
"100","AT1G10110"
"101","AT1G10220"
"102","AT1G10385"
"103","AT1G10480"
"104","AT1G10680"
"105","AT1G10875"
"106","AT1G11040"
"107","AT1G11250"
"108","AT1G11280"
"109","AT1G11370"
"110","AT1G11490"
"111","AT1G11540"
"112","AT1G11560"
"113","AT1G11590"
"114","AT1G11620"
"115","AT1G11655"
"116","AT1G11690"
"117","AT1G11920"
"118","AT1G12010"
"119","AT1G12064"
"120","AT1G12160"
"121","AT1G12560"
"122","AT1G12805"
"123","AT1G13130"
"124","AT1G13143"
"125","AT1G13200"
"126","AT1G13310"
"127","AT1G13480"
"128","AT1G13490"
"129","AT1G13500"
"130","AT1G13510"
"131","AT1G13520"
"132","AT1G13530"
"133","AT1G13540"
"134","AT1G13590"
"135","AT1G13620"
"136","AT1G14160"
"137","AT1G14220"
"138","AT1G14500"
"139","AT1G14550"
"140","AT1G14940"
"141","AT1G14960"
"142","AT1G15050"
"143","AT1G15320"
"144","AT1G15330"
"145","AT1G15385"
"146","AT1G15415"
"147","AT1G15540"
"148","AT1G15600"
"149","AT1G15640"
"150","AT1G15840"
"151","AT1G16022"
"152","AT1G16150"
"153","AT1G16160"
"154","AT1G16225"
"155","AT1G16230"
"156","AT1G16440"
"157","AT1G16905"
"158","AT1G17065"
"159","AT1G17235"
"160","AT1G17240"
"161","AT1G17285"
"162","AT1G17300"
"163","AT1G17310"
"164","AT1G17615"
"165","AT1G18280"
"166","AT1G18320"
"167","AT1G18860"
"168","AT1G18960"
"169","AT1G18970"
"170","AT1G18975"
"171","AT1G18980"
"172","AT1G19115"
"173","AT1G19390"
"174","AT1G19900"
"175","AT1G20065"
"176","AT1G20080"
"177","AT1G20150"
"178","AT1G20180"
"179","AT1G20700"
"180","AT1G20860"
"181","AT1G21230"
"182","AT1G21340"
"183","AT1G21860"
"184","AT1G21990"
"185","AT1G22080"
"186","AT1G22290"
"187","AT1G22680"
"188","AT1G22990"
"189","AT1G23070"
"190","AT1G23160"
"191","AT1G23210"
"192","AT1G23520"
"193","AT1G23985"
"194","AT1G24010"
"195","AT1G24068"
"196","AT1G24145"
"197","AT1G24320"
"198","AT1G24405"
"199","AT1G24420"
"200","AT1G24430"
"201","AT1G24485"
"202","AT1G24620"
"203","AT1G25240"
"204","AT1G26240"
"205","AT1G26360"
"206","AT1G26410"
"207","AT1G26700"
"208","AT1G26870"
"209","AT1G26970"
"210","AT1G27140"
"211","AT1G27461"
"212","AT1G27610"
"213","AT1G27740"
"214","AT1G27820"
"215","AT1G28160"
"216","AT1G28170"
"217","AT1G28430"
"218","AT1G28550"
"219","AT1G28590"
"220","AT1G29000"
"221","AT1G29020"
"222","AT1G29025"
"223","AT1G29179"
"224","AT1G29180"
"225","AT1G29540"
"226","AT1G29830"
"227","AT1G29860"
"228","AT1G30220"
"229","AT1G30550"
"230","AT1G30560"
"231","AT1G30750"
"232","AT1G30814"
"233","AT1G30850"
"234","AT1G30870"
"235","AT1G30990"
"236","AT1G31243"
"237","AT1G32270"
"238","AT1G32350"
"239","AT1G32510"
"240","AT1G32560"
"241","AT1G32850"
"242","AT1G32970"
"243","AT1G33090"
"244","AT1G33100"
"245","AT1G33280"
"246","AT1G33320"
"247","AT1G33540"
"248","AT1G33670"
"249","AT1G33750"
"250","AT1G33840"
"251","AT1G33870"
"252","AT1G33880"
"253","AT1G33890"
"254","AT1G33900"
"255","AT1G33910"
"256","AT1G34050"
"257","AT1G34480"
"258","AT1G34510"
"259","AT1G34520"
"260","AT1G34540"
"261","AT1G35230"
"262","AT1G35240"
"263","AT1G35330"
"264","AT1G35515"
"265","AT1G35610"
"266","AT1G35625"
"267","AT1G36640"
"268","AT1G43000"
"269","AT1G43010"
"270","AT1G43040"
"271","AT1G43160"
"272","AT1G43765"
"273","AT1G44010"
"274","AT1G44020"
"275","AT1G44050"
"276","AT1G44160"
"277","AT1G44180"
"278","AT1G44318"
"279","AT1G44542"
"280","AT1G44970"
"281","AT1G45015"
"282","AT1G45248"
"283","AT1G47265"
"284","AT1G47600"
"285","AT1G47610"
"286","AT1G47620"
"287","AT1G47760"
"288","AT1G47790"
"289","AT1G47980"
"290","AT1G47990"
"291","AT1G48020"
"292","AT1G48060"
"293","AT1G48070"
"294","AT1G48325"
"295","AT1G48510"
"296","AT1G48590"
"297","AT1G48640"
"298","AT1G48670"
"299","AT1G48690"
"300","AT1G48698"
"301","AT1G48800"
"302","AT1G48820"
"303","AT1G49005"
"304","AT1G49030"
"305","AT1G49100"
"306","AT1G49110"
"307","AT1G49330"
"308","AT1G49570"
"309","AT1G49700"
"310","AT1G50060"
"311","AT1G50090"
"312","AT1G50580"
"313","AT1G50720"
"314","AT1G50780"
"315","AT1G50830"
"316","AT1G50930"
"317","AT1G50960"
"318","AT1G51035"
"319","AT1G51190"
"320","AT1G51260"
"321","AT1G51330"
"322","AT1G51470"
"323","AT1G51480"
"324","AT1G51770"
"325","AT1G51840"
"326","AT1G51880"
"327","AT1G51990"
"328","AT1G52050"
"329","AT1G52060"
"330","AT1G52110"
"331","AT1G52343"
"332","AT1G52580"
"333","AT1G52660"
"334","AT1G52690"
"335","AT1G52790"
"336","AT1G52820"
"337","AT1G53100"
"338","AT1G53130"
"339","AT1G53370"
"340","AT1G53420"
"341","AT1G53625"
"342","AT1G53708"
"343","AT1G53990"
"344","AT1G54260"
"345","AT1G54400"
"346","AT1G54540"
"347","AT1G54760"
"348","AT1G54890"
"349","AT1G54930"
"350","AT1G54940"
"351","AT1G54950"
"352","AT1G54970"
"353","AT1G55030"
"354","AT1G55207"
"355","AT1G55240"
"356","AT1G55420"
"357","AT1G55430"
"358","AT1G55580"
"359","AT1G55600"
"360","AT1G55640"
"361","AT1G55755"
"362","AT1G55775"
"363","AT1G55940"
"364","AT1G55945"
"365","AT1G56630"
"366","AT1G56680"
"367","AT1G57670"
"368","AT1G57780"
"369","AT1G58037"
"370","AT1G58160"
"371","AT1G58215"
"372","AT1G58270"
"373","AT1G58320"
"374","AT1G58330"
"375","AT1G58430"
"376","AT1G58643"
"377","AT1G58936"
"378","AT1G58983"
"379","AT1G59312"
"380","AT1G59530"
"381","AT1G59725"
"382","AT1G59730"
"383","AT1G59790"
"384","AT1G59940"
"385","AT1G60050"
"386","AT1G60470"
"387","AT1G60740"
"388","AT1G60750"
"389","AT1G61050"
"390","AT1G61080"
"391","AT1G61270"
"392","AT1G61290"
"393","AT1G61410"
"394","AT1G61480"
"395","AT1G61562"
"396","AT1G61590"
"397","AT1G61720"
"398","AT1G61750"
"399","AT1G61950"
"400","AT1G62190"
"401","AT1G62333"
"402","AT1G62490"
"403","AT1G62530"
"404","AT1G62580"
"405","AT1G62935"
"406","AT1G62980"
"407","AT1G63055"
"408","AT1G63057"
"409","AT1G63140"
"410","AT1G63410"
"411","AT1G63450"
"412","AT1G63550"
"413","AT1G63580"
"414","AT1G63590"
"415","AT1G63600"
"416","AT1G63615"
"417","AT1G63910"
"418","AT1G64000"
"419","AT1G64010"
"420","AT1G64110"
"421","AT1G64160"
"422","AT1G64210"
"423","AT1G64220"
"424","AT1G64255"
"425","AT1G64480"
"426","AT1G64540"
"427","AT1G64590"
"428","AT1G64618"
"429","AT1G64910"
"430","AT1G64920"
"431","AT1G64930"
"432","AT1G65140"
"433","AT1G65150"
"434","AT1G65330"
"435","AT1G65349"
"436","AT1G65483"
"437","AT1G65510"
"438","AT1G65570"
"439","AT1G65680"
"440","AT1G65850"
"441","AT1G66020"
"442","AT1G66360"
"443","AT1G66420"
"444","AT1G66440"
"445","AT1G66450"
"446","AT1G66470"
"447","AT1G66725"
"448","AT1G66960"
"449","AT1G67030"
"450","AT1G67100"
"451","AT1G67270"
"452","AT1G67623"
"453","AT1G67770"
"454","AT1G67980"
"455","AT1G67990"
"456","AT1G68040"
"457","AT1G68250"
"458","AT1G68450"
"459","AT1G68750"
"460","AT1G68825"
"461","AT1G68845"
"462","AT1G69050"
"463","AT1G69085"
"464","AT1G69150"
"465","AT1G69240"
"466","AT1G69560"
"467","AT1G69630"
"468","AT1G69920"
"469","AT1G69990"
"470","AT1G70110"
"471","AT1G70170"
"472","AT1G70380"
"473","AT1G70450"
"474","AT1G70680"
"475","AT1G70720"
"476","AT1G70860"
"477","AT1G70910"
"478","AT1G71370"
"479","AT1G71692"
"480","AT1G71740"
"481","AT1G72100"
"482","AT1G72590"
"483","AT1G72760"
"484","AT1G73000"
"485","AT1G73050"
"486","AT1G73160"
"487","AT1G73165"
"488","AT1G73270"
"489","AT1G73290"
"490","AT1G73300"
"491","AT1G73340"
"492","AT1G73580"
"493","AT1G73610"
"494","AT1G73780"
"495","AT1G74080"
"496","AT1G74110"
"497","AT1G74500"
"498","AT1G74675"
"499","AT1G74830"
"500","AT1G75160"
"501","AT1G75430"
"502","AT1G75600"
"503","AT1G76220"
"504","AT1G76230"
"505","AT1G76470"
