"","X","WS_c1.which.mclass....2...1."
"1489",1489,"AT2G28305"
"532",532,"AT1G29050"
"238",238,"AT1G12860"
"4134",4134,"AT5G48490"
"398",398,"AT1G20760"
"1083",1083,"AT1G76090"
"688",688,"AT1G50380"
"3941",3941,"AT5G35320"
"626",626,"AT1G42470"
"2996",2996,"AT4G14770"
"190",190,"AT1G10270"
"1342",1342,"AT2G19680"
"1507",1507,"AT2G29020"
"1553",1553,"AT2G31820"
"3135",3135,"AT4G22540"
"1716",1716,"AT2G39810"
"4303",4303,"AT5G58060"
"1378",1378,"AT2G21320"
"201",201,"AT1G10682"
"1896",1896,"AT3G01200"
"2868",2868,"AT4G04740"
"775",775,"AT1G55460"
"3393",3393,"AT4G35860"
"1748",1748,"AT2G41110"
"3459",3459,"AT4G39160"
"1782",1782,"AT2G42810"
"2924",2924,"AT4G10930"
"4065",4065,"AT5G45050"
"389",389,"AT1G20100"
"2095",2095,"AT3G10610"
"2506",2506,"AT3G46610"
"2230",2230,"AT3G16760"
"3209",3209,"AT4G27020"
"3215",3215,"AT4G27230"
"1826",1826,"AT2G45250"
"3930",3930,"AT5G27990"
"237",237,"AT1G12850"
"3191",3191,"AT4G26410"
"2987",2987,"AT4G14350"
"2534",2534,"AT3G48750"
"3765",3765,"AT5G17290"
"4286",4286,"AT5G56760"
"1568",1568,"AT2G32450"
"1032",1032,"AT1G73180"
"2848",2848,"AT4G02420"
"4461",4461,"AT5G65930"
"187",187,"AT1G10130"
"1601",1601,"AT2G33620"
"4230",4230,"AT5G54180"
"4176",4176,"AT5G50900"
"3663",3663,"AT5G11950"
"1415",1415,"AT2G24500"
"3774",3774,"AT5G17910"
"1098",1098,"AT1G76950"
"211",211,"AT1G11130"
"3998",3998,"AT5G41140"
"4119",4119,"AT5G47750"
"4463",4463,"AT5G65960"
"1931",1931,"AT3G02790"
"1620",1620,"AT2G34720"
"2572",2572,"AT3G51460"
"101",101,"AT1G05900"
"2731",2731,"AT3G59900"
"3348",3348,"AT4G33470"
"3372",3372,"AT4G34590"
"2071",2071,"AT3G09450"
"285",285,"AT1G15002"
"613",613,"AT1G35220"
"1231",1231,"AT2G03750"
"2678",2678,"AT3G56990"
"326",326,"AT1G16890"
"1532",1532,"AT2G30695"
"1339",1339,"AT2G19570"
"3821",3821,"AT5G20320"
"2932",2932,"AT4G11270"
"1454",1454,"AT2G26510"
"144",144,"AT1G07970"
"2643",2643,"AT3G55050"
"2056",2056,"AT3G08670"
"3260",3260,"AT4G29120"
"4290",4290,"AT5G56940"
"1699",1699,"AT2G38860"
"921",921,"AT1G66830"
"252",252,"AT1G13270"
"4174",4174,"AT5G50860"
"1598",1598,"AT2G33590"
"3310",3310,"AT4G31720"
"615",615,"AT1G35510"
"1309",1309,"AT2G17560"
"3313",3313,"AT4G31860"
"3932",3932,"AT5G28050"
"1146",1146,"AT1G79590"
"2501",2501,"AT3G46450"
"2295",2295,"AT3G19950"
"1383",1383,"AT2G21620"
"210",210,"AT1G11080"
"383",383,"AT1G19680"
"1744",1744,"AT2G40930"
"3760",3760,"AT5G16990"
"1265",1265,"AT2G11890"
"3952",3952,"AT5G36250"
"3899",3899,"AT5G25900"
"3216",3216,"AT4G27260"
"4241",4241,"AT5G54870"
"767",767,"AT1G55160"
"3476",3476,"AT4G39990"
"1449",1449,"AT2G26230"
"3113",3113,"AT4G21190"
"1564",1564,"AT2G32260"
"1725",1725,"AT2G40070"
"3788",3788,"AT5G18650"
"3098",3098,"AT4G19985"
"1702",1702,"AT2G39020"
"1903",1903,"AT3G01520"
"1327",1327,"AT2G18750"
"3288",3288,"AT4G30620"
"4302",4302,"AT5G58030"
"666",666,"AT1G48840"
"1113",1113,"AT1G77610"
"3920",3920,"AT5G27600"
"3088",3088,"AT4G19490"
"14",14,"AT1G01910"
"610",610,"AT1G34570"
"3628",3628,"AT5G10290"
"636",636,"AT1G43910"
"2946",2946,"AT4G11960"
"905",905,"AT1G65430"
"87",87,"AT1G05430"
"2954",2954,"AT4G12390"
"3232",3232,"AT4G27990"
"3452",3452,"AT4G38760"
"4490",4490,"AT5G67150"
"2291",2291,"AT3G19870"
"2505",2505,"AT3G46590"
"287",287,"AT1G15120"
"847",847,"AT1G61380"
"3335",3335,"AT4G32880"
"1411",1411,"AT2G23840"
"3137",3137,"AT4G22750"
"3577",3577,"AT5G07320"
"906",906,"AT1G65490"
"1863",1863,"AT2G46810"
"1609",1609,"AT2G34040"
"1777",1777,"AT2G42710"
"3547",3547,"AT5G05520"
"1662",1662,"AT2G36792"
"2047",2047,"AT3G07630"
"1875",1875,"AT2G47580"
"2540",2540,"AT3G49120"
"2418",2418,"AT3G26420"
"3714",3714,"AT5G14440"
"1084",1084,"AT1G76110"
"1920",1920,"AT3G02300"
"1549",1549,"AT2G31510"
"696",696,"AT1G50640"
"660",660,"AT1G48540"
"420",420,"AT1G21720"
"4481",4481,"AT5G66820"
"1838",1838,"AT2G45730"
"243",243,"AT1G13090"
"2430",2430,"AT3G27110"
"2280",2280,"AT3G19370"
"2533",2533,"AT3G48720"
"4171",4171,"AT5G50420"
"3710",3710,"AT5G14270"
"2089",2089,"AT3G10370"
"36",36,"AT1G03280"
"3275",3275,"AT4G29870"
"652",652,"AT1G47830"
"3067",3067,"AT4G18070"
"2557",2557,"AT3G50690"
"4475",4475,"AT5G66560"
"2455",2455,"AT3G29030"
"2426",2426,"AT3G26935"
"295",295,"AT1G15390"
"1297",1297,"AT2G17033"
"1589",1589,"AT2G33255"
"153",153,"AT1G08480"
"1458",1458,"AT2G26640"
"1641",1641,"AT2G35690"
"3369",3369,"AT4G34410"
"1149",1149,"AT1G79730"
"2819",2819,"AT4G00830"
"969",969,"AT1G69770"
"229",229,"AT1G12460"
"3521",3521,"AT5G04170"
"772",772,"AT1G55320"
"923",923,"AT1G67120"
"1471",1471,"AT2G27190"
"723",723,"AT1G52730"
"1419",1419,"AT2G24590"
"2149",2149,"AT3G13180"
"2251",2251,"AT3G17750"
"1511",1511,"AT2G29310"
"538",538,"AT1G29370"
"3379",3379,"AT4G35040"
"3198",3198,"AT4G26570"
"683",683,"AT1G50140"
"1647",1647,"AT2G35930"
"1162",1162,"AT1G80260"
"1431",1431,"AT2G25210"
"1548",1548,"AT2G31450"
"2208",2208,"AT3G15820"
"2796",2796,"AT3G63200"
"3116",3116,"AT4G21460"
"1630",1630,"AT2G35130"
"2532",2532,"AT3G48710"
"3762",3762,"AT5G17010"
"2805",2805,"AT4G00165"
"851",851,"AT1G61660"
"3906",3906,"AT5G26860"
"1319",1319,"AT2G17980"
"2101",2101,"AT3G10840"
"357",357,"AT1G18270"
"3566",3566,"AT5G06560"
"2459",2459,"AT3G29350"
"4438",4438,"AT5G64850"
"1131",1131,"AT1G78870"
"2835",2835,"AT4G01995"
"3236",3236,"AT4G28250"
"2235",2235,"AT3G16940"
"2865",2865,"AT4G04320"
"3847",3847,"AT5G22330"
"1432",1432,"AT2G25250"
"35",35,"AT1G03250"
"1939",1939,"AT3G03070"
"503",503,"AT1G27750"
"262",262,"AT1G14030"
"1839",1839,"AT2G45880"
"378",378,"AT1G19440"
"3134",3134,"AT4G22350"
"920",920,"AT1G66820"
"2224",2224,"AT3G16310"
"1829",1829,"AT2G45290"
"2713",2713,"AT3G58970"
"2376",2376,"AT3G23980"
"1592",1592,"AT2G33360"
"4183",4183,"AT5G51280"
"320",320,"AT1G16780"
"1524",1524,"AT2G30070"
"823",823,"AT1G60010"
"2445",2445,"AT3G28340"
"2971",2971,"AT4G13460"
"3352",3352,"AT4G33650"
"593",593,"AT1G33050"
"709",709,"AT1G51720"
"802",802,"AT1G58200"
"1048",1048,"AT1G73885"
"1925",1925,"AT3G02640"
"4494",4494,"AT5G67290"
"3533",3533,"AT5G04750"
"2202",2202,"AT3G15610"
"738",738,"AT1G53570"
"2761",2761,"AT3G61310"
"4444",4444,"AT5G65270"
"324",324,"AT1G16860"
"3576",3576,"AT5G07290"
"4146",4146,"AT5G49020"
"751",751,"AT1G54360"
"3911",3911,"AT5G27270"
"1752",1752,"AT2G41310"
"2273",2273,"AT3G19050"
"3554",3554,"AT5G05700"
"332",332,"AT1G17140"
"1080",1080,"AT1G75850"
"216",216,"AT1G11480"
"2341",2341,"AT3G22190"
"848",848,"AT1G61430"
"2558",2558,"AT3G50800"
"3259",3259,"AT4G29100"
"2564",2564,"AT3G51050"
"4366",4366,"AT5G61480"
"2204",2204,"AT3G15660"
"1338",1338,"AT2G19470"
"2657",2657,"AT3G55510"
"2338",2338,"AT3G22104"
"4060",4060,"AT5G44750"
"481",481,"AT1G26370"
"2661",2661,"AT3G55960"
"3961",3961,"AT5G37720"
"638",638,"AT1G44170"
"2328",2328,"AT3G21215"
"2344",2344,"AT3G22231"
"1181",1181,"AT2G01060"
"4214",4214,"AT5G53120"
"1241",1241,"AT2G04530"
"2366",2366,"AT3G23430"
"70",70,"AT1G04970"
"621",621,"AT1G36310"
"3719",3719,"AT5G14640"
"824",824,"AT1G60160"
"3491",3491,"AT5G01800"
"909",909,"AT1G65590"
"2115",2115,"AT3G11660"
"2727",2727,"AT3G59600"
"1945",1945,"AT3G03560"
"2677",2677,"AT3G56950"
"1632",1632,"AT2G35240"
"2484",2484,"AT3G44630"
"1041",1041,"AT1G73670"
"2257",2257,"AT3G18040"
"195",195,"AT1G10490"
"1963",1963,"AT3G04640"
"2736",2736,"AT3G60210"
"2438",2438,"AT3G27570"
"3002",3002,"AT4G14950"
"2756",2756,"AT3G61140"
"1968",1968,"AT3G04740"
"965",965,"AT1G69640"
"3265",3265,"AT4G29380"
"2774",2774,"AT3G61960"
"4456",4456,"AT5G65840"
"3176",3176,"AT4G24972"
"290",290,"AT1G15200"
"168",168,"AT1G09250"
"3590",3590,"AT5G08120"
"3767",3767,"AT5G17350"
"2768",2768,"AT3G61700"
"1097",1097,"AT1G76920"
"3436",3436,"AT4G38100"
"106",106,"AT1G06200"
"2464",2464,"AT3G42170"
"3818",3818,"AT5G20200"
"1427",1427,"AT2G25050"
"803",803,"AT1G58220"
"1683",1683,"AT2G37920"
"3938",3938,"AT5G32470"
"2263",2263,"AT3G18370"
"3406",3406,"AT4G36750"
"2072",2072,"AT3G09470"
"2436",2436,"AT3G27390"
"457",457,"AT1G24490"
"1901",1901,"AT3G01490"
"3855",3855,"AT5G23080"
"3922",3922,"AT5G27670"
"655",655,"AT1G48210"
"2508",2508,"AT3G46640"
"2625",2625,"AT3G54080"
"2147",2147,"AT3G13000"
"3519",3519,"AT5G04060"
"2162",2162,"AT3G13720"
"3079",3079,"AT4G18950"
"524",524,"AT1G28510"
"1442",1442,"AT2G25900"
"4378",4378,"AT5G62050"
"2201",2201,"AT3G15580"
"3650",3650,"AT5G11430"
"3157",3157,"AT4G24240"
"2413",2413,"AT3G26300"
"649",649,"AT1G47640"
"4166",4166,"AT5G50280"
"1794",1794,"AT2G43490"
"4440",4440,"AT5G64930"
"2644",2644,"AT3G55070"
"1653",1653,"AT2G36310"
"435",435,"AT1G22800"
"3962",3962,"AT5G37780"
"2573",2573,"AT3G51520"
"172",172,"AT1G09560"
"1719",1719,"AT2G39890"
"587",587,"AT1G32520"
"121",121,"AT1G07210"
"3257",3257,"AT4G29070"
"2215",2215,"AT3G16090"
"112",112,"AT1G06510"
"4165",4165,"AT5G50210"
"692",692,"AT1G50490"
"1960",1960,"AT3G04600"
"2719",2719,"AT3G59210"
"1007",1007,"AT1G72180"
"2870",2870,"AT4G04885"
"148",148,"AT1G08230"
"1680",1680,"AT2G37690"
"2785",2785,"AT3G62770"
"782",782,"AT1G55890"
"3743",3743,"AT5G16180"
"4472",4472,"AT5G66320"
"1182",1182,"AT2G01070"
"412",412,"AT1G21450"
"56",56,"AT1G04550"
"469",469,"AT1G25520"
"424",424,"AT1G21900"
"4340",4340,"AT5G59830"
"1953",1953,"AT3G04210"
"2642",2642,"AT3G54960"
"392",392,"AT1G20540"
"3859",3859,"AT5G23250"
"2261",2261,"AT3G18230"
"1846",1846,"AT2G46170"
"3761",3761,"AT5G17000"
"597",597,"AT1G33390"
"1340",1340,"AT2G19600"
"714",714,"AT1G52200"
"941",941,"AT1G68050"
"4193",4193,"AT5G51830"
"2090",2090,"AT3G10390"
"787",787,"AT1G56045"
"1186",1186,"AT2G01190"
"2181",2181,"AT3G14860"
"2905",2905,"AT4G09620"
"3451",3451,"AT4G38690"
"3423",3423,"AT4G37440"
"2791",2791,"AT3G63120"
"2552",2552,"AT3G50240"
"3838",3838,"AT5G21274"
"1583",1583,"AT2G33120"
"1011",1011,"AT1G72340"
"203",203,"AT1G10830"
"4216",4216,"AT5G53180"
"1178",1178,"AT1G80870"
"754",754,"AT1G54570"
"269",269,"AT1G14430"
"844",844,"AT1G61190"
"3084",3084,"AT4G19160"
"423",423,"AT1G21880"
"4271",4271,"AT5G55990"
"2288",2288,"AT3G19670"
"2399",2399,"AT3G25585"
"3713",3713,"AT5G14420"
"490",490,"AT1G27310"
"3139",3139,"AT4G22830"
"1109",1109,"AT1G77510"
"1377",1377,"AT2G21290"
"4360",4360,"AT5G61060"
"736",736,"AT1G53450"
"1179",1179,"AT1G80910"
"1418",1418,"AT2G24580"
"741",741,"AT1G53730"
"1975",1975,"AT3G05030"
"617",617,"AT1G35670"
"2496",2496,"AT3G45830"
"1993",1993,"AT3G05690"
"1133",1133,"AT1G78970"
"38",38,"AT1G03350"
"4311",4311,"AT5G58240"
"3700",3700,"AT5G13730"
"1578",1578,"AT2G32900"
"178",178,"AT1G09850"
"2267",2267,"AT3G18520"
"3221",3221,"AT4G27650"
"2210",2210,"AT3G15920"
"769",769,"AT1G55260"
"814",814,"AT1G59700"
"4261",4261,"AT5G55630"
"2372",2372,"AT3G23670"
"1837",1837,"AT2G45700"
"4000",4000,"AT5G41210"
"1464",1464,"AT2G26980"
"2815",2815,"AT4G00660"
"298",298,"AT1G15710"
"1451",1451,"AT2G26430"
"2121",2121,"AT3G11960"
"700",700,"AT1G51160"
"3462",3462,"AT4G39470"
"3736",3736,"AT5G15910"
"1386",1386,"AT2G22250"
"3235",3235,"AT4G28220"
"3061",3061,"AT4G17890"
"2335",2335,"AT3G21630"
"3456",3456,"AT4G38932"
"2502",2502,"AT3G46490"
"711",711,"AT1G51760"
"2435",2435,"AT3G27325"
"774",774,"AT1G55370"
"4343",4343,"AT5G59960"
"3824",3824,"AT5G20500"
"3003",3003,"AT4G14990"
"4056",4056,"AT5G44510"
"1730",1730,"AT2G40460"
"3431",3431,"AT4G37880"
"3213",3213,"AT4G27130"
"1329",1329,"AT2G18900"
"270",270,"AT1G14450"
"3662",3662,"AT5G11900"
"2439",2439,"AT3G27670"
"291",291,"AT1G15240"
"3422",3422,"AT4G37330"
"1250",1250,"AT2G04880"
"2609",2609,"AT3G53380"
"1778",1778,"AT2G42740"
"1810",1810,"AT2G44620"
"2637",2637,"AT3G54790"
"4383",4383,"AT5G62270"
"2429",2429,"AT3G27080"
"669",669,"AT1G49410"
"3692",3692,"AT5G13400"
"1352",1352,"AT2G20060"
"599",599,"AT1G33780"
"575",575,"AT1G31650"
"4491",4491,"AT5G67240"
"3806",3806,"AT5G19660"
"3364",3364,"AT4G34215"
"1867",1867,"AT2G47010"
"3271",3271,"AT4G29720"
"999",999,"AT1G71730"
"2269",2269,"AT3G18790"
"1202",1202,"AT2G01950"
"3980",3980,"AT5G40160"
"3343",3343,"AT4G33350"
"2831",2831,"AT4G01570"
"1899",1899,"AT3G01320"
"1499",1499,"AT2G28620"
"2357",2357,"AT3G22845"
"146",146,"AT1G08060"
"16",16,"AT1G01970"
"4465",4465,"AT5G66030"
"1937",1937,"AT3G03040"
"1762",1762,"AT2G41820"
"476",476,"AT1G26180"
"1736",1736,"AT2G40760"
"1205",1205,"AT2G02070"
"1081",1081,"AT1G75990"
"2615",2615,"AT3G53630"
"1026",1026,"AT1G72880"
"4240",4240,"AT5G54830"
"2363",2363,"AT3G23280"
"3407",3407,"AT4G36780"
"3242",3242,"AT4G28480"
"1363",1363,"AT2G20740"
"871",871,"AT1G63290"
"3830",3830,"AT5G20620"
"2587",2587,"AT3G52060"
"1965",1965,"AT3G04670"
"3809",3809,"AT5G19750"
"3133",3133,"AT4G22330"
"4245",4245,"AT5G55130"
"483",483,"AT1G26640"
"3059",3059,"AT4G17830"
"1335",1335,"AT2G19160"
"779",779,"AT1G55620"
"822",822,"AT1G59990"
"461",461,"AT1G25220"
"256",256,"AT1G13380"
"1722",1722,"AT2G39960"
"2298",2298,"AT3G20060"
"3206",3206,"AT4G26760"
"2035",2035,"AT3G07180"
"2913",2913,"AT4G10000"
"4205",4205,"AT5G52430"
"1706",1706,"AT2G39260"
"1796",1796,"AT2G43650"
"3385",3385,"AT4G35460"
"3983",3983,"AT5G40340"
"2254",2254,"AT3G17900"
"2690",2690,"AT3G57490"
"2364",2364,"AT3G23290"
"3843",3843,"AT5G22030"
"3027",3027,"AT4G16280"
"3226",3226,"AT4G27760"
"1066",1066,"AT1G75010"
"665",665,"AT1G48790"
"4201",4201,"AT5G52280"
"1479",1479,"AT2G27510"
"913",913,"AT1G66070"
"1258",1258,"AT2G06210"
"3764",3764,"AT5G17270"
"2928",2928,"AT4G11160"
"3279",3279,"AT4G29960"
"2549",2549,"AT3G49601"
"3425",3425,"AT4G37470"
"781",781,"AT1G55810"
"902",902,"AT1G65280"
"2410",2410,"AT3G26085"
"1539",1539,"AT2G31110"
"4459",4459,"AT5G65910"
"4410",4410,"AT5G63770"
"828",828,"AT1G60270"
"3944",3944,"AT5G35570"
"658",658,"AT1G48460"
"1106",1106,"AT1G77460"
"1527",1527,"AT2G30260"
"1406",1406,"AT2G23740"
"2129",2129,"AT3G12320"
"901",901,"AT1G65270"
"3330",3330,"AT4G32610"
"642",642,"AT1G44900"
"4002",4002,"AT5G41360"
"3754",3754,"AT5G16750"
"1746",1746,"AT2G40960"
"2829",2829,"AT4G01450"
"1416",1416,"AT2G24545"
"4458",4458,"AT5G65900"
"1043",1043,"AT1G73710"
"1015",1015,"AT1G72480"
"4145",4145,"AT5G48960"
"157",157,"AT1G08620"
"3175",3175,"AT4G24960"
"2836",2836,"AT4G02010"
"1322",1322,"AT2G18220"
"867",867,"AT1G62850"
"3837",3837,"AT5G21060"
"4446",4446,"AT5G65440"
"2140",2140,"AT3G12640"
"4470",4470,"AT5G66140"
"1052",1052,"AT1G73970"
"2816",2816,"AT4G00750"
"891",891,"AT1G64640"
"3574",3574,"AT5G07220"
"1792",1792,"AT2G43400"
"1827",1827,"AT2G45260"
"3036",3036,"AT4G16630"
"1914",1914,"AT3G01850"
"4035",4035,"AT5G43100"
"3674",3674,"AT5G12290"
"3967",3967,"AT5G38640"
"3563",3563,"AT5G06350"
"3375",3375,"AT4G34760"
"4067",4067,"AT5G45110"
"3569",3569,"AT5G06690"
"4349",4349,"AT5G60450"
"3807",3807,"AT5G19680"
"3860",3860,"AT5G23280"
"2378",2378,"AT3G24040"
"411",411,"AT1G21410"
"2080",2080,"AT3G09880"
"3646",3646,"AT5G11270"
"2178",2178,"AT3G14720"
"3317",3317,"AT4G32030"
"918",918,"AT1G66730"
"3017",3017,"AT4G15800"
"890",890,"AT1G64570"
"2526",2526,"AT3G48320"
"3992",3992,"AT5G40760"
"1020",1020,"AT1G72645"
"713",713,"AT1G51950"
"3398",3398,"AT4G36440"
"1687",1687,"AT2G38010"
"2380",2380,"AT3G24100"
"4332",4332,"AT5G59350"
"4009",4009,"AT5G41940"
"3948",3948,"AT5G35730"
"3282",3282,"AT4G30260"
"1631",1631,"AT2G35155"
"2613",2613,"AT3G53540"
"4159",4159,"AT5G49930"
"2709",2709,"AT3G58620"
"2650",2650,"AT3G55260"
"703",703,"AT1G51580"
"1991",1991,"AT3G05625"
"3368",3368,"AT4G34390"
"2271",2271,"AT3G18990"
"668",668,"AT1G49300"
"635",635,"AT1G43900"
"3",3,"AT1G01230"
"2179",2179,"AT3G14790"
"103",103,"AT1G06110"
"2986",2986,"AT4G14340"
"2336",2336,"AT3G21790"
"1696",1696,"AT2G38740"
"3608",3608,"AT5G09230"
"936",936,"AT1G67830"
"2624",2624,"AT3G54010"
"2309",2309,"AT3G20440"
"2359",2359,"AT3G22980"
"4164",4164,"AT5G50180"
"2460",2460,"AT3G29390"
"305",305,"AT1G16010"
"763",763,"AT1G55120"
"1085",1085,"AT1G76130"
"4061",4061,"AT5G44785"
"1976",1976,"AT3G05040"
"2998",2998,"AT4G14870"
"2903",2903,"AT4G09510"
"4419",4419,"AT5G64120"
"1214",1214,"AT2G02740"
"1526",1526,"AT2G30105"
"4276",4276,"AT5G56240"
"859",859,"AT1G61890"
"2759",2759,"AT3G61190"
"619",619,"AT1G36050"
"63",63,"AT1G04780"
"1082",1082,"AT1G76050"
"22",22,"AT1G02170"
"4242",4242,"AT5G54910"
"1172",1172,"AT1G80680"
"3964",3964,"AT5G38510"
"492",492,"AT1G27340"
"4148",4148,"AT5G49220"
"2321",2321,"AT3G20920"
"3935",3935,"AT5G28850"
"734",734,"AT1G53380"
"1417",1417,"AT2G24550"
"4173",4173,"AT5G50570"
"2255",2255,"AT3G17940"
"2374",2374,"AT3G23780"
"3786",3786,"AT5G18610"
"3480",3480,"AT5G01240"
"3037",3037,"AT4G16650"
"3598",3598,"AT5G08415"
"2405",2405,"AT3G25805"
"1346",1346,"AT2G19860"
"3013",3013,"AT4G15540"
"1321",1321,"AT2G18090"
"3701",3701,"AT5G13750"
"3287",3287,"AT4G30550"
"3032",3032,"AT4G16450"
"1664",1664,"AT2G36810"
"1042",1042,"AT1G73680"
"2763",2763,"AT3G61480"
"3485",3485,"AT5G01400"
"934",934,"AT1G67580"
"1673",1673,"AT2G37470"
"1197",1197,"AT2G01630"
"3184",3184,"AT4G25670"
"1397",1397,"AT2G23130"
"2823",2823,"AT4G01040"
"3448",3448,"AT4G38552"
"1936",1936,"AT3G02910"
"3653",3653,"AT5G11580"
"3652",3652,"AT5G11550"
"2137",2137,"AT3G12590"
"1439",1439,"AT2G25610"
"2516",2516,"AT3G47450"
"3686",3686,"AT5G13100"
"1472",1472,"AT2G27210"
"3417",3417,"AT4G37080"
"4492",4492,"AT5G67250"
"3421",3421,"AT4G37310"
"780",780,"AT1G55690"
"3166",3166,"AT4G24540"
"2498",2498,"AT3G46000"
"47",47,"AT1G03930"
"839",839,"AT1G60990"
"2953",2953,"AT4G12340"
"1467",1467,"AT2G27090"
"3212",3212,"AT4G27120"
"752",752,"AT1G54370"
"222",222,"AT1G12050"
"716",716,"AT1G52290"
"2666",2666,"AT3G56408"
"1306",1306,"AT2G17510"
"974",974,"AT1G69935"
"2847",2847,"AT4G02400"
"3363",3363,"AT4G34180"
"800",800,"AT1G58060"
"207",207,"AT1G10910"
"37",37,"AT1G03290"
"1453",1453,"AT2G26460"
"2322",2322,"AT3G20930"
"299",299,"AT1G15740"
"3439",3439,"AT4G38240"
"2866",2866,"AT4G04330"
"2317",2317,"AT3G20740"
"2093",2093,"AT3G10480"
"862",862,"AT1G62330"
"1707",1707,"AT2G39290"
"4386",4386,"AT5G62430"
"2574",2574,"AT3G51610"
"318",318,"AT1G16730"
"3777",3777,"AT5G18100"
"3374",3374,"AT4G34700"
"1599",1599,"AT2G33600"
"4115",4115,"AT5G47500"
"2898",2898,"AT4G09030"
"1357",1357,"AT2G20300"
"3012",3012,"AT4G15510"
"961",961,"AT1G69295"
"143",143,"AT1G07910"
"4401",4401,"AT5G63160"
"1038",1038,"AT1G73500"
"3258",3258,"AT4G29080"
"1095",1095,"AT1G76890"
"4037",4037,"AT5G43330"
"4265",4265,"AT5G55730"
"3162",3162,"AT4G24460"
"1809",1809,"AT2G44530"
"1546",1546,"AT2G31370"
"352",352,"AT1G18150"
"1852",1852,"AT2G46400"
"4039",4039,"AT5G43470"
"2673",2673,"AT3G56710"
"3665",3665,"AT5G11980"
"2569",2569,"AT3G51250"
"2326",2326,"AT3G21160"
"4484",4484,"AT5G66880"
"739",739,"AT1G53590"
"191",191,"AT1G10310"
"1872",1872,"AT2G47410"
"4227",4227,"AT5G53760"
"816",816,"AT1G59820"
"3584",3584,"AT5G07860"
"708",708,"AT1G51700"
"3878",3878,"AT5G24210"
"4300",4300,"AT5G57760"
"2238",2238,"AT3G17120"
"2081",2081,"AT3G09970"
"3518",3518,"AT5G04040"
"4387",4387,"AT5G62440"
"1482",1482,"AT2G27840"
"2161",2161,"AT3G13620"
"2153",2153,"AT3G13235"
"671",671,"AT1G49480"
"4066",4066,"AT5G45060"
"1135",1135,"AT1G79050"
"254",254,"AT1G13350"
"3403",3403,"AT4G36640"
"2783",2783,"AT3G62650"
"3909",3909,"AT5G27030"
"596",596,"AT1G33360"
"3089",3089,"AT4G19520"
"2104",2104,"AT3G10940"
"1550",1550,"AT2G31530"
"1576",1576,"AT2G32850"
"3528",3528,"AT5G04480"
"3494",3494,"AT5G01890"
"4430",4430,"AT5G64440"
"4116",4116,"AT5G47540"
"2250",2250,"AT3G17740"
"4152",4152,"AT5G49510"
"2319",2319,"AT3G20800"
"2838",2838,"AT4G02060"
"3148",3148,"AT4G23710"
"1076",1076,"AT1G75400"
"4467",4467,"AT5G66060"
"2024",2024,"AT3G06790"
"480",480,"AT1G26230"
"2394",2394,"AT3G25150"
"1059",1059,"AT1G74510"
"3254",3254,"AT4G28860"
"1252",1252,"AT2G05120"
"2607",2607,"AT3G53240"
"2139",2139,"AT3G12620"
"510",510,"AT1G28060"
"1270",1270,"AT2G14260"
"462",462,"AT1G25230"
"1957",1957,"AT3G04520"
"922",922,"AT1G67080"
"2042",2042,"AT3G07360"
"679",679,"AT1G49820"
"2276",2276,"AT3G19190"
"2611",2611,"AT3G53470"
"3728",3728,"AT5G15470"
"3295",3295,"AT4G30993"
"2264",2264,"AT3G18420"
"3613",3613,"AT5G09620"
"625",625,"AT1G42430"
"2244",2244,"AT3G17430"
"1073",1073,"AT1G75310"
"938",938,"AT1G67930"
"1822",1822,"AT2G45060"
"99",99,"AT1G05870"
"916",916,"AT1G66530"
"2749",2749,"AT3G60880"
"2723",2723,"AT3G59350"
"2382",2382,"AT3G24200"
"1924",1924,"AT3G02580"
"651",651,"AT1G47740"
"1115",1115,"AT1G77990"
"337",337,"AT1G17440"
"3111",3111,"AT4G21160"
"4373",4373,"AT5G61810"
"994",994,"AT1G71340"
"4191",4191,"AT5G51660"
"616",616,"AT1G35620"
"1290",1290,"AT2G16700"
"3629",3629,"AT5G10330"
"3850",3850,"AT5G22740"
"3827",3827,"AT5G20590"
"3155",3155,"AT4G24160"
"2784",2784,"AT3G62660"
"3759",3759,"AT5G16910"
"1103",1103,"AT1G77260"
"1057",1057,"AT1G74250"
"3578",3578,"AT5G07370"
"1864",1864,"AT2G46900"
"1199",1199,"AT2G01750"
"2529",2529,"AT3G48530"
"3940",3940,"AT5G35200"
"393",393,"AT1G20580"
"4397",4397,"AT5G62930"
"3634",3634,"AT5G10730"
"4211",4211,"AT5G52900"
"1735",1735,"AT2G40700"
"2138",2138,"AT3G12600"
"2456",2456,"AT3G29160"
"4052",4052,"AT5G44100"
"1523",1523,"AT2G30040"
"3545",3545,"AT5G05470"
"2486",2486,"AT3G44720"
"4334",4334,"AT5G59450"
"4133",4133,"AT5G48485"
"3229",3229,"AT4G27870"
"3338",3338,"AT4G32980"
"2871",2871,"AT4G04910"
"301",301,"AT1G15860"
"1986",1986,"AT3G05410"
"2419",2419,"AT3G26440"
"3508",3508,"AT5G03140"
"367",367,"AT1G18700"
"2682",2682,"AT3G57070"
"2876",2876,"AT4G04970"
"494",494,"AT1G27385"
"2316",2316,"AT3G20720"
"3095",3095,"AT4G19700"
"3214",3214,"AT4G27180"
"2294",2294,"AT3G19930"
"2885",2885,"AT4G08180"
"130",130,"AT1G07530"
